"from_di_id","entity_from_name","to_di_id","entity_to_name","year","sector","bundle","channel","value"
"ofid","OPEC Fund for International Development (OFID)","DJ","Djibouti",2010,"infrastructure","oof-loan","unspecified",15342540
"ofid","OPEC Fund for International Development (OFID)","DJ","Djibouti",2011,"infrastructure","oof-loan","unspecified",6711720
"ofid","OPEC Fund for International Development (OFID)","DJ","Djibouti",2013,"infrastructure","oof-loan","unspecified",167927
"islamic-dev-bank","Islamic Development Bank (IsDB)","DJ","Djibouti",2015,"other","oof-loan","unspecified",9664390
"islamic-dev-bank","Islamic Development Bank (IsDB)","DJ","Djibouti",2016,"other","oof-loan","unspecified",6913260
"ofid","OPEC Fund for International Development (OFID)","DJ","Djibouti",2016,"industry-and-trade","oof-loan","unspecified",3672140
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2000,"education","oof-loan","unspecified",825738
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2000,"governance-security-and-civil-society","oof-loan","unspecified",145719
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2001,"governance-security-and-civil-society","oof-loan","unspecified",55682
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2001,"education","oof-loan","unspecified",315531
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2002,"environment","oof-loan","unspecified",342263
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2002,"infrastructure","oof-loan","unspecified",345738
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2002,"education","oof-loan","unspecified",263942
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2002,"water-and-sanitation","oof-loan","unspecified",342263
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2002,"governance-security-and-civil-society","oof-loan","unspecified",92909
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2003,"environment","oof-loan","unspecified",286250
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2003,"water-and-sanitation","oof-loan","unspecified",286250
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2003,"governance-security-and-civil-society","oof-loan","unspecified",42096
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2003,"education","oof-loan","unspecified",160428
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2004,"education","oof-loan","unspecified",432094
"ibrd","International Bank for Reconstruction and Development (IBRD)","DM","Dominica",2005,"infrastructure","oof-loan","unspecified",273895
"cardb","Caribbean Development Bank (CarDB)","DM","Dominica",2015,"other","oof-loan","multilateral",479938
"cardb","Caribbean Development Bank (CarDB)","DM","Dominica",2016,"other","oof-loan","multilateral",319500
"US","USA","DO","Dominican Republic",1990,"other","oof-loan","unspecified",1862120
"US","USA","DO","Dominican Republic",1991,"other","oof-loan","unspecified",5845630
"DE","Germany","DO","Dominican Republic",1992,"other","oof-loan","unspecified",7838660
"US","USA","DO","Dominican Republic",1992,"other","oof-loan","unspecified",2061950
"US","USA","DO","Dominican Republic",1993,"other","oof-loan","unspecified",596066000
"DE","Germany","DO","Dominican Republic",1994,"other","oof-loan","unspecified",23478400
"JP","Japan","DO","Dominican Republic",1994,"other","oof-loan","unspecified",1124150
"FR","France","DO","Dominican Republic",2000,"other","oof-loan","unspecified",3166860
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2000,"education","oof-loan","unspecified",9578650
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2000,"agriculture-and-food-security","oof-loan","unspecified",2538054
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2000,"health","oof-loan","unspecified",7167827
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2000,"industry-and-trade","oof-loan","unspecified",1973550
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2000,"infrastructure","oof-loan","unspecified",29131841
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2000,"governance-security-and-civil-society","oof-loan","unspecified",1140937
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2001,"infrastructure","oof-loan","unspecified",30233493
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2001,"agriculture-and-food-security","oof-loan","unspecified",5025316
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2001,"governance-security-and-civil-society","oof-loan","unspecified",2728606
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2001,"industry-and-trade","oof-loan","unspecified",8514160
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2001,"health","oof-loan","unspecified",8879483
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2001,"education","oof-loan","unspecified",12766121
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2002,"industry-and-trade","oof-loan","unspecified",13861800
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2002,"health","oof-loan","unspecified",10995592
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2002,"agriculture-and-food-security","oof-loan","unspecified",7585862
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2002,"education","oof-loan","unspecified",7831504
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2002,"water-and-sanitation","oof-loan","unspecified",693769
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2002,"governance-security-and-civil-society","oof-loan","unspecified",946673
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2002,"infrastructure","oof-loan","unspecified",34511028
"FR","France","DO","Dominican Republic",2003,"banking-and-business","oof-loan","unspecified",6705470
"FR","France","DO","Dominican Republic",2003,"other","oof-loan","unspecified",6278870
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2003,"education","oof-loan","unspecified",5175044
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2003,"governance-security-and-civil-society","oof-loan","unspecified",216462
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2003,"agriculture-and-food-security","oof-loan","unspecified",4585900
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2003,"water-and-sanitation","oof-loan","unspecified",59605
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2003,"other-social-services","oof-loan","unspecified",26352
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2003,"infrastructure","oof-loan","unspecified",13726599
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2003,"health","oof-loan","unspecified",2646500
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2003,"industry-and-trade","oof-loan","unspecified",10457800
"FR","France","DO","Dominican Republic",2004,"other","oof-loan","unspecified",3090920
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2004,"other-social-services","oof-loan","unspecified",32398077
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2004,"water-and-sanitation","oof-loan","unspecified",1998860
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2004,"infrastructure","oof-loan","unspecified",2196821
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2004,"agriculture-and-food-security","oof-loan","unspecified",7610316
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2004,"health","oof-loan","unspecified",23168626
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2004,"education","oof-loan","unspecified",5586273
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2005,"education","oof-loan","unspecified",6235991
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2005,"water-and-sanitation","oof-loan","unspecified",2801620
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2005,"health","oof-loan","unspecified",24738362
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2005,"infrastructure","oof-loan","unspecified",1220196
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2005,"agriculture-and-food-security","oof-loan","unspecified",1577728
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2005,"governance-security-and-civil-society","oof-loan","unspecified",387615
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2005,"other-social-services","oof-loan","unspecified",31683612
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2005,"banking-and-business","oof-loan","unspecified",111150
"FR","France","DO","Dominican Republic",2006,"banking-and-business","oof-loan","unspecified",26475500
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2006,"education","oof-loan","unspecified",4483483
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2006,"banking-and-business","oof-loan","unspecified",616856
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2006,"governance-security-and-civil-society","oof-loan","unspecified",376316
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2006,"infrastructure","oof-loan","unspecified",55359275
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2006,"other-social-services","oof-loan","unspecified",372761
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2006,"health","oof-loan","unspecified",8461812
"US","USA","DO","Dominican Republic",2006,"debt-relief","oof-loan","unspecified",1502960
"EU","European Union","DO","Dominican Republic",2007,"other","oof-loan","unspecified",5811010
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2007,"governance-security-and-civil-society","oof-loan","unspecified",1344280
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2007,"infrastructure","oof-loan","unspecified",47995870
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2007,"other-social-services","oof-loan","unspecified",488927
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2007,"health","oof-loan","unspecified",13634380
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2007,"education","oof-loan","unspecified",5578234
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2007,"banking-and-business","oof-loan","unspecified",890316
"EU","European Union","DO","Dominican Republic",2008,"other","oof-loan","unspecified",24860100
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2008,"other-social-services","oof-loan","unspecified",650174
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2008,"infrastructure","oof-loan","unspecified",62649
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2008,"education","oof-loan","unspecified",6490151
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2008,"governance-security-and-civil-society","oof-loan","unspecified",2025640
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2008,"health","oof-loan","unspecified",7345406
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2008,"banking-and-business","oof-loan","unspecified",1670257
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2009,"health","oof-loan","unspecified",34391116
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2009,"other-social-services","oof-loan","unspecified",121527788
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2009,"banking-and-business","oof-loan","unspecified",1178956
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2009,"education","oof-loan","unspecified",36145410
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2009,"humanitarian","oof-loan","unspecified",21861200
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2009,"governance-security-and-civil-society","oof-loan","unspecified",40272760
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2009,"infrastructure","oof-loan","unspecified",78312723
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2009,"agriculture-and-food-security","oof-loan","unspecified",10040210
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2009,"education","oof-loan","unspecified",14873200
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2009,"water-and-sanitation","oof-loan","unspecified",2563487
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2009,"environment","oof-loan","unspecified",264979
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2009,"other-social-services","oof-loan","unspecified",86521415
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2009,"infrastructure","oof-loan","unspecified",473662
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2009,"humanitarian","oof-loan","unspecified",331564
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2009,"governance-security-and-civil-society","oof-loan","unspecified",344896558
"FR","France","DO","Dominican Republic",2010,"other","oof-loan","unspecified",11895200
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2010,"banking-and-business","oof-loan","unspecified",1200018
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2010,"water-and-sanitation","oof-loan","unspecified",1003154
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2010,"governance-security-and-civil-society","oof-loan","unspecified",731832
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2010,"infrastructure","oof-loan","unspecified",623591
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2010,"health","oof-loan","unspecified",17291144
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2010,"education","oof-loan","unspecified",26518980
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2010,"other-social-services","oof-loan","unspecified",116302620
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2010,"humanitarian","oof-loan","unspecified",1023260
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2010,"other-social-services","oof-loan","public-sector-recipient",64838480
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2010,"banking-and-business","oof-loan","public-sector-recipient",103249000
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2010,"humanitarian","oof-loan","public-sector-recipient",504581
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2010,"industry-and-trade","oof-loan","public-sector-recipient",1103770
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2010,"education","oof-loan","public-sector-recipient",29192300
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2010,"agriculture-and-food-security","oof-loan","public-sector-recipient",3962390
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2010,"infrastructure","oof-loan","public-sector-recipient",5105590
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2010,"water-and-sanitation","oof-loan","public-sector-recipient",828929
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2010,"infrastructure","oof-loan","other",29099500
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2010,"governance-security-and-civil-society","oof-loan","public-sector-recipient",191440528
"FR","France","DO","Dominican Republic",2011,"other","oof-loan","unspecified",28435000
"FR","France","DO","Dominican Republic",2011,"banking-and-business","oof-loan","unspecified",9755720
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2011,"governance-security-and-civil-society","oof-loan","unspecified",442491
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2011,"banking-and-business","oof-loan","unspecified",2942840
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2011,"education","oof-loan","unspecified",7876377
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2011,"health","oof-loan","unspecified",2389979
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2011,"humanitarian","oof-loan","unspecified",9509220
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2011,"other-social-services","oof-loan","unspecified",6829445
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2011,"infrastructure","oof-loan","unspecified",16989999
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2011,"infrastructure","oof-loan","public-sector-recipient",191629410
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2011,"governance-security-and-civil-society","oof-loan","public-sector-recipient",6219750
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2011,"infrastructure","oof-loan","other",12213200
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2011,"industry-and-trade","oof-loan","public-sector-recipient",103634
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2011,"agriculture-and-food-security","oof-loan","public-sector-recipient",2421918
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2011,"education","oof-loan","public-sector-recipient",15642650
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2011,"banking-and-business","oof-loan","other",35406410
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2011,"other-social-services","oof-loan","public-sector-recipient",43194130
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2011,"banking-and-business","oof-loan","public-sector-recipient",938119
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2011,"humanitarian","oof-loan","public-sector-recipient",1480290
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2011,"water-and-sanitation","oof-loan","public-sector-recipient",4576160
"KR","South Korea","DO","Dominican Republic",2011,"industry-and-trade","oof-loan","unspecified",8360960
"BE","Belgium","DO","Dominican Republic",2012,"infrastructure","oof-loan","unspecified",377793
"EU","European Union","DO","Dominican Republic",2012,"banking-and-business","oof-loan","unspecified",10965600
"FR","France","DO","Dominican Republic",2012,"other","oof-loan","unspecified",1706060
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2012,"governance-security-and-civil-society","oof-loan","public-sector-recipient",26651130
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2012,"banking-and-business","oof-loan","public-sector-recipient",604478
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2012,"health","oof-loan","public-sector-recipient",10173491
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2012,"humanitarian","oof-loan","public-sector-recipient",13685700
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2012,"infrastructure","oof-loan","public-sector-recipient",11696108
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2012,"other-social-services","oof-loan","public-sector-recipient",32738303
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2012,"education","oof-loan","public-sector-recipient",9504659
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2012,"water-and-sanitation","oof-loan","public-sector-recipient",897144
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2012,"other-social-services","oof-loan","public-sector-recipient",51005002
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2012,"water-and-sanitation","oof-loan","public-sector-recipient",7245577
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2012,"agriculture-and-food-security","oof-loan","public-sector-recipient",1707672
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2012,"humanitarian","oof-loan","public-sector-recipient",1427190
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2012,"education","oof-loan","public-sector-recipient",6797930
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2012,"banking-and-business","oof-loan","public-sector-recipient",679793
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2012,"governance-security-and-civil-society","oof-loan","public-sector-recipient",8549070
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2012,"industry-and-trade","oof-loan","public-sector-recipient",679793
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2012,"infrastructure","oof-loan","public-sector-recipient",16784680
"KR","South Korea","DO","Dominican Republic",2012,"industry-and-trade","oof-loan","unspecified",8516420
"ES","Spain","DO","Dominican Republic",2013,"other-social-services","oof-grant","unspecified",26331
"EU","European Union","DO","Dominican Republic",2013,"banking-and-business","oof-loan","unspecified",6841400
"FR","France","DO","Dominican Republic",2013,"banking-and-business","oof-loan","unspecified",37937200
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2013,"education","oof-loan","public-sector-recipient",2126797
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2013,"infrastructure","oof-loan","public-sector-recipient",4736600
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2013,"water-and-sanitation","oof-loan","public-sector-recipient",2780691
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2013,"governance-security-and-civil-society","oof-loan","public-sector-recipient",1034500
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2013,"other-social-services","oof-loan","public-sector-recipient",1488990
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2013,"humanitarian","oof-loan","public-sector-recipient",13266840
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2013,"health","oof-loan","public-sector-recipient",4732420
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2013,"water-and-sanitation","oof-loan","other",7330800
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2013,"humanitarian","oof-loan","other",843370
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2013,"governance-security-and-civil-society","oof-loan","public-sector-recipient",315433000
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2013,"industry-and-trade","oof-loan","other",5407430
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2013,"education","oof-loan","other",9172950
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2013,"governance-security-and-civil-society","oof-loan","other",6885752
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2013,"health","oof-loan","other",36049500
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2013,"infrastructure","oof-loan","other",15921390
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2013,"other-social-services","oof-loan","other",120475370
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2013,"banking-and-business","oof-loan","public-sector-recipient",374915
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2013,"agriculture-and-food-security","oof-loan","other",1709839
"KR","South Korea","DO","Dominican Republic",2013,"industry-and-trade","oof-loan","unspecified",8209680
"BE","Belgium","DO","Dominican Republic",2014,"infrastructure","oof-loan","unspecified",16183
"ES","Spain","DO","Dominican Republic",2014,"other-social-services","oof-grant","unspecified",10104
"FR","France","DO","Dominican Republic",2014,"other","oof-loan","unspecified",2805600
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2014,"water-and-sanitation","oof-loan","public-sector-recipient",2833560
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2014,"other-social-services","oof-loan","public-sector-recipient",3904382
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2014,"humanitarian","oof-loan","public-sector-recipient",16066980
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2014,"health","oof-loan","public-sector-recipient",5873248
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2014,"infrastructure","oof-loan","public-sector-recipient",3011979
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2014,"governance-security-and-civil-society","oof-loan","public-sector-recipient",1989352
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2014,"education","oof-loan","public-sector-recipient",-1873
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2014,"infrastructure","oof-loan","public-sector-recipient",9984500
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2014,"water-and-sanitation","oof-loan","public-sector-recipient",6462870
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2014,"banking-and-business","oof-loan","public-sector-recipient",2453780
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2014,"industry-and-trade","oof-loan","unspecified",44881021
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2014,"industry-and-trade","oof-loan","public-sector-recipient",3141860
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2014,"agriculture-and-food-security","oof-loan","public-sector-recipient",2472759
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2014,"health","oof-loan","public-sector-recipient",28951900
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2014,"education","oof-loan","public-sector-recipient",4129050
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2014,"governance-security-and-civil-society","oof-loan","public-sector-recipient",4955160
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2014,"other-social-services","oof-loan","public-sector-recipient",69316417
"KR","South Korea","DO","Dominican Republic",2014,"industry-and-trade","oof-loan","unspecified",7850740
"EU","European Union","DO","Dominican Republic",2015,"banking-and-business","oof-loan","unspecified",11145000
"FR","France","DO","Dominican Republic",2015,"banking-and-business","oof-loan","unspecified",31479700
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2015,"infrastructure","oof-loan","public-sector-recipient",6845
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2015,"health","oof-loan","public-sector-recipient",13300300
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2015,"governance-security-and-civil-society","oof-loan","public-sector-recipient",48492223
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2015,"other-social-services","oof-loan","public-sector-recipient",4124830
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2015,"water-and-sanitation","oof-loan","public-sector-recipient",3299500
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2015,"humanitarian","oof-loan","public-sector-recipient",9494400
"ibrd","International Bank for Reconstruction and Development (IBRD)","DO","Dominican Republic",2015,"education","oof-loan","public-sector-recipient",7766020
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2015,"other","oof-loan","public-sector-recipient",7766020
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2015,"industry-and-trade","oof-loan","unspecified",4978220
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2015,"water-and-sanitation","oof-loan","public-sector-recipient",3982580
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2015,"industry-and-trade","oof-loan","public-sector-recipient",12962500
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2015,"health","oof-loan","public-sector-recipient",232579200
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2015,"other-social-services","oof-loan","unspecified",4918110
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2015,"infrastructure","oof-loan","public-sector-recipient",10217100
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2015,"banking-and-business","oof-loan","public-sector-recipient",256053610
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2015,"agriculture-and-food-security","oof-loan","public-sector-recipient",2687580
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2015,"education","oof-loan","public-sector-recipient",23728600
"idb","Inter-American Development Bank (IDB)","DO","Dominican Republic",2015,"other-social-services","oof-loan","public-sector-recipient",37975932
"ifad","International Fund for Agricultural Development (IFAD)","DO","Dominican Republic",2015,"other","oof-loan","unspecified",3392170
