"district_id","2002","2014","2015","2016","2017","2018","2019","2020"
"d314",51803,107966,113500,120300,127600,135400,143500,152200
"d301",202290,225251,226400,227900,229500,231000,232400,233900
"d322",184018,227792,230600,234300,238000,241700,245300,248900
"d323",163047,227541,232400,238300,244600,250800,257200,263600
"d315",96189,147166,151300,156400,161600,167100,172700,178400
"d324",63572,105767,109400,113800,118600,123400,128600,133700
"d216",180022,270928,278200,287100,296500,306000,315800,325800
"d316",135723,186696,190400,195200,199900,204900,209800,214900
"d302",249656,368626,378100,389500,401600,413800,426300,439000
"d303",559075,782077,798900,819600,840900,862700,884800,907000
"d217",136489,207597,213200,220400,227800,235300,242900,250800
"d218",123103,210173,217700,227100,237000,247300,257800,268800
"d201",266944,382913,395200,410200,426000,442200,458900,476100
"d420",82881,120720,123700,127200,131100,134900,138800,142800
"d117",329858,422771,429200,437200,445300,453500,461600,469900
"d219",122433,203600,210400,219200,228100,237400,247100,256900
"d118",139556,151413,152000,152700,153300,154000,154500,155200
"d220",48952,89356,93000,97500,102400,107500,112600,118000
"d225",97273,174508,181400,190100,199100,208500,218300,228600
"d416",63363,113161,117700,123200,129000,135100,141400,148100
"d401",158909,224387,229300,235500,241900,248400,254900,261400
"d402",205671,234440,236000,238100,240200,242200,244200,246100
"d202",225008,323662,331200,340600,350400,360200,370400,380600
"d221",157489,244153,251200,260000,269000,278300,288000,297800
"d119",86755,100840,101700,102600,103800,104900,105900,107000
"d120",42483,89890,94600,100300,106700,113300,120400,127700
"d226",191266,323067,334400,348600,363300,378700,394500,410900
"d317",129385,183093,187100,192300,197400,202800,208200,213600
"d121",133264,159922,161600,163800,165900,168000,170200,172300
"d304",298527,436345,447100,460400,474300,488300,502700,517200
"d403",343618,572986,953600,990300,1028500,1068100,1108800,1150800
"d417",198635,249625,253000,257300,261700,266000,270500,274900
"d203",355473,504197,515500,529500,544100,558700,573700,588900
"d418",316025,486360,500200,517300,535000,553200,572000,591000
"d204",387573,471242,476700,483300,490100,496900,503800,510500
"d318",202758,167879,171000,175200,179400,183600,187900,192000
"d404",458318,528231,532400,537300,542400,547800,552600,557500
"d405",356914,469236,477200,487200,497300,507600,517900,528000
"d213",131650,215026,222000,230800,240000,249400,259000,269100
"d101",34766,54293,56000,58000,60000,62100,64300,66500
"d222",154667,236199,242700,250900,259300,267900,276900,285900
"d122",160684,183232,184400,186200,187700,189200,190900,192300
"d102",1189142,1507080,1528800,1555600,1583000,1610500,1638200,1665600
"d205",361399,486319,495400,506700,518200,529900,541700,553500
"d413",263730,414454,426800,442200,458100,474700,491600,509000
"d414",204732,252144,255200,259200,263100,267000,271000,274900
"d206",74268,105186,107600,110400,113500,116500,119700,122700
"d406",523033,694992,707400,722600,738300,754100,770200,786300
"d207",118928,166231,169800,174300,178800,183400,188100,192700
"d112",294613,368062,373000,379100,385400,391600,397800,404000
"d407",405882,785088,461400,496500,534300,575100,619000,665500
"d103",108897,148218,151100,154700,158400,162100,165900,169700
"d227",128219,202033,208000,215700,223400,231600,239900,248300
"d419",212219,328077,337500,349200,361300,373800,386600,399700
"d421",187707,266197,272200,279600,287200,295000,302800,311000
"d408",220312,281705,285900,291100,296400,301800,307200,312500
"d305",167030,204048,206400,209500,212500,215500,218400,221600
"d319",129148,206495,212900,220900,229200,237900,246600,255700
"d325",165922,239327,245000,252000,259200,266500,274100,281800
"d306",122541,181050,185600,191400,197200,203300,209500,215800
"d208",165365,239268,245000,252100,259300,266800,274500,282100
"d228",67171,93667,95700,98000,100600,103300,105900,108600
"d123",120575,214693,223000,233500,244400,256000,267900,280300
"d422",110925,281637,3e+05,323600,348900,376200,405500,437100
"d415",266246,422204,435100,451200,467800,484800,502700,520800
"d326",115345,134379,135600,136900,138400,139900,141200,142600
"d307",290601,408043,417000,427900,439200,450600,462400,474200
"d229",185526,238020,241600,246200,250800,255400,260000,264700
"d104",341317,456958,465400,475700,486400,497100,508100,519000
"d124",242252,274953,276700,279000,281400,283600,285900,288000
"d114",66039,93753,96000,98400,101200,104000,106700,109700
"d223",262566,353825,360700,369000,377900,386800,395800,404900
"d320",145705,186134,188900,192400,195900,199400,202900,206500
"d105",228170,297004,301900,307900,314000,320200,326500,332600
"d409",208420,291113,297400,305000,313100,321100,329200,337500
"d214",324674,473239,484800,499200,513900,529000,544300,560000
"d209",332571,488960,501300,516400,532100,548100,564400,581100
"d410",361477,472629,480500,490200,500200,510200,520400,530500
"d423",160802,183444,184700,186300,187900,189600,191100,192500
"d115",266108,328964,333100,338400,343500,348900,354200,359400
"d308",77243,103432,105400,107600,110100,112500,115000,117400
"d309",194778,139012,141400,144600,147600,150900,154000,157300
"d106",187771,250548,255000,260800,266400,272200,278200,284000
"d107",423422,684337,706200,733400,761700,790900,821200,852100
"d108",423052,596804,610000,626300,643100,660200,677600,695200
"d311",90922,156690,162400,169500,177100,184800,192900,201200
"d116",137278,197369,202000,207800,213800,219900,226200,232600
"d109",127064,181799,185900,191300,196600,202000,207600,213400
"d230",145451,215442,218100,221400,224800,228200,231600,234900
"d224",167691,252562,259300,267800,276400,285300,294400,303800
"d327",112697,142224,144300,146700,149300,151700,154400,156900
"d310",266312,396794,407000,420000,433300,447100,461000,475100
"d231",101867,141919,144900,148600,152500,156300,160200,164400
"d424",51069,67005,68200,69600,70900,72400,73900,75300
