"id","entity-name","2009"
"d18974","Baringo",9.6
"d18975","Bomet",4.3
"d18987","Bungoma",4.5
"d18988","Busia",6
"d18976","Elgeyo-Marakwet",7.2
"d18955","Embu",14.9
"d18965","Garissa",11.6
"d18968","Homa Bay",3.3
"d18956","Isiolo",18.5
"d18991","Kajiado",39.8
"d18989","Kakamega",5.6
"d18977","Kericho",11.8
"d18943","Kiambu",53
"d18949","Kilifi",16.7
"d18944","Kirinyaga",16.4
"d18969","Kisii",7.8
"d18970","Kisumu",18.3
"d18957","Kitui",4.8
"d18950","Kwale",10.6
"d18978","Laikipia",17.7
"d18951","Lamu",17
"d18958","Machakos",17
"d18959","Makueni",5.9
"d18966","Mandera",2.5
"d18960","Marsabit",7.5
"d18961","Meru",13.1
"d18971","Migori",5.3
"d18952","Mombasa",59
"d18946","Murang'a",14
"d18964","Nairobi",72.4
"d18979","Nakuru",34
"d18980","Nandi",6.4
"d18981","Narok",5.9
"d18962","Nithi",3
"d18972","Nyamira",6.1
"d18947","Nyandarua",10.5
"d18948","Nyeri",26.3
"d18982","Samburu",6.2
"d18973","Siaya",4.3
"d18953","Taita Taveta",15
"d18954","Tana River",2.5
"d18983","Trans-Nzoia",8.9
"d18984","Turkana",2.4
"d18985","Uasin Gishu",27.9
"d18990","Vihiga",7
"d18967","Wajir",3.4
"d18986","West Pokot",2.1
