"district_id","district_name","year","value"
"d18974","Baringo",2014,11
"d18975","Bomet",2014,18
"d18987","Bungoma",2014,22
"d18988","Busia",2014,16
"d18976","Elgeyo-Marakwet",2014,14
"d18955","Embu",2014,16
"d18965","Garissa",2014,24
"d18968","Homa Bay",2014,14
"d18956","Isiolo",2014,44
"d18991","Kajiado",2014,41
"d18989","Kakamega",2014,15
"d18977","Kericho",2014,28
"d18943","Kiambu",2014,61
"d18949","Kilifi",2014,26
"d18944","Kirinyaga",2014,16
"d18969","Kisii",2014,22
"d18970","Kisumu",2014,52
"d18957","Kitui",2014,14
"d18950","Kwale",2014,18
"d18978","Laikipia",2014,25
"d18951","Lamu",2014,20
"d18958","Machakos",2014,52
"d18959","Makueni",2014,12
"d18966","Mandera",2014,18
"d18960","Marsabit",2014,22
"d18961","Meru",2014,12
"d18971","Migori",2014,34
"d18952","Mombasa",2014,100
"d18946","Murang'a",2014,16
"d18964","Nairobi",2014,100
"d18979","Nakuru",2014,46
"d18980","Nandi",2014,14
"d18981","Narok",2014,7
"d18962","Nithi",2014,7
"d18972","Nyamira",2014,14
"d18947","Nyandarua",2014,19
"d18948","Nyeri",2014,24
"d18982","Samburu",2014,17
"d18973","Siaya",2014,11
"d18953","Taita Taveta",2014,23
"d18954","Tana River",2014,15
"d18983","Trans-Nzoia",2014,20
"d18984","Turkana",2014,14
"d18985","Uasin Gishu",2014,39
"d18990","Vihiga",2014,31
"d18967","Wajir",2014,15
"d18986","West Pokot",2014,8
