"id","entity-name","2009"
"d18974","Baringo",3.6
"d18975","Bomet",2.1
"d18987","Bungoma",0.9
"d18988","Busia",1.8
"d18976","Elgeyo-Marakwet",2.5
"d18955","Embu",1.3
"d18965","Garissa",2.9
"d18968","Homa Bay",1.3
"d18956","Isiolo",3.2
"d18991","Kajiado",2.5
"d18989","Kakamega",2.2
"d18977","Kericho",3.5
"d18943","Kiambu",1.1
"d18949","Kilifi",3.1
"d18944","Kirinyaga",1.3
"d18969","Kisii",1.8
"d18970","Kisumu",0.4
"d18957","Kitui",2.9
"d18950","Kwale",1.5
"d18978","Laikipia",2.8
"d18951","Lamu",2.1
"d18958","Machakos",1.7
"d18959","Makueni",1.7
"d18966","Mandera",8.2
"d18960","Marsabit",7.3
"d18961","Meru",1.2
"d18971","Migori",1.6
"d18952","Mombasa",1.5
"d18946","Murang'a",1.6
"d18964","Nairobi",1.2
"d18979","Nakuru",2.8
"d18980","Nandi",1.9
"d18981","Narok",1.1
"d18962","Nithi",4.1
"d18972","Nyamira",2
"d18947","Nyandarua",1
"d18948","Nyeri",1.2
"d18982","Samburu",8.1
"d18973","Siaya",1.4
"d18953","Taita Taveta",3.2
"d18954","Tana River",3.1
"d18983","Trans-Nzoia",3.9
"d18984","Turkana",9.8
"d18985","Uasin Gishu",2.8
"d18990","Vihiga",1.4
"d18967","Wajir",3.7
"d18986","West Pokot",9.6
