"id","entity-name","year","out-oda-gross","capital-repayment","interest-repayment"
"GB","UK",2013,18205400000,412370000,0
"US","USA",2000,13909600000,1145310000,564710000
"US","USA",2001,15410930000,1084050000,524940000
"US","USA",2002,17480240000,1073130000,463940000
"US","USA",2003,22086160000,2333880000,497310000
"US","USA",2004,24260190000,1046800000,445650000
"US","USA",2005,32804980000,919190000,334610000
"US","USA",2006,27154850000,1095290000,357170000
"US","USA",2007,24467480000,964330000,352330000
"US","USA",2008,28997100000,1024200000,484840000
"US","USA",2009,31133180000,859720000,303180000
"US","USA",2010,32317320000,827630000,246160000
"US","USA",2011,32682770000,1222670000,236700000
"US","USA",2012,31257710000,570760000,191780000
"US","USA",2013,31087510000,663200000,172440000
