country,region,year,oda-gross-bl-dest-region
2,999,2010,0
4,89,2010,0
4,298,2010,560599935
4,298,2010,176763347
4,498,2010,0
4,498,2010,0
4,798,2010,322662367
4,798,2010,0
4,798,2010,0
4,889,2010,0
4,999,2010,8078935
5,89,2010,0
5,298,2010,0
5,298,2010,0
5,498,2010,0
5,498,2010,0
5,798,2010,0
5,798,2010,0
5,798,2010,0
5,889,2010,0
5,999,2010,0
6,89,2010,0
6,298,2010,0
6,298,2010,0
6,498,2010,0
6,498,2010,0
6,798,2010,0
6,798,2010,1394719416
6,798,2010,536640484
6,889,2010,72782128
6,999,2010,0
7,89,2010,0
7,298,2010,0
7,298,2010,0
7,498,2010,0
7,498,2010,0
7,798,2010,0
7,798,2010,0
7,798,2010,0
7,889,2010,0
7,999,2010,0
9,89,2010,0
9,298,2010,0
9,298,2010,0
9,498,2010,0
9,498,2010,0
9,798,2010,0
9,798,2010,0
9,798,2010,0
9,889,2010,0
9,999,2010,0
EU,89,2010,1980151946
EU,298,2010,717889918
EU,298,2010,4771686386
EU,498,2010,896158447
EU,498,2010,386650003
EU,798,2010,804487753
EU,798,2010,1264544295
EU,798,2010,361233005
EU,889,2010,120350807
EU,999,2010,1277906339
10,89,2010,1780192
10,298,2010,0
10,298,2010,329271476
10,498,2010,13456962
10,498,2010,4038973
10,798,2010,17998807
10,798,2010,207050766
10,798,2010,30602874
10,889,2010,2755649
10,999,2010,194349259
11,89,2010,24766739
11,298,2010,7789402
11,298,2010,115611240
11,498,2010,30638999
11,498,2010,41876585
11,798,2010,6722220
11,798,2010,44267181
11,798,2010,103014564
11,889,2010,9921042
11,999,2010,97916148
12,89,2010,87560533
12,298,2010,16688761
12,298,2010,1979104957
12,498,2010,102372535
12,498,2010,80596254
12,798,2010,33783011
12,798,2010,398505803
12,798,2010,424115844
12,889,2010,24901413
12,999,2010,0
14,89,2010,0
14,298,2010,0
14,298,2010,0
14,498,2010,0
14,498,2010,0
14,798,2010,0
14,798,2010,0
14,798,2010,0
14,889,2010,0
14,999,2010,0
15,89,2010,244777874
15,298,2010,9963040
15,298,2010,7717169057
15,498,2010,293065709
15,498,2010,51058041
15,798,2010,242306422
15,798,2010,2771904265
15,798,2010,1217950154
15,889,2010,42970713
15,999,2010,0
16,89,2010,0
16,298,2010,0
16,298,2010,0
16,498,2010,0
16,498,2010,0
16,798,2010,0
16,798,2010,0
16,798,2010,0
16,889,2010,0
16,999,2010,0
17,89,2010,0
17,298,2010,0
17,298,2010,0
17,498,2010,1579090104
17,498,2010,491749006
17,798,2010,0
17,798,2010,0
17,798,2010,0
17,889,2010,0
17,999,2010,0
18,89,2010,0
18,298,2010,0
18,298,2010,0
18,498,2010,0
18,498,2010,0
18,798,2010,0
18,798,2010,0
18,798,2010,0
18,889,2010,0
18,999,2010,0
21,89,2010,126766522
21,298,2010,0
21,298,2010,2245371303
21,498,2010,438069092
21,498,2010,0
21,798,2010,55127592
21,798,2010,212270535
21,798,2010,0
21,889,2010,9887791
21,999,2010,0
22,89,2010,0
22,298,2010,0
22,298,2010,0
22,498,2010,0
22,498,2010,0
22,798,2010,0
22,798,2010,0
22,798,2010,0
22,889,2010,0
22,999,2010,0
24,89,2010,0
24,298,2010,0
24,298,2010,36743677
24,498,2010,7530464
24,498,2010,1674167
24,798,2010,0
24,798,2010,4820083
24,798,2010,11234843
24,889,2010,0
24,999,2010,5502422
25,89,2010,14480496
25,298,2010,30749632
25,298,2010,141634893
25,498,2010,22263960
25,498,2010,33125467
25,798,2010,22966732
25,798,2010,43308633
25,798,2010,23976474
25,889,2010,284315
25,999,2010,6911636
26,89,2010,83615306
26,298,2010,0
26,298,2010,0
26,498,2010,0
26,498,2010,0
26,798,2010,0
26,798,2010,28901584
26,798,2010,0
26,889,2010,0
26,999,2010,42973107
27,89,2010,4546640
27,298,2010,1123523
27,298,2010,37650938
27,498,2010,6743021
27,498,2010,6163559
27,798,2010,3180554
27,798,2010,5542723
27,798,2010,9402480
27,889,2010,1294425
27,999,2010,179562800
28,89,2010,12552794
28,298,2010,6010902
28,298,2010,286915640
28,498,2010,23413771
28,498,2010,12191007
28,798,2010,20863514
28,798,2010,117132258
28,798,2010,47540314
28,889,2010,8958864
28,999,2010,101112436
29,89,2010,12464545
29,298,2010,0
29,298,2010,0
29,498,2010,0
29,498,2010,0
29,798,2010,0
29,798,2010,250713
29,798,2010,0
29,889,2010,0
29,999,2010,0
31,89,2010,9328161
31,298,2010,8227857
31,298,2010,152737693
31,498,2010,24646780
31,498,2010,15566417
31,798,2010,13141539
31,798,2010,64446126
31,798,2010,37371536
31,889,2010,2256319
31,999,2010,0
32,89,2010,0
32,298,2010,0
32,298,2010,0
32,498,2010,0
32,498,2010,0
32,798,2010,0
32,798,2010,0
32,798,2010,0
32,889,2010,0
32,999,2010,0
33,89,2010,9962693
33,298,2010,7196346
33,298,2010,514792974
33,498,2010,17774694
33,498,2010,10997064
33,798,2010,19767596
33,798,2010,181075926
33,798,2010,43588815
33,889,2010,7994724
33,999,2010,277457761
34,89,2010,0
34,298,2010,0
34,298,2010,42886366
34,498,2010,2423669
34,498,2010,0
34,798,2010,0
34,798,2010,6868352
34,798,2010,804968
34,889,2010,0
34,999,2010,0
35,89,2010,0
35,298,2010,0
35,298,2010,0
35,498,2010,0
35,498,2010,0
35,798,2010,566002158
35,798,2010,0
35,798,2010,0
35,889,2010,0
35,999,2010,0
37,89,2010,0
37,298,2010,2115197
37,298,2010,130001660
37,498,2010,6860476
37,498,2010,1245614
37,798,2010,17413075
37,798,2010,67869840
37,798,2010,18054579
37,889,2010,0
37,999,2010,9573721
38,89,2010,26039966
38,298,2010,6845014
38,298,2010,86381063
38,498,2010,19502717
38,498,2010,19502717
38,798,2010,0
38,798,2010,38327699
38,798,2010,0
38,889,2010,0
38,999,2010,183779114
KW,89,2010,9462140
KW,298,2010,227729708
KW,298,2010,121358023
KW,498,2010,5771901
KW,498,2010,0
KW,798,2010,166922969
KW,798,2010,65721317
KW,798,2010,43321393
KW,889,2010,0
KW,999,2010,341347
AE,89,2010,27328477
AE,298,2010,51124747
AE,298,2010,121516051
AE,498,2010,5244737
AE,498,2010,443938
AE,798,2010,212781836
AE,798,2010,105117665
AE,798,2010,1608238
AE,889,2010,0
AE,999,2010,34107740
AU,89,2011,315160
AU,298,2011,55929051
AU,298,2011,330284145
AU,498,2011,25694416
AU,498,2011,14860101
AU,798,2011,90717188
AU,798,2011,509690342
AU,798,2011,1048995457
AU,889,2011,1198628884
AU,999,2011,865546400
AT,89,2011,113354191
AT,298,2011,11442118
AT,298,2011,108193660
AT,498,2011,24330309
AT,498,2011,4864085
AT,798,2011,13676136
AT,798,2011,30831454
AT,798,2011,33584397
AT,889,2011,594734
AT,999,2011,124398582
BE,89,2011,4955634
BE,298,2011,50729821
BE,298,2011,932809761
BE,498,2011,52856147
BE,498,2011,74189695
BE,798,2011,34773471
BE,798,2011,54117921
BE,798,2011,60946712
BE,889,2011,4964
BE,999,2011,610873706
CA,89,2011,61395174
CA,298,2011,38573757
CA,298,2011,1525335824
CA,498,2011,493474935
CA,498,2011,164092322
CA,798,2011,175559327
CA,798,2011,632556581
CA,798,2011,179092870
CA,889,2011,6786766
CA,999,2011,634542175
CZ,89,2011,18404006
CZ,298,2011,1391986
CZ,298,2011,7568371
CZ,498,2011,1127788
CZ,498,2011,666513
CZ,798,2011,2994581
CZ,798,2011,16171026
CZ,798,2011,7357361
CZ,889,2011,0
CZ,999,2011,15055800
DK,89,2011,24578062
DK,298,2011,23384486
DK,298,2011,915789884
DK,498,2011,52246646
DK,498,2011,40380623
DK,798,2011,59499596
DK,798,2011,260906528
DK,798,2011,113782360
DK,889,2011,0
DK,999,2011,605156570
FI,89,2011,22969931
FI,298,2011,10564029
FI,298,2011,300357169
FI,498,2011,45819332
FI,498,2011,22144019
FI,798,2011,26728779
FI,798,2011,97085100
FI,798,2011,54959898
FI,889,2011,404902
FI,999,2011,236377069
FR,89,2011,472469159
FR,298,2011,1324498407
FR,298,2011,3701895679
FR,498,2011,592994075
FR,498,2011,283381231
FR,798,2011,207005900
FR,798,2011,339958422
FR,798,2011,720677878
FR,889,2011,135329628
FR,999,2011,1175730781
DE,89,2011,599764565
DE,298,2011,510676470
DE,298,2011,2162175906
DE,498,2011,391310967
DE,498,2011,840348346
DE,798,2011,474120561
DE,798,2011,1859528181
DE,798,2011,1257089955
DE,889,2011,10175633
DE,999,2011,1499558991
GR,89,2011,69377854
GR,298,2011,9777785
GR,298,2011,7087307
GR,498,2011,315921
GR,498,2011,1343269
GR,798,2011,11432565
GR,798,2011,5522632
GR,798,2011,857943
GR,889,2011,0
GR,999,2011,35407325
IS,89,2011,515545
IS,298,2011,140012
IS,298,2011,9557045
IS,498,2011,722342
IS,498,2011,0
IS,798,2011,775709
IS,798,2011,1302878
IS,798,2011,0
IS,889,2011,0
IS,999,2011,6115474
IE,89,2011,1059551
IE,298,2011,2761032
IE,298,2011,370076351
IE,498,2011,10481281
IE,498,2011,5259101
IE,798,2011,13379969
IE,798,2011,18467072
IE,798,2011,25885052
IE,889,2011,150178
IE,999,2011,117329663
IT,89,2011,91357406
IT,298,2011,64716878
IT,298,2011,898959002
IT,498,2011,21389811
IT,498,2011,60018678
IT,798,2011,42856385
IT,798,2011,95879968
IT,798,2011,14663990
IT,889,2011,325585
IT,999,2011,577984709
JP,89,2011,382010697
JP,298,2011,344360307
JP,298,2011,3138450502
JP,498,2011,242621321
JP,498,2011,586166943
JP,798,2011,548054912
JP,798,2011,3967801164
JP,798,2011,4437049372
JP,889,2011,181526389
JP,999,2011,1654571138
KR,89,2011,21201786
KR,298,2011,21965536
KR,298,2011,158113692
KR,498,2011,25082965
KR,498,2011,41664245
KR,798,2011,42438556
KR,798,2011,248557315
KR,798,2011,367063064
KR,889,2011,4636456
KR,999,2011,96147793
LU,89,2011,11726639
LU,298,2011,305460
LU,298,2011,118608369
LU,498,2011,23568029
LU,498,2011,8356575
LU,798,2011,11328533
LU,798,2011,13411702
LU,798,2011,30365418
LU,889,2011,33100
LU,999,2011,49850552
NL,89,2011,41301965
NL,298,2011,16780949
NL,298,2011,904270953
NL,498,2011,52150679
NL,498,2011,123840338
NL,798,2011,69021390
NL,798,2011,225408058
NL,798,2011,108480557
NL,889,2011,0
NL,999,2011,2720988463
NZ,89,2011,200750
NZ,298,2011,1284800
NZ,298,2011,14026242
NZ,498,2011,1150431
NZ,498,2011,2853064
NZ,798,2011,2851416
NZ,798,2011,14439872
NZ,798,2011,49688586
NZ,889,2011,208881482
NZ,999,2011,43524516
NO,89,2011,111992754
NO,298,2011,25493000
NO,298,2011,1041881645
NO,498,2011,113198963
NO,498,2011,136669230
NO,798,2011,166253254
NO,798,2011,359794079
NO,798,2011,127460077
NO,889,2011,2615693
NO,999,2011,1434415682
PT,89,2011,1530067
PT,298,2011,438522
PT,298,2011,410193314
PT,498,2011,947967
PT,498,2011,8810367
PT,798,2011,26944
PT,798,2011,2462308
PT,798,2011,31223457
PT,889,2011,0
PT,999,2011,19164275
ES,89,2011,45299595
ES,298,2011,321082010
ES,298,2011,430908154
ES,498,2011,482434415
ES,498,2011,355487857
ES,798,2011,108009824
ES,798,2011,75201700
ES,798,2011,88738616
ES,889,2011,37509
ES,999,2011,476175049
SE,89,2011,203864362
SE,298,2011,34280840
SE,298,2011,1295808234
SE,498,2011,68471946
SE,498,2011,83330114
SE,798,2011,159738734
SE,798,2011,268787999
SE,798,2011,94973175
SE,889,2011,134439
SE,999,2011,1357507210
CH,89,2011,165002165
CH,298,2011,41083091
CH,298,2011,465554092
CH,498,2011,77083263
CH,498,2011,82989767
CH,798,2011,56250970
CH,798,2011,221646948
CH,798,2011,112799704
CH,889,2011,227435
CH,999,2011,1052175646
GB,89,2011,31226567
GB,298,2011,73307662
GB,298,2011,3453089115
GB,498,2011,107519407
GB,498,2011,61795576
GB,798,2011,215795466
GB,798,2011,1988941922
GB,798,2011,187062413
GB,889,2011,4928002
GB,999,2011,2693212040
US,89,2011,522784610
US,298,2011,601598868
US,298,2011,9811663591
US,498,2011,1689448534
US,498,2011,896247894
US,798,2011,2598770465
US,798,2011,5270624904
US,798,2011,926680396
US,889,2011,239624020
US,999,2011,6214855484
1,89,2011,0
1,298,2011,4538862
1,298,2011,117720565
1,498,2011,0
1,498,2011,0
1,798,2011,0
1,798,2011,0
1,798,2011,0
1,889,2011,0
1,999,2011,0
2,89,2011,0
2,298,2011,0
2,298,2011,2176142906
2,498,2011,0
2,498,2011,0
2,798,2011,0
2,798,2011,0
2,798,2011,0
2,889,2011,0
2,999,2011,0
4,89,2011,0
4,298,2011,371480017
4,298,2011,213665807
4,498,2011,0
4,498,2011,0
4,798,2011,219660186
4,798,2011,0
4,798,2011,0
4,889,2011,0
4,999,2011,6827373
5,89,2011,0
5,298,2011,0
5,298,2011,0
5,498,2011,0
5,498,2011,0
5,798,2011,0
5,798,2011,0
5,798,2011,0
5,889,2011,0
5,999,2011,0
6,89,2011,0
6,298,2011,0
6,298,2011,0
6,498,2011,0
6,498,2011,0
6,798,2011,0
6,798,2011,1138039476
6,798,2011,694883970
6,889,2011,60628907
6,999,2011,0
7,89,2011,0
7,298,2011,0
7,298,2011,93736141
7,498,2011,0
7,498,2011,0
7,798,2011,0
7,798,2011,0
7,798,2011,0
7,889,2011,0
7,999,2011,0
9,89,2011,0
9,298,2011,0
9,298,2011,0
9,498,2011,0
9,498,2011,0
9,798,2011,0
9,798,2011,0
9,798,2011,0
9,889,2011,0
9,999,2011,0
EU,89,2011,5324708984
EU,298,2011,1267194594
EU,298,2011,4817692035
EU,498,2011,702011530
EU,498,2011,576325942
EU,798,2011,771163590
EU,798,2011,1371309133
EU,798,2011,647314502
EU,889,2011,110586752
EU,999,2011,1220473516
10,89,2011,633726
10,298,2011,0
10,298,2011,504971290
10,498,2011,8797510
10,498,2011,523866
10,798,2011,23220232
10,798,2011,99345041
10,798,2011,25864789
10,889,2011,845207
10,999,2011,135646346
11,89,2011,18993099
11,298,2011,6460998
11,298,2011,122627649
11,498,2011,57853147
11,498,2011,40256647
11,798,2011,6335698
11,798,2011,39152268
11,798,2011,83918895
11,889,2011,17694125
11,999,2011,69161821
12,89,2011,90415077
12,298,2011,9849672
12,298,2011,1507593812
12,498,2011,141534611
12,498,2011,64531013
12,798,2011,17759404
12,798,2011,346328128
12,798,2011,387486121
12,889,2011,18006629
12,999,2011,0
14,89,2011,0
14,298,2011,0
14,298,2011,0
14,498,2011,0
14,498,2011,0
14,798,2011,0
14,798,2011,0
14,798,2011,0
14,889,2011,0
14,999,2011,0
15,89,2011,155011246
15,298,2011,2770171
15,298,2011,5888098747
15,498,2011,253448844
15,498,2011,44880817
15,798,2011,69559605
15,798,2011,3767371479
15,798,2011,1204766336
15,889,2011,38120722
15,999,2011,0
16,89,2011,0
16,298,2011,0
16,298,2011,0
16,498,2011,0
16,498,2011,0
16,798,2011,0
16,798,2011,0
16,798,2011,0
16,889,2011,0
16,999,2011,0
17,89,2011,0
17,298,2011,0
17,298,2011,0
17,498,2011,1113256232
17,498,2011,549374217
17,798,2011,0
17,798,2011,0
17,798,2011,0
17,889,2011,0
17,999,2011,0
18,89,2011,0
18,298,2011,0
18,298,2011,0
18,498,2011,0
18,498,2011,0
18,798,2011,0
18,798,2011,0
18,798,2011,0
18,889,2011,0
18,999,2011,0
21,89,2011,92464997
21,298,2011,0
21,298,2011,1151788259
21,498,2011,40746242
21,498,2011,0
21,798,2011,0
21,798,2011,125556678
21,798,2011,0
21,889,2011,9616360
21,999,2011,0
22,89,2011,0
22,298,2011,0
22,298,2011,0
22,498,2011,0
22,498,2011,0
22,798,2011,0
22,798,2011,0
22,798,2011,0
22,889,2011,0
22,999,2011,0
24,89,2011,0
24,298,2011,0
24,298,2011,17672284
24,498,2011,4877690
24,498,2011,4850372
24,798,2011,0
24,798,2011,18012433
24,798,2011,11452444
24,889,2011,0
24,999,2011,11202603
25,89,2011,6519509
25,298,2011,31532029
25,298,2011,104851940
25,498,2011,24566228
25,498,2011,8595319
25,798,2011,22918148
25,798,2011,53166262
25,798,2011,28515076
25,889,2011,241737
25,999,2011,5213646
26,89,2011,75817994
26,298,2011,0
26,298,2011,0
26,498,2011,0
26,498,2011,0
26,798,2011,0
26,798,2011,28693432
26,798,2011,0
26,889,2011,0
26,999,2011,42677466
27,89,2011,5379030
27,298,2011,8709894
27,298,2011,40356246
27,498,2011,7541016
27,498,2011,6660992
27,798,2011,846487
27,798,2011,10192163
27,798,2011,9848176
27,889,2011,1813591
27,999,2011,167764743
28,89,2011,7601627
28,298,2011,4345586
28,298,2011,213321568
28,498,2011,14451939
28,498,2011,12127337
28,798,2011,17644479
28,798,2011,95232341
28,798,2011,36789632
28,889,2011,6345843
28,999,2011,74654237
29,89,2011,12103429
29,298,2011,0
29,298,2011,0
29,498,2011,0
29,498,2011,0
29,798,2011,0
29,798,2011,89803
29,798,2011,0
29,889,2011,0
29,999,2011,0
31,89,2011,4417110
31,298,2011,8451100
31,298,2011,139660206
31,498,2011,17694597
31,498,2011,14139332
31,798,2011,12263104
31,798,2011,59269324
31,798,2011,33771510
31,889,2011,1673043
31,999,2011,16456600
32,89,2011,36526296
32,298,2011,9006386
32,298,2011,95366451
32,498,2011,3430386
32,498,2011,11133454
32,798,2011,5704165
32,798,2011,10731975
32,798,2011,20500713
32,889,2011,1088767
32,999,2011,237323309
33,89,2011,10355018
33,298,2011,7647362
33,298,2011,477805072
33,498,2011,18098983
33,498,2011,10951983
33,798,2011,21092571
33,798,2011,162522100
33,798,2011,39751680
33,889,2011,6958563
33,999,2011,322806579
34,89,2011,0
34,298,2011,0
34,298,2011,51753257
34,498,2011,657225
34,498,2011,0
34,798,2011,141
34,798,2011,8239852
34,798,2011,11242
34,889,2011,0
34,999,2011,0
35,89,2011,0
35,298,2011,0
35,298,2011,0
35,498,2011,0
35,498,2011,0
35,798,2011,593412773
35,798,2011,0
35,798,2011,0
35,889,2011,0
35,999,2011,0
37,89,2011,0
37,298,2011,9812942
37,298,2011,166947231
37,498,2011,6750376
37,498,2011,7514794
37,798,2011,39928061
37,798,2011,66244180
37,798,2011,25529215
37,889,2011,0
37,999,2011,13943483
38,89,2011,3521036
38,298,2011,7993596
38,298,2011,100875651
38,498,2011,18975867
38,498,2011,18975867
38,798,2011,7086432
38,798,2011,51453063
38,798,2011,25756672
38,889,2011,8978185
38,999,2011,197812571
KW,89,2011,6141389
KW,298,2011,191976433
KW,298,2011,120326788
KW,498,2011,10585815
KW,498,2011,0
KW,798,2011,87054958
KW,798,2011,41210775
KW,798,2011,25313650
KW,889,2011,0
KW,999,2011,870014
AE,89,2011,6547843
AE,298,2011,120737899
AE,298,2011,76590631
AE,498,2011,225896
AE,498,2011,185033
AE,798,2011,324415386
AE,798,2011,192232283
AE,798,2011,835393
AE,889,2011,49986
AE,999,2011,22175144
AU,89,2012,3595574
AU,298,2012,15886660
AU,298,2012,386480845
AU,498,2012,26474830
AU,498,2012,27838890
AU,798,2012,110354713
AU,798,2012,670437514
AU,798,2012,1313214772
AU,889,2012,1146954743
AU,999,2012,961056306
AT,89,2012,131272046
AT,298,2012,8431238
AT,298,2012,167226398
AT,498,2012,20498389
AT,498,2012,6018542
AT,798,2012,20205183
AT,798,2012,24478578
AT,798,2012,30361023
AT,889,2012,579613
AT,999,2012,134261671
BE,89,2012,1673601
BE,298,2012,28931353
BE,298,2012,759258640
BE,498,2012,28491384
BE,498,2012,62276016
BE,798,2012,37958457
BE,798,2012,27311154
BE,798,2012,47642572
BE,889,2012,0
BE,999,2012,483423413
CA,89,2012,99144238
CA,298,2012,28444004
CA,298,2012,1836900694
CA,498,2012,551405647
CA,498,2012,310536914
CA,798,2012,219346466
CA,798,2012,350494089
CA,798,2012,166199405
CA,889,2012,2675484
CA,999,2012,540028099
CZ,89,2012,19061974
CZ,298,2012,1542766
CZ,298,2012,7075896
CZ,498,2012,714742
CZ,498,2012,480869
CZ,798,2012,4502721
CZ,798,2012,18819626
CZ,798,2012,6967979
CZ,889,2012,0
CZ,999,2012,7268696
DK,89,2012,24686264
DK,298,2012,30217846
DK,298,2012,799594059
DK,498,2012,27180003
DK,498,2012,38855503
DK,798,2012,82469146
DK,798,2012,252488111
DK,798,2012,105272632
DK,889,2012,0
DK,999,2012,680524361
FI,89,2012,17662814
FI,298,2012,10400264
FI,298,2012,314148855
FI,498,2012,32202681
FI,498,2012,18339846
FI,798,2012,28263520
FI,798,2012,98878277
FI,798,2012,45046698
FI,889,2012,179649
FI,999,2012,236328917
FR,89,2012,196361165
FR,298,2012,1400876551
FR,298,2012,3625566801
FR,498,2012,374458260
FR,498,2012,1091844744
FR,798,2012,379224828
FR,798,2012,347661200
FR,798,2012,718380377
FR,889,2012,137013450
FR,999,2012,1134975172
DE,89,2012,575991923
DE,298,2012,413892757
DE,298,2012,2803279047
DE,498,2012,359068411
DE,498,2012,648112509
DE,798,2012,601805533
DE,798,2012,1816050755
DE,798,2012,1272297619
DE,889,2012,13161277
DE,999,2012,1710515929
GR,89,2012,48965920
GR,298,2012,3032561
GR,298,2012,6281380
GR,498,2012,264267
GR,498,2012,996001
GR,798,2012,11415886
GR,798,2012,4732720
GR,798,2012,878903
GR,889,2012,0
GR,999,2012,30746692
IS,89,2012,172908
IS,298,2012,0
IS,298,2012,10028730
IS,498,2012,650687
IS,498,2012,309402
IS,798,2012,1370093
IS,798,2012,908072
IS,798,2012,0
IS,889,2012,0
IS,999,2012,7767477
IE,89,2012,468056
IE,298,2012,507847
IE,298,2012,345754753
IE,498,2012,8621642
IE,498,2012,4462586
IE,798,2012,13916482
IE,798,2012,18114839
IE,798,2012,26253366
IE,889,2012,149316
IE,999,2012,117926876
IT,89,2012,42933918
IT,298,2012,22642415
IT,298,2012,130230343
IT,498,2012,12661716
IT,498,2012,27414091
IT,798,2012,44690096
IT,798,2012,99529646
IT,798,2012,17138168
IT,889,2012,193252
IT,999,2012,320243805
JP,89,2012,282497007
JP,298,2012,395195086
JP,298,2012,1835948063
JP,498,2012,202991019
JP,498,2012,269975196
JP,798,2012,749466499
JP,798,2012,4195730570
JP,798,2012,4823112079
JP,889,2012,152400381
JP,999,2012,1552547354
KR,89,2012,17243558
KR,298,2012,20067287
KR,298,2012,243979246
KR,498,2012,24281813
KR,498,2012,55364324
KR,798,2012,43413069
KR,798,2012,257542994
KR,798,2012,420321545
KR,889,2012,3922510
KR,999,2012,146055503
LU,89,2012,24371259
LU,298,2012,1460166
LU,298,2012,107544109
LU,498,2012,23213337
LU,498,2012,8186689
LU,798,2012,7185608
LU,798,2012,10271833
LU,798,2012,34184118
LU,889,2012,208176
LU,999,2012,62872176
NL,89,2012,40896379
NL,298,2012,10895233
NL,298,2012,739393096
NL,498,2012,42135279
NL,498,2012,63718198
NL,798,2012,88158833
NL,798,2012,180636539
NL,798,2012,62829433
NL,889,2012,0
NL,999,2012,2735315841
NZ,89,2012,0
NZ,298,2012,811529
NZ,298,2012,6171287
NZ,498,2012,651818
NZ,498,2012,1398883
NZ,798,2012,2571714
NZ,798,2012,21898549
NZ,798,2012,51440281
NZ,889,2012,233084034
NZ,999,2012,48311564
NO,89,2012,114877411
NO,298,2012,5006623
NO,298,2012,1018532127
NO,498,2012,73637135
NO,498,2012,296570757
NO,798,2012,194957745
NO,798,2012,348098685
NO,798,2012,121416291
NO,889,2012,1564075
NO,999,2012,1444477032
PT,89,2012,428019
PT,298,2012,58471389
PT,298,2012,322616011
PT,498,2012,300273
PT,498,2012,7821832
PT,798,2012,62982
PT,798,2012,2843189
PT,798,2012,29142671
PT,889,2012,0
PT,999,2012,13442159
ES,89,2012,4461324
ES,298,2012,51965202
ES,298,2012,268079031
ES,498,2012,170091236
ES,498,2012,150547176
ES,798,2012,52138329
ES,798,2012,38829465
ES,798,2012,39464173
ES,889,2012,49980
ES,999,2012,295743067
SE,89,2012,172025753
SE,298,2012,30798407
SE,298,2012,1194677075
SE,498,2012,57907264
SE,498,2012,74640454
SE,798,2012,182792940
SE,798,2012,262774758
SE,798,2012,95457617
SE,889,2012,1638375
SE,999,2012,1621892830
CH,89,2012,182472068
CH,298,2012,57414361
CH,298,2012,480531046
CH,498,2012,92653221
CH,498,2012,91931076
CH,798,2012,79588608
CH,798,2012,241268238
CH,798,2012,114719996
CH,889,2012,28800
CH,999,2012,1154887271
GB,89,2012,50487410
GB,298,2012,62607942
GB,298,2012,3608384670
GB,498,2012,138292262
GB,498,2012,128796615
GB,798,2012,275388996
GB,798,2012,1749329529
GB,798,2012,215869357
GB,889,2012,8867949
GB,999,2012,2791278044
US,89,2012,514649268
US,298,2012,580860750
US,298,2012,8828211972
US,498,2012,1365413792
US,498,2012,676842007
US,798,2012,2077131171
US,798,2012,4362509794
US,798,2012,898691842
US,889,2012,168383480
US,999,2012,6569502303
1,89,2012,0
1,298,2012,2344397
1,298,2012,112091474
1,498,2012,0
1,498,2012,0
1,798,2012,0
1,798,2012,0
1,798,2012,0
1,889,2012,0
1,999,2012,0
2,89,2012,0
2,298,2012,0
2,298,2012,2433518501
2,498,2012,0
2,498,2012,0
2,798,2012,0
2,798,2012,0
2,798,2012,0
2,889,2012,0
2,999,2012,0
4,89,2012,0
4,298,2012,524292163
4,298,2012,170692396
4,498,2012,0
4,498,2012,0
4,798,2012,151115106
4,798,2012,0
4,798,2012,0
4,889,2012,0
4,999,2012,8654397
5,89,2012,0
5,298,2012,0
5,298,2012,0
5,498,2012,0
5,498,2012,0
5,798,2012,0
5,798,2012,0
5,798,2012,0
5,889,2012,0
5,999,2012,0
6,89,2012,0
6,298,2012,0
6,298,2012,0
6,498,2012,0
6,498,2012,0
6,798,2012,0
6,798,2012,1136796216
6,798,2012,592859766
6,889,2012,105113659
6,999,2012,0
7,89,2012,0
7,298,2012,0
7,298,2012,122011580
7,498,2012,0
7,498,2012,0
7,798,2012,0
7,798,2012,0
7,798,2012,0
7,889,2012,0
7,999,2012,0
9,89,2012,0
9,298,2012,0
9,298,2012,0
9,498,2012,0
9,498,2012,0
9,798,2012,0
9,798,2012,0
9,798,2012,0
9,889,2012,0
9,999,2012,0
EU,89,2012,5610931369
EU,298,2012,2186487897
EU,298,2012,5279462194
EU,498,2012,598069896
EU,498,2012,650180226
EU,798,2012,809974315
EU,798,2012,1206423687
EU,798,2012,525999841
EU,889,2012,91010501
EU,999,2012,1143100506
10,89,2012,746000
10,298,2012,0
10,298,2012,595628000
10,498,2012,18357000
10,498,2012,4503000
10,798,2012,27518000
10,798,2012,269129000
10,798,2012,35031000
10,889,2012,1535000
10,999,2012,115813317
11,89,2012,18820311
11,298,2012,5763734
11,298,2012,143950563
11,498,2012,62931223
11,498,2012,58307676
11,798,2012,8672754
11,798,2012,39941454
11,798,2012,94755513
11,889,2012,11973433
11,999,2012,94038244
12,89,2012,105533000
12,298,2012,12897000
12,298,2012,2199218000
12,498,2012,120629000
12,498,2012,32904000
12,798,2012,39682000
12,798,2012,471197000
12,798,2012,327805000
12,889,2012,48980000
12,999,2012,0
14,89,2012,0
14,298,2012,0
14,298,2012,0
14,498,2012,0
14,498,2012,0
14,798,2012,0
14,798,2012,0
14,798,2012,0
14,889,2012,0
14,999,2012,0
15,89,2012,165904521
15,298,2012,6655536
15,298,2012,7338537720
15,498,2012,228688020
15,498,2012,51840751
15,798,2012,133633539
15,798,2012,2840374043
15,798,2012,1350237338
15,889,2012,47492983
15,999,2012,0
16,89,2012,0
16,298,2012,0
16,298,2012,0
16,498,2012,0
16,498,2012,0
16,798,2012,0
16,798,2012,0
16,798,2012,0
16,889,2012,0
16,999,2012,0
17,89,2012,0
17,298,2012,0
17,298,2012,0
17,498,2012,1000825509
17,498,2012,619630017
17,798,2012,0
17,798,2012,0
17,798,2012,0
