country,bundle,year,in-oda-gross-bundle
CN,B,2008,112689542
CN,C,2008,5818005
CN,D,2008,612147
CN,E,2008,372490951
CN,F,2008,360062501
CN,G,2008,660517454
CO,A,2008,15897929
CO,B,2008,83978049
CO,C,2008,18999644
CO,D,2008,430810
CO,E,2008,250615603
CO,F,2008,26220377
CO,G,2008,632202800
CR,A,2008,44055149
CR,B,2008,9536697
CR,C,2008,2033969
CR,D,2008,164991
CR,E,2008,19004365
CR,F,2008,5111318
CR,G,2008,31724894
CU,B,2008,13075138
CU,C,2008,3483768
CU,D,2008,512635
CU,E,2008,43453394
CU,F,2008,3230154
CU,G,2008,31554514
CV,A,2008,45393162
CV,B,2008,53467490
CV,C,2008,8513521
CV,D,2008,263763
CV,E,2008,55215810
CV,F,2008,27295874
CV,G,2008,27721220
DJ,A,2008,15834110
DJ,B,2008,40359895
DJ,C,2008,10452500
DJ,D,2008,40597
DJ,E,2008,30331019
DJ,F,2008,5030014
DJ,G,2008,9585257
DM,A,2008,1144142
DM,B,2008,7321390
DM,E,2008,10433678
DM,F,2008,202622
DM,G,2008,2842858
DO,A,2008,24689808
DO,B,2008,33507177
DO,C,2008,1394156
DO,E,2008,128050934
DO,F,2008,2047548
DO,G,2008,45528604
DZ,A,2008,94883789
DZ,B,2008,35812052
DZ,C,2008,26742107
DZ,D,2008,150538
DZ,E,2008,51087666
DZ,F,2008,113115836
DZ,G,2008,58595443
EC,A,2008,18192880
EC,B,2008,39854186
EC,C,2008,2846958
EC,D,2008,1037754
EC,E,2008,149572005
EC,F,2008,18940895
EC,G,2008,122506926
EG,A,2008,289920766
EG,B,2008,191282013
EG,C,2008,123008042
EG,D,2008,394951
EG,E,2008,728845250
EG,F,2008,189845160
EG,G,2008,143934240
ER,A,2008,28482501
ER,B,2008,15082857
ER,C,2008,15858510
ER,D,2008,7305
ER,E,2008,63431936
ER,F,2008,1140889
ER,G,2008,16684724
ET,A,2008,281279649
ET,B,2008,770659481
ET,C,2008,1025244770
ET,D,2008,885944
ET,E,2008,773151598
ET,F,2008,36075256
ET,G,2008,339554858
FJ,B,2008,6468647
FJ,D,2008,538290
FJ,E,2008,18078436
FJ,F,2008,710997
FJ,G,2008,33231296
GA,A,2008,23047641
GA,B,2008,3299215
GA,D,2008,221289
GA,E,2008,22842067
GA,F,2008,20682316
GA,G,2008,19592125
GD,A,2008,2128900
GD,B,2008,14409914
GD,E,2008,3474315
GD,F,2008,1101458
GD,G,2008,1032527
GE,A,2008,93990577
GE,B,2008,440157132
GE,C,2008,16633589
GE,D,2008,9344
GE,E,2008,205251065
GE,F,2008,23426986
GE,G,2008,73892260
GH,A,2008,214845527
GH,B,2008,653136589
GH,C,2008,30195854
GH,D,2008,386044
GH,E,2008,279739054
GH,F,2008,17626116
GH,G,2008,94718910
GM,A,2008,17003102
GM,B,2008,10762019
GM,C,2008,15625901
GM,D,2008,41881
GM,E,2008,30786164
GM,F,2008,219364045
GM,G,2008,11738226
GN,A,2008,42622206
GN,B,2008,49962244
GN,C,2008,21827402
GN,D,2008,1946726
GN,E,2008,114895505
GN,F,2008,217161468
GN,G,2008,21648797
GQ,B,2008,4339812
GQ,C,2008,1531655
GQ,D,2008,322456
GQ,E,2008,14131776
GQ,F,2008,2309907
GQ,G,2008,10528142
GT,A,2008,3113251
GT,B,2008,66676098
GT,C,2008,33474571
GT,D,2008,499778
GT,E,2008,177256916
GT,F,2008,163730089
GT,G,2008,101490110
GW,A,2008,6057224
GW,B,2008,29679506
GW,C,2008,13079932
GW,D,2008,1229056
GW,E,2008,53793506
GW,F,2008,12790203
GW,G,2008,22694940
GY,B,2008,42829571
GY,C,2008,203403
GY,E,2008,59499974
GY,F,2008,96269
GY,G,2008,14949260
HN,A,2008,75127767
HN,B,2008,113516579
HN,C,2008,26922974
HN,D,2008,1190678
HN,E,2008,142289165
HN,F,2008,138906772
HN,G,2008,75021221
HR,A,2008,20446229
HR,B,2008,9216908
HR,E,2008,146817940
HR,F,2008,15428334
HR,G,2008,57920449
HT,B,2008,145745407
HT,C,2008,137094956
HT,D,2008,2688991
HT,E,2008,419035581
HT,F,2008,14496946
HT,G,2008,107084408
ID,A,2008,2130145976
ID,B,2008,483093686
ID,C,2008,19696487
ID,D,2008,2634463
ID,E,2008,624128210
ID,F,2008,51369960
ID,G,2008,531428929
IN,A,2008,2689711215
IN,B,2008,457903875
IN,C,2008,33308621
IN,D,2008,2822478
IN,E,2008,702108347
IN,F,2008,51111657
IN,G,2008,249574648
IQ,A,2008,12488353
IQ,B,2008,1682834563
IQ,C,2008,45148066
IQ,E,2008,1462396520
IQ,F,2008,4979428857
IQ,G,2008,141093491
IR,A,2008,288584
IR,B,2008,2302810
IR,C,2008,998361
IR,D,2008,105242
IR,E,2008,24576850
IR,F,2008,52343713
IR,G,2008,21539322
JM,A,2008,20719296
JM,B,2008,26038650
JM,E,2008,85917914
JM,F,2008,5889611
JM,G,2008,12725432
JO,A,2008,44158790
JO,B,2008,367119164
JO,C,2008,4156017
JO,D,2008,321628
JO,E,2008,198060481
JO,F,2008,28391424
JO,G,2008,57405831
KE,A,2008,332753304
KE,B,2008,244806020
KE,C,2008,208445190
KE,D,2008,2226046
KE,E,2008,598245603
KE,F,2008,35138954
KE,G,2008,128032151
KG,A,2008,9923190
KG,B,2008,84713803
KG,C,2008,13378638
KG,D,2008,83538
KG,E,2008,90377962
KG,F,2008,8931140
KG,G,2008,79487906
KH,A,2008,63031249
KH,B,2008,97606276
KH,C,2008,12774063
KH,D,2008,7845597
KH,E,2008,283966098
KH,F,2008,5620306
KH,G,2008,168072887
KI,B,2008,2623696
KI,C,2008,115431
KI,E,2008,15489151
KI,F,2008,32339
KI,G,2008,14349316
KM,A,2008,2214653
KM,B,2008,7613239
KM,C,2008,516473
KM,D,2008,182292
KM,E,2008,17594548
KM,F,2008,10548656
KM,G,2008,4005603
KN,B,2008,7317568
KN,E,2008,585577
KN,F,2008,31944384
KN,G,2008,1482869
KP,B,2008,4471292
KP,C,2008,167651683
KP,E,2008,33547299
KP,F,2008,2301387
KP,G,2008,3861572
KZ,A,2008,64010296
KZ,B,2008,7636745
KZ,E,2008,184751715
KZ,F,2008,7555000
KZ,G,2008,50577956
LA,A,2008,28709775
LA,B,2008,62603101
LA,C,2008,9808854
LA,D,2008,2785663
LA,E,2008,145302123
LA,F,2008,2279601
LA,G,2008,101391430
LB,A,2008,53435247
LB,B,2008,406197032
LB,C,2008,13944356
LB,D,2008,290864
LB,E,2008,211631064
LB,F,2008,69266106
LB,G,2008,115561799
LC,A,2008,4350582
LC,B,2008,2067799
LC,E,2008,6021154
LC,F,2008,979953
LC,G,2008,7846787
LK,A,2008,486558403
LK,B,2008,88145685
LK,C,2008,92330632
LK,D,2008,645310
LK,E,2008,290430025
LK,F,2008,11018862
LK,G,2008,121585694
LR,A,2008,462912
LR,B,2008,432786191
LR,C,2008,57867980
LR,D,2008,401047
LR,E,2008,184174755
LR,F,2008,860062558
LR,G,2008,32179489
LS,A,2008,16363676
LS,B,2008,42847338
LS,C,2008,8742479
LS,D,2008,7126
LS,E,2008,64464609
LS,F,2008,1908949
LS,G,2008,18057439
LY,B,2008,25587935
LY,E,2008,20057263
LY,F,2008,4888804
LY,G,2008,4251262
MA,A,2008,373563670
MA,B,2008,282199400
MA,C,2008,86112318
MA,D,2008,1020418
MA,E,2008,116950544
MA,F,2008,206798540
MA,G,2008,147426831
MD,A,2008,14722629
MD,B,2008,125025630
MD,C,2008,3357602
MD,D,2008,15057
MD,E,2008,123289456
MD,F,2008,14210488
MD,G,2008,35487916
ME,A,2008,26588932
ME,B,2008,8199207
ME,E,2008,28422669
ME,F,2008,4139044
ME,G,2008,19366665
MG,A,2008,180175964
MG,B,2008,309854581
MG,C,2008,45452213
MG,D,2008,4293562
MG,E,2008,195280333
MG,F,2008,24274346
MG,G,2008,85725789
MH,B,2008,50775552
MH,D,2008,95312
MH,E,2008,2001910
MH,G,2008,2765963
MK,A,2008,26287757
MK,B,2008,40952775
MK,E,2008,77315150
MK,F,2008,19123302
MK,G,2008,35994304
ML,A,2008,84513963
ML,B,2008,390524720
ML,C,2008,29287392
ML,D,2008,1927749
ML,E,2008,278728334
ML,F,2008,41030407
ML,G,2008,124294143
MM,B,2008,67619272
MM,C,2008,102121379
MM,D,2008,1333767
MM,E,2008,326197128
MM,F,2008,8400741
MM,G,2008,46221644
MN,A,2008,40896371
MN,B,2008,40340957
MN,C,2008,19294558
MN,D,2008,344300
MN,E,2008,74532262
MN,F,2008,11284270
MN,G,2008,69989956
MR,A,2008,64803359
MR,B,2008,33014590
MR,C,2008,39024636
MR,D,2008,617405
MR,E,2008,87101390
MR,F,2008,42972814
MR,G,2008,37325633
MS,B,2008,21157971
MS,E,2008,8230075
MS,F,2008,14976
MS,G,2008,3078786
MU,A,2008,1502849
MU,B,2008,108243941
MU,D,2008,24197
MU,E,2008,10787081
MU,F,2008,10248228
MU,G,2008,16659972
MV,A,2008,6064016
MV,B,2008,861920
MV,C,2008,2728736
MV,E,2008,15329786
MV,F,2008,523073
MV,G,2008,5152709
MW,A,2008,32251272
MW,B,2008,363935989
MW,C,2008,68180495
MW,D,2008,2036946
MW,E,2008,325231194
MW,F,2008,15708618
MW,G,2008,110274915
MX,A,2008,24872461
MX,B,2008,12969152
MX,D,2008,206918
MX,E,2008,76999512
MX,F,2008,21193014
MX,G,2008,145047536
MY,A,2008,258451687
MY,B,2008,1734561
MY,D,2008,51645
MY,E,2008,14084707
MY,F,2008,7978550
MY,G,2008,35938451
MZ,A,2008,157339253
MZ,B,2008,986587833
MZ,C,2008,91747491
MZ,D,2008,2955870
MZ,E,2008,506189537
MZ,F,2008,13580183
MZ,G,2008,174245453
NA,A,2008,21133249
NA,B,2008,31004910
NA,C,2008,2440352
NA,D,2008,254504
NA,E,2008,115854798
NA,F,2008,2645974
NA,G,2008,38434385
NE,A,2008,34266029
NE,B,2008,184630330
NE,C,2008,98561711
NE,D,2008,1030610
NE,E,2008,167920052
NE,F,2008,18410932
NE,G,2008,79422342
NG,A,2008,396107215
NG,B,2008,102192196
NG,C,2008,23013451
NG,D,2008,12100
NG,E,2008,632463021
NG,F,2008,104999550
NG,G,2008,203928963
NI,A,2008,56671284
NI,B,2008,241731509
NI,C,2008,32859144
NI,D,2008,1843765
NI,E,2008,195608543
NI,F,2008,57074791
NI,G,2008,100039423
NP,A,2008,28766849
NP,B,2008,214413535
NP,C,2008,54102553
NP,D,2008,1109340
NP,E,2008,207706868
NP,F,2008,152723700
NP,G,2008,126263820
NR,B,2008,87027826
NR,C,2008,2215230
NR,E,2008,19022332
NR,G,2008,29484840
NU,B,2008,12928584
NU,E,2008,7535573
NU,G,2008,1515327
OM,E,2008,1223463
OM,F,2008,397008
OM,G,2008,2998643
PA,A,2008,3419818
PA,B,2008,7774103
PA,D,2008,168
PA,E,2008,15667627
PA,F,2008,1033977
PA,G,2008,20606921
PE,A,2008,202570282
PE,B,2008,48598082
PE,C,2008,10253861
PE,D,2008,1447510
PE,E,2008,188429154
PE,F,2008,28274660
PE,G,2008,223033332
PG,A,2008,2402465
PG,B,2008,93734093
PG,C,2008,2660183
PG,D,2008,1885565
PG,E,2008,166948341
PG,F,2008,193170
PG,G,2008,265824311
PH,A,2008,574105588
PH,B,2008,48179991
PH,C,2008,7895897
PH,D,2008,977669
PH,E,2008,221959025
PH,F,2008,3729307
PH,G,2008,203674952
PK,A,2008,289500903
PK,B,2008,303345648
PK,C,2008,64555447
PK,D,2008,606613
PK,E,2008,494924093
PK,F,2008,26775198
PK,G,2008,227192023
PS,A,2008,4296095
PS,B,2008,619055329
PS,C,2008,115267321
PS,D,2008,2188446
PS,E,2008,1106749331
PS,F,2008,15176864
PS,G,2008,178763346
PW,B,2008,29066400
PW,E,2008,12565450
PW,F,2008,122291
PW,G,2008,4651317
PY,A,2008,65396158
PY,B,2008,21464626
PY,C,2008,724743
PY,D,2008,35954
PY,E,2008,62529704
PY,F,2008,2232454
PY,G,2008,44729578
RS,A,2008,74018511
RS,B,2008,111440118
RS,D,2008,59822
RS,E,2008,376532826
RS,F,2008,38813031
RS,G,2008,305713558
RW,A,2008,70838652
RW,B,2008,322240221
RW,C,2008,48262084
RW,D,2008,334367
RW,E,2008,311637647
RW,F,2008,9848259
RW,G,2008,116037783
SB,B,2008,14793010
SB,C,2008,205304
SB,D,2008,1236167
SB,E,2008,174970880
SB,F,2008,6070287
SB,G,2008,105278043
SC,B,2008,44821
SC,D,2008,102784
SC,E,2008,747352
SC,F,2008,393057
SC,G,2008,4440322
SD,A,2008,5610372
SD,B,2008,400152479
SD,C,2008,800072100
SD,D,2008,3754184
SD,E,2008,906149820
SD,F,2008,13979392
SD,G,2008,140030979
SH,B,2008,41941747
SH,E,2008,12219967
SH,G,2008,8945951
SL,A,2008,31759821
SL,B,2008,117511244
SL,C,2008,27138485
SL,D,2008,22988
SL,E,2008,133207546
SL,F,2008,1098323
SL,G,2008,57997008
SN,A,2008,187269312
SN,B,2008,255826812
SN,C,2008,41037225
SN,D,2008,4570600
SN,E,2008,279705018
SN,F,2008,166585713
SN,G,2008,141949322
SO,B,2008,41832284
SO,C,2008,348838927
SO,D,2008,47675
SO,E,2008,327136095
SO,F,2008,7211304
SO,G,2008,24482847
SR,A,2008,173580
SR,B,2008,17450479
SR,C,2008,1364002
SR,D,2008,22361
SR,E,2008,72012131
SR,F,2008,25577
SR,G,2008,4274736
ST,A,2008,3021496
ST,B,2008,7854649
ST,C,2008,9206774
ST,D,2008,164148
ST,E,2008,12729273
ST,F,2008,21258833
ST,G,2008,9725249
SV,A,2008,48531627
SV,B,2008,50850466
SV,C,2008,3781625
SV,D,2008,402540
SV,E,2008,97920089
SV,F,2008,4340663
SV,G,2008,73842731
SY,A,2008,7559932
SY,B,2008,24055994
SY,C,2008,33360926
SY,D,2008,89634
SY,E,2008,32530112
SY,F,2008,105849393
SY,G,2008,53926554
SZ,A,2008,5099333
SZ,B,2008,6126975
SZ,C,2008,4445025
SZ,E,2008,33630227
SZ,F,2008,72474
SZ,G,2008,4889804
TD,A,2008,17221832
TD,B,2008,86002905
TD,C,2008,120175634
TD,D,2008,864359
TD,E,2008,210962703
TD,F,2008,13606760
TD,G,2008,40049548
TG,A,2008,7069629
TG,B,2008,234864464
TG,C,2008,7091433
TG,D,2008,737356
TG,E,2008,60074803
TG,F,2008,121986791
TG,G,2008,18743383
TH,A,2008,89840607
TH,B,2008,36800089
TH,C,2008,5066361
TH,D,2008,639942
TH,E,2008,92887665
TH,F,2008,16052540
TH,G,2008,102870792
TJ,A,2008,10301042
TJ,B,2008,26711342
TJ,C,2008,25717738
TJ,D,2008,239284
TJ,E,2008,102126266
TJ,F,2008,2451764
TJ,G,2008,76390916
TK,B,2008,22778500
TK,D,2008,245307
TK,E,2008,3023115
TK,G,2008,649806
TL,B,2008,28567594
TL,C,2008,19641676
TL,D,2008,1821898
TL,E,2008,126096858
TL,F,2008,2641615
TL,G,2008,119396618
TM,B,2008,2001475
TM,C,2008,154399
TM,E,2008,12129450
TM,F,2008,648239
TM,G,2008,17582158
TN,A,2008,294683272
TN,B,2008,73296376
TN,D,2008,61278
TN,E,2008,40848158
TN,F,2008,88150796
TN,G,2008,59017886
TO,A,2008,1166453
TO,B,2008,5419995
TO,D,2008,200207
TO,E,2008,8074259
TO,F,2008,6120
TO,G,2008,16673880
TR,A,2008,933148848
TR,B,2008,20359608
TR,C,2008,833
TR,D,2008,27507
TR,E,2008,174856510
TR,F,2008,89826753
TR,G,2008,333150550
TT,B,2008,205443
TT,E,2008,5567123
TT,F,2008,738422
TT,G,2008,2188324
TV,B,2008,7221329
TV,D,2008,12928
TV,E,2008,8575494
TV,G,2008,3213644
TZ,A,2008,375935404
TZ,B,2008,974300817
TZ,C,2008,108794678
TZ,D,2008,1597178
TZ,E,2008,700151950
TZ,F,2008,10956289
TZ,G,2008,152683374
UA,A,2008,8485113
UA,B,2008,87160234
UA,C,2008,343673
UA,D,2008,18334
UA,E,2008,247529485
UA,F,2008,61685936
UA,G,2008,157816830
UG,A,2008,265615472
UG,B,2008,325041905
UG,C,2008,191741662
UG,D,2008,1039834
UG,E,2008,696900545
UG,F,2008,28758673
UG,G,2008,119266180
UY,A,2008,65195
UY,B,2008,8015403
UY,D,2008,23202
UY,E,2008,10508044
UY,F,2008,1442993
UY,G,2008,19644996
UZ,A,2008,82876113
UZ,B,2008,17099633
UZ,C,2008,138369
UZ,E,2008,41913437
UZ,F,2008,7396092
UZ,G,2008,47103854
VC,A,2008,2027139
VC,B,2008,4187520
VC,E,2008,18769623
VC,F,2008,38539
VC,G,2008,1671558
VE,A,2008,1351851
VE,B,2008,2720968
VE,C,2008,38012
VE,D,2008,23336
VE,E,2008,28366904
VE,F,2008,7189358
VE,G,2008,17307172
VN,A,2008,1500218127
VN,B,2008,568900742
VN,C,2008,15055740
VN,D,2008,2033960
VN,E,2008,315753569
VN,F,2008,71912028
VN,G,2008,310678661
VU,B,2008,35791965
VU,D,2008,1195796
VU,E,2008,32652908
VU,F,2008,693522
VU,G,2008,38883425
WF,B,2008,298266
WF,E,2008,55197176
WF,G,2008,66722261
WS,A,2008,2821338
WS,B,2008,10993376
WS,D,2008,286425
WS,E,2008,8125887
WS,F,2008,194885
WS,G,2008,25452875
YE,A,2008,115831360
YE,B,2008,79923421
YE,C,2008,37023768
YE,D,2008,422877
YE,E,2008,102375314
YE,F,2008,37306273
YE,G,2008,54011076
YT,A,2008,1881867
YT,B,2008,4650724
YT,E,2008,149973247
YT,F,2008,4977
YT,G,2008,291469913
ZA,A,2008,198376711
ZA,B,2008,198576821
ZA,C,2008,676087
ZA,D,2008,2930799
ZA,E,2008,535946768
ZA,F,2008,5754230
ZA,G,2008,183554825
ZM,A,2008,66538445
ZM,B,2008,474090356
ZM,C,2008,41917833
ZM,D,2008,1225048
ZM,E,2008,439470962
ZM,F,2008,7995784
ZM,G,2008,86711820
ZW,B,2008,44116379
ZW,C,2008,308301941
ZW,D,2008,251086
ZW,E,2008,218456980
ZW,F,2008,2433155
ZW,G,2008,45476376
51,A,2009,458453040
51,B,2009,1229896531
51,C,2009,108329629
51,D,2009,1629507
51,E,2009,307834046
51,F,2009,113069157
51,G,2009,333538446
52,A,2009,237484858
52,B,2009,232344251
52,C,2009,7118823
52,D,2009,120922
52,E,2009,165264916
52,F,2009,49680141
52,G,2009,218447916
53,A,2009,75243007
53,B,2009,105772801
53,C,2009,18625955
53,E,2009,179075635
53,F,2009,179009910
53,G,2009,305112265
54,B,2009,10010451
54,C,2009,3458
54,E,2009,102432694
54,F,2009,2241680
54,G,2009,242690800
55,A,2009,162735709
55,B,2009,3701249540
55,C,2009,480654672
55,D,2009,598805346
55,E,2009,5668180827
55,F,2009,10504393985
55,G,2009,4158703491
56,A,2009,80572636
56,B,2009,115381815
56,C,2009,3831325
56,D,2009,257281
56,E,2009,181687007
56,F,2009,135770544
56,G,2009,245361201
57,A,2009,2032798
57,B,2009,39380382
57,C,2009,1257231
57,D,2009,1334579
57,E,2009,37458999
57,F,2009,34523323
57,G,2009,56678596
58,B,2009,107677931
58,E,2009,38688232
58,F,2009,11761664
58,G,2009,48783917
59,A,2009,22154254
59,B,2009,35834743
59,C,2009,140278
59,D,2009,8596
59,E,2009,158306244
59,F,2009,23715767
59,G,2009,65920727
60,A,2009,62424464
60,B,2009,16659426
60,C,2009,12683566
60,D,2009,83361
60,E,2009,63065902
60,F,2009,18880607
60,G,2009,84038959
61,B,2009,72162699
61,C,2009,2165224
61,D,2009,138777
61,E,2009,44838982
61,F,2009,16382647
61,G,2009,144978792
62,B,2009,32678633
62,C,2009,15084
62,E,2009,96792528
62,F,2009,103470009
62,G,2009,18668451
63,A,2009,5103673
63,B,2009,28786083
63,C,2009,2974950
63,D,2009,3203
63,E,2009,63076044
63,F,2009,16147247
63,G,2009,83385172
64,A,2009,4733479
64,B,2009,88322402
64,C,2009,15084
64,E,2009,26136654
64,F,2009,202680
64,G,2009,32832603
65,A,2009,18170498
65,B,2009,591356960
65,C,2009,189192195
65,D,2009,5339695
65,E,2009,954270627
65,F,2009,277975737
65,G,2009,496343334
66,A,2009,34566
66,B,2009,2826
66,E,2009,5921551
66,F,2009,2256046
66,G,2009,5010403
67,B,2009,11890752
67,E,2009,44022207
67,F,2009,19873
67,G,2009,10417438
AF,A,2009,28555575
AF,B,2009,1667883527
AF,C,2009,290204447
AF,D,2009,2551780
AF,E,2009,2167181294
AF,F,2009,25024551
AF,G,2009,1864385359
AG,B,2009,185521
AG,E,2009,1132213
AG,F,2009,14190
AG,G,2009,3464578
AI,B,2009,94358
AI,E,2009,192224
AI,G,2009,1577225
AL,A,2009,116590922
AL,B,2009,45552528
AL,C,2009,3355
AL,E,2009,112002749
AL,F,2009,52544907
AL,G,2009,50455136
AM,A,2009,220152656
AM,B,2009,121938391
AM,C,2009,5184324
AM,E,2009,68291524
AM,F,2009,7107894
AM,G,2009,42052715
AO,A,2009,61377715
AO,B,2009,42393392
AO,C,2009,35890203
AO,D,2009,717144
AO,E,2009,81871598
AO,F,2009,5488874
AO,G,2009,68610373
AR,A,2009,17244463
AR,B,2009,7161248
AR,C,2009,844256
AR,E,2009,42453942
AR,F,2009,9280711
AR,G,2009,63399217
AZ,A,2009,110775349
AZ,B,2009,25281206
AZ,C,2009,500711
AZ,E,2009,47950969
AZ,F,2009,5947809
AZ,G,2009,30642928
BA,A,2009,92687154
BA,B,2009,52970647
BA,C,2009,18868
BA,E,2009,114005714
BA,F,2009,31075312
BA,G,2009,118164243
BB,B,2009,7019146
BB,E,2009,1810564
BB,F,2009,21798
BB,G,2009,3089884
BD,A,2009,390517408
BD,B,2009,254201647
BD,C,2009,101430755
BD,D,2009,13970135
BD,E,2009,535817551
BD,F,2009,14519864
BD,G,2009,266017575
BF,A,2009,159589706
BF,B,2009,496997460
BF,C,2009,64824118
BF,D,2009,128124
BF,E,2009,193191250
BF,F,2009,24270544
BF,G,2009,162931538
BI,A,2009,25369641
BI,B,2009,180505086
BI,C,2009,61697112
BI,D,2009,20437
BI,E,2009,179993227
BI,F,2009,1048094470
BI,G,2009,104057523
BJ,A,2009,87268619
BJ,B,2009,277232817
BJ,C,2009,29942904
BJ,D,2009,17102
BJ,E,2009,162144095
BJ,F,2009,25163829
BJ,G,2009,89896951
BO,A,2009,147491417
BO,B,2009,119339069
BO,C,2009,29009619
BO,D,2009,8453
BO,E,2009,220019422
BO,F,2009,13381704
BO,G,2009,203595920
BR,A,2009,175115819
BR,B,2009,54627116
BR,C,2009,789949
BR,D,2009,185196
BR,E,2009,125178111
BR,F,2009,45168733
BR,G,2009,197833859
BT,A,2009,12647637
BT,B,2009,35322925
BT,C,2009,3401997
BT,D,2009,51782
BT,E,2009,31160998
BT,F,2009,165755
BT,G,2009,23377461
BW,A,2009,13333456
BW,B,2009,27325539
BW,C,2009,48872
BW,E,2009,235711754
BW,F,2009,2035014
BW,G,2009,14915462
BY,B,2009,10527077
BY,E,2009,33929968
BY,F,2009,15336616
BY,G,2009,19079472
BZ,A,2009,1537141
BZ,B,2009,4586314
BZ,C,2009,146
BZ,E,2009,10305010
BZ,F,2009,174807
BZ,G,2009,5880036
CD,A,2009,110763119
CD,B,2009,770760753
CD,C,2009,322198185
CD,E,2009,690605765
CD,F,2009,225205271
CD,G,2009,527046435
CF,A,2009,4010108
CF,B,2009,93887826
CF,C,2009,28448134
CF,E,2009,77121132
CF,F,2009,564785690
CF,G,2009,34210889
CG,A,2009,1715685
CG,B,2009,13653346
CG,C,2009,4361196
CG,E,2009,35694943
CG,F,2009,233294705
CG,G,2009,23641308
CI,A,2009,18546322
CI,B,2009,554134528
CI,C,2009,31776168
CI,D,2009,236590
CI,E,2009,166247187
CI,F,2009,1638108572
CI,G,2009,77523000
CK,B,2009,5416154
CK,E,2009,-175072
CK,G,2009,3588601
CL,A,2009,16485630
CL,B,2009,2188084
CL,C,2009,996545
CL,E,2009,18075937
CL,F,2009,11477481
CL,G,2009,58079702
CM,A,2009,108470017
CM,B,2009,214289190
CM,C,2009,27779921
CM,E,2009,94984322
CM,F,2009,256490769
CM,G,2009,75031714
CN,A,2009,1515571441
CN,B,2009,193970143
CN,C,2009,6832111
CN,D,2009,445893
CN,E,2009,245350097
CN,F,2009,364973055
CN,G,2009,645190530
CO,A,2009,31383302
CO,B,2009,79211073
CO,C,2009,18821099
CO,D,2009,180611
CO,E,2009,302105826
CO,F,2009,29420577
CO,G,2009,677631660
CR,A,2009,81429154
CR,B,2009,4370249
CR,E,2009,24806436
CR,F,2009,5198924
CR,G,2009,28825012
CU,A,2009,1438759
CU,B,2009,7352797
CU,C,2009,4983470
CU,E,2009,56134440
CU,F,2009,3949101
CU,G,2009,35769195
CV,A,2009,36557103
CV,B,2009,52482461
CV,C,2009,10232419
CV,E,2009,58343841
CV,F,2009,26613005
CV,G,2009,25908972
DJ,A,2009,30365718
DJ,B,2009,39251029
DJ,C,2009,22361271
DJ,D,2009,239557
DJ,E,2009,39874486
DJ,F,2009,13175998
DJ,G,2009,11618431
DM,A,2009,1476638
DM,B,2009,10029314
DM,E,2009,19235724
DM,F,2009,8662
DM,G,2009,6605807
DO,A,2009,10220056
DO,B,2009,70419795
DO,C,2009,1284635
DO,E,2009,73028487
DO,F,2009,6132347
DO,G,2009,46569880
DZ,A,2009,72167058
DZ,B,2009,8300283
DZ,C,2009,21350914
DZ,E,2009,75119758
DZ,F,2009,115106072
DZ,G,2009,76958765
EC,A,2009,4326979
EC,B,2009,75244528
EC,C,2009,1041659
EC,E,2009,83286517
EC,F,2009,10458116
EC,G,2009,119774495
EG,A,2009,355657786
EG,B,2009,333062346
EG,C,2009,22552116
EG,E,2009,413305004
EG,F,2009,148534282
EG,G,2009,184911798
ER,A,2009,9521073
ER,B,2009,27741116
ER,C,2009,7442802
ER,E,2009,71651370
ER,F,2009,855523
ER,G,2009,16389658
ET,A,2009,802558007
ET,B,2009,708761348
ET,C,2009,913981754
ET,D,2009,414425
ET,E,2009,805709825
ET,F,2009,22299947
ET,G,2009,710708876
FJ,B,2009,14490603
FJ,D,2009,653715
FJ,E,2009,34112967
FJ,F,2009,695331
FJ,G,2009,36835047
GA,A,2009,10870942
GA,B,2009,10226245
GA,E,2009,12662758
GA,F,2009,51459294
GA,G,2009,21114040
GD,A,2009,2507847
GD,B,2009,22535288
GD,E,2009,4712970
GD,F,2009,14441
GD,G,2009,4006710
GE,A,2009,115675787
GE,B,2009,261168933
GE,C,2009,5280888
GE,E,2009,329082338
GE,F,2009,22859503
GE,G,2009,83012181
GH,A,2009,208597059
GH,B,2009,931592944
GH,C,2009,94755863
GH,D,2009,160425
GH,E,2009,242602267
GH,F,2009,105788497
GH,G,2009,130879090
GM,A,2009,15965028
GM,B,2009,43497631
GM,C,2009,17459984
GM,E,2009,26124107
GM,F,2009,474279
GM,G,2009,17503596
GN,A,2009,7740378
GN,B,2009,19658167
GN,C,2009,21412681
GN,D,2009,1334579
GN,E,2009,108923627
GN,F,2009,73094836
GN,G,2009,31708633
GQ,B,2009,1880717
GQ,C,2009,3613561
GQ,E,2009,8193865
GQ,F,2009,2237620
GQ,G,2009,17382403
GT,A,2009,44813269
GT,B,2009,49329283
GT,C,2009,48347188
GT,D,2009,591236
GT,E,2009,168552642
GT,F,2009,5237083
GT,G,2009,115023411
GW,A,2009,3520268
GW,B,2009,58544497
GW,C,2009,16574650
GW,D,2009,106776
GW,E,2009,42545360
GW,F,2009,15884590
GW,G,2009,24015984
GY,A,2009,65557800
GY,B,2009,48260628
GY,C,2009,347158
GY,E,2009,42035162
GY,F,2009,510729
GY,G,2009,25173236
HN,A,2009,101926310
HN,B,2009,119728672
HN,C,2009,19322416
HN,D,2009,148918
