country,sector,bundle,year,out-oda-gross-sector-bundle
DE,I,G,2008,69110001
DE,J,B,2008,2699382
DE,J,E,2008,44408173
DE,J,G,2008,188769054
DE,K,A,2008,23797554
DE,K,B,2008,87093518
DE,K,C,2008,122630
DE,K,E,2008,66695446
DE,K,F,2008,365105131
DE,K,G,2008,408655269
DE,L,B,2008,54205942
DE,M,F,2008,3078288760
DE,N,B,2008,21256492
DE,N,C,2008,85118835
DE,N,E,2008,172301066
DE,N,G,2008,4782370
DK,A,B,2008,31777633
DK,A,E,2008,24965086
DK,A,G,2008,7714227
DK,B,B,2008,60631390
DK,B,E,2008,16726918
DK,B,G,2008,9045367
DK,C,B,2008,82337993
DK,C,E,2008,8808230
DK,C,G,2008,3810059
DK,D,B,2008,23371415
DK,D,E,2008,130881944
DK,D,G,2008,20249799
DK,E,B,2008,4746469
DK,E,E,2008,28186038
DK,E,G,2008,1597592
DK,F,B,2008,90000125
DK,F,E,2008,55396456
DK,F,G,2008,2074293
DK,G,B,2008,39245201
DK,G,C,2008,138360
DK,G,E,2008,2923317
DK,G,G,2008,1398733
DK,H,B,2008,74152293
DK,H,C,2008,829418
DK,H,E,2008,5113191
DK,H,G,2008,15839242
DK,I,B,2008,2047405
DK,I,E,2008,5124581
DK,I,G,2008,16367665
DK,J,B,2008,22861478
DK,J,E,2008,41838208
DK,J,G,2008,7835596
DK,K,A,2008,18522995
DK,K,B,2008,6683895
DK,K,D,2008,42362896
DK,K,E,2008,53217225
DK,K,F,2008,185385496
DK,K,G,2008,4157549
DK,L,B,2008,62079231
DK,M,F,2008,79575070
DK,N,B,2008,5597361
DK,N,C,2008,22078366
DK,N,E,2008,107109823
DK,N,G,2008,2410765
ES,A,A,2008,22718721
ES,A,B,2008,185754924
ES,A,E,2008,22857694
ES,A,G,2008,224713267
ES,B,A,2008,38938432
ES,B,B,2008,168270228
ES,B,E,2008,79155541
ES,B,G,2008,66801308
ES,C,A,2008,23471053
ES,C,B,2008,425319335
ES,C,E,2008,33597649
ES,C,G,2008,32674043
ES,D,A,2008,9644996
ES,D,B,2008,227999962
ES,D,E,2008,42451427
ES,D,G,2008,196085304
ES,E,B,2008,83772575
ES,E,E,2008,51192448
ES,E,G,2008,159566728
ES,F,A,2008,290179432
ES,F,B,2008,4814252
ES,F,E,2008,4563468
ES,F,G,2008,7630160
ES,G,A,2008,118887268
ES,G,B,2008,43598864
ES,G,E,2008,4908046
ES,G,G,2008,5321646
ES,H,A,2008,15104061
ES,H,B,2008,73511918
ES,H,C,2008,74288913
ES,H,E,2008,34789713
ES,H,G,2008,53015519
ES,I,A,2008,14568794
ES,I,B,2008,4763157
ES,I,E,2008,9033382
ES,I,G,2008,37607972
ES,J,A,2008,5621984
ES,J,B,2008,72763910
ES,J,E,2008,14832286
ES,J,G,2008,58292603
ES,K,A,2008,26508027
ES,K,B,2008,210712096
ES,K,D,2008,1816277
ES,K,E,2008,121071762
ES,K,F,2008,294838657
ES,K,G,2008,95890547
ES,L,B,2008,9655374
ES,L,G,2008,12886706
ES,M,F,2008,628724892
ES,N,A,2008,955736
ES,N,B,2008,97403074
ES,N,C,2008,102240097
ES,N,E,2008,169668293
ES,N,G,2008,14349149
EU,A,B,2008,326953174
EU,A,E,2008,150490589
EU,A,G,2008,217159030
EU,B,B,2008,198768869
EU,B,C,2008,13068430
EU,B,E,2008,403062866
EU,B,G,2008,65926516
EU,C,B,2008,102496731
EU,C,E,2008,262041306
EU,C,F,2008,60469251
EU,C,G,2008,26774251
EU,D,B,2008,354962851
EU,D,E,2008,1078072557
EU,D,G,2008,468284620
EU,E,B,2008,457918714
EU,E,E,2008,361177201
EU,E,G,2008,55205473
EU,F,B,2008,468967998
EU,F,E,2008,1022753482
EU,F,F,2008,6703
EU,F,G,2008,73852315
EU,G,B,2008,67617099
EU,G,E,2008,80803165
EU,G,F,2008,582937
EU,G,G,2008,50313591
EU,H,B,2008,96251488
EU,H,C,2008,298454173
EU,H,E,2008,278681748
EU,H,G,2008,52256802
EU,I,B,2008,85692989
EU,I,E,2008,265944237
EU,I,G,2008,112168598
EU,J,B,2008,3964260
EU,J,E,2008,139566722
EU,J,F,2008,7815769
EU,J,G,2008,46678200
EU,K,B,2008,151522669
EU,K,D,2008,575076
EU,K,E,2008,318171988
EU,K,F,2008,777338499
EU,K,G,2008,286796269
EU,L,B,2008,741989439
EU,M,F,2008,113980819
EU,N,B,2008,93062347
EU,N,C,2008,535237516
EU,N,E,2008,1182781628
EU,N,G,2008,13424892
FI,A,B,2008,9000872
FI,A,E,2008,867746
FI,A,G,2008,28934700
FI,B,B,2008,17318987
FI,B,E,2008,3093753
FI,B,F,2008,5427216
FI,B,G,2008,18541451
FI,C,B,2008,13985555
FI,C,E,2008,5961665
FI,C,F,2008,569456
FI,C,G,2008,5710258
FI,D,B,2008,9865968
FI,D,E,2008,14456127
FI,D,F,2008,98152
FI,D,G,2008,78068982
FI,E,B,2008,3461097
FI,E,E,2008,1147978
FI,E,G,2008,15641571
FI,F,A,2008,231201
FI,F,B,2008,825935
FI,F,E,2008,2264255
FI,F,F,2008,5839126
FI,F,G,2008,8334269
FI,G,A,2008,11832800
FI,G,B,2008,276887
FI,G,E,2008,1576135
FI,G,G,2008,1993258
FI,H,B,2008,7146098
FI,H,C,2008,562237
FI,H,E,2008,4740152
FI,H,F,2008,1941572
FI,H,G,2008,26313078
FI,I,A,2008,948340
FI,I,B,2008,4143555
FI,I,E,2008,464394
FI,I,G,2008,10441884
FI,J,B,2008,2143111
FI,J,E,2008,1827608
FI,J,F,2008,190153
FI,J,G,2008,14565839
FI,K,A,2008,945571
FI,K,B,2008,28280034
FI,K,D,2008,7398559
FI,K,E,2008,12933692
FI,K,F,2008,104592983
FI,K,G,2008,44267229
FI,L,B,2008,38075004
FI,M,F,2008,3906297
FI,N,B,2008,15090384
FI,N,C,2008,20835806
FI,N,E,2008,46841878
FI,N,G,2008,3265915
FR,A,A,2008,10502113
FR,A,B,2008,11727576
FR,A,E,2008,129097317
FR,A,F,2008,856905812
FR,A,G,2008,582972815
FR,B,A,2008,3950178
FR,B,B,2008,31772496
FR,B,E,2008,242186562
FR,B,G,2008,48213180
FR,C,A,2008,115350901
FR,C,B,2008,6955745
FR,C,E,2008,50818955
FR,C,G,2008,5347490
FR,D,A,2008,1275637
FR,D,B,2008,2318530
FR,D,E,2008,89178311
FR,D,G,2008,54976957
FR,E,A,2008,38847112
FR,E,B,2008,4778950
FR,E,E,2008,164304872
FR,E,G,2008,178502631
FR,F,A,2008,479062174
FR,F,B,2008,14786
FR,F,E,2008,56808851
FR,F,G,2008,2913252
FR,G,A,2008,178566105
FR,G,B,2008,5804659
FR,G,E,2008,8790737
FR,G,G,2008,18774
FR,H,A,2008,54548862
FR,H,B,2008,3891770
FR,H,C,2008,71058944
FR,H,E,2008,46465743
FR,H,F,2008,4239039
FR,H,G,2008,342193788
FR,I,A,2008,16941955
FR,I,B,2008,818187
FR,I,E,2008,7661824
FR,I,G,2008,5409256
FR,J,A,2008,293756255
FR,J,B,2008,12030254
FR,J,E,2008,41375354
FR,J,G,2008,26003274
FR,K,A,2008,95769307
FR,K,B,2008,50835834
FR,K,D,2008,89667812
FR,K,E,2008,134365375
FR,K,F,2008,728988026
FR,K,G,2008,196373838
FR,L,B,2008,654146320
FR,M,F,2008,1138379942
FR,N,B,2008,235911
FR,N,C,2008,766547
FR,N,E,2008,20704977
FR,N,G,2008,43933
GB,A,B,2008,239985562
GB,A,E,2008,85169685
GB,A,F,2008,650022
GB,A,G,2008,96747772
GB,B,B,2008,356779061
GB,B,C,2008,1660097
GB,B,E,2008,379813902
GB,B,G,2008,224875523
GB,C,B,2008,18939405
GB,C,E,2008,78040587
GB,C,G,2008,24220440
GB,D,B,2008,776998687
GB,D,E,2008,573212474
GB,D,G,2008,316197458
GB,E,B,2008,22750308
GB,E,E,2008,122828128
GB,E,G,2008,99115552
GB,F,B,2008,29382054
GB,F,E,2008,74170753
GB,F,F,2008,5807815
GB,F,G,2008,59878981
GB,G,A,2008,748659999
GB,G,B,2008,50868702
GB,G,E,2008,32154753
GB,G,G,2008,16617783
GB,H,B,2008,5728584
GB,H,C,2008,90141254
GB,H,E,2008,55678522
GB,H,F,2008,1697104
GB,H,G,2008,61949148
GB,I,B,2008,16661469
GB,I,E,2008,28092174
GB,I,F,2008,361524
GB,I,G,2008,73404462
GB,J,B,2008,61755
GB,J,E,2008,26275333
GB,J,G,2008,53263493
GB,K,B,2008,14682284
GB,K,D,2008,127472996
GB,K,E,2008,90395831
GB,K,F,2008,490938137
GB,K,G,2008,80760628
GB,L,B,2008,716631741
GB,M,F,2008,527458959
GB,N,B,2008,192857628
GB,N,C,2008,105937000
GB,N,E,2008,335805166
GB,N,G,2008,3554507
GR,A,B,2008,432400
GR,A,E,2008,994683
GR,A,F,2008,67239760
GR,A,G,2008,11281851
GR,B,B,2008,2830923
GR,B,E,2008,375390
GR,B,G,2008,9339044
GR,C,B,2008,186615
GR,C,E,2008,320920
GR,C,G,2008,198182
GR,D,B,2008,8081191
GR,D,E,2008,324283
GR,D,G,2008,48982118
GR,E,B,2008,4550681
GR,E,E,2008,1904675
GR,E,G,2008,25733832
GR,F,B,2008,5352873
GR,F,G,2008,458057
GR,G,B,2008,30791
GR,G,E,2008,66648
GR,G,G,2008,1109587
GR,H,B,2008,2155003
GR,H,C,2008,5598451
GR,H,E,2008,504527
GR,H,G,2008,1189320
GR,I,B,2008,2252310
GR,I,E,2008,199944
GR,I,G,2008,664738
GR,J,B,2008,13329
GR,J,E,2008,358844
GR,J,G,2008,332352
GR,K,B,2008,3352392
GR,K,D,2008,289266
GR,K,E,2008,7569799
GR,K,F,2008,48740004
GR,K,G,2008,10087101
GR,N,B,2008,5513062
GR,N,C,2008,4449382
GR,N,E,2008,5915129
IE,A,B,2008,82490754
IE,A,E,2008,7660604
IE,A,G,2008,8891136
IE,B,B,2008,106989018
IE,B,E,2008,17553578
IE,B,G,2008,5866409
IE,C,B,2008,17124899
IE,C,E,2008,3701138
IE,C,G,2008,690521
IE,D,B,2008,100682186
IE,D,E,2008,20288653
IE,D,G,2008,6041116
IE,E,B,2008,25027339
IE,E,E,2008,7188798
IE,E,G,2008,619193
IE,F,B,2008,2314614
IE,F,E,2008,138529
IE,F,G,2008,123318
IE,G,B,2008,4856465
IE,G,E,2008,168825
IE,G,G,2008,392697
IE,H,B,2008,44513448
IE,H,C,2008,14633156
IE,H,E,2008,3460600
IE,H,G,2008,278286
IE,I,B,2008,8089753
IE,I,E,2008,135682
IE,I,G,2008,332363
IE,J,B,2008,2647666
IE,J,E,2008,79601
IE,J,G,2008,113827
IE,K,B,2008,36186732
IE,K,C,2008,1152143
IE,K,E,2008,11664251
IE,K,F,2008,62982807
IE,K,G,2008,1039911
IE,L,B,2008,36759420
IE,L,G,2008,491040
IE,M,F,2008,8086
IE,N,B,2008,66670506
IE,N,C,2008,8428750
IE,N,E,2008,75656390
IE,N,G,2008,1792750
IT,A,A,2008,1439728
IT,A,B,2008,11979235
IT,A,E,2008,24093005
IT,A,G,2008,44673197
IT,B,A,2008,11894057
IT,B,B,2008,39355509
IT,B,C,2008,40747
IT,B,E,2008,36881130
IT,B,G,2008,25289526
IT,C,A,2008,10061799
IT,C,B,2008,6542692
IT,C,C,2008,32597
IT,C,E,2008,7010801
IT,C,G,2008,1520635
IT,D,B,2008,69741056
IT,D,E,2008,39533788
IT,D,G,2008,18350022
IT,E,B,2008,8667667
IT,E,E,2008,27359662
IT,E,G,2008,6911099
IT,F,A,2008,61131408
IT,F,B,2008,416461
IT,F,E,2008,39429290
IT,F,G,2008,12053568
IT,G,B,2008,1339612
IT,G,E,2008,2718313
IT,G,G,2008,3019260
IT,H,A,2008,2954159
IT,H,B,2008,8103565
IT,H,C,2008,51244816
IT,H,E,2008,34539593
IT,H,G,2008,8533312
IT,I,A,2008,17826824
IT,I,B,2008,3574726
IT,I,E,2008,6812046
IT,I,G,2008,780884
IT,J,B,2008,9444050
IT,J,E,2008,17376798
IT,J,G,2008,2471694
IT,K,A,2008,40467232
IT,K,B,2008,27574324
IT,K,D,2008,1805601
IT,K,E,2008,81710328
IT,K,F,2008,77601562
IT,K,G,2008,35897302
IT,L,B,2008,51451801
IT,M,F,2008,838669656
IT,N,B,2008,15539558
IT,N,C,2008,6647334
IT,N,E,2008,89201174
JP,A,A,2008,259361663
JP,A,B,2008,20239632
JP,A,E,2008,142633225
JP,A,G,2008,650747857
JP,B,A,2008,63875926
JP,B,B,2008,1293183
JP,B,C,2008,86845
JP,B,E,2008,191708239
JP,B,G,2008,169693399
JP,C,A,2008,1428793389
JP,C,B,2008,290669
JP,C,E,2008,141648524
JP,C,G,2008,90829602
JP,D,A,2008,11247852
JP,D,B,2008,202879585
JP,D,E,2008,76981315
JP,D,G,2008,63155219
JP,E,A,2008,63243452
JP,E,E,2008,22046951
JP,E,G,2008,129680819
JP,F,A,2008,3998361552
JP,F,B,2008,10598412
JP,F,E,2008,288413914
JP,F,G,2008,138302037
JP,G,A,2008,389409925
JP,G,B,2008,40764
JP,G,E,2008,675089
JP,G,G,2008,50782499
JP,H,A,2008,711596240
JP,H,B,2008,76580976
JP,H,C,2008,321501698
JP,H,E,2008,121568481
JP,H,G,2008,267813655
JP,I,A,2008,233379346
JP,I,E,2008,2608885
JP,I,G,2008,209140394
JP,J,A,2008,807393638
JP,J,E,2008,146751542
JP,J,G,2008,65928897
JP,K,A,2008,179855059
JP,K,B,2008,127611578
JP,K,C,2008,26100958
JP,K,D,2008,152943707
JP,K,E,2008,30570741
JP,K,F,2008,1161608664
JP,K,G,2008,641359559
JP,L,B,2008,313419121
JP,M,F,2008,1333764584
JP,N,A,2008,53636401
JP,N,B,2008,29076141
JP,N,C,2008,9862470
JP,N,E,2008,305784351
KR,A,A,2008,7922013
KR,A,B,2008,737814
KR,A,E,2008,6985471
KR,A,G,2008,56219208
KR,B,A,2008,14276733
KR,B,C,2008,308427
KR,B,E,2008,27393091
KR,B,G,2008,28295943
KR,C,A,2008,38990114
KR,C,E,2008,8648957
KR,C,G,2008,2955252
KR,D,A,2008,31656847
KR,D,B,2008,1559720
KR,D,E,2008,13026160
KR,D,G,2008,22111770
KR,E,E,2008,2711236
KR,E,G,2008,9219857
KR,F,A,2008,90345902
KR,F,B,2008,596706
KR,F,E,2008,13454967
KR,F,G,2008,52757166
KR,G,E,2008,1006037
KR,G,G,2008,2783792
KR,H,A,2008,30779724
KR,H,C,2008,1677314
KR,H,E,2008,10379804
KR,H,G,2008,15428209
KR,I,A,2008,13473614
KR,I,E,2008,1747798
KR,I,G,2008,16271670
KR,J,E,2008,1673277
KR,J,G,2008,6668413
KR,K,B,2008,108308
KR,K,C,2008,3980
KR,K,E,2008,8906029
KR,K,F,2008,38665975
KR,K,G,2008,9814364
KR,M,F,2008,11189784
KR,N,B,2008,2266390
KR,N,C,2008,633503
KR,N,E,2008,21955979
KR,N,G,2008,1145589
LU,A,B,2008,40342
LU,A,E,2008,25220039
LU,A,G,2008,4029264
LU,B,B,2008,146037
LU,B,C,2008,1604962
LU,B,E,2008,56963251
LU,B,G,2008,75402
LU,C,E,2008,19648985
LU,D,B,2008,33081
LU,D,E,2008,11246343
LU,D,G,2008,163297
LU,E,B,2008,29651
LU,E,E,2008,14557215
LU,E,G,2008,565110
LU,F,E,2008,5150262
LU,G,B,2008,1359026
LU,G,E,2008,11520912
LU,G,G,2008,2400448
LU,H,C,2008,7369909
LU,H,E,2008,17723171
LU,I,E,2008,3643161
LU,J,E,2008,575720
LU,J,G,2008,54829
LU,K,B,2008,1776835
LU,K,D,2008,8101100
LU,K,E,2008,30388295
LU,K,F,2008,24166939
LU,K,G,2008,4369130
LU,N,B,2008,350191
LU,N,C,2008,8137919
LU,N,E,2008,26478293
NL,A,B,2008,278198581
NL,A,E,2008,241785390
NL,A,G,2008,58478970
NL,B,B,2008,173469302
NL,B,C,2008,3575793
NL,B,E,2008,139359180
NL,B,G,2008,27002770
NL,C,B,2008,82432178
NL,C,E,2008,192644955
NL,C,G,2008,18199683
NL,D,B,2008,114877897
NL,D,E,2008,341912218
NL,D,G,2008,74253011
NL,E,B,2008,74167303
NL,E,E,2008,38647139
NL,E,G,2008,4401543
NL,F,B,2008,12251700
NL,F,E,2008,163142815
NL,F,G,2008,13521660
NL,G,B,2008,16744482
NL,G,E,2008,95794403
NL,G,G,2008,31835621
NL,H,B,2008,32718510
NL,H,C,2008,20405063
NL,H,E,2008,77490579
NL,H,G,2008,17593272
NL,I,B,2008,28126196
NL,I,E,2008,20910097
NL,I,G,2008,13911495
NL,J,B,2008,46511120
NL,J,E,2008,100329578
NL,J,G,2008,17587743
NL,K,A,2008,6031847
NL,K,B,2008,22923785
NL,K,D,2008,853893969
NL,K,E,2008,109748292
NL,K,F,2008,601349864
NL,K,G,2008,117070374
NL,L,B,2008,250241036
NL,M,F,2008,113995008
NL,N,B,2008,170297167
NL,N,C,2008,5171998
NL,N,E,2008,234925949
NL,N,G,2008,1004539
NO,A,A,2008,63512
NO,A,B,2008,221581803
NO,A,E,2008,3227304
NO,A,G,2008,62176958
NO,B,A,2008,833456
NO,B,B,2008,145287904
NO,B,C,2008,504928
NO,B,E,2008,44735568
NO,B,G,2008,81489793
NO,C,B,2008,35505960
NO,C,E,2008,6029737
NO,C,G,2008,6715273
NO,D,B,2008,301955239
NO,D,E,2008,158517199
NO,D,G,2008,208378733
NO,E,A,2008,578111
NO,E,B,2008,60049589
NO,E,E,2008,18538401
NO,E,G,2008,25174066
NO,F,A,2008,102246488
NO,F,B,2008,69889230
NO,F,E,2008,24879332
NO,F,G,2008,38436585
NO,G,A,2008,35014058
NO,G,B,2008,15238425
NO,G,E,2008,2311374
NO,G,G,2008,28451758
NO,H,A,2008,6265392
NO,H,B,2008,91701204
NO,H,C,2008,1485422
NO,H,E,2008,5628323
NO,H,G,2008,32185944
NO,I,A,2008,3541702
NO,I,B,2008,13190706
NO,I,E,2008,6300996
NO,I,G,2008,28201427
NO,J,B,2008,65113579
NO,J,E,2008,13114517
NO,J,G,2008,60738777
NO,K,B,2008,154791546
NO,K,C,2008,2840170
NO,K,E,2008,32464816
NO,K,F,2008,408824291
NO,K,G,2008,46285096
NO,L,B,2008,219970923
NO,M,F,2008,45914876
NO,N,B,2008,90426197
NO,N,C,2008,36773767
NO,N,E,2008,260257796
NO,N,G,2008,2514523
NZ,A,B,2008,2166810
NZ,A,E,2008,30575068
NZ,A,G,2008,27483713
NZ,B,B,2008,5412814
NZ,B,E,2008,17518364
NZ,B,G,2008,882484
NZ,C,E,2008,2822488
NZ,C,G,2008,226001
NZ,D,B,2008,5283739
NZ,D,E,2008,27843084
NZ,D,G,2008,16861684
NZ,E,B,2008,1002262
NZ,E,E,2008,4226371
NZ,E,G,2008,18130
NZ,F,E,2008,5198817
NZ,F,G,2008,2756067
NZ,G,B,2008,2415195
NZ,G,E,2008,1068223
NZ,G,G,2008,1426658
NZ,H,B,2008,1058967
NZ,H,C,2008,1587988
NZ,H,E,2008,7637103
NZ,H,G,2008,2200166
NZ,I,B,2008,4157300
NZ,I,E,2008,3008827
NZ,I,G,2008,1812270
NZ,J,B,2008,2495099
NZ,J,E,2008,2260662
NZ,J,G,2008,301088
NZ,K,B,2008,8320738
NZ,K,D,2008,28723101
NZ,K,E,2008,3377447
NZ,K,F,2008,46242458
NZ,K,G,2008,672660
NZ,L,B,2008,42638369
NZ,N,B,2008,7299255
NZ,N,C,2008,6412803
NZ,N,E,2008,12585768
NZ,N,G,2008,-305
PT,A,B,2008,222985
PT,A,E,2008,5824561
PT,A,F,2008,34347239
PT,A,G,2008,25353185
PT,B,E,2008,4942898
PT,B,G,2008,2485761
PT,C,E,2008,162945
PT,C,G,2008,129028
PT,D,B,2008,14683
PT,D,E,2008,19550362
PT,D,G,2008,53648138
PT,E,B,2008,343642
PT,E,E,2008,2179925
PT,E,G,2008,19004889
PT,F,A,2008,43030919
PT,F,E,2008,34268
PT,F,G,2008,1254319
PT,G,G,2008,800734
PT,H,E,2008,480409
PT,H,G,2008,2146403
PT,I,B,2008,43314
PT,I,E,2008,84840
PT,I,G,2008,379927
PT,J,E,2008,835568
PT,J,G,2008,1563978
PT,K,B,2008,671974
PT,K,C,2008,85980950
PT,K,D,2008,6389522
PT,K,E,2008,4013104
PT,K,F,2008,17010144
PT,K,G,2008,5698544
PT,L,B,2008,6118271
PT,M,F,2008,882246
PT,N,B,2008,521855
PT,N,E,2008,171655
PT,N,G,2008,387107
SE,A,B,2008,51166489
SE,A,E,2008,70677172
SE,A,G,2008,12043260
SE,B,B,2008,90071272
SE,B,E,2008,159330636
SE,B,G,2008,11061539
SE,C,B,2008,31371621
SE,C,E,2008,43557469
SE,C,G,2008,7818838
SE,D,B,2008,91731715
SE,D,E,2008,469100394
SE,D,G,2008,96455015
SE,E,B,2008,4329963
SE,E,E,2008,65225069
SE,E,G,2008,15603781
SE,F,A,2008,2402177
SE,F,B,2008,30795195
SE,F,E,2008,73636033
SE,F,G,2008,14020190
SE,G,A,2008,46662942
SE,G,B,2008,3486911
SE,G,E,2008,28057082
SE,G,G,2008,10740722
SE,H,B,2008,30122834
SE,H,C,2008,15892745
SE,H,E,2008,57120906
SE,H,G,2008,13375340
SE,I,A,2008,443345
SE,I,B,2008,7137917
SE,I,E,2008,57756248
SE,I,G,2008,10019283
SE,J,B,2008,8358678
SE,J,E,2008,92550244
SE,J,G,2008,21881021
SE,K,A,2008,11889
SE,K,B,2008,83258328
SE,K,D,2008,12964520
SE,K,E,2008,188228105
SE,K,F,2008,646654019
SE,K,G,2008,40273246
SE,L,B,2008,159836132
SE,M,F,2008,3521652
SE,N,B,2008,23749676
SE,N,C,2008,31433079
SE,N,E,2008,334311195
SE,N,G,2008,98992
US,A,B,2008,224214415
US,A,E,2008,451124473
US,A,F,2008,2448088
US,A,G,2008,52369914
US,B,B,2008,226431191
US,B,C,2008,386266651
US,B,E,2008,4218047646
US,B,F,2008,703742882
US,B,G,2008,94612624
US,C,B,2008,140349528
US,C,E,2008,103721593
US,C,F,2008,371719
US,C,G,2008,866127
US,D,B,2008,810068961
US,D,C,2008,237817
US,D,E,2008,1889252261
US,D,F,2008,11334169
US,D,G,2008,1238179992
US,E,B,2008,575982823
US,E,E,2008,564081770
US,E,F,2008,281015
US,E,G,2008,1014417686
US,F,B,2008,748530103
US,F,E,2008,1010926029
US,F,F,2008,337314
US,F,G,2008,17238178
US,G,B,2008,76743721
US,G,E,2008,788645255
US,G,F,2008,4823737
US,G,G,2008,5725388
US,H,B,2008,181856574
US,H,C,2008,584174921
US,H,E,2008,335677829
US,H,F,2008,2034800
US,H,G,2008,287955422
US,I,B,2008,39649655
US,I,E,2008,252467051
US,I,F,2008,1440424
US,I,G,2008,28269612
US,J,B,2008,19561459
US,J,E,2008,233677431
US,J,F,2008,1435181
US,J,G,2008,24250020
US,K,B,2008,402099060
US,K,C,2008,180576925
US,K,E,2008,330672031
US,K,F,2008,1950959465
US,K,G,2008,31472107
US,L,B,2008,535800605
US,M,F,2008,420471013
US,N,B,2008,1485014770
US,N,C,2008,2374891290
US,N,E,2008,713135887
US,N,F,2008,27464425
US,N,G,2008,34774642
1,M,F,2009,175351284
2,A,A,2009,86969242
2,A,B,2009,22852193
2,A,E,2009,2432373
2,A,G,2009,1939596
2,B,A,2009,82537756
2,B,B,2009,23271593
2,B,E,2009,3594426
2,C,A,2009,137565096
2,C,B,2009,63151535
2,C,E,2009,5453346
2,D,A,2009,4414587
2,D,B,2009,3823412
2,D,E,2009,2490850
2,E,A,2009,479328
2,E,E,2009,444431
2,E,G,2009,23445215
2,F,A,2009,385476229
2,F,B,2009,55075089
2,F,E,2009,9350405
2,G,A,2009,25474726
2,G,B,2009,1001188316
2,G,E,2009,9598145
2,G,G,2009,366162
2,H,A,2009,234672311
2,H,B,2009,45753861
2,H,C,2009,1055083
2,H,E,2009,10918750
2,I,A,2009,12257291
2,I,B,2009,4786734
2,I,E,2009,102247
2,J,E,2009,714851
2,K,A,2009,76010424
2,K,B,2009,35197853
2,K,E,2009,860276
2,L,B,2009,425379930
2,M,F,2009,355477506
10,B,B,2009,256929778
10,B,C,2009,127046807
10,B,E,2009,112586878
10,K,F,2009,59368175
11,C,E,2009,-268917
11,D,B,2009,524
11,D,E,2009,2219635
11,F,E,2009,735523
11,F,G,2009,62512
11,G,E,2009,1677
11,H,A,2009,3550041
11,H,E,2009,22053936
11,J,A,2009,676198
11,J,B,2009,5203518
11,J,E,2009,398635265
11,J,G,2009,10487493
11,N,E,2009,408508
12,B,B,2009,1531186847
12,B,C,2009,801775077
12,B,E,2009,83091183
12,B,G,2009,34583385
15,A,A,2009,1194734306
15,A,B,2009,357103007
15,A,G,2009,334389448
15,B,A,2009,814180660
15,B,B,2009,107099976
15,B,G,2009,311773218
15,C,A,2009,553822170
15,C,B,2009,51592202
15,C,G,2009,177421568
15,D,A,2009,363743588
15,D,B,2009,983551266
15,D,G,2009,153423626
15,E,A,2009,256762767
15,E,B,2009,475460607
15,E,G,2009,178641898
15,F,A,2009,1798083356
15,F,B,2009,245641271
15,F,G,2009,443926436
15,G,A,2009,454291208
15,G,B,2009,414938205
15,G,G,2009,42639790
15,H,A,2009,884987742
15,H,B,2009,252582104
15,H,G,2009,331684862
15,I,A,2009,205302572
15,I,B,2009,270254621
15,I,G,2009,38827745
15,J,A,2009,59788530
15,J,G,2009,7424632
15,M,F,2009,1490564889
17,A,A,2009,11923284
17,A,B,2009,5749304
17,A,E,2009,4480959
17,A,G,2009,129421
17,B,A,2009,20042735
17,B,B,2009,1573042
17,B,E,2009,1680843
17,C,A,2009,29668835
17,C,E,2009,2568943
17,D,A,2009,78319034
17,D,B,2009,29629443
17,D,E,2009,16307906
17,D,G,2009,356805
17,E,A,2009,98178626
17,E,B,2009,2704094
17,E,E,2009,10603899
17,E,G,2009,456779
17,F,A,2009,144726429
17,F,B,2009,11828445
17,F,E,2009,16501630
17,G,A,2009,15000080
17,G,B,2009,1426538
17,G,E,2009,7078286
17,G,G,2009,31067
17,H,A,2009,22613298
17,H,B,2009,3014692
17,H,E,2009,7162599
17,H,G,2009,26741
17,I,A,2009,8763739
17,I,B,2009,13124
17,I,E,2009,18004375
17,I,G,2009,439208
17,J,A,2009,9839880
17,J,B,2009,55423
17,J,E,2009,2773514
17,J,G,2009,3088
17,K,A,2009,16813410
17,K,B,2009,6233078
17,K,E,2009,25214777
17,K,F,2009,252968
17,K,G,2009,875406
17,M,F,2009,440346950
17,N,E,2009,1194649
21,L,B,2009,2608250813
21,M,F,2009,123211153
24,K,A,2009,72684145
24,K,E,2009,606055
24,M,F,2009,6622797
25,A,A,2009,35346779
25,B,A,2009,18768642
25,C,A,2009,6241116
25,F,A,2009,139292399
25,H,A,2009,55146580
25,K,A,2009,46186112
25,K,B,2009,40485554
27,B,E,2009,165831023
27,B,G,2009,18405642
27,E,B,2009,70613865
28,A,B,2009,602611
28,A,E,2009,4355963
28,A,G,2009,770780
28,B,B,2009,1562041
28,B,E,2009,27705541
28,B,G,2009,1545618
28,C,B,2009,48407
28,C,E,2009,6439604
28,C,G,2009,130247
28,D,B,2009,17227119
28,D,E,2009,303014472
28,D,F,2009,11252
28,D,G,2009,15334854
28,E,B,2009,709452
28,E,E,2009,20276283
28,E,G,2009,802817
28,F,B,2009,502062
28,F,E,2009,10941504
28,F,G,2009,11650
28,G,B,2009,6577864
28,G,E,2009,9137561
28,G,G,2009,372622
28,H,B,2009,20942
28,H,C,2009,24424
28,H,E,2009,7028614
28,H,G,2009,402069
28,I,B,2009,384262
28,I,E,2009,7825895
28,I,G,2009,1441053
28,J,B,2009,867826
28,J,E,2009,30519326
28,J,G,2009,700905
