country,sector,bundle,year,out-oda-gross-sector-bundle
1,M,F,2006,211630326
2,A,A,2006,62274552
2,A,B,2006,9008781
2,A,E,2006,2519843
2,B,A,2006,76033450
2,B,B,2006,6684234
2,B,E,2006,7790142
2,C,A,2006,72642828
2,C,B,2006,16804974
2,C,E,2006,6990934
2,D,A,2006,33544352
2,D,B,2006,23085167
2,D,E,2006,7931388
2,E,A,2006,16717834
2,E,E,2006,1660253
2,E,G,2006,8473427
2,F,A,2006,140280696
2,F,B,2006,1267712
2,F,E,2006,11269308
2,G,A,2006,10232148
2,G,B,2006,692698
2,G,E,2006,1034383
2,H,A,2006,151235624
2,H,B,2006,3449539
2,H,E,2006,10219113
2,I,A,2006,3083074
2,I,B,2006,1300655
2,I,E,2006,381105
2,J,A,2006,6887520
2,J,B,2006,1444276
2,J,E,2006,1647417
2,K,A,2006,74429807
2,K,B,2006,1819416
2,K,E,2006,8102350
2,K,G,2006,398241
2,L,B,2006,147093470
2,M,F,2006,5993686543
2,N,A,2006,5516141
11,J,E,2006,220172917
12,B,B,2006,25772288
12,B,C,2006,6110047
12,B,E,2006,1395155398
12,B,G,2006,22716957
15,A,A,2006,816233275
15,A,B,2006,435006373
15,A,E,2006,4168436
15,A,G,2006,45564724
15,B,A,2006,934030188
15,B,B,2006,415381795
15,B,E,2006,12597642
15,B,G,2006,104311950
15,C,A,2006,586167985
15,C,B,2006,70621085
15,C,E,2006,1737600
15,C,G,2006,20018577
15,D,A,2006,418334443
15,D,B,2006,649873127
15,D,E,2006,3793586
15,D,G,2006,132019151
15,E,A,2006,838471882
15,E,B,2006,196647277
15,E,E,2006,2978221
15,E,G,2006,37393853
15,F,A,2006,1511257311
15,F,B,2006,133018566
15,F,E,2006,5331424
15,F,G,2006,84109363
15,G,A,2006,289415348
15,G,B,2006,186992974
15,G,E,2006,335771
15,G,G,2006,23197717
15,H,A,2006,734832613
15,H,B,2006,210017273
15,H,E,2006,2276225
15,H,G,2006,42352255
15,I,A,2006,127383119
15,I,B,2006,172136205
15,I,E,2006,494300
15,I,G,2006,25931348
15,J,A,2006,35764761
15,J,B,2006,729317
15,J,E,2006,691302
15,M,F,2006,37387269633
21,L,B,2006,861685692
21,M,F,2006,4602586896
27,B,B,2006,17132441
27,B,E,2006,191629493
27,E,E,2006,448428
28,A,E,2006,1192828
28,A,G,2006,329621
28,B,B,2006,2472682
28,B,E,2006,22037292
28,C,E,2006,2325351
28,D,B,2006,1213901
28,D,E,2006,278798649
28,E,E,2006,7719040
28,E,G,2006,1221663
28,F,E,2006,6450524
28,G,E,2006,12781681
28,H,C,2006,1245042
28,H,E,2006,2083937
28,I,E,2006,4707512
28,J,B,2006,197244
28,J,E,2006,30387331
28,K,E,2006,113726191
28,N,E,2006,30552168
31,B,B,2006,15593472
31,B,E,2006,218434548
31,B,G,2006,11836533
33,A,E,2006,54409430
33,A,G,2006,6992592
33,B,B,2006,375313
33,B,C,2006,3098971
33,B,E,2006,158275130
33,C,E,2006,26370554
33,C,G,2006,3799552
33,D,B,2006,1314412
33,D,E,2006,30559016
33,D,G,2006,36297
33,E,B,2006,462351
33,E,E,2006,49869478
33,J,E,2006,89540
33,K,B,2006,37178
33,K,E,2006,265699547
33,K,F,2006,239664789
33,L,B,2006,50497
33,N,C,2006,648404
33,N,E,2006,11109825
AT,A,E,2006,1837609
AT,A,F,2006,78411408
AT,A,G,2006,39862077
AT,B,B,2006,5194977
AT,B,E,2006,5273301
AT,B,F,2006,496662
AT,B,G,2006,4882422
AT,C,B,2006,2133936
AT,C,E,2006,7847727
AT,C,F,2006,252612
AT,C,G,2006,4512722
AT,D,B,2006,5926984
AT,D,E,2006,26906930
AT,D,G,2006,17620036
AT,E,B,2006,2646584
AT,E,E,2006,2031193
AT,E,G,2006,4943121
AT,F,B,2006,713595
AT,F,E,2006,4717425
AT,F,G,2006,2876818
AT,G,B,2006,2143841
AT,G,E,2006,605899
AT,G,G,2006,2150635
AT,H,B,2006,2854383
AT,H,C,2006,999034
AT,H,E,2006,1157823
AT,H,G,2006,7425036
AT,I,E,2006,2451001
AT,I,G,2006,7111924
AT,J,B,2006,1355832
AT,J,E,2006,376221
AT,J,G,2006,2607621
AT,K,B,2006,2908573
AT,K,D,2006,1923797
AT,K,E,2006,3845981
AT,K,F,2006,99655770
AT,K,G,2006,11003876
AT,M,F,2006,865329144
AT,N,B,2006,489526
AT,N,C,2006,1284458
AT,N,E,2006,17367780
AT,N,G,2006,85631
AU,A,A,2006,37592980
AU,A,B,2006,11058607
AU,A,E,2006,26357875
AU,A,G,2006,180342353
AU,B,B,2006,48754795
AU,B,C,2006,377897
AU,B,E,2006,59969426
AU,B,G,2006,190612694
AU,C,B,2006,70739
AU,C,E,2006,5840253
AU,C,G,2006,4786791
AU,D,B,2006,77801232
AU,D,E,2006,100010580
AU,D,G,2006,676620402
AU,E,B,2006,14422726
AU,E,E,2006,6495285
AU,E,G,2006,17365427
AU,F,B,2006,31387849
AU,F,E,2006,13488090
AU,F,G,2006,22224621
AU,G,B,2006,4597098
AU,G,E,2006,2411226
AU,G,G,2006,26898965
AU,H,B,2006,4669470
AU,H,C,2006,5009477
AU,H,E,2006,35367658
AU,H,G,2006,82733573
AU,I,B,2006,626549
AU,I,E,2006,2937660
AU,I,G,2006,10232813
AU,J,B,2006,37426
AU,J,E,2006,5459173
AU,J,G,2006,24175397
AU,K,B,2006,47433440
AU,K,C,2006,1483203
AU,K,D,2006,3507713
AU,K,E,2006,37114169
AU,K,F,2006,127037373
AU,K,G,2006,201938380
AU,L,B,2006,218407
AU,L,G,2006,465857
AU,M,F,2006,461127828
AU,N,B,2006,115457168
AU,N,C,2006,70157389
AU,N,E,2006,99506747
AU,N,G,2006,28292897
BE,A,B,2006,11496116
BE,A,E,2006,672184
BE,A,F,2006,12594072
BE,A,G,2006,152101224
BE,B,B,2006,19351028
BE,B,E,2006,1477602
BE,B,F,2006,2073548
BE,B,G,2006,112611723
BE,C,A,2006,18378755
BE,C,B,2006,2882257
BE,C,E,2006,834088
BE,C,F,2006,3510815
BE,C,G,2006,29168805
BE,D,B,2006,14452071
BE,D,E,2006,1175175
BE,D,G,2006,151020448
BE,E,B,2006,8518073
BE,E,E,2006,7989718
BE,E,F,2006,109080
BE,E,G,2006,65453424
BE,F,A,2006,11602194
BE,F,B,2006,1628404
BE,F,E,2006,5056297
BE,F,F,2006,9683952
BE,F,G,2006,9149432
BE,G,B,2006,20656275
BE,G,E,2006,22562391
BE,G,G,2006,13452832
BE,H,B,2006,5792522
BE,H,E,2006,498068
BE,H,G,2006,65472812
BE,I,B,2006,506368
BE,I,E,2006,4902911
BE,I,F,2006,60170
BE,I,G,2006,11613844
BE,J,B,2006,3511783
BE,J,F,2006,311117
BE,J,G,2006,4596904
BE,K,B,2006,1229528
BE,K,D,2006,24978846
BE,K,E,2006,3694128
BE,K,F,2006,181217438
BE,K,G,2006,40010638
BE,L,B,2006,10249798
BE,M,F,2006,463442759
BE,N,B,2006,8188289
BE,N,C,2006,24878513
BE,N,E,2006,66340104
CA,A,B,2006,74955706
CA,A,E,2006,14933787
CA,A,G,2006,135345110
CA,B,B,2006,45549715
CA,B,C,2006,60809277
CA,B,E,2006,59773113
CA,B,G,2006,107515469
CA,C,A,2006,2567
CA,C,B,2006,7250894
CA,C,E,2006,23242455
CA,C,G,2006,28293991
CA,D,B,2006,97525097
CA,D,E,2006,72037941
CA,D,G,2006,245377022
CA,E,B,2006,32395097
CA,E,E,2006,10961860
CA,E,G,2006,23951603
CA,F,B,2006,1796888
CA,F,E,2006,21583123
CA,F,G,2006,12031880
CA,G,B,2006,29792381
CA,G,C,2006,21502
CA,G,E,2006,5155350
CA,G,G,2006,29329509
CA,H,B,2006,55555859
CA,H,C,2006,4505354
CA,H,E,2006,25880225
CA,H,G,2006,50063127
CA,I,B,2006,5869070
CA,I,E,2006,14331557
CA,I,G,2006,33634546
CA,J,B,2006,3315809
CA,J,E,2006,8178156
CA,J,G,2006,30387230
CA,K,B,2006,30937422
CA,K,D,2006,27114084
CA,K,E,2006,26369140
CA,K,F,2006,298190155
CA,K,G,2006,19124654
CA,L,B,2006,51285900
CA,L,G,2006,795595
CA,M,F,2006,334539760
CA,N,B,2006,87325345
CA,N,C,2006,169915597
CA,N,E,2006,77411245
CA,N,G,2006,12001831
CH,A,E,2006,515455
CH,A,G,2006,66014335
CH,B,B,2006,17438621
CH,B,C,2006,28197
CH,B,E,2006,40719818
CH,B,G,2006,3325079
CH,C,B,2006,571850
CH,C,E,2006,42062032
CH,C,G,2006,2240029
CH,D,B,2006,4581571
CH,D,E,2006,141597862
CH,D,G,2006,56159783
CH,E,B,2006,140988
CH,E,E,2006,15244836
CH,E,G,2006,603432
CH,F,B,2006,1748261
CH,F,E,2006,51222919
CH,F,G,2006,554931
CH,G,A,2006,33344413
CH,G,B,2006,3944302
CH,G,E,2006,26756288
CH,G,G,2006,1595993
CH,H,B,2006,4432687
CH,H,E,2006,58678407
CH,H,G,2006,20142222
CH,I,B,2006,1632086
CH,I,E,2006,24626794
CH,I,G,2006,45825868
CH,J,B,2006,2253564
CH,J,E,2006,32298840
CH,J,G,2006,4104465
CH,K,B,2006,10091413
CH,K,D,2006,149725584
CH,K,E,2006,181146910
CH,K,F,2006,275303737
CH,K,G,2006,31231837
CH,L,B,2006,49077634
CH,M,F,2006,138603261
CH,N,B,2006,6371565
CH,N,C,2006,51173291
CH,N,E,2006,166683716
CH,N,G,2006,23716570
DE,A,A,2006,25509007
DE,A,E,2006,64833175
DE,A,F,2006,991052918
DE,A,G,2006,395183656
DE,B,A,2006,27611247
DE,B,E,2006,120304523
DE,B,G,2006,125355091
DE,C,A,2006,76112848
DE,C,E,2006,197772980
DE,C,G,2006,102839663
DE,D,A,2006,4748448
DE,D,B,2006,10510013
DE,D,E,2006,31353948
DE,D,G,2006,676210632
DE,E,A,2006,8481425
DE,E,B,2006,1818511
DE,E,E,2006,21770282
DE,E,G,2006,229499749
DE,F,A,2006,320858693
DE,F,B,2006,657628
DE,F,E,2006,94364878
DE,F,G,2006,54817044
DE,G,A,2006,492851225
DE,G,B,2006,15946463
DE,G,E,2006,33509688
DE,G,G,2006,145703217
DE,H,A,2006,56387189
DE,H,B,2006,3138449
DE,H,C,2006,27225564
DE,H,E,2006,41899686
DE,H,G,2006,150574897
DE,I,A,2006,80535577
DE,I,E,2006,3455855
DE,I,G,2006,87399933
DE,J,A,2006,2923560
DE,J,E,2006,41111073
DE,J,G,2006,117176150
DE,K,A,2006,14753104
DE,K,B,2006,71226192
DE,K,C,2006,83211
DE,K,D,2006,8328217
DE,K,E,2006,48672329
DE,K,F,2006,300646617
DE,K,G,2006,368743819
DE,L,B,2006,96449752
DE,M,F,2006,3340997139
DE,N,B,2006,2458872
DE,N,C,2006,85888717
DE,N,E,2006,303395540
DE,N,G,2006,1822531
DK,A,E,2006,44899109
DK,A,G,2006,18062964
DK,B,B,2006,1184064
DK,B,E,2006,77910216
DK,B,G,2006,1436197
DK,C,B,2006,2786821
DK,C,E,2006,108378539
DK,C,G,2006,300046
DK,D,B,2006,6798432
DK,D,E,2006,137948363
DK,D,G,2006,2206571
DK,E,B,2006,1194351
DK,E,E,2006,25344997
DK,E,G,2006,1593566
DK,F,B,2006,4336773
DK,F,E,2006,117766746
DK,F,G,2006,790308
DK,G,B,2006,3998990
DK,G,E,2006,19085647
DK,G,G,2006,118731
DK,H,B,2006,1191098
DK,H,C,2006,570886
DK,H,E,2006,69239409
DK,H,G,2006,2068388
DK,I,B,2006,188162
DK,I,E,2006,23200323
DK,I,G,2006,3505679
DK,J,B,2006,670701
DK,J,E,2006,128487038
DK,J,G,2006,9112912
DK,K,D,2006,84827859
DK,K,E,2006,48883748
DK,K,F,2006,16879628
DK,K,G,2006,202840
DK,L,B,2006,56428570
DK,M,F,2006,124855158
DK,N,B,2006,13033513
DK,N,C,2006,11505143
DK,N,E,2006,76504280
DK,N,G,2006,2183597
ES,A,A,2006,5422499
ES,A,B,2006,82427228
ES,A,E,2006,24052677
ES,A,G,2006,127568956
ES,B,A,2006,7196348
ES,B,B,2006,64662400
ES,B,E,2006,31370736
ES,B,G,2006,55102489
ES,C,A,2006,20117374
ES,C,B,2006,3066834
ES,C,E,2006,36700125
ES,C,G,2006,13886424
ES,D,A,2006,4511157
ES,D,B,2006,44741879
ES,D,E,2006,35617135
ES,D,G,2006,118051657
ES,E,B,2006,41712774
ES,E,E,2006,58332651
ES,E,G,2006,56955551
ES,F,A,2006,274166831
ES,F,B,2006,107269
ES,F,E,2006,5966802
ES,F,G,2006,4748296
ES,G,B,2006,2926624
ES,G,E,2006,1172035
ES,G,G,2006,5600486
ES,H,A,2006,4957564
ES,H,B,2006,24318310
ES,H,C,2006,31957912
ES,H,E,2006,17129919
ES,H,G,2006,35828654
ES,I,A,2006,2185078
ES,I,B,2006,6675111
ES,I,E,2006,6286965
ES,I,G,2006,21351506
ES,J,B,2006,13663414
ES,J,E,2006,10127629
ES,J,G,2006,20292823
ES,K,A,2006,29113151
ES,K,B,2006,65642511
ES,K,C,2006,23086924
ES,K,D,2006,8144906
ES,K,E,2006,85369849
ES,K,F,2006,185439479
ES,K,G,2006,33212450
ES,L,B,2006,11748612
ES,M,F,2006,569938038
ES,N,A,2006,3073632
ES,N,B,2006,15789625
ES,N,C,2006,6274602
ES,N,E,2006,122258269
EU,A,B,2006,404573276
EU,A,E,2006,188387523
EU,A,G,2006,144984893
EU,B,B,2006,290630458
EU,B,C,2006,806508
EU,B,E,2006,368965605
EU,B,G,2006,16676067
EU,C,B,2006,214377266
EU,C,E,2006,195889277
EU,C,G,2006,7311757
EU,D,B,2006,178446043
EU,D,E,2006,1448164579
EU,D,G,2006,251074368
EU,E,B,2006,94586353
EU,E,E,2006,372726192
EU,E,G,2006,29263514
EU,F,B,2006,239497063
EU,F,E,2006,921728180
EU,F,G,2006,18099013
EU,G,B,2006,87741808
EU,G,E,2006,96656377
EU,G,G,2006,3671271
EU,H,B,2006,30971014
EU,H,C,2006,307099648
EU,H,E,2006,260417670
EU,H,G,2006,40865987
EU,I,B,2006,118637652
EU,I,E,2006,210300057
EU,I,G,2006,71088482
EU,J,B,2006,9938533
EU,J,E,2006,160823162
EU,J,G,2006,10206175
EU,K,A,2006,618336326
EU,K,B,2006,98628673
EU,K,D,2006,2645517
EU,K,E,2006,439686777
EU,K,F,2006,837339485
EU,K,G,2006,38513111
EU,L,B,2006,939538589
EU,M,F,2006,61076
EU,N,B,2006,1485617
EU,N,C,2006,206744932
EU,N,E,2006,1310255875
EU,N,G,2006,102121
FI,A,B,2006,10193247
FI,A,E,2006,1966757
FI,A,G,2006,34223299
FI,B,B,2006,5332563
FI,B,E,2006,11116200
FI,B,G,2006,27496909
FI,C,B,2006,3744674
FI,C,E,2006,4653461
FI,C,G,2006,9380854
FI,D,B,2006,10485664
FI,D,E,2006,33090667
FI,D,G,2006,36576978
FI,E,B,2006,1263376
FI,E,E,2006,14645290
FI,E,G,2006,3164993
FI,F,A,2006,707417
FI,F,E,2006,2743768
FI,F,G,2006,6772060
FI,G,A,2006,4884706
FI,G,E,2006,1115421
FI,G,G,2006,975391
FI,H,B,2006,3459009
FI,H,E,2006,6156874
FI,H,G,2006,9570167
FI,I,A,2006,2424573
FI,I,B,2006,1027361
FI,I,E,2006,4068529
FI,I,G,2006,4279475
FI,J,B,2006,440297
FI,J,E,2006,523426
FI,J,G,2006,12824069
FI,K,A,2006,6737279
FI,K,B,2006,7683080
FI,K,D,2006,23107198
FI,K,E,2006,69457833
FI,K,F,2006,27950768
FI,K,G,2006,43418117
FI,L,B,2006,19972615
FI,L,G,2006,5136808
FI,N,B,2006,9759935
FI,N,C,2006,11160291
FI,N,E,2006,58127428
FI,N,G,2006,10705549
FR,A,A,2006,3090748
FR,A,B,2006,224007
FR,A,E,2006,70798279
FR,A,F,2006,1264493829
FR,A,G,2006,268074806
FR,B,A,2006,8455630
FR,B,B,2006,137442
FR,B,C,2006,14139849
FR,B,E,2006,287340202
FR,B,G,2006,1128126
FR,C,A,2006,180174772
FR,C,B,2006,5040838
FR,C,E,2006,54449915
FR,C,G,2006,356324
FR,D,A,2006,2827969
FR,D,B,2006,6382735
FR,D,E,2006,37688738
FR,D,G,2006,40958382
FR,E,A,2006,106388229
FR,E,B,2006,4320280
FR,E,E,2006,90726969
FR,E,G,2006,222199827
FR,F,A,2006,260027981
FR,F,E,2006,56539534
FR,F,G,2006,135742
FR,G,A,2006,49645731
FR,G,B,2006,2582117
FR,G,E,2006,4165258
FR,H,A,2006,45316539
FR,H,B,2006,2778604
FR,H,C,2006,38473480
FR,H,E,2006,140054819
FR,I,A,2006,24393098
FR,I,E,2006,27375277
FR,J,A,2006,8515017
FR,J,B,2006,3326399
FR,J,E,2006,175018118
FR,K,A,2006,116351826
FR,K,B,2006,23749674
FR,K,D,2006,75049165
FR,K,E,2006,263510801
FR,K,F,2006,902536839
FR,K,G,2006,233481732
FR,L,B,2006,306797235
FR,M,F,2006,4381021436
FR,N,A,2006,4824421
FR,N,B,2006,7093474
FR,N,C,2006,5614091
FR,N,E,2006,18978956
GB,A,B,2006,102418052
GB,A,E,2006,256300202
GB,A,G,2006,141263594
GB,B,B,2006,88050761
GB,B,C,2006,30760453
GB,B,E,2006,221446867
GB,B,G,2006,536496538
GB,C,B,2006,2837613
GB,C,E,2006,19106172
GB,C,G,2006,46044671
GB,D,B,2006,7718553
GB,D,E,2006,81367273
GB,D,G,2006,828979799
GB,E,B,2006,1737902
GB,E,E,2006,3961482
GB,E,G,2006,102960785
GB,F,B,2006,16387698
GB,F,E,2006,36613229
GB,F,G,2006,121252447
GB,G,B,2006,1551659
GB,G,E,2006,10418009
GB,G,G,2006,76506854
GB,H,B,2006,5672042
GB,H,C,2006,129337020
GB,H,E,2006,4906065
GB,H,G,2006,82223137
GB,I,E,2006,1619229
GB,I,G,2006,70482872
GB,J,B,2006,81957
GB,J,E,2006,480572
GB,J,G,2006,54453407
GB,K,E,2006,78036057
GB,K,F,2006,3080175
GB,K,G,2006,117207795
GB,L,B,2006,637688505
GB,L,G,2006,50650637
GB,M,F,2006,3579340530
GB,N,B,2006,181569571
GB,N,C,2006,109683952
GB,N,E,2006,15816014
GB,N,G,2006,374223185
GR,A,B,2006,1787817
GR,A,E,2006,3676862
GR,A,F,2006,11807525
GR,A,G,2006,9636329
GR,B,B,2006,266806
GR,B,E,2006,30219901
GR,B,G,2006,6072319
GR,C,E,2006,333147
GR,C,G,2006,846121
GR,D,B,2006,288439
GR,D,E,2006,5550893
GR,D,G,2006,47367328
GR,E,E,2006,93021
GR,E,G,2006,9570955
GR,F,B,2006,81123
GR,F,E,2006,15904571
GR,F,G,2006,732894
GR,G,G,2006,1764698
GR,H,C,2006,86531
GR,H,E,2006,1812666
GR,H,G,2006,1495989
GR,I,E,2006,8686831
GR,I,G,2006,825051
GR,J,E,2006,1091741
GR,J,G,2006,1496349
GR,K,D,2006,25959
GR,K,E,2006,535025
GR,K,F,2006,28303440
GR,K,G,2006,9687614
GR,L,B,2006,3799376
GR,N,B,2006,879739
GR,N,C,2006,1322521
GR,N,E,2006,20773206
IE,A,E,2006,53556229
IE,A,G,2006,8647274
IE,B,E,2006,150342174
IE,B,G,2006,765417
IE,C,E,2006,16439492
IE,D,B,2006,3597880
IE,D,E,2006,80511962
IE,E,E,2006,33871688
IE,F,E,2006,3812613
IE,G,E,2006,2979571
IE,H,C,2006,9646758
IE,H,E,2006,25379448
IE,H,G,2006,524030
IE,I,E,2006,3071428
IE,I,G,2006,125572
IE,J,E,2006,1382850
IE,J,G,2006,245038
IE,K,E,2006,18119370
IE,K,F,2006,44523296
IE,K,G,2006,25859
IE,L,B,2006,20656049
IE,N,B,2006,4781472
IE,N,C,2006,4347048
IE,N,E,2006,127160335
IT,A,B,2006,4508485
IT,A,E,2006,41353055
IT,A,G,2006,25265702
IT,B,A,2006,21665158
IT,B,B,2006,7501659
IT,B,E,2006,40582370
IT,B,G,2006,12115925
IT,C,A,2006,27409362
IT,C,B,2006,3640250
IT,C,E,2006,7705660
IT,C,G,2006,2657214
IT,D,A,2006,640145
IT,D,B,2006,6843129
IT,D,E,2006,10843342
IT,D,G,2006,28535611
IT,E,B,2006,16020300
IT,E,E,2006,8225685
IT,E,G,2006,11536366
IT,F,A,2006,119223955
IT,F,B,2006,640173
IT,F,E,2006,2063851
IT,F,G,2006,7550884
IT,G,B,2006,11684343
IT,G,E,2006,4252686
IT,G,G,2006,220348
IT,H,B,2006,6223084
IT,H,C,2006,6552821
IT,H,E,2006,17310884
IT,H,G,2006,8590329
IT,I,A,2006,64875876
IT,I,B,2006,9189009
IT,I,E,2006,3239074
IT,I,G,2006,1376338
IT,J,B,2006,777415
IT,J,E,2006,1688694
IT,J,G,2006,1471636
IT,K,A,2006,189620
IT,K,B,2006,6412947
IT,K,C,2006,2146
IT,K,D,2006,10896234
IT,K,E,2006,25862226
IT,K,F,2006,61864161
IT,K,G,2006,83870558
IT,L,B,2006,48213908
IT,M,F,2006,1800341459
IT,N,C,2006,13828783
IT,N,E,2006,70270902
JP,A,A,2006,154515524
JP,A,B,2006,35567498
JP,A,E,2006,137378528
JP,A,G,2006,748522518
JP,B,A,2006,90031613
JP,B,B,2006,6563790
JP,B,C,2006,13689353
JP,B,E,2006,204676788
JP,B,G,2006,163076653
JP,C,A,2006,700829366
JP,C,B,2006,6952975
JP,C,E,2006,192687487
JP,C,G,2006,99168835
JP,D,A,2006,4065791
JP,D,B,2006,250781322
JP,D,E,2006,83719819
JP,D,G,2006,55047467
JP,E,A,2006,21366325
JP,E,B,2006,6440743
JP,E,E,2006,25845239
JP,E,G,2006,177814467
JP,F,A,2006,2847303449
JP,F,B,2006,12865773
JP,F,E,2006,221346363
JP,F,G,2006,184032662
JP,G,E,2006,89949
JP,G,G,2006,44910132
JP,H,A,2006,507960618
JP,H,B,2006,58117555
JP,H,C,2006,113851360
JP,H,E,2006,121920003
JP,H,G,2006,263803102
JP,I,A,2006,40768397
JP,I,E,2006,2595538
JP,I,G,2006,227575477
JP,J,A,2006,335402238
JP,J,E,2006,24487567
JP,J,G,2006,67454382
JP,K,A,2006,2231579341
JP,K,B,2006,126765233
JP,K,D,2006,24598115
JP,K,E,2006,58308627
JP,K,F,2006,508934
JP,K,G,2006,620052953
JP,L,B,2006,165126736
JP,M,F,2006,5519305311
JP,N,A,2006,168703264
JP,N,B,2006,8689368
JP,N,C,2006,644074
JP,N,E,2006,232314323
KR,A,A,2006,9051179
KR,A,B,2006,204435
KR,A,E,2006,6214504
KR,A,G,2006,40566542
KR,B,A,2006,14341548
KR,B,B,2006,2049906
KR,B,E,2006,10104808
KR,B,G,2006,13266291
KR,C,A,2006,14037558
KR,C,E,2006,3021589
KR,C,G,2006,1027865
KR,D,A,2006,11648854
KR,D,B,2006,30085045
KR,D,E,2006,714187
KR,D,G,2006,12301515
KR,E,B,2006,56698
KR,E,G,2006,6291445
KR,F,A,2006,74280630
KR,F,B,2006,491441
KR,F,E,2006,7594981
KR,F,G,2006,27239951
KR,G,G,2006,1154686
KR,H,A,2006,15572464
KR,H,B,2006,283142
KR,H,E,2006,1247431
KR,H,G,2006,5841553
KR,I,B,2006,4110172
KR,I,E,2006,3410022
KR,I,G,2006,11821955
KR,J,B,2006,97398
KR,J,E,2006,84267
KR,J,G,2006,2825777
KR,K,B,2006,551310
KR,K,C,2006,217439
KR,K,D,2006,5208150
KR,K,E,2006,837496
KR,K,F,2006,27156152
KR,K,G,2006,2768415
KR,N,E,2006,23775444
LU,A,E,2006,15685625
LU,A,G,2006,20992434
LU,B,E,2006,51378054
LU,B,G,2006,1304210
LU,C,E,2006,12776633
LU,D,B,2006,310612
LU,D,E,2006,7021352
LU,E,B,2006,171317
LU,E,E,2006,7864349
LU,F,E,2006,3412626
LU,G,B,2006,190343
LU,G,E,2006,4424282
LU,H,C,2006,9631815
LU,H,E,2006,6196529
LU,H,G,2006,482900
LU,I,E,2006,4022557
LU,J,B,2006,241021
LU,J,E,2006,1803347
LU,J,G,2006,941038
LU,K,B,2006,1057051
LU,K,D,2006,1248152
LU,K,E,2006,24064348
LU,K,F,2006,24968339
LU,K,G,2006,578646
LU,N,B,2006,510861
LU,N,C,2006,12148848
LU,N,E,2006,31962847
NL,A,B,2006,402009094
NL,A,E,2006,71118873
NL,A,G,2006,141187915
NL,B,B,2006,139182126
NL,B,C,2006,10307920
NL,B,E,2006,74909661
NL,B,G,2006,50061654
NL,C,B,2006,53237040
NL,C,E,2006,74616012
NL,C,G,2006,27056499
NL,D,B,2006,179665788
NL,D,E,2006,153609991
NL,D,G,2006,83543196
NL,E,B,2006,24209927
NL,E,E,2006,33543544
NL,E,G,2006,10494502
NL,F,B,2006,8039495
NL,F,E,2006,34857267
NL,F,G,2006,17745878
NL,G,B,2006,8771074
NL,G,E,2006,338361657
NL,G,G,2006,23794178
NL,H,B,2006,26590431
NL,H,C,2006,1607405
NL,H,E,2006,52840122
NL,H,G,2006,32026873
NL,I,B,2006,29308922
NL,I,E,2006,8656529
NL,I,G,2006,11512516
NL,J,B,2006,40531424
NL,J,E,2006,54009422
NL,J,G,2006,41868583
NL,K,A,2006,214259
NL,K,B,2006,8883671
NL,K,C,2006,143512076
NL,K,D,2006,981214620
NL,K,E,2006,152166645
NL,K,F,2006,462680809
NL,K,G,2006,111198513
NL,L,B,2006,251897707
NL,M,F,2006,343062898
NL,N,B,2006,183994295
NL,N,C,2006,56976277
NL,N,E,2006,239446831
NL,N,G,2006,3281494
NO,A,B,2006,218052906
NO,A,E,2006,8679785
NO,A,G,2006,49996341
NO,B,A,2006,1003968
NO,B,B,2006,233943740
NO,B,C,2006,5409313
NO,B,E,2006,30603085
NO,B,G,2006,61510823
NO,C,B,2006,20766572
NO,C,E,2006,10127101
NO,C,G,2006,8103585
NO,D,B,2006,297705703
NO,D,E,2006,150622130
NO,D,G,2006,159130764
