country,year,from_illicitfinance
BF,2004,0
BF,2005,7230000
BF,2006,12180000
BF,2007,0
BF,2008,0
BF,2009,0
BF,2010,0
BF,2011,
BG,2001,0
BG,2002,1635530000
BG,2003,1658470000
BG,2004,0
BG,2005,1845840000
BG,2006,1384910000
BG,2007,3598610000
BG,2008,4282020000
BG,2009,0
BG,2010,0
BG,2011,0
BH,2001,
BH,2002,
BH,2003,
BH,2004,
BH,2005,
BH,2006,
BH,2007,
BH,2008,
BH,2009,
BH,2010,
BH,2011,
BI,2001,57840000
BI,2002,0
BI,2003,30440000
BI,2004,37880000
BI,2005,140090000
BI,2006,0
BI,2007,55640000
BI,2008,0
BI,2009,134860000
BI,2010,0
BI,2011,0
BJ,2001,0
BJ,2002,0
BJ,2003,0
BJ,2004,14050000
BJ,2005,0
BJ,2006,0
BJ,2007,0
BJ,2008,0
BJ,2009,5910000
BJ,2010,0
BJ,2011,
BN,2001,5735520000
BN,2002,6031100000
BN,2003,4365010000
BN,2004,2366670000
BN,2005,6603140000
BN,2006,8273640000
BN,2007,7859550000
BN,2008,9198600000
BN,2009,7991570000
BN,2010,
BN,2011,
BO,2001,426600000
BO,2002,1422060000
BO,2003,387670000
BO,2004,1340690000
BO,2005,769270000
BO,2006,187900000
BO,2007,182180000
BO,2008,0
BO,2009,613990000
BO,2010,998230000
BO,2011,0
BR,2001,1383170000
BR,2002,480150000
BR,2003,2696980000
BR,2004,5457000000
BR,2005,443790000
BR,2006,0
BR,2007,4430520000
BR,2008,0
BR,2009,430290000
BR,2010,3575640000
BR,2011,1143490000
BS,2001,
BS,2002,
BS,2003,
BS,2004,
BS,2005,
BS,2006,
BS,2007,
BS,2008,
BS,2009,
BS,2010,
BS,2011,
BT,2001,
BT,2002,
BT,2003,
BT,2004,
BT,2005,
BT,2006,0
BT,2007,181630000
BT,2008,0
BT,2009,0
BT,2010,0
BT,2011,12360000
BW,2001,1211330000
BW,2002,0
BW,2003,212370000
BW,2004,334110000
BW,2005,0
BW,2006,0
BW,2007,0
BW,2008,0
BW,2009,2131480000
BW,2010,333790000
BW,2011,0
BY,2001,2480000
BY,2002,631830000
BY,2003,25210000
BY,2004,0
BY,2005,0
BY,2006,355070000
BY,2007,0
BY,2008,175530000
BY,2009,0
BY,2010,0
BY,2011,0
BZ,2001,0
BZ,2002,10150000
BZ,2003,42750000
BZ,2004,4470000
BZ,2005,8830000
BZ,2006,9010000
BZ,2007,41500000
BZ,2008,12300000
BZ,2009,5850000
BZ,2010,0
BZ,2011,6780000
CD,2001,0
CD,2002,414730000
CD,2003,0
CD,2004,0
CD,2005,0
CD,2006,23550000
CD,2007,212200000
CD,2008,0
CD,2009,0
CD,2010,0
CD,2011,0
CF,2001,
CF,2002,
CF,2003,
CF,2004,
CF,2005,
CF,2006,
CF,2007,
CF,2008,
CF,2009,
CF,2010,
CF,2011,
CG,2001,35420000
CG,2002,639210000
CG,2003,293280000
CG,2004,182790000
CG,2005,0
CG,2006,0
CG,2007,244260000
CG,2008,
CG,2009,
CG,2010,
CG,2011,
CI,2001,0
CI,2002,47640000
CI,2003,1322400000
CI,2004,0
CI,2005,74390000
CI,2006,46230000
CI,2007,0
CI,2008,41470000
CI,2009,37880000
CI,2010,25610000
CI,2011,
CL,2001,1998780000
CL,2002,2297470000
CL,2003,1663610000
CL,2004,508400000
CL,2005,2143840000
CL,2006,2072260000
CL,2007,574410000
CL,2008,0
CL,2009,0
CL,2010,546790000
CL,2011,353930000
CM,2001,294200000
CM,2002,296450000
CM,2003,0
CM,2004,0
CM,2005,35560000
CM,2006,0
CM,2007,0
CM,2008,0
CM,2009,0
CM,2010,0
CM,2011,
CN,2001,9986380000
CN,2002,0
CN,2003,0
CN,2004,0
CN,2005,0
CN,2006,0
CN,2007,0
CN,2008,0
CN,2009,52509850000
CN,2010,62429290000
CN,2011,14371830000
CO,2001,349900000
CO,2002,0
CO,2003,0
CO,2004,0
CO,2005,0
CO,2006,0
CO,2007,0
CO,2008,159050000
CO,2009,0
CO,2010,0
CO,2011,0
CR,2001,0
CR,2002,85030000
CR,2003,0
CR,2004,0
CR,2005,0
CR,2006,0
CR,2007,0
CR,2008,63530000
CR,2009,0
CR,2010,163890000
CR,2011,231130000
CV,2001,41460000
CV,2002,12700000
CV,2003,16940000
CV,2004,0
CV,2005,0
CV,2006,10950000
CV,2007,0
CV,2008,102130000
CV,2009,35570000
CV,2010,87120000
CV,2011,28960000
DJ,2001,0
DJ,2002,0
DJ,2003,0
DJ,2004,22290000
DJ,2005,62550000
DJ,2006,71530000
DJ,2007,0
DJ,2008,63740000
DJ,2009,0
DJ,2010,127680000
DJ,2011,65880000
DM,2001,0
DM,2002,0
DM,2003,0
DM,2004,0
DM,2005,0
DM,2006,0
DM,2007,0
DM,2008,0
DM,2009,0
DM,2010,6570000
DM,2011,13850000
DO,2001,599580000
DO,2002,183940000
DO,2003,2583620000
DO,2004,1585030000
DO,2005,520150000
DO,2006,195120000
DO,2007,0
DO,2008,34340000
DO,2009,232920000
DO,2010,1200520000
DO,2011,0
DZ,2001,
DZ,2002,
DZ,2003,
DZ,2004,
DZ,2005,311120000
DZ,2006,2893660000
DZ,2007,660920000
DZ,2008,3586360000
DZ,2009,3620010000
DZ,2010,1509160000
DZ,2011,2167180000
EC,2001,1120390000
EC,2002,620770000
EC,2003,0
EC,2004,0
EC,2005,0
EC,2006,0
EC,2007,0
EC,2008,1050000
EC,2009,155880000
EC,2010,0
EC,2011,0
EG,2001,1901060000
EG,2002,0
EG,2003,0
EG,2004,102750000
EG,2005,5065490000
EG,2006,0
EG,2007,0
EG,2008,4083340000
EG,2009,0
EG,2010,2472360000
EG,2011,3111230000
ER,2001,
ER,2002,
ER,2003,
ER,2004,
ER,2005,
ER,2006,
ER,2007,
ER,2008,
ER,2009,
ER,2010,
ER,2011,
ET,2001,471820000
ET,2002,2007270000
ET,2003,762640000
ET,2004,657560000
ET,2005,0
ET,2006,0
ET,2007,211780000
ET,2008,0
ET,2009,500140000
ET,2010,3678770000
ET,2011,2249230000
FJ,2001,0
FJ,2002,240770000
FJ,2003,67760000
FJ,2004,0
FJ,2005,0
FJ,2006,184320000
FJ,2007,0
FJ,2008,0
FJ,2009,89770000
FJ,2010,0
FJ,2011,
GA,2001,283540000
GA,2002,321180000
GA,2003,553820000
GA,2004,646370000
GA,2005,615090000
GA,2006,
GA,2007,
GA,2008,
GA,2009,
GA,2010,
GA,2011,
GD,2001,0
GD,2002,
GD,2003,
GD,2004,
GD,2005,
GD,2006,
GD,2007,
GD,2008,
GD,2009,
GD,2010,
GD,2011,
GE,2001,0
GE,2002,0
GE,2003,13830000
GE,2004,0
GE,2005,0
GE,2006,94710000
GE,2007,43750000
GE,2008,47210000
GE,2009,0
GE,2010,27670000
GE,2011,0
GH,2001,133270000
GH,2002,0
GH,2003,0
GH,2004,0
GH,2005,0
GH,2006,0
GH,2007,40240000
GH,2008,380010000
GH,2009,1568730000
GH,2010,729430000
GH,2011,668370000
GM,2001,
GM,2002,
GM,2003,0
GM,2004,4130000
GM,2005,39180000
GM,2006,7700000
GM,2007,39220000
GM,2008,25560000
GM,2009,0
GM,2010,81100000
GM,2011,93810000
GN,2001,3060000
GN,2002,0
GN,2003,203030000
GN,2004,0
GN,2005,0
GN,2006,2700000
GN,2007,0
GN,2008,0
GN,2009,0
GN,2010,0
GN,2011,29610000
GQ,2001,
GQ,2002,
GQ,2003,
GQ,2004,
GQ,2005,
GQ,2006,
GQ,2007,
GQ,2008,
GQ,2009,
GQ,2010,
GQ,2011,
GT,2001,0
GT,2002,111500000
GT,2003,101820000
GT,2004,0
GT,2005,0
GT,2006,0
GT,2007,0
GT,2008,0
GT,2009,0
GT,2010,406590000
GT,2011,230150000
GW,2001,0
GW,2002,4520000
GW,2003,0
GW,2004,5220000
GW,2005,5440000
GW,2006,1200000
GW,2007,0
GW,2008,4280000
GW,2009,8560000
GW,2010,4050000
GW,2011,
GY,2001,82940000
GY,2002,2280000
GY,2003,35000000
GY,2004,73850000
GY,2005,108370000
GY,2006,79060000
GY,2007,110070000
GY,2008,118450000
GY,2009,159860000
GY,2010,196780000
GY,2011,38280000
HN,2001,66390000
HN,2002,0
HN,2003,0
HN,2004,0
HN,2005,282870000
HN,2006,457320000
HN,2007,459990000
HN,2008,0
HN,2009,126770000
HN,2010,23680000
HN,2011,0
HR,2001,961540000
HR,2002,1178830000
HR,2003,2045410000
HR,2004,1709750000
HR,2005,1611700000
HR,2006,2031480000
HR,2007,1726470000
HR,2008,2054160000
HR,2009,1584620000
HR,2010,898060000
HR,2011,1426840000
HT,2001,0
HT,2002,0
HT,2003,0
HT,2004,0
HT,2005,0
HT,2006,0
HT,2007,0
HT,2008,0
HT,2009,53790000
HT,2010,0
HT,2011,65620000
HU,2001,0
HU,2002,0
HU,2003,0
HU,2004,2499750000
HU,2005,2950120000
HU,2006,3196750000
HU,2007,336110000
HU,2008,2895950000
HU,2009,751800000
HU,2010,2146740000
HU,2011,2566250000
ID,2001,0
ID,2002,4544670000
ID,2003,7900790000
ID,2004,6683320000
ID,2005,279490000
ID,2006,0
ID,2007,2083710000
ID,2008,325850000
ID,2009,4033460000
ID,2010,3828280000
ID,2011,3317100000
IN,2001,1217510000
IN,2002,317850000
IN,2003,0
IN,2004,0
IN,2005,597230000
IN,2006,0
IN,2007,0
IN,2008,0
IN,2009,308900000
IN,2010,1571490000
IN,2011,1616020000
IQ,2001,
IQ,2002,
IQ,2003,
IQ,2004,
IQ,2005,0
IQ,2006,0
IQ,2007,6150280000
IQ,2008,11179350000
IQ,2009,9224130000
IQ,2010,10201490000
IQ,2011,3447340000
IR,2001,
IR,2002,
IR,2003,
IR,2004,
IR,2005,
IR,2006,
IR,2007,
IR,2008,
IR,2009,
IR,2010,
IR,2011,
JM,2001,21840000
JM,2002,87880000
JM,2003,0
JM,2004,31420000
JM,2005,0
JM,2006,0
JM,2007,0
JM,2008,391150000
JM,2009,0
JM,2010,0
JM,2011,0
JO,2001,288100000
JO,2002,241430000
JO,2003,0
JO,2004,0
JO,2005,0
JO,2006,321860000
JO,2007,0
JO,2008,0
JO,2009,0
JO,2010,0
JO,2011,0
KE,2001,0
KE,2002,0
KE,2003,495070000
KE,2004,116370000
KE,2005,389030000
KE,2006,0
KE,2007,320010000
KE,2008,0
KE,2009,0
KE,2010,0
KE,2011,0
KG,2001,0
KG,2002,61980000
KG,2003,0
KG,2004,44640000
KG,2005,0
KG,2006,0
KG,2007,534470000
KG,2008,0
KG,2009,110870000
KG,2010,60050000
KG,2011,326570000
KH,2001,0
KH,2002,0
KH,2003,61060000
KH,2004,67380000
KH,2005,16870000
KH,2006,96880000
KH,2007,56930000
KH,2008,50270000
KH,2009,9350000
KH,2010,32090000
KH,2011,26940000
KI,2001,
KI,2002,
KI,2003,
KI,2004,
KI,2005,
KI,2006,
KI,2007,
KI,2008,
KI,2009,
KI,2010,
KI,2011,
KM,2001,
KM,2002,
KM,2003,
KM,2004,
KM,2005,
KM,2006,
KM,2007,
KM,2008,
KM,2009,
KM,2010,
KM,2011,
KN,2001,9070000
KN,2002,0
KN,2003,0
KN,2004,10920000
KN,2005,0
KN,2006,800000
KN,2007,11960000
KN,2008,3470000
KN,2009,21590000
KN,2010,34690000
KN,2011,0
KW,2001,8608440000
KW,2002,5284970000
KW,2003,1518530000
KW,2004,0
KW,2005,0
KW,2006,0
KW,2007,7254540000
KW,2008,12284740000
KW,2009,0
KW,2010,0
KW,2011,1836960000
KZ,2001,2729990000
KZ,2002,0
KZ,2003,3351600000
KZ,2004,2861530000
KZ,2005,4201320000
KZ,2006,5699210000
KZ,2007,4547590000
KZ,2008,7150450000
KZ,2009,1140440000
KZ,2010,0
KZ,2011,5791450000
LA,2001,126160000
LA,2002,326430000
LA,2003,189270000
LA,2004,0
LA,2005,0
LA,2006,657620000
LA,2007,1092270000
LA,2008,523040000
LA,2009,679630000
LA,2010,461640000
LA,2011,334900000
LB,2001,
LB,2002,0
LB,2003,0
LB,2004,969100000
LB,2005,812150000
LB,2006,3733970000
LB,2007,7710470000
LB,2008,2087520000
LB,2009,3291600000
LB,2010,0
LB,2011,2130200000
LC,2001,0
LC,2002,2530000
LC,2003,0
LC,2004,0
LC,2005,18830000
LC,2006,0
LC,2007,1520000
LC,2008,11050000
LC,2009,5460000
LC,2010,0
LC,2011,0
LK,2001,0
LK,2002,0
LK,2003,203890000
LK,2004,326530000
LK,2005,112520000
LK,2006,152890000
LK,2007,222260000
LK,2008,0
LK,2009,0
LK,2010,917260000
LK,2011,667560000
LR,2001,
LR,2002,
LR,2003,
LR,2004,78670000
LR,2005,53050000
LR,2006,145910000
LR,2007,102140000
LR,2008,52290000
LR,2009,355230000
LR,2010,122030000
LR,2011,27910000
LS,2001,0
LS,2002,428220000
LS,2003,117200000
LS,2004,0
LS,2005,0
LS,2006,0
LS,2007,0
LS,2008,149660000
LS,2009,302980000
LS,2010,0
LS,2011,0
LT,2001,0
LT,2002,0
LT,2003,0
LT,2004,0
LT,2005,69120000
LT,2006,376680000
LT,2007,59350000
LT,2008,0
LT,2009,0
LT,2010,0
LT,2011,0
LV,2001,600000
LV,2002,158210000
LV,2003,25810000
LV,2004,0
LV,2005,492910000
LV,2006,0
LV,2007,240200000
LV,2008,543600000
LV,2009,0
LV,2010,0
LV,2011,97170000
LY,2001,2355850000
LY,2002,0
LY,2003,0
LY,2004,0
LY,2005,2757710000
LY,2006,0
LY,2007,0
LY,2008,2036870000
LY,2009,0
LY,2010,3017530000
LY,2011,0
MA,2001,0
MA,2002,275230000
MA,2003,387650000
MA,2004,337380000
MA,2005,479850000
MA,2006,599610000
MA,2007,0
MA,2008,380260000
MA,2009,492320000
MA,2010,156440000
MA,2011,229340000
MD,2001,0
MD,2002,68990000
MD,2003,0
MD,2004,0
MD,2005,0
MD,2006,0
MD,2007,0
MD,2008,0
MD,2009,0
MD,2010,0
MD,2011,0
ME,2001,
ME,2002,
ME,2003,
ME,2004,
ME,2005,
ME,2006,
ME,2007,244970000
ME,2008,0
ME,2009,0
ME,2010,0
ME,2011,0
MG,2001,96840000
MG,2002,0
MG,2003,0
MG,2004,62410000
MG,2005,0
MG,2006,
MG,2007,
MG,2008,
MG,2009,
MG,2010,
MG,2011,
MK,2001,2790000
MK,2002,17840000
MK,2003,49830000
MK,2004,0
MK,2005,7550000
MK,2006,0
MK,2007,55490000
MK,2008,28680000
MK,2009,0
MK,2010,420000
MK,2011,5210000
ML,2001,0
ML,2002,13100000
ML,2003,0
ML,2004,39690000
ML,2005,42270000
ML,2006,51240000
ML,2007,0
ML,2008,0
ML,2009,79260000
ML,2010,0
ML,2011,
MM,2001,39040000
MM,2002,55630000
MM,2003,169300000
MM,2004,344070000
MM,2005,1474890000
MM,2006,1427410000
MM,2007,616270000
MM,2008,1746140000
MM,2009,1235620000
MM,2010,2108160000
MM,2011,0
MN,2001,109050000
MN,2002,0
MN,2003,17870000
MN,2004,0
MN,2005,170690000
MN,2006,24940000
MN,2007,342490000
MN,2008,1028080000
MN,2009,0
MN,2010,0
MN,2011,79720000
MR,2001,
MR,2002,
MR,2003,
MR,2004,
MR,2005,
MR,2006,
MR,2007,
MR,2008,
MR,2009,
MR,2010,
MR,2011,
MU,2001,139880000
MU,2002,0
MU,2003,0
MU,2004,0
MU,2005,0
MU,2006,0
MU,2007,0
MU,2008,0
MU,2009,0
MU,2010,0
MU,2011,0
MV,2001,5410000
MV,2002,0
MV,2003,0
MV,2004,0
MV,2005,0
MV,2006,0
MV,2007,0
MV,2008,0
MV,2009,0
MV,2010,0
MV,2011,0
MW,2001,310000000
MW,2002,0
MW,2003,29350000
MW,2004,0
MW,2005,23780000
MW,2006,36490000
MW,2007,0
MW,2008,120790000
MW,2009,40160000
MW,2010,0
MW,2011,51520000
MX,2001,4160680000
MX,2002,2345210000
MX,2003,5731050000
MX,2004,6045410000
MX,2005,4689350000
MX,2006,92690000
MX,2007,0
MX,2008,5093790000
MX,2009,5121400000
MX,2010,20615140000
MX,2011,10454700000
MY,2001,4550920000
MY,2002,719850000
MY,2003,7490000
MY,2004,0
MY,2005,10065430000
MY,2006,10668530000
MY,2007,6645810000
MY,2008,9643470000
MY,2009,6618540000
MY,2010,23660020000
MY,2011,9944780000
MZ,2001,94240000
MZ,2002,100380000
MZ,2003,0
MZ,2004,0
MZ,2005,0
MZ,2006,0
MZ,2007,0
MZ,2008,0
MZ,2009,0
MZ,2010,0
MZ,2011,0
NA,2001,38570000
NA,2002,0
NA,2003,150380000
NA,2004,0
NA,2005,0
NA,2006,0
NA,2007,0
NA,2008,0
NA,2009,0
NA,2010,338090000
NA,2011,0
NE,2001,0
NE,2002,16500000
NE,2003,23440000
NE,2004,0
NE,2005,0
NE,2006,0
NE,2007,21080000
NE,2008,57910000
NE,2009,0
NE,2010,0
NE,2011,
NG,2001,0
NG,2002,0
NG,2003,0
NG,2004,0
NG,2005,25654410000
NG,2006,20796440000
NG,2007,16102980000
NG,2008,19861280000
NG,2009,33051560000
NG,2010,16449510000
NG,2011,7140980000
NI,2001,0
NI,2002,456520000
NI,2003,141140000
NI,2004,551160000
NI,2005,81310000
NI,2006,492340000
NI,2007,60440000
NI,2008,374110000
NI,2009,49760000
NI,2010,185230000
NI,2011,292940000
NP,2001,0
NP,2002,139340000
NP,2003,0
NP,2004,0
NP,2005,0
NP,2006,0
NP,2007,0
NP,2008,136400000
NP,2009,0
NP,2010,197940000
NP,2011,0
OM,2001,1334130000
OM,2002,1997930000
OM,2003,1253450000
OM,2004,792840000
OM,2005,1414810000
OM,2006,12560000
OM,2007,0
OM,2008,0
OM,2009,1444730000
OM,2010,0
OM,2011,1071710000
PA,2001,672930000
PA,2002,0
PA,2003,0
PA,2004,0
PA,2005,452830000
PA,2006,0
PA,2007,570640000
PA,2008,0
PA,2009,0
PA,2010,0
PA,2011,445640000
PE,2001,0
PE,2002,0
PE,2003,0
PE,2004,0
PE,2005,0
PE,2006,590860000
PE,2007,188380000
PE,2008,154920000
PE,2009,758890000
PE,2010,0
PE,2011,1084780000
PG,2001,4430000
PG,2002,0
PG,2003,0
PG,2004,0
PG,2005,0
PG,2006,26370000
PG,2007,0
PG,2008,100720000
PG,2009,0
PG,2010,118520000
PG,2011,
PH,2001,0
PH,2002,0
PH,2003,1700180000
PH,2004,508160000
PH,2005,3098910000
PH,2006,2435210000
PH,2007,2778280000
PH,2008,1338060000
PH,2009,0
PH,2010,2251000000
PH,2011,1369190000
PK,2001,0
PK,2002,0
PK,2003,71970000
PK,2004,0
PK,2005,291510000
PK,2006,0
PK,2007,0
PK,2008,60690000
PK,2009,0
PK,2010,855710000
PK,2011,0
PL,2001,0
PL,2002,1593790000
PL,2003,3025270000
PL,2004,0
PL,2005,945620000
PL,2006,0
PL,2007,3215750000
PL,2008,10002200000
PL,2009,10302960000
PL,2010,10236780000
PL,2011,8519830000
PY,2001,0
PY,2002,710570000
PY,2003,110120000
PY,2004,0
PY,2005,457400000
PY,2006,0
PY,2007,767220000
PY,2008,55700000
PY,2009,0
PY,2010,0
PY,2011,0
QA,2001,2889840000
QA,2002,2805330000
QA,2003,2925890000
QA,2004,0
QA,2005,8757000000
QA,2006,6825760000
QA,2007,0
QA,2008,2458260000
QA,2009,3097870000
QA,2010,14586060000
QA,2011,3947420000
RO,2001,0
RO,2002,2264450000
RO,2003,621620000
RO,2004,0
RO,2005,0
RO,2006,0
RO,2007,1282480000
RO,2008,1787080000
RO,2009,1744030000
RO,2010,144730000
RO,2011,0
RS,2001,
RS,2002,
RS,2003,
RS,2004,
RS,2005,
RS,2006,
RS,2007,0
RS,2008,173380000
RS,2009,71320000
RS,2010,0
RS,2011,0
RU,2001,
RU,2002,
RU,2003,
RU,2004,
RU,2005,
RU,2006,
RU,2007,
RU,2008,
RU,2009,
RU,2010,
RU,2011,
RW,2001,0
RW,2002,0
RW,2003,0
RW,2004,15270000
RW,2005,0
RW,2006,0
RW,2007,960000
RW,2008,22090000
RW,2009,0
RW,2010,14720000
RW,2011,0
SA,2001,0
SA,2002,0
SA,2003,0
SA,2004,0
SA,2005,50494340000
SA,2006,27720520000
SA,2007,20237090000
SA,2008,33734270000
SA,2009,84197500000
SA,2010,41693590000
SA,2011,49913870000
SB,2001,0
SB,2002,0
SB,2003,0
SB,2004,11070000
SB,2005,0
SB,2006,0
SB,2007,0
SB,2008,2950000
SB,2009,0
SB,2010,23850000
SB,2011,38200000
SC,2001,0
SC,2002,11920000
SC,2003,5140000
SC,2004,0
SC,2005,470000
SC,2006,0
SC,2007,0
SC,2008,0
SC,2009,0
SC,2010,0
SC,2011,0
SD,2001,74810000
SD,2002,0
SD,2003,36750000
SD,2004,0
SD,2005,0
SD,2006,2790990000
SD,2007,3674810000
SD,2008,3045800000
SD,2009,3694350000
SD,2010,4428210000
SD,2011,2671210000
SL,2001,0
SL,2002,25660000
SL,2003,78840000
SL,2004,85850000
SL,2005,85460000
SL,2006,36760000
SL,2007,19010000
SL,2008,36530000
SL,2009,7990000
SL,2010,4790000
SL,2011,7400000
SN,2001,0
SN,2002,0
SN,2003,0
SN,2004,0
SN,2005,3920000
SN,2006,0
SN,2007,0
SN,2008,0
SN,2009,0
SN,2010,0
SN,2011,
SO,2001,
SO,2002,
SO,2003,
SO,2004,
SO,2005,
SO,2006,
SO,2007,
SO,2008,
SO,2009,
SO,2010,
SO,2011,
SR,2001,0
SR,2002,0
SR,2003,0
SR,2004,0
SR,2005,0
SR,2006,0
SR,2007,0
SR,2008,115120000
SR,2009,20460000
SR,2010,168080000
SR,2011,81310000
ST,2001,0
ST,2002,0
ST,2003,0
ST,2004,0
ST,2005,0
ST,2006,8260000
ST,2007,14520000
ST,2008,38620000
ST,2009,6830000
ST,2010,11920000
ST,2011,6920000
SV,2001,638970000
SV,2002,850720000
SV,2003,192740000
SV,2004,0
SV,2005,560680000
SV,2006,579360000
SV,2007,0
SV,2008,0
SV,2009,0
SV,2010,0
SV,2011,241040000
SY,2001,
SY,2002,
SY,2003,
SY,2004,
SY,2005,
SY,2006,
SY,2007,
SY,2008,
SY,2009,
SY,2010,
SY,2011,
SZ,2001,0
SZ,2002,0
SZ,2003,159150000
SZ,2004,0
SZ,2005,53400000
SZ,2006,281780000
SZ,2007,830250000
SZ,2008,0
SZ,2009,64750000
SZ,2010,0
SZ,2011,
TD,2001,
TD,2002,
TD,2003,
TD,2004,
TD,2005,
TD,2006,
TD,2007,
TD,2008,
TD,2009,
TD,2010,
TD,2011,
TG,2001,11350000
TG,2002,0
TG,2003,17720000
TG,2004,0
TG,2005,0
TG,2006,0
TG,2007,0
TG,2008,0
TG,2009,0
TG,2010,0
TG,2011,
TH,2001,649490000
TH,2002,0
TH,2003,0
TH,2004,1212670000
TH,2005,0
TH,2006,0
TH,2007,0
TH,2008,0
TH,2009,0
TH,2010,4131260000
TH,2011,0
TJ,2001,
TJ,2002,168400000
TJ,2003,78040000
TJ,2004,70140000
TJ,2005,157660000
TJ,2006,481470000
TJ,2007,499710000
TJ,2008,21240000
TJ,2009,0
TJ,2010,0
TJ,2011,0
TL,2001,
TL,2002,
TL,2003,
TL,2004,
TL,2005,
TL,2006,3410000
TL,2007,10990000
TL,2008,6840000
TL,2009,680000
TL,2010,6440000
TL,2011,42000000
TM,2001,
TM,2002,
TM,2003,
TM,2004,
TM,2005,
TM,2006,
TM,2007,
TM,2008,
TM,2009,
TM,2010,
TM,2011,
TN,2001,0
TN,2002,45890000
TN,2003,56180000
TN,2004,141450000
TN,2005,31450000
TN,2006,41040000
TN,2007,38250000
TN,2008,0
TN,2009,0
TN,2010,0
TN,2011,0
TO,2001,0
TO,2002,100000
TO,2003,27660000
TO,2004,67460000
TO,2005,17950000
TO,2006,17570000
TO,2007,51120000
TO,2008,11330000
TO,2009,35170000
TO,2010,
TO,2011,
TR,2001,4877660000
TR,2002,1584840000
TR,2003,0
TR,2004,0
TR,2005,0
TR,2006,279070000
TR,2007,0
TR,2008,0
TR,2009,0
TR,2010,0
TR,2011,0
TT,2001,434490000
TT,2002,830200000
TT,2003,0
TT,2004,439620000
TT,2005,798130000
TT,2006,489290000
TT,2007,436600000
TT,2008,0
TT,2009,0
TT,2010,0
TT,2011,1203660000
TZ,2001,386390000
TZ,2002,738700000
TZ,2003,451260000
TZ,2004,124580000
TZ,2005,892780000
TZ,2006,0
TZ,2007,0
TZ,2008,414870000
TZ,2009,270780000
TZ,2010,1414340000
TZ,2011,353040000
UA,2001,478940000
UA,2002,2647570000
UA,2003,2299770000
UA,2004,0
UA,2005,0
UA,2006,0
UA,2007,591640000
UA,2008,0
UA,2009,0
UA,2010,0
UA,2011,0
UG,2001,11520000
UG,2002,207050000
UG,2003,275590000
UG,2004,401240000
UG,2005,617150000
UG,2006,11750000
UG,2007,7710000
UG,2008,0
UG,2009,302980000
UG,2010,0
UG,2011,0
UY,2001,0
UY,2002,5229760000
UY,2003,0
UY,2004,0
UY,2005,339350000
UY,2006,273720000
UY,2007,449570000
UY,2008,0
UY,2009,0
UY,2010,804790000
UY,2011,312670000
UZ,2001,
UZ,2002,
UZ,2003,
UZ,2004,
UZ,2005,
UZ,2006,
UZ,2007,
UZ,2008,
UZ,2009,
UZ,2010,
UZ,2011,
VC,2001,13620000
VC,2002,0
VC,2003,0
VC,2004,20240000
VC,2005,27360000
VC,2006,18570000
VC,2007,500000
VC,2008,0
VC,2009,0
VC,2010,0
