country,year,university-college-enrolment
UA,2006,72.7671
UY,2006,46.01796
US,2006,81.2776
UZ,2006,10.10963
VC,2006,
VE,2006,
VI,2006,
VN,2006,16.48521
VU,2006,
PS,2006,44.22697
WS,2006,
YE,2006,9.2007
ZA,2006,
CD,2006,4.53075
ZM,2006,
ZW,2006,
AW,2007,33.92613
AD,2007,
AF,2007,
AO,2007,
AL,2007,31.79338
AE,2007,
AR,2007,66.72804
AM,2007,44.32213
AS,2007,
AG,2007,
AU,2007,71.45716
AT,2007,50.90288
AZ,2007,19.3646
BI,2007,2.36324
BE,2007,61.61449
BJ,2007,
BF,2007,2.6123
BD,2007,7.65622
BG,2007,49.53498
BH,2007,
BS,2007,
BA,2007,34.07957
BY,2007,70.15585
BZ,2007,18.21641
BM,2007,26.17433
BO,2007,37.6887
BR,2007,
BB,2007,56.53316
BN,2007,17.94593
BT,2007,5.39997
BW,2007,
CF,2007,
CA,2007,
CH,2007,47.12323
CL,2007,52.11396
CN,2007,19.9669
CI,2007,9.55895
CM,2007,7.19805
CG,2007,
CO,2007,32.96354
KM,2007,4.2107
CV,2007,9.59665
CR,2007,
CU,2007,105.78393
CW,2007,
KY,2007,21.47513
CY,2007,36.17381
CZ,2007,54.48956
DE,2007,
DJ,2007,2.73832
DM,2007,
DK,2007,78.57612
DO,2007,
DZ,2007,22.28536
EC,2007,
EG,2007,31.85237
ER,2007,
ES,2007,68.99323
EE,2007,68.81517
ET,2007,
FI,2007,93.95481
FJ,2007,
FR,2007,53.29764
FO,2007,
FM,2007,
GA,2007,
GB,2007,58.68982
GE,2007,36.83939
GH,2007,6.35065
GN,2007,7.8249
GM,2007,
GW,2007,
GQ,2007,
GR,2007,91.39059
GD,2007,
GL,2007,
GT,2007,17.87513
GU,2007,
GY,2007,11.3032
HK,2007,41.15414
HN,2007,
HR,2007,48.0292
HT,2007,
HU,2007,67.35073
ID,2007,18.39534
IN,2007,13.48119
IE,2007,60.32063
IR,2007,29.90273
IQ,2007,
IS,2007,71.76684
IL,2007,60.50194
IT,2007,66.26594
JM,2007,
JO,2007,41.1681
JP,2007,57.81827
KZ,2007,50.79146
KE,2007,
KG,2007,42.82681
KH,2007,7.25094
KI,2007,
KN,2007,
KR,2007,100.81131
XK,2007,
KW,2007,
LA,2007,11.39688
LB,2007,46.67227
LR,2007,
LY,2007,
LC,2007,8.66369
LI,2007,31.62594
LK,2007,
LS,2007,
LT,2007,78.43972
LU,2007,
LV,2007,78.02857
MO,2007,58.73465
MF,2007,
MA,2007,11.76666
MC,2007,
MD,2007,41.20459
MG,2007,3.33788
MV,2007,11.33538
MX,2007,24.39092
MH,2007,
MK,2007,34.78804
ML,2007,5.10688
MT,2007,31.54155
MM,2007,10.14058
ME,2007,34.46343
MN,2007,46.93434
MP,2007,
MZ,2007,
MR,2007,3.73368
MU,2007,24.53931
MW,2007,0.50843
MY,2007,30.24552
NA,2007,
NC,2007,
NE,2007,1.0693
NG,2007,
NI,2007,
NL,2007,60.24711
NO,2007,75.37656
NP,2007,10.39971
NZ,2007,79.01181
OM,2007,21.06315
PK,2007,5.39025
PA,2007,43.0178
PE,2007,
PH,2007,
PW,2007,
PG,2007,
PL,2007,66.6904
PR,2007,71.66659
KP,2007,
PT,2007,57.64466
PY,2007,28.67236
PF,2007,
QA,2007,13.29162
RO,2007,53.95585
RU,2007,74.12998
RW,2007,3.71235
SA,2007,29.65088
SD,2007,
SN,2007,6.41868
SG,2007,
SB,2007,
SL,2007,
SV,2007,21.96161
SM,2007,
SO,2007,
RS,2007,47.993
SS,2007,
ST,2007,
SR,2007,
SK,2007,49.94615
SI,2007,84.9052
SE,2007,74.95534
SZ,2007,
SX,2007,
SC,2007,
SY,2007,22.59816
TC,2007,
TD,2007,
TG,2007,5.66543
TH,2007,48.11159
TJ,2007,22.76433
TM,2007,
TL,2007,
TO,2007,
TT,2007,
TN,2007,31.07071
TR,2007,38.46531
TV,2007,
TZ,2007,
UG,2007,
UA,2007,75.44396
UY,2007,63.71429
US,2007,82.25604
UZ,2007,10.05502
VC,2007,
VE,2007,
VI,2007,
VN,2007,18.17133
VU,2007,
PS,2007,48.90114
WS,2007,
YE,2007,10.51073
ZA,2007,
CD,2007,4.55632
ZM,2007,
ZW,2007,
AW,2008,35.24049
AD,2008,
AF,2008,
AO,2008,
AL,2008,32.32131
AE,2008,
AR,2008,68.6869
AM,2008,46.58058
AS,2008,
AG,2008,
AU,2008,71.83235
AT,2008,56.0321
AZ,2008,19.04789
BI,2008,2.55527
BE,2008,62.19873
BJ,2008,
BF,2008,3.1813
BD,2008,8.60208
BG,2008,51.35084
BH,2008,
BS,2008,
BA,2008,35.91553
BY,2008,70.03213
BZ,2008,19.28214
BM,2008,25.92593
BO,2008,
BR,2008,
BB,2008,
BN,2008,18.31874
BT,2008,6.46172
BW,2008,
CF,2008,2.3143
CA,2008,
CH,2008,48.68194
CL,2008,54.85674
CN,2008,20.18727
CI,2008,
CM,2008,7.80835
CG,2008,
CO,2008,35.36916
KM,2008,
CV,2008,11.95719
CR,2008,
CU,2008,117.89144
CW,2008,
KY,2008,29.45736
CY,2008,42.618
CZ,2008,58.05345
DE,2008,
DJ,2008,2.73736
DM,2008,
DK,2008,75.67538
DO,2008,
DZ,2008,
EC,2008,38.92361
EG,2008,31.64919
ER,2008,
ES,2008,70.71155
EE,2008,68.21029
ET,2008,
FI,2008,95.01728
FJ,2008,
FR,2008,53.18593
FO,2008,
FM,2008,
GA,2008,
GB,2008,57.24696
GE,2008,34.00198
GH,2008,8.42508
GN,2008,8.91926
GM,2008,4.47064
GW,2008,
GQ,2008,
GR,2008,
GD,2008,
GL,2008,
GT,2008,
GU,2008,
GY,2008,10.77931
HK,2008,53.86305
HN,2008,18.75294
HR,2008,50.54026
HT,2008,
HU,2008,64.48197
ID,2008,21.33734
IN,2008,15.41577
IE,2008,59.0189
IR,2008,36.39398
IQ,2008,
IS,2008,74.20909
IL,2008,59.69733
IT,2008,65.60215
JM,2008,25.3042
JO,2008,44.30046
JP,2008,57.644
KZ,2008,46.41731
KE,2008,
KG,2008,46.60469
KH,2008,9.08014
KI,2008,
KN,2008,18.22618
KR,2008,101.75924
XK,2008,
KW,2008,
LA,2008,13.09264
LB,2008,48.29705
LR,2008,
LY,2008,
LC,2008,15.94777
LI,2008,36.73095
LK,2008,
LS,2008,
LT,2008,80.39979
LU,2008,10.57493
LV,2008,77.27155
MO,2008,58.08111
MF,2008,
MA,2008,12.85362
MC,2008,
MD,2008,39.9985
MG,2008,3.38606
MV,2008,13.18124
MX,2008,25.09616
MH,2008,
MK,2008,39.1127
ML,2008,5.70298
MT,2008,30.71236
MM,2008,
ME,2008,42.70992
MN,2008,48.46203
MP,2008,
MZ,2008,3.50367
MR,2008,3.80494
MU,2008,27.23933
MW,2008,
MY,2008,33.71005
NA,2008,9.3296
NC,2008,
NE,2008,1.20909
NG,2008,
NI,2008,
NL,2008,60.8647
NO,2008,72.25778
NP,2008,11.30563
NZ,2008,78.16459
OM,2008,20.56425
PK,2008,5.36803
PA,2008,43.12349
PE,2008,
PH,2008,28.84396
PW,2008,
PG,2008,
PL,2008,69.3607
PR,2008,77.87124
KP,2008,
PT,2008,61.37144
PY,2008,34.01438
PF,2008,
QA,2008,11.3693
RO,2008,59.59186
RU,2008,75.01527
RW,2008,4.05255
SA,2008,30.11634
SD,2008,
SN,2008,8.00458
SG,2008,
SB,2008,
SL,2008,
SV,2008,22.57753
SM,2008,
SO,2008,
RS,2008,48.66538
SS,2008,
ST,2008,
SR,2008,
SK,2008,53.2181
SI,2008,85.54586
SE,2008,71.07727
SZ,2008,
SX,2008,
SC,2008,
SY,2008,24.20384
TC,2008,0.07605
TD,2008,1.95391
TG,2008,
TH,2008,47.73226
TJ,2008,23.01282
TM,2008,
TL,2008,
TO,2008,
TT,2008,
TN,2008,33.51222
TR,2008,39.87486
TV,2008,
TZ,2008,
UG,2008,3.76375
UA,2008,77.34882
UY,2008,64.59832
US,2008,84.21237
UZ,2008,10.12143
VC,2008,
VE,2008,78.13466
VI,2008,
VN,2008,18.74038
VU,2008,
PS,2008,50.65409
WS,2008,
YE,2008,10.77581
ZA,2008,
CD,2008,5.72721
ZM,2008,
ZW,2008,
AW,2009,35.36232
AD,2009,
AF,2009,3.9114
AO,2009,
AL,2009,33.1062
AE,2009,
AR,2009,71.25094
AM,2009,49.11955
AS,2009,
AG,2009,14.81005
AU,2009,75.63
AT,2009,60.69051
AZ,2009,19.05771
BI,2009,2.72363
BE,2009,65.16407
BJ,2009,9.87016
BF,2009,3.53401
BD,2009,10.46633
BG,2009,54.0999
BH,2009,
BS,2009,
BA,2009,36.36577
BY,2009,73.59158
BZ,2009,22.86576
BM,2009,32.11095
BO,2009,
BR,2009,
BB,2009,70.45052
BN,2009,19.19414
BT,2009,6.27684
BW,2009,
CF,2009,2.49129
CA,2009,
CH,2009,49.9725
CL,2009,59.0127
CN,2009,21.82372
CI,2009,9.02872
CM,2009,8.95189
CG,2009,6.51998
CO,2009,36.95747
KM,2009,7.4664
CV,2009,15.10609
CR,2009,
CU,2009,114.78403
CW,2009,
KY,2009,
CY,2009,52.00389
CZ,2009,60.6826
DE,2009,
DJ,2009,3.40972
DM,2009,
DK,2009,74.25672
DO,2009,
DZ,2009,28.59671
EC,2009,
EG,2009,32.36041
ER,2009,1.70942
ES,2009,73.18191
EE,2009,69.20874
ET,2009,
FI,2009,91.75254
FJ,2009,
FR,2009,53.7642
FO,2009,
FM,2009,
GA,2009,
GB,2009,58.99213
GE,2009,25.21715
GH,2009,8.78976
GN,2009,9.03526
GM,2009,1.1901
GW,2009,
GQ,2009,
GR,2009,
GD,2009,52.77318
GL,2009,
GT,2009,
GU,2009,
GY,2009,10.36444
HK,2009,54.83638
HN,2009,
HR,2009,50.43702
HT,2009,
HU,2009,61.7145
ID,2009,23.74035
IN,2009,16.39657
IE,2009,63.45151
IR,2009,36.82046
IQ,2009,
IS,2009,74.46415
IL,2009,62.37535
IT,2009,65.39041
JM,2009,25.21812
JO,2009,45.11951
JP,2009,57.6837
KZ,2009,40.77455
KE,2009,4.04812
KG,2009,44.26985
KH,2009,11.72333
KI,2009,
KN,2009,
KR,2009,101.56675
XK,2009,
KW,2009,
LA,2009,15.99353
LB,2009,48.20804
LR,2009,
LY,2009,
LC,2009,17.6504
LI,2009,34.44495
LK,2009,
LS,2009,
LT,2009,83.32141
LU,2009,
LV,2009,76.74977
MO,2009,62.30263
MF,2009,
MA,2009,13.45325
MC,2009,
MD,2009,38.29286
MG,2009,3.57722
MV,2009,
MX,2009,25.65348
MH,2009,
MK,2009,38.98286
ML,2009,6.29994
MT,2009,34.11323
MM,2009,
ME,2009,51.78555
MN,2009,51.4514
MP,2009,
MZ,2009,3.79617
MR,2009,3.86735
MU,2009,32.19262
MW,2009,
MY,2009,35.72051
NA,2009,
NC,2009,
NE,2009,1.45036
NG,2009,
NI,2009,
NL,2009,61.78514
NO,2009,72.59215
NP,2009,11.21704
NZ,2009,82.7309
OM,2009,24.162
PK,2009,6.63953
PA,2009,43.03004
PE,2009,
PH,2009,28.19964
PW,2009,
PG,2009,
PL,2009,71.19324
PR,2009,81.26384
KP,2009,
PT,2009,62.58633
PY,2009,36.5878
PF,2009,
QA,2009,10.08617
RO,2009,61.29571
RU,2009,75.47462
RW,2009,4.98875
SA,2009,31.2906
SD,2009,
SN,2009,8.03581
SG,2009,
SB,2009,
SL,2009,
SV,2009,22.95872
SM,2009,
SO,2009,
RS,2009,49.84967
SS,2009,
ST,2009,3.89036
SR,2009,
SK,2009,55.20573
SI,2009,86.119
SE,2009,71.38803
SZ,2009,
SX,2009,
SC,2009,
SY,2009,24.21231
TC,2009,
TD,2009,2.02686
TG,2009,
TH,2009,48.64748
TJ,2009,22.62217
TM,2009,
TL,2009,16.46423
TO,2009,
TT,2009,
TN,2009,34.56495
TR,2009,46.12795
TV,2009,
TZ,2009,
UG,2009,4.17587
UA,2009,78.01468
UY,2009,63.23914
US,2009,87.73228
UZ,2009,9.94655
VC,2009,
VE,2009,78.10754
VI,2009,
VN,2009,19.86936
VU,2009,
PS,2009,48.96578
WS,2009,
YE,2009,11.37982
ZA,2009,
CD,2009,6.77371
ZM,2009,
ZW,2009,
AW,2010,37.35172
AD,2010,
AF,2010,
AO,2010,
AL,2010,43.56153
AE,2010,
AR,2010,74.82966
AM,2010,50.62447
AS,2010,
AG,2010,16.23196
AU,2010,79.77163
AT,2010,68.72152
AZ,2010,19.26004
BI,2010,3.16599
BE,2010,67.52088
BJ,2010,
BF,2010,3.57959
BD,2010,
BG,2010,57.99295
BH,2010,36.87181
BS,2010,
BA,2010,36.52696
BY,2010,78.99414
BZ,2010,22.5795
BM,2010,29.81673
BO,2010,
BR,2010,
BB,2010,64.81191
BN,2010,17.60385
BT,2010,7.0034
BW,2010,
CF,2010,2.61204
CA,2010,
CH,2010,52.75723
CL,2010,65.93443
CN,2010,23.32153
CI,2010,8.35915
CM,2010,11.02242
CG,2010,
CO,2010,38.99175
KM,2010,8.27455
CV,2010,17.97689
CR,2010,
CU,2010,95.00228
CW,2010,
KY,2010,
CY,2010,48.31158
CZ,2010,63.21222
DE,2010,
DJ,2010,3.40697
DM,2010,
DK,2010,73.58181
DO,2010,
DZ,2010,28.75825
EC,2010,
EG,2010,33.46806
ER,2010,2.03361
ES,2010,78.08628
EE,2010,71.65114
ET,2010,
FI,2010,94.05499
FJ,2010,
FR,2010,56.06344
FO,2010,
FM,2010,
GA,2010,
GB,2010,60.50796
GE,2010,28.26323
GH,2010,
GN,2010,10.2789
GM,2010,2.17309
GW,2010,
GQ,2010,
GR,2010,
GD,2010,
GL,2010,
GT,2010,
GU,2010,
GY,2010,11.49131
HK,2010,57.83573
HN,2010,20.5588
HR,2010,55.83363
HT,2010,
HU,2010,60.37749
ID,2010,24.88563
IN,2010,18.22679
IE,2010,70.60624
IR,2010,43.08077
IQ,2010,
IS,2010,78.47237
IL,2010,
IT,2010,64.26893
JM,2010,28.93489
JO,2010,40.43267
JP,2010,58.07908
KZ,2010,39.49354
KE,2010,
KG,2010,42.13335
KH,2010,14.0676
KI,2010,
KN,2010,
KR,2010,100.95611
XK,2010,
KW,2010,
LA,2010,16.08795
LB,2010,47.7966
LR,2010,9.29885
LY,2010,
LC,2010,12.49288
LI,2010,36.01831
LK,2010,16.04246
LS,2010,
LT,2010,80.75075
LU,2010,18.20522
LV,2010,70.55192
MO,2010,61.79196
MF,2010,
MA,2010,14.3189
MC,2010,
MD,2010,38.14536
MG,2010,3.73883
MV,2010,
MX,2010,26.73939
MH,2010,
MK,2010,37.07479
ML,2010,6.51419
MT,2010,36.48112
MM,2010,
ME,2010,55.53195
MN,2010,53.81167
MP,2010,
MZ,2010,
MR,2010,4.37943
MU,2010,34.72646
MW,2010,0.7172
MY,2010,37.13453
NA,2010,
NC,2010,
NE,2010,1.49683
NG,2010,
NI,2010,
NL,2010,64.32605
NO,2010,72.79106
NP,2010,14.36489
NZ,2010,82.55537
OM,2010,24.74616
PK,2010,
PA,2010,43.91579
PE,2010,42.63866
PH,2010,
PW,2010,
PG,2010,
PL,2010,73.52072
PR,2010,86.34675
KP,2010,
PT,2010,65.94793
PY,2010,34.51367
PF,2010,
QA,2010,9.99581
RO,2010,56.7765
RU,2010,
RW,2010,5.77162
SA,2010,37.33879
SD,2010,
SN,2010,7.62999
SG,2010,
SB,2010,
SL,2010,
SV,2010,23.40693
SM,2010,64.84429
SO,2010,
RS,2010,49.08272
SS,2010,
ST,2010,4.20417
SR,2010,
SK,2010,55.99003
SI,2010,88.46797
SE,2010,74.63097
SZ,2010,
SX,2010,
SC,2010,
SY,2010,25.72203
TC,2010,
TD,2010,2.12218
TG,2010,9.11702
TH,2010,50.02553
TJ,2010,22.69801
TM,2010,
TL,2010,17.73506
TO,2010,
TT,2010,
TN,2010,36.05527
TR,2010,55.90155
TV,2010,
TZ,2010,2.10866
UG,2010,
UA,2010,76.65549
UY,2010,63.15235
US,2010,93.29339
UZ,2010,
VC,2010,
VE,2010,
VI,2010,
VN,2010,22.385
VU,2010,
PS,2010,50.06136
WS,2010,
YE,2010,10.86531
ZA,2010,
CD,2010,
ZM,2010,
ZW,2010,6.21249
AW,2011,38.73762
AD,2011,
AF,2011,3.74394
AO,2011,7.49504
AL,2011,47.74272
AE,2011,
AR,2011,78.62611
AM,2011,51.00142
AS,2011,
AG,2011,14.36836
AU,2011,83.24341
AT,2011,70.49385
AZ,2011,19.64731
BI,2011,
BE,2011,69.26048
BJ,2011,12.36512
BF,2011,4.14664
BD,2011,13.15282
BG,2011,59.62523
BH,2011,36.55164
BS,2011,
BA,2011,37.65749
BY,2011,85.69712
BZ,2011,22.86338
BM,2011,31.16544
BO,2011,
BR,2011,
BB,2011,60.84252
BN,2011,19.72259
BT,2011,8.74412
BW,2011,
CF,2011,3.05465
CA,2011,
CH,2011,54.33827
CL,2011,70.51935
CN,2011,24.32841
CI,2011,
CM,2011,11.90675
CG,2011,9.06463
CO,2011,42.74132
KM,2011,10.11311
CV,2011,20.6206
CR,2011,44.45025
CU,2011,80.29585
CW,2011,
KY,2011,
CY,2011,46.53973
CZ,2011,64.58364
DE,2011,56.52802
DJ,2011,4.91985
DM,2011,
DK,2011,76.80115
DO,2011,
DZ,2011,30.27547
EC,2011,
EG,2011,28.7532
ER,2011,
ES,2011,82.61555
EE,2011,
ET,2011,
FI,2011,95.08737
FJ,2011,
FR,2011,57.0639
FO,2011,
FM,2011,
GA,2011,
GB,2011,61.16683
GE,2011,30.08354
GH,2011,12.07963
GN,2011,10.43145
GM,2011,3.4157
GW,2011,
GQ,2011,
GR,2011,113.98336
GD,2011,
GL,2011,
GT,2011,
GU,2011,
GY,2011,12.17107
HK,2011,59.89669
HN,2011,
HR,2011,58.80533
HT,2011,
HU,2011,59.50613
ID,2011,27.20455
IN,2011,23.27124
IE,2011,73.47068
IR,2011,48.82941
IQ,2011,
IS,2011,80.94236
IL,2011,65.84655
IT,2011,63.85777
JM,2011,28.2233
JO,2011,39.93893
JP,2011,59.92406
KZ,2011,42.1698
KE,2011,
KG,2011,41.34548
KH,2011,15.83411
KI,2011,
KN,2011,
KR,2011,100.8
XK,2011,
KW,2011,
LA,2011,17.08848
LB,2011,49.73384
LR,2011,
LY,2011,
LC,2011,16.3404
LI,2011,43.6751
LK,2011,15.0175
LS,2011,
LT,2011,76.60441
LU,2011,
LV,2011,67.28473
MO,2011,63.98516
MF,2011,
MA,2011,16.15857
MC,2011,
MD,2011,39.44804
MG,2011,4.14331
MV,2011,
MX,2011,27.68683
MH,2011,
MK,2011,40.75877
ML,2011,6.86006
MT,2011,39.59956
MM,2011,13.81368
ME,2011,
MN,2011,57.57916
MP,2011,
MZ,2011,4.85041
MR,2011,4.74853
MU,2011,36.70732
MW,2011,0.81415
MY,2011,35.97491
NA,2011,
NC,2011,
NE,2011,1.55035
NG,2011,
NI,2011,
NL,2011,76.41607
NO,2011,73.08579
NP,2011,14.49029
NZ,2011,80.78135
OM,2011,28.13726
PK,2011,8.31155
PA,2011,41.78192
PE,2011,
PH,2011,
PW,2011,
PG,2011,
PL,2011,73.5097
PR,2011,86.46033
KP,2011,
PT,2011,
PY,2011,
PF,2011,
QA,2011,11.69311
RO,2011,51.59729
RU,2011,76.53
RW,2011,7.09849
SA,2011,43.18187
SD,2011,
SN,2011,
SG,2011,
SB,2011,
SL,2011,
SV,2011,24.51857
SM,2011,64.29558
SO,2011,
RS,2011,50.36518
SS,2011,
ST,2011,
SR,2011,
SK,2011,55.07142
SI,2011,85.08911
SE,2011,73.94509
SZ,2011,5.96363
SX,2011,
SC,2011,2.55405
SY,2011,25.63541
TC,2011,
TD,2011,2.25039
TG,2011,10.14691
TH,2011,52.58112
TJ,2011,22.01476
TM,2011,
TL,2011,
TO,2011,
TT,2011,
TN,2011,35.22289
TR,2011,60.6836
TV,2011,
TZ,2011,
UG,2011,9.05573
UA,2011,79.24941
UY,2011,
US,2011,95.33196
UZ,2011,8.87381
VC,2011,
VE,2011,
VI,2011,
VN,2011,24.4293
VU,2011,
PS,2011,51.30829
WS,2011,
YE,2011,10.28643
ZA,2011,
CD,2011,8.1253
ZM,2011,
ZW,2011,6.02176
AW,2012,37.76113
AD,2012,
AF,2012,
AO,2012,
AL,2012,55.50096
AE,2012,
AR,2012,
AM,2012,46.04359
AS,2012,
AG,2012,23.48624
AU,2012,86.33409
AT,2012,72.43606
AZ,2012,20.4372
BI,2012,
BE,2012,70.82755
BJ,2012,
BF,2012,4.56077
BD,2012,
BG,2012,62.69648
BH,2012,33.45658
BS,2012,
BA,2012,37.74196
BY,2012,91.45247
BZ,2012,25.78797
BM,2012,30.8026
BO,2012,
BR,2012,
BB,2012,
BN,2012,24.33869
BT,2012,9.45071
BW,2012,
CF,2012,2.84086
CA,2012,
CH,2012,55.5619
CL,2012,74.39199
CN,2012,26.7
CI,2012,4.46391
CM,2012,
CG,2012,10.36444
CO,2012,45.01903
KM,2012,11.42145
CV,2012,20.60955
CR,2012,46.74096
CU,2012,62.4513
CW,2012,
KY,2012,
CY,2012,45.86359
CZ,2012,64.17338
DE,2012,61.65019
DJ,2012,
DM,2012,
DK,2012,79.59763
DO,2012,
DZ,2012,31.46411
EC,2012,
EG,2012,30.05602
ER,2012,
ES,2012,84.56586
EE,2012,76.6841
ET,2012,
FI,2012,93.72182
FJ,2012,
FR,2012,58.3049
FO,2012,
FM,2012,
GA,2012,
GB,2012,61.88096
GE,2012,27.93352
GH,2012,12.19913
GN,2012,9.93176
GM,2012,
GW,2012,
GQ,2012,
GR,2012,
GD,2012,
GL,2012,
GT,2012,
GU,2012,
GY,2012,12.91051
HK,2012,59.6662
HN,2012,20.39799
HR,2012,61.63096
HT,2012,
HU,2012,59.63108
ID,2012,31.51226
IN,2012,24.7677
IE,2012,71.24203
IR,2012,55.16453
IQ,2012,
IS,2012,
IL,2012,
IT,2012,62.46929
JM,2012,30.82267
JO,2012,46.60965
JP,2012,61.45932
KZ,2012,44.52599
KE,2012,
KG,2012,
KH,2012,
KI,2012,
KN,2012,
KR,2012,98.37919
XK,2012,
KW,2012,
LA,2012,16.72537
LB,2012,46.26451
LR,2012,11.63836
LY,2012,
LC,2012,10.17841
LI,2012,
LK,2012,16.96746
LS,2012,10.82567
LT,2012,73.94864
LU,2012,
LV,2012,65.13343
MO,2012,
MF,2012,
MA,2012,
MC,2012,
MD,2012,40.10864
MG,2012,4.22516
MV,2012,
MX,2012,28.99449
MH,2012,42.86175
MK,2012,38.45752
ML,2012,7.47441
MT,2012,41.21104
MM,2012,
ME,2012,
MN,2012,61.10051
MP,2012,
MZ,2012,
MR,2012,5.14448
MU,2012,40.32104
MW,2012,
MY,2012,
NA,2012,
NC,2012,
NE,2012,1.75417
NG,2012,
NI,2012,
NL,2012,77.34356
NO,2012,74.10112
NP,2012,
NZ,2012,79.77627
OM,2012,
PK,2012,9.52802
PA,2012,
PE,2012,
PH,2012,
PW,2012,
PG,2012,
PL,2012,73.19394
PR,2012,
KP,2012,
PT,2012,68.86158
PY,2012,
PF,2012,
QA,2012,12.14547
RO,2012,
RU,2012,76.14355
RW,2012,7.21898
SA,2012,50.93608
SD,2012,
SN,2012,
SG,2012,
SB,2012,
SL,2012,
SV,2012,25.45447
SM,2012,59.849
SO,2012,
RS,2012,52.37703
SS,2012,
ST,2012,7.67444
SR,2012,
SK,2012,55.10905
SI,2012,86.0247
SE,2012,70.02567
SZ,2012,
SX,2012,
SC,2012,1.41659
SY,2012,
TC,2012,
TD,2012,
TG,2012,10.31276
TH,2012,51.40475
TJ,2012,22.47026
TM,2012,
TL,2012,
TO,2012,
TT,2012,
TN,2012,35.19931
TR,2012,69.38549
TV,2012,
TZ,2012,3.91904
UG,2012,
UA,2012,79.70165
UY,2012,
US,2012,94.2767
UZ,2012,
VC,2012,
VE,2012,
VI,2012,
VN,2012,24.59961
VU,2012,
PS,2012,49.06407
WS,2012,
YE,2012,
ZA,2012,
CD,2012,8.23363
ZM,2012,
ZW,2012,5.94417
AW,2013,
AD,2013,
AF,2013,
AO,2013,
AL,2013,
AE,2013,
AR,2013,
AM,2013,
AS,2013,
AG,2013,
AU,2013,
AT,2013,
AZ,2013,
BI,2013,
BE,2013,
BJ,2013,
BF,2013,
BD,2013,
BG,2013,
BH,2013,
BS,2013,
BA,2013,
BY,2013,
BZ,2013,
BM,2013,
BO,2013,
BR,2013,
BB,2013,
BN,2013,
BT,2013,
BW,2013,
CF,2013,
CA,2013,
CH,2013,
CL,2013,
CN,2013,
CI,2013,
CM,2013,
CG,2013,
CO,2013,
KM,2013,
CV,2013,
CR,2013,
CU,2013,
CW,2013,
KY,2013,
CY,2013,
CZ,2013,
DE,2013,
DJ,2013,
DM,2013,
DK,2013,
DO,2013,
DZ,2013,
EC,2013,
EG,2013,
ER,2013,
ES,2013,
EE,2013,
ET,2013,
FI,2013,
FJ,2013,
FR,2013,
FO,2013,
FM,2013,
GA,2013,
GB,2013,
GE,2013,
GH,2013,
GN,2013,
GM,2013,
GW,2013,
GQ,2013,
GR,2013,
GD,2013,
GL,2013,
GT,2013,
GU,2013,
GY,2013,
HK,2013,
HN,2013,
HR,2013,
HT,2013,
HU,2013,
ID,2013,
IN,2013,
IE,2013,
IR,2013,
IQ,2013,
IS,2013,
IL,2013,
IT,2013,
JM,2013,
JO,2013,
JP,2013,
KZ,2013,
KE,2013,
KG,2013,
KH,2013,
KI,2013,
KN,2013,
KR,2013,
XK,2013,
KW,2013,
LA,2013,
LB,2013,
LR,2013,
LY,2013,
LC,2013,
LI,2013,
LK,2013,
LS,2013,
LT,2013,
LU,2013,
LV,2013,
MO,2013,
MF,2013,
MA,2013,
MC,2013,
MD,2013,
MG,2013,
MV,2013,
MX,2013,
MH,2013,
MK,2013,
ML,2013,
MT,2013,
MM,2013,
ME,2013,
MN,2013,
MP,2013,
MZ,2013,
MR,2013,
MU,2013,
MW,2013,
MY,2013,
NA,2013,
NC,2013,
NE,2013,
NG,2013,
NI,2013,
NL,2013,
NO,2013,
NP,2013,
NZ,2013,
OM,2013,
PK,2013,
PA,2013,
PE,2013,
PH,2013,
PW,2013,
PG,2013,
PL,2013,
PR,2013,
KP,2013,
PT,2013,
PY,2013,
PF,2013,
QA,2013,
RO,2013,
RU,2013,
RW,2013,
SA,2013,
SD,2013,
SN,2013,
SG,2013,
SB,2013,
SL,2013,
SV,2013,
SM,2013,
SO,2013,
RS,2013,
SS,2013,
ST,2013,
SR,2013,
SK,2013,
SI,2013,
SE,2013,
SZ,2013,
SX,2013,
SC,2013,
SY,2013,
TC,2013,
TD,2013,
TG,2013,
TH,2013,51.23354
TJ,2013,
TM,2013,
TL,2013,
TO,2013,
TT,2013,
TN,2013,
TR,2013,
TV,2013,
TZ,2013,
UG,2013,
UA,2013,
UY,2013,
US,2013,
UZ,2013,
VC,2013,
VE,2013,
VI,2013,
VN,2013,
VU,2013,
PS,2013,
WS,2013,
YE,2013,
ZA,2013,
CD,2013,
ZM,2013,
ZW,2013,
