country,sector,bundle,year,in-oda-gross-sector-bundle
KE,C,G,2008,7145367
KE,D,A,2008,3337501
KE,D,B,2008,21565130
KE,D,E,2008,49857208
KE,D,F,2008,203728
KE,D,G,2008,18463918
KE,E,A,2008,13451078
KE,E,B,2008,4738855
KE,E,E,2008,9904763
KE,E,G,2008,8887521
KE,F,A,2008,136088567
KE,F,B,2008,6909857
KE,F,E,2008,11673602
KE,F,F,2008,356874
KE,F,G,2008,3228126
KE,G,A,2008,11355509
KE,G,B,2008,8631971
KE,G,E,2008,7909630
KE,G,G,2008,3759848
KE,H,A,2008,36441284
KE,H,B,2008,42151066
KE,H,C,2008,42998199
KE,H,E,2008,12350492
KE,H,G,2008,22610188
KE,I,A,2008,15820809
KE,I,B,2008,769412
KE,I,E,2008,4411304
KE,I,G,2008,4022432
KE,J,A,2008,920089
KE,J,B,2008,2684972
KE,J,E,2008,24130929
KE,J,G,2008,3404670
KE,K,A,2008,9856002
KE,K,B,2008,11465314
KE,K,C,2008,151264
KE,K,D,2008,2226046
KE,K,E,2008,13271044
KE,K,F,2008,4911699
KE,K,G,2008,6439056
KE,L,B,2008,3232557
KE,L,G,2008,30243
KE,M,F,2008,22956010
KE,N,B,2008,37939278
KE,N,C,2008,156348120
KE,N,E,2008,70564315
KE,N,F,2008,56138
KE,N,G,2008,1611283
KG,A,A,2008,115874
KG,A,B,2008,4618597
KG,A,E,2008,2080273
KG,A,F,2008,4112322
KG,A,G,2008,10683314
KG,B,A,2008,115874
KG,B,B,2008,12711477
KG,B,C,2008,1640954
KG,B,E,2008,30790265
KG,B,F,2008,266
KG,B,G,2008,1932840
KG,C,A,2008,2258009
KG,C,B,2008,2540334
KG,C,E,2008,347074
KG,C,G,2008,1589949
KG,D,A,2008,1112486
KG,D,B,2008,12170890
KG,D,E,2008,16684658
KG,D,F,2008,107595
KG,D,G,2008,14659004
KG,E,B,2008,262800
KG,E,E,2008,1285113
KG,E,G,2008,31707482
KG,F,A,2008,2069096
KG,F,B,2008,130439
KG,F,E,2008,8630954
KG,F,F,2008,73110
KG,F,G,2008,3558453
KG,G,A,2008,2051170
KG,G,B,2008,2849627
KG,G,E,2008,3440832
KG,G,G,2008,3228248
KG,H,A,2008,1763992
KG,H,B,2008,1992154
KG,H,C,2008,11045536
KG,H,E,2008,7393636
KG,H,F,2008,4149
KG,H,G,2008,6617308
KG,I,A,2008,436684
KG,I,B,2008,1215139
KG,I,E,2008,3904664
KG,I,F,2008,12482
KG,I,G,2008,2746684
KG,J,E,2008,2221132
KG,J,G,2008,362174
KG,K,B,2008,3075257
KG,K,D,2008,83538
KG,K,E,2008,11590033
KG,K,F,2008,1077378
KG,K,G,2008,2155884
KG,L,B,2008,43070616
KG,M,F,2008,3543834
KG,N,B,2008,76468
KG,N,C,2008,692146
KG,N,E,2008,2009323
KG,N,G,2008,246560
KH,A,A,2008,2085198
KH,A,B,2008,4837597
KH,A,E,2008,12858756
KH,A,F,2008,3337275
KH,A,G,2008,19003731
KH,B,A,2008,2921706
KH,B,B,2008,11747140
KH,B,E,2008,95376341
KH,B,F,2008,160498
KH,B,G,2008,26208432
KH,C,A,2008,14736435
KH,C,B,2008,2084469
KH,C,E,2008,4024863
KH,C,G,2008,2808554
KH,D,A,2008,8461406
KH,D,B,2008,44943245
KH,D,E,2008,62208228
KH,D,F,2008,848513
KH,D,G,2008,37196489
KH,E,A,2008,548553
KH,E,B,2008,2168186
KH,E,E,2008,8446842
KH,E,G,2008,13028845
KH,F,A,2008,22535971
KH,F,B,2008,5804389
KH,F,E,2008,37406928
KH,F,G,2008,18549548
KH,G,A,2008,8791343
KH,G,B,2008,2194725
KH,G,E,2008,3889053
KH,G,F,2008,31474
KH,G,G,2008,6046370
KH,H,A,2008,325713
KH,H,B,2008,12682904
KH,H,C,2008,8115633
KH,H,E,2008,9960148
KH,H,G,2008,16353622
KH,I,A,2008,2624921
KH,I,B,2008,696073
KH,I,E,2008,4201359
KH,I,G,2008,11114422
KH,J,B,2008,1707973
KH,J,E,2008,21858375
KH,J,G,2008,720015
KH,K,B,2008,6133544
KH,K,D,2008,7845597
KH,K,E,2008,21316496
KH,K,F,2008,1242545
KH,K,G,2008,16921909
KH,L,B,2008,2606025
KH,L,G,2008,6150
KH,N,C,2008,4658430
KH,N,E,2008,2418705
KH,N,G,2008,114792
KI,A,E,2008,54918
KI,A,G,2008,4306638
KI,B,B,2008,151529
KI,B,C,2008,115431
KI,B,E,2008,5521675
KI,B,G,2008,1932170
KI,D,B,2008,760247
KI,D,E,2008,2716794
KI,D,G,2008,2289762
KI,E,B,2008,-429
KI,E,E,2008,40364
KI,E,G,2008,80770
KI,F,G,2008,1455015
KI,G,B,2008,145851
KI,H,E,2008,4591396
KI,H,G,2008,1495181
KI,I,B,2008,51501
KI,I,G,2008,16075
KI,J,E,2008,2390436
KI,J,G,2008,33954
KI,K,B,2008,1514263
KI,K,E,2008,173566
KI,K,F,2008,32339
KI,K,G,2008,2739746
KI,L,B,2008,732
KM,A,A,2008,211220
KM,A,B,2008,190035
KM,A,E,2008,6589283
KM,A,F,2008,6251610
KM,A,G,2008,443553
KM,B,A,2008,633662
KM,B,B,2008,593529
KM,B,C,2008,467440
KM,B,E,2008,1264261
KM,B,G,2008,19041
KM,C,A,2008,352034
KM,C,B,2008,316726
KM,C,E,2008,621585
KM,D,B,2008,3305
KM,D,E,2008,3737629
KM,D,G,2008,751588
KM,E,E,2008,17401
KM,E,G,2008,483234
KM,F,A,2008,211220
KM,F,B,2008,190035
KM,F,E,2008,178642
KM,G,A,2008,806514
KM,G,E,2008,651625
KM,H,E,2008,681400
KM,H,G,2008,569099
KM,I,E,2008,10080
KM,I,G,2008,16075
KM,J,B,2008,32001
KM,J,E,2008,663265
KM,K,B,2008,557005
KM,K,D,2008,182292
KM,K,E,2008,2542653
KM,K,F,2008,712700
KM,K,G,2008,1723010
KM,L,B,2008,5730600
KM,M,F,2008,3584344
KM,N,C,2008,49032
KM,N,E,2008,636720
KN,A,E,2008,196165
KN,A,F,2008,369606
KN,A,G,2008,1385943
KN,D,G,2008,75689
KN,H,E,2008,389412
KN,H,G,2008,21236
KN,K,F,2008,1034
KN,L,B,2008,7317568
KN,M,F,2008,31573742
KP,A,E,2008,606648
KP,A,F,2008,838267
KP,A,G,2008,846909
KP,B,B,2008,458165
KP,B,C,2008,1208021
KP,B,E,2008,3284042
KP,B,G,2008,799728
KP,C,B,2008,1130028
KP,C,E,2008,1846757
KP,C,G,2008,10302
KP,D,B,2008,1151648
KP,D,E,2008,375919
KP,D,G,2008,71081
KP,E,E,2008,345365
KP,E,G,2008,704910
KP,F,E,2008,14731377
KP,F,G,2008,9997
KP,G,E,2008,35329
KP,H,C,2008,17479203
KP,H,E,2008,1707230
KP,H,G,2008,295138
KP,I,E,2008,59372
KP,I,G,2008,93800
KP,J,E,2008,1319
KP,K,B,2008,14970
KP,K,C,2008,55472842
KP,K,E,2008,291669
KP,K,F,2008,1463119
KP,K,G,2008,607647
KP,N,B,2008,1716479
KP,N,C,2008,93491616
KP,N,E,2008,10262268
KP,N,G,2008,422057
KZ,A,E,2008,16672
KZ,A,F,2008,6310971
KZ,A,G,2008,12880330
KZ,B,B,2008,91
KZ,B,E,2008,20226467
KZ,B,F,2008,839
KZ,B,G,2008,1528414
KZ,C,A,2008,61394199
KZ,C,E,2008,53529
KZ,C,G,2008,830562
KZ,D,B,2008,2287994
KZ,D,E,2008,12578328
KZ,D,F,2008,54334
KZ,D,G,2008,13328519
KZ,E,E,2008,1396916
KZ,E,G,2008,5138554
KZ,F,B,2008,68898
KZ,F,E,2008,137626455
KZ,F,F,2008,31
KZ,F,G,2008,4807921
KZ,G,A,2008,2616097
KZ,G,B,2008,891363
KZ,G,E,2008,4503507
KZ,G,F,2008,61762
KZ,G,G,2008,3587981
KZ,H,B,2008,71942
KZ,H,E,2008,817313
KZ,H,G,2008,1661234
KZ,I,E,2008,1687162
KZ,I,F,2008,21778
KZ,I,G,2008,2659267
KZ,J,E,2008,3657427
KZ,J,G,2008,3590091
KZ,K,B,2008,4316455
KZ,K,E,2008,1646490
KZ,K,F,2008,1105281
KZ,K,G,2008,565079
KZ,N,E,2008,541445
LA,A,A,2008,2628732
LA,A,B,2008,5228605
LA,A,E,2008,9498384
LA,A,F,2008,404025
LA,A,G,2008,23951091
LA,B,A,2008,16335
LA,B,B,2008,3847453
LA,B,C,2008,878824
LA,B,E,2008,36120007
LA,B,G,2008,6398639
LA,C,A,2008,1258206
LA,C,B,2008,326762
LA,C,E,2008,15711033
LA,C,G,2008,1332758
LA,D,A,2008,977735
LA,D,B,2008,7606118
LA,D,E,2008,15208886
LA,D,G,2008,12716456
LA,E,A,2008,1013287
LA,E,B,2008,5305194
LA,E,E,2008,2741508
LA,E,G,2008,4041055
LA,F,A,2008,13573387
LA,F,B,2008,15419930
LA,F,E,2008,25602255
LA,F,G,2008,4460390
LA,G,A,2008,1234259
LA,G,B,2008,3652724
LA,G,E,2008,358071
LA,G,G,2008,10495405
LA,H,A,2008,7788289
LA,H,B,2008,1485540
LA,H,C,2008,7497831
LA,H,E,2008,16158317
LA,H,G,2008,13749852
LA,I,A,2008,219541
LA,I,B,2008,3723923
LA,I,E,2008,2941835
LA,I,G,2008,9519453
LA,J,E,2008,1818394
LA,J,G,2008,1807719
LA,K,B,2008,5995759
LA,K,D,2008,2785663
LA,K,E,2008,15478257
LA,K,F,2008,1812084
LA,K,G,2008,12774420
LA,L,B,2008,9954888
LA,M,F,2008,63491
LA,N,B,2008,56200
LA,N,C,2008,1432198
LA,N,E,2008,3665170
LA,N,G,2008,144185
LB,A,B,2008,165634
LB,A,E,2008,13289080
LB,A,F,2008,42292055
LB,A,G,2008,29333767
LB,B,B,2008,4281488
LB,B,E,2008,3850141
LB,B,G,2008,730725
LB,C,A,2008,24650369
LB,C,B,2008,103932
LB,C,E,2008,12744947
LB,C,F,2008,24137114
LB,C,G,2008,1700126
LB,D,B,2008,126734282
LB,D,E,2008,48123535
LB,D,G,2008,55466027
LB,E,B,2008,2038982
LB,E,E,2008,5675663
LB,E,G,2008,13839286
LB,F,A,2008,4600339
LB,F,B,2008,1097842
LB,F,E,2008,837278
LB,F,G,2008,66352
LB,G,A,2008,21939550
LB,G,B,2008,341261
LB,G,E,2008,3759078
LB,G,G,2008,50514
LB,H,B,2008,3575909
LB,H,E,2008,6591318
LB,H,G,2008,3091805
LB,I,B,2008,5574450
LB,I,E,2008,2192148
LB,I,G,2008,3506867
LB,J,B,2008,677417
LB,J,E,2008,6094158
LB,J,G,2008,980879
LB,K,A,2008,2244987
LB,K,B,2008,1411934
LB,K,D,2008,290864
LB,K,E,2008,13565889
LB,K,F,2008,2836936
LB,K,G,2008,4020260
LB,L,B,2008,240486509
LB,N,B,2008,19707386
LB,N,C,2008,13944356
LB,N,E,2008,94907824
LB,N,G,2008,2775187
LC,A,A,2008,181537
LC,A,F,2008,145285
LC,A,G,2008,2387665
LC,B,A,2008,916911
LC,B,E,2008,427375
LC,B,G,2008,229522
LC,C,A,2008,1505948
LC,D,G,2008,86097
LC,E,A,2008,1311425
LC,E,G,2008,586846
LC,F,A,2008,434760
LC,F,G,2008,145114
LC,G,F,2008,582937
LC,G,G,2008,1200708
LC,H,B,2008,1949248
LC,H,E,2008,5574469
LC,H,G,2008,1476671
LC,I,G,2008,824574
LC,J,G,2008,759321
LC,K,B,2008,118551
LC,K,F,2008,251729
LC,K,G,2008,144112
LC,L,G,2008,6150
LC,N,E,2008,19310
LK,A,A,2008,12520664
LK,A,B,2008,1119103
LK,A,E,2008,3400860
LK,A,F,2008,1682921
LK,A,G,2008,35946513
LK,B,A,2008,2932679
LK,B,B,2008,14105883
LK,B,E,2008,15954111
LK,B,F,2008,1887586
LK,B,G,2008,5352098
LK,C,A,2008,41553848
LK,C,B,2008,4368293
LK,C,E,2008,17128160
LK,C,G,2008,12670901
LK,D,A,2008,8466757
LK,D,B,2008,12379931
LK,D,E,2008,28673599
LK,D,F,2008,1517
LK,D,G,2008,18874791
LK,E,A,2008,35033430
LK,E,B,2008,7546654
LK,E,E,2008,9058984
LK,E,G,2008,6959557
LK,F,A,2008,293570487
LK,F,B,2008,2790317
LK,F,E,2008,32154079
LK,F,F,2008,2308830
LK,F,G,2008,5511820
LK,G,A,2008,6353325
LK,G,B,2008,2270257
LK,G,E,2008,1626596
LK,G,G,2008,6583282
LK,H,A,2008,28434346
LK,H,B,2008,6490599
LK,H,C,2008,22287259
LK,H,E,2008,3535514
LK,H,G,2008,14886294
LK,I,A,2008,8709193
LK,I,B,2008,3291090
LK,I,E,2008,2390285
LK,I,G,2008,4209740
LK,J,A,2008,28849747
LK,J,B,2008,540585
LK,J,E,2008,1959815
LK,J,G,2008,2249338
LK,K,A,2008,13834457
LK,K,B,2008,16229643
LK,K,C,2008,15459865
LK,K,D,2008,645310
LK,K,E,2008,7293645
LK,K,F,2008,5116988
LK,K,G,2008,7076558
LK,N,A,2008,6299466
LK,N,B,2008,17013325
LK,N,C,2008,54583508
LK,N,E,2008,167254372
LK,N,F,2008,21018
LK,N,G,2008,1264797
LR,A,B,2008,4335034
LR,A,E,2008,11904189
LR,A,F,2008,130500
LR,A,G,2008,1288388
LR,B,B,2008,12769326
LR,B,C,2008,4721377
LR,B,E,2008,37890256
LR,B,F,2008,200194
LR,B,G,2008,3247580
LR,C,B,2008,2174342
LR,C,E,2008,3292506
LR,C,G,2008,1463328
LR,D,B,2008,17863104
LR,D,E,2008,41607731
LR,D,F,2008,180678
LR,D,G,2008,20377810
LR,E,B,2008,67136
LR,E,E,2008,2709293
LR,E,G,2008,723921
LR,F,B,2008,32717539
LR,F,E,2008,14843763
LR,F,F,2008,740
LR,F,G,2008,1683170
LR,G,A,2008,462912
LR,G,B,2008,435883
LR,G,E,2008,2644407
LR,G,F,2008,33520
LR,G,G,2008,18342
LR,H,B,2008,849206
LR,H,C,2008,39981804
LR,H,E,2008,8503792
LR,H,F,2008,140464
LR,H,G,2008,469538
LR,I,B,2008,977674
LR,I,E,2008,585454
LR,I,G,2008,118878
LR,J,B,2008,326416
LR,J,E,2008,3329957
LR,K,B,2008,5275974
LR,K,D,2008,401047
LR,K,E,2008,6164300
LR,K,F,2008,1169428
LR,K,G,2008,362478
LR,L,B,2008,348923191
LR,L,G,2008,6150
LR,M,F,2008,858201536
LR,N,B,2008,6071360
LR,N,C,2008,13164798
LR,N,E,2008,50699101
LR,N,F,2008,5494
LR,N,G,2008,2419900
LS,A,A,2008,1142888
LS,A,B,2008,5581786
LS,A,E,2008,9092754
LS,A,F,2008,89361
LS,A,G,2008,546427
LS,B,A,2008,1434671
LS,B,B,2008,11176554
LS,B,C,2008,468061
LS,B,E,2008,30914696
LS,B,G,2008,1687459
LS,C,A,2008,1614404
LS,C,B,2008,4523296
LS,C,E,2008,11253629
LS,C,G,2008,101605
LS,D,A,2008,1310023
LS,D,B,2008,13303389
LS,D,E,2008,5317933
LS,D,G,2008,5738287
LS,E,A,2008,-2955
LS,E,B,2008,1394194
LS,E,E,2008,1100510
LS,E,G,2008,1064852
LS,F,A,2008,7964571
LS,F,B,2008,525967
LS,F,E,2008,1978218
LS,F,G,2008,5295680
LS,G,A,2008,320652
LS,G,B,2008,51902
LS,G,E,2008,67023
LS,G,G,2008,73046
LS,H,A,2008,267324
LS,H,B,2008,35763
LS,H,C,2008,6985725
LS,H,E,2008,-21020
LS,H,G,2008,108185
LS,I,A,2008,627105
LS,I,B,2008,2977413
LS,I,E,2008,67023
LS,I,G,2008,723789
LS,J,B,2008,26278
LS,J,E,2008,867538
LS,J,G,2008,8875
LS,K,A,2008,1684989
LS,K,B,2008,2615499
LS,K,D,2008,7126
LS,K,E,2008,1039600
LS,K,F,2008,25180
LS,K,G,2008,2709231
LS,L,B,2008,628547
LS,M,F,2008,1794407
LS,N,B,2008,6745
LS,N,C,2008,1288693
LS,N,E,2008,2786697
LY,A,B,2008,2386
LY,A,F,2008,4709100
LY,A,G,2008,2285721
LY,B,B,2008,24395378
LY,B,E,2008,4024995
LY,B,G,2008,204998
LY,C,B,2008,7497
LY,D,B,2008,211620
LY,D,E,2008,6343292
LY,D,G,2008,882734
LY,E,E,2008,34227
LY,E,G,2008,574013
LY,F,E,2008,3174311
LY,F,G,2008,9997
LY,H,B,2008,971051
LY,H,G,2008,71
LY,I,G,2008,107120
LY,J,E,2008,153163
LY,J,G,2008,63277
LY,K,E,2008,6167641
LY,K,F,2008,179703
LY,K,G,2008,123327
LY,N,E,2008,159631
MA,A,A,2008,27626559
MA,A,B,2008,31506295
MA,A,E,2008,8197480
MA,A,F,2008,156743943
MA,A,G,2008,57943838
MA,B,A,2008,3950178
MA,B,B,2008,18091563
MA,B,E,2008,16094984
MA,B,G,2008,6100396
MA,C,A,2008,41750554
MA,C,B,2008,3788769
MA,C,E,2008,5419075
MA,C,F,2008,36332137
MA,C,G,2008,6900099
MA,D,B,2008,117215403
MA,D,E,2008,12802455
MA,D,F,2008,74891
MA,D,G,2008,14894353
MA,E,B,2008,54513810
MA,E,E,2008,5491207
MA,E,G,2008,21715821
MA,F,A,2008,253421742
MA,F,B,2008,22587773
MA,F,E,2008,6928343
MA,F,G,2008,2417382
MA,G,A,2008,11187227
MA,G,B,2008,10705592
MA,G,E,2008,7085937
MA,G,G,2008,3788460
MA,H,A,2008,5589018
MA,H,B,2008,5468223
MA,H,C,2008,8737
MA,H,E,2008,17439071
MA,H,G,2008,5353265
MA,I,B,2008,7355445
MA,I,E,2008,7292859
MA,I,F,2008,48556
MA,I,G,2008,4452009
MA,J,A,2008,13441907
MA,J,B,2008,751801
MA,J,E,2008,12207553
MA,J,F,2008,7815769
MA,J,G,2008,9567872
MA,K,A,2008,16596482
MA,K,B,2008,9825983
MA,K,C,2008,86103581
MA,K,D,2008,1020418
MA,K,E,2008,16369296
MA,K,F,2008,5783241
MA,K,G,2008,14286065
MA,N,B,2008,388739
MA,N,E,2008,1622279
MA,N,G,2008,7266
MD,A,A,2008,1285438
MD,A,B,2008,3228014
MD,A,E,2008,1221978
MD,A,F,2008,10236780
MD,A,G,2008,3492699
MD,B,A,2008,1833847
MD,B,B,2008,1485091
MD,B,C,2008,957876
MD,B,E,2008,11977181
MD,B,G,2008,3891881
MD,C,A,2008,1095669
MD,C,B,2008,679441
MD,C,E,2008,2290665
MD,C,G,2008,350356
MD,D,A,2008,1093146
MD,D,B,2008,8392475
MD,D,E,2008,29377461
MD,D,G,2008,11374864
MD,E,A,2008,1295440
MD,E,B,2008,17530210
MD,E,E,2008,4933196
MD,E,G,2008,3603504
MD,F,A,2008,3831408
MD,F,B,2008,2137072
MD,F,E,2008,4077336
MD,F,G,2008,110503
MD,G,A,2008,2453317
MD,G,B,2008,4294989
MD,G,E,2008,9896958
MD,G,G,2008,1146999
MD,H,A,2008,1059504
MD,H,B,2008,6669643
MD,H,C,2008,1257496
MD,H,E,2008,1346380
MD,H,F,2008,601
MD,H,G,2008,6200488
MD,I,A,2008,774856
MD,I,B,2008,2541288
MD,I,E,2008,2452081
MD,I,G,2008,2037709
MD,J,B,2008,313781
MD,J,E,2008,45600283
MD,J,G,2008,411829
MD,K,B,2008,2120461
MD,K,D,2008,15057
MD,K,E,2008,6670806
MD,K,F,2008,731250
MD,K,G,2008,2867079
MD,L,B,2008,75606499
MD,M,F,2008,3241855
MD,N,B,2008,26659
MD,N,C,2008,1142229
MD,N,E,2008,3445125
ME,A,A,2008,541325
ME,A,B,2008,390465
ME,A,E,2008,698236
ME,A,F,2008,1236541
ME,A,G,2008,2246835
ME,B,A,2008,2515526
ME,B,B,2008,906285
ME,B,E,2008,2616651
ME,B,G,2008,16942
ME,C,A,2008,16328930
ME,C,B,2008,226130
ME,C,E,2008,1270157
ME,C,G,2008,1019883
ME,D,A,2008,579247
ME,D,B,2008,3606810
ME,D,E,2008,8150955
ME,D,F,2008,258231
ME,D,G,2008,2636117
ME,E,A,2008,734532
ME,E,E,2008,448225
ME,E,G,2008,316755
ME,F,A,2008,1840296
ME,F,B,2008,938697
ME,F,E,2008,2575788
ME,F,G,2008,1136300
ME,G,A,2008,4049073
ME,G,B,2008,588401
ME,G,E,2008,3569161
ME,G,F,2008,55118
ME,G,G,2008,515605
ME,H,E,2008,1943557
ME,H,G,2008,20630
ME,I,E,2008,119402
ME,I,G,2008,1760960
ME,J,E,2008,4063830
ME,J,G,2008,310568
ME,K,B,2008,1542415
ME,K,E,2008,2718699
ME,K,F,2008,2589153
ME,K,G,2008,9386066
ME,N,E,2008,248002
MG,A,A,2008,9728917
MG,A,B,2008,27864761
MG,A,E,2008,8338814
MG,A,F,2008,16214240
MG,A,G,2008,15672934
MG,B,A,2008,22676982
MG,B,B,2008,23735749
MG,B,C,2008,9656724
MG,B,E,2008,42910884
MG,B,F,2008,644357
MG,B,G,2008,5113070
MG,C,A,2008,6589640
MG,C,B,2008,5611078
MG,C,E,2008,4887988
MG,C,G,2008,269460
MG,D,A,2008,4261547
MG,D,B,2008,57062681
MG,D,E,2008,13469577
MG,D,G,2008,22031620
MG,E,A,2008,9107572
MG,E,B,2008,78210
MG,E,E,2008,10784290
MG,E,G,2008,5329213
MG,F,A,2008,67929029
MG,F,B,2008,18519152
MG,F,E,2008,43694048
MG,F,G,2008,1603420
MG,G,A,2008,13516337
MG,G,B,2008,21801257
MG,G,E,2008,1667498
MG,G,G,2008,832049
MG,H,A,2008,10025100
MG,H,B,2008,3004574
MG,H,C,2008,26551366
MG,H,E,2008,17691698
MG,H,G,2008,19827170
MG,I,A,2008,33888845
MG,I,B,2008,322451
MG,I,E,2008,768828
MG,I,G,2008,3027446
MG,J,B,2008,1115146
MG,J,E,2008,11214212
MG,J,F,2008,91151
MG,J,G,2008,6977875
MG,K,A,2008,1565812
MG,K,B,2008,3496772
MG,K,D,2008,4293562
MG,K,E,2008,29118391
MG,K,F,2008,2962456
MG,K,G,2008,4944976
MG,L,B,2008,146908040
MG,M,F,2008,4362140
MG,N,A,2008,886179
MG,N,B,2008,334703
MG,N,C,2008,9244121
MG,N,E,2008,10734100
MG,N,G,2008,96549
MH,A,B,2008,13948553
MH,A,E,2008,28905
MH,A,G,2008,955989
MH,B,B,2008,8606724
MH,B,G,2008,265707
MH,D,B,2008,17827
MH,D,E,2008,423841
MH,D,G,2008,14631
MH,E,G,2008,111211
MH,F,E,2008,1431500
MH,H,G,2008,997507
MH,I,G,2008,82265
MH,J,B,2008,228402
MH,J,G,2008,103085
MH,K,B,2008,27974045
MH,K,D,2008,95312
MH,K,E,2008,8171
MH,K,G,2008,230996
MH,N,E,2008,109490
MH,N,G,2008,4567
MK,A,B,2008,888219
MK,A,E,2008,11578189
MK,A,F,2008,7145212
MK,A,G,2008,9903199
MK,B,B,2008,416563
MK,B,E,2008,3785122
MK,B,G,2008,1433086
MK,C,A,2008,24974130
MK,C,B,2008,230119
MK,C,E,2008,7158223
MK,C,G,2008,1285889
MK,D,B,2008,11613569
MK,D,E,2008,20810130
MK,D,G,2008,12719606
MK,E,B,2008,1931162
MK,E,E,2008,2181399
MK,E,G,2008,1511535
MK,F,B,2008,277194
MK,F,E,2008,509039
MK,F,G,2008,1218857
MK,G,A,2008,1313626
MK,G,B,2008,1236190
MK,G,E,2008,7758222
MK,G,F,2008,6940
MK,G,G,2008,2095158
MK,H,B,2008,944277
MK,H,E,2008,6059928
MK,H,G,2008,388894
MK,I,B,2008,321511
MK,I,E,2008,3948562
MK,I,G,2008,778803
MK,J,B,2008,74098
MK,J,E,2008,7094217
MK,J,G,2008,1841699
MK,K,B,2008,13693386
MK,K,E,2008,6163611
MK,K,F,2008,11971149
MK,K,G,2008,2817573
MK,L,B,2008,9305357
MK,N,B,2008,21125
MK,N,E,2008,268504
ML,A,A,2008,6044150
ML,A,B,2008,104689355
ML,A,E,2008,32047366
ML,A,F,2008,10673846
ML,A,G,2008,23859160
ML,B,A,2008,7521917
ML,B,B,2008,31659908
ML,B,C,2008,5217047
ML,B,E,2008,62404108
ML,B,F,2008,448878
ML,B,G,2008,22440174
ML,C,A,2008,3094367
ML,C,B,2008,7425974
ML,C,E,2008,30362354
ML,C,G,2008,4091571
ML,D,A,2008,3264527
ML,D,B,2008,43450222
ML,D,E,2008,27201936
ML,D,F,2008,257699
ML,D,G,2008,27162347
ML,E,A,2008,3215482
ML,E,B,2008,1585948
ML,E,E,2008,11868876
ML,E,G,2008,8862350
ML,F,A,2008,9571623
ML,F,B,2008,12979224
ML,F,E,2008,56373380
ML,F,G,2008,11534710
ML,G,A,2008,7118628
ML,G,B,2008,21783950
ML,G,E,2008,676202
ML,G,F,2008,84648
ML,G,G,2008,1388423
ML,H,A,2008,35450129
ML,H,B,2008,38407047
ML,H,C,2008,19109455
ML,H,E,2008,25967621
ML,H,F,2008,24641
ML,H,G,2008,10373504
ML,I,A,2008,1202539
ML,I,B,2008,5897130
ML,I,E,2008,5725021
ML,I,F,2008,73215
ML,I,G,2008,865561
ML,J,A,2008,210857
ML,J,B,2008,150616
ML,J,E,2008,8058816
ML,J,F,2008,38964
ML,J,G,2008,3085733
ML,K,A,2008,7819740
ML,K,B,2008,13736781
ML,K,C,2008,4934
ML,K,D,2008,1927749
ML,K,E,2008,16472523
ML,K,F,2008,5778357
ML,K,G,2008,10624454
ML,L,B,2008,108654504
ML,L,G,2008,6150
ML,M,F,2008,23650157
ML,N,B,2008,104055
ML,N,C,2008,4955954
ML,N,E,2008,1570124
MM,A,B,2008,10971034
MM,A,E,2008,7080850
MM,A,F,2008,712657
MM,A,G,2008,11836554
MM,B,B,2008,18024333
MM,B,C,2008,3281502
MM,B,E,2008,29906920
MM,B,G,2008,8355663
MM,C,E,2008,1763862
MM,C,G,2008,3254804
MM,D,B,2008,3437910
MM,D,E,2008,20279224
MM,D,F,2008,7883
MM,D,G,2008,6467218
MM,E,B,2008,1704122
MM,E,E,2008,2441548
MM,E,G,2008,1845709
MM,F,B,2008,39959
MM,F,E,2008,516129
MM,F,G,2008,2026228
MM,G,B,2008,5641608
MM,G,E,2008,62270
MM,G,G,2008,56609
MM,H,B,2008,1079277
MM,H,C,2008,8297661
MM,H,E,2008,6510822
MM,H,G,2008,6479464
MM,I,E,2008,23328
MM,I,G,2008,937470
MM,J,E,2008,581742
MM,J,G,2008,148265
MM,K,B,2008,5151031
MM,K,C,2008,2745530
MM,K,D,2008,1333767
MM,K,E,2008,14925709
MM,K,F,2008,3740132
MM,K,G,2008,4415199
MM,M,F,2008,3929202
MM,N,B,2008,21569995
MM,N,C,2008,87796685
MM,N,E,2008,242104719
MM,N,F,2008,10864
MM,N,G,2008,398455
MN,A,A,2008,133730
MN,A,B,2008,7892767
MN,A,E,2008,5195553
MN,A,F,2008,9012869
MN,A,G,2008,14022010
MN,B,B,2008,1945778
MN,B,E,2008,10269808
MN,B,G,2008,2063188
MN,C,A,2008,1617875
MN,C,B,2008,67209
MN,C,E,2008,10857454
MN,C,F,2008,128447
MN,C,G,2008,1308698
MN,D,A,2008,66318
MN,D,B,2008,9944332
MN,D,E,2008,8104325
MN,D,G,2008,9902003
MN,E,A,2008,1242632
MN,E,B,2008,279695
MN,E,E,2008,1203951
MN,E,G,2008,5064245
MN,F,A,2008,12534715
MN,F,B,2008,10708136
MN,F,E,2008,15730509
MN,F,G,2008,5020680
MN,G,A,2008,2553302
MN,G,B,2008,4543574
MN,G,E,2008,832946
MN,G,G,2008,6166449
MN,H,A,2008,1119958
MN,H,B,2008,143289
MN,H,C,2008,19294558
MN,H,E,2008,5471590
MN,H,G,2008,5469032
MN,I,A,2008,21627838
MN,I,B,2008,354923
MN,I,E,2008,2760878
MN,I,F,2008,6256
MN,I,G,2008,5199777
MN,J,B,2008,964171
MN,J,E,2008,3486542
MN,J,G,2008,6017113
