country-from,country-to,bundle,year,oda-gross-bl-bundle
SE,UG,G,2007,591295
SE,UY,E,2007,349751
SE,UZ,E,2007,874153
SE,UZ,F,2007,-1
SE,VE,E,2007,364
SE,VN,B,2007,3964707
SE,VN,E,2007,37534848
SE,VN,F,2007,39059
SE,VN,G,2007,9466812
SE,YE,E,2007,864536
SE,YE,F,2007,-2
SE,ZA,B,2007,316149
SE,ZA,E,2007,18764803
SE,ZA,F,2007,1086
SE,ZA,G,2007,1910351
SE,ZM,B,2007,47754021
SE,ZM,E,2007,8766951
SE,ZM,F,2007,44123
SE,ZM,G,2007,1659465
SE,ZW,B,2007,1963054
SE,ZW,C,2007,-18454
SE,ZW,E,2007,18419782
SE,ZW,F,2007,175053
SE,ZW,G,2007,513435
US,52,B,2007,16614194
US,52,C,2007,16181
US,52,E,2007,50900167
US,52,G,2007,18907534
US,53,B,2007,2625068
US,53,E,2007,998794
US,53,G,2007,971736
US,54,B,2007,7081839
US,54,E,2007,89623246
US,54,G,2007,85524818
US,55,B,2007,294356419
US,55,C,2007,276706045
US,55,E,2007,1348980169
US,55,F,2007,2089601009
US,55,G,2007,332440415
US,56,B,2007,39488788
US,56,E,2007,4575299
US,56,G,2007,708449
US,57,B,2007,19526757
US,57,C,2007,97690
US,57,E,2007,42636730
US,57,G,2007,793500
US,58,B,2007,119384303
US,58,E,2007,1069782
US,58,G,2007,435994
US,59,B,2007,2306109
US,59,E,2007,40514280
US,59,G,2007,5718611
US,60,E,2007,107877
US,60,G,2007,133443
US,61,B,2007,2966472
US,61,E,2007,58253
US,62,B,2007,309227
US,62,E,2007,33095194
US,62,G,2007,5875157
US,63,E,2007,365303
US,63,G,2007,41057
US,64,B,2007,56488118
US,64,E,2007,16753270
US,65,B,2007,219287577
US,65,C,2007,132090181
US,65,E,2007,206394502
US,65,F,2007,257579
US,65,G,2007,29216812
US,66,B,2007,1844014
US,66,E,2007,464634
US,66,F,2007,361030
US,66,G,2007,2554248
US,67,B,2007,3606087
US,67,E,2007,14541366
US,67,G,2007,805536
US,AF,B,2007,366186130
US,AF,C,2007,94065027
US,AF,E,2007,756261966
US,AF,F,2007,30377029
US,AF,G,2007,386670951
US,AL,B,2007,9536772
US,AL,E,2007,24221467
US,AL,G,2007,896525
US,AM,B,2007,19516067
US,AM,C,2007,1708846
US,AM,E,2007,57701214
US,AM,G,2007,9145861
US,AO,B,2007,4304577
US,AO,C,2007,9711865
US,AO,E,2007,30526765
US,AO,G,2007,331260
US,AR,B,2007,335642
US,AR,E,2007,3994840
US,AR,F,2007,3677716
US,AR,G,2007,424912
US,AZ,B,2007,6238501
US,AZ,C,2007,3696064
US,AZ,E,2007,39146739
US,AZ,G,2007,3752286
US,BA,B,2007,8036470
US,BA,E,2007,24860997
US,BA,G,2007,1204994
US,BB,B,2007,36839
US,BB,E,2007,309461
US,BB,G,2007,224833
US,BD,B,2007,1136919
US,BD,C,2007,39185464
US,BD,E,2007,46035737
US,BD,F,2007,613917
US,BD,G,2007,659111
US,BF,B,2007,2682159
US,BF,C,2007,20374803
US,BF,E,2007,462780
US,BI,B,2007,2570984
US,BI,C,2007,11714583
US,BI,E,2007,13298929
US,BI,G,2007,328721
US,BJ,B,2007,15695458
US,BJ,C,2007,413184
US,BJ,E,2007,11150514
US,BJ,G,2007,68068
US,BO,B,2007,6885216
US,BO,C,2007,28633856
US,BO,E,2007,81286690
US,BO,G,2007,15221562
US,BR,B,2007,1799115
US,BR,E,2007,20506557
US,BR,G,2007,3401895
US,BW,B,2007,5339591
US,BW,E,2007,41102420
US,BW,F,2007,1259213
US,BW,G,2007,1701639
US,BY,B,2007,2702127
US,BY,E,2007,9065974
US,BY,G,2007,924146
US,BZ,B,2007,1658914
US,BZ,E,2007,180477
US,BZ,F,2007,127688
US,BZ,G,2007,2062394
US,CD,B,2007,19416185
US,CD,C,2007,42443188
US,CD,E,2007,80613734
US,CD,G,2007,912271
US,CF,B,2007,157447
US,CF,C,2007,15231883
US,CF,E,2007,4435461
US,CG,B,2007,1399399
US,CG,C,2007,8508899
US,CG,E,2007,786329
US,CG,F,2007,1002493
US,CG,G,2007,43550
US,CI,B,2007,4640737
US,CI,C,2007,5393949
US,CI,E,2007,28932587
US,CI,G,2007,975168
US,CL,B,2007,44613
US,CL,E,2007,231115
US,CL,G,2007,1056878
US,CM,B,2007,4655422
US,CM,C,2007,860533
US,CM,E,2007,271572
US,CM,F,2007,27109761
US,CM,G,2007,167236
US,CN,B,2007,8000898
US,CN,E,2007,27878415
US,CN,G,2007,8136173
US,CO,B,2007,14912305
US,CO,C,2007,5241087
US,CO,E,2007,152065509
US,CO,F,2007,29859
US,CO,G,2007,263589968
US,CR,B,2007,2267698
US,CR,E,2007,2154055
US,CR,F,2007,22238301
US,CR,G,2007,2347592
US,CU,B,2007,12384
US,CU,E,2007,13293188
US,CU,G,2007,59920
US,CV,B,2007,7219070
US,CV,E,2007,5210
US,CV,G,2007,436901
US,DJ,B,2007,1615720
US,DJ,C,2007,1073158
US,DJ,E,2007,8279786
US,DJ,G,2007,46677
US,DM,E,2007,35893
US,DO,B,2007,2887493
US,DO,E,2007,28234218
US,DO,F,2007,5359080
US,DO,G,2007,2425527
US,DZ,B,2007,21575
US,DZ,E,2007,544352
US,DZ,G,2007,1257967
US,EC,B,2007,3883921
US,EC,E,2007,23643792
US,EC,G,2007,25796519
US,EG,B,2007,304368290
US,EG,C,2007,136971660
US,EG,E,2007,283042269
US,EG,F,2007,160724
US,EG,G,2007,2511867
US,ER,B,2007,1416646
US,ER,E,2007,299350
US,ER,G,2007,13567
US,ET,B,2007,5080297
US,ET,C,2007,205114330
US,ET,E,2007,187902162
US,ET,G,2007,2904957
US,FJ,B,2007,1272151
US,FJ,E,2007,31284
US,GA,B,2007,895455
US,GA,E,2007,240046
US,GD,E,2007,135151
US,GE,B,2007,27743381
US,GE,C,2007,5527324
US,GE,E,2007,59293268
US,GE,G,2007,2693142
US,GH,B,2007,20227237
US,GH,C,2007,20087677
US,GH,E,2007,35041354
US,GH,G,2007,866443
US,GM,B,2007,1350084
US,GM,E,2007,334149
US,GM,G,2007,107876
US,GN,B,2007,3690978
US,GN,C,2007,11282913
US,GN,E,2007,10990066
US,GN,G,2007,725815
US,GQ,B,2007,26969
US,GT,B,2007,4312993
US,GT,C,2007,25627001
US,GT,E,2007,36602726
US,GT,F,2007,23346429
US,GT,G,2007,3313409
US,GW,C,2007,5790278
US,GW,E,2007,839013
US,GW,G,2007,161815
US,GY,B,2007,1489537
US,GY,E,2007,21036549
US,GY,G,2007,337578
US,HN,B,2007,14471495
US,HN,C,2007,14037579
US,HN,E,2007,43701097
US,HN,F,2007,37206652
US,HN,G,2007,3392292
US,HR,B,2007,5081355
US,HR,E,2007,17405318
US,HR,G,2007,1228038
US,HT,B,2007,11684229
US,HT,C,2007,34903330
US,HT,E,2007,165657113
US,HT,F,2007,108852
US,HT,G,2007,5819995
US,ID,B,2007,5165766
US,ID,C,2007,11812404
US,ID,E,2007,218777007
US,ID,F,2007,20862253
US,ID,G,2007,6312394
US,IN,B,2007,19029346
US,IN,C,2007,34222335
US,IN,E,2007,130343243
US,IN,F,2007,518926
US,IN,G,2007,4216124
US,IQ,B,2007,2948521765
US,IQ,C,2007,173728
US,IQ,E,2007,820582996
US,IQ,G,2007,275279754
US,IR,B,2007,317517
US,IR,E,2007,1893514
US,IR,G,2007,151027
US,JM,B,2007,2382410
US,JM,E,2007,14864385
US,JM,F,2007,709942
US,JM,G,2007,2330276
US,JO,B,2007,19890146
US,JO,E,2007,262881390
US,JO,G,2007,1951858
US,KE,B,2007,27368180
US,KE,C,2007,105663438
US,KE,E,2007,211936106
US,KE,F,2007,892855
US,KE,G,2007,5010586
US,KG,B,2007,3942621
US,KG,E,2007,23555559
US,KG,G,2007,15450227
US,KH,B,2007,3541691
US,KH,C,2007,2775994
US,KH,E,2007,87895459
US,KH,G,2007,1695842
US,KI,B,2007,765745
US,KM,E,2007,31706
US,KP,B,2007,26720526
US,KP,E,2007,8022716
US,KP,G,2007,323630
US,KZ,B,2007,4898206
US,KZ,E,2007,65253516
US,KZ,G,2007,13605654
US,LA,B,2007,247791
US,LA,E,2007,977070
US,LA,G,2007,279971
US,LB,B,2007,23695332
US,LB,C,2007,479188
US,LB,E,2007,110987545
US,LB,G,2007,1984467
US,LC,E,2007,23929
US,LK,B,2007,2078851
US,LK,C,2007,15195097
US,LK,E,2007,54788823
US,LK,F,2007,3854942
US,LK,G,2007,2541721
US,LR,B,2007,19345989
US,LR,C,2007,26459737
US,LR,E,2007,63406471
US,LR,G,2007,1605079
US,LS,B,2007,2367640
US,LS,C,2007,15754978
US,LS,E,2007,2764453
US,LS,G,2007,92358
US,LY,E,2007,4343983
US,MA,B,2007,7212366
US,MA,E,2007,22340019
US,MA,G,2007,9398784
US,MD,B,2007,2104226
US,MD,E,2007,19454646
US,MD,F,2007,3630703
US,MD,G,2007,248729
US,ME,B,2007,2211957
US,ME,E,2007,9648456
US,ME,F,2007,454670
US,ME,G,2007,298368
US,MG,B,2007,13069459
US,MG,C,2007,32979737
US,MG,E,2007,25416522
US,MG,G,2007,700191
US,MH,B,2007,51914038
US,MK,B,2007,6504721
US,MK,E,2007,25564702
US,MK,G,2007,1935957
US,ML,B,2007,10972644
US,ML,C,2007,9899724
US,ML,E,2007,36331131
US,ML,F,2007,4426
US,ML,G,2007,1048083
US,MM,B,2007,1332534
US,MM,C,2007,2179545
US,MM,E,2007,12568641
US,MM,G,2007,477583
US,MN,B,2007,956294
US,MN,E,2007,12193411
US,MN,G,2007,551388
US,MR,B,2007,2063241
US,MR,C,2007,7939302
US,MR,E,2007,255853
US,MR,G,2007,760531
US,MU,E,2007,29372
US,MU,G,2007,256687
US,MV,E,2007,10036
US,MW,B,2007,4530664
US,MW,C,2007,31151399
US,MW,E,2007,47006839
US,MW,G,2007,2511650
US,MX,B,2007,5927354
US,MX,E,2007,38599959
US,MX,G,2007,45665549
US,MY,B,2007,612649
US,MY,E,2007,466772
US,MY,G,2007,1382122
US,MZ,B,2007,7821478
US,MZ,C,2007,49299142
US,MZ,E,2007,105517009
US,MZ,G,2007,2827424
US,NA,B,2007,3174201
US,NA,E,2007,58620751
US,NA,G,2007,1667387
US,NE,B,2007,4896834
US,NE,C,2007,36820375
US,NE,E,2007,2121723
US,NE,G,2007,688045
US,NG,B,2007,7234047
US,NG,C,2007,5461436
US,NG,E,2007,237231584
US,NG,F,2007,74257
US,NG,G,2007,9539493
US,NI,B,2007,11036090
US,NI,C,2007,21748198
US,NI,E,2007,44101388
US,NI,G,2007,5672203
US,NP,B,2007,1519188
US,NP,C,2007,8560788
US,NP,E,2007,44920885
US,NP,G,2007,3275857
US,NR,B,2007,107396118
US,NR,E,2007,23403
US,OM,B,2007,33441
US,OM,E,2007,7810785
US,PA,B,2007,2588758
US,PA,E,2007,5345276
US,PA,F,2007,499716
US,PA,G,2007,3302134
US,PE,B,2007,5495316
US,PE,C,2007,10101006
US,PE,E,2007,91790466
US,PE,F,2007,543143
US,PE,G,2007,18751004
US,PG,B,2007,613953
US,PG,E,2007,198592
US,PG,G,2007,24300
US,PH,B,2007,3931453
US,PH,E,2007,114158984
US,PH,F,2007,904444
US,PH,G,2007,4896256
US,PK,B,2007,164828803
US,PK,C,2007,20270876
US,PK,E,2007,233213884
US,PK,G,2007,57519679
US,PS,B,2007,71467348
US,PS,C,2007,21022603
US,PS,E,2007,130349158
US,PS,F,2007,478079
US,PS,G,2007,5659589
US,PW,B,2007,15211933
US,PY,B,2007,2505615
US,PY,E,2007,21007958
US,PY,F,2007,1366599
US,PY,G,2007,3257162
US,RS,B,2007,17064363
US,RS,E,2007,93448580
US,RS,G,2007,2897489
US,RW,B,2007,2453726
US,RW,C,2007,16583822
US,RW,E,2007,77328077
US,RW,G,2007,1540222
US,SA,G,2007,158781
US,SB,B,2007,36003
US,SB,E,2007,296553
US,SC,E,2007,103360
US,SC,G,2007,46195
US,SD,B,2007,107658989
US,SD,C,2007,389346274
US,SD,E,2007,258783720
US,SD,G,2007,10632326
US,SL,B,2007,324408
US,SL,C,2007,10500514
US,SL,E,2007,8671639
US,SL,F,2007,2679791
US,SL,G,2007,377197
US,SN,B,2007,8674860
US,SN,C,2007,5495178
US,SN,E,2007,27157090
US,SN,F,2007,4557
US,SN,G,2007,999162
US,SO,B,2007,9331271
US,SO,C,2007,39819001
US,SO,E,2007,13308207
US,SO,G,2007,862659
US,SR,B,2007,932405
US,SR,E,2007,174706
US,SR,G,2007,78750
US,ST,E,2007,226474
US,ST,G,2007,19634
US,SV,B,2007,7388001
US,SV,C,2007,5674234
US,SV,E,2007,37948829
US,SV,F,2007,1751102
US,SV,G,2007,1666580
US,SY,B,2007,1593880
US,SY,C,2007,694942
US,SY,E,2007,115135
US,SY,G,2007,234739
US,SZ,B,2007,1445511
US,SZ,E,2007,2694172
US,SZ,G,2007,32091
US,TD,B,2007,11367918
US,TD,C,2007,47513790
US,TD,E,2007,4822284
US,TD,G,2007,568111
US,TG,B,2007,2440116
US,TG,E,2007,5547248
US,TG,G,2007,32363
US,TH,B,2007,18610726
US,TH,E,2007,21766203
US,TH,F,2007,1801558
US,TH,G,2007,9571342
US,TJ,B,2007,3392538
US,TJ,C,2007,9143639
US,TJ,E,2007,18918191
US,TJ,G,2007,7244991
US,TL,B,2007,605731
US,TL,C,2007,2342545
US,TL,E,2007,23059789
US,TL,G,2007,1030606
US,TM,B,2007,2693025
US,TM,E,2007,3627943
US,TM,G,2007,4651543
US,TN,E,2007,344470
US,TN,G,2007,80522
US,TO,B,2007,816722
US,TO,G,2007,12152
US,TR,B,2007,5504948
US,TR,E,2007,933287
US,TR,G,2007,1201792
US,TT,E,2007,120749
US,TT,G,2007,168421
US,TZ,B,2007,9062064
US,TZ,C,2007,23310191
US,TZ,E,2007,145927611
US,TZ,G,2007,1739549
US,UA,B,2007,7804975
US,UA,E,2007,96100006
US,UA,F,2007,1488253
US,UA,G,2007,3034865
US,UG,B,2007,15333165
US,UG,C,2007,68247710
US,UG,E,2007,239286837
US,UG,G,2007,2449604
US,UY,B,2007,28775
US,UY,E,2007,202139
US,UY,G,2007,327614
US,UZ,B,2007,3295039
US,UZ,E,2007,18136307
US,UZ,G,2007,1248785
US,VE,B,2007,500585
US,VE,E,2007,8799316
US,VE,G,2007,1619228
US,VN,B,2007,2756360
US,VN,E,2007,40667233
US,VN,G,2007,3826988
US,VU,B,2007,2507427
US,WS,B,2007,964141
US,WS,E,2007,80907
US,WS,G,2007,55383
US,YE,B,2007,441850
US,YE,C,2007,2548718
US,YE,E,2007,17391959
US,YE,G,2007,1559793
US,ZA,B,2007,6446131
US,ZA,C,2007,1466
US,ZA,E,2007,234236783
US,ZA,G,2007,4282365
US,ZM,B,2007,7687891
US,ZM,C,2007,13318950
US,ZM,E,2007,153857284
US,ZM,G,2007,3449393
US,ZW,B,2007,4780355
US,ZW,C,2007,103346428
US,ZW,E,2007,39384318
US,ZW,F,2007,1901058
US,ZW,G,2007,631447
1,CD,F,2008,122240573
1,CM,F,2008,14392999
1,ET,F,2008,14198119
1,GH,F,2008,9262501
1,GN,F,2008,7139348
1,MR,F,2008,4214157
1,MW,F,2008,1846737
1,TZ,F,2008,1039268
1,UG,F,2008,738943
1,ZM,F,2008,5094709
2,65,A,2008,37621739
2,65,B,2008,290138839
2,65,E,2008,12187165
2,65,G,2008,3033276
2,AO,A,2008,3274688
2,AO,E,2008,1212945
2,BF,A,2008,39594979
2,BF,B,2008,47858499
2,BF,E,2008,1173610
2,BI,A,2008,8068257
2,BI,B,2008,5451139
2,BI,E,2008,1097949
2,BI,F,2008,6511412
2,BJ,A,2008,30760957
2,BJ,B,2008,7011262
2,BJ,E,2008,85997
2,CD,A,2008,7227856
2,CD,B,2008,18619031
2,CD,E,2008,3214536
2,CD,F,2008,5390183
2,CF,B,2008,11732399
2,CF,F,2008,3651086
2,CG,B,2008,10207084
2,CG,E,2008,755600
2,CI,B,2008,15513241
2,CI,E,2008,763085
2,CM,A,2008,46030180
2,CM,B,2008,10923807
2,CM,E,2008,1456227
2,CV,A,2008,1294188
2,CV,B,2008,317883
2,CV,E,2008,567535
2,DJ,A,2008,8527598
2,DJ,E,2008,1101907
2,EG,A,2008,13555447
2,EG,E,2008,271790
2,ER,A,2008,5552507
2,ER,B,2008,3132830
2,ET,A,2008,73224411
2,ET,B,2008,66033082
2,ET,E,2008,2289822
2,GH,A,2008,39182071
2,GH,B,2008,52881879
2,GH,E,2008,1093800
2,GM,A,2008,14556289
2,GM,E,2008,1673512
2,GN,A,2008,18738191
2,GN,B,2008,1333955
2,GN,E,2008,1438757
2,GN,F,2008,3882742
2,GW,A,2008,1752151
2,GW,B,2008,1376971
2,GW,E,2008,873129
2,GW,F,2008,2745942
2,KE,A,2008,34357575
2,KE,B,2008,7581700
2,KE,E,2008,471770
2,LR,E,2008,621295
2,LS,A,2008,6968747
2,LS,B,2008,628547
2,LS,E,2008,292193
2,MG,A,2008,29300740
2,MG,B,2008,53622391
2,MG,E,2008,1683622
2,MG,F,2008,9773
2,ML,A,2008,34092350
2,ML,B,2008,24183442
2,ML,E,2008,4446299
2,MR,A,2008,19463880
2,MW,A,2008,20132052
2,MW,B,2008,30184394
2,MW,E,2008,575983
2,MZ,A,2008,34979759
2,MZ,B,2008,37018029
2,MZ,E,2008,1806858
2,NE,A,2008,20126119
2,NE,B,2008,3145105
2,NE,E,2008,1957254
2,NG,A,2008,19113731
2,NG,B,2008,14290596
2,RW,A,2008,32457206
2,RW,B,2008,36637799
2,RW,E,2008,1627268
2,RW,F,2008,537655
2,SD,B,2008,4136920
2,SL,A,2008,15786504
2,SL,B,2008,7521786
2,SL,E,2008,2163392
2,SN,A,2008,56861202
2,SN,B,2008,34580186
2,SN,E,2008,471970
2,ST,A,2008,122448
2,ST,E,2008,387297
2,SZ,A,2008,3069534
2,TD,A,2008,11829457
2,TD,B,2008,3682178
2,TD,E,2008,1190488
2,TG,E,2008,500006
2,TZ,A,2008,101207607
2,TZ,B,2008,21410799
2,TZ,E,2008,1220595
2,UG,A,2008,68967286
2,UG,B,2008,43526551
2,UG,E,2008,1087848
2,ZM,A,2008,14326111
2,ZM,B,2008,32193429
2,ZM,E,2008,566459
10,55,B,2008,17588036
10,55,C,2008,35932711
10,55,E,2008,52776902
10,55,F,2008,43494773
10,AF,B,2008,19362566
10,AL,C,2008,1092610
10,AM,B,2008,96107
10,AM,C,2008,12468
10,AO,C,2008,15036984
10,AZ,B,2008,113397
10,AZ,C,2008,53749
10,BA,C,2008,759842
10,BA,E,2008,15031
10,BD,B,2008,27685375
10,BD,C,2008,1071243
10,BF,B,2008,13078639
10,BI,B,2008,625973
10,BI,C,2008,4610569
10,BJ,B,2008,1944859
10,BJ,C,2008,2605126
10,BO,B,2008,781963
10,BO,C,2008,1884713
10,BT,B,2008,38138
10,BT,C,2008,3457
10,CD,B,2008,52604101
10,CD,C,2008,19338340
10,CF,B,2008,3029791
10,CF,C,2008,2161188
10,CG,B,2008,722487
10,CG,C,2008,1493406
10,CI,B,2008,6129828
10,CI,C,2008,3802906
10,CI,E,2008,206871
10,CM,B,2008,2084088
10,CM,C,2008,4966230
10,DJ,C,2008,224974
10,ER,C,2008,712592
10,ET,B,2008,35893343
10,ET,C,2008,149999
10,GE,B,2008,121533
10,GE,C,2008,5512
10,GH,B,2008,7436520
10,GM,B,2008,88988
10,GM,C,2008,913585
10,GN,B,2008,2743135
10,GN,C,2008,1277381
10,GW,B,2008,1166415
10,GW,C,2008,64427
10,GY,B,2008,15255
10,GY,C,2008,203403
10,HN,B,2008,664619
10,HN,C,2008,3440940
10,ID,B,2008,9215688
10,IN,B,2008,2136180
10,IN,C,2008,5176864
10,KE,B,2008,13840892
10,KE,C,2008,8099686
10,KG,B,2008,259847
10,KG,C,2008,1640954
10,KH,B,2008,1019131
10,KI,B,2008,12448
10,KI,C,2008,115431
10,KM,B,2008,23421
10,KM,C,2008,198226
10,KP,B,2008,458165
10,KP,C,2008,1208021
10,LA,B,2008,3844
10,LA,C,2008,700367
10,LK,B,2008,2775059
10,LR,B,2008,1039898
10,LR,C,2008,2049235
10,LS,C,2008,468061
10,MD,C,2008,957876
10,MG,B,2008,5196523
10,MG,C,2008,5152832
10,ML,B,2008,9091378
10,ML,C,2008,194504
10,MM,C,2008,3281502
10,MN,B,2008,966551
10,MR,C,2008,1080060
10,MW,B,2008,12079106
10,MZ,B,2008,5033444
10,MZ,C,2008,1283860
10,NE,B,2008,6933525
10,NE,C,2008,6176906
10,NG,B,2008,39445463
10,NG,C,2008,8078461
10,NG,E,2008,4476699
10,NI,B,2008,377567
10,NI,C,2008,101701
10,NP,B,2008,11048411
10,PG,B,2008,3257796
10,PG,C,2008,2450692
10,PK,B,2008,52128545
10,PK,C,2008,36994578
10,RW,B,2008,1863681
10,RW,C,2008,4407827
10,SB,B,2008,100318
10,SB,C,2008,205304
10,SD,B,2008,4392623
10,SD,C,2008,13142741
10,SL,B,2008,3808327
10,SL,C,2008,175689
10,SN,B,2008,5901701
10,ST,C,2008,13526
10,TD,B,2008,857273
10,TD,C,2008,4284748
10,TG,B,2008,1606620
10,TG,C,2008,3343846
10,TJ,B,2008,2056832
10,TJ,C,2008,3383916
10,TZ,B,2008,1582893
10,TZ,C,2008,10165713
10,UA,C,2008,140022
10,UG,C,2008,17708054
10,UZ,B,2008,3722135
10,VN,B,2008,3887288
10,VN,C,2008,12402232
10,YE,B,2008,13188161
10,ZM,B,2008,8298685
10,ZW,C,2008,4993801
11,51,E,2008,11466727
11,52,E,2008,1454833
11,53,E,2008,690038
11,55,E,2008,3089011
11,56,E,2008,1486464
11,57,E,2008,13125272
11,59,E,2008,3496408
11,63,E,2008,290223
11,AL,E,2008,2397267
11,AM,E,2008,2584606
11,AO,E,2008,1407259
11,AR,E,2008,6245033
11,AZ,E,2008,314609
11,BA,E,2008,114514
11,BB,E,2008,2821
11,BD,E,2008,2352619
11,BF,E,2008,3453754
11,BI,E,2008,1151112
11,BJ,E,2008,1734603
11,BO,E,2008,208049
11,BR,E,2008,21475938
11,BT,E,2008,1404850
11,BW,E,2008,2173501
11,BY,E,2008,1028582
11,CD,E,2008,1733603
11,CF,E,2008,204595
11,CG,E,2008,187558
11,CI,E,2008,-2799
11,CL,E,2008,2683201
11,CM,E,2008,381416
11,CN,E,2008,34453792
11,CO,E,2008,3835113
11,CR,E,2008,1250219
11,CU,E,2008,595749
11,CV,E,2008,1600630
11,DJ,E,2008,161389
11,DO,E,2008,1114484
11,DZ,E,2008,812233
11,EC,E,2008,46700354
11,EG,E,2008,2194964
11,ER,E,2008,1178711
11,ET,E,2008,396294
11,FJ,E,2008,3714500
11,GA,E,2008,3527488
11,GE,E,2008,951847
11,GH,E,2008,4969964
11,GM,E,2008,479253
11,GN,E,2008,1027238
11,GT,E,2008,4248262
11,GW,E,2008,238086
11,GY,E,2008,-931672
11,HN,E,2008,2525779
11,HR,E,2008,5588177
11,HT,E,2008,62514
11,ID,E,2008,3532489
11,IN,E,2008,9160376
11,IR,E,2008,1598457
11,JM,E,2008,1120635
11,JO,E,2008,6907148
11,KE,A,2008,38494
11,KE,E,2008,4896413
11,KG,E,2008,1514740
11,KH,E,2008,1431477
11,KI,E,2008,927782
11,KM,E,2008,1066199
11,KP,E,2008,1319
11,KZ,E,2008,4746466
11,LA,E,2008,246707
11,LB,E,2008,827932
11,LK,E,2008,782593
11,LR,E,2008,1618361
11,LS,E,2008,776758
11,LY,E,2008,119249
11,MA,E,2008,2274849
11,MD,E,2008,45414175
11,ME,E,2008,184492
11,MG,E,2008,868365
11,MK,E,2008,5123484
11,ML,A,2008,638970
11,ML,E,2008,1553287
11,MN,E,2008,1387313
11,MR,E,2008,-9524
11,MU,E,2008,3352815
11,MV,E,2008,683580
11,MW,E,2008,434402
11,MX,E,2008,9303708
11,MY,E,2008,2933107
11,MZ,E,2008,3936220
11,NA,E,2008,6858874
11,NE,E,2008,2513106
11,NG,E,2008,362653
11,NI,E,2008,6514436
11,NP,E,2008,967144
11,PA,E,2008,387785
11,PE,E,2008,1997971
11,PG,E,2008,1629990
11,PH,E,2008,7944846
11,PK,E,2008,2546090
11,PY,E,2008,1907869
11,RS,E,2008,630681
11,RW,E,2008,1545961
11,SD,E,2008,4138013
11,SL,E,2008,154523
11,SN,E,2008,5642586
11,ST,E,2008,132602
11,SV,E,2008,294171
11,SY,E,2008,730453
11,SZ,E,2008,97334
11,TD,E,2008,2637705
11,TG,E,2008,331886
11,TH,B,2008,34165
11,TH,E,2008,1830668
11,TJ,E,2008,3681029
11,TL,E,2008,102973
11,TM,E,2008,533092
11,TN,E,2008,10826181
11,TR,E,2008,2519979
11,TT,E,2008,186145
11,TZ,E,2008,2459599
11,UA,B,2008,267159
11,UA,E,2008,459071
11,UG,E,2008,1790800
11,UY,E,2008,1008165
11,UZ,E,2008,393466
11,VE,E,2008,2910440
11,VN,E,2008,10360425
11,WS,E,2008,867476
11,YE,E,2008,136605
11,ZA,E,2008,5725066
11,ZM,E,2008,1527341
11,ZW,E,2008,285197
12,52,E,2008,4216933
12,59,E,2008,2926706
12,61,E,2008,6098931
12,63,E,2008,5167406
12,65,E,2008,12687820
12,AF,E,2008,9378949
12,AL,E,2008,1527771
12,AM,E,2008,2363198
12,AO,E,2008,30084068
12,AR,E,2008,6728769
12,AZ,E,2008,6506287
12,BA,E,2008,4187206
12,BD,E,2008,34395807
12,BF,E,2008,18433979
12,BI,E,2008,30441742
12,BJ,B,2008,2203344
12,BJ,E,2008,11118880
12,BO,E,2008,5082902
12,BR,E,2008,6890963
12,BT,E,2008,1783998
12,BW,E,2008,671850
12,BY,E,2008,5875320
12,BZ,E,2008,323736
12,CD,E,2008,66067173
12,CF,E,2008,19239171
12,CG,E,2008,4869878
12,CI,E,2008,14131159
12,CL,E,2008,1683527
12,CM,E,2008,22243537
12,CN,E,2008,87143624
12,CO,E,2008,1074995
12,CR,E,2008,442218
12,CU,E,2008,3250697
12,DJ,E,2008,5600085
12,DO,E,2008,19825277
12,DZ,E,2008,2118057
12,EC,E,2008,5012840
12,EG,E,2008,4749788
12,ER,E,2008,15605445
12,ET,E,2008,146788353
12,GA,B,2008,1360929
12,GA,E,2008,1828106
12,GE,E,2008,6606757
12,GH,E,2008,38183662
12,GM,E,2008,9526376
12,GN,E,2008,3560592
12,GQ,E,2008,7501803
12,GT,E,2008,21691664
12,GW,E,2008,2105842
12,GY,E,2008,6980165
12,HN,E,2008,8084786
12,HT,E,2008,35372651
12,ID,E,2008,43738134
12,IN,E,2008,127317403
12,IN,G,2008,6388526
12,IQ,E,2008,3227621
12,IR,E,2008,8651173
12,JM,E,2008,8086241
12,JO,E,2008,1256817
12,KE,E,2008,40462317
12,KG,E,2008,13327431
12,KH,E,2008,38513084
12,KM,C,2008,269214
12,KM,E,2008,232845
12,KZ,E,2008,15035153
12,LA,E,2008,14829899
12,LK,E,2008,3996098
12,LR,E,2008,15930636
12,LS,E,2008,19614185
12,MA,E,2008,5304754
12,MD,E,2008,449734
12,MD,G,2008,2817204
12,ME,B,2008,529641
12,ME,E,2008,1103034
12,MG,E,2008,17369672
12,MK,E,2008,3220563
12,ML,B,2008,2435610
12,ML,E,2008,18742369
12,MM,E,2008,-406807
12,MN,B,2008,125743
12,MN,E,2008,4365001
12,MR,E,2008,7702033
12,MW,B,2008,2873181
12,MW,E,2008,90783015
12,MZ,E,2008,54630119
12,NA,E,2008,14813495
12,NE,E,2008,20673773
12,NG,E,2008,55002082
12,NG,G,2008,14211381
12,NI,E,2008,4555193
12,NP,B,2008,2352987
12,NP,E,2008,10017503
12,PE,E,2008,17566729
12,PE,G,2008,469332
12,PG,E,2008,10187233
