country,sector,channel,year,in-oda-gross-sector-channel
LA,K,H,2006,135337
LA,K,I,2006,3683059
LA,K,J,2006,17698556
LA,M,J,2006,2101353
LA,N,A,2006,1628763
LA,N,H,2006,2638563
LA,N,J,2006,311249
LB,A,A,2006,29647301
LB,A,D,2006,924598
LB,A,E,2006,511329
LB,A,H,2006,1151952
LB,A,I,2006,3907988
LB,A,J,2006,39851355
LB,B,A,2006,1619697
LB,B,D,2006,1098217
LB,B,H,2006,11368537
LB,B,J,2006,1735343
LB,C,A,2006,11468592
LB,C,D,2006,55294
LB,C,G,2006,8653
LB,C,H,2006,2447482
LB,C,J,2006,2491235
LB,D,A,2006,43935494
LB,D,D,2006,9622355
LB,D,E,2006,272272
LB,D,H,2006,9407736
LB,D,I,2006,6911291
LB,D,J,2006,10663856
LB,E,A,2006,14630016
LB,E,D,2006,57540
LB,E,H,2006,3888377
LB,E,I,2006,303427
LB,E,J,2006,2083826
LB,F,A,2006,807615
LB,G,A,2006,72802
LB,G,D,2006,370010
LB,G,E,2006,22719
LB,G,J,2006,358980
LB,H,A,2006,13279485
LB,H,D,2006,376631
LB,H,F,2006,4040066
LB,H,H,2006,116338
LB,H,J,2006,1784276
LB,I,A,2006,11402536
LB,I,D,2006,144219
LB,I,E,2006,760211
LB,I,H,2006,1612911
LB,I,J,2006,108113
LB,J,A,2006,169194
LB,J,D,2006,48683
LB,J,H,2006,2153638
LB,J,J,2006,3196307
LB,K,A,2006,118867889
LB,K,D,2006,289849
LB,K,E,2006,2130096
LB,K,I,2006,4771792
LB,K,J,2006,10636562
LB,N,A,2006,128464505
LB,N,D,2006,19867796
LB,N,E,2006,31495739
LB,N,F,2006,1397480
LB,N,H,2006,81079756
LB,N,I,2006,27482555
LB,N,J,2006,41187687
LC,A,A,2006,826827
LC,A,J,2006,7459873
LC,B,A,2006,177230
LC,B,J,2006,1636248
LC,C,H,2006,55370
LC,C,J,2006,3862269
LC,D,A,2006,96697
LC,D,J,2006,4742
LC,E,A,2006,1231751
LC,E,J,2006,794735
LC,F,A,2006,2149771
LC,F,J,2006,75881
LC,H,A,2006,1479683
LC,H,J,2006,4132
LC,I,A,2006,90341
LC,J,J,2006,2520561
LC,K,A,2006,831312
LC,K,H,2006,7340
LC,K,J,2006,42967
LK,A,A,2006,22628160
LK,A,D,2006,3004983
LK,A,E,2006,78903
LK,A,F,2006,29624
LK,A,H,2006,1612487
LK,A,I,2006,1024687
LK,A,J,2006,32395432
LK,B,A,2006,5455165
LK,B,D,2006,538785
LK,B,H,2006,2561590
LK,B,I,2006,75730
LK,B,J,2006,43737764
LK,C,A,2006,16404698
LK,C,D,2006,522
LK,C,F,2006,27532
LK,C,I,2006,611905
LK,C,J,2006,65639396
LK,D,A,2006,19718286
LK,D,D,2006,26711083
LK,D,E,2006,1688710
LK,D,F,2006,170158
LK,D,H,2006,18823343
LK,D,I,2006,18686792
LK,D,J,2006,24958959
LK,E,A,2006,9504913
LK,E,D,2006,1773033
LK,E,E,2006,895183
LK,E,H,2006,4195127
LK,E,I,2006,2003309
LK,E,J,2006,66890723
LK,F,A,2006,31782473
LK,F,D,2006,113886
LK,F,H,2006,2163725
LK,F,I,2006,1073844
LK,F,J,2006,133791587
LK,G,A,2006,38859499
LK,G,D,2006,782795
LK,G,E,2006,97585
LK,G,H,2006,2701152
LK,G,I,2006,1570192
LK,G,J,2006,2630378
LK,H,A,2006,8526013
LK,H,D,2006,13513682
LK,H,I,2006,5472774
LK,H,J,2006,47002156
LK,I,A,2006,8098780
LK,I,D,2006,180809
LK,I,E,2006,16312
LK,I,H,2006,757303
LK,I,I,2006,3356092
LK,I,J,2006,35395333
LK,J,A,2006,5356687
LK,J,D,2006,318493
LK,J,H,2006,5622859
LK,J,I,2006,32888
LK,J,J,2006,13448858
LK,K,A,2006,17472951
LK,K,D,2006,4610587
LK,K,E,2006,3091589
LK,K,F,2006,497631
LK,K,I,2006,4504604
LK,K,J,2006,139438797
LK,M,A,2006,78225631
LK,M,J,2006,12038771
LK,N,A,2006,39081920
LK,N,D,2006,15003992
LK,N,E,2006,6950246
LK,N,H,2006,21464742
LK,N,I,2006,24017319
LK,N,J,2006,58076484
LR,A,A,2006,110691
LR,A,D,2006,468993
LR,A,E,2006,259854
LR,A,J,2006,972634
LR,B,A,2006,525512
LR,B,D,2006,654243
LR,B,H,2006,18929206
LR,B,I,2006,1407507
LR,B,J,2006,4994392
LR,C,D,2006,79555
LR,C,J,2006,537811
LR,D,A,2006,21111336
LR,D,D,2006,6932607
LR,D,E,2006,999191
LR,D,H,2006,14089178
LR,D,I,2006,39806130
LR,D,J,2006,9261294
LR,E,A,2006,29435
LR,E,D,2006,313022
LR,E,J,2006,714262
LR,F,I,2006,51752
LR,F,J,2006,1073087
LR,G,D,2006,55481
LR,H,A,2006,132299
LR,H,D,2006,2425467
LR,H,E,2006,425162
LR,H,I,2006,265776
LR,H,J,2006,2410469
LR,I,A,2006,73888
LR,I,H,2006,433090
LR,I,J,2006,144169
LR,J,H,2006,347458
LR,J,J,2006,15496
LR,K,A,2006,482869
LR,K,D,2006,565543
LR,K,E,2006,486081
LR,K,I,2006,337757
LR,K,J,2006,3827249
LR,L,A,2006,1413984
LR,N,A,2006,31201366
LR,N,D,2006,36479078
LR,N,E,2006,6992256
LR,N,F,2006,58651
LR,N,H,2006,41726888
LR,N,I,2006,5460595
LR,N,J,2006,27486235
LS,A,A,2006,1673335
LS,A,J,2006,11865124
LS,B,A,2006,7912990
LS,B,D,2006,355685
LS,B,H,2006,443863
LS,B,J,2006,8832916
LS,C,A,2006,363604
LS,C,D,2006,62531
LS,C,E,2006,553803
LS,C,J,2006,4222100
LS,D,A,2006,5521990
LS,D,D,2006,453461
LS,D,I,2006,9966
LS,D,J,2006,7354590
LS,E,A,2006,309935
LS,E,D,2006,898875
LS,E,J,2006,2087133
LS,F,A,2006,10496366
LS,F,J,2006,2861286
LS,G,A,2006,205538
LS,G,J,2006,103433
LS,H,A,2006,363952
LS,H,D,2006,961512
LS,H,J,2006,625467
LS,I,A,2006,583666
LS,I,J,2006,236321
LS,J,A,2006,22002
LS,J,H,2006,1667801
LS,J,J,2006,266783
LS,K,A,2006,7848066
LS,K,D,2006,112138
LS,K,E,2006,318578
LS,K,I,2006,66444
LS,K,J,2006,4013747
LS,L,A,2006,245940
LS,L,J,2006,2064524
LS,M,J,2006,292895
LS,N,A,2006,26238
LS,N,D,2006,936819
LS,N,E,2006,184977
LS,N,H,2006,609072
LS,N,I,2006,69766
LS,N,J,2006,2768
LY,A,A,2006,5393040
LY,A,I,2006,5021
LY,A,J,2006,2316103
LY,B,A,2006,529729
LY,B,J,2006,1231
LY,C,G,2006,8653
LY,D,A,2006,37244
LY,D,J,2006,27817593
LY,E,A,2006,380988
LY,F,A,2006,6194
LY,G,D,2006,22541
LY,H,A,2006,385019
LY,I,A,2006,17872
LY,I,J,2006,210679
LY,J,A,2006,16628
LY,K,A,2006,937164
LY,K,J,2006,85930
MA,A,A,2006,147775114
MA,A,D,2006,7348367
MA,A,E,2006,25404
MA,A,H,2006,427447
MA,A,I,2006,575535
MA,A,J,2006,212594923
MA,B,A,2006,49382090
MA,B,D,2006,100456
MA,B,F,2006,126697
MA,B,H,2006,1214329
MA,B,I,2006,19933
MA,B,J,2006,8500538
MA,C,A,2006,145745085
MA,C,F,2006,459059
MA,C,G,2006,8653
MA,C,I,2006,260189
MA,C,J,2006,36522402
MA,D,A,2006,85068408
MA,D,D,2006,1584709
MA,D,G,2006,801758
MA,D,H,2006,1752761
MA,D,I,2006,2842699
MA,D,J,2006,18872239
MA,E,A,2006,24638959
MA,E,D,2006,652718
MA,E,E,2006,210525
MA,E,H,2006,14271
MA,E,J,2006,14223317
MA,F,A,2006,210868124
MA,F,I,2006,426349
MA,F,J,2006,64950527
MA,G,A,2006,26771047
MA,G,D,2006,43621
MA,G,E,2006,359913
MA,G,G,2006,177184
MA,G,H,2006,24362
MA,G,I,2006,8314368
MA,G,J,2006,7082476
MA,H,A,2006,22387911
MA,H,D,2006,365222
MA,H,H,2006,131110
MA,H,J,2006,9243872
MA,I,A,2006,9108898
MA,I,D,2006,29160
MA,I,H,2006,995944
MA,I,I,2006,200439
MA,I,J,2006,3664511
MA,J,A,2006,6714022
MA,J,D,2006,403411
MA,J,H,2006,2003677
MA,J,I,2006,81947
MA,J,J,2006,4225954
MA,K,A,2006,69138379
MA,K,D,2006,444059
MA,K,E,2006,1775307
MA,K,H,2006,105168
MA,K,I,2006,307550
MA,K,J,2006,42195299
MA,L,J,2006,1575
MA,M,J,2006,2313743
MA,N,A,2006,395599
MA,N,E,2006,263931
MA,N,H,2006,257163
MA,N,J,2006,4611409
MD,A,A,2006,7591186
MD,A,D,2006,25959
MD,A,E,2006,1143566
MD,A,I,2006,776075
MD,A,J,2006,8002337
MD,B,A,2006,4313354
MD,B,D,2006,645029
MD,B,E,2006,2546718
MD,B,F,2006,142143
MD,B,H,2006,1948653
MD,B,I,2006,245928
MD,B,J,2006,3855659
MD,C,A,2006,183533
MD,C,F,2006,23490
MD,C,I,2006,447667
MD,C,J,2006,5058730
MD,D,A,2006,16094079
MD,D,D,2006,3720529
MD,D,E,2006,197052
MD,D,F,2006,18450
MD,D,H,2006,16772265
MD,D,I,2006,9940315
MD,D,J,2006,7481936
MD,E,A,2006,7625525
MD,E,D,2006,1666158
MD,E,E,2006,489512
MD,E,F,2006,23964
MD,E,H,2006,1538942
MD,E,I,2006,2201150
MD,E,J,2006,6190837
MD,F,A,2006,327765
MD,F,E,2006,3682
MD,F,I,2006,691236
MD,F,J,2006,8691271
MD,G,A,2006,257909
MD,G,D,2006,276655
MD,G,E,2006,74458
MD,G,H,2006,412815
MD,G,I,2006,11085086
MD,G,J,2006,2227291
MD,H,A,2006,8626804
MD,H,D,2006,733099
MD,H,I,2006,570656
MD,H,J,2006,1152423
MD,I,A,2006,1016387
MD,I,J,2006,1726004
MD,J,A,2006,145648
MD,J,D,2006,253148
MD,J,H,2006,3509331
MD,J,I,2006,92316
MD,J,J,2006,73382
MD,K,A,2006,4553134
MD,K,D,2006,44742
MD,K,E,2006,74493
MD,K,I,2006,16142
MD,K,J,2006,1219671
MD,L,A,2006,77418157
MD,N,E,2006,55267
MD,N,F,2006,4511
MD,N,H,2006,43086
MD,N,J,2006,3365011
ME,A,A,2006,1019916
ME,A,E,2006,134869
ME,A,I,2006,44585
ME,A,J,2006,5017781
ME,B,A,2006,1938857
ME,B,H,2006,771919
ME,B,I,2006,276850
ME,B,J,2006,3576019
ME,C,G,2006,4326
ME,C,I,2006,552113
ME,C,J,2006,934119
ME,D,A,2006,6331566
ME,D,D,2006,338011
ME,D,E,2006,35679
ME,D,H,2006,260962
ME,D,I,2006,13800783
ME,D,J,2006,3779808
ME,E,A,2006,285999
ME,E,J,2006,1767900
ME,F,A,2006,3180059
ME,F,I,2006,75303
ME,F,J,2006,5160587
ME,G,A,2006,1292019
ME,G,I,2006,5231363
ME,G,J,2006,3393345
ME,H,J,2006,561303
ME,I,A,2006,346697
ME,I,I,2006,1412463
ME,I,J,2006,989477
ME,J,A,2006,1930386
ME,K,A,2006,9182130
ME,K,E,2006,5639
ME,K,H,2006,1836238
ME,K,I,2006,929109
ME,K,J,2006,819823
ME,M,J,2006,21104405
ME,N,A,2006,583304
ME,N,J,2006,5280
MG,A,A,2006,29144359
MG,A,D,2006,2492357
MG,A,E,2006,288533
MG,A,G,2006,10692
MG,A,H,2006,5866292
MG,A,I,2006,5842
MG,A,J,2006,50542639
MG,B,A,2006,22043939
MG,B,D,2006,1716684
MG,B,E,2006,11649977
MG,B,H,2006,924393
MG,B,I,2006,7504858
MG,B,J,2006,31951645
MG,C,A,2006,5000225
MG,C,D,2006,126479
MG,C,E,2006,378904
MG,C,H,2006,28197
MG,C,J,2006,10366367
MG,D,A,2006,31330291
MG,D,D,2006,1106804
MG,D,E,2006,178765
MG,D,F,2006,11279
MG,D,H,2006,2168306
MG,D,I,2006,3698158
MG,D,J,2006,58726553
MG,E,A,2006,7092099
MG,E,D,2006,815095
MG,E,J,2006,14280867
MG,F,A,2006,102431184
MG,F,I,2006,182670
MG,F,J,2006,77141076
MG,G,A,2006,3149906
MG,G,D,2006,874791
MG,G,I,2006,983372
MG,G,J,2006,10342964
MG,H,A,2006,49814330
MG,H,D,2006,18398214
MG,H,E,2006,7129660
MG,H,H,2006,1189333
MG,H,I,2006,28128
MG,H,J,2006,17387153
MG,I,A,2006,892127
MG,I,H,2006,218969
MG,I,I,2006,2163
MG,I,J,2006,21116422
MG,J,A,2006,10284692
MG,J,D,2006,2214
MG,J,E,2006,994446
MG,J,H,2006,2744922
MG,J,I,2006,6700401
MG,J,J,2006,3788106
MG,K,A,2006,44289191
MG,K,D,2006,1031004
MG,K,E,2006,2899006
MG,K,F,2006,1113486
MG,K,I,2006,411953
MG,K,J,2006,7800956
MG,L,A,2006,69884736
MG,M,A,2006,237616743
MG,M,H,2006,2201308862
MG,M,I,2006,15315807
MG,M,J,2006,345714931
MG,N,A,2006,1312266
MG,N,E,2006,1622385
MG,N,H,2006,848974
MG,N,J,2006,332949
MH,A,A,2006,14535329
MH,A,J,2006,59682
MH,B,A,2006,7584132
MH,B,D,2006,36606
MH,B,J,2006,244851
MH,C,A,2006,231251
MH,D,A,2006,735929
MH,D,J,2006,-259
MH,E,A,2006,257977
MH,E,J,2006,31007
MH,F,A,2006,156565
MH,G,A,2006,400879
MH,H,A,2006,907571
MH,I,A,2006,22095
MH,J,A,2006,737877
MH,K,A,2006,32479249
MH,K,H,2006,7340
MH,K,J,2006,1254095
MH,N,A,2006,2517123
MK,A,A,2006,11446511
MK,A,D,2006,1790277
MK,A,E,2006,1427696
MK,A,F,2006,1307939
MK,A,H,2006,2144035
MK,A,I,2006,1894377
MK,A,J,2006,1989673
MK,B,A,2006,4772860
MK,B,D,2006,2391151
MK,B,H,2006,731740
MK,B,I,2006,111652
MK,B,J,2006,310129
MK,C,A,2006,7033692
MK,C,G,2006,8653
MK,C,H,2006,201895
MK,C,I,2006,2223187
MK,C,J,2006,18269679
MK,D,A,2006,38398016
MK,D,D,2006,7433715
MK,D,E,2006,611438
MK,D,F,2006,521042
MK,D,H,2006,5945732
MK,D,I,2006,14379529
MK,D,J,2006,8771562
MK,E,A,2006,7061920
MK,E,D,2006,1676831
MK,E,E,2006,1143701
MK,E,F,2006,111626
MK,E,H,2006,3727511
MK,E,I,2006,7235100
MK,E,J,2006,5824878
MK,F,A,2006,1800813
MK,F,D,2006,213891
MK,F,E,2006,142719
MK,F,I,2006,820529
MK,F,J,2006,708327
MK,G,A,2006,1574261
MK,G,D,2006,2983211
MK,G,E,2006,34217
MK,G,H,2006,700613
MK,G,I,2006,6794054
MK,G,J,2006,434453
MK,H,A,2006,306489
MK,H,D,2006,315471
MK,H,E,2006,829058
MK,H,H,2006,1225862
MK,H,I,2006,4464095
MK,I,A,2006,5362426
MK,I,D,2006,95195
MK,I,E,2006,550420
MK,I,I,2006,124010
MK,I,J,2006,1635229
MK,J,A,2006,3682043
MK,J,D,2006,394524
MK,J,E,2006,453003
MK,J,F,2006,403791
MK,J,H,2006,598042
MK,J,I,2006,811100
MK,J,J,2006,90474
MK,K,A,2006,34593978
MK,K,D,2006,288626
MK,K,E,2006,237530
MK,K,F,2006,209791
MK,K,I,2006,5472015
MK,K,J,2006,2495896
MK,L,A,2006,183439
MK,N,I,2006,24105
MK,N,J,2006,533047
ML,A,A,2006,57433009
ML,A,D,2006,3026190
ML,A,E,2006,858339
ML,A,F,2006,541396
ML,A,H,2006,179635
ML,A,I,2006,6294903
ML,A,J,2006,40889474
ML,B,A,2006,34798755
ML,B,D,2006,2374054
ML,B,E,2006,6495216
ML,B,F,2006,1549184
ML,B,H,2006,1490349
ML,B,I,2006,7112713
ML,B,J,2006,31493147
ML,C,A,2006,24640345
ML,C,D,2006,1821
ML,C,E,2006,1894893
ML,C,I,2006,120706
ML,C,J,2006,13058393
ML,D,A,2006,58558126
ML,D,D,2006,5669362
ML,D,E,2006,693484
ML,D,F,2006,1581623
ML,D,H,2006,1310476
ML,D,I,2006,17087201
ML,D,J,2006,37471387
ML,E,A,2006,5017002
ML,E,D,2006,1915057
ML,E,E,2006,78519
ML,E,F,2006,263737
ML,E,H,2006,3875904
ML,E,J,2006,8329464
ML,F,A,2006,56516223
ML,F,D,2006,27685
ML,F,E,2006,266186
ML,F,H,2006,-1522679
ML,F,I,2006,1421903
ML,F,J,2006,36644984
ML,G,A,2006,5627103
ML,G,D,2006,881351
ML,G,E,2006,233887
ML,G,H,2006,215808
ML,G,I,2006,260239
ML,G,J,2006,11835298
ML,H,A,2006,42187247
ML,H,D,2006,2350420
ML,H,E,2006,1437698
ML,H,F,2006,576362
ML,H,G,2006,2111814
ML,H,H,2006,1681046
ML,H,I,2006,5537
ML,H,J,2006,45089293
ML,I,A,2006,2534409
ML,I,D,2006,9680
ML,I,E,2006,845932
ML,I,I,2006,704307
ML,I,J,2006,10183301
ML,J,A,2006,6270393
ML,J,D,2006,14924
ML,J,E,2006,19790
ML,J,H,2006,1447744
ML,J,J,2006,3893786
ML,K,A,2006,37376850
ML,K,D,2006,3172159
ML,K,E,2006,3697005
ML,K,F,2006,472377
ML,K,H,2006,495170
ML,K,I,2006,13666677
ML,K,J,2006,14588237
ML,L,A,2006,153823860
ML,L,J,2006,397231
ML,M,A,2006,127887920
ML,M,H,2006,1467610727
ML,M,J,2006,502890695
ML,N,A,2006,534837
ML,N,D,2006,3767079
ML,N,E,2006,400943
ML,N,H,2006,7389949
ML,N,I,2006,275742
ML,N,J,2006,1682938
MM,A,A,2006,6221218
MM,A,D,2006,161887
MM,A,E,2006,56395
MM,A,H,2006,1177365
MM,A,I,2006,20308
MM,A,J,2006,4094552
MM,B,A,2006,6490885
MM,B,D,2006,5052120
MM,B,E,2006,272420
MM,B,H,2006,10836446
MM,B,I,2006,161218
MM,B,J,2006,12066026
MM,C,A,2006,633679
MM,C,E,2006,167688
MM,C,J,2006,835742
MM,D,A,2006,8369979
MM,D,D,2006,5707651
MM,D,E,2006,860995
MM,D,F,2006,279530
MM,D,H,2006,71402
MM,D,I,2006,1370963
MM,D,J,2006,18850795
MM,E,A,2006,2633608
MM,E,D,2006,83075
MM,E,I,2006,213384
MM,E,J,2006,2126999
MM,F,A,2006,2774627
MM,G,A,2006,174686
MM,G,D,2006,636363
MM,H,A,2006,6924175
MM,H,D,2006,2031669
MM,H,E,2006,30870
MM,H,H,2006,2499385
MM,H,J,2006,6552411
MM,I,A,2006,1707830
MM,I,D,2006,145135
MM,I,I,2006,261656
MM,J,A,2006,102490
MM,J,J,2006,741
MM,K,A,2006,4505984
MM,K,D,2006,807821
MM,K,E,2006,1715604
MM,K,H,2006,1796083
MM,K,I,2006,58003
MM,K,J,2006,10468159
MM,M,J,2006,4370904
MM,N,A,2006,3073803
MM,N,D,2006,7108484
MM,N,E,2006,3353095
MM,N,H,2006,8754797
MM,N,I,2006,5819905
MM,N,J,2006,5528146
MN,A,A,2006,23095278
MN,A,D,2006,144162
MN,A,E,2006,48239
MN,A,F,2006,84593
MN,A,H,2006,8160
MN,A,I,2006,598107
MN,A,J,2006,19301074
MN,B,A,2006,3434469
MN,B,D,2006,462196
MN,B,H,2006,1426297
MN,B,I,2006,90389
MN,B,J,2006,469361
MN,C,A,2006,1558922
MN,C,E,2006,276469
MN,C,J,2006,12609723
MN,D,A,2006,2611238
MN,D,D,2006,1113581
MN,D,H,2006,326683
MN,D,I,2006,13933277
MN,D,J,2006,4845670
MN,E,A,2006,7456339
MN,E,D,2006,585193
MN,E,H,2006,9469
MN,E,I,2006,30857
MN,E,J,2006,3829438
MN,F,A,2006,12322394
MN,F,E,2006,522311
MN,F,I,2006,631744
MN,F,J,2006,14193391
MN,G,A,2006,4727099
MN,G,D,2006,221419
MN,G,E,2006,180314
MN,G,I,2006,110076
MN,G,J,2006,4464719
MN,H,A,2006,6524422
MN,H,D,2006,598022
MN,H,H,2006,1664801
MN,H,J,2006,6462655
MN,I,A,2006,3302080
MN,I,D,2006,255752
MN,I,E,2006,19124
MN,I,I,2006,128928
MN,I,J,2006,583845
MN,J,A,2006,5691184
MN,J,H,2006,2182017
MN,J,I,2006,207207
MN,J,J,2006,507905
MN,K,A,2006,8696118
MN,K,D,2006,295837
MN,K,E,2006,752497
MN,K,H,2006,91781
MN,K,J,2006,8434768
MN,M,J,2006,16595997
MN,N,A,2006,1011194
MN,N,F,2006,315814
MN,N,J,2006,293712
MR,A,A,2006,14171268
MR,A,I,2006,5021
MR,A,J,2006,28290858
MR,B,A,2006,5169511
MR,B,D,2006,143116
MR,B,E,2006,124845
MR,B,H,2006,2871394
MR,B,J,2006,6578062
MR,C,A,2006,3400325
MR,C,D,2006,318166
MR,C,J,2006,8737850
MR,D,A,2006,19746371
MR,D,D,2006,454988
MR,D,E,2006,152029
MR,D,H,2006,2177531
MR,D,I,2006,116277
MR,D,J,2006,11944164
MR,E,A,2006,2736694
MR,E,D,2006,377392
MR,E,E,2006,47019
MR,E,J,2006,4256378
MR,F,A,2006,15523272
MR,F,I,2006,68157
MR,F,J,2006,5294376
MR,G,A,2006,24985
MR,G,D,2006,49195
MR,G,J,2006,443424
MR,H,A,2006,16499719
MR,H,D,2006,2357532
MR,H,E,2006,47668
MR,H,J,2006,17159056
MR,I,A,2006,977560
MR,I,J,2006,8738986
MR,J,A,2006,3399340
MR,J,H,2006,276270
MR,J,J,2006,1192267
MR,K,A,2006,26089285
MR,K,D,2006,1309342
MR,K,E,2006,3241884
MR,K,F,2006,3981
MR,K,J,2006,2450528
MR,L,A,2006,5725594
MR,L,J,2006,596129
MR,M,A,2006,59496490
MR,M,H,2006,707949740
MR,M,J,2006,226399895
MR,N,A,2006,126364
MR,N,D,2006,57364
MR,N,E,2006,256035
MR,N,H,2006,5611415
MR,N,J,2006,2355029
MS,A,A,2006,119570
MS,A,J,2006,514748
MS,B,J,2006,186502
MS,D,J,2006,948811
MS,E,A,2006,11896
MS,E,J,2006,72165
MS,F,A,2006,1125737
MS,F,J,2006,1872470
MS,I,A,2006,4195127
MS,I,J,2006,629445
MS,K,A,2006,2730525
MS,K,J,2006,225249
MS,L,J,2006,19440782
MU,A,A,2006,6172458
MU,A,D,2006,165871
MU,A,J,2006,14736627
MU,B,A,2006,501103
MU,B,D,2006,2876
MU,B,H,2006,30908
MU,B,J,2006,243512
MU,C,A,2006,15469981
MU,C,I,2006,27685
MU,D,A,2006,1974643
MU,D,D,2006,27787
MU,D,I,2006,9966
MU,D,J,2006,362492
MU,E,A,2006,2057905
MU,F,A,2006,151292
MU,F,I,2006,36544
MU,F,J,2006,5559
MU,G,A,2006,58792
MU,H,A,2006,1600607
MU,H,J,2006,184
MU,I,A,2006,9228
MU,I,J,2006,34836
MU,J,A,2006,1964
MU,J,H,2006,11581
MU,J,J,2006,33827
MU,K,A,2006,7727801
MU,K,D,2006,958
MU,K,E,2006,14402
MU,K,H,2006,7340
MU,K,I,2006,43188
MU,K,J,2006,18972477
MV,A,A,2006,1487960
MV,A,J,2006,2356307
MV,B,A,2006,325953
MV,B,H,2006,188491
MV,B,J,2006,181074
MV,C,A,2006,76337
MV,C,J,2006,897393
MV,D,J,2006,605996
MV,E,A,2006,467686
MV,E,H,2006,1330258
MV,E,J,2006,2290761
MV,F,A,2006,300243
MV,F,J,2006,75477
MV,G,A,2006,33062
MV,H,A,2006,1241136
MV,H,J,2006,990354
MV,I,A,2006,18710
MV,J,A,2006,34014
MV,J,J,2006,243085
MV,K,A,2006,1756779
MV,K,H,2006,7340
MV,K,I,2006,-21549
MV,K,J,2006,3122720
MV,N,A,2006,12812190
MV,N,D,2006,2486739
MV,N,H,2006,4141681
MV,N,J,2006,1457765
MW,A,A,2006,26557193
MW,A,D,2006,1319579
MW,A,H,2006,160332
MW,A,I,2006,5315526
MW,A,J,2006,13411777
MW,B,A,2006,81622144
MW,B,D,2006,10161631
MW,B,E,2006,3553971
MW,B,H,2006,4050085
MW,B,I,2006,16990858
MW,B,J,2006,68394760
MW,C,A,2006,5153722
MW,C,D,2006,813097
MW,C,J,2006,4886659
MW,D,A,2006,33599876
MW,D,D,2006,3180948
MW,D,E,2006,440723
MW,D,H,2006,2436571
MW,D,I,2006,772883
MW,D,J,2006,30968671
MW,E,A,2006,9307561
MW,E,D,2006,3294249
MW,E,H,2006,2081905
MW,E,J,2006,16892589
MW,F,A,2006,5467368
MW,F,J,2006,14774355
MW,G,A,2006,325608
MW,G,D,2006,20694
MW,G,E,2006,20473
MW,G,H,2006,142805
MW,G,J,2006,3056802
MW,H,A,2006,24976719
MW,H,D,2006,23530240
MW,H,H,2006,939663
MW,H,I,2006,7353144
MW,H,J,2006,70852845
MW,I,A,2006,1585727
MW,I,E,2006,32625
MW,I,J,2006,1635155
MW,J,A,2006,505863
MW,J,D,2006,1003113
MW,J,H,2006,23163
MW,J,J,2006,1179534
MW,K,A,2006,21048640
MW,K,D,2006,3777472
MW,K,E,2006,2663840
MW,K,H,2006,3245
MW,K,I,2006,1746409
MW,K,J,2006,10850827
MW,L,A,2006,72607983
MW,L,J,2006,30261595
MW,M,A,2006,81507973
MW,M,H,2006,2180029372
MW,M,I,2006,303293
MW,M,J,2006,406092328
MW,N,A,2006,2016310
MW,N,D,2006,2538809
MW,N,E,2006,58466
MW,N,H,2006,12759805
MW,N,I,2006,563667
MW,N,J,2006,3688312
MX,A,A,2006,23210500
MX,A,D,2006,674611
MX,A,E,2006,8277
MX,A,H,2006,72011
MX,A,I,2006,73299
MX,A,J,2006,13943692
MX,B,A,2006,4279461
MX,B,D,2006,463179
MX,B,H,2006,1598292
MX,B,I,2006,2053121
MX,B,J,2006,8137411
MX,C,A,2006,60036412
MX,C,I,2006,292138
MX,C,J,2006,64130766
MX,D,A,2006,3594087
MX,D,D,2006,3369759
MX,D,E,2006,118204
MX,D,H,2006,3173170
MX,D,I,2006,201905
MX,D,J,2006,5671450
MX,E,A,2006,11579537
MX,E,D,2006,984603
MX,E,E,2006,67056
MX,E,I,2006,415275
MX,E,J,2006,60766452
MX,F,A,2006,465879
MX,F,I,2006,882598
MX,F,J,2006,325381
MX,G,A,2006,1843083
MX,G,D,2006,629875
MX,G,I,2006,98558
MX,G,J,2006,622464
MX,H,A,2006,2254749
MX,H,D,2006,613732
MX,H,E,2006,79688
MX,H,H,2006,20964
MX,H,I,2006,11074
MX,H,J,2006,3894127
MX,I,A,2006,9135455
MX,I,I,2006,1059783
MX,I,J,2006,2244980
MX,J,A,2006,9431760
MX,J,H,2006,7644088
MX,J,I,2006,28792
MX,J,J,2006,6297040
MX,K,A,2006,15047272
MX,K,D,2006,1073837
MX,K,E,2006,1162623
MX,K,H,2006,1107
MX,K,I,2006,27524459
MX,K,J,2006,10791088
MX,N,A,2006,565093
MX,N,E,2006,343499
MX,N,I,2006,217050
MX,N,J,2006,298275
MY,A,A,2006,35295699
MY,A,F,2006,100384
MY,A,I,2006,21469
MY,A,J,2006,3654968
MY,B,A,2006,1313263
MY,B,D,2006,50615
MY,B,H,2006,161538
MY,B,J,2006,447076
MY,C,A,2006,218323
MY,C,J,2006,229360820
MY,D,A,2006,965890
MY,D,D,2006,1512765
MY,D,I,2006,36902
MY,D,J,2006,1151761
MY,E,A,2006,4433768
MY,E,D,2006,69944
MY,E,E,2006,33506
MY,E,H,2006,9469
MY,E,I,2006,239665
MY,E,J,2006,2279186
MY,F,A,2006,1371847
MY,F,I,2006,121814
MY,F,J,2006,58876056
MY,G,A,2006,1557960
MY,H,A,2006,2505103
MY,H,J,2006,26798
MY,I,A,2006,3687238
MY,I,G,2006,3249
MY,I,I,2006,1487533
MY,I,J,2006,252022
MY,J,A,2006,4137984
