country,sector,channel,year,in-oda-gross-sector-channel
NR,F,C,2010,14203096
NR,G,B,2010,93
NR,H,A,2010,17494
NR,H,B,2010,16444
NR,H,C,2010,165872
NR,H,E,2010,1319805
NR,H,H,2010,541669
NR,H,I,2010,16980
NR,I,A,2010,5619
NR,I,B,2010,4206
NR,I,C,2010,321409
NR,I,E,2010,48969
NR,I,F,2010,31274
NR,I,H,2010,51926
NR,I,I,2010,57654
NR,J,A,2010,293675
NR,J,B,2010,17497
NR,J,C,2010,308283
NR,K,A,2010,114941048
NR,K,B,2010,570394
NR,K,C,2010,1544767
NR,K,E,2010,68096
NR,K,H,2010,35476
NR,K,I,2010,411746
NR,K,J,2010,1241215
NR,L,B,2010,9185
NR,L,I,2010,383668
NR,N,A,2010,886996
NU,A,A,2010,267500
NU,A,C,2010,16648
NU,A,H,2010,391997
NU,A,I,2010,-382
NU,B,A,2010,559431
NU,C,A,2010,337259
NU,C,C,2010,20804
NU,C,I,2010,12112
NU,D,A,2010,2002923
NU,D,B,2010,4
NU,D,E,2010,279443
NU,D,H,2010,21366
NU,D,I,2010,147118
NU,E,A,2010,40416
NU,E,C,2010,12
NU,F,A,2010,2009620
NU,F,C,2010,1319580
NU,G,A,2010,27201
NU,G,D,2010,52155
NU,G,E,2010,9785
NU,H,A,2010,8747
NU,H,B,2010,-1385
NU,H,H,2010,270834
NU,H,I,2010,7429
NU,I,A,2010,1537832
NU,I,B,2010,2103
NU,I,C,2010,43584
NU,I,F,2010,17960
NU,I,H,2010,25963
NU,I,I,2010,32616
NU,J,E,2010,85788
NU,J,H,2010,80606
NU,K,A,2010,120724
NU,K,B,2010,46507
NU,K,E,2010,19538
NU,K,H,2010,11500
NU,K,I,2010,24500
NU,K,J,2010,20370
NU,L,C,2010,7439125
NU,N,C,2010,2559
OM,A,A,2010,697406
OM,A,B,2010,767688
OM,A,C,2010,227760
OM,A,I,2010,268385
OM,B,C,2010,10639
OM,B,H,2010,697802
OM,C,A,2010,4782
OM,C,C,2010,23751
OM,C,I,2010,218235
OM,D,A,2010,358328
OM,D,B,2010,570877
OM,D,D,2010,73270
OM,D,E,2010,165331
OM,D,F,2010,189382
OM,E,A,2010,44503
OM,E,C,2010,43131
OM,E,I,2010,1438
OM,E,J,2010,336297
OM,F,A,2010,2485051
OM,F,C,2010,20217649
OM,G,C,2010,27690
OM,G,I,2010,6005
OM,H,A,2010,3082
OM,H,B,2010,6125
OM,H,C,2010,66226
OM,I,B,2010,8290
OM,I,C,2010,1032623
OM,I,E,2010,50212
OM,J,E,2010,109806
OM,J,I,2010,15578
OM,K,A,2010,207614
OM,K,B,2010,270569
OM,L,C,2010,12626037
PA,A,A,2010,1457646
PA,A,B,2010,400598
PA,A,C,2010,473130
PA,A,E,2010,1332528
PA,A,F,2010,135260
PA,A,H,2010,128538
PA,A,I,2010,676112
PA,A,J,2010,100278
PA,B,A,2010,311222
PA,B,B,2010,189559
PA,B,C,2010,274755
PA,B,D,2010,77743
PA,B,E,2010,59556
PA,B,F,2010,422587
PA,B,H,2010,1011701
PA,B,I,2010,469058
PA,B,J,2010,115122
PA,C,C,2010,111428120
PA,C,H,2010,3022
PA,C,J,2010,39590
PA,D,A,2010,2146978
PA,D,B,2010,213677
PA,D,C,2010,469421
PA,D,D,2010,239054
PA,D,E,2010,582776
PA,D,G,2010,25707
PA,D,H,2010,648047
PA,D,I,2010,267999
PA,D,J,2010,847396
PA,E,A,2010,2161400
PA,E,B,2010,214555
PA,E,C,2010,750372
PA,E,E,2010,502702
PA,E,F,2010,182770
PA,E,I,2010,29531
PA,E,J,2010,188035
PA,F,A,2010,2037365
PA,F,B,2010,3209823
PA,F,C,2010,223397
PA,F,G,2010,29122
PA,F,H,2010,11672
PA,F,I,2010,237014
PA,F,J,2010,813674
PA,G,C,2010,76723
PA,G,E,2010,115641
PA,G,I,2010,496
PA,G,J,2010,419700
PA,H,B,2010,1561367
PA,H,C,2010,2353932
PA,H,E,2010,347839
PA,H,F,2010,110753
PA,H,H,2010,13919
PA,H,J,2010,17428
PA,I,A,2010,120193
PA,I,B,2010,408709
PA,I,C,2010,551387
PA,I,E,2010,308038
PA,I,H,2010,3989
PA,I,I,2010,34962
PA,I,J,2010,1201601
PA,J,A,2010,258609
PA,J,B,2010,34966
PA,J,C,2010,67721
PA,J,E,2010,180942
PA,J,H,2010,759226
PA,J,I,2010,3035379
PA,J,J,2010,207716
PA,K,A,2010,3965478
PA,K,B,2010,210060
PA,K,C,2010,951037
PA,K,D,2010,89465
PA,K,E,2010,414367
PA,K,H,2010,298628
PA,K,I,2010,254541
PA,K,J,2010,436682
PA,M,A,2010,318818
PA,N,B,2010,1505654
PA,N,C,2010,18122
PA,N,E,2010,156724
PA,N,H,2010,91128
PA,N,I,2010,88740
PA,N,J,2010,140052
PE,A,A,2010,9692471
PE,A,B,2010,11581303
PE,A,C,2010,305724
PE,A,D,2010,2248566
PE,A,E,2010,14701266
PE,A,F,2010,1003970
PE,A,H,2010,3168996
PE,A,I,2010,10738334
PE,A,J,2010,744943
PE,B,A,2010,7976298
PE,B,B,2010,5560506
PE,B,C,2010,1095259
PE,B,D,2010,5999747
PE,B,E,2010,14742402
PE,B,F,2010,17205414
PE,B,H,2010,4780500
PE,B,I,2010,15962043
PE,B,J,2010,208765
PE,C,A,2010,8963144
PE,C,B,2010,848891
PE,C,C,2010,230040682
PE,C,D,2010,301545
PE,C,E,2010,5579162
PE,C,F,2010,236946
PE,C,H,2010,220720
PE,C,I,2010,461423
PE,C,J,2010,806454
PE,D,A,2010,21382399
PE,D,B,2010,5682997
PE,D,C,2010,3209913
PE,D,D,2010,4278520
PE,D,E,2010,28709202
PE,D,F,2010,1517078
PE,D,H,2010,7030127
PE,D,I,2010,15566132
PE,D,J,2010,1462533
PE,E,A,2010,45247853
PE,E,B,2010,2076413
PE,E,C,2010,1848306
PE,E,D,2010,305350
PE,E,E,2010,7157782
PE,E,F,2010,207577
PE,E,H,2010,205502
PE,E,I,2010,953281
PE,E,J,2010,778857
PE,F,A,2010,1592470
PE,F,B,2010,1141364
PE,F,C,2010,15141925
PE,F,D,2010,602796
PE,F,E,2010,14344
PE,F,F,2010,32826
PE,F,G,2010,3675778
PE,F,H,2010,52546
PE,F,I,2010,1260888
PE,F,J,2010,526561
PE,G,A,2010,386321
PE,G,B,2010,278285
PE,G,C,2010,634884
PE,G,D,2010,15273
PE,G,E,2010,2067377
PE,G,G,2010,5388340
PE,G,H,2010,4350137
PE,G,I,2010,30381279
PE,G,J,2010,3433453
PE,H,A,2010,2296060
PE,H,B,2010,4103208
PE,H,C,2010,18490908
PE,H,D,2010,1770160
PE,H,E,2010,15971942
PE,H,F,2010,878476
PE,H,G,2010,3000012
PE,H,H,2010,2128851
PE,H,I,2010,25309159
PE,H,J,2010,198611
PE,I,A,2010,3570157
PE,I,B,2010,952103
PE,I,C,2010,1416042
PE,I,D,2010,747617
PE,I,E,2010,5657751
PE,I,G,2010,133713
PE,I,H,2010,2878506
PE,I,I,2010,5782298
PE,I,J,2010,2676502
PE,J,A,2010,13990783
PE,J,B,2010,3824968
PE,J,C,2010,1655671
PE,J,D,2010,444144
PE,J,E,2010,5684256
PE,J,F,2010,343171
PE,J,H,2010,5423700
PE,J,I,2010,4309075
PE,K,A,2010,18692325
PE,K,B,2010,8937614
PE,K,C,2010,1455625
PE,K,D,2010,2976731
PE,K,E,2010,10550636
PE,K,F,2010,789177
PE,K,H,2010,472899
PE,K,I,2010,5498995
PE,K,J,2010,396977
PE,M,A,2010,14979178
PE,M,C,2010,4660450
PE,N,A,2010,1450367
PE,N,B,2010,1094540
PE,N,C,2010,2387588
PE,N,D,2010,249570
PE,N,E,2010,6031640
PE,N,H,2010,1506763
PE,N,I,2010,264509
PE,N,J,2010,250532
PG,A,A,2010,21545179
PG,A,B,2010,552087
PG,A,C,2010,1311571
PG,A,D,2010,682983
PG,A,E,2010,416494
PG,A,F,2010,117932
PG,A,I,2010,58371045
PG,A,J,2010,30160
PG,B,A,2010,32945302
PG,B,B,2010,3465959
PG,B,C,2010,9086108
PG,B,D,2010,4815013
PG,B,E,2010,10881485
PG,B,F,2010,9619463
PG,B,G,2010,1439566
PG,B,H,2010,5842597
PG,B,I,2010,29655703
PG,B,J,2010,4064789
PG,C,A,2010,2103988
PG,C,B,2010,17860
PG,C,C,2010,2318126
PG,C,D,2010,9814556
PG,C,E,2010,386213
PG,C,F,2010,28830
PG,C,I,2010,4398
PG,C,J,2010,8474
PG,D,A,2010,18922727
PG,D,B,2010,33898024
PG,D,C,2010,7048792
PG,D,D,2010,1430797
PG,D,E,2010,6246200
PG,D,F,2010,1010769
PG,D,H,2010,4528375
PG,D,I,2010,96464707
PG,D,J,2010,125247
PG,E,A,2010,344145
PG,E,B,2010,106705
PG,E,C,2010,103935
PG,E,D,2010,215081
PG,E,E,2010,1979116
PG,E,F,2010,2503127
PG,E,H,2010,481087
PG,E,I,2010,7270003
PG,E,J,2010,173796
PG,F,A,2010,1248788
PG,F,B,2010,1068528
PG,F,C,2010,15701527
PG,F,H,2010,534541
PG,F,I,2010,61025177
PG,F,J,2010,16401949
PG,G,C,2010,225237
PG,G,D,2010,29760
PG,G,E,2010,3186
PG,G,H,2010,587996
PG,G,I,2010,143225
PG,G,J,2010,2454090
PG,H,A,2010,2192655
PG,H,B,2010,7339058
PG,H,C,2010,3441741
PG,H,D,2010,988252
PG,H,E,2010,713616
PG,H,F,2010,348388
PG,H,H,2010,270834
PG,H,I,2010,8915158
PG,H,J,2010,113271
PG,I,A,2010,11622333
PG,I,B,2010,107149
PG,I,C,2010,422857
PG,I,E,2010,105122
PG,I,H,2010,25963
PG,I,I,2010,1252667
PG,I,J,2010,1648580
PG,J,A,2010,588397
PG,J,B,2010,5189849
PG,J,C,2010,9118858
PG,J,E,2010,2086167
PG,J,F,2010,106791
PG,J,H,2010,556895
PG,J,I,2010,141477
PG,K,A,2010,1412060
PG,K,B,2010,21533232
PG,K,C,2010,2545318
PG,K,D,2010,266846
PG,K,E,2010,10351948
PG,K,F,2010,755300
PG,K,H,2010,5286232
PG,K,I,2010,20521484
PG,K,J,2010,1071339
PG,L,B,2010,7391
PG,L,F,2010,156403
PG,L,I,2010,441224
PG,N,A,2010,428436
PG,N,B,2010,84106
PG,N,C,2010,9282084
PG,N,D,2010,132423
PG,N,E,2010,626663
PG,N,H,2010,911499
PG,N,I,2010,229090
PH,A,A,2010,4405045
PH,A,B,2010,4874581
PH,A,C,2010,7484551
PH,A,D,2010,396
PH,A,E,2010,2473798
PH,A,F,2010,904577
PH,A,H,2010,2473977
PH,A,I,2010,34068760
PH,A,J,2010,694572
PH,B,A,2010,15751522
PH,B,B,2010,1760881
PH,B,C,2010,11692546
PH,B,D,2010,39950952
PH,B,E,2010,7469300
PH,B,F,2010,438925
PH,B,G,2010,24184104
PH,B,H,2010,21942580
PH,B,I,2010,24985621
PH,B,J,2010,661166
PH,C,A,2010,2105626
PH,C,B,2010,229052
PH,C,C,2010,15250272
PH,C,D,2010,5725
PH,C,E,2010,3244252
PH,C,F,2010,202434
PH,C,H,2010,3459280
PH,C,I,2010,3312195
PH,C,J,2010,4850
PH,D,A,2010,15205937
PH,D,B,2010,1167976
PH,D,C,2010,10413250
PH,D,D,2010,8011743
PH,D,E,2010,24083255
PH,D,F,2010,4144584
PH,D,G,2010,159816
PH,D,H,2010,10930760
PH,D,I,2010,16983021
PH,D,J,2010,213117
PH,E,A,2010,1701572
PH,E,B,2010,592128
PH,E,C,2010,10580126
PH,E,E,2010,2776876
PH,E,F,2010,94538
PH,E,I,2010,919953
PH,E,J,2010,220480
PH,F,A,2010,9019893
PH,F,B,2010,32032352
PH,F,C,2010,146017502
PH,F,D,2010,44999
PH,F,E,2010,1530567
PH,F,F,2010,64269
PH,F,G,2010,822336
PH,F,H,2010,53557
PH,F,I,2010,47650230
PH,G,A,2010,17956012
PH,G,B,2010,110862
PH,G,C,2010,4755458
PH,G,D,2010,763821
PH,G,E,2010,1036205
PH,G,F,2010,587786
PH,G,H,2010,17852
PH,G,I,2010,6788373
PH,H,A,2010,8194384
PH,H,B,2010,26713993
PH,H,C,2010,69039522
PH,H,D,2010,1805949
PH,H,E,2010,15419293
PH,H,F,2010,159483
PH,H,H,2010,5303709
PH,H,I,2010,6410670
PH,I,A,2010,2818502
PH,I,B,2010,4189754
PH,I,C,2010,7990767
PH,I,D,2010,95486
PH,I,E,2010,7583156
PH,I,F,2010,117886
PH,I,H,2010,347130
PH,I,I,2010,4055930
PH,J,A,2010,7213393
PH,J,B,2010,816902
PH,J,C,2010,82622583
PH,J,D,2010,863398
PH,J,E,2010,1498742
PH,J,F,2010,263052
PH,J,H,2010,15756951
PH,J,I,2010,4213999
PH,K,A,2010,207106688
PH,K,B,2010,8206979
PH,K,C,2010,30058979
PH,K,D,2010,702409
PH,K,E,2010,5669858
PH,K,F,2010,377062
PH,K,H,2010,455751
PH,K,I,2010,9115954
PH,K,J,2010,2325671
PH,L,C,2010,280922186
PH,M,A,2010,1097554
PH,N,A,2010,1352187
PH,N,B,2010,213430
PH,N,C,2010,49127680
PH,N,D,2010,795540
PH,N,E,2010,25132239
PH,N,F,2010,120600
PH,N,H,2010,32087694
PH,N,I,2010,946425
PH,N,J,2010,2008318
PK,A,A,2010,139887134
PK,A,B,2010,11530110
PK,A,C,2010,30012599
PK,A,D,2010,589192
PK,A,E,2010,58807083
PK,A,F,2010,10240696
PK,A,H,2010,45927086
PK,A,I,2010,48274003
PK,A,J,2010,210831106
PK,B,A,2010,63501096
PK,B,B,2010,369136
PK,B,C,2010,2544935
PK,B,D,2010,9766457
PK,B,E,2010,52592450
PK,B,F,2010,439141
PK,B,H,2010,130103638
PK,B,I,2010,12283152
PK,B,J,2010,191708203
PK,C,A,2010,6601479
PK,C,B,2010,14358
PK,C,C,2010,23798024
PK,C,D,2010,1374328
PK,C,E,2010,3527547
PK,C,F,2010,631675
PK,C,H,2010,16524062
PK,C,I,2010,3047538
PK,C,J,2010,12915806
PK,D,A,2010,55190299
PK,D,B,2010,10377429
PK,D,C,2010,27846881
PK,D,D,2010,9241307
PK,D,E,2010,29511833
PK,D,F,2010,7634029
PK,D,H,2010,78933204
PK,D,I,2010,53578369
PK,D,J,2010,151027172
PK,E,A,2010,169935364
PK,E,B,2010,18285
PK,E,C,2010,2597258
PK,E,D,2010,1017864
PK,E,E,2010,1027100
PK,E,F,2010,2521039
PK,E,G,2010,28845
PK,E,H,2010,17304109
PK,E,I,2010,5090940
PK,E,J,2010,42548544
PK,F,A,2010,19929207
PK,F,B,2010,14002512
PK,F,C,2010,55829781
PK,F,E,2010,5929486
PK,F,G,2010,429199
PK,F,H,2010,537315
PK,F,I,2010,13863459
PK,F,J,2010,26327779
PK,G,A,2010,350365
PK,G,C,2010,334163
PK,G,D,2010,341100
PK,G,E,2010,29315355
PK,G,H,2010,323064
PK,G,I,2010,20794841
PK,G,J,2010,16086847
PK,H,A,2010,37815057
PK,H,B,2010,3870982
PK,H,C,2010,13115556
PK,H,D,2010,283502
PK,H,E,2010,5887290
PK,H,F,2010,236080
PK,H,H,2010,59148187
PK,H,I,2010,9042344
PK,H,J,2010,15338957
PK,I,B,2010,120812
PK,I,C,2010,1502598
PK,I,D,2010,1626428
PK,I,E,2010,13739332
PK,I,H,2010,3008403
PK,I,I,2010,5679024
PK,I,J,2010,2631884
PK,J,A,2010,2201457
PK,J,B,2010,202191
PK,J,C,2010,3992741
PK,J,D,2010,624714
PK,J,E,2010,2340228
PK,J,G,2010,934812
PK,J,H,2010,4028326
PK,J,I,2010,498564
PK,J,J,2010,4875133
PK,K,A,2010,20113053
PK,K,B,2010,10520459
PK,K,C,2010,39734893
PK,K,D,2010,4149988
PK,K,E,2010,9120467
PK,K,F,2010,20673
PK,K,H,2010,2514533
PK,K,I,2010,15438600
PK,K,J,2010,52207012
PK,L,C,2010,49657500
PK,M,A,2010,12723639
PK,N,A,2010,120457381
PK,N,B,2010,15192751
PK,N,C,2010,66510467
PK,N,D,2010,14234271
PK,N,E,2010,359572475
PK,N,F,2010,841459
PK,N,G,2010,4492619
PK,N,H,2010,733092589
PK,N,I,2010,52046213
PK,N,J,2010,60799752
PS,A,A,2010,21752066
PS,A,B,2010,10225365
PS,A,C,2010,11395553
PS,A,D,2010,1822639
PS,A,E,2010,16560936
PS,A,F,2010,1096208
PS,A,H,2010,9240327
PS,A,I,2010,37235767
PS,A,J,2010,194839593
PS,B,A,2010,4286824
PS,B,B,2010,2490930
PS,B,C,2010,4630553
PS,B,D,2010,3118890
PS,B,E,2010,20008768
PS,B,F,2010,2926626
PS,B,H,2010,10132391
PS,B,I,2010,19652671
PS,B,J,2010,55444243
PS,C,A,2010,35053970
PS,C,B,2010,745204
PS,C,C,2010,2311791
PS,C,D,2010,495571
PS,C,E,2010,29443596
PS,C,F,2010,121765
PS,C,H,2010,3190706
PS,C,I,2010,48863611
PS,C,J,2010,297024
PS,D,A,2010,141537581
PS,D,B,2010,10139148
PS,D,C,2010,18571948
PS,D,D,2010,6253846
PS,D,E,2010,45824769
PS,D,F,2010,14274442
PS,D,G,2010,2554429
PS,D,H,2010,106849120
PS,D,I,2010,43217874
PS,D,J,2010,558518
PS,E,A,2010,304870535
PS,E,B,2010,2636266
PS,E,C,2010,43265749
PS,E,D,2010,2615219
PS,E,E,2010,35879700
PS,E,F,2010,3207762
PS,E,H,2010,6885392
PS,E,I,2010,227113930
PS,E,J,2010,1676360
PS,F,A,2010,1860758
PS,F,B,2010,599563
PS,F,C,2010,13349818
PS,F,D,2010,26395
PS,F,E,2010,45389310
PS,F,F,2010,247186
PS,F,H,2010,533400
PS,F,I,2010,36185696
PS,G,A,2010,3398062
PS,G,B,2010,74346
PS,G,C,2010,9897448
PS,G,D,2010,425879
PS,G,E,2010,6851707
PS,G,F,2010,307543
PS,G,H,2010,23282265
PS,G,I,2010,2400771
PS,G,J,2010,1038582
PS,H,A,2010,16714
PS,H,B,2010,2108625
PS,H,C,2010,2247905
PS,H,D,2010,2512527
PS,H,E,2010,12302954
PS,H,F,2010,11513269
PS,H,H,2010,43860641
PS,H,I,2010,5809951
PS,H,J,2010,2019134
PS,I,A,2010,13853514
PS,I,B,2010,16865066
PS,I,C,2010,1165833
PS,I,D,2010,97724
PS,I,E,2010,7549630
PS,I,F,2010,281568
PS,I,H,2010,825765
PS,I,I,2010,11192605
PS,J,A,2010,281505
PS,J,B,2010,27205
PS,J,C,2010,30493
PS,J,D,2010,171700
PS,J,E,2010,226293
PS,J,H,2010,512603
PS,K,A,2010,53277472
PS,K,B,2010,17651212
PS,K,C,2010,61048685
PS,K,D,2010,745592
PS,K,E,2010,2151593
PS,K,F,2010,3596265
PS,K,G,2010,8052
PS,K,H,2010,24351436
PS,K,I,2010,9540961
PS,K,J,2010,54492554
PS,L,C,2010,74956376
PS,L,H,2010,77869471
PS,N,A,2010,4240676
PS,N,B,2010,346614
PS,N,C,2010,78195
PS,N,D,2010,1239442
PS,N,E,2010,74344841
PS,N,F,2010,342393
PS,N,H,2010,219195737
PS,N,I,2010,32748243
PS,N,J,2010,14724111
PW,A,B,2010,3084
PW,A,C,2010,506439
PW,A,F,2010,100531
PW,A,I,2010,92266
PW,B,A,2010,155618
PW,B,B,2010,23088
PW,B,C,2010,325491
PW,B,F,2010,98638
PW,C,C,2010,144202
PW,C,F,2010,48015
PW,C,I,2010,12112
PW,D,A,2010,69187
PW,D,B,2010,304665
PW,D,E,2010,19722
PW,D,H,2010,82811
PW,D,I,2010,92885
PW,E,B,2010,36947
PW,E,C,2010,139522
PW,F,A,2010,613669
PW,F,C,2010,7044431
PW,F,F,2010,87978
PW,H,A,2010,8747
PW,H,B,2010,16645
PW,H,C,2010,149528
PW,H,E,2010,308295
PW,H,H,2010,270834
PW,H,I,2010,7429
PW,I,A,2010,2809
PW,I,B,2010,2103
PW,I,C,2010,48628
PW,I,H,2010,25963
PW,I,I,2010,1534
PW,J,B,2010,30737
PW,J,C,2010,827568
PW,K,A,2010,15464518
PW,K,B,2010,47209
PW,K,C,2010,413412
PW,K,E,2010,225
PW,K,H,2010,17621
PW,K,I,2010,2576
PW,L,B,2010,9185
PY,A,A,2010,22519432
PY,A,B,2010,3754209
PY,A,C,2010,2265366
PY,A,D,2010,15775
PY,A,E,2010,3185572
PY,A,F,2010,2028877
PY,A,H,2010,3302227
PY,A,I,2010,538939
PY,A,J,2010,1184978
PY,B,A,2010,683228
PY,B,B,2010,5749527
PY,B,C,2010,2145526
PY,B,D,2010,9370239
PY,B,E,2010,3981908
PY,B,F,2010,121874
PY,B,H,2010,1107208
PY,B,I,2010,2274132
PY,B,J,2010,97470
PY,C,A,2010,66263
PY,C,B,2010,16594
PY,C,C,2010,1144456
PY,C,D,2010,99860
PY,C,E,2010,389121
PY,C,H,2010,3022
PY,C,J,2010,4507
PY,D,A,2010,9459820
PY,D,B,2010,3638274
PY,D,C,2010,689726
PY,D,D,2010,802052
PY,D,E,2010,10954368
PY,D,F,2010,151289
PY,D,H,2010,767108
PY,D,I,2010,4774122
PY,D,J,2010,1645824
PY,E,A,2010,357147
PY,E,B,2010,1576732
PY,E,C,2010,2384381
PY,E,D,2010,739162
PY,E,E,2010,1404517
PY,E,F,2010,224839
PY,E,H,2010,28278
PY,E,I,2010,63000
PY,E,J,2010,77815
PY,F,A,2010,341968
PY,F,B,2010,2798332
PY,F,C,2010,4249042
PY,F,H,2010,23376
PY,F,I,2010,358407
PY,F,J,2010,38465
PY,G,A,2010,21916
PY,G,B,2010,18586
PY,G,C,2010,588742
PY,G,E,2010,207489
PY,G,I,2010,1458205
PY,G,J,2010,372641
PY,H,A,2010,101893
PY,H,B,2010,116723
PY,H,C,2010,22727085
PY,H,D,2010,7780
PY,H,E,2010,3485992
PY,H,F,2010,81389
PY,H,H,2010,22580
PY,I,A,2010,259667
PY,I,B,2010,133006
PY,I,C,2010,585707
PY,I,E,2010,314990
PY,I,H,2010,67633
PY,I,I,2010,1477500
PY,I,J,2010,2336766
PY,J,A,2010,59323
PY,J,B,2010,54448
PY,J,C,2010,9142274
PY,J,E,2010,492877
PY,J,G,2010,48201
PY,J,H,2010,698211
PY,J,I,2010,298968
PY,K,A,2010,7307939
PY,K,B,2010,368111
PY,K,C,2010,2078492
PY,K,D,2010,499998
PY,K,E,2010,878873
PY,K,F,2010,60470
PY,K,H,2010,362625
PY,K,I,2010,382604
PY,K,J,2010,3536421
PY,L,C,2010,3388352
PY,M,A,2010,730728
PY,N,B,2010,54820
PY,N,C,2010,13406
PY,N,E,2010,631592
PY,N,H,2010,12618
PY,N,J,2010,1485
RS,A,A,2010,18873526
RS,A,B,2010,4237264
RS,A,C,2010,111345
RS,A,E,2010,3266225
RS,A,F,2010,1071149
RS,A,H,2010,180437
RS,A,I,2010,20855010
RS,A,J,2010,1851411
RS,B,A,2010,8151215
RS,B,B,2010,75132
RS,B,C,2010,486854
RS,B,D,2010,1028351
RS,B,E,2010,9971
RS,B,F,2010,1072031
RS,B,H,2010,909918
RS,B,I,2010,1301047
RS,B,J,2010,692456
RS,C,A,2010,13547120
RS,C,B,2010,215614
RS,C,C,2010,118267
RS,C,F,2010,240508
RS,C,H,2010,1317197
RS,C,I,2010,7905128
RS,C,J,2010,1202789
RS,D,A,2010,43818792
RS,D,B,2010,9562995
RS,D,C,2010,8175710
RS,D,D,2010,3674841
RS,D,E,2010,27269147
RS,D,F,2010,2732194
RS,D,G,2010,1046356
RS,D,H,2010,31480026
RS,D,I,2010,41179616
RS,D,J,2010,2300762
RS,E,A,2010,7914173
RS,E,B,2010,430742
RS,E,C,2010,1591861
RS,E,D,2010,813832
RS,E,E,2010,1500785
RS,E,F,2010,120329
RS,E,H,2010,2671652
RS,E,I,2010,2262996
RS,E,J,2010,4251737
RS,F,A,2010,96704048
RS,F,B,2010,10626877
RS,F,C,2010,1632135
RS,F,D,2010,6728
RS,F,F,2010,27405
RS,F,H,2010,5012022
RS,F,I,2010,13035248
RS,F,J,2010,10384550
RS,G,A,2010,69045599
RS,G,B,2010,83678
RS,G,C,2010,1424690
RS,G,D,2010,7417
RS,G,E,2010,7045991
RS,G,G,2010,67673
RS,G,H,2010,648636
RS,G,I,2010,11084908
RS,G,J,2010,625186
RS,H,A,2010,758445
RS,H,B,2010,53365
RS,H,C,2010,704471
RS,H,D,2010,838942
RS,H,E,2010,2832349
RS,H,I,2010,11265671
RS,H,J,2010,2638099
RS,I,A,2010,5826412
RS,I,B,2010,5912
RS,I,C,2010,752484
RS,I,E,2010,567101
RS,I,F,2010,355079
RS,I,I,2010,8674768
RS,I,J,2010,942810
RS,J,A,2010,7084159
RS,J,B,2010,91502
RS,J,C,2010,2914508
RS,J,H,2010,2776383
RS,J,I,2010,6525636
RS,J,J,2010,1033160
RS,K,A,2010,20146673
RS,K,B,2010,3448138
RS,K,C,2010,1687681
RS,K,D,2010,9950
RS,K,E,2010,801348
RS,K,F,2010,3476
RS,K,G,2010,8052
RS,K,H,2010,2567327
RS,K,I,2010,5520083
RS,K,J,2010,909127
RS,L,C,2010,65888434
RS,N,A,2010,4306513
RS,N,B,2010,679589
RS,N,C,2010,316152
RS,N,D,2010,270660
RS,N,E,2010,294718
RS,N,H,2010,2559441
RS,N,I,2010,5441282
RS,N,J,2010,6906
RW,A,A,2010,2498714
RW,A,B,2010,9006075
RW,A,C,2010,29928480
RW,A,D,2010,2382889
RW,A,E,2010,3609626
RW,A,F,2010,1451104
RW,A,G,2010,118558
RW,A,H,2010,744144
RW,A,I,2010,26174792
RW,A,J,2010,6372647
RW,B,A,2010,210642967
RW,B,B,2010,30491
RW,B,C,2010,11620012
RW,B,D,2010,7161981
RW,B,E,2010,73746625
RW,B,F,2010,24082
RW,B,H,2010,7535851
RW,B,I,2010,6763257
RW,B,J,2010,1597921
RW,C,A,2010,5552554
RW,C,C,2010,2738078
RW,C,D,2010,135566
RW,C,E,2010,480675
RW,C,F,2010,96253
RW,C,H,2010,445451
RW,C,I,2010,4685
RW,C,J,2010,27327496
RW,D,A,2010,24228734
RW,D,B,2010,45704
RW,D,C,2010,16687295
RW,D,D,2010,3058193
RW,D,E,2010,16144767
RW,D,F,2010,1672906
RW,D,H,2010,5861053
RW,D,I,2010,12384262
RW,D,J,2010,63858561
RW,E,A,2010,1700813
RW,E,B,2010,121708
RW,E,C,2010,8021560
RW,E,D,2010,992213
RW,E,E,2010,2071033
RW,E,F,2010,18186
RW,E,H,2010,1224340
RW,E,I,2010,3602698
RW,E,J,2010,9954739
RW,F,A,2010,25725954
RW,F,B,2010,1397086
RW,F,C,2010,2789553
RW,F,D,2010,207094
RW,F,E,2010,364783
RW,F,F,2010,115644
RW,F,I,2010,159652
RW,F,J,2010,38406189
RW,G,A,2010,1915268
RW,G,B,2010,24258
RW,G,C,2010,287661
RW,G,D,2010,127305
RW,G,E,2010,2822135
RW,G,F,2010,47412
RW,G,G,2010,12506
RW,G,H,2010,560103
RW,G,I,2010,1246903
RW,G,J,2010,13733709
RW,H,A,2010,13137955
RW,H,B,2010,148928
RW,H,C,2010,22204913
RW,H,D,2010,1384946
RW,H,E,2010,4587017
RW,H,F,2010,354385
RW,H,G,2010,125518
RW,H,H,2010,34786166
RW,H,I,2010,2886107
RW,H,J,2010,33742587
RW,I,A,2010,342444
RW,I,B,2010,115206
RW,I,C,2010,395618
RW,I,D,2010,16502
RW,I,E,2010,258056
RW,I,G,2010,53036
RW,I,I,2010,4967846
RW,I,J,2010,1635041
RW,J,A,2010,2585073
RW,J,B,2010,25138
RW,J,D,2010,610726
RW,J,E,2010,1581253
RW,J,H,2010,3173664
RW,J,I,2010,1112830
RW,J,J,2010,16471
RW,K,A,2010,28189190
RW,K,B,2010,4058702
RW,K,C,2010,23855985
