country,channel,bundle,year,in-oda-gross-channel-bundle
SL,H,B,2007,6730983
SL,H,C,2007,9182995
SL,H,E,2007,39306405
SL,H,F,2007,562161177
SL,H,G,2007,1170269
SL,I,B,2007,31448
SL,I,C,2007,1137100
SL,I,E,2007,1207944
SL,I,F,2007,220
SL,I,G,2007,722998
SL,J,A,2007,15168486
SL,J,B,2007,9520347
SL,J,C,2007,1088122
SL,J,E,2007,24621279
SL,J,F,2007,117403994
SL,J,G,2007,17930100
SN,A,A,2007,75159624
SN,A,B,2007,58371406
SN,A,C,2007,5489009
SN,A,E,2007,125876349
SN,A,F,2007,7606283
SN,A,G,2007,53322355
SN,D,B,2007,658775
SN,D,E,2007,5327078
SN,D,G,2007,4136544
SN,E,B,2007,3646218
SN,E,C,2007,5647539
SN,E,D,2007,3929412
SN,E,E,2007,11272265
SN,E,G,2007,4972015
SN,F,E,2007,2812013
SN,F,G,2007,499587
SN,G,E,2007,305392
SN,H,B,2007,6123774
SN,H,C,2007,5826345
SN,H,E,2007,6423957
SN,H,F,2007,-26543
SN,H,G,2007,1651977
SN,I,B,2007,2002350
SN,I,C,2007,607260
SN,I,E,2007,3740409
SN,I,F,2007,7039
SN,I,G,2007,182699
SN,J,A,2007,121260647
SN,J,B,2007,49579529
SN,J,C,2007,218176
SN,J,D,2007,1107500
SN,J,E,2007,88464378
SN,J,F,2007,91521618
SN,J,G,2007,73983979
SO,A,B,2007,692888
SO,A,C,2007,10356554
SO,A,E,2007,25419422
SO,A,F,2007,6059018
SO,A,G,2007,1599828
SO,D,B,2007,7124578
SO,D,C,2007,748090
SO,D,E,2007,56106111
SO,D,G,2007,2786035
SO,E,B,2007,3575499
SO,E,C,2007,16332468
SO,E,D,2007,481662
SO,E,E,2007,44593349
SO,E,F,2007,272098
SO,E,G,2007,1737225
SO,F,E,2007,1187203
SO,F,G,2007,153107
SO,H,B,2007,19493728
SO,H,C,2007,44145261
SO,H,E,2007,86428975
SO,H,F,2007,109937
SO,H,G,2007,2397251
SO,I,E,2007,11927551
SO,I,F,2007,27147
SO,I,G,2007,296780
SO,J,B,2007,2579437
SO,J,C,2007,8437738
SO,J,E,2007,31871130
SO,J,F,2007,1330524
SO,J,G,2007,4829224
SR,A,A,2007,2489702
SR,A,B,2007,108147603
SR,A,E,2007,39802790
SR,A,F,2007,56947
SR,A,G,2007,1175934
SR,D,B,2007,4188
SR,D,C,2007,1290061
SR,D,G,2007,442592
SR,E,D,2007,20597
SR,E,E,2007,1040732
SR,E,G,2007,110770
SR,F,E,2007,1417512
SR,H,B,2007,4159
SR,H,E,2007,122042
SR,H,G,2007,32643
SR,I,B,2007,253396
SR,I,E,2007,824958
SR,I,G,2007,19810
SR,J,B,2007,126335
SR,J,E,2007,8506
SR,J,F,2007,446502
SR,J,G,2007,427243
ST,A,A,2007,370927
ST,A,B,2007,3821806
ST,A,E,2007,8674257
ST,A,F,2007,13101264
ST,A,G,2007,6605593
ST,D,G,2007,286062
ST,E,D,2007,330222
ST,E,E,2007,894066
ST,E,G,2007,284897
ST,F,E,2007,461557
ST,H,B,2007,4159
ST,H,C,2007,1620373
ST,H,E,2007,866625
ST,H,F,2007,73942909
ST,I,E,2007,99991
ST,J,A,2007,1567834
ST,J,B,2007,501400
ST,J,C,2007,557059
ST,J,E,2007,2179398
ST,J,F,2007,2044666
ST,J,G,2007,2796924
SV,A,A,2007,924648
SV,A,B,2007,22340419
SV,A,C,2007,6008683
SV,A,E,2007,22516143
SV,A,F,2007,2451070
SV,A,G,2007,10023181
SV,D,B,2007,132532
SV,D,E,2007,1592412
SV,D,G,2007,3148531
SV,E,B,2007,531581
SV,E,C,2007,234103
SV,E,D,2007,786782
SV,E,E,2007,12635012
SV,E,G,2007,2088862
SV,F,E,2007,922031
SV,H,B,2007,163757
SV,H,C,2007,382752
SV,H,E,2007,2093356
SV,H,G,2007,137540
SV,I,C,2007,571934
SV,I,E,2007,586554
SV,I,F,2007,2435
SV,I,G,2007,810706
SV,J,A,2007,28004979
SV,J,B,2007,11268721
SV,J,C,2007,1770486
SV,J,D,2007,42897
SV,J,E,2007,68907692
SV,J,F,2007,2205998
SV,J,G,2007,35507221
SY,A,B,2007,32367185
SY,A,E,2007,15170273
SY,A,F,2007,39336432
SY,A,G,2007,30082113
SY,D,E,2007,1961594
SY,E,B,2007,1593880
SY,E,D,2007,108680
SY,E,E,2007,1825799
SY,E,G,2007,352561
SY,F,E,2007,44012
SY,F,G,2007,15404
SY,G,G,2007,7852
SY,H,B,2007,747808
SY,H,C,2007,710655
SY,H,E,2007,3728839
SY,H,G,2007,150153
SY,I,B,2007,16675
SY,I,E,2007,315235
SY,I,F,2007,31587
SY,I,G,2007,1533280
SY,J,A,2007,1768663
SY,J,B,2007,1097361
SY,J,C,2007,7700
SY,J,E,2007,10250679
SY,J,F,2007,21833491
SY,J,G,2007,18549270
SZ,A,B,2007,3170305
SZ,A,E,2007,24239701
SZ,A,F,2007,30946
SZ,A,G,2007,2876016
SZ,D,B,2007,690224
SZ,D,C,2007,83102
SZ,D,E,2007,625458
SZ,D,G,2007,634843
SZ,E,B,2007,310059
SZ,E,C,2007,297167
SZ,E,E,2007,392812
SZ,E,G,2007,176004
SZ,F,G,2007,162351
SZ,H,B,2007,142364
SZ,H,C,2007,10667644
SZ,H,E,2007,845234
SZ,H,G,2007,333153
SZ,I,E,2007,2684
SZ,I,F,2007,379
SZ,I,G,2007,21076
SZ,J,A,2007,6550333
SZ,J,B,2007,393027
SZ,J,C,2007,6962
SZ,J,E,2007,3889238
SZ,J,F,2007,7698
SZ,J,G,2007,800838
TC,A,B,2007,11636855
TC,A,E,2007,274847
TC,A,F,2007,192581
TC,A,G,2007,18465
TC,E,C,2007,546383
TC,E,E,2007,121339
TD,A,A,2007,12900792
TD,A,B,2007,20906136
TD,A,C,2007,9071649
TD,A,E,2007,43658635
TD,A,F,2007,3951479
TD,A,G,2007,29428105
TD,D,B,2007,964780
TD,D,E,2007,13789817
TD,D,G,2007,1991824
TD,E,B,2007,7775746
TD,E,C,2007,8970072
TD,E,D,2007,995691
TD,E,E,2007,28126158
TD,E,F,2007,-1
TD,E,G,2007,158145
TD,F,E,2007,2457219
TD,H,B,2007,3809037
TD,H,C,2007,60758713
TD,H,E,2007,47445481
TD,H,F,2007,3862993
TD,H,G,2007,215663
TD,I,E,2007,10576359
TD,I,F,2007,2691
TD,J,A,2007,16952628
TD,J,B,2007,7132951
TD,J,C,2007,5725006
TD,J,E,2007,27277421
TD,J,F,2007,17133594
TD,J,G,2007,5306424
TG,A,B,2007,4619587
TG,A,C,2007,412958
TG,A,E,2007,23196259
TG,A,F,2007,11804835
TG,A,G,2007,10471405
TG,D,B,2007,130778
TG,D,E,2007,1903083
TG,D,G,2007,2479715
TG,E,B,2007,123541
TG,E,C,2007,31909
TG,E,D,2007,372150
TG,E,E,2007,13023850
TG,E,F,2007,-3
TG,E,G,2007,182431
TG,F,E,2007,967142
TG,H,B,2007,367701
TG,H,C,2007,1202634
TG,H,E,2007,31464536
TG,H,G,2007,27508
TG,I,E,2007,665165
TG,I,G,2007,72135
TG,J,B,2007,114544
TG,J,C,2007,147713
TG,J,E,2007,12757856
TG,J,F,2007,19257311
TG,J,G,2007,1149783
TH,A,A,2007,247960
TH,A,B,2007,6364382
TH,A,C,2007,19276589
TH,A,E,2007,65810543
TH,A,F,2007,13706720
TH,A,G,2007,32135869
TH,D,B,2007,3901293
TH,D,E,2007,8150663
TH,D,G,2007,766186
TH,E,B,2007,14130320
TH,E,C,2007,82524
TH,E,D,2007,177650
TH,E,E,2007,4873960
TH,E,F,2007,-2
TH,E,G,2007,851274
TH,F,E,2007,74104
TH,H,B,2007,96226
TH,H,E,2007,2579366
TH,H,G,2007,253572
TH,I,C,2007,525707
TH,I,E,2007,5466893
TH,I,F,2007,56838
TH,I,G,2007,1539504
TH,J,A,2007,120670148
TH,J,B,2007,2655074
TH,J,D,2007,330088
TH,J,E,2007,11287967
TH,J,F,2007,6304889
TH,J,G,2007,91127387
TJ,A,B,2007,2347115
TJ,A,C,2007,2714271
TJ,A,E,2007,15643653
TJ,A,F,2007,1305662
TJ,A,G,2007,16777552
TJ,D,B,2007,523665
TJ,D,C,2007,394556
TJ,D,E,2007,3223841
TJ,D,G,2007,3447331
TJ,E,B,2007,2487414
TJ,E,C,2007,9143639
TJ,E,D,2007,3861
TJ,E,E,2007,11568923
TJ,E,G,2007,1125996
TJ,F,E,2007,-13204
TJ,H,B,2007,2332971
TJ,H,C,2007,1559026
TJ,H,E,2007,19975060
TJ,H,F,2007,555774
TJ,H,G,2007,5488786
TJ,I,C,2007,1913050
TJ,I,E,2007,10226955
TJ,I,G,2007,1268075
TJ,J,A,2007,8868318
TJ,J,B,2007,22803661
TJ,J,D,2007,116100
TJ,J,E,2007,26123995
TJ,J,F,2007,153966
TJ,J,G,2007,11557955
TK,A,B,2007,149280
TK,J,B,2007,8718118
TK,J,D,2007,327249
TK,J,E,2007,5908637
TK,J,G,2007,203640
TL,A,B,2007,9958722
TL,A,C,2007,2827936
TL,A,E,2007,43777874
TL,A,F,2007,1858557
TL,A,G,2007,77020580
TL,D,B,2007,4583569
TL,D,E,2007,3501841
TL,D,G,2007,5792317
TL,E,B,2007,442814
TL,E,D,2007,289908
TL,E,E,2007,6179381
TL,E,G,2007,644726
TL,F,G,2007,350
TL,H,B,2007,11095151
TL,H,C,2007,25550341
TL,H,E,2007,26609938
TL,H,G,2007,12244681
TL,I,B,2007,100133
TL,I,C,2007,136157
TL,I,E,2007,2871739
TL,I,F,2007,83237
TL,I,G,2007,23299318
TL,J,B,2007,13694876
TL,J,C,2007,2547648
TL,J,D,2007,454536
TL,J,E,2007,34765219
TL,J,F,2007,278550
TL,J,G,2007,13498962
TM,A,B,2007,1103897
TM,A,E,2007,698099
TM,A,F,2007,639905
TM,A,G,2007,6468757
TM,D,E,2007,44161
TM,E,B,2007,52337
TM,E,E,2007,2190479
TM,E,G,2007,214670
TM,H,B,2007,642467
TM,H,C,2007,240834
TM,H,E,2007,426869
TM,I,C,2007,143463
TM,I,E,2007,205883
TM,I,G,2007,37883
TM,J,B,2007,912375
TM,J,E,2007,4340263
TM,J,F,2007,92379
TM,J,G,2007,634080
TN,A,A,2007,155555652
TN,A,B,2007,135322615
TN,A,E,2007,14528378
TN,A,F,2007,29228379
TN,A,G,2007,39946885
TN,D,B,2007,348505
TN,D,E,2007,361517
TN,D,G,2007,31942
TN,E,D,2007,39906
TN,E,E,2007,529119
TN,E,G,2007,66113
TN,F,E,2007,710334
TN,G,G,2007,7852
TN,H,B,2007,330097
TN,H,E,2007,3041106
TN,I,E,2007,700777
TN,I,F,2007,15391
TN,I,G,2007,201582
TN,J,A,2007,107946144
TN,J,B,2007,2212364
TN,J,C,2007,8800836
TN,J,E,2007,10078981
TN,J,F,2007,77651590
TN,J,G,2007,18898070
TO,A,B,2007,7524163
TO,A,E,2007,1396802
TO,A,F,2007,5606
TO,A,G,2007,1206072
TO,D,B,2007,-71268
TO,D,G,2007,646710
TO,I,B,2007,235893
TO,I,E,2007,1082784
TO,I,G,2007,3384332
TO,J,A,2007,4759918
TO,J,B,2007,2036960
TO,J,D,2007,179446
TO,J,E,2007,13638197
TO,J,G,2007,5960400
TR,A,A,2007,138505837
TR,A,B,2007,97854135
TR,A,E,2007,397339635
TR,A,F,2007,88008662
TR,A,G,2007,99663037
TR,D,E,2007,1777246
TR,D,G,2007,4292645
TR,E,B,2007,5472401
TR,E,D,2007,39263
TR,E,E,2007,2768542
TR,E,G,2007,795456
TR,F,B,2007,28202
TR,F,E,2007,72621
TR,G,G,2007,7852
TR,H,B,2007,896783
TR,H,E,2007,5109845
TR,H,G,2007,539266
TR,I,E,2007,2296331
TR,I,F,2007,837113
TR,I,G,2007,11687270
TR,J,A,2007,415006925
TR,J,B,2007,10854647
TR,J,E,2007,5520871
TR,J,F,2007,17022623
TR,J,G,2007,13178951
TT,A,A,2007,1366630
TT,A,B,2007,6308733
TT,A,E,2007,3138850
TT,A,F,2007,569283
TT,A,G,2007,1260604
TT,H,B,2007,4159
TT,I,B,2007,127
TT,I,E,2007,2073105
TT,J,B,2007,111813
TT,J,E,2007,709786
TT,J,F,2007,361820
TT,J,G,2007,3478372
TV,A,B,2007,2264233
TV,A,E,2007,2866749
TV,A,G,2007,896501
TV,D,G,2007,284396
TV,H,B,2007,4159
TV,H,G,2007,5135
TV,I,B,2007,311931
TV,I,G,2007,93562
TV,J,B,2007,336548
TV,J,D,2007,13435
TV,J,E,2007,4008459
TV,J,G,2007,2152596
TZ,A,A,2007,57159704
TZ,A,B,2007,683735078
TZ,A,C,2007,9489648
TZ,A,E,2007,342561213
TZ,A,F,2007,9833994
TZ,A,G,2007,42197621
TZ,D,B,2007,15654635
TZ,D,E,2007,28943414
TZ,D,F,2007,13601
TZ,D,G,2007,10761875
TZ,E,B,2007,11830334
TZ,E,C,2007,9842749
TZ,E,D,2007,1434002
TZ,E,E,2007,47940257
TZ,E,F,2007,27910
TZ,E,G,2007,7742627
TZ,F,B,2007,470893
TZ,F,E,2007,5094823
TZ,F,G,2007,1406816
TZ,G,G,2007,42760
TZ,H,B,2007,32221526
TZ,H,C,2007,24757076
TZ,H,E,2007,15782043
TZ,H,G,2007,1279253
TZ,I,A,2007,3421746
TZ,I,B,2007,24791218
TZ,I,E,2007,30921086
TZ,I,F,2007,14392
TZ,I,G,2007,8456748
TZ,J,A,2007,244498389
TZ,J,B,2007,341942277
TZ,J,C,2007,5218285
TZ,J,D,2007,902757
TZ,J,E,2007,142430852
TZ,J,F,2007,887775661
TZ,J,G,2007,69686710
UA,A,A,2007,4080493
UA,A,B,2007,5607238
UA,A,E,2007,77822535
UA,A,F,2007,52820185
UA,A,G,2007,48744596
UA,D,B,2007,388952
UA,D,E,2007,8738084
UA,D,G,2007,3817877
UA,E,B,2007,778460
UA,E,C,2007,119935
UA,E,D,2007,9011
UA,E,E,2007,39524463
UA,E,F,2007,3103
UA,E,G,2007,1815324
UA,F,C,2007,3525
UA,F,E,2007,751521
UA,H,B,2007,15779376
UA,H,C,2007,307790
UA,H,E,2007,16052422
UA,H,G,2007,4901059
UA,I,B,2007,1196058
UA,I,E,2007,17830950
UA,I,F,2007,470670
UA,I,G,2007,9490956
UA,J,A,2007,2546147
UA,J,B,2007,3711497
UA,J,E,2007,62330562
UA,J,F,2007,1488179
UA,J,G,2007,20169107
UG,A,A,2007,73350781
UG,A,B,2007,253627866
UG,A,C,2007,10390258
UG,A,E,2007,263900537
UG,A,F,2007,6293052
UG,A,G,2007,57019489
UG,D,B,2007,16115965
UG,D,C,2007,2055171
UG,D,E,2007,45709981
UG,D,G,2007,15465976
UG,E,B,2007,7411656
UG,E,C,2007,15507293
UG,E,D,2007,615903
UG,E,E,2007,66832816
UG,E,F,2007,-1
UG,E,G,2007,7523624
UG,F,B,2007,3836358
UG,F,E,2007,6262368
UG,F,G,2007,822471
UG,H,B,2007,12866413
UG,H,C,2007,99347832
UG,H,E,2007,72463067
UG,H,G,2007,1747881
UG,I,A,2007,1263669
UG,I,B,2007,1827306
UG,I,E,2007,31023058
UG,I,F,2007,356023
UG,I,G,2007,2353647
UG,J,A,2007,257596237
UG,J,B,2007,141737041
UG,J,C,2007,12268988
UG,J,D,2007,322958
UG,J,E,2007,183592660
UG,J,F,2007,2597678
UG,J,G,2007,36044826
UY,A,B,2007,974854
UY,A,E,2007,7721631
UY,A,F,2007,736724
UY,A,G,2007,5075314
UY,D,B,2007,251675
UY,D,E,2007,773488
UY,D,G,2007,144432
UY,E,B,2007,28775
UY,E,D,2007,22528
UY,E,E,2007,648284
UY,E,G,2007,77680
UY,F,E,2007,33009
UY,H,E,2007,3212499
UY,H,G,2007,573002
UY,I,E,2007,127913
UY,I,F,2007,8488
UY,I,G,2007,74293
UY,J,A,2007,472107
UY,J,B,2007,7842921
UY,J,E,2007,5141123
UY,J,F,2007,691740
UY,J,G,2007,11321298
UZ,A,A,2007,4132723
UZ,A,B,2007,3894909
UZ,A,E,2007,22081685
UZ,A,F,2007,6129243
UZ,A,G,2007,15903110
UZ,D,C,2007,110580
UZ,D,E,2007,1717247
UZ,D,G,2007,1009070
UZ,E,B,2007,1744777
UZ,E,C,2007,152519
UZ,E,D,2007,3861
UZ,E,E,2007,5598871
UZ,E,F,2007,-1
UZ,E,G,2007,518327
UZ,H,B,2007,246778
UZ,H,C,2007,368443
UZ,H,E,2007,2315858
UZ,H,G,2007,719611
UZ,I,A,2007,1375404
UZ,I,B,2007,87962
UZ,I,C,2007,143463
UZ,I,E,2007,4290915
UZ,I,F,2007,202995
UZ,I,G,2007,2389022
UZ,J,A,2007,16869512
UZ,J,B,2007,2390170
UZ,J,D,2007,83275
UZ,J,E,2007,14318433
UZ,J,F,2007,946918
UZ,J,G,2007,12947776
VC,A,A,2007,606079
VC,A,B,2007,2043177
VC,A,E,2007,12382250
VC,A,F,2007,473833
VC,A,G,2007,2598690
VC,H,B,2007,4159
VC,I,E,2007,2329
VC,J,A,2007,1246999
VC,J,B,2007,752391
VC,J,E,2007,22083
VC,J,F,2007,42166124
VC,J,G,2007,874236
VE,A,B,2007,222795
VE,A,E,2007,14152061
VE,A,F,2007,4339295
VE,A,G,2007,4896227
VE,D,B,2007,26711
VE,D,C,2007,181567
VE,D,E,2007,725775
VE,D,G,2007,1384678
VE,E,B,2007,22729
VE,E,D,2007,23815
VE,E,E,2007,3638485
VE,E,G,2007,670525
VE,F,E,2007,34110
VE,H,B,2007,163379
VE,H,E,2007,1535235
VE,H,G,2007,2533320
VE,I,B,2007,81348
VE,I,E,2007,1223956
VE,I,G,2007,274624
VE,J,A,2007,5899428
VE,J,B,2007,1375790
VE,J,E,2007,10378957
VE,J,F,2007,3385061
VE,J,G,2007,9216230
VN,A,A,2007,158400733
VN,A,B,2007,125905222
VN,A,C,2007,488847
VN,A,E,2007,129970539
VN,A,F,2007,40675593
VN,A,G,2007,109663663
VN,D,B,2007,3812110
VN,D,C,2007,210013
VN,D,D,2007,471781
VN,D,E,2007,4371381
VN,D,G,2007,17636989
VN,E,B,2007,6293145
VN,E,D,2007,409922
VN,E,E,2007,22172021
VN,E,G,2007,2341773
VN,F,E,2007,1937536
VN,G,E,2007,841339
VN,H,B,2007,51060091
VN,H,C,2007,2450145
VN,H,E,2007,52213291
VN,H,G,2007,16600215
VN,I,A,2007,2888844
VN,I,B,2007,17917338
VN,I,C,2007,210013
VN,I,D,2007,2146018
VN,I,E,2007,34011385
VN,I,F,2007,563597
VN,I,G,2007,35507177
VN,J,A,2007,1314607223
VN,J,B,2007,419543017
VN,J,C,2007,814928
VN,J,D,2007,1959404
VN,J,E,2007,86917151
VN,J,F,2007,38653043
VN,J,G,2007,182665424
VU,A,B,2007,3170487
VU,A,E,2007,8614549
VU,A,F,2007,565950
VU,A,G,2007,17171987
VU,D,G,2007,4113418
VU,E,D,2007,10942
VU,F,E,2007,87309
VU,F,G,2007,650914
VU,H,B,2007,4159
VU,I,B,2007,223277
VU,I,D,2007,291657
VU,I,E,2007,1325762
VU,I,G,2007,6274840
VU,J,B,2007,2150117
VU,J,D,2007,1069894
VU,J,E,2007,8280752
VU,J,F,2007,615866
VU,J,G,2007,17208396
WF,A,E,2007,109758
WF,J,B,2007,43538492
WF,J,E,2007,7495663
WF,J,G,2007,67353469
WS,A,B,2007,2500412
WS,A,E,2007,452860
WS,A,F,2007,3881
WS,A,G,2007,3370912
WS,D,E,2007,41911
WS,D,G,2007,194346
WS,H,B,2007,4159
WS,H,E,2007,80907
WS,H,G,2007,1761652
WS,I,B,2007,38062
WS,I,D,2007,3176
WS,I,E,2007,188646
WS,I,G,2007,9873144
WS,J,A,2007,6140319
WS,J,B,2007,2149674
WS,J,D,2007,108014
WS,J,E,2007,9953786
WS,J,G,2007,13536029
YE,A,A,2007,728263
YE,A,B,2007,28495287
YE,A,C,2007,2845342
YE,A,E,2007,59878804
YE,A,F,2007,9156657
YE,A,G,2007,29168537
YE,D,B,2007,901
YE,D,C,2007,81616
YE,D,E,2007,2177652
YE,D,G,2007,475607
YE,E,B,2007,70684
YE,E,D,2007,448911
YE,E,E,2007,7537655
YE,E,F,2007,-2
YE,E,G,2007,1262767
YE,F,E,2007,415772
YE,F,G,2007,48107
YE,G,G,2007,415747
YE,H,B,2007,2201659
YE,H,C,2007,6930175
YE,H,E,2007,16466535
YE,H,G,2007,2564714
YE,I,B,2007,296720
YE,I,C,2007,977493
YE,I,E,2007,1655286
YE,I,F,2007,4504
YE,I,G,2007,67868
YE,J,A,2007,135947367
YE,J,B,2007,3234378
YE,J,C,2007,3174193
YE,J,E,2007,22016312
YE,J,F,2007,12105116
YE,J,G,2007,7259084
YT,A,A,2007,5450382
YT,A,E,2007,590502
YT,A,F,2007,4882
YT,J,B,2007,62697131
YT,J,E,2007,45841145
YT,J,G,2007,298036587
ZA,A,A,2007,247320095
ZA,A,B,2007,73520869
ZA,A,E,2007,219591883
ZA,A,F,2007,3307805
ZA,A,G,2007,117024070
ZA,D,B,2007,5072438
ZA,D,E,2007,24091012
ZA,D,G,2007,11859708
ZA,E,B,2007,381661
ZA,E,C,2007,485242
ZA,E,D,2007,406739
ZA,E,E,2007,24111986
ZA,E,F,2007,-1
ZA,E,G,2007,3951604
ZA,F,B,2007,11278673
ZA,F,E,2007,10610896
ZA,F,G,2007,4745132
ZA,G,B,2007,378023
ZA,G,E,2007,21664
ZA,H,B,2007,1592539
ZA,H,E,2007,7718055
ZA,H,G,2007,3772744
ZA,I,A,2007,13427715
ZA,I,B,2007,1381333
ZA,I,E,2007,13234441
ZA,I,F,2007,42400
ZA,I,G,2007,7121188
ZA,J,B,2007,3796463
ZA,J,C,2007,375621
ZA,J,D,2007,1033942
ZA,J,E,2007,147655502
ZA,J,F,2007,662055
ZA,J,G,2007,40532273
ZM,A,A,2007,18758058
ZM,A,B,2007,342620657
ZM,A,C,2007,2588739
ZM,A,E,2007,138052709
ZM,A,F,2007,2129376
ZM,A,G,2007,34384030
ZM,D,B,2007,26560355
ZM,D,C,2007,146899
ZM,D,E,2007,19997889
ZM,D,F,2007,30299
ZM,D,G,2007,8708843
ZM,E,B,2007,3735192
ZM,E,C,2007,12961939
ZM,E,D,2007,1389965
ZM,E,E,2007,63198361
ZM,E,F,2007,22135
ZM,E,G,2007,1367385
ZM,F,B,2007,1757101
ZM,F,E,2007,1871141
ZM,F,G,2007,807618
ZM,G,E,2007,380791
ZM,H,B,2007,2989377
ZM,H,C,2007,4882753
ZM,H,E,2007,11796447
ZM,H,G,2007,817376
ZM,I,B,2007,20963493
ZM,I,C,2007,220683
ZM,I,E,2007,5382252
ZM,I,F,2007,17938
ZM,I,G,2007,2780623
ZM,J,A,2007,54852654
ZM,J,B,2007,32433086
ZM,J,C,2007,903136
ZM,J,D,2007,305427
ZM,J,E,2007,100306830
ZM,J,F,2007,100745929
ZM,J,G,2007,37582186
ZW,A,A,2007,98
ZW,A,B,2007,11549089
ZW,A,C,2007,10402735
ZW,A,E,2007,63082762
ZW,A,F,2007,3063683
ZW,A,G,2007,13277699
ZW,D,B,2007,7445895
ZW,D,C,2007,2288670
ZW,D,E,2007,19523209
ZW,D,F,2007,161179
ZW,D,G,2007,9950830
ZW,E,B,2007,1033071
ZW,E,C,2007,113912301
ZW,E,D,2007,362942
ZW,E,E,2007,38847782
ZW,E,F,2007,-1
ZW,E,G,2007,1504139
ZW,F,E,2007,149644
ZW,F,G,2007,38511
ZW,H,B,2007,1415970
ZW,H,C,2007,52447313
ZW,H,E,2007,56973399
ZW,H,G,2007,618810
ZW,I,B,2007,1263637
ZW,I,E,2007,2746524
ZW,I,F,2007,182501
ZW,I,G,2007,1335070
ZW,J,B,2007,2219905
ZW,J,C,2007,81634
ZW,J,D,2007,38294
ZW,J,E,2007,37591487
ZW,J,F,2007,7698
ZW,J,G,2007,24889709
51,A,A,2008,153229423
51,A,B,2008,21828292
51,A,E,2008,93944419
51,A,F,2008,120573561
51,A,G,2008,83063486
51,D,B,2008,23636913
51,D,E,2008,2112609
51,D,F,2008,94233
51,D,G,2008,14413934
51,E,B,2008,11195492
51,E,C,2008,3052491
51,E,D,2008,658303
51,E,E,2008,90228106
51,E,F,2008,1265854
51,E,G,2008,23274539
51,F,B,2008,14896376
51,F,E,2008,22435525
51,F,G,2008,6195278
51,G,B,2008,5013173
51,G,E,2008,431606
51,G,G,2008,1379173
51,H,A,2008,361954006
51,H,B,2008,154272049
51,H,C,2008,26529599
51,H,E,2008,237416874
51,H,F,2008,1800617
51,H,G,2008,60254860
51,I,A,2008,40005980
51,I,B,2008,17397662
51,I,E,2008,6335487
51,I,F,2008,28836785
51,I,G,2008,8207931
51,J,A,2008,2262048
51,J,B,2008,111741032
51,J,D,2008,758647
51,J,E,2008,85746422
51,J,F,2008,1272962
51,J,G,2008,93475932
52,A,A,2008,27671380
52,A,B,2008,3169893
52,A,C,2008,42363
52,A,E,2008,49102293
52,A,F,2008,38875125
52,A,G,2008,129670416
52,D,B,2008,554394
52,D,E,2008,3005318
52,D,F,2008,19207
52,D,G,2008,10245342
52,E,B,2008,27543900
52,E,D,2008,15655
52,E,E,2008,13653499
52,E,F,2008,454251
52,E,G,2008,49017098
52,F,E,2008,1219433
52,F,F,2008,12847
52,F,G,2008,957910
52,G,E,2008,27510
52,H,B,2008,525683172
52,H,C,2008,9146419
52,H,E,2008,27886552
52,H,F,2008,216617
52,H,G,2008,16396741
52,I,A,2008,117628547
52,I,B,2008,157331
52,I,C,2008,1825229
52,I,E,2008,16091255
52,I,F,2008,17042950
52,I,G,2008,19025792
52,J,B,2008,160318
52,J,E,2008,7907975
52,J,F,2008,757681
52,J,G,2008,35032807
53,A,A,2008,19152079
53,A,B,2008,4757718
53,A,C,2008,1049967
53,A,E,2008,66544097
53,A,F,2008,85709712
53,A,G,2008,75891354
53,D,E,2008,2609512
53,D,F,2008,29244
53,D,G,2008,115128
53,E,B,2008,8375690
53,E,C,2008,56468
53,E,D,2008,287656
53,E,E,2008,29214120
53,E,F,2008,125379
53,E,G,2008,53063324
53,F,B,2008,4237508
53,F,E,2008,3836374
53,F,G,2008,1768849
53,G,B,2008,1158644
53,G,E,2008,52271
53,G,G,2008,1445771
53,H,B,2008,102622306
53,H,C,2008,3384376
53,H,E,2008,39077751
53,H,F,2008,989627
53,H,G,2008,25798218
53,I,A,2008,133173043
53,I,B,2008,5851902
53,I,C,2008,1566665
53,I,E,2008,38358772
53,I,F,2008,123251872
53,I,G,2008,27043118
53,J,B,2008,1870534
53,J,E,2008,4331763
53,J,G,2008,5461769
54,A,B,2008,2324957
54,A,E,2008,56940942
54,A,F,2008,903534
54,A,G,2008,157474062
54,D,B,2008,653526
54,D,E,2008,4062097
54,D,G,2008,470799
54,E,B,2008,1451613
54,E,E,2008,10893597
54,E,F,2008,7318
54,E,G,2008,5485407
54,F,E,2008,67446
54,H,B,2008,3102525
54,H,E,2008,3258963
54,H,G,2008,6916998
54,I,B,2008,2215691
54,I,E,2008,18088286
54,I,F,2008,142076
54,I,G,2008,8338309
54,J,B,2008,5221503
54,J,E,2008,72309
55,A,A,2008,108528495
55,A,B,2008,270150654
55,A,C,2008,23738053
55,A,D,2008,145808327
55,A,E,2008,1175951275
55,A,F,2008,7940511946
55,A,G,2008,2433156685
55,B,F,2008,583159
55,D,B,2008,25002573
55,D,C,2008,1245070
55,D,D,2008,26832890
55,D,E,2008,99260997
55,D,F,2008,49867164
55,D,G,2008,42782633
55,E,B,2008,447216483
55,E,C,2008,39155832
55,E,D,2008,1094335327
55,E,E,2008,1005637464
55,E,F,2008,248308477
55,E,G,2008,417677134
55,F,B,2008,1605223
55,F,E,2008,14133805
55,F,F,2008,890526
55,F,G,2008,9765404
