country,channel,year,out-oda-gross-channel
SE,G,2011,25785889
SE,H,2011,814095334
SE,I,2011,210263246
SE,J,2011,164433230
US,A,2011,12253853099
US,D,2011,661695357
US,E,2011,5926026900
US,G,2011,48319843
US,H,2011,4360470831
US,I,2011,5445630063
1,C,2012,114376963
1,I,2012,58905
2,C,2012,2433518498
4,J,2012,854754056
6,C,2012,1834769648
7,J,2012,122011580
10,C,2012,57205999
10,H,2012,966819999
10,I,2012,12673000
10,J,2012,31561317
11,C,2012,19984086
11,I,2012,152500
11,J,2012,519018321
12,A,2012,53999
12,B,2012,1955000
12,C,2012,1648999000
12,D,2012,414256999
12,E,2012,180204000
12,F,2012,460864000
12,G,2012,18746000
12,H,2012,622979000
12,I,2012,10787000
15,H,2012,2202502631
15,J,2012,9960861824
17,C,2012,932049420
17,I,2012,82406105
17,J,2012,606000000
21,J,2012,1506447030
22,J,2012,279618500
24,A,2012,2550474
24,H,2012,53530128
25,J,2012,312709806
26,J,2012,134810809
27,H,2012,82249999
27,I,2012,159758955
28,J,2012,487211651
29,J,2012,12364670
31,A,2012,62353433
31,D,2012,37399558
31,H,2012,248869686
32,J,2012,423791600
33,J,2012,1154970423
34,H,2012,66942669
35,J,2012,667344262
37,J,2012,354863358
38,J,2012,397034016
AE,B,2012,384505024
AE,C,2012,406991841
AE,D,2012,71593791
AE,E,2012,163921538
AE,F,2012,3974262
AE,G,2012,5350667
AE,H,2012,34174426
AE,I,2012,30357810
AT,A,2012,4655388
AT,B,2012,266802956
AT,C,2012,20931037
AT,E,2012,45794544
AT,F,2012,2772162
AT,G,2012,1754770
AT,H,2012,70126039
AT,I,2012,130495792
AU,A,2012,4935
AU,B,2012,1270152686
AU,C,2012,381762701
AU,E,2012,448516269
AU,F,2012,169871028
AU,G,2012,3187004
AU,H,2012,1179216095
AU,I,2012,1220043827
BE,A,2012,15566426
BE,B,2012,787128059
BE,C,2012,7230093
BE,E,2012,290368553
BE,F,2012,9273979
BE,G,2012,1565821
BE,H,2012,145101226
BE,I,2012,220732430
CA,A,2012,18139241
CA,B,2012,1172655918
CA,C,2012,283171417
CA,E,2012,711384667
CA,F,2012,55376160
CA,G,2012,14103532
CA,H,2012,1664080884
CA,I,2012,186263230
CH,A,2012,22431254
CH,B,2012,1018639908
CH,C,2012,120526924
CH,E,2012,531422548
CH,F,2012,117608030
CH,G,2012,14777278
CH,H,2012,445412728
CH,I,2012,224676013
CZ,A,2012,595499
CZ,B,2012,31230584
CZ,C,2012,3346286
CZ,D,2012,78276
CZ,E,2012,13540125
CZ,F,2012,1136244
CZ,H,2012,3275335
CZ,I,2012,13232916
DE,A,2012,6981376202
DE,C,2012,65736168
DE,D,2012,131522618
DE,E,2012,878840308
DE,F,2012,1028268
DE,G,2012,11998987
DE,H,2012,512856569
DE,I,2012,1630816625
DK,A,2012,16608231
DK,B,2012,432914558
DK,C,2012,622599699
DK,E,2012,369736610
DK,F,2012,110630062
DK,G,2012,13572600
DK,H,2012,336939670
DK,I,2012,130395170
DK,J,2012,7891328
ES,A,2012,995372
ES,B,2012,292271220
ES,C,2012,135566369
ES,D,2012,1750
ES,E,2012,406318306
ES,F,2012,14709065
ES,G,2012,19361025
ES,H,2012,126184200
ES,I,2012,75961670
EU,A,2012,1909099169
EU,B,2012,6302075942
EU,C,2012,3566174767
EU,D,2012,480171924
EU,E,2012,1211455739
EU,F,2012,173416666
EU,G,2012,25671324
EU,H,2012,2434680243
EU,I,2012,1985350552
FI,A,2012,74236617
FI,B,2012,121327242
FI,C,2012,35492731
FI,D,2012,64267
FI,E,2012,171739145
FI,F,2012,2088949
FI,G,2012,1696146
FI,H,2012,235305936
FI,I,2012,163228007
FR,A,2012,4380745759
FR,B,2012,4488438739
FR,C,2012,267421637
FR,D,2012,31395425
FR,E,2012,98873185
FR,F,2012,12148330
FR,G,2012,514069
FR,H,2012,121167217
FR,I,2012,5658192
GB,A,2012,255021959
GB,B,2012,686259481
GB,C,2012,1378217408
GB,D,2012,200486456
GB,E,2012,1547159816
GB,F,2012,177909478
GB,G,2012,81194782
GB,H,2012,3174032271
GB,I,2012,1529021137
GR,A,2012,40604
GR,B,2012,35559624
GR,C,2012,4284780
GR,D,2012,12853
GR,E,2012,128534
GR,G,2012,523830
GR,H,2012,143175
GR,I,2012,66620932
IE,A,2012,9958528
IE,B,2012,48588165
IE,C,2012,121053111
IE,D,2012,160668
IE,E,2012,186886174
IE,F,2012,20152370
IE,G,2012,8007712
IE,H,2012,124189206
IE,I,2012,17179832
IS,B,2012,2196807
IS,C,2012,8465695
IS,E,2012,1951521
IS,F,2012,98122
IS,H,2012,7626816
IS,I,2012,868403
IT,A,2012,315540514
IT,B,2012,90084383
IT,C,2012,131842133
IT,E,2012,66942982
IT,G,2012,3144383
IT,H,2012,89114125
IT,I,2012,21008946
JP,B,2012,820600198
JP,C,2012,11426414142
JP,E,2012,384578870
JP,F,2012,118822160
JP,G,2012,1255989
JP,H,2012,1362321920
JP,I,2012,345869987
KR,A,2012,2106362
KR,B,2012,520923822
KR,C,2012,526520705
KR,E,2012,25489567
KR,F,2012,328454
KR,G,2012,4745038
KR,H,2012,129905097
KR,I,2012,22172804
KW,C,2012,198250594
KW,G,2012,99158
KW,H,2012,652891
KW,I,2012,178571
KW,J,2012,252240495
LU,A,2012,4040026
LU,B,2012,122953342
LU,C,2012,6187504
LU,D,2012,8275539
LU,E,2012,71413588
LU,F,2012,2749575
LU,G,2012,1263145
LU,H,2012,55668859
LU,I,2012,6945880
NL,A,2012,98756722
NL,B,2012,1170228098
NL,C,2012,236532742
NL,E,2012,1109939599
NL,F,2012,135314534
NL,G,2012,81625033
NL,H,2012,775479657
NL,I,2012,356102431
NO,A,2012,41875390
NO,B,2012,787331569
NO,C,2012,350323770
NO,E,2012,797769986
NO,F,2012,136457674
NO,G,2012,15208493
NO,H,2012,1061878407
NO,I,2012,428292618
NZ,A,2012,259655513
NZ,B,2012,1569998
NZ,C,2012,5743311
NZ,D,2012,27394248
NZ,E,2012,18672865
NZ,F,2012,2422956
NZ,G,2012,2025299
NZ,H,2012,35404721
NZ,I,2012,13450741
PT,B,2012,93813624
PT,C,2012,314861182
PT,E,2012,7956298
PT,F,2012,8381748
PT,G,2012,25706
PT,H,2012,9435732
PT,I,2012,654241
SE,A,2012,55580042
SE,B,2012,992492968
SE,C,2012,277249713
SE,D,2012,99168147
SE,E,2012,789902655
SE,F,2012,142983563
SE,G,2012,6958547
SE,H,2012,1053629618
SE,I,2012,276640247
US,A,2012,10429803306
US,D,2012,616650076
US,E,2012,5665194188
US,G,2012,62260999
US,H,2012,4470899698
US,I,2012,4797388112
