country,channel,bundle,year,out-oda-gross-channel-bundle
BE,D,F,2009,3393773
BE,D,G,2009,58260762
BE,E,B,2009,7398635
BE,E,C,2009,11517209
BE,E,E,2009,68453150
BE,E,F,2009,24479749
BE,E,G,2009,134471853
BE,F,E,2009,993558
BE,F,G,2009,13035647
BE,G,E,2009,1630366
BE,H,B,2009,57612886
BE,H,C,2009,46309946
BE,H,E,2009,38845836
BE,H,G,2009,56572584
BE,I,E,2009,1076753
BE,I,F,2009,26522561
BE,I,G,2009,193885
CA,A,B,2009,343934980
CA,A,C,2009,50268
CA,A,E,2009,6786505
CA,A,F,2009,666210724
CA,A,G,2009,321705224
CA,D,B,2009,15659754
CA,D,C,2009,497316
CA,D,E,2009,4088366
CA,D,F,2009,7842330
CA,D,G,2009,197902019
CA,E,B,2009,22121691
CA,E,C,2009,49975617
CA,E,D,2009,1038540
CA,E,E,2009,74697703
CA,E,F,2009,7623917
CA,E,G,2009,374983552
CA,F,G,2009,30241071
CA,G,B,2009,17575699
CA,G,G,2009,1413377
CA,H,B,2009,141834740
CA,H,C,2009,207139936
CA,H,D,2009,749296
CA,H,E,2009,90026064
CA,H,F,2009,93571
CA,H,G,2009,786245085
CA,I,B,2009,4956918
CA,I,C,2009,395550
CA,I,E,2009,324158
CA,I,F,2009,182522926
CA,I,G,2009,355295028
CA,J,G,2009,317753
CH,A,B,2009,56758782
CH,A,C,2009,2904028
CH,A,E,2009,129092477
CH,A,F,2009,759838516
CH,A,G,2009,53169702
CH,D,E,2009,317236
CH,E,B,2009,528132
CH,E,C,2009,7571484
CH,E,D,2009,1411753
CH,E,E,2009,419491464
CH,E,F,2009,13272862
CH,E,G,2009,20666566
CH,F,B,2009,1952411
CH,F,E,2009,84400916
CH,F,F,2009,9564
CH,F,G,2009,10228028
CH,G,E,2009,12141401
CH,G,G,2009,2150757
CH,H,A,2009,1055342
CH,H,B,2009,55619423
CH,H,C,2009,48881560
CH,H,E,2009,117846674
CH,H,F,2009,1345546
CH,H,G,2009,62218759
CH,I,A,2009,29420627
CH,I,B,2009,5935595
CH,I,E,2009,71108244
CH,I,F,2009,15716047
CH,I,G,2009,67108976
DE,A,A,2009,1233609007
DE,A,B,2009,451824598
DE,A,C,2009,75656353
DE,A,E,2009,725853016
DE,A,F,2009,1383781260
DE,A,G,2009,2364186219
DE,D,B,2009,1242061
DE,D,C,2009,6360056
DE,D,E,2009,44980852
DE,D,G,2009,104259544
DE,E,B,2009,2005053
DE,E,C,2009,14531181
DE,E,E,2009,37031662
DE,E,F,2009,11797536
DE,E,G,2009,728713825
DE,F,G,2009,276121
DE,G,B,2009,60075928
DE,G,G,2009,11521847
DE,H,B,2009,33350849
DE,H,C,2009,87590002
DE,H,E,2009,72940558
DE,H,F,2009,213445
DE,H,G,2009,205553131
DE,I,A,2009,268888572
DE,I,B,2009,2479969
DE,I,E,2009,569960
DE,I,F,2009,87561
DE,I,G,2009,78785637
DK,A,B,2009,34415032
DK,A,D,2009,92745
DK,A,E,2009,63289455
DK,A,F,2009,239187954
DK,A,G,2009,61799408
DK,E,B,2009,8922848
DK,E,C,2009,927453
DK,E,D,2009,52368685
DK,E,E,2009,92037744
DK,E,G,2009,6472329
DK,F,B,2009,7681173
DK,F,D,2009,55647
DK,F,E,2009,10103497
DK,F,G,2009,913727
DK,G,B,2009,278236
DK,G,E,2009,285655
DK,G,G,2009,134295
DK,H,B,2009,17156042
DK,H,C,2009,16278856
DK,H,E,2009,63377192
DK,H,G,2009,8745333
DK,I,B,2009,9906506
DK,I,D,2009,13911
DK,I,E,2009,21167280
DK,I,G,2009,5249945
DK,J,B,2009,486959494
DK,J,C,2009,189015
DK,J,D,2009,41818897
DK,J,E,2009,324652833
DK,J,F,2009,3049282
DK,J,G,2009,74989843
ES,A,A,2009,643018072
ES,A,B,2009,59940600
ES,A,C,2009,17415319
ES,A,D,2009,315127
ES,A,E,2009,457907662
ES,A,F,2009,376880318
ES,A,G,2009,411716980
ES,E,A,2009,1929610
ES,E,B,2009,185728269
ES,E,C,2009,22394007
ES,E,D,2009,6170927
ES,E,E,2009,222010964
ES,E,F,2009,65566314
ES,E,G,2009,297887499
ES,F,A,2009,28879834
ES,F,B,2009,2105499
ES,F,E,2009,16144159
ES,F,F,2009,154368
ES,F,G,2009,20775073
ES,G,B,2009,842884
ES,G,C,2009,3859220
ES,G,E,2009,24612076
ES,G,F,2009,82649
ES,G,G,2009,1378520
ES,H,A,2009,3216017
ES,H,B,2009,558276256
ES,H,C,2009,357901827
ES,H,E,2009,286945232
ES,H,F,2009,670046
ES,H,G,2009,35500374
ES,I,A,2009,18974501
ES,I,B,2009,520994
ES,I,D,2009,385922
ES,I,E,2009,4485802
ES,I,F,2009,3203783
ES,I,G,2009,13602249
ES,J,B,2009,196753
ES,J,C,2009,1103207
ES,J,D,2009,2179499
ES,J,E,2009,168712599
ES,J,F,2009,28836776
ES,J,G,2009,25984879
EU,A,B,2009,2734417361
EU,A,C,2009,51739893
EU,A,E,2009,3218644436
EU,A,F,2009,25344569
EU,A,G,2009,1493472099
EU,D,B,2009,23344234
EU,D,C,2009,270428372
EU,D,E,2009,729560219
EU,D,F,2009,34241521
EU,D,G,2009,62606786
EU,E,B,2009,6406669
EU,E,C,2009,41003019
EU,E,E,2009,193025956
EU,E,F,2009,2504666
EU,E,G,2009,9768225
EU,F,B,2009,139012
EU,F,E,2009,14037729
EU,F,G,2009,624815
EU,G,A,2009,68840920
EU,G,E,2009,1692186
EU,H,A,2009,62424464
EU,H,B,2009,427502461
EU,H,C,2009,519839902
EU,H,E,2009,1127776517
EU,H,F,2009,154820957
EU,H,G,2009,243329333
EU,I,B,2009,8395032
EU,I,C,2009,4914102
EU,I,E,2009,172619973
EU,I,F,2009,722361137
EU,I,G,2009,126887557
FI,A,A,2009,25723068
FI,A,B,2009,48326816
FI,A,E,2009,1576405
FI,A,F,2009,112239392
FI,A,G,2009,38584170
FI,E,B,2009,11582252
FI,E,C,2009,3148355
FI,E,D,2009,303856
FI,E,E,2009,35343558
FI,E,F,2009,18267177
FI,E,G,2009,103602555
FI,F,G,2009,206022
FI,G,B,2009,1023084
FI,G,E,2009,350576
FI,G,G,2009,1227701
FI,H,B,2009,38141377
FI,H,C,2009,14868825
FI,H,E,2009,69370041
FI,H,F,2009,618363
FI,H,G,2009,94790251
FI,I,B,2009,45756078
FI,I,E,2009,22345549
FI,I,F,2009,14929014
FI,I,G,2009,67844491
FR,A,A,2009,1509031306
FR,A,B,2009,315490976
FR,A,C,2009,25826837
FR,A,E,2009,653568032
FR,A,F,2009,3384094336
FR,A,G,2009,906141401
FR,D,B,2009,163112
FR,D,C,2009,605807
FR,D,D,2009,1834675
FR,D,E,2009,55530130
FR,D,F,2009,87744
FR,D,G,2009,7035209
FR,E,C,2009,4430803
FR,E,D,2009,10009346
FR,E,E,2009,18289839
FR,F,B,2009,1196816
FR,F,E,2009,14360145
FR,G,E,2009,159602166
FR,G,G,2009,553850
FR,H,C,2009,29133928
FR,H,E,2009,16637492
FR,H,G,2009,1022466
FR,I,F,2009,133457
FR,I,G,2009,293607
FR,J,B,2009,33896763
FR,J,D,2009,2029402
FR,J,E,2009,104046256
FR,J,F,2009,136223473
FR,J,G,2009,687314422
GB,A,A,2009,602361044
GB,A,B,2009,1077699412
GB,A,C,2009,14910659
GB,A,D,2009,733382
GB,A,E,2009,1381842466
GB,A,F,2009,496673463
GB,A,G,2009,644330375
GB,D,B,2009,96830187
GB,D,D,2009,2527027
GB,D,E,2009,117650665
GB,D,F,2009,1216786
GB,D,G,2009,7743878
GB,E,B,2009,108945927
GB,E,C,2009,4646500
GB,E,D,2009,315158116
GB,E,E,2009,255646562
GB,E,F,2009,16153107
GB,E,G,2009,37265762
GB,F,B,2009,90198237
GB,F,C,2009,19031420
GB,F,E,2009,76136747
GB,F,G,2009,13021926
GB,G,B,2009,43428907
GB,G,C,2009,16145188
GB,G,D,2009,509848
GB,G,E,2009,24404556
GB,G,G,2009,2045238
GB,H,B,2009,1392167518
GB,H,C,2009,123507646
GB,H,D,2009,441868
GB,H,E,2009,1156882366
GB,H,F,2009,16436787
GB,H,G,2009,35681239
GB,I,B,2009,3700069
GB,I,D,2009,1605732
GB,I,E,2009,173649281
GB,I,F,2009,103550
GB,I,G,2009,17643716
GR,A,B,2009,22327431
GR,A,C,2009,306205
GR,A,E,2009,18524577
GR,A,F,2009,109986279
GR,A,G,2009,108677872
GR,E,B,2009,56680
GR,E,C,2009,82727
GR,E,E,2009,1244759
GR,E,F,2009,81450
GR,E,G,2009,2804402
GR,F,G,2009,26034
GR,G,E,2009,39090
GR,G,G,2009,484756
GR,H,B,2009,7901633
GR,H,C,2009,3913557
GR,H,F,2009,144346
GR,H,G,2009,1245540
IE,A,B,2009,180250707
IE,A,C,2009,2514106
IE,A,E,2009,3082821
IE,A,F,2009,42684970
IE,A,G,2009,10931047
IE,D,B,2009,368907
IE,D,E,2009,396730
IE,D,F,2009,94002
IE,D,G,2009,88024
IE,E,B,2009,169061072
IE,E,C,2009,4516107
IE,E,D,2009,9846147
IE,E,E,2009,17439079
IE,E,F,2009,4948339
IE,E,G,2009,7137796
IE,F,B,2009,14473090
IE,F,E,2009,3893584
IE,F,F,2009,1197035
IE,F,G,2009,1606314
IE,G,B,2009,6670077
IE,G,E,2009,513082
IE,H,B,2009,110847725
IE,H,C,2009,7066005
IE,H,E,2009,11144258
IE,H,F,2009,128270
IE,H,G,2009,724729
IE,I,B,2009,16785268
IE,I,E,2009,4675229
IE,I,F,2009,3390593
IE,I,G,2009,5603336
IT,A,B,2009,80315006
IT,A,C,2009,35877628
IT,A,D,2009,190958
IT,A,E,2009,187226893
IT,A,F,2009,224713955
IT,A,G,2009,61205044
IT,D,B,2009,39180741
IT,D,C,2009,1650398
IT,D,D,2009,15466
IT,D,E,2009,28678722
IT,D,F,2009,5223966
IT,D,G,2009,20525873
IT,E,B,2009,6399360
IT,E,C,2009,100640
IT,E,D,2009,7250922
IT,E,E,2009,4553386
IT,E,F,2009,600726
IT,E,G,2009,6076593
IT,H,B,2009,46948295
IT,H,C,2009,5791192
IT,H,E,2009,59342788
IT,H,F,2009,558778
IT,H,G,2009,15295046
IT,J,A,2009,166827371
JP,A,A,2009,7280700380
JP,A,B,2009,1165739305
JP,A,C,2009,481889297
JP,A,E,2009,848215288
JP,A,F,2009,931279507
JP,A,G,2009,1869970582
JP,D,G,2009,1725685
JP,E,B,2009,3070359
JP,E,D,2009,137111952
JP,E,E,2009,41490955
JP,E,G,2009,60325139
JP,F,B,2009,113807228
JP,F,G,2009,114777
JP,G,E,2009,1156185
JP,G,G,2009,35306
JP,H,A,2009,86587720
JP,H,B,2009,219163584
JP,H,C,2009,289818499
JP,H,E,2009,198030197
JP,H,G,2009,748225
JP,I,A,2009,63314989
JP,I,G,2009,666517553
KR,A,A,2009,299034261
KR,A,B,2009,134912
KR,A,C,2009,190644
KR,A,E,2009,64357908
KR,A,F,2009,38054340
KR,A,G,2009,253075120
KR,E,B,2009,260941
KR,E,E,2009,11134859
KR,E,F,2009,694770
KR,E,G,2009,1721088
KR,G,E,2009,8411953
KR,H,B,2009,17719008
KR,H,C,2009,9232068
KR,H,E,2009,23391963
KR,H,F,2009,1612919
KR,H,G,2009,7738478
KR,I,E,2009,36051
KR,I,G,2009,2592309
LU,A,B,2009,12140908
LU,A,C,2009,2509356
LU,A,E,2009,94530856
LU,A,F,2009,18169405
LU,A,G,2009,6737412
LU,E,B,2009,3763997
LU,E,C,2009,1033667
LU,E,D,2009,7943660
LU,E,E,2009,70796580
LU,E,F,2009,3191832
LU,E,G,2009,525288
LU,F,B,2009,79997
LU,F,E,2009,2123626
LU,G,B,2009,849935
LU,H,B,2009,2990294
LU,H,C,2009,7629159
LU,H,E,2009,35238046
LU,H,F,2009,29562
LU,H,G,2009,4665721
LU,I,B,2009,221722
LU,I,C,2009,295629
LU,I,E,2009,5276756
LU,I,F,2009,832712
LU,I,G,2009,32519
NL,A,B,2009,650834460
NL,A,E,2009,581584203
NL,A,F,2009,672549514
NL,A,G,2009,124221763
NL,D,E,2009,289495
NL,E,B,2009,713307555
NL,E,C,2009,1059764
NL,E,E,2009,388691745
NL,E,F,2009,45740322
NL,E,G,2009,77535591
NL,F,B,2009,35821335
NL,F,E,2009,132886399
NL,F,F,2009,6637
NL,F,G,2009,15866678
NL,G,B,2009,10508965
NL,G,C,2009,6059870
NL,G,E,2009,18641683
NL,G,F,2009,26433407
NL,G,G,2009,10526503
NL,H,B,2009,277801016
NL,H,C,2009,26701674
NL,H,E,2009,529650839
NL,H,F,2009,3664206
NL,H,G,2009,74881368
NL,I,B,2009,30025726
NL,I,E,2009,224654099
NL,I,F,2009,2523236
NL,I,G,2009,45120704
NO,A,A,2009,-40671277
NO,A,B,2009,463936628
NO,A,C,2009,13287452
NO,A,E,2009,35002143
NO,A,F,2009,779915607
NO,A,G,2009,166277805
NO,E,A,2009,-874472
NO,E,B,2009,576753604
NO,E,C,2009,14011213
NO,E,E,2009,183382415
NO,E,F,2009,21300060
NO,E,G,2009,133947694
NO,F,A,2009,-224467
NO,F,B,2009,127284534
NO,F,C,2009,260175
NO,F,E,2009,5993237
NO,F,F,2009,85455
NO,F,G,2009,22541024
NO,G,B,2009,50596039
NO,G,G,2009,115626
NO,H,B,2009,896369765
NO,H,C,2009,25233560
NO,H,E,2009,59980637
NO,H,F,2009,19260840
NO,H,G,2009,246382724
NO,I,A,2009,96247932
NO,I,B,2009,40584169
NO,I,C,2009,53702
NO,I,E,2009,12541761
NO,I,F,2009,5678306
NO,I,G,2009,25708469
NZ,A,B,2009,45191011
NZ,A,E,2009,44174814
NZ,A,F,2009,46193794
NZ,A,G,2009,64093198
NZ,D,B,2009,6872284
NZ,D,D,2009,332185
NZ,D,E,2009,15783604
NZ,D,F,2009,2275299
NZ,D,G,2009,2298390
NZ,E,B,2009,3388047
NZ,E,C,2009,394537
NZ,E,D,2009,29625279
NZ,E,E,2009,4990509
NZ,F,B,2009,110952
NZ,F,E,2009,1234349
NZ,G,E,2009,34838
NZ,H,B,2009,5183175
NZ,H,E,2009,20246908
NZ,H,G,2009,5522765
NZ,I,E,2009,914015
NZ,I,F,2009,38583
NZ,I,G,2009,364681
NZ,J,B,2009,1964803
NZ,J,E,2009,5082237
NZ,J,G,2009,1312758
PT,A,A,2009,22191990
PT,A,B,2009,5160615
PT,A,C,2009,58686786
PT,A,E,2009,19286730
PT,A,F,2009,54657616
PT,A,G,2009,75984198
PT,E,B,2009,76765
PT,E,C,2009,34055
PT,E,D,2009,332265
PT,E,E,2009,5365117
PT,E,F,2009,1194498
PT,E,G,2009,494236
PT,F,B,2009,120542
PT,G,E,2009,79290
PT,H,D,2009,215718
PT,H,E,2009,14833248
PT,H,F,2009,212937
PT,H,G,2009,30935584
SE,A,A,2009,922360
SE,A,B,2009,341805169
SE,A,C,2009,4342633
SE,A,E,2009,267027880
SE,A,F,2009,454930388
SE,A,G,2009,132665544
SE,D,E,2009,672971
SE,D,G,2009,22855
SE,E,A,2009,914238
SE,E,B,2009,115961359
SE,E,C,2009,26013320
SE,E,D,2009,3976938
SE,E,E,2009,555096096
SE,E,F,2009,22772122
SE,E,G,2009,44532232
SE,F,B,2009,26808264
SE,F,E,2009,97449875
SE,F,G,2009,9197264
SE,G,B,2009,465961
SE,G,C,2009,990425
SE,G,D,2009,304746
SE,G,E,2009,9215434
SE,G,G,2009,30474
SE,H,B,2009,299494791
SE,H,C,2009,25098021
SE,H,E,2009,540733160
SE,H,F,2009,18025400
SE,H,G,2009,91711894
SE,I,A,2009,98433036
SE,I,B,2009,13835210
SE,I,E,2009,77228761
SE,I,F,2009,7509132
SE,I,G,2009,54376735
SE,J,F,2009,179018709
US,A,B,2009,2327689480
US,A,C,2009,48119293
US,A,E,2009,2896191416
US,A,F,2009,3035502366
US,A,G,2009,2813805199
US,D,B,2009,179389361
US,D,C,2009,75056581
US,D,E,2009,429017111
US,D,F,2009,459716
US,D,G,2009,44694921
US,E,B,2009,645248611
US,E,C,2009,1005273966
US,E,E,2009,3816921182
US,E,F,2009,132995826
US,E,G,2009,221880643
US,G,B,2009,1179650
US,G,C,2009,43856140
US,G,E,2009,20403711
US,G,G,2009,480841
US,H,B,2009,1857317107
US,H,C,2009,1816001701
US,H,E,2009,825248951
US,H,F,2009,28028686
US,H,G,2009,35440251
US,I,B,2009,374512492
US,I,C,2009,87333577
US,I,E,2009,3950925607
US,I,F,2009,108719721
US,I,G,2009,470726674
1,J,F,2010,163974442
2,J,A,2010,1062221636
2,J,B,2010,725750405
2,J,E,2010,41300257
2,J,F,2010,582601065
2,J,G,2010,23608477
3,J,A,2010,1045002999
3,J,B,2010,398975
3,J,E,2010,21984393
3,J,G,2010,718216
6,J,A,2010,1631824884
6,J,B,2010,355749959
6,J,C,2010,2605966
6,J,E,2010,10707301
6,J,F,2010,765435
6,J,G,2010,2488481
10,A,B,2010,76274621
10,A,C,2010,1542813
10,H,B,2010,435906836
10,H,C,2010,174139965
10,H,E,2010,36093225
10,H,F,2010,16046095
10,I,C,2010,14380479
10,J,F,2010,58891662
11,H,A,2010,8979851
11,H,B,2010,7237092
11,H,E,2010,423503092
11,H,G,2010,7140084
12,A,B,2010,1786671839
12,A,C,2010,19328424
12,A,E,2010,212962445
12,A,G,2010,6451479
12,D,B,2010,296159102
12,D,E,2010,126550722
12,D,G,2010,4113948
12,E,B,2010,37908105
12,E,E,2010,11663189
12,F,B,2010,66164479
12,F,E,2010,48388668
12,G,B,2010,43604908
12,H,B,2010,358199672
12,H,E,2010,108809133
12,H,G,2010,4638270
12,I,B,2010,16014724
15,H,F,2010,2079236175
15,J,A,2010,6202979675
15,J,B,2010,3945279478
15,J,C,2010,23358463
15,J,E,2010,46159435
15,J,G,2010,294152023
17,J,A,2010,438410943
17,J,B,2010,155720855
17,J,E,2010,150668786
17,J,F,2010,502974987
17,J,G,2010,3123751
21,J,B,2010,1397529665
21,J,F,2010,1689963170
24,A,A,2010,51354878
24,A,E,2010,13756
24,A,F,2010,4857057
24,A,G,2010,3026332
24,H,B,2010,5502422
24,H,E,2010,2751211
25,J,A,2010,301538119
25,J,B,2010,6699180
25,J,C,2010,2284880
25,J,E,2010,14058626
25,J,F,2010,14020860
25,J,G,2010,1100584
27,H,E,2010,84888504
27,I,B,2010,218961
27,I,E,2010,170103197
28,C,B,2010,22395586
28,C,E,2010,204536589
28,C,F,2010,125379
28,C,G,2010,11263232
28,D,B,2010,2073
28,D,E,2010,2476960
28,D,G,2010,294553
28,H,B,2010,34380389
28,H,E,2010,302194001
28,H,G,2010,12070808
28,J,B,2010,2512603
28,J,E,2010,42928169
28,J,F,2010,32001
28,J,G,2010,1479148
29,J,B,2010,2680996
29,J,E,2010,9566069
29,J,G,2010,468192
31,A,E,2010,141291569
31,D,E,2010,93514155
31,H,B,2010,9646235
31,H,E,2010,599322340
31,J,E,2010,2526621
33,J,B,2010,7971720
33,J,C,2010,116269
33,J,E,2010,809527519
33,J,F,2010,261998808
33,J,G,2010,10994286
34,H,B,2010,1304519
34,H,E,2010,50247968
34,H,G,2010,1466319
35,J,E,2010,469095395
35,J,F,2010,96906762
37,J,C,2010,113703749
37,J,E,2010,130517125
37,J,F,2010,8908904
37,J,G,2010,4384
38,J,E,2010,380378292
AE,B,F,2010,43945458
AE,C,A,2010,132007109
AE,C,B,2010,242102808
AE,C,C,2010,5240281
AE,E,B,2010,9728695
AE,E,C,2010,3633505
AE,E,D,2010,51929
AE,G,B,2010,5357799
AE,H,B,2010,30640346
AE,H,D,2010,3545195
AE,I,B,2010,78734357
AE,I,C,2010,2317092
AE,I,D,2010,1917806
AE,I,F,2010,51034
AT,A,B,2010,2642593
AT,A,D,2010,66732
AT,A,E,2010,360353
AT,A,G,2010,3167285
AT,B,F,2010,252521425
AT,B,G,2010,34686207
AT,C,B,2010,27834479
AT,C,E,2010,1817783
AT,C,G,2010,8897460
AT,E,B,2010,3030080
AT,E,D,2010,1509540
AT,E,E,2010,17899551
AT,E,F,2010,14482561
AT,E,G,2010,28198872
AT,F,B,2010,672326
AT,F,E,2010,253582
AT,F,G,2010,4444845
AT,G,B,2010,2210903
AT,G,E,2010,400392
AT,G,F,2010,79066
AT,G,G,2010,833886
AT,H,B,2010,61090689
AT,H,C,2010,1988602
AT,H,D,2010,16248256
AT,H,E,2010,783762
AT,H,F,2010,8330656
AT,H,G,2010,19718161
AT,I,B,2010,667321
AT,I,D,2010,20019
AT,I,E,2010,3060509
AT,I,F,2010,92094229
AT,I,G,2010,11671471
AU,A,A,2010,37888758
AU,A,B,2010,93844921
AU,A,E,2010,9231581
AU,A,F,2010,3160010
AU,A,G,2010,126905955
AU,B,B,2010,21962017
AU,B,C,2010,174564
AU,B,D,2010,50502984
AU,B,F,2010,233518860
AU,B,G,2010,521596567
AU,C,B,2010,62735878
AU,C,D,2010,-4586
AU,C,E,2010,1862165
AU,C,G,2010,39237590
AU,E,B,2010,106530867
AU,E,C,2010,5777144
AU,E,D,2010,128765260
AU,E,E,2010,24133398
AU,E,F,2010,5194769
AU,E,G,2010,119408957
AU,F,B,2010,37543084
AU,F,C,2010,56777
AU,F,D,2010,133473
AU,F,E,2010,13231392
AU,F,F,2010,64903
AU,F,G,2010,43119534
AU,G,C,2010,33026
AU,G,D,2010,143257
AU,G,E,2010,1001784
AU,G,G,2010,1411272
AU,H,B,2010,490516576
AU,H,C,2010,26620187
AU,H,D,2010,192143882
AU,H,E,2010,41914604
AU,H,F,2010,5067573
AU,H,G,2010,190725697
AU,I,B,2010,101881342
AU,I,C,2010,678804
AU,I,D,2010,6794227
AU,I,E,2010,63443771
AU,I,F,2010,162383283
AU,I,G,2010,645030495
AU,J,B,2010,-1069084
AU,J,E,2010,-7542214
AU,J,F,2010,187828696
AU,J,G,2010,-2683123
BE,A,A,2010,43988547
BE,A,B,2010,6699663
BE,A,E,2010,81596374
BE,A,F,2010,671245904
BE,A,G,2010,246726730
BE,B,F,2010,92944626
BE,C,B,2010,51479617
BE,C,E,2010,53485
BE,C,G,2010,8143208
BE,D,D,2010,28600024
BE,D,F,2010,6458568
BE,D,G,2010,33734549
BE,E,B,2010,26742
BE,E,C,2010,1002849
BE,E,D,2010,162551145
BE,E,E,2010,149666
BE,E,F,2010,2325095
BE,E,G,2010,78589924
BE,F,B,2010,1069706
BE,F,G,2010,8504330
BE,G,B,2010,180115204
BE,G,G,2010,2301410
BE,H,B,2010,36386729
BE,H,C,2010,1337132
BE,H,D,2010,42043411
BE,H,E,2010,5629329
BE,H,F,2010,7182110
BE,H,G,2010,144886577
BE,I,D,2010,39292988
BE,I,F,2010,101854087
BE,I,G,2010,59763394
CA,A,B,2010,127660450
CA,A,C,2010,13992
CA,A,E,2010,73708326
CA,A,F,2010,840603375
CA,A,G,2010,258968488
CA,C,B,2010,210379781
CA,C,G,2010,68485480
CA,D,B,2010,2592356
CA,D,C,2010,3449595
CA,D,D,2010,6018758
CA,D,E,2010,12968188
CA,D,F,2010,9208322
CA,D,G,2010,153700505
CA,E,B,2010,31893880
CA,E,C,2010,49182541
CA,E,D,2010,11093068
CA,E,E,2010,104912476
CA,E,F,2010,8800344
CA,E,G,2010,374169673
CA,F,B,2010,705877
CA,F,E,2010,2211785
CA,F,F,2010,73448
CA,F,G,2010,60592029
CA,G,B,2010,1540699
CA,G,G,2010,2247417
CA,H,B,2010,237283790
CA,H,C,2010,155573139
CA,H,D,2010,55515629
CA,H,E,2010,88436008
CA,H,F,2010,35507893
CA,H,G,2010,942851423
CA,I,B,2010,3799650
CA,I,C,2010,14958
CA,I,D,2010,1664296
CA,I,E,2010,13626338
CA,I,F,2010,102639457
CA,I,G,2010,243790105
CH,A,B,2010,5515870
CH,A,E,2010,2411484
CH,A,G,2010,2468980
CH,B,C,2010,2549410
CH,B,F,2010,750670801
CH,B,G,2010,19423673
CH,C,B,2010,77535967
CH,C,C,2010,755550
CH,C,E,2010,26716350
CH,C,G,2010,17462862
CH,E,B,2010,37716440
CH,E,C,2010,9237725
CH,E,D,2010,187360131
CH,E,E,2010,185545277
CH,E,F,2010,2139635
CH,E,G,2010,25234405
CH,F,B,2010,29542799
CH,F,C,2010,271158
CH,F,E,2010,54324220
CH,F,F,2010,1564785
CH,F,G,2010,12165767
CH,G,B,2010,6106525
CH,G,E,2010,947479
CH,G,G,2010,7020312
CH,H,B,2010,81568086
CH,H,C,2010,40475694
CH,H,D,2010,36121383
CH,H,E,2010,77569710
CH,H,F,2010,442859
CH,H,G,2010,91413797
CH,I,A,2010,33045497
CH,I,B,2010,10384976
CH,I,D,2010,19796611
CH,I,E,2010,29010028
CH,I,F,2010,2636489
CH,I,G,2010,44207146
DE,A,A,2010,1250575201
DE,A,B,2010,797326177
DE,A,C,2010,39273542
DE,A,D,2010,660147968
DE,A,E,2010,616811135
DE,A,F,2010,832616878
DE,A,G,2010,2234953406
DE,D,C,2010,2803389
DE,D,E,2010,31249728
DE,D,F,2010,8462832
DE,D,G,2010,76950694
DE,E,B,2010,2586063
DE,E,C,2010,25294611
DE,E,D,2010,6618510
DE,E,E,2010,53493353
DE,E,F,2010,59002323
DE,E,G,2010,674799583
DE,F,G,2010,126088
DE,G,B,2010,18938384
DE,G,G,2010,12678684
DE,H,B,2010,35647990
DE,H,C,2010,54059913
DE,H,D,2010,125479001
DE,H,E,2010,42297947
DE,H,F,2010,39608
DE,H,G,2010,220760400
DE,I,A,2010,405828430
DE,I,B,2010,33630718
DE,I,C,2010,4885
DE,I,D,2010,528118
DE,I,E,2010,1633952
DE,I,F,2010,893595684
DE,I,G,2010,188417200
DK,A,E,2010,7596063
DK,A,G,2010,354178
DK,B,A,2010,38690174
DK,B,B,2010,11258228
DK,B,F,2010,410825315
DK,B,G,2010,23360122
DK,C,B,2010,489833264
DK,C,E,2010,242094323
DK,C,F,2010,26216423
DK,C,G,2010,32631667
DK,E,B,2010,11005899
DK,E,D,2010,152455089
DK,E,E,2010,194878200
DK,E,G,2010,13145530
DK,F,B,2010,21817459
DK,F,C,2010,3659
DK,F,E,2010,41616661
DK,F,G,2010,3188635
DK,G,B,2010,4536055
DK,G,E,2010,4023797
DK,G,F,2010,576691
DK,G,G,2010,499014
DK,H,B,2010,61655979
DK,H,C,2010,3015041
DK,H,D,2010,70050932
DK,H,E,2010,94841451
DK,H,F,2010,1502619
DK,H,G,2010,11663336
DK,I,B,2010,2789407
DK,I,D,2010,14640158
DK,I,E,2010,50390305
DK,I,F,2010,388775
DK,I,G,2010,47721323
DK,J,B,2010,12979135
DK,J,E,2010,34255818
DK,J,F,2010,22538264
DK,J,G,2010,26085353
ES,A,B,2010,1862947
ES,A,E,2010,295637
ES,A,G,2010,4422999
ES,B,B,2010,35813768
ES,B,C,2010,1670289
ES,B,D,2010,357838
ES,B,F,2010,367061604
ES,B,G,2010,233713198
ES,C,B,2010,112277255
ES,C,C,2010,2016186
ES,C,E,2010,92738153
ES,C,F,2010,404510278
ES,C,G,2010,54363915
ES,E,A,2010,3856146
ES,E,B,2010,268531822
ES,E,C,2010,11671750
ES,E,D,2010,45386897
ES,E,E,2010,232531505
ES,E,F,2010,98693972
ES,E,G,2010,220329451
ES,F,A,2010,2249418
ES,F,B,2010,596563
ES,F,E,2010,4210490
ES,F,F,2010,510060
ES,F,G,2010,13603626
ES,G,B,2010,89590347
ES,G,D,2010,2570764
ES,G,E,2010,385614
ES,G,F,2010,11002
ES,G,G,2010,1505268
ES,H,B,2010,637793380
ES,H,C,2010,61609603
ES,H,D,2010,516881475
ES,H,E,2010,13938863
ES,H,F,2010,21222582
ES,H,G,2010,58412638
ES,I,A,2010,488078560
ES,I,B,2010,8197059
ES,I,C,2010,26350
ES,I,D,2010,408149
