country-from,country-to,channel,year,oda-gross-bl-channel
AU,53,I,2010,2072913
AU,55,A,2010,1288408
AU,55,B,2010,85462513
AU,55,E,2010,145530316
AU,55,F,2010,2568151
AU,55,G,2010,2117995
AU,55,H,2010,232538459
AU,55,I,2010,93387309
AU,55,J,2010,187610745
AU,56,B,2010,16963
AU,56,H,2010,67538
AU,57,B,2010,3588642
AU,57,E,2010,543687
AU,57,F,2010,251234
AU,57,G,2010,360334
AU,57,H,2010,6835242
AU,57,I,2010,6068189
AU,57,J,2010,-34104
AU,58,B,2010,40051
AU,58,H,2010,12727
AU,58,I,2010,22908
AU,59,B,2010,1710
AU,61,A,2010,30835381
AU,61,B,2010,30488383
AU,61,E,2010,7954069
AU,61,F,2010,1585674
AU,61,H,2010,47877857
AU,61,I,2010,31670395
AU,61,J,2010,-1111714
AU,62,A,2010,238484
AU,62,B,2010,964397
AU,62,E,2010,-33
AU,62,H,2010,658869
AU,62,I,2010,471850
AU,62,J,2010,-10505
AU,63,B,2010,358087
AU,63,H,2010,481087
AU,63,I,2010,54
AU,65,B,2010,5187558
AU,65,E,2010,7592823
AU,65,H,2010,7328569
AU,65,I,2010,11133549
AU,67,A,2010,239047
AU,67,B,2010,140854
AU,67,H,2010,17105
AU,67,I,2010,955210
AU,AF,A,2010,1099642
AU,AF,B,2010,46123238
AU,AF,E,2010,10792617
AU,AF,F,2010,7638462
AU,AF,H,2010,40264552
AU,AF,I,2010,9660661
AU,AF,J,2010,15400
AU,AL,B,2010,13049
AU,AR,A,2010,1986
AU,AR,B,2010,168933
AU,AR,E,2010,6512
AU,AR,H,2010,-1
AU,AR,I,2010,32634
AU,BA,B,2010,13049
AU,BB,B,2010,13270
AU,BB,F,2010,35890
AU,BB,H,2010,164474
AU,BB,I,2010,61353
AU,BD,A,2010,1254839
AU,BD,B,2010,7763835
AU,BD,E,2010,1746515
AU,BD,F,2010,11297027
AU,BD,H,2010,30989701
AU,BD,I,2010,5529094
AU,BD,J,2010,7456
AU,BF,B,2010,45664
AU,BF,H,2010,445451
AU,BI,E,2010,46194
AU,BI,H,2010,477630
AU,BJ,H,2010,445451
AU,BO,E,2010,35429
AU,BR,A,2010,993
AU,BR,B,2010,107092
AU,BR,E,2010,3256
AU,BR,H,2010,-1
AU,BR,I,2010,16317
AU,BT,A,2010,220332
AU,BT,B,2010,3786848
AU,BT,E,2010,174475
AU,BT,F,2010,12517
AU,BT,H,2010,1996449
AU,BT,I,2010,2605341
AU,BT,J,2010,46
AU,BW,A,2010,296151
AU,BW,B,2010,197642
AU,BW,I,2010,299638
AU,BZ,B,2010,101135
AU,BZ,E,2010,149671
AU,BZ,F,2010,35890
AU,BZ,H,2010,509870
AU,BZ,I,2010,36682
AU,CD,E,2010,3207251
AU,CD,H,2010,6363594
AU,CF,H,2010,38181
AU,CI,H,2010,38181
AU,CK,A,2010,12315
AU,CK,B,2010,2087041
AU,CK,C,2010,534541
AU,CK,E,2010,206791
AU,CK,F,2010,48251
AU,CK,H,2010,1183556
AU,CK,I,2010,78593
AU,CK,J,2010,4008
AU,CL,B,2010,871233
AU,CL,F,2010,3207251
AU,CL,H,2010,855267
AU,CL,I,2010,2129839
AU,CM,B,2010,95500
AU,CM,F,2010,3957
AU,CM,H,2010,270452
AU,CM,I,2010,899
AU,CN,A,2010,2141281
AU,CN,B,2010,12592844
AU,CN,E,2010,9818035
AU,CN,H,2010,1881577
AU,CN,I,2010,11140492
AU,CN,J,2010,38862
AU,CO,B,2010,67549
AU,CO,H,2010,38181
AU,CV,H,2010,234114
AU,DM,B,2010,7460
AU,DM,E,2010,149671
AU,DM,H,2010,82237
AU,DM,I,2010,36682
AU,EC,E,2010,16633
AU,EG,B,2010,4914402
AU,ER,A,2010,0
AU,ER,B,2010,2505
AU,ER,E,2010,75
AU,ER,I,2010,51
AU,ET,B,2010,406135
AU,ET,E,2010,1861291
AU,ET,H,2010,445451
AU,ET,I,2010,4398
AU,FJ,A,2010,48669
AU,FJ,B,2010,5393837
AU,FJ,C,2010,1906
AU,FJ,E,2010,943584
AU,FJ,F,2010,2920006
AU,FJ,H,2010,11698163
AU,FJ,I,2010,21687082
AU,FJ,J,2010,-3388383
AU,GD,B,2010,7460
AU,GD,H,2010,296053
AU,GD,I,2010,194941
AU,GH,B,2010,389358
AU,GH,E,2010,31651
AU,GH,F,2010,31392
AU,GH,H,2010,135077
AU,GH,I,2010,17519
AU,GT,A,2010,0
AU,GT,B,2010,1235
AU,GT,E,2010,37
AU,GT,H,2010,534541
AU,GT,I,2010,25
AU,GW,H,2010,186549
AU,GY,B,2010,32477
AU,GY,F,2010,35890
AU,GY,H,2010,82237
AU,GY,I,2010,36682
AU,HN,E,2010,36026
AU,HR,B,2010,13049
AU,HT,B,2010,671361
AU,HT,E,2010,4315274
AU,HT,F,2010,35890
AU,HT,H,2010,16385765
AU,HT,I,2010,37990
AU,ID,A,2010,65727890
AU,ID,B,2010,83397655
AU,ID,C,2010,843794
AU,ID,E,2010,7623550
AU,ID,F,2010,6586819
AU,ID,H,2010,58286922
AU,ID,I,2010,198158876
AU,ID,J,2010,-5472558
AU,IN,A,2010,1715307
AU,IN,B,2010,12522519
AU,IN,E,2010,917187
AU,IN,F,2010,32589
AU,IN,H,2010,2634200
AU,IN,I,2010,1348442
AU,IQ,A,2010,91657
AU,IQ,B,2010,13275743
AU,IQ,E,2010,5348675
AU,IQ,F,2010,7444419
AU,IQ,H,2010,12777286
AU,IQ,I,2010,21922630
AU,IR,B,2010,330372
AU,JM,B,2010,66553
AU,JM,F,2010,35890
AU,JM,H,2010,296053
AU,JM,I,2010,36682
AU,JO,B,2010,180719
AU,JO,E,2010,52555
AU,JO,H,2010,1069083
AU,JO,I,2010,25640
AU,KE,A,2010,17381
AU,KE,B,2010,3130599
AU,KE,E,2010,1033752
AU,KE,F,2010,80588
AU,KE,H,2010,3652703
AU,KE,I,2010,591457
AU,KG,E,2010,1069083
AU,KH,A,2010,1365037
AU,KH,B,2010,10907878
AU,KH,E,2010,10885501
AU,KH,F,2010,1536281
AU,KH,H,2010,24151010
AU,KH,I,2010,14000823
AU,KH,J,2010,-17584
AU,KI,A,2010,23903
AU,KI,B,2010,2048997
AU,KI,C,2010,2268686
AU,KI,E,2010,1479898
AU,KI,F,2010,237408
AU,KI,H,2010,2125528
AU,KI,I,2010,8220513
AU,KI,J,2010,524407
AU,KM,A,2010,0
AU,KM,B,2010,2450
AU,KM,E,2010,73
AU,KM,I,2010,50
AU,KN,B,2010,30543
AU,KN,E,2010,149671
AU,KN,H,2010,82237
AU,KN,I,2010,36682
AU,KP,B,2010,262495
AU,LA,A,2010,113261
AU,LA,B,2010,8226822
AU,LA,C,2010,2756957
AU,LA,E,2010,3267093
AU,LA,F,2010,45769
AU,LA,H,2010,16279144
AU,LA,I,2010,7432387
AU,LA,J,2010,-34862
AU,LB,A,2010,0
AU,LB,B,2010,160118
AU,LB,E,2010,80049
AU,LB,F,2010,534541
AU,LB,H,2010,1069083
AU,LB,I,2010,21008
AU,LC,B,2010,7460
AU,LC,C,2010,534541
AU,LC,E,2010,53454
AU,LC,H,2010,135691
AU,LC,I,2010,45773
AU,LK,A,2010,149303
AU,LK,B,2010,7281156
AU,LK,E,2010,7210731
AU,LK,F,2010,5425600
AU,LK,H,2010,48771221
AU,LK,I,2010,2499147
AU,LK,J,2010,10316
AU,LR,B,2010,151092
AU,LR,F,2010,14578
AU,LR,H,2010,135077
AU,LR,I,2010,3312
AU,LS,A,2010,6044
AU,LS,B,2010,263188
AU,LS,E,2010,47180
AU,LS,F,2010,49467
AU,LS,I,2010,369283
AU,MG,B,2010,65308
AU,MG,F,2010,16910
AU,MG,I,2010,3842
AU,MH,A,2010,27607
AU,MH,B,2010,861134
AU,MH,E,2010,188267
AU,MH,F,2010,89849
AU,MH,H,2010,739210
AU,MH,I,2010,30624
AU,ML,B,2010,8589
AU,ML,F,2010,2224
AU,ML,I,2010,505
AU,MM,A,2010,1
AU,MM,B,2010,1252449
AU,MM,E,2010,17468885
AU,MM,H,2010,32575234
AU,MM,I,2010,420453
AU,MM,J,2010,30140
AU,MN,A,2010,54315
AU,MN,B,2010,2160930
AU,MN,E,2010,929580
AU,MN,F,2010,21060
AU,MN,H,2010,1160425
AU,MN,I,2010,3413632
AU,MU,A,2010,0
AU,MU,B,2010,144413
AU,MU,E,2010,46
AU,MU,F,2010,8270
AU,MU,I,2010,1911
AU,MV,A,2010,32488
AU,MV,B,2010,1707352
AU,MV,E,2010,15
AU,MV,H,2010,1240302
AU,MV,I,2010,2789572
AU,MV,J,2010,-77
AU,MW,A,2010,12845
AU,MW,B,2010,711280
AU,MW,E,2010,661779
AU,MW,F,2010,21400
AU,MW,H,2010,2622818
AU,MW,I,2010,564206
AU,MX,A,2010,7947
AU,MX,B,2010,319936
AU,MX,E,2010,26087
AU,MX,H,2010,-1
AU,MX,I,2010,130561
AU,MY,B,2010,1670287
AU,MY,H,2010,939625
AU,MY,I,2010,24875
AU,MZ,A,2010,21155
AU,MZ,B,2010,1009245
AU,MZ,E,2010,1461792
AU,MZ,F,2010,30078
AU,MZ,H,2010,20921970
AU,MZ,I,2010,887091
AU,NA,A,2010,3022
AU,NA,B,2010,39006
AU,NA,E,2010,19708
AU,NA,I,2010,48983
AU,NE,H,2010,445451
AU,NG,B,2010,419964
AU,NG,F,2010,35773
AU,NG,I,2010,8128
AU,NI,B,2010,53478
AU,NI,H,2010,1069083
AU,NP,A,2010,1650726
AU,NP,B,2010,2004189
AU,NP,C,2010,10548845
AU,NP,E,2010,3614823
AU,NP,F,2010,13281
AU,NP,H,2010,7961211
AU,NP,I,2010,1666287
AU,NP,J,2010,4449
AU,NR,A,2010,15094471
AU,NR,B,2010,7426383
AU,NR,E,2010,2347928
AU,NR,F,2010,61564
AU,NR,H,2010,1153622
AU,NR,I,2010,2626293
AU,NR,J,2010,167178
AU,NU,A,2010,416098
AU,NU,B,2010,47230
AU,NU,E,2010,394556
AU,NU,F,2010,17960
AU,NU,H,2010,721662
AU,NU,I,2010,76277
AU,NU,J,2010,20370
AU,PE,A,2010,0
AU,PE,B,2010,17273
AU,PE,E,2010,53265
AU,PE,H,2010,2138167
AU,PE,I,2010,30
AU,PG,A,2010,37984929
AU,PG,B,2010,72920220
AU,PG,C,2010,5797826
AU,PG,E,2010,25594002
AU,PG,F,2010,14395939
AU,PG,H,2010,11339169
AU,PG,I,2010,281575879
AU,PG,J,2010,1347061
AU,PH,A,2010,1465605
AU,PH,B,2010,28755213
AU,PH,C,2010,3207251
AU,PH,E,2010,6106656
AU,PH,F,2010,3496404
AU,PH,H,2010,25800351
AU,PH,I,2010,54810372
AU,PH,J,2010,99719
AU,PK,A,2010,19845335
AU,PK,B,2010,12545105
AU,PK,E,2010,29155288
AU,PK,F,2010,8340967
AU,PK,H,2010,53556522
AU,PK,I,2010,8821531
AU,PK,J,2010,6133
AU,PS,A,2010,994
AU,PS,B,2010,777386
AU,PS,E,2010,7231282
AU,PS,H,2010,36306434
AU,PS,I,2010,93093
AU,PW,A,2010,11559
AU,PW,B,2010,432547
AU,PW,E,2010,225
AU,PW,H,2010,397231
AU,PW,I,2010,23653
AU,RS,B,2010,22835
AU,RW,A,2010,3022
AU,RW,B,2010,55536
AU,RW,E,2010,6940
AU,RW,F,2010,10879
AU,RW,H,2010,445451
AU,RW,I,2010,19293
AU,SB,A,2010,2455957
AU,SB,B,2010,182242914
AU,SB,C,2010,23911106
AU,SB,E,2010,7079299
AU,SB,F,2010,424015
AU,SB,H,2010,14520395
AU,SB,I,2010,68529705
AU,SB,J,2010,-3118671
AU,SC,A,2010,0
AU,SC,B,2010,2291
AU,SC,E,2010,67
AU,SC,I,2010,45
AU,SD,B,2010,2949199
AU,SD,E,2010,5621058
AU,SD,F,2010,28092
AU,SD,H,2010,3245433
AU,SD,I,2010,6383
AU,SL,B,2010,84158
AU,SL,F,2010,21791
AU,SL,H,2010,267270
AU,SL,I,2010,4951
AU,SN,E,2010,51773
AU,SN,H,2010,445451
AU,SO,B,2010,58992
AU,SO,E,2010,3741793
AU,SO,H,2010,2176349
AU,SR,B,2010,7460
AU,SR,H,2010,82237
AU,SR,I,2010,36682
AU,SY,B,2010,84962
AU,SY,E,2010,19708
AU,SY,I,2010,9615
AU,SZ,A,2010,56476
AU,SZ,B,2010,133620
AU,SZ,E,2010,98353
AU,SZ,F,2010,24298
AU,SZ,I,2010,91099
AU,TD,H,2010,254484
AU,TG,B,2010,106679
AU,TH,A,2010,122687
AU,TH,B,2010,5330442
AU,TH,E,2010,149050
AU,TH,H,2010,2047496
AU,TH,I,2010,1833452
AU,TH,J,2010,-44659
AU,TJ,E,2010,53454
AU,TK,A,2010,890741
AU,TK,B,2010,471
AU,TK,E,2010,46
AU,TK,H,2010,686334
AU,TK,I,2010,7079
AU,TK,J,2010,20370
AU,TL,A,2010,17162575
AU,TL,B,2010,57828701
AU,TL,E,2010,5472070
AU,TL,F,2010,536481
AU,TL,H,2010,32010178
AU,TL,I,2010,31857822
AU,TL,J,2010,-331926
AU,TO,A,2010,271126
AU,TO,B,2010,4593843
AU,TO,C,2010,8468193
AU,TO,E,2010,1556058
AU,TO,F,2010,58601
AU,TO,H,2010,6290701
AU,TO,I,2010,2698963
AU,TO,J,2010,436111
AU,TR,B,2010,127043
AU,TT,B,2010,188903
AU,TT,F,2010,35890
AU,TT,H,2010,296053
AU,TT,I,2010,39601
AU,TV,A,2010,340388
AU,TV,B,2010,1010964
AU,TV,C,2010,3561823
AU,TV,E,2010,745099
AU,TV,F,2010,17960
AU,TV,H,2010,1067852
AU,TV,I,2010,494696
AU,TV,J,2010,204807
AU,TZ,A,2010,16623
AU,TZ,B,2010,912549
AU,TZ,E,2010,325966
AU,TZ,F,2010,23529
AU,TZ,H,2010,5172922
AU,TZ,I,2010,510985
AU,UG,A,2010,18134
AU,UG,B,2010,517775
AU,UG,E,2010,1149722
AU,UG,F,2010,41034
AU,UG,H,2010,697449
AU,UG,I,2010,517747
AU,VC,B,2010,7460
AU,VC,E,2010,352797
AU,VC,F,2010,35890
AU,VC,H,2010,135691
AU,VC,I,2010,36682
AU,VN,A,2010,1442278
AU,VN,B,2010,22828845
AU,VN,C,2010,40106808
AU,VN,E,2010,10782520
AU,VN,F,2010,127866
AU,VN,H,2010,37625556
AU,VN,I,2010,27860401
AU,VN,J,2010,-1111817
AU,VU,A,2010,28613515
AU,VU,B,2010,7251229
AU,VU,C,2010,190602
AU,VU,E,2010,4417714
AU,VU,F,2010,3116023
AU,VU,H,2010,5050507
AU,VU,I,2010,16346066
AU,VU,J,2010,233880
AU,WF,A,2010,2266
AU,WF,B,2010,566
AU,WF,I,2010,1434
AU,WS,A,2010,24367905
AU,WS,B,2010,5255030
AU,WS,C,2010,534541
AU,WS,E,2010,991462
AU,WS,F,2010,939437
AU,WS,H,2010,5854381
AU,WS,I,2010,11348708
AU,WS,J,2010,541804
AU,YE,A,2010,0
AU,YE,B,2010,22769
AU,YE,E,2010,1069125
AU,YE,H,2010,1069083
AU,YE,I,2010,28
AU,ZA,A,2010,122022
AU,ZA,B,2010,2327395
AU,ZA,E,2010,208566
AU,ZA,F,2010,327335
AU,ZA,H,2010,534541
AU,ZA,I,2010,561976
AU,ZM,A,2010,14355
AU,ZM,B,2010,341213
AU,ZM,E,2010,974086
AU,ZM,F,2010,33764
AU,ZM,H,2010,445451
AU,ZM,I,2010,468384
AU,ZW,A,2010,10690838
AU,ZW,B,2010,842727
AU,ZW,E,2010,8706547
AU,ZW,F,2010,8761726
AU,ZW,H,2010,20847134
AU,ZW,I,2010,2331400
BE,51,A,2010,1224813
BE,51,D,2010,2258612
BE,51,E,2010,1151465
BE,51,H,2010,1274357
BE,51,I,2010,976830
BE,52,E,2010,361262
BE,52,H,2010,122681
BE,53,D,2010,5749
BE,53,E,2010,263847
BE,53,H,2010,2674265
BE,54,H,2010,93035
BE,55,A,2010,150948799
BE,55,B,2010,80254347
BE,55,D,2010,17598542
BE,55,E,2010,52032324
BE,55,F,2010,26742
BE,55,G,2010,99747454
BE,55,H,2010,58462132
BE,55,I,2010,132487099
BE,56,A,2010,40113
BE,56,D,2010,9359
BE,56,H,2010,623749
BE,56,I,2010,46799
BE,57,E,2010,10846
BE,58,D,2010,2674
BE,59,E,2010,1017138
BE,59,G,2010,34765
BE,60,D,2010,86012
BE,60,G,2010,1024967
BE,63,A,2010,9037
BE,63,D,2010,1682582
BE,63,E,2010,537685
BE,63,H,2010,223208
BE,64,E,2010,120856
BE,65,A,2010,65834
BE,65,D,2010,1790112
BE,65,E,2010,4920524
BE,65,F,2010,1176676
BE,65,G,2010,2440267
BE,65,H,2010,11320890
BE,65,I,2010,395167
BE,66,E,2010,64784
BE,67,E,2010,89747
BE,67,H,2010,138811
BE,AF,A,2010,4168923
BE,AF,D,2010,2567652
BE,AF,E,2010,3253449
BE,AF,F,2010,13371
BE,AF,H,2010,5321789
BE,AL,A,2010,53447
BE,AM,A,2010,28122
BE,AM,D,2010,267
BE,AM,G,2010,128358
BE,AO,D,2010,4512
BE,AO,E,2010,653645
BE,AO,H,2010,162461
BE,AR,A,2010,8641
BE,AR,D,2010,2806
BE,AR,G,2010,46534
BE,AZ,A,2010,13503
BE,AZ,G,2010,74268
BE,BA,A,2010,73542
BE,BA,G,2010,166251
BE,BD,A,2010,37422
BE,BD,D,2010,35856
BE,BD,E,2010,1390647
BE,BD,I,2010,181417
BE,BF,A,2010,8084305
BE,BF,B,2010,86572
BE,BF,D,2010,1595368
BE,BF,E,2010,5388340
BE,BF,F,2010,10028
BE,BF,G,2010,100863
BE,BF,I,2010,977384
BE,BI,A,2010,29981495
BE,BI,B,2010,1068256
BE,BI,C,2010,2674265
BE,BI,D,2010,3539689
BE,BI,E,2010,9577411
BE,BI,F,2010,312150
BE,BI,G,2010,1682079
BE,BI,H,2010,10573701
BE,BI,I,2010,779529
BE,BJ,A,2010,15514197
BE,BJ,B,2010,786296
BE,BJ,D,2010,972245
BE,BJ,E,2010,5617015
BE,BJ,H,2010,5030066
BE,BJ,I,2010,1627248
BE,BO,A,2010,9473508
BE,BO,B,2010,596961
BE,BO,C,2010,4011398
BE,BO,D,2010,1117363
BE,BO,E,2010,4402055
BE,BO,F,2010,292488
BE,BO,G,2010,2727205
BE,BO,H,2010,203219
BE,BO,I,2010,975675
BE,BR,A,2010,471521
BE,BR,D,2010,121579
BE,BR,E,2010,3094560
BE,BR,I,2010,312554
BE,BW,A,2010,62368
BE,BW,D,2010,35279
BE,BW,E,2010,186169
BE,BY,A,2010,109541
BE,BY,D,2010,7405
BE,CD,A,2010,561056339
BE,CD,B,2010,2422737
BE,CD,C,2010,24943
BE,CD,D,2010,8421049
BE,CD,E,2010,35675913
BE,CD,F,2010,1211102
BE,CD,G,2010,4055906
BE,CD,H,2010,35221376
BE,CD,I,2010,10949542
BE,CF,D,2010,559054
BE,CF,E,2010,67685
BE,CF,H,2010,1983719
BE,CG,A,2010,60969580
BE,CG,E,2010,185865
BE,CI,A,2010,2492905
BE,CI,D,2010,62284
BE,CI,E,2010,486040
BE,CI,G,2010,6747959
BE,CI,H,2010,100284
BE,CI,I,2010,327678
BE,CL,A,2010,637694
BE,CL,D,2010,54713
BE,CL,E,2010,14207
BE,CL,F,2010,77313
BE,CL,I,2010,268763
BE,CM,A,2010,103500
BE,CM,D,2010,96262
BE,CM,E,2010,1764143
BE,CM,F,2010,4011
BE,CM,G,2010,165158
BE,CM,H,2010,560954
BE,CM,I,2010,1771402
BE,CN,A,2010,1147330
BE,CN,D,2010,243002
BE,CN,E,2010,1436142
BE,CN,I,2010,191645
BE,CO,A,2010,43351
BE,CO,D,2010,162284
BE,CO,E,2010,3466695
BE,CO,F,2010,145291
BE,CO,G,2010,1018237
BE,CO,H,2010,328887
BE,CO,I,2010,498467
BE,CR,G,2010,973793
BE,CU,A,2010,175394
BE,CU,D,2010,78040
BE,CU,E,2010,1640813
BE,CU,I,2010,2174174
BE,CV,E,2010,274342
BE,CV,I,2010,119320
BE,DM,D,2010,668
BE,DO,D,2010,10496
BE,DO,E,2010,590561
BE,DO,G,2010,145544
BE,DO,I,2010,343935
BE,DZ,A,2010,8261056
BE,DZ,B,2010,544315
BE,DZ,D,2010,247352
BE,DZ,G,2010,186793
BE,DZ,H,2010,106209
BE,DZ,I,2010,3671144
BE,EC,A,2010,4342919
BE,EC,B,2010,558842
BE,EC,D,2010,1296079
BE,EC,E,2010,4123222
BE,EC,F,2010,150377
BE,EC,G,2010,149012
BE,EC,H,2010,488052
BE,EC,I,2010,1917725
BE,EG,A,2010,39323
BE,EG,D,2010,91024
BE,EG,E,2010,48872
BE,ER,E,2010,1910
BE,ET,A,2010,32559
BE,ET,B,2010,450
BE,ET,D,2010,35343
BE,ET,E,2010,1107154
BE,ET,H,2010,788908
BE,ET,I,2010,2257889
BE,GA,D,2010,3944
BE,GA,E,2010,182236
BE,GE,G,2010,138159
BE,GE,H,2010,51459
BE,GH,A,2010,25849857
BE,GH,D,2010,31582
BE,GH,E,2010,395623
BE,GH,G,2010,133201
BE,GH,I,2010,4078923
BE,GM,A,2010,70868
BE,GM,D,2010,85454
BE,GM,E,2010,260293
BE,GN,A,2010,28079
BE,GN,D,2010,14378
BE,GN,E,2010,913904
BE,GN,H,2010,100284
BE,GT,A,2010,220161
BE,GT,D,2010,91328
BE,GT,E,2010,3007934
BE,GT,F,2010,316231
BE,GT,G,2010,12967
BE,GT,I,2010,136392
BE,GW,E,2010,640408
BE,GW,H,2010,100284
BE,GY,I,2010,84735
BE,HN,E,2010,1336372
BE,HN,G,2010,2525170
BE,HN,I,2010,1187505
BE,HR,A,2010,3786
BE,HR,E,2010,60168
BE,HT,A,2010,2726593
BE,HT,D,2010,1754043
BE,HT,E,2010,8620415
BE,HT,F,2010,403145
BE,HT,H,2010,11426763
BE,HT,I,2010,489520
BE,ID,A,2010,4011
BE,ID,D,2010,189933
BE,ID,E,2010,2081932
BE,ID,G,2010,5155984
BE,ID,I,2010,168751
BE,IN,A,2010,468780
BE,IN,D,2010,335541
BE,IN,E,2010,5915659
BE,IN,G,2010,5457481
BE,IN,I,2010,520287
BE,IQ,E,2010,427882
BE,IQ,F,2010,6735
BE,IR,A,2010,22445
BE,IR,H,2010,66856
BE,JM,I,2010,4879476
BE,JO,C,2010,13371
BE,JO,I,2010,112187
BE,KE,A,2010,78778
BE,KE,D,2010,1679601
BE,KE,E,2010,2114227
BE,KE,G,2010,61209
BE,KE,H,2010,48913
BE,KE,I,2010,3669291
BE,KG,G,2010,152196
BE,KG,H,2010,802279
BE,KH,A,2010,1832786
BE,KH,C,2010,43590
BE,KH,D,2010,1396159
BE,KH,E,2010,1646200
BE,KH,G,2010,8011315
BE,KH,I,2010,958906
BE,KM,A,2010,151811
BE,KM,D,2010,534
BE,KP,D,2010,1069
BE,KP,E,2010,377443
BE,LA,C,2010,46799
BE,LA,D,2010,7015
BE,LA,E,2010,1093547
BE,LB,A,2010,56147
BE,LB,D,2010,4843
BE,LB,E,2010,617410
BE,LB,H,2010,3476545
BE,LK,D,2010,13231
BE,LK,E,2010,134796
BE,LK,I,2010,74182
BE,LR,D,2010,27364
BE,LR,H,2010,100284
BE,MA,A,2010,12902280
BE,MA,B,2010,683992
BE,MA,D,2010,824121
BE,MA,E,2010,816235
BE,MA,F,2010,56583
BE,MA,G,2010,840186
BE,MA,H,2010,5666718
BE,MA,I,2010,1111127
BE,MD,G,2010,208699
BE,MG,A,2010,136368
BE,MG,D,2010,11900
BE,MG,E,2010,1448533
BE,MG,H,2010,280797
BE,MG,I,2010,400252
BE,MK,A,2010,2267
BE,MK,I,2010,46005
BE,ML,A,2010,10003517
BE,ML,B,2010,563622
BE,ML,D,2010,58063
BE,ML,E,2010,3205944
BE,ML,G,2010,192547
BE,ML,H,2010,5062479
BE,MM,D,2010,4337
BE,MM,H,2010,133713
BE,MN,A,2010,317
BE,MN,D,2010,4389
BE,MN,E,2010,6619
BE,MR,D,2010,183415
BE,MR,E,2010,281391
BE,MR,H,2010,81565
BE,MW,A,2010,9894
BE,MW,C,2010,4645745
BE,MW,D,2010,189264
BE,MW,E,2010,3744555
BE,MW,F,2010,839719
BE,MW,H,2010,1778052
BE,MW,I,2010,948198
BE,MX,A,2010,240383
BE,MX,D,2010,8010
BE,MX,E,2010,155239
BE,MX,G,2010,520160
BE,MX,H,2010,182917
BE,MZ,A,2010,7145574
BE,MZ,B,2010,240141
BE,MZ,C,2010,5348531
BE,MZ,D,2010,58975
BE,MZ,E,2010,4680053
BE,MZ,G,2010,103968
BE,MZ,H,2010,14431930
BE,MZ,I,2010,2403429
BE,NA,D,2010,2139
BE,NA,E,2010,571416
BE,NE,A,2010,21842031
BE,NE,B,2010,527996
BE,NE,C,2010,1337132
BE,NE,D,2010,51761
BE,NE,E,2010,3871862
BE,NE,F,2010,40113
BE,NE,H,2010,7800418
BE,NG,A,2010,16714
BE,NG,D,2010,8274
BE,NG,E,2010,266133
BE,NG,G,2010,2985486
BE,NI,A,2010,395954
BE,NI,D,2010,167801
BE,NI,E,2010,2275417
BE,NI,G,2010,13340698
BE,NI,I,2010,669364
BE,NP,A,2010,27544
BE,NP,D,2010,702174
BE,NP,E,2010,988153
BE,PA,D,2010,1002
BE,PA,G,2010,29122
BE,PE,A,2010,7774105
BE,PE,B,2010,614640
BE,PE,D,2010,309691
BE,PE,E,2010,5178305
BE,PE,F,2010,679071
BE,PE,G,2010,12167557
BE,PE,H,2010,165266
BE,PE,I,2010,2278062
BE,PH,A,2010,191870
BE,PH,D,2010,967996
BE,PH,E,2010,3994772
BE,PH,F,2010,7354
BE,PH,G,2010,822336
BE,PH,I,2010,1412363
BE,PK,A,2010,77553
BE,PK,D,2010,830516
BE,PK,E,2010,3114246
BE,PK,H,2010,10830776
BE,PS,A,2010,8918687
BE,PS,B,2010,597298
BE,PS,D,2010,584335
BE,PS,E,2010,1938661
BE,PS,F,2010,481048
BE,PS,H,2010,11900483
BE,PS,I,2010,146679
BE,PY,A,2010,13371
BE,PY,D,2010,7552
BE,RS,A,2010,85041
BE,RS,E,2010,134194
BE,RS,F,2010,13371
BE,RS,G,2010,67673
BE,RS,H,2010,660202
BE,RW,A,2010,39707436
BE,RW,B,2010,1180801
BE,RW,C,2010,14708462
BE,RW,D,2010,4127959
BE,RW,E,2010,5637109
BE,RW,F,2010,846475
BE,RW,G,2010,65542
BE,RW,H,2010,4207933
BE,RW,I,2010,735320
BE,SC,A,2010,1029592
BE,SD,D,2010,831425
BE,SD,E,2010,4407296
BE,SD,H,2010,8370452
BE,SL,D,2010,7584
BE,SL,H,2010,100284
BE,SN,A,2010,11260403
BE,SN,B,2010,550234
BE,SN,D,2010,1072991
BE,SN,E,2010,3611044
BE,SN,F,2010,433231
BE,SN,G,2010,393309
BE,SN,H,2010,630834
BE,SN,I,2010,738700
BE,SO,A,2010,13371
BE,SO,D,2010,1069
BE,SO,E,2010,5731137
BE,SR,A,2010,79559
BE,SR,D,2010,1042688
BE,SR,E,2010,147084
BE,SR,I,2010,996164
BE,SV,A,2010,46799
BE,SV,D,2010,22565
BE,SV,E,2010,893535
BE,SV,G,2010,46002
BE,SY,H,2010,175164
BE,SZ,D,2010,1748
BE,TD,D,2010,1303
BE,TD,E,2010,120341
BE,TD,H,2010,7293023
BE,TG,A,2010,3890355
BE,TG,D,2010,58215
BE,TG,E,2010,906949
BE,TG,I,2010,225691
BE,TH,A,2010,7625
BE,TH,D,2010,8625
BE,TH,E,2010,155796
BE,TJ,G,2010,40007
BE,TM,I,2010,13915
BE,TN,A,2010,1336757
BE,TN,B,2010,12576
BE,TN,D,2010,3476
BE,TN,G,2010,360797
BE,TN,I,2010,107828
BE,TR,A,2010,127539
