country,sector,year,in-oda-gross-sector
MX,K,2007,35318263
MX,N,2007,3963396
MY,A,2007,26215231
MY,B,2007,2010673
MY,C,2007,110336359
MY,D,2007,3382497
MY,E,2007,6267211
MY,F,2007,266324552
MY,G,2007,19952868
MY,H,2007,3746922
MY,I,2007,5982355
MY,J,2007,5193902
MY,K,2007,29983892
MY,N,2007,377568
MZ,A,2007,162968017
MZ,B,2007,347430113
MZ,C,2007,76185363
MZ,D,2007,195339596
MZ,E,2007,38645700
MZ,F,2007,224466960
MZ,G,2007,35194513
MZ,H,2007,150940161
MZ,I,2007,30434699
MZ,J,2007,16397220
MZ,K,2007,134050059
MZ,L,2007,323217408
MZ,M,2007,11397664
MZ,N,2007,30049950
NA,A,2007,11533356
NA,B,2007,102789891
NA,C,2007,6028275
NA,D,2007,23653999
NA,E,2007,6052242
NA,F,2007,11712249
NA,G,2007,3020942
NA,H,2007,8065554
NA,I,2007,9090295
NA,J,2007,4104236
NA,K,2007,32420600
NA,N,2007,328670
NE,A,2007,64754277
NE,B,2007,77288024
NE,C,2007,23322805
NE,D,2007,42097128
NE,E,2007,21842284
NE,F,2007,46091278
NE,G,2007,1120056
NE,H,2007,100536893
NE,I,2007,5298857
NE,J,2007,6108501
NE,K,2007,54077973
NE,L,2007,61450683
NE,M,2007,11324311
NE,N,2007,27551304
NG,A,2007,73332744
NG,B,2007,521303856
NG,C,2007,88379216
NG,D,2007,145046705
NG,E,2007,70149958
NG,F,2007,113162850
NG,G,2007,171340458
NG,H,2007,33249597
NG,I,2007,18879924
NG,J,2007,10856655
NG,K,2007,30382408
NG,L,2007,11831549
NG,M,2007,773162581
NG,N,2007,1482957
NI,A,2007,65381525
NI,B,2007,76080054
NI,C,2007,33981202
NI,D,2007,108713972
NI,E,2007,31319039
NI,F,2007,45554869
NI,G,2007,6059643
NI,H,2007,105357044
NI,I,2007,23937795
NI,J,2007,18688819
NI,K,2007,86102899
NI,L,2007,53955618
NI,M,2007,5123644
NI,N,2007,34598536
NP,A,2007,83136484
NP,B,2007,86382029
NP,C,2007,5505603
NP,D,2007,114404222
NP,E,2007,19285973
NP,F,2007,87873312
NP,G,2007,7509331
NP,H,2007,33438660
NP,I,2007,2835350
NP,J,2007,8736987
NP,K,2007,39465200
NP,L,2007,34960663
NP,M,2007,25729993
NP,N,2007,49560465
NR,A,2007,33766078
NR,B,2007,24676520
NR,C,2007,7145
NR,D,2007,9475370
NR,E,2007,581609
NR,F,2007,18212145
NR,G,2007,1102201
NR,H,2007,3101964
NR,I,2007,332407
NR,J,2007,8107200
NR,K,2007,58569648
NR,N,2007,425442
NU,A,2007,396344
NU,B,2007,484875
NU,C,2007,19271
NU,D,2007,2078989
NU,E,2007,11753
NU,F,2007,1210301
NU,G,2007,58091
NU,H,2007,266324
NU,I,2007,109062
NU,J,2007,75327
NU,K,2007,408927
NU,L,2007,12258318
OM,A,2007,1165473
OM,B,2007,498688
OM,C,2007,226723
OM,D,2007,143484
OM,E,2007,521438
OM,F,2007,7684916
OM,H,2007,223338
OM,I,2007,181812
OM,J,2007,143779
OM,K,2007,202701
OM,N,2007,53938
PA,A,2007,4783915
PA,B,2007,4078477
PA,C,2007,265748
PA,D,2007,4486749
PA,E,2007,6472616
PA,F,2007,2996307
PA,G,2007,144308
PA,H,2007,5949482
PA,I,2007,934724
PA,J,2007,6172983
PA,K,2007,8902167
PA,M,2007,499716
PA,N,2007,239994
PE,A,2007,58398603
PE,B,2007,50256141
PE,C,2007,81912191
PE,D,2007,55555118
PE,E,2007,46512231
PE,F,2007,192334466
PE,G,2007,9143858
PE,H,2007,103133136
PE,I,2007,11631454
PE,J,2007,22717850
PE,K,2007,157647090
PE,L,2007,315631
PE,M,2007,12847564
PE,N,2007,45645022
PG,A,2007,40154278
PG,B,2007,71407067
PG,C,2007,3402390
PG,D,2007,141434989
PG,E,2007,30219096
PG,F,2007,104495839
PG,G,2007,2708325
PG,H,2007,20012142
PG,I,2007,16559293
PG,J,2007,779558
PG,K,2007,49992110
PG,N,2007,2952160
PH,A,2007,58790433
PH,B,2007,100455899
PH,C,2007,14341249
PH,D,2007,130285379
PH,E,2007,21877172
PH,F,2007,668554022
PH,G,2007,39471977
PH,H,2007,65322623
PH,I,2007,17832498
PH,J,2007,82823730
PH,K,2007,314111088
PH,M,2007,904444
PH,N,2007,19005060
PK,A,2007,509659837
PK,B,2007,379411500
PK,C,2007,66635463
PK,D,2007,268123178
PK,E,2007,228627586
PK,F,2007,191273218
PK,G,2007,152211922
PK,H,2007,95207195
PK,I,2007,10011714
PK,J,2007,23392179
PK,K,2007,49081765
PK,L,2007,53781841
PK,M,2007,12097112
PK,N,2007,279734381
PS,A,2007,46086682
PS,B,2007,83439759
PS,C,2007,46553790
PS,D,2007,188816546
PS,E,2007,462152129
PS,F,2007,23357780
PS,G,2007,6366753
PS,H,2007,45207146
PS,I,2007,24596287
PS,J,2007,3231530
PS,K,2007,71037679
PS,L,2007,62660993
PS,N,2007,386871819
PW,A,2007,965583
PW,B,2007,127448
PW,C,2007,1152548
PW,D,2007,774558
PW,E,2007,328670
PW,F,2007,3778678
PW,G,2007,89986
PW,H,2007,2503989
PW,I,2007,120794
PW,J,2007,172261
PW,K,2007,15658495
PY,A,2007,14235887
PY,B,2007,16617839
PY,C,2007,777896
PY,D,2007,25381511
PY,E,2007,7163755
PY,F,2007,4222429
PY,G,2007,1474580
PY,H,2007,10045546
PY,I,2007,11455734
PY,J,2007,2387789
PY,K,2007,76558829
PY,L,2007,9566410
PY,M,2007,1366599
PY,N,2007,2591282
RS,A,2007,54642880
RS,B,2007,22682850
RS,C,2007,25260451
RS,D,2007,377742805
RS,E,2007,23793830
RS,F,2007,125400654
RS,G,2007,73168187
RS,H,2007,13366145
RS,I,2007,29340951
RS,J,2007,15270631
RS,K,2007,74761282
RS,N,2007,16847087
RW,A,2007,67165874
RW,B,2007,175812428
RW,C,2007,41309315
RW,D,2007,83180470
RW,E,2007,21850916
RW,F,2007,44459902
RW,G,2007,11511637
RW,H,2007,48749257
RW,I,2007,6222696
RW,J,2007,4264715
RW,K,2007,56274201
RW,L,2007,135402129
RW,M,2007,2053931
RW,N,2007,12208444
SA,A,2007,9110274
SA,B,2007,215619
SA,C,2007,788092
SA,D,2007,698375
SA,E,2007,669357
SA,F,2007,911207
SA,G,2007,118044
SA,I,2007,794171
SA,J,2007,89886
SA,K,2007,1601557
SB,A,2007,9431258
SB,B,2007,16720727
SB,C,2007,159895
SB,D,2007,255555674
SB,E,2007,5801514
SB,F,2007,18752553
SB,G,2007,136436
SB,H,2007,3665659
SB,I,2007,236915
SB,J,2007,526257
SB,K,2007,22288397
SB,N,2007,4862837
SC,A,2007,671329
SC,B,2007,183403
SC,C,2007,42160
SC,D,2007,595986
SC,E,2007,544403
SC,G,2007,38597
SC,H,2007,1441710
SC,I,2007,27213
SC,J,2007,295634
SC,K,2007,1143605
SC,N,2007,340930
SD,A,2007,46824248
SD,B,2007,103320579
SD,C,2007,21780491
SD,D,2007,308976762
SD,E,2007,7577547
SD,F,2007,1799041
SD,G,2007,236270
SD,H,2007,71483981
SD,I,2007,10788358
SD,J,2007,1979136
SD,K,2007,187800499
SD,M,2007,2634941
SD,N,2007,1315179486
SH,A,2007,1020395
SH,B,2007,2485426
SH,C,2007,230750
SH,D,2007,26014933
SH,E,2007,1116105
SH,F,2007,7564750
SH,I,2007,334381
SH,J,2007,163697
SH,K,2007,92353
SL,A,2007,18929324
SL,B,2007,45877657
SL,C,2007,14739447
SL,D,2007,89047505
SL,E,2007,8013063
SL,F,2007,28377093
SL,G,2007,3902283
SL,H,2007,25471009
SL,I,2007,5179033
SL,J,2007,1435578
SL,K,2007,5504859
SL,L,2007,43005272
SL,M,2007,801931085
SL,N,2007,25017191
SN,A,2007,170052842
SN,B,2007,87869734
SN,C,2007,79679392
SN,D,2007,63201328
SN,E,2007,51826400
SN,F,2007,77700501
SN,G,2007,25231788
SN,H,2007,81053840
SN,I,2007,20491188
SN,J,2007,27399662
SN,K,2007,94303402
SN,L,2007,17746283
SN,M,2007,22093888
SN,N,2007,3056720
SO,A,2007,7809385
SO,B,2007,32464364
SO,C,2007,2684789
SO,D,2007,41653218
SO,E,2007,2979800
SO,F,2007,1656517
SO,G,2007,250360
SO,H,2007,17133244
SO,I,2007,11901
SO,K,2007,25079344
SO,M,2007,1130367
SO,N,2007,260246538
SR,A,2007,3678332
SR,B,2007,6325629
SR,C,2007,4579554
SR,D,2007,5343845
SR,E,2007,4260561
SR,F,2007,15339056
SR,G,2007,110770
SR,H,2007,11950901
SR,I,2007,314437
SR,J,2007,1086485
SR,K,2007,6432500
SR,L,2007,98308384
SR,N,2007,534573
ST,A,2007,7279504
ST,B,2007,4242583
ST,C,2007,786153
ST,D,2007,6088894
ST,E,2007,3908706
ST,F,2007,5190706
ST,G,2007,157872
ST,H,2007,2585944
ST,I,2007,284921
ST,J,2007,270859
ST,K,2007,3688147
ST,L,2007,1436372
ST,M,2007,85077851
ST,N,2007,13481
SV,A,2007,11637394
SV,B,2007,29251519
SV,C,2007,13905090
SV,D,2007,32321328
SV,E,2007,36458206
SV,F,2007,29664440
SV,G,2007,7853858
SV,H,2007,16079219
SV,I,2007,1934811
SV,J,2007,4232610
SV,K,2007,43353793
SV,M,2007,1751102
SV,N,2007,10349658
SY,A,2007,83209284
SY,B,2007,9135063
SY,C,2007,19428925
SY,D,2007,20916255
SY,E,2007,9582599
SY,F,2007,2932359
SY,G,2007,2272161
SY,H,2007,3499745
SY,I,2007,5292101
SY,J,2007,2547236
SY,K,2007,14193806
SY,N,2007,10597655
SZ,A,2007,2609371
SZ,B,2007,23299453
SZ,C,2007,50157
SZ,D,2007,3923964
SZ,E,2007,1042095
SZ,F,2007,6587888
SZ,G,2007,42813
SZ,H,2007,9874753
SZ,I,2007,565084
SZ,J,2007,1618
SZ,K,2007,3602055
SZ,N,2007,5750375
TC,D,2007,290153
TC,H,2007,3159
TC,J,2007,121339
TC,L,2007,11636855
TC,M,2007,192581
TC,N,2007,546383
TD,A,2007,20718106
TD,B,2007,29116619
TD,C,2007,19191128
TD,D,2007,27358522
TD,E,2007,11829450
TD,F,2007,15516646
TD,G,2007,2031
TD,H,2007,31865798
TD,I,2007,5107
TD,J,2007,2965605
TD,K,2007,45456920
TD,L,2007,1012616
TD,M,2007,17454434
TD,N,2007,168852237
TG,A,2007,21693127
TG,B,2007,27191794
TG,C,2007,1419455
TG,D,2007,33635215
TG,E,2007,17203648
TG,F,2007,615971
TG,G,2007,253485
TG,H,2007,1829557
TG,I,2007,461517
TG,J,2007,75380
TG,K,2007,15436050
TG,M,2007,14186451
TG,N,2007,2944880
TH,A,2007,41397506
TH,B,2007,66962555
TH,C,2007,4403137
TH,D,2007,12365114
TH,E,2007,17973481
TH,F,2007,100531586
TH,G,2007,7274853
TH,H,2007,27209914
TH,I,2007,27230522
TH,J,2007,11106725
TH,K,2007,45258340
TH,M,2007,1801558
TH,N,2007,49928409
TJ,A,2007,12174167
TJ,B,2007,29813801
TJ,C,2007,6713459
TJ,D,2007,27740659
TJ,E,2007,18300574
TJ,F,2007,14699118
TJ,G,2007,6408576
TJ,H,2007,31923462
TJ,I,2007,8629814
TJ,J,2007,3153900
TJ,K,2007,13773997
TJ,L,2007,176196
TJ,M,2007,555774
TJ,N,2007,9574478
TK,A,2007,229870
TK,D,2007,395050
TK,F,2007,922758
TK,G,2007,4510238
TK,K,2007,530890
TK,L,2007,8718118
TL,A,2007,26783184
TL,B,2007,21979789
TL,C,2007,9801682
TL,D,2007,167905959
TL,E,2007,8617302
TL,F,2007,10588418
TL,G,2007,1066948
TL,H,2007,28433544
TL,I,2007,2356692
TL,J,2007,794144
TL,K,2007,27952355
TL,N,2007,17829054
TM,A,2007,2632744
TM,B,2007,3755848
TM,C,2007,67996
TM,D,2007,3113696
TM,E,2007,5194297
TM,F,2007,202411
TM,G,2007,479378
TM,H,2007,39052
TM,J,2007,169589
TM,K,2007,2977861
TM,N,2007,455932
TN,A,2007,194631577
TN,B,2007,8049161
TN,C,2007,89814506
TN,D,2007,5393262
TN,E,2007,10974633
TN,F,2007,83248918
TN,G,2007,14467882
TN,H,2007,21035573
TN,I,2007,43728592
TN,J,2007,12902098
TN,K,2007,55880263
TN,L,2007,66100264
TN,N,2007,327413
TO,A,2007,7844953
TO,B,2007,4940052
TO,C,2007,2258539
TO,D,2007,7291822
TO,E,2007,1425364
TO,F,2007,1020801
TO,G,2007,10352037
TO,H,2007,1699041
TO,I,2007,865120
TO,J,2007,247456
TO,K,2007,4090371
TO,N,2007,-49543
TR,A,2007,198297081
TR,B,2007,28925918
TR,C,2007,3849405
TR,D,2007,327980448
TR,E,2007,50085243
TR,F,2007,251140112
TR,G,2007,41269591
TR,H,2007,2590351
TR,I,2007,11411927
TR,J,2007,105368020
TR,K,2007,291559832
TR,N,2007,7098236
TT,A,2007,7092153
TT,B,2007,3356859
TT,D,2007,826378
TT,E,2007,2341966
TT,H,2007,3280510
TT,I,2007,312077
TT,J,2007,79094
TT,K,2007,2094248
TV,A,2007,2939594
TV,B,2007,48862
TV,C,2007,3572
TV,D,2007,4880877
TV,E,2007,15064
TV,F,2007,2086843
TV,G,2007,1250792
TV,H,2007,522496
TV,I,2007,11901
TV,J,2007,40900
TV,K,2007,1195816
TV,L,2007,240988
TZ,A,2007,144407864
TZ,B,2007,472297053
TZ,C,2007,135754920
TZ,D,2007,242744588
TZ,E,2007,62845576
TZ,F,2007,205983934
TZ,G,2007,68513266
TZ,H,2007,140184001
TZ,I,2007,51105943
TZ,J,2007,17631415
TZ,K,2007,62814654
TZ,L,2007,573387015
TZ,M,2007,891542077
TZ,N,2007,51071682
UA,A,2007,68756547
UA,B,2007,55774909
UA,C,2007,3744073
UA,D,2007,105828406
UA,E,2007,20777780
UA,F,2007,69451898
UA,G,2007,28774164
UA,H,2007,8310787
UA,I,2007,17411886
UA,J,2007,3775873
UA,K,2007,18512068
UA,N,2007,181695
UG,A,2007,95405694
UG,B,2007,409959980
UG,C,2007,97576506
UG,D,2007,203509853
UG,E,2007,42294517
UG,F,2007,247142643
UG,G,2007,38990219
UG,H,2007,165862262
UG,I,2007,30255241
UG,J,2007,7048683
UG,K,2007,41606918
UG,L,2007,109993283
UG,M,2007,5297360
UG,N,2007,215207699
UY,A,2007,6427519
UY,B,2007,3923970
UY,C,2007,753215
UY,D,2007,4284335
UY,E,2007,6953515
UY,F,2007,405851
UY,G,2007,983595
UY,H,2007,1255154
UY,I,2007,6923067
UY,J,2007,4524505
UY,K,2007,9183626
UY,N,2007,335432
UZ,A,2007,22051378
UZ,B,2007,32575220
UZ,C,2007,8212386
UZ,D,2007,13101127
UZ,E,2007,6422462
UZ,F,2007,8927053
UZ,G,2007,10038671
UZ,H,2007,7138883
UZ,I,2007,1107867
UZ,J,2007,1478189
UZ,K,2007,10797500
UZ,N,2007,842728
VC,A,2007,5065713
VC,B,2007,1010885
VC,C,2007,606079
VC,D,2007,474764
VC,E,2007,620275
VC,F,2007,151879
VC,H,2007,9778771
VC,I,2007,47341
VC,J,2007,94070
VC,K,2007,2723096
VC,M,2007,42599479
VE,A,2007,10867042
VE,B,2007,3734725
VE,C,2007,6005470
VE,D,2007,16057312
VE,E,2007,9598229
VE,F,2007,142960
VE,G,2007,60016
VE,H,2007,1383231
VE,I,2007,688798
VE,J,2007,1304782
VE,K,2007,3516334
VE,N,2007,13027209
VN,A,2007,336674604
VN,B,2007,160606561
VN,C,2007,193521629
VN,D,2007,273797624
VN,E,2007,103968823
VN,F,2007,923164712
VN,G,2007,184237563
VN,H,2007,212565892
VN,I,2007,88299419
VN,J,2007,62200254
VN,K,2007,253822687
VN,L,2007,80065778
VN,M,2007,5402586
VN,N,2007,8002792
VU,A,2007,14481911
VU,B,2007,3946207
VU,C,2007,1208690
VU,D,2007,19415033
VU,E,2007,1574015
VU,F,2007,7913862
VU,G,2007,299340
VU,H,2007,6562568
VU,I,2007,2081077
VU,J,2007,745891
VU,K,2007,13500846
VU,L,2007,78410
VU,N,2007,22431
WF,A,2007,68221530
WF,B,2007,3427039
WF,C,2007,21097
WF,E,2007,43707874
WF,F,2007,1476163
WF,H,2007,1443813
WF,J,2007,90107
WF,K,2007,109758
WS,A,2007,8059635
WS,B,2007,4840477
WS,C,2007,1782755
WS,D,2007,16956202
WS,E,2007,1057730
WS,F,2007,4969322
WS,G,2007,859495
WS,H,2007,3463287
WS,I,2007,804859
WS,J,2007,2436836
WS,K,2007,5152658
WS,N,2007,18638
YE,A,2007,86074878
YE,B,2007,51311591
YE,C,2007,68468292
YE,D,2007,36928381
YE,E,2007,18017588
YE,F,2007,25522557
YE,G,2007,2784015
YE,H,2007,26812548
YE,I,2007,2365683
YE,J,2007,10650637
YE,K,2007,10729366
YE,M,2007,11658614
YE,N,2007,6785570
YT,A,2007,279532353
YT,B,2007,6348698
YT,C,2007,1936603
YT,D,2007,2962724
YT,E,2007,69228781
YT,F,2007,15905328
YT,G,2007,999315
YT,H,2007,20764440
YT,J,2007,1621465
YT,K,2007,13320923
ZA,A,2007,79684779
ZA,B,2007,340624239
ZA,C,2007,11816644
ZA,D,2007,78484645
ZA,E,2007,124975805
ZA,F,2007,6015190
ZA,G,2007,181710712
ZA,H,2007,25895263
ZA,I,2007,21306655
ZA,J,2007,21402330
ZA,K,2007,107431045
ZA,L,2007,268407
ZA,N,2007,890071
ZM,A,2007,107655628
ZM,B,2007,306061117
ZM,C,2007,54085982
ZM,D,2007,88782201
ZM,E,2007,21495299
ZM,F,2007,31831380
ZM,G,2007,9277374
ZM,H,2007,66643087
ZM,I,2007,21753309
ZM,J,2007,11957605
ZM,K,2007,33770461
ZM,L,2007,190780825
ZM,M,2007,100519270
ZM,N,2007,13836146
ZW,A,2007,5605046
ZW,B,2007,162938470
ZW,C,2007,258840
ZW,D,2007,51338079
ZW,E,2007,19164503
ZW,F,2007,926563
ZW,G,2007,402864
ZW,H,2007,60914426
ZW,I,2007,684467
ZW,J,2007,748086
ZW,K,2007,18624279
ZW,M,2007,2165638
ZW,N,2007,154634936
51,A,2008,44987338
51,B,2008,183811875
51,C,2008,64353252
51,D,2008,181195593
51,E,2008,35631437
51,F,2008,47212394
51,G,2008,546874295
51,H,2008,95235455
51,I,2008,34553957
51,J,2008,151108482
51,K,2008,312686939
51,L,2008,106262222
51,M,2008,893671
51,N,2008,126384777
52,A,2008,97530628
52,B,2008,65949933
52,C,2008,391913322
52,D,2008,115777147
52,E,2008,44235763
52,F,2008,71523687
52,G,2008,69617720
52,H,2008,32642444
52,I,2008,39766215
52,J,2008,40506255
52,K,2008,130100008
52,N,2008,50654109
53,A,2008,28235962
53,B,2008,70014939
53,C,2008,41097926
53,D,2008,101389617
53,E,2008,19740471
53,F,2008,23772620
53,G,2008,73079242
53,H,2008,46082574
53,I,2008,97097292
53,J,2008,37295812
53,K,2008,316525202
53,N,2008,17930936
54,A,2008,8823018
54,B,2008,9800619
54,C,2008,10059663
54,D,2008,194926712
54,E,2008,5450209
54,F,2008,10186189
54,G,2008,5963419
54,H,2008,11607910
54,I,2008,5100841
54,J,2008,6121333
54,K,2008,14713130
54,N,2008,5338918
55,A,2008,971514453
55,B,2008,2950370952
55,C,2008,153758837
55,D,2008,2081992484
55,E,2008,342282986
55,F,2008,243949143
55,G,2008,526219732
55,H,2008,758269136
55,I,2008,300267660
55,J,2008,494269429
55,K,2008,11949207153
55,L,2008,6065695
55,M,2008,160093241
55,N,2008,1258982331
56,A,2008,38728274
56,B,2008,26535766
56,C,2008,14293056
56,D,2008,160917896
56,E,2008,17317091
56,F,2008,94862699
56,G,2008,91374572
56,H,2008,14963373
56,I,2008,50541040
56,J,2008,28118579
56,K,2008,147834434
56,N,2008,37519445
57,A,2008,7849760
57,B,2008,14920905
57,C,2008,10644558
57,D,2008,22305878
57,E,2008,9626292
57,F,2008,5982788
57,G,2008,2517462
57,H,2008,5233781
57,I,2008,5905411
57,J,2008,29559285
57,K,2008,38342733
57,N,2008,26047636
58,A,2008,19919893
58,B,2008,740173
58,C,2008,12331778
58,D,2008,67949908
58,E,2008,30354013
58,F,2008,2096135
58,G,2008,580701
58,H,2008,9397292
58,I,2008,2831173
58,J,2008,5424872
58,K,2008,17202585
58,N,2008,349845519
59,A,2008,1546474
59,B,2008,22536332
59,C,2008,570621
59,D,2008,34124683
59,E,2008,25039989
59,F,2008,7887582
59,G,2008,43974274
59,H,2008,19304343
59,I,2008,30557831
59,J,2008,25065310
59,K,2008,61341307
59,L,2008,27415
59,N,2008,20647451
60,A,2008,4128673
60,B,2008,13438081
60,C,2008,2852790
60,D,2008,48058278
60,E,2008,27167189
60,F,2008,30265895
60,G,2008,34020317
60,H,2008,3378032
60,I,2008,6385583
60,J,2008,8525655
60,K,2008,29043872
60,N,2008,24192464
61,A,2008,48650058
61,B,2008,40990369
61,C,2008,923514
61,D,2008,50416003
61,E,2008,2541736
61,F,2008,3789533
61,G,2008,16419709
61,H,2008,109046923
61,I,2008,1913778
61,J,2008,9353701
61,K,2008,35054063
61,L,2008,2048472
61,N,2008,10934852
62,A,2008,182398
62,B,2008,6730083
62,C,2008,2367287
62,D,2008,25735483
62,E,2008,1222312
62,F,2008,3425016
62,G,2008,428839
62,H,2008,897097
62,I,2008,1192482
62,J,2008,9246648
62,K,2008,109621131
62,N,2008,14241139
63,A,2008,19556472
63,B,2008,15141588
63,C,2008,1152754
63,D,2008,49265609
63,E,2008,7828039
63,F,2008,9842578
63,G,2008,8659329
63,H,2008,7805039
63,I,2008,19432811
63,J,2008,11392326
63,K,2008,52853885
63,N,2008,10221301
64,A,2008,3293564
64,B,2008,5631210
64,C,2008,12410127
64,D,2008,28811746
64,E,2008,1790249
64,F,2008,17811145
64,G,2008,6871771
64,H,2008,1964075
64,I,2008,5707430
64,J,2008,7572144
64,K,2008,3645530
64,N,2008,69911725
65,A,2008,59272308
65,B,2008,244877743
65,C,2008,70564879
65,D,2008,234138717
65,E,2008,60766934
65,F,2008,133128562
65,G,2008,32076612
65,H,2008,116999339
65,I,2008,83225566
65,J,2008,61409282
65,K,2008,537364454
65,M,2008,15170
65,N,2008,393687464
66,A,2008,3219297
66,B,2008,831883
66,C,2008,1038519
66,D,2008,9453076
66,E,2008,3235939
66,F,2008,2665511
66,G,2008,2917210
66,H,2008,155364
66,J,2008,446638
66,K,2008,13997252
66,L,2008,711
66,N,2008,785120
67,A,2008,6579689
67,B,2008,13292645
67,C,2008,33707
67,D,2008,5978920
67,E,2008,2201568
67,F,2008,432870
67,G,2008,2392106
67,H,2008,904988
67,I,2008,4773962
67,J,2008,3485427
67,K,2008,4232511
67,N,2008,12563213
AF,A,2008,241817216
AF,B,2008,271711186
AF,C,2008,55714767
AF,D,2008,1390388811
AF,E,2008,268632239
AF,F,2008,687068758
AF,G,2008,245306640
AF,H,2008,315386383
AF,I,2008,62397577
AF,J,2008,6367699
AF,K,2008,270905404
AF,L,2008,44843779
AF,M,2008,15612480
AF,N,2008,877935889
AG,A,2008,2047335
AG,B,2008,17416
AG,D,2008,300778
AG,E,2008,141354
AG,G,2008,17665
AG,H,2008,533029
AG,K,2008,105314
AI,D,2008,48054
AI,F,2008,3218281
AL,A,2008,62333163
AL,B,2008,22797203
AL,C,2008,35976092
AL,D,2008,68911596
AL,E,2008,22092933
AL,F,2008,42388709
AL,G,2008,19586528
AL,H,2008,12611957
AL,I,2008,20346779
AL,J,2008,7485709
AL,K,2008,44852493
AL,L,2008,3915510
AL,N,2008,1679263
AM,A,2008,24630862
AM,B,2008,21934069
AM,C,2008,22597089
AM,D,2008,50781617
AM,E,2008,17016626
AM,F,2008,99477370
AM,G,2008,19843904
AM,H,2008,43361255
AM,I,2008,13779108
AM,J,2008,6270265
AM,K,2008,9542263
AM,L,2008,7444555
AM,M,2008,1470967
AM,N,2008,1347197
AO,A,2008,36833352
AO,B,2008,113173269
AO,C,2008,21700050
AO,D,2008,77077541
AO,E,2008,18317985
AO,F,2008,5993682
AO,G,2008,2235937
AO,H,2008,44328862
AO,I,2008,1655779
AO,J,2008,1806708
AO,K,2008,26456617
AO,L,2008,63901
AO,M,2008,28272519
AO,N,2008,6213260
AR,A,2008,32367554
AR,B,2008,42034012
AR,C,2008,660370
AR,D,2008,9208376
AR,E,2008,10139243
AR,F,2008,6646380
AR,G,2008,1453686
AR,H,2008,12703404
AR,I,2008,4827152
AR,J,2008,8949864
AR,K,2008,12836219
AR,L,2008,6192
AR,N,2008,739323
AZ,A,2008,10784811
AZ,B,2008,14866890
AZ,C,2008,9866037
AZ,D,2008,33161606
AZ,E,2008,6789887
AZ,F,2008,25001777
AZ,G,2008,37169924
AZ,H,2008,20639731
AZ,I,2008,15464733
AZ,J,2008,742493
AZ,K,2008,10025180
AZ,N,2008,3381151
BA,A,2008,41469315
BA,B,2008,21033406
BA,C,2008,14510989
BA,D,2008,191601780
BA,E,2008,21730664
BA,F,2008,49788312
BA,G,2008,37482747
BA,H,2008,12203932
BA,I,2008,20299260
BA,J,2008,2541919
BA,K,2008,16697954
BA,M,2008,6507249
BA,N,2008,6455527
BB,A,2008,587059
BB,B,2008,4835428
BB,C,2008,1601
BB,D,2008,165252
BB,E,2008,169267
BB,F,2008,46265
BB,H,2008,39103
BB,I,2008,89443
BB,J,2008,127524
BB,K,2008,521202
BB,N,2008,72312
BD,A,2008,221972083
BD,B,2008,254773359
BD,C,2008,57317855
BD,D,2008,250662903
BD,E,2008,131807277
BD,F,2008,337115948
BD,G,2008,139205393
BD,H,2008,208669359
BD,I,2008,157140807
BD,J,2008,19980922
BD,K,2008,175309780
BD,M,2008,926293224
BD,N,2008,196434764
BF,A,2008,111968958
BF,B,2008,110193396
BF,C,2008,58755659
BF,D,2008,85581536
BF,E,2008,27119424
BF,F,2008,81526040
BF,G,2008,16749608
BF,H,2008,129795419
BF,I,2008,27825179
BF,J,2008,7911632
BF,K,2008,75310537
BF,L,2008,191433734
BF,M,2008,22457752
BF,N,2008,19647004
BI,A,2008,28517804
BI,B,2008,69390710
BI,C,2008,15136297
BI,D,2008,56721622
BI,E,2008,13369223
BI,F,2008,35827153
BI,G,2008,20114652
BI,H,2008,45538332
BI,I,2008,6712931
BI,J,2008,2127221
BI,K,2008,35742900
BI,L,2008,86785896
BI,M,2008,50267665
BI,N,2008,81744306
BJ,A,2008,61369855
BJ,B,2008,80235165
BJ,C,2008,60410300
BJ,D,2008,75168343
BJ,E,2008,13330004
BJ,F,2008,125331212
BJ,G,2008,8457932
BJ,H,2008,44832447
BJ,I,2008,5126362
BJ,J,2008,5827518
BJ,K,2008,41139992
BJ,L,2008,79906836
BJ,M,2008,9156307
BJ,N,2008,374419
BO,A,2008,79161428
BO,B,2008,64428503
BO,C,2008,36025222
BO,D,2008,80968270
BO,E,2008,47760809
BO,F,2008,21641825
BO,G,2008,19796965
BO,H,2008,117902938
BO,I,2008,16277810
BO,J,2008,22776424
BO,K,2008,41319639
BO,L,2008,4966691
BO,M,2008,2794990
BO,N,2008,21735761
BR,A,2008,89291655
BR,B,2008,24104310
BR,C,2008,183485363
BR,D,2008,49817934
BR,E,2008,66222634
BR,F,2008,8074063
BR,G,2008,6694949
BR,H,2008,32510398
BR,I,2008,21916442
BR,J,2008,78111582
BR,K,2008,46119096
BR,L,2008,23668
BR,N,2008,4574858
BT,A,2008,25615251
BT,B,2008,5400540
BT,C,2008,781261
BT,D,2008,4314160
BT,E,2008,2404364
BT,F,2008,10503657
BT,G,2008,300264
BT,H,2008,9861587
BT,I,2008,2446600
BT,J,2008,3066091
BT,K,2008,10086909
BT,L,2008,6617308
BT,N,2008,561731
BW,A,2008,16007022
BW,B,2008,250524036
BW,C,2008,2049634
BW,D,2008,6822876
BW,E,2008,3716829
