country,year,sector,aid-bundle,value
CV,2011,B,F,8807
CV,2011,B,G,176
CV,2011,C,A,2300
CV,2011,C,B,3139
CV,2011,C,E,3789
CV,2011,C,F,1703
CV,2011,C,G,1030
CV,2011,D,A,243
CV,2011,D,B,131
CV,2011,D,E,1321
CV,2011,D,F,95
CV,2011,D,G,2354
CV,2011,E,A,9749
CV,2011,E,B,1309
CV,2011,E,E,1402
CV,2011,E,F,31
CV,2011,E,G,1873
CV,2011,F,A,76092
CV,2011,F,B,83
CV,2011,F,E,5849
CV,2011,F,F,4
CV,2011,F,G,51
CV,2011,G,A,0
CV,2011,G,B,172
CV,2011,G,E,304
CV,2011,G,F,94
CV,2011,G,G,648
CV,2011,H,A,328
CV,2011,H,B,760
CV,2011,H,C,5611
CV,2011,H,D,282
CV,2011,H,E,769
CV,2011,H,G,1155
CV,2011,I,A,207
CV,2011,I,B,204
CV,2011,I,E,139
CV,2011,I,G,59
CV,2011,J,B,6419
CV,2011,J,E,1671
CV,2011,J,G,1724
CV,2011,K,A,104
CV,2011,K,B,5525
CV,2011,K,C,69446
CV,2011,K,D,253
CV,2011,K,E,2526
CV,2011,K,F,2697
CV,2011,K,G,3485
CV,2011,L,B,9576
CV,2011,M,F,118
CV,2011,N,C,1189
CV,2011,N,E,217
CV,2011,N,G,0
CV,2012,A,A,2625
CV,2012,A,B,480
CV,2012,A,E,1754
CV,2012,A,F,20793
CV,2012,A,G,430
CV,2012,B,A,1741
CV,2012,B,B,2347
CV,2012,B,E,3028
CV,2012,B,F,8946
CV,2012,B,G,111
CV,2012,C,A,4038
CV,2012,C,B,2891
CV,2012,C,E,6016
CV,2012,C,F,1802
CV,2012,C,G,488
CV,2012,D,A,5439
CV,2012,D,B,649
CV,2012,D,E,858
CV,2012,D,F,1
CV,2012,D,G,1553
CV,2012,E,A,23660
CV,2012,E,B,0
CV,2012,E,E,1395
CV,2012,E,G,842
CV,2012,F,A,65606
CV,2012,F,E,947
CV,2012,F,G,59
CV,2012,G,A,3577
CV,2012,G,E,378
CV,2012,G,G,193
CV,2012,H,A,261
CV,2012,H,B,977
CV,2012,H,C,3077
CV,2012,H,E,1687
CV,2012,H,G,103
CV,2012,I,A,570
CV,2012,I,E,295
CV,2012,I,F,12
CV,2012,I,G,99
CV,2012,J,B,4067
CV,2012,J,E,938
CV,2012,J,G,225
CV,2012,K,A,76020
CV,2012,K,B,1053
CV,2012,K,E,2993
CV,2012,K,F,3887
CV,2012,K,G,1329
CV,2012,L,A,0
CV,2012,L,B,1958
CV,2012,M,F,1030
CV,2012,N,B,-3
CV,2012,N,C,1289
CV,2012,N,E,913
DJ,2006,A,A,984
DJ,2006,A,B,179
DJ,2006,A,E,1039
DJ,2006,A,F,17379
DJ,2006,A,G,8210
DJ,2006,B,A,4279
DJ,2006,B,B,181
DJ,2006,B,E,4750
DJ,2006,B,G,5028
DJ,2006,C,A,346
DJ,2006,C,B,358
DJ,2006,C,E,389
DJ,2006,D,B,2964
DJ,2006,D,E,2022
DJ,2006,D,G,194
DJ,2006,E,A,4382
DJ,2006,E,E,936
DJ,2006,E,G,2802
DJ,2006,F,A,883
DJ,2006,F,B,717
DJ,2006,F,E,314
DJ,2006,F,G,289
DJ,2006,G,G,22
DJ,2006,H,A,260
DJ,2006,H,C,923
DJ,2006,H,E,117
DJ,2006,H,G,190
DJ,2006,I,A,-13
DJ,2006,I,G,190
DJ,2006,J,A,261
DJ,2006,J,B,448
DJ,2006,J,E,20
DJ,2006,K,A,0
DJ,2006,K,B,328
DJ,2006,K,D,104
DJ,2006,K,E,2097
DJ,2006,K,F,1830
DJ,2006,K,G,2626
DJ,2006,L,B,0
DJ,2006,M,F,60
DJ,2006,N,C,3190
DJ,2006,N,E,1130
DJ,2007,A,A,2387
DJ,2007,A,B,729
DJ,2007,A,E,5709
DJ,2007,A,F,8841
DJ,2007,A,G,3797
DJ,2007,B,A,3652
DJ,2007,B,B,831
DJ,2007,B,C,110
DJ,2007,B,E,12326
DJ,2007,B,G,1816
DJ,2007,C,A,503
DJ,2007,C,B,1127
DJ,2007,C,E,615
DJ,2007,C,G,15
DJ,2007,D,B,1697
DJ,2007,D,E,840
DJ,2007,D,G,1698
DJ,2007,E,A,2986
DJ,2007,E,B,0
DJ,2007,E,E,1026
DJ,2007,E,G,3213
DJ,2007,F,A,2332
DJ,2007,F,B,-1
DJ,2007,F,E,4945
DJ,2007,F,G,216
DJ,2007,G,E,0
DJ,2007,G,G,0
DJ,2007,H,A,899
DJ,2007,H,C,992
DJ,2007,H,E,0
DJ,2007,H,G,264
DJ,2007,I,G,189
DJ,2007,J,A,342
DJ,2007,J,B,-1
DJ,2007,J,E,230
DJ,2007,K,A,0
DJ,2007,K,B,626
DJ,2007,K,D,61
DJ,2007,K,E,1437
DJ,2007,K,F,1230
DJ,2007,K,G,1028
DJ,2007,L,B,28945
DJ,2007,M,F,61
DJ,2007,N,B,200
DJ,2007,N,C,1121
DJ,2007,N,E,7529
DJ,2008,A,A,3794
DJ,2008,A,B,258
DJ,2008,A,E,5348
DJ,2008,A,F,4174
DJ,2008,A,G,2803
DJ,2008,B,A,2743
DJ,2008,B,B,571
DJ,2008,B,C,331
DJ,2008,B,E,12441
DJ,2008,B,G,375
DJ,2008,C,A,178
DJ,2008,C,B,2705
DJ,2008,C,E,274
DJ,2008,C,G,8
DJ,2008,D,E,3634
DJ,2008,D,G,1127
DJ,2008,E,A,359
DJ,2008,E,B,0
DJ,2008,E,E,181
DJ,2008,E,G,2077
DJ,2008,F,A,7368
DJ,2008,F,B,770
DJ,2008,F,E,2436
DJ,2008,F,G,600
DJ,2008,G,E,1
DJ,2008,G,G,0
DJ,2008,H,A,952
DJ,2008,H,C,2010
DJ,2008,H,E,9
DJ,2008,H,G,210
DJ,2008,I,G,225
DJ,2008,J,A,173
DJ,2008,J,B,481
DJ,2008,J,E,158
DJ,2008,J,G,7
DJ,2008,K,A,0
DJ,2008,K,B,35
DJ,2008,K,D,43
DJ,2008,K,E,2677
DJ,2008,K,F,1158
DJ,2008,K,G,2150
DJ,2008,L,B,37429
DJ,2008,M,F,63
DJ,2008,N,B,274
DJ,2008,N,C,8181
DJ,2008,N,E,2964
DJ,2008,N,G,149
DJ,2009,A,A,1427
DJ,2009,A,E,5642
DJ,2009,A,F,4555
DJ,2009,A,G,3170
DJ,2009,B,A,3110
DJ,2009,B,B,2675
DJ,2009,B,C,222
DJ,2009,B,E,8914
DJ,2009,B,G,536
DJ,2009,C,A,94
DJ,2009,C,B,5528
DJ,2009,C,E,1016
DJ,2009,C,G,492
DJ,2009,D,B,153
DJ,2009,D,E,888
DJ,2009,D,G,1878
DJ,2009,E,A,2423
DJ,2009,E,E,543
DJ,2009,E,G,1636
DJ,2009,F,A,19458
DJ,2009,F,E,16472
DJ,2009,F,G,717
DJ,2009,G,A,2349
DJ,2009,G,B,1134
DJ,2009,G,G,21
DJ,2009,H,A,5
DJ,2009,H,C,10756
DJ,2009,H,E,45
DJ,2009,H,G,291
DJ,2009,I,G,177
DJ,2009,J,E,363
DJ,2009,J,G,97
DJ,2009,K,A,0
DJ,2009,K,B,219
DJ,2009,K,C,5380
DJ,2009,K,D,215
DJ,2009,K,E,1759
DJ,2009,K,F,1119
DJ,2009,K,G,2452
DJ,2009,L,B,29185
DJ,2009,M,F,8111
DJ,2009,N,B,632
DJ,2009,N,C,4412
DJ,2009,N,E,3163
DJ,2010,A,A,2099
DJ,2010,A,B,174
DJ,2010,A,E,3424
DJ,2010,A,F,6630
DJ,2010,A,G,11953
DJ,2010,B,A,2114
DJ,2010,B,B,2289
DJ,2010,B,C,234
DJ,2010,B,D,340
DJ,2010,B,E,5153
DJ,2010,B,G,254
DJ,2010,C,A,3
DJ,2010,C,B,5035
DJ,2010,C,E,1592
DJ,2010,C,G,1422
DJ,2010,D,A,0
DJ,2010,D,B,499
DJ,2010,D,D,6
DJ,2010,D,E,2442
DJ,2010,D,G,1560
DJ,2010,E,A,6732
DJ,2010,E,B,85
DJ,2010,E,E,266
DJ,2010,E,F,17
DJ,2010,E,G,167
DJ,2010,F,A,7568
DJ,2010,F,B,396
DJ,2010,F,E,23336
DJ,2010,F,F,261
DJ,2010,F,G,288
DJ,2010,G,A,2998
DJ,2010,G,B,-1
DJ,2010,G,G,54
DJ,2010,H,A,0
DJ,2010,H,B,342
DJ,2010,H,C,2058
DJ,2010,H,E,401
DJ,2010,H,G,449
DJ,2010,I,A,0
DJ,2010,I,B,0
DJ,2010,I,G,362
DJ,2010,J,B,10
DJ,2010,J,E,403
DJ,2010,K,A,0
DJ,2010,K,B,29
DJ,2010,K,C,0
DJ,2010,K,E,1442
DJ,2010,K,F,813
DJ,2010,K,G,2156
DJ,2010,L,B,29350
DJ,2010,M,F,76
DJ,2010,N,A,-3
DJ,2010,N,B,1442
DJ,2010,N,C,4523
DJ,2010,N,E,7489
DJ,2010,N,F,1394
DJ,2010,N,G,0
DJ,2011,A,A,6604
DJ,2011,A,B,283
DJ,2011,A,E,4711
DJ,2011,A,F,5317
DJ,2011,A,G,4428
DJ,2011,B,A,1210
DJ,2011,B,B,4934
DJ,2011,B,C,253
DJ,2011,B,D,557
DJ,2011,B,E,3476
DJ,2011,B,G,441
DJ,2011,C,A,2273
DJ,2011,C,B,4634
DJ,2011,C,E,3032
DJ,2011,C,G,2375
DJ,2011,D,A,0
DJ,2011,D,B,316
DJ,2011,D,E,1914
DJ,2011,D,G,1329
DJ,2011,E,A,11329
DJ,2011,E,B,0
DJ,2011,E,E,106
DJ,2011,E,G,2381
DJ,2011,F,A,8769
DJ,2011,F,B,506
DJ,2011,F,E,2561
DJ,2011,F,F,360
DJ,2011,F,G,400
DJ,2011,G,A,113
DJ,2011,G,B,1028
DJ,2011,G,G,474
DJ,2011,H,A,0
DJ,2011,H,B,687
DJ,2011,H,C,3021
DJ,2011,H,E,187
DJ,2011,H,G,536
DJ,2011,I,A,0
DJ,2011,I,B,0
DJ,2011,I,G,323
DJ,2011,J,B,103
DJ,2011,J,E,402
DJ,2011,J,G,8
DJ,2011,K,A,0
DJ,2011,K,B,767
DJ,2011,K,C,3763
DJ,2011,K,E,4614
DJ,2011,K,F,778
DJ,2011,K,G,1425
DJ,2011,L,B,32985
DJ,2011,M,F,111
DJ,2011,N,A,0
DJ,2011,N,B,1744
DJ,2011,N,C,24019
DJ,2011,N,E,4592
DJ,2011,N,F,1449
DJ,2011,N,G,28
DJ,2012,A,A,2628
DJ,2012,A,B,135
DJ,2012,A,D,320
DJ,2012,A,E,6020
DJ,2012,A,F,4956
DJ,2012,A,G,2871
DJ,2012,B,A,0
DJ,2012,B,B,5467
DJ,2012,B,C,703
DJ,2012,B,E,8800
DJ,2012,B,F,1973
DJ,2012,B,G,528
DJ,2012,C,A,2941
DJ,2012,C,B,2102
DJ,2012,C,E,16475
DJ,2012,C,G,292
DJ,2012,D,A,0
DJ,2012,D,B,2398
DJ,2012,D,E,1557
DJ,2012,D,F,347
DJ,2012,D,G,1100
DJ,2012,E,A,0
DJ,2012,E,B,16
DJ,2012,E,E,203
DJ,2012,E,G,3467
DJ,2012,F,A,5252
DJ,2012,F,E,1746
DJ,2012,F,F,696
DJ,2012,F,G,967
DJ,2012,G,A,0
DJ,2012,G,G,532
DJ,2012,H,A,0
DJ,2012,H,B,3065
DJ,2012,H,C,4091
DJ,2012,H,E,571
DJ,2012,H,G,1452
DJ,2012,I,A,98
DJ,2012,I,E,0
DJ,2012,I,G,142
DJ,2012,J,E,1130
DJ,2012,J,G,5
DJ,2012,K,A,5136
DJ,2012,K,B,1761
DJ,2012,K,E,3742
DJ,2012,K,F,1407
DJ,2012,K,G,681
DJ,2012,L,A,19133
DJ,2012,L,B,30718
DJ,2012,M,F,53
DJ,2012,N,A,0
DJ,2012,N,B,5247
DJ,2012,N,C,8211
DJ,2012,N,E,3476
DJ,2012,N,F,3
DJ,2012,N,G,283
DM,2006,A,A,0
DM,2006,A,E,75
DM,2006,A,F,200
DM,2006,A,G,24
DM,2006,B,B,125
DM,2006,B,E,75
DM,2006,B,G,104
DM,2006,C,A,0
DM,2006,C,E,1298
DM,2006,D,A,0
DM,2006,D,B,21
DM,2006,D,E,27
DM,2006,D,G,275
DM,2006,E,A,0
DM,2006,E,G,300
DM,2006,F,A,87
DM,2006,F,E,551
DM,2006,F,G,228
DM,2006,H,E,2450
DM,2006,H,G,127
DM,2006,I,A,0
DM,2006,I,E,2178
DM,2006,K,A,0
DM,2006,K,B,126
DM,2006,K,E,20
DM,2006,K,G,25
DM,2006,L,B,9906
DM,2006,M,F,1250
DM,2006,N,E,30
DM,2007,A,A,0
DM,2007,A,F,290
DM,2007,A,G,45
DM,2007,B,E,22
DM,2007,B,G,85
DM,2007,C,A,0
DM,2007,C,E,115
DM,2007,D,A,0
DM,2007,D,B,105
DM,2007,D,G,434
DM,2007,E,A,2250
DM,2007,E,G,218
DM,2007,F,A,143
DM,2007,F,E,4022
DM,2007,F,G,172
DM,2007,G,G,0
DM,2007,H,E,2986
DM,2007,H,G,221
DM,2007,I,A,0
DM,2007,I,E,2819
DM,2007,I,G,21
DM,2007,J,B,40
DM,2007,K,A,0
DM,2007,K,B,3288
DM,2007,K,E,1929
DM,2007,K,F,1
DM,2007,K,G,14
DM,2007,L,B,0
DM,2007,M,F,1082
DM,2007,N,E,84
DM,2008,A,A,0
DM,2008,A,E,3
DM,2008,A,F,216
DM,2008,A,G,167
DM,2008,B,G,129
DM,2008,C,A,0
DM,2008,C,E,864
DM,2008,D,A,0
DM,2008,D,B,0
DM,2008,D,G,631
DM,2008,E,A,1125
DM,2008,E,G,399
DM,2008,F,A,0
DM,2008,F,E,4562
DM,2008,F,G,155
DM,2008,G,G,114
DM,2008,H,B,22
DM,2008,H,E,4517
DM,2008,H,G,934
DM,2008,I,A,0
DM,2008,I,E,1226
DM,2008,I,G,120
DM,2008,J,B,0
DM,2008,J,E,0
DM,2008,K,A,0
DM,2008,K,B,916
DM,2008,K,E,1
DM,2008,K,F,1
DM,2008,K,G,58
DM,2008,L,B,6696
DM,2008,M,F,0
DM,2008,N,E,42
DM,2009,A,A,0
DM,2009,A,F,7
DM,2009,A,G,315
DM,2009,B,G,240
DM,2009,C,A,0
DM,2009,C,E,202
DM,2009,D,A,111
DM,2009,D,B,4
DM,2009,D,E,76
DM,2009,D,G,1615
DM,2009,E,A,562
DM,2009,E,B,4176
DM,2009,E,G,497
DM,2009,F,A,728
DM,2009,F,B,557
DM,2009,F,E,9007
DM,2009,F,G,779
DM,2009,G,E,4
DM,2009,G,G,794
DM,2009,H,E,8587
DM,2009,H,G,916
DM,2009,I,A,68
DM,2009,I,E,980
DM,2009,I,G,489
DM,2009,J,A,0
DM,2009,J,E,144
DM,2009,J,G,6
DM,2009,K,A,0
DM,2009,K,B,97
DM,2009,K,E,603
DM,2009,K,F,1
DM,2009,K,G,299
DM,2009,L,B,5060
DM,2009,M,F,0
DM,2009,N,B,76
DM,2009,N,G,20
DM,2010,A,A,0
DM,2010,A,F,35
DM,2010,A,G,122
DM,2010,B,B,110
DM,2010,B,G,98
DM,2010,C,A,0
DM,2010,C,B,13
DM,2010,C,E,86
DM,2010,C,G,4
DM,2010,D,A,241
DM,2010,D,B,0
DM,2010,D,E,400
DM,2010,D,G,201
DM,2010,E,A,30
DM,2010,E,B,437
DM,2010,E,G,571
DM,2010,F,A,5254
DM,2010,F,B,878
DM,2010,F,E,2290
DM,2010,F,F,16
DM,2010,F,G,2566
DM,2010,G,A,126
DM,2010,G,B,0
DM,2010,G,E,680
DM,2010,G,G,11
DM,2010,H,E,3658
DM,2010,H,G,226
DM,2010,I,A,47
DM,2010,I,B,77
DM,2010,I,E,2712
DM,2010,J,A,0
DM,2010,J,D,128
DM,2010,J,E,253
DM,2010,J,F,2
DM,2010,J,G,19
DM,2010,K,A,0
DM,2010,K,B,384
DM,2010,K,E,150
DM,2010,K,F,11
DM,2010,K,G,331
DM,2010,L,B,11223
DM,2010,N,A,0
DM,2010,N,E,22
DM,2011,A,A,0
DM,2011,A,E,659
DM,2011,A,F,174
DM,2011,A,G,46
DM,2011,B,E,389
DM,2011,B,G,61
DM,2011,C,A,0
DM,2011,C,B,897
DM,2011,D,A,192
DM,2011,D,B,247
DM,2011,D,E,212
DM,2011,D,G,245
DM,2011,E,A,0
DM,2011,E,G,390
DM,2011,F,A,3258
DM,2011,F,B,2739
DM,2011,F,E,341
DM,2011,F,G,98
DM,2011,G,B,221
DM,2011,G,E,3
DM,2011,G,G,40
DM,2011,H,E,5194
DM,2011,H,G,89
DM,2011,I,A,163
DM,2011,I,B,0
DM,2011,I,E,2862
DM,2011,J,A,0
DM,2011,J,B,481
DM,2011,J,D,41
DM,2011,J,E,623
DM,2011,J,G,21
DM,2011,K,A,0
DM,2011,K,B,167
DM,2011,K,F,51
DM,2011,K,G,483
DM,2011,L,B,5415
DM,2011,M,F,0
DM,2011,N,A,366
DM,2011,N,E,567
DM,2012,A,A,0
DM,2012,A,F,21
DM,2012,A,G,68
DM,2012,B,B,69
DM,2012,B,G,58
DM,2012,C,A,0
DM,2012,C,B,2303
DM,2012,C,E,1692
DM,2012,C,G,68
DM,2012,D,A,151
DM,2012,D,B,210
DM,2012,D,E,0
DM,2012,D,G,319
DM,2012,E,G,264
DM,2012,F,A,11527
DM,2012,F,B,109
DM,2012,F,G,260
DM,2012,G,A,0
DM,2012,G,E,124
DM,2012,G,G,0
DM,2012,H,E,70
DM,2012,H,F,108
DM,2012,I,A,129
DM,2012,I,E,78
DM,2012,J,A,0
DM,2012,J,B,1813
DM,2012,J,E,2172
DM,2012,J,F,23
DM,2012,J,G,16
DM,2012,K,B,5
DM,2012,K,E,149
DM,2012,K,F,180
DM,2012,K,G,227
DM,2012,L,A,3139
DM,2012,L,B,0
DM,2012,N,A,0
DM,2012,N,E,76
DO,2006,A,A,0
DO,2006,A,B,2990
DO,2006,A,E,507
DO,2006,A,F,1276
DO,2006,A,G,9561
DO,2006,B,A,0
DO,2006,B,B,622
DO,2006,B,E,9280
DO,2006,B,G,14319
DO,2006,C,B,1305
DO,2006,C,E,11280
DO,2006,C,G,3490
DO,2006,D,A,172
DO,2006,D,B,1460
DO,2006,D,E,15760
DO,2006,D,G,10815
DO,2006,E,B,1577
DO,2006,E,E,2167
DO,2006,E,G,14232
DO,2006,F,A,13693
DO,2006,F,E,3650
DO,2006,F,F,447
DO,2006,F,G,1297
DO,2006,G,B,226
DO,2006,G,E,-1
DO,2006,G,G,677
DO,2006,H,A,3445
DO,2006,H,B,920
DO,2006,H,C,8297
DO,2006,H,E,1581
DO,2006,H,G,3539
DO,2006,I,A,0
DO,2006,I,B,62
DO,2006,I,E,2827
DO,2006,I,G,1629
DO,2006,J,B,1412
DO,2006,J,E,1956
DO,2006,J,G,1267
DO,2006,K,A,23092
DO,2006,K,B,2179
DO,2006,K,D,766
DO,2006,K,E,1976
DO,2006,K,F,1023
DO,2006,K,G,6008
DO,2006,L,B,0
DO,2006,M,F,15909
DO,2006,N,B,0
DO,2006,N,C,53
DO,2006,N,E,5616
DO,2007,A,A,2532
DO,2007,A,B,43932
DO,2007,A,E,2306
DO,2007,A,F,1044
DO,2007,A,G,8620
DO,2007,B,A,0
DO,2007,B,B,135
DO,2007,B,E,24327
DO,2007,B,G,3090
DO,2007,C,B,1026
DO,2007,C,E,285
DO,2007,C,G,2839
DO,2007,D,A,334
DO,2007,D,B,2847
DO,2007,D,E,19711
DO,2007,D,G,6235
DO,2007,E,B,1410
DO,2007,E,E,14555
DO,2007,E,G,3273
DO,2007,F,A,3120
DO,2007,F,E,5548
DO,2007,F,F,468
DO,2007,F,G,510
DO,2007,G,A,0
DO,2007,G,B,0
DO,2007,G,E,551
DO,2007,G,G,619
DO,2007,H,A,5699
DO,2007,H,B,1888
DO,2007,H,C,102
DO,2007,H,E,2422
DO,2007,H,G,4272
DO,2007,I,A,673
DO,2007,I,B,410
DO,2007,I,E,12738
DO,2007,I,G,1127
DO,2007,J,B,468
DO,2007,J,E,2623
DO,2007,J,G,1371
DO,2007,K,A,0
DO,2007,K,B,3574
DO,2007,K,D,529
DO,2007,K,E,6195
DO,2007,K,F,1006
DO,2007,K,G,5630
DO,2007,L,B,27583
DO,2007,M,F,4967
DO,2007,N,B,363
DO,2007,N,C,512
DO,2007,N,E,5952
DO,2007,N,G,1287
DO,2008,A,A,1586
DO,2008,A,B,9256
DO,2008,A,E,2968
DO,2008,A,F,358
DO,2008,A,G,11972
DO,2008,B,A,0
DO,2008,B,B,936
DO,2008,B,E,35513
DO,2008,B,F,73
DO,2008,B,G,3764
DO,2008,C,E,2079
DO,2008,C,G,2165
DO,2008,D,A,0
DO,2008,D,B,4222
DO,2008,D,E,12073
DO,2008,D,F,9
DO,2008,D,G,6806
DO,2008,E,A,0
DO,2008,E,B,1526
DO,2008,E,E,4267
DO,2008,E,G,4450
DO,2008,F,A,3361
DO,2008,F,B,65
DO,2008,F,E,30308
DO,2008,F,F,450
DO,2008,F,G,763
DO,2008,G,A,1318
DO,2008,G,B,2365
DO,2008,G,E,461
DO,2008,G,F,9
DO,2008,G,G,781
DO,2008,H,A,5715
DO,2008,H,B,2453
DO,2008,H,C,459
DO,2008,H,E,4790
DO,2008,H,F,2
DO,2008,H,G,4134
DO,2008,I,A,12440
DO,2008,I,B,354
DO,2008,I,E,12083
DO,2008,I,G,2592
DO,2008,J,B,113
DO,2008,J,E,4388
DO,2008,J,G,2125
DO,2008,K,A,0
DO,2008,K,B,4728
DO,2008,K,E,4602
DO,2008,K,F,1266
DO,2008,K,G,5196
DO,2008,L,B,3028
DO,2008,M,F,0
DO,2008,N,B,7067
DO,2008,N,C,1003
DO,2008,N,E,16670
DO,2008,N,G,257
DO,2009,A,A,1531
DO,2009,A,B,14865
DO,2009,A,E,4524
DO,2009,A,F,181
DO,2009,A,G,9611
DO,2009,B,A,0
DO,2009,B,B,18254
DO,2009,B,E,13800
DO,2009,B,F,22
DO,2009,B,G,4029
DO,2009,C,A,0
DO,2009,C,B,1740
DO,2009,C,E,2546
DO,2009,C,G,992
DO,2009,D,B,1623
DO,2009,D,E,10884
DO,2009,D,F,137
DO,2009,D,G,9314
DO,2009,E,A,0
DO,2009,E,B,845
DO,2009,E,E,1472
DO,2009,E,G,5171
DO,2009,F,A,0
DO,2009,F,B,9
DO,2009,F,E,7354
DO,2009,F,F,396
DO,2009,F,G,628
DO,2009,G,A,0
DO,2009,G,B,31
DO,2009,G,E,2780
DO,2009,G,F,115
DO,2009,G,G,719
DO,2009,H,A,3125
DO,2009,H,B,2078
DO,2009,H,C,1196
DO,2009,H,E,7520
DO,2009,H,F,164
DO,2009,H,G,4136
DO,2009,I,A,4781
DO,2009,I,B,616
DO,2009,I,E,8279
DO,2009,I,G,4654
DO,2009,J,B,263
DO,2009,J,E,4207
DO,2009,J,F,10
DO,2009,J,G,3057
DO,2009,K,A,10
DO,2009,K,B,5551
DO,2009,K,E,3547
DO,2009,K,F,1247
DO,2009,K,G,2991
DO,2009,L,B,25762
DO,2009,M,F,4003
DO,2009,N,A,0
DO,2009,N,B,58
DO,2009,N,C,27
DO,2009,N,E,6097
DO,2009,N,G,428
DO,2010,A,A,1258
DO,2010,A,B,35136
DO,2010,A,D,30
DO,2010,A,E,5420
DO,2010,A,F,917
DO,2010,A,G,5183
DO,2010,B,A,0
DO,2010,B,B,19302
DO,2010,B,C,0
DO,2010,B,E,19405
DO,2010,B,G,6939
DO,2010,C,A,0
DO,2010,C,B,1785
DO,2010,C,E,1476
DO,2010,C,F,11200
DO,2010,C,G,4002
DO,2010,D,A,0
DO,2010,D,B,5564
DO,2010,D,D,139
DO,2010,D,E,7207
DO,2010,D,F,439
DO,2010,D,G,7212
DO,2010,E,B,1000
DO,2010,E,D,484
DO,2010,E,E,1639
DO,2010,E,F,12
DO,2010,E,G,3326
DO,2010,F,A,0
DO,2010,F,B,127
DO,2010,F,E,5638
DO,2010,F,F,418
DO,2010,F,G,740
DO,2010,G,A,10596
DO,2010,G,B,391
DO,2010,G,E,4182
DO,2010,G,F,47
DO,2010,G,G,997
DO,2010,H,A,0
DO,2010,H,B,3455
DO,2010,H,C,8195
DO,2010,H,D,74
DO,2010,H,E,6310
DO,2010,H,F,138
DO,2010,H,G,3010
DO,2010,I,A,0
DO,2010,I,B,77
DO,2010,I,E,7371
DO,2010,I,F,23
DO,2010,I,G,1870
DO,2010,J,B,47
DO,2010,J,E,4976
DO,2010,J,F,27
DO,2010,J,G,3327
DO,2010,K,A,949
DO,2010,K,B,1596
DO,2010,K,E,2564
DO,2010,K,F,1339
DO,2010,K,G,6093
DO,2010,L,B,33112
DO,2010,M,F,0
DO,2010,N,A,0
DO,2010,N,B,138
DO,2010,N,C,7
DO,2010,N,E,2628
DO,2010,N,F,684
DO,2010,N,G,1026
DO,2011,A,A,0
DO,2011,A,B,3620
DO,2011,A,D,314
DO,2011,A,E,4237
DO,2011,A,F,420
DO,2011,A,G,5346
DO,2011,B,A,0
DO,2011,B,B,17695
DO,2011,B,E,21071
DO,2011,B,G,2667
DO,2011,C,A,18043
DO,2011,C,B,355
DO,2011,C,E,250
DO,2011,C,G,3996
DO,2011,D,B,13405
DO,2011,D,D,14
DO,2011,D,E,7674
DO,2011,D,F,102
DO,2011,D,G,6038
DO,2011,E,B,926
DO,2011,E,D,222
DO,2011,E,E,959
DO,2011,E,F,85
DO,2011,E,G,3290
DO,2011,F,A,77285
DO,2011,F,B,2439
DO,2011,F,E,3904
DO,2011,F,F,318
DO,2011,F,G,952
DO,2011,G,A,14390
DO,2011,G,B,13769
DO,2011,G,E,1823
DO,2011,G,G,2201
DO,2011,H,A,0
DO,2011,H,B,2487
DO,2011,H,C,376
DO,2011,H,E,5145
DO,2011,H,G,1476
DO,2011,I,A,594
DO,2011,I,B,2082
DO,2011,I,E,7184
DO,2011,I,F,13
DO,2011,I,G,6128
DO,2011,J,B,693
DO,2011,J,E,5724
DO,2011,J,G,3518
DO,2011,K,A,189
DO,2011,K,B,1829
DO,2011,K,D,279
DO,2011,K,E,777
DO,2011,K,F,625
DO,2011,K,G,7501
DO,2011,L,B,1769
DO,2011,L,G,16
DO,2011,M,F,0
DO,2011,N,A,0
DO,2011,N,B,5821
DO,2011,N,E,5122
DO,2011,N,F,103
DO,2011,N,G,419
DO,2012,A,A,0
DO,2012,A,B,11116
DO,2012,A,E,5086
DO,2012,A,F,998
DO,2012,A,G,5878
DO,2012,B,A,5096
DO,2012,B,B,17333
DO,2012,B,D,32
DO,2012,B,E,23706
DO,2012,B,G,3311
DO,2012,C,A,1081
DO,2012,C,B,330
DO,2012,C,E,1081
DO,2012,C,G,2293
DO,2012,D,B,5502
DO,2012,D,D,52
DO,2012,D,E,8917
DO,2012,D,F,46
DO,2012,D,G,6319
DO,2012,E,A,0
DO,2012,E,B,575
DO,2012,E,D,0
DO,2012,E,E,1040
DO,2012,E,F,77
DO,2012,E,G,3681
DO,2012,F,A,136599
DO,2012,F,B,481
DO,2012,F,E,262
DO,2012,F,F,270
DO,2012,F,G,634
DO,2012,G,A,0
DO,2012,G,B,431
DO,2012,G,E,2134
DO,2012,G,G,2036
DO,2012,H,A,0
DO,2012,H,B,327
DO,2012,H,C,15141
DO,2012,H,E,6029
DO,2012,H,G,1669
DO,2012,I,A,0
DO,2012,I,B,647
DO,2012,I,E,2157
DO,2012,I,F,51
DO,2012,I,G,4598
DO,2012,J,B,9
DO,2012,J,D,19
DO,2012,J,E,7491
DO,2012,J,F,18
DO,2012,J,G,1470
DO,2012,K,A,2352
DO,2012,K,B,1768
DO,2012,K,C,0
DO,2012,K,E,1359
DO,2012,K,F,534
DO,2012,K,G,3052
DO,2012,L,B,47206
DO,2012,M,F,0
DO,2012,N,A,0
