"district_id","2002","2014","2015","2016","2017","2018","2019","2020"
"d314",,106996,,,,,,
"d301",,223196,,,,,,
"d322",,226356,,,,,,
"d323",,227037,,,,,,
"d315",,145209,,,,,,
"d324",,96601,,,,,,
"d216",,269753,,,,,,
"d316",,184976,,,,,,
"d302",,365632,,,,,,
"d303",,775080,,,,,,
"d217",,206662,,,,,,
"d218",,208752,,,,,,
"d201",,381783,,,,,,
"d420",,120209,,,,,,
"d117",,410659,,,,,,
"d219",,202757,,,,,,
"d118",,150417,,,,,,
"d220",,88671,,,,,,
"d225",,173560,,,,,,
"d416",,108038,,,,,,
"d401",,223055,,,,,,
"d402",,228974,,,,,,
"d202",,320516,,,,,,
"d221",,243441,,,,,,
"d119",,99528,,,,,,
"d120",,86231,,,,,,
"d226",,322145,,,,,,
"d317",,181885,,,,,,
"d121",,158665,,,,,,
"d304",,425094,,,,,,
"d403",,564468,,,,,,
"d417",,244692,,,,,,
"d203",,500524,,,,,,
"d418",,483362,,,,,,
"d204",,460653,,,,,,
"d318",,165859,,,,,,
"d404",,517476,,,,,,
"d405",,463744,,,,,,
"d213",,213848,,,,,,
"d101",,50178,,,,,,
"d222",,234445,,,,,,
"d122",,177936,,,,,,
"d102",,1469625,,,,,,
"d205",,481617,,,,,,
"d413",,412021,,,,,,
"d414",,250224,,,,,,
"d206",,104130,,,,,,
"d406",,688770,,,,,,
"d207",,164005,,,,,,
"d112",,363994,,,,,,
"d407",,780403,,,,,,
"d103",,143910,,,,,,
"d227",,201215,,,,,,
"d419",,325325,,,,,,
"d421",,263597,,,,,,
"d408",,280304,,,,,,
"d305",,202625,,,,,,
"d319",,204969,,,,,,
"d325",,238059,,,,,,
"d306",,168907,,,,,,
"d208",,237788,,,,,,
"d228",,92869,,,,,,
"d123",,212681,,,,,,
"d422",,280703,,,,,,
"d415",,421387,,,,,,
"d326",,134077,,,,,,
"d307",,400462,,,,,,
"d229",,237387,,,,,,
"d104",,447713,,,,,,
"d124",,272095,,,,,,
"d114",,92770,,,,,,
"d223",,352818,,,,,,
"d320",,185468,,,,,,
"d105",,286374,,,,,,
"d409",,281753,,,,,,
"d214",,470775,,,,,,
"d209",,481562,,,,,,
"d410",,460748,,,,,,
"d423",,182867,,,,,,
"d115",,322982,,,,,,
"d308",,97431,,,,,,
"d309",,137594,,,,,,
"d106",,243767,,,,,,
"d107",,668307,,,,,,
"d108",,580016,,,,,,
"d311",,147439,,,,,,
"d116",,182923,,,,,,
"d109",,176951,,,,,,
"d230",,213253,,,,,,
"d224",,251833,,,,,,
"d327",,141216,,,,,,
"d310",,392764,,,,,,
"d231",,140457,,,,,,
"d424",,66267,,,,,,
"d411",,478726,,,,,,
"d328",,132026,,,,,,
"d329",,103806,,,,,,
"d321",,381563,,,,,,
"d312",,176647,,,,,,
"d210",,384279,,,,,,
"d110",,508526,,,,,,
"d425",,128062,,,,,,
"d412",,310454,,,,,,
"d111",,250523,,,,,,
"d232",,283228,,,,,,
"d426",,203278,,,,,,
"d215",,241473,,,,,,
"d211",,290928,,,,,,
"d212",,512474,,,,,,
"d113",,1959725,,,,,,
"d313",,478407,,,,,,
"d330",,238968,,,,,,
