"district_id","2014"
"d18974",83.8
"d18975",97.5
"d18987",95.2
"d18988",96.8
"d18976",94.5
"d18955",98.3
"d18965",42.9
"d18968",98.4
"d18956",82.2
"d18991",74.8
"d18989",94.1
"d18977",99
"d18943",98.2
"d18949",86.5
"d18944",98.5
"d18969",99.5
"d18970",96.7
"d18957",94.2
"d18950",78.3
"d18978",93.8
"d18951",83.9
"d18958",96.4
"d18959",95.7
"d18966",17.1
"d18960",60.6
"d18961",96.1
"d18971",98.7
"d18952",66.7
"d18946",98.7
"d18964",77.9
"d18979",98.4
"d18980",97
"d18981",81.7
"d18962",96.9
"d18972",98
"d18947",98.1
"d18948",98.8
"d18982",55.5
"d18973",96.1
"d18953",91.2
"d18954",61.2
"d18983",94.5
"d18984",50.8
"d18985",83.9
"d18990",94.3
"d18967",20.4
"d18986",84.1
