"district_id","2010","2011","2012","2013","2014","2015","2016"
"d314",,,36,65,58,70,62
"d301",,,32,51,84,141,63
"d322",,,70,123,76,80,61
"d323",,,35,53,75,75,40
"d315",,,13,31,28,29,22
"d324",,,183,183,176,55,
"d216",,,25,59,61,37,42
"d316",,,34,46,53,60,48
"d302",,,24,102,63,43,20
"d303",,,20,43,51,40,39
"d217",,,32,41,44,42,21
"d218",,,33,44,36,53,40
"d201",,,32,57,52,37,29
"d420",,,23,32,20,26,24
"d117",,,24,43,57,32,30
"d219",,,24,70,51,32,42
"d118",,,24,37,40,34,36
"d220",,,19,64,57,42,28
"d225",,,26,45,34,31,37
"d416",,,,,72,31,27
"d401",,,26,35,38,32,33
"d402",,,20,35,25,21,20
"d202",,,31,35,48,40,31
"d221",,,24,62,46,64,42
"d119",,,27,57,56,39,41
"d120",,,31,315,124,72,30
"d226",,,29,42,71,47,47
"d317",,,19,49,42,32,32
"d121",,,26,44,43,45,31
"d304",,,16,33,28,26,28
"d403",,,26,56,34,31,30
"d417",,,22,32,31,28,23
"d203",,,22,44,45,34,34
"d418",,,28,40,43,27,28
"d204",,,20,31,37,37,27
"d318",,,36,72,41,68,76
"d404",,,16,29,27,28,25
"d405",,,18,43,39,44,29
"d213",,,29,56,38,53,38
"d101",,,7,28,23,14,15
"d222",,,23,59,57,61,42
"d122",,,24,48,47,44,35
"d102",,,23,39,36,28,27
"d205",,,28,53,56,36,35
"d413",,,25,45,37,32,28
"d414",,,17,31,26,29,22
"d206",,,19,31,26,33,26
"d406",,,28,40,37,32,29
"d207",,,23,34,48,43,37
"d112",,,27,57,42,47,36
"d407",,,23,39,37,31,31
"d103",,,23,61,42,42,29
"d227",,,24,41,39,29,30
"d419",,,25,35,34,29,27
"d421",,,23,49,44,51,29
"d408",,,20,29,34,28,25
"d305",,,26,58,42,49,24
"d319",,,19,61,31,45,38
"d325",,,14,28,48,39,31
"d306",,,17,51,52,172,78
"d208",,,13,21,22,24,26
"d228",,,21,32,33,61,27
"d123",,,32,66,54,42,38
"d422",,,27,37,36,36,29
"d415",,,29,45,40,37,31
"d326",,,55,20,31,33,26
"d307",,,17,34,41,29,23
"d229",,,28,51,71,42,35
"d104",,,23,40,47,33,26
"d124",,,22,37,60,35,37
"d114",,,19,42,28,28,24
"d223",,,39,64,35,46,40
"d320",,,44,60,85,65,44
"d105",,,20,36,40,31,26
"d409",,,31,47,32,34,34
"d214",,,27,55,62,38,33
"d209",,,23,49,41,56,32
"d410",,,18,34,33,24,23
"d423",,,20,29,25,22,21
"d115",,,20,38,50,27,26
"d308",,,27,28,30,22,31
"d309",,,20,34,31,20,27
"d106",,,21,34,36,25,28
"d107",,,32,48,48,37,31
"d108",,,18,39,47,26,25
"d311",,,,,68,,
"d116",,,20,38,66,36,33
"d109",,,23,35,49,38,30
"d230",,,26,49,43,34,37
"d224",,,34,46,59,45,35
"d327",,,66,162,131,203,110
"d310",,,26,42,44,32,35
"d231",,,27,40,39,32,33
"d424",,,29,58,52,28,22
"d411",,,17,34,31,29,25
"d328",,,101,53,44,28,93
"d329",,,36,66,63,32,25
"d321",,,17,30,29,24,17
"d312",,,30,66,48,44,89
"d210",,,30,52,43,40,34
"d110",,,24,39,34,30,30
"d425",,,27,51,37,28,28
"d412",,,17,31,31,22,21
"d111",,,32,58,65,35,37
"d232",,,32,41,43,37,34
"d426",,,18,34,28,25,23
"d215",,,38,44,45,47,31
"d211",,,20,44,43,37,27
"d212",,,23,43,48,36,28
"d113",,,20,35,32,28,26
"d313",,,37,105,95,40,27
"d330",,,36,67,59,48,37
