currency,month,year,value
Libyan Dinar,05,2004,1.3316096665
Libyan Dinar,06,2004,1.3184485583
Libyan Dinar,07,2004,1.3121212861
Libyan Dinar,08,2004,1.3190765776
Libyan Dinar,09,2004,1.3194784221
Libyan Dinar,10,2004,1.3061229262
Libyan Dinar,11,2004,1.2765627469
Libyan Dinar,12,2004,1.254506603
Libyan Dinar,01,2005,1.2678057449
Libyan Dinar,02,2005,1.2733954569
Libyan Dinar,03,2005,1.2669344954
Libyan Dinar,04,2005,1.2793572507
Libyan Dinar,05,2005,1.2906289733
Libyan Dinar,06,2005,1.3169048606
Libyan Dinar,07,2005,1.3329526457
Libyan Dinar,08,2005,1.3173132354
Libyan Dinar,09,2005,1.318153521
Libyan Dinar,10,2005,1.3369140901
Libyan Dinar,11,2005,1.3540307251
Libyan Dinar,12,2005,1.3501852269
Libyan Dinar,01,2006,1.3354999404
Libyan Dinar,02,2006,1.3460316831
Libyan Dinar,03,2006,1.3428219081
Libyan Dinar,04,2006,1.3315852108
Libyan Dinar,05,2006,1.2979721741
Libyan Dinar,06,2006,1.3074389852
Libyan Dinar,07,2006,1.307712344
Libyan Dinar,08,2006,1.2994975678
Libyan Dinar,09,2006,1.3042489902
Libyan Dinar,10,2006,1.3114465387
Libyan Dinar,11,2006,1.2971977036
Libyan Dinar,12,2006,1.2815242485
Libyan Dinar,01,2007,1.2928159736
Libyan Dinar,02,2007,1.2907167116
Libyan Dinar,03,2007,1.2817940157
Libyan Dinar,04,2007,1.271460403
Libyan Dinar,05,2007,1.2733680173
Libyan Dinar,06,2007,1.2785972784
Libyan Dinar,07,2007,1.2637248032
Libyan Dinar,08,2007,1.26347329
Libyan Dinar,09,2007,1.2517961349
Libyan Dinar,10,2007,1.2399888978
Libyan Dinar,11,2007,1.2180736869
Libyan Dinar,12,2007,1.2267982624
Libyan Dinar,01,2008,1.2199732915
Libyan Dinar,02,2008,1.2187596019
Libyan Dinar,03,2008,1.1839324594
Libyan Dinar,04,2008,1.1808008747
Libyan Dinar,05,2008,1.1900501493
Libyan Dinar,06,2008,1.193518196
Libyan Dinar,07,2008,1.1848893012
Libyan Dinar,08,2008,1.2193432687
Libyan Dinar,09,2008,1.2422484764
Libyan Dinar,10,2008,1.2758181746
Libyan Dinar,11,2008,1.3030351647
Libyan Dinar,12,2008,1.2707598488
Libyan Dinar,01,2009,1.2800235493
Libyan Dinar,02,2009,1.3007182567
Libyan Dinar,03,2009,1.3030003382
Libyan Dinar,04,2009,1.2950814982
Libyan Dinar,05,2009,1.2707519604
Libyan Dinar,06,2009,1.250804207
Libyan Dinar,07,2009,1.2451568873
Libyan Dinar,08,2009,1.238552471
Libyan Dinar,09,2009,1.2247415054
Libyan Dinar,10,2009,1.2156611244
Libyan Dinar,11,2009,1.2078267295
Libyan Dinar,12,2009,1.2209339681
Libyan Dinar,01,2010,1.2347968041
Libyan Dinar,02,2010,1.2563446369
Libyan Dinar,03,2010,1.2651195112
Libyan Dinar,04,2010,1.2736955216
Libyan Dinar,05,2010,1.3058740835
Libyan Dinar,06,2010,1.3161117016
Libyan Dinar,07,2010,1.2847419691
Libyan Dinar,08,2010,1.2731934489
Libyan Dinar,09,2010,1.2655680521
Libyan Dinar,10,2010,1.2308892339
Libyan Dinar,11,2010,1.2372630621
Libyan Dinar,12,2010,1.2584007805
Libyan Dinar,01,2011,1.2494869414
Libyan Dinar,02,2011,1.2364464451
Libyan Dinar,03,2011,1.222957988
Libyan Dinar,04,2011,1.2088735526
Libyan Dinar,05,2011,1.2096222195
Libyan Dinar,06,2011,1.208469819
Libyan Dinar,07,2011,1.2118320018
Libyan Dinar,08,2011,1.2033117813
Libyan Dinar,09,2011,1.2271528603
Libyan Dinar,10,2011,1.2284621395
Libyan Dinar,11,2011,1.2336302467
Libyan Dinar,12,2011,1.2499040177
Libyan Dinar,01,2012,1.2581097933
Libyan Dinar,02,2012,1.2473472915
Libyan Dinar,03,2012,1.2542380981
Libyan Dinar,04,2012,1.252364239
Libyan Dinar,05,2012,1.2622600176
Libyan Dinar,06,2012,1.2751724482
Libyan Dinar,07,2012,1.2829825649
Libyan Dinar,08,2012,1.2774124319
Libyan Dinar,09,2012,1.2563673533
Libyan Dinar,10,2012,1.2544982695
Libyan Dinar,11,2012,1.2633752934
Libyan Dinar,12,2012,1.2559107758
Libyan Dinar,01,2013,1.2585832543
Libyan Dinar,02,2013,1.2654668215
Libyan Dinar,03,2013,1.2855563376
Libyan Dinar,04,2013,1.2846405473
Libyan Dinar,05,2013,1.2887573499
Libyan Dinar,06,2013,1.2763520358
Libyan Dinar,07,2013,1.2847843898
Libyan Dinar,08,2013,1.2725399464
Libyan Dinar,09,2013,1.2687927768
Libyan Dinar,10,2013,1.2553593293
Libyan Dinar,11,2013,1.2629039506
Libyan Dinar,12,2013,1.25616348
Libyan Dinar,01,2014,1.2584967564
Libyan Dinar,02,2014,1.2550063335
Libyan Dinar,03,2014,1.2487243335
Libyan Dinar,04,2014,1.2481861727
Libyan Dinar,05,2014,1.2489269595
Libyan Dinar,06,2014,1.2538806209
Libyan Dinar,07,2014,1.2537649237
Libyan Dinar,08,2014,1.2661364538
Libyan Dinar,09,2014,1.2890249036
Libyan Dinar,10,2014,1.3001335643
Libyan Dinar,11,2014,1.317305915
Libyan Dinar,12,2014,1.3264345113
Libyan Dinar,01,2015,1.3601937814
Libyan Dinar,02,2015,1.3679470336
Malaysian Ringgit,07,1998,4.1548636364
Malaysian Ringgit,08,1998,4.198175
Malaysian Ringgit,09,1998,3.8131863636
Malaysian Ringgit,10,1998,3.8
Malaysian Ringgit,11,1998,3.8
Malaysian Ringgit,12,1998,3.8
Malaysian Ringgit,01,1999,3.8
Malaysian Ringgit,02,1999,3.8
Malaysian Ringgit,03,1999,3.8
Malaysian Ringgit,04,1999,3.8
Malaysian Ringgit,05,1999,3.8
Malaysian Ringgit,06,1999,3.8
Malaysian Ringgit,07,1999,3.8
Malaysian Ringgit,08,1999,3.8
Malaysian Ringgit,09,1999,3.8
Malaysian Ringgit,10,1999,3.8
Malaysian Ringgit,11,1999,3.8
Malaysian Ringgit,12,1999,3.8
Malaysian Ringgit,01,2000,3.8
Malaysian Ringgit,02,2000,3.8
Malaysian Ringgit,03,2000,3.8
Malaysian Ringgit,04,2000,3.8
Malaysian Ringgit,05,2000,3.8
Malaysian Ringgit,06,2000,3.8
Malaysian Ringgit,07,2000,3.8
Malaysian Ringgit,08,2000,3.8
Malaysian Ringgit,09,2000,3.8
Malaysian Ringgit,10,2000,3.8
Malaysian Ringgit,11,2000,3.8
Malaysian Ringgit,12,2000,3.8
Malaysian Ringgit,01,2001,3.8
Malaysian Ringgit,02,2001,3.8
Malaysian Ringgit,03,2001,3.8
Malaysian Ringgit,04,2001,3.8
Malaysian Ringgit,05,2001,3.8
Malaysian Ringgit,06,2001,3.8
Malaysian Ringgit,07,2001,3.8
Malaysian Ringgit,08,2001,3.8
Malaysian Ringgit,09,2001,3.8
Malaysian Ringgit,10,2001,3.8
Malaysian Ringgit,11,2001,3.8
Malaysian Ringgit,12,2001,3.8
Malaysian Ringgit,01,2002,3.8
Malaysian Ringgit,02,2002,3.8
Malaysian Ringgit,03,2002,3.8
Malaysian Ringgit,04,2002,3.8
Malaysian Ringgit,05,2002,3.8
Malaysian Ringgit,06,2002,3.8
Malaysian Ringgit,07,2002,3.8
Malaysian Ringgit,08,2002,3.8
Malaysian Ringgit,09,2002,3.8
Malaysian Ringgit,10,2002,3.8
Malaysian Ringgit,11,2002,3.8
Malaysian Ringgit,12,2002,3.8
Malaysian Ringgit,01,2003,3.8
Malaysian Ringgit,02,2003,3.8
Malaysian Ringgit,03,2003,3.8
Malaysian Ringgit,04,2003,3.8
Malaysian Ringgit,05,2003,3.8
Malaysian Ringgit,06,2003,3.8
Malaysian Ringgit,07,2003,3.8
Malaysian Ringgit,08,2003,3.8
Malaysian Ringgit,09,2003,3.8
Malaysian Ringgit,10,2003,3.8
Malaysian Ringgit,11,2003,3.8
Malaysian Ringgit,12,2003,3.8
Malaysian Ringgit,01,2004,3.8
Malaysian Ringgit,02,2004,3.8
Malaysian Ringgit,03,2004,3.8
Malaysian Ringgit,04,2004,3.8
Malaysian Ringgit,05,2004,3.8
Malaysian Ringgit,06,2004,3.8
Malaysian Ringgit,07,2004,3.8
Malaysian Ringgit,08,2004,3.8
Malaysian Ringgit,09,2004,3.8
Malaysian Ringgit,10,2004,3.8
Malaysian Ringgit,11,2004,3.8
Malaysian Ringgit,12,2004,3.8
Malaysian Ringgit,01,2005,3.8
Malaysian Ringgit,02,2005,3.8
Malaysian Ringgit,03,2005,3.8
Malaysian Ringgit,04,2005,3.8
Malaysian Ringgit,05,2005,3.8
Malaysian Ringgit,06,2005,3.8
Malaysian Ringgit,07,2005,3.7897
Malaysian Ringgit,08,2005,3.7592333333
Malaysian Ringgit,09,2005,3.7685631579
Malaysian Ringgit,10,2005,3.7731631579
Malaysian Ringgit,11,2005,3.77920625
Malaysian Ringgit,12,2005,3.7784166667
Malaysian Ringgit,01,2006,3.7511470588
Malaysian Ringgit,02,2006,3.7252823529
Malaysian Ringgit,03,2006,3.704855
Malaysian Ringgit,04,2006,3.6628473684
Malaysian Ringgit,05,2006,3.6154
Malaysian Ringgit,06,2006,3.6648090909
Malaysian Ringgit,07,2006,3.66895
Malaysian Ringgit,08,2006,3.6749545455
Malaysian Ringgit,09,2006,3.67282
Malaysian Ringgit,10,2006,3.6788947368
Malaysian Ringgit,11,2006,3.6438315789
Malaysian Ringgit,12,2006,3.5544421053
Malaysian Ringgit,01,2007,3.50782
Malaysian Ringgit,02,2007,3.4963066667
Malaysian Ringgit,03,2007,3.4924727273
Malaysian Ringgit,04,2007,3.438935
Malaysian Ringgit,05,2007,3.40197
Malaysian Ringgit,06,2007,3.4450761905
Malaysian Ringgit,07,2007,3.4420142857
Malaysian Ringgit,08,2007,3.484773913
Malaysian Ringgit,09,2007,3.4727421053
Malaysian Ringgit,10,2007,3.3784954545
Malaysian Ringgit,11,2007,3.3575
Malaysian Ringgit,12,2007,3.3341842105
Malaysian Ringgit,01,2008,3.267875
Malaysian Ringgit,02,2008,3.2222555556
Malaysian Ringgit,03,2008,3.18675
Malaysian Ringgit,04,2008,3.1621363636
Malaysian Ringgit,05,2008,3.218
Malaysian Ringgit,06,2008,3.25764
Malaysian Ringgit,07,2008,3.2499478261
Malaysian Ringgit,08,2008,3.3273333333
Malaysian Ringgit,09,2008,3.4416190476
Malaysian Ringgit,10,2008,3.52644
Malaysian Ringgit,11,2008,3.587025
Malaysian Ringgit,12,2008,3.5553263158
Malaysian Ringgit,01,2009,3.5661578947
Malaysian Ringgit,02,2009,3.6385555556
Malaysian Ringgit,03,2009,3.672952381
Malaysian Ringgit,04,2009,3.6100227273
Malaysian Ringgit,05,2009,3.5224
Malaysian Ringgit,06,2009,3.5182045455
Malaysian Ringgit,07,2009,3.5465681818
Malaysian Ringgit,08,2009,3.5177
Malaysian Ringgit,09,2009,3.49691
Malaysian Ringgit,10,2009,3.4037272727
Malaysian Ringgit,11,2009,3.389445
Malaysian Ringgit,12,2009,3.4116761905
Malaysian Ringgit,01,2010,3.37515
Malaysian Ringgit,02,2010,3.4156875
Malaysian Ringgit,03,2010,3.3255304348
Malaysian Ringgit,04,2010,3.2062409091
Malaysian Ringgit,05,2010,3.256385
Malaysian Ringgit,06,2010,3.2645090909
Malaysian Ringgit,07,2010,3.20895
Malaysian Ringgit,08,2010,3.1526047619
Malaysian Ringgit,09,2010,3.1057842105
Malaysian Ringgit,10,2010,3.100455
Malaysian Ringgit,11,2010,3.1093705882
Malaysian Ringgit,12,2010,3.129395
Malaysian Ringgit,01,2011,3.0611210526
Malaysian Ringgit,02,2011,3.0447333333
Malaysian Ringgit,03,2011,3.0368217391
Malaysian Ringgit,04,2011,3.0127285714
Malaysian Ringgit,05,2011,3.0127105263
Malaysian Ringgit,06,2011,3.0297545455
Malaysian Ringgit,07,2011,2.994705
Malaysian Ringgit,08,2011,2.9852857143
Malaysian Ringgit,09,2011,3.0914263158
Malaysian Ringgit,10,2011,3.1402473684
Malaysian Ringgit,11,2011,3.1494444444
Malaysian Ringgit,12,2011,3.1628
Malaysian Ringgit,01,2012,3.11175
Malaysian Ringgit,02,2012,3.0249222222
Malaysian Ringgit,03,2012,3.0443363636
Malaysian Ringgit,04,2012,3.061945
Malaysian Ringgit,05,2012,3.100105
Malaysian Ringgit,06,2012,3.1789666667
Malaysian Ringgit,07,2012,3.1690857143
Malaysian Ringgit,08,2012,3.11717
Malaysian Ringgit,09,2012,3.0806722222
Malaysian Ringgit,10,2012,3.0576578947
Malaysian Ringgit,11,2012,3.0582166667
Malaysian Ringgit,12,2012,3.0553166667
Malaysian Ringgit,01,2013,3.0398789474
Malaysian Ringgit,02,2013,3.09765625
Malaysian Ringgit,03,2013,3.10789
Malaysian Ringgit,04,2013,3.0497
Malaysian Ringgit,05,2013,3.0169761905
Malaysian Ringgit,06,2013,3.148875
Malaysian Ringgit,07,2013,3.1910190476
Malaysian Ringgit,08,2013,3.28165
Malaysian Ringgit,09,2013,3.2485263158
Malaysian Ringgit,10,2013,3.1787190476
Malaysian Ringgit,11,2013,3.1972388889
Malaysian Ringgit,12,2013,3.2502789474
Malaysian Ringgit,01,2014,3.3031941176
Malaysian Ringgit,02,2014,3.3089222222
Malaysian Ringgit,03,2014,3.2833526316
Malaysian Ringgit,04,2014,3.2578681818
Malaysian Ringgit,05,2014,3.2295947368
Malaysian Ringgit,06,2014,3.2184190476
Malaysian Ringgit,07,2014,3.1847555556
Malaysian Ringgit,08,2014,3.178447619
Malaysian Ringgit,09,2014,3.218155
Malaysian Ringgit,10,2014,3.26933
Malaysian Ringgit,11,2014,3.3425555556
Malaysian Ringgit,12,2014,3.48
Malaysian Ringgit,01,2015,3.5882789474
Malaysian Ringgit,02,2015,3.592625
Mauritian Rupee,07,1998,NaN
Mauritian Rupee,08,1998,NaN
Mauritian Rupee,09,1998,NaN
Mauritian Rupee,10,1998,NaN
Mauritian Rupee,11,1998,NaN
Mauritian Rupee,12,1998,NaN
Mauritian Rupee,01,1999,NaN
Mauritian Rupee,02,1999,NaN
Mauritian Rupee,03,1999,NaN
Mauritian Rupee,04,1999,NaN
Mauritian Rupee,05,1999,NaN
Mauritian Rupee,06,1999,NaN
Mauritian Rupee,07,1999,NaN
Mauritian Rupee,08,1999,NaN
Mauritian Rupee,09,1999,NaN
Mauritian Rupee,10,1999,NaN
Mauritian Rupee,11,1999,NaN
Mauritian Rupee,12,1999,NaN
Mauritian Rupee,01,2000,NaN
Mauritian Rupee,02,2000,NaN
Mauritian Rupee,03,2000,NaN
Mauritian Rupee,04,2000,NaN
Mauritian Rupee,05,2000,NaN
Mauritian Rupee,06,2000,NaN
Mauritian Rupee,07,2000,NaN
Mauritian Rupee,08,2000,NaN
Mauritian Rupee,09,2000,NaN
Mauritian Rupee,10,2000,NaN
Mauritian Rupee,11,2000,NaN
Mauritian Rupee,12,2000,NaN
Mauritian Rupee,01,2001,NaN
Mauritian Rupee,02,2001,NaN
Mauritian Rupee,03,2001,NaN
Mauritian Rupee,04,2001,NaN
Mauritian Rupee,05,2001,NaN
Mauritian Rupee,06,2001,NaN
Mauritian Rupee,07,2001,NaN
Mauritian Rupee,08,2001,NaN
Mauritian Rupee,09,2001,NaN
Mauritian Rupee,10,2001,NaN
Mauritian Rupee,11,2001,NaN
Mauritian Rupee,12,2001,NaN
Mauritian Rupee,01,2002,NaN
Mauritian Rupee,02,2002,NaN
Mauritian Rupee,03,2002,NaN
Mauritian Rupee,04,2002,NaN
Mauritian Rupee,05,2002,NaN
Mauritian Rupee,06,2002,30.2023
Mauritian Rupee,07,2002,29.891125
Mauritian Rupee,08,2002,29.692473125
Mauritian Rupee,09,2002,29.65742575
Mauritian Rupee,10,2002,29.6277090909
Mauritian Rupee,11,2002,NaN
Mauritian Rupee,12,2002,NaN
Mauritian Rupee,01,2003,NaN
Mauritian Rupee,02,2003,NaN
Mauritian Rupee,03,2003,27.200825
Mauritian Rupee,04,2003,26.9307095238
Mauritian Rupee,05,2003,27.0035411765
Mauritian Rupee,06,2003,27.9101421053
Mauritian Rupee,07,2003,29.1442904762
Mauritian Rupee,08,2003,28.8284714286
Mauritian Rupee,09,2003,28.71825
Mauritian Rupee,10,2003,28.3289727273
Mauritian Rupee,11,2003,28.0158210526
Mauritian Rupee,12,2003,26.6434045455
Mauritian Rupee,01,2004,25.6886052632
Mauritian Rupee,02,2004,25.28434
Mauritian Rupee,03,2004,25.8747090909
Mauritian Rupee,04,2004,26.9265318182
Mauritian Rupee,05,2004,27.800575
Mauritian Rupee,06,2004,28.00599
Mauritian Rupee,07,2004,28.1788047619
Mauritian Rupee,08,2004,28.3257368421
Mauritian Rupee,09,2004,28.50913
Mauritian Rupee,10,2004,28.56062
Mauritian Rupee,11,2004,28.4825052632
Mauritian Rupee,12,2004,28.32505
Mauritian Rupee,01,2005,28.3971333333
Mauritian Rupee,02,2005,28.7013638889
Mauritian Rupee,03,2005,28.8349470588
Mauritian Rupee,04,2005,29.0240238095
Mauritian Rupee,05,2005,29.1200052632
Mauritian Rupee,06,2005,29.2816095238
Mauritian Rupee,07,2005,29.4591210526
Mauritian Rupee,08,2005,29.70617
Mauritian Rupee,09,2005,29.9914823529
Mauritian Rupee,10,2005,30.3240368421
Mauritian Rupee,11,2005,30.4664789474
Mauritian Rupee,12,2005,30.61885
Mauritian Rupee,01,2006,30.6602428571
Mauritian Rupee,02,2006,30.7183222222
Mauritian Rupee,03,2006,30.7486388889
Mauritian Rupee,04,2006,30.8399684211
Mauritian Rupee,05,2006,30.8120857143
Mauritian Rupee,06,2006,30.8396058824
Mauritian Rupee,07,2006,31.09718
Mauritian Rupee,08,2006,31.8349578947
Mauritian Rupee,09,2006,32.5436
Mauritian Rupee,10,2006,32.7672947368
Mauritian Rupee,11,2006,33.45189375
Mauritian Rupee,12,2006,34.1156315789
Mauritian Rupee,01,2007,33.6008761905
Mauritian Rupee,02,2007,33.2268941176
Mauritian Rupee,03,2007,32.5426631579
Mauritian Rupee,04,2007,32.052675
Mauritian Rupee,05,2007,31.126255
Mauritian Rupee,06,2007,31.5369047619
Mauritian Rupee,07,2007,31.1712363636
Mauritian Rupee,08,2007,30.7269521739
Mauritian Rupee,09,2007,30.74985
Mauritian Rupee,10,2007,30.1858130435
Mauritian Rupee,11,2007,29.97228
Mauritian Rupee,12,2007,29.0513944444
Mauritian Rupee,01,2008,28.4900315789
Mauritian Rupee,02,2008,28.0116529412
Mauritian Rupee,03,2008,26.5587842105
Mauritian Rupee,04,2008,25.8171238095
Mauritian Rupee,05,2008,27.2157333333
Mauritian Rupee,06,2008,27.3313625
Mauritian Rupee,07,2008,26.7173652174
Mauritian Rupee,08,2008,27.735495
Mauritian Rupee,09,2008,29.0074095238
Mauritian Rupee,10,2008,30.3765
Mauritian Rupee,11,2008,32.22073
Mauritian Rupee,12,2008,32.0767761905
Mauritian Rupee,01,2009,32.4302705882
Mauritian Rupee,02,2009,33.4894823529
Mauritian Rupee,03,2009,33.9696222222
Mauritian Rupee,04,2009,33.730805
Mauritian Rupee,05,2009,33.0944
Mauritian Rupee,06,2009,32.3399045455
Mauritian Rupee,07,2009,32.0000347826
Mauritian Rupee,08,2009,31.73359
Mauritian Rupee,09,2009,30.9864761905
Mauritian Rupee,10,2009,30.3881909091
Mauritian Rupee,11,2009,29.9048789474
Mauritian Rupee,12,2009,29.3911684211
Mauritian Rupee,01,2010,29.93791
Mauritian Rupee,02,2010,30.4501555556
Mauritian Rupee,03,2010,30.6041714286
Mauritian Rupee,04,2010,30.6792272727
Mauritian Rupee,05,2010,32.5102722222
Mauritian Rupee,06,2010,32.7317727273
Mauritian Rupee,07,2010,30.996065
Mauritian Rupee,08,2010,30.4759772727
Mauritian Rupee,09,2010,30.6810166667
Mauritian Rupee,10,2010,29.7393263158
Mauritian Rupee,11,2010,29.8319
Mauritian Rupee,12,2010,30.549925
Mauritian Rupee,01,2011,30.50558
Mauritian Rupee,02,2011,29.52466
Mauritian Rupee,03,2011,28.6699181818
Mauritian Rupee,04,2011,27.91347
Mauritian Rupee,05,2011,27.80471
Mauritian Rupee,06,2011,28.1228409091
Mauritian Rupee,07,2011,28.2116421053
Mauritian Rupee,08,2011,27.9825473684
Mauritian Rupee,09,2011,28.693025
Mauritian Rupee,10,2011,29.0510631579
Mauritian Rupee,11,2011,29.0838944444
Mauritian Rupee,12,2011,29.2665380952
Mauritian Rupee,01,2012,29.3820789474
Mauritian Rupee,02,2012,28.9773944444
Mauritian Rupee,03,2012,29.006815
Mauritian Rupee,04,2012,29.0891380952
Mauritian Rupee,05,2012,29.3765380952
Mauritian Rupee,06,2012,30.4161285714
Mauritian Rupee,07,2012,31.0165095238
Mauritian Rupee,08,2012,30.6141809524
Mauritian Rupee,09,2012,30.2857588235
Mauritian Rupee,10,2012,30.83694
Mauritian Rupee,11,2012,30.8787375
Mauritian Rupee,12,2012,30.6639
Mauritian Rupee,01,2013,30.521835
Mauritian Rupee,02,2013,30.5187666667
Mauritian Rupee,03,2013,30.9647526316
Mauritian Rupee,04,2013,31.0149277778
Mauritian Rupee,05,2013,31.0604944444
Mauritian Rupee,06,2013,30.857535
Mauritian Rupee,07,2013,30.9940809524
Mauritian Rupee,08,2013,30.7734428571
Mauritian Rupee,09,2013,30.7753736842
Mauritian Rupee,10,2013,30.2844571429
Mauritian Rupee,11,2013,30.4575055556
Mauritian Rupee,12,2013,30.1797526316
Mauritian Rupee,01,2014,30.2265764706
Mauritian Rupee,02,2014,30.2272705882
Mauritian Rupee,03,2014,30.0320411765
Mauritian Rupee,04,2014,30.0429238095
Mauritian Rupee,05,2014,30.09105
Mauritian Rupee,06,2014,30.3123952381
Mauritian Rupee,07,2014,30.311547619
Mauritian Rupee,08,2014,30.632155
Mauritian Rupee,09,2014,31.1741
Mauritian Rupee,10,2014,31.35561
Mauritian Rupee,11,2014,31.4995722222
Mauritian Rupee,12,2014,31.5614
Mauritian Rupee,01,2015,32.2920526316
Mauritian Rupee,02,2015,32.9042090909
Mexican Peso,07,1998,8.913
Mexican Peso,08,1998,10.09
Mexican Peso,09,1998,10.15
Mexican Peso,10,1998,NaN
Mexican Peso,11,1998,NaN
Mexican Peso,12,1998,NaN
Mexican Peso,01,1999,NaN
Mexican Peso,02,1999,NaN
Mexican Peso,03,1999,NaN
Mexican Peso,04,1999,NaN
Mexican Peso,05,1999,NaN
Mexican Peso,06,1999,NaN
Mexican Peso,07,1999,NaN
Mexican Peso,08,1999,NaN
Mexican Peso,09,1999,NaN
Mexican Peso,10,1999,NaN
Mexican Peso,11,1999,NaN
Mexican Peso,12,1999,NaN
Mexican Peso,01,2000,NaN
Mexican Peso,02,2000,NaN
Mexican Peso,03,2000,NaN
Mexican Peso,04,2000,NaN
Mexican Peso,05,2000,NaN
Mexican Peso,06,2000,NaN
Mexican Peso,07,2000,NaN
Mexican Peso,08,2000,NaN
Mexican Peso,09,2000,NaN
Mexican Peso,10,2000,NaN
Mexican Peso,11,2000,NaN
Mexican Peso,12,2000,NaN
Mexican Peso,01,2001,NaN
Mexican Peso,02,2001,NaN
Mexican Peso,03,2001,NaN
Mexican Peso,04,2001,NaN
Mexican Peso,05,2001,NaN
Mexican Peso,06,2001,NaN
Mexican Peso,07,2001,NaN
Mexican Peso,08,2001,NaN
Mexican Peso,09,2001,NaN
Mexican Peso,10,2001,NaN
Mexican Peso,11,2001,NaN
Mexican Peso,12,2001,NaN
Mexican Peso,01,2002,NaN
Mexican Peso,02,2002,NaN
Mexican Peso,03,2002,NaN
Mexican Peso,04,2002,NaN
Mexican Peso,05,2002,NaN
Mexican Peso,06,2002,9.9783
Mexican Peso,07,2002,9.7722863636
Mexican Peso,08,2002,9.836015
Mexican Peso,09,2002,10.0664095238
Mexican Peso,10,2002,10.1001863636
Mexican Peso,11,2002,10.1940684211
Mexican Peso,12,2002,10.2273578947
Mexican Peso,01,2003,10.6203136364
Mexican Peso,02,2003,10.9371631579
Mexican Peso,03,2003,10.91239
Mexican Peso,04,2003,10.59174
Mexican Peso,05,2003,10.2659333333
Mexican Peso,06,2003,10.5046809524
Mexican Peso,07,2003,10.4502434783
Mexican Peso,08,2003,10.7811428571
Mexican Peso,09,2003,10.924545
Mexican Peso,10,2003,11.1747652174
Mexican Peso,11,2003,11.1429055556
Mexican Peso,12,2003,11.2485857143
Mexican Peso,01,2004,10.9162947368
Mexican Peso,02,2004,11.0141736842
Mexican Peso,03,2004,11.000947619
Mexican Peso,04,2004,11.3037857143
Mexican Peso,05,2004,11.517315
Mexican Peso,06,2004,11.3864352941
Mexican Peso,07,2004,11.4637619048
Mexican Peso,08,2004,11.3983647059
Mexican Peso,09,2004,11.4886473684
Mexican Peso,10,2004,11.4251230769
Mexican Peso,11,2004,11.38714375
Mexican Peso,12,2004,11.20756875
Mexican Peso,01,2005,11.2570928571
Mexican Peso,02,2005,11.1417857143
Mexican Peso,03,2005,11.1471857143
Mexican Peso,04,2005,11.1108294118
Mexican Peso,05,2005,10.9692157895
Mexican Peso,06,2005,10.82428
Mexican Peso,07,2005,10.6915642857
Mexican Peso,08,2005,10.6921473684
Mexican Peso,09,2005,10.774045
Mexican Peso,10,2005,10.8412684211
Mexican Peso,11,2005,10.6682909091
Mexican Peso,12,2005,10.631725
Mexican Peso,01,2006,10.5450736842
Mexican Peso,02,2006,10.481125
Mexican Peso,03,2006,10.75623125
Mexican Peso,04,2006,11.04904
Mexican Peso,05,2006,11.081555
Mexican Peso,06,2006,11.3892904762
Mexican Peso,07,2006,10.9857857143
Mexican Peso,08,2006,10.8719652174
Mexican Peso,09,2006,10.9907526316
Mexican Peso,10,2006,10.89306
Mexican Peso,11,2006,10.9050941176
Mexican Peso,12,2006,10.8462882353
Mexican Peso,01,2007,10.95285
Mexican Peso,02,2007,10.9998
Mexican Peso,03,2007,11.11047
Mexican Peso,04,2007,10.9805842105
Mexican Peso,05,2007,10.81868
Mexican Peso,06,2007,10.8349761905
Mexican Peso,07,2007,10.8124095238
Mexican Peso,08,2007,11.0456347826
Mexican Peso,09,2007,11.0328705882
Mexican Peso,10,2007,10.8228727273
Mexican Peso,11,2007,10.886735
Mexican Peso,12,2007,10.8507588235
Mexican Peso,01,2008,10.9100136364
Mexican Peso,02,2008,10.76653
Mexican Peso,03,2008,10.7361875
Mexican Peso,04,2008,10.5102666667
Mexican Peso,05,2008,10.435152381
Mexican Peso,06,2008,10.3292095238
Mexican Peso,07,2008,10.2155173913
Mexican Peso,08,2008,10.1081190476
Mexican Peso,09,2008,10.6436857143
Mexican Peso,10,2008,12.6313869565
Mexican Peso,11,2008,13.1028277778
Mexican Peso,12,2008,13.4226333333
Mexican Peso,01,2009,13.879155
Mexican Peso,02,2009,14.5966421053
Mexican Peso,03,2009,14.700495
Mexican Peso,04,2009,13.437865
Mexican Peso,05,2009,13.162085
Mexican Peso,06,2009,13.345895
Mexican Peso,07,2009,13.3654086957
Mexican Peso,08,2009,13.0080333333
Mexican Peso,09,2009,13.423545
Mexican Peso,10,2009,13.2256590909
Mexican Peso,11,2009,13.1093684211
Mexican Peso,12,2009,12.8630909091
Mexican Peso,01,2010,12.801855
Mexican Peso,02,2010,12.9424157895
Mexican Peso,03,2010,12.585515
Mexican Peso,04,2010,12.23551
Mexican Peso,05,2010,12.734235
Mexican Peso,06,2010,12.7193318182
Mexican Peso,07,2010,12.8151842105
Mexican Peso,08,2010,12.7778
Mexican Peso,09,2010,12.7923894737
Mexican Peso,10,2010,12.43813
Mexican Peso,11,2010,12.3283375
Mexican Peso,12,2010,12.38957
Mexican Peso,01,2011,12.1335368421
Mexican Peso,02,2011,12.0764692308
Mexican Peso,03,2011,12.0093777778
