id,year,estimate,value
AE,1980,FALSE,3.7386206897
AE,1981,FALSE,3.4634166667
AE,1982,FALSE,3.2343190661
AE,1983,FALSE,3.1929065301
AE,1984,FALSE,3.117075
AE,1985,FALSE,3.0116666667
AE,1986,FALSE,2.8564261168
AE,1987,FALSE,2.7075570033
AE,1988,FALSE,2.5787590486
AE,1989,FALSE,2.5087122736
AE,1990,FALSE,2.49366
AE,1991,FALSE,2.3636587678
AE,1992,FALSE,2.2669636364
AE,1993,FALSE,2.1534196891
AE,1994,FALSE,2.0373039216
AE,1995,FALSE,1.9527486296
AE,1996,FALSE,1.8963193916
AE,1997,FALSE,1.8416986706
AE,1998,FALSE,1.8056915279
AE,1999,FALSE,1.7685531915
AE,2000,FALSE,1.7450384885
AE,2001,FALSE,1.6975105683
AE,2002,FALSE,1.6493769347
AE,2003,FALSE,1.599484298
AE,2004,FALSE,1.5227249134
AE,2005,FALSE,1.4338878379
AE,2006,FALSE,1.3120590139
AE,2007,FALSE,1.1806766853
AE,2008,FALSE,1.0518177332
AE,2009,FALSE,1.0356591079
AE,2010,FALSE,1.0266453679
AE,2011,FALSE,1.0177414813
AE,2012,FALSE,1.0110197528
AE,2013,TRUE,1
AE,2014,TRUE,0.9784814597
AE,2015,TRUE,0.954584083
AE,2016,TRUE,0.9266976599
AE,2017,TRUE,0.8944261119
AE,2018,TRUE,0.8603158832
AE,2019,TRUE,0.8239255128
AF,1980,FALSE,
AF,1981,FALSE,
AF,1982,FALSE,
AF,1983,FALSE,
AF,1984,FALSE,
AF,1985,FALSE,
AF,1986,FALSE,
AF,1987,FALSE,
AF,1988,FALSE,
AF,1989,FALSE,
AF,1990,FALSE,
AF,1991,FALSE,
AF,1992,FALSE,
AF,1993,FALSE,
AF,1994,FALSE,
AF,1995,FALSE,
AF,1996,FALSE,
AF,1997,FALSE,
AF,1998,FALSE,
AF,1999,FALSE,
AF,2000,FALSE,
AF,2001,FALSE,
AF,2002,FALSE,2.8671139961
AF,2003,FALSE,2.2968740871
AF,2004,FALSE,1.9739722817
AF,2005,FALSE,1.785294741
AF,2006,FALSE,1.6718599376
AF,2007,FALSE,1.538330094
AF,2008,FALSE,1.2168453419
AF,2009,FALSE,1.3057963793
AF,2010,FALSE,1.2779493515
AF,2011,FALSE,1.1430274482
AF,2012,FALSE,1.0738558759
AF,2013,FALSE,1
AF,2014,TRUE,0.9424235644
AF,2015,TRUE,0.8936958647
AF,2016,TRUE,0.8471102875
AF,2017,TRUE,0.8067711504
AF,2018,TRUE,0.7683532263
AF,2019,TRUE,0.7317622531
AG,1980,FALSE,2.7028001393
AG,1981,FALSE,2.424801529
AG,1982,FALSE,2.327741025
AG,1983,FALSE,2.2743773162
AG,1984,FALSE,2.1901900573
AG,1985,FALSE,2.1685923248
AG,1986,FALSE,2.1578112479
AG,1987,FALSE,2.082775603
AG,1988,FALSE,1.9501625776
AG,1989,FALSE,1.8686606903
AG,1990,FALSE,1.7531123364
AG,1991,FALSE,1.6773192993
AG,1992,FALSE,1.6284649372
AG,1993,FALSE,1.579496756
AG,1994,FALSE,1.4833117869
AG,1995,FALSE,1.4437903491
AG,1996,FALSE,1.4022104145
AG,1997,FALSE,1.3971474254
AG,1998,FALSE,1.3530214005
AG,1999,FALSE,1.3378350975
AG,2000,FALSE,1.3399953285
AG,2001,FALSE,1.3145635324
AG,2002,FALSE,1.2836532381
AG,2003,FALSE,1.258565433
AG,2004,FALSE,1.233527784
AG,2005,FALSE,1.2081711884
AG,2006,FALSE,1.1869456488
AG,2007,FALSE,1.1703743126
AG,2008,FALSE,1.1111129824
AG,2009,FALSE,1.1172565622
AG,2010,FALSE,1.0808322412
AG,2011,FALSE,1.0447189232
AG,2012,FALSE,1.0105924252
AG,2013,FALSE,1
AG,2014,TRUE,0.9889375225
AG,2015,TRUE,0.9700133062
AG,2016,TRUE,0.9473782462
AG,2017,TRUE,0.9244781996
AG,2018,TRUE,0.9021283578
AG,2019,TRUE,0.8803165051
AL,1980,FALSE,
AL,1981,FALSE,
AL,1982,FALSE,
AL,1983,FALSE,
AL,1984,FALSE,
AL,1985,FALSE,
AL,1986,FALSE,
AL,1987,FALSE,
AL,1988,FALSE,
AL,1989,FALSE,28.486519911
AL,1990,FALSE,28.5359266601
AL,1991,FALSE,21.0242789339
AL,1992,FALSE,6.449627597
AL,1993,FALSE,3.4863326775
AL,1994,FALSE,2.8444307236
AL,1995,FALSE,2.6388131516
AL,1996,FALSE,2.3407312562
AL,1997,FALSE,1.7577454901
AL,1998,FALSE,1.4569386464
AL,1999,FALSE,1.4512840545
AL,2000,FALSE,1.4507173538
AL,2001,FALSE,1.4068061612
AL,2002,FALSE,1.3370366501
AL,2003,FALSE,1.3064157535
AL,2004,FALSE,1.269969566
AL,2005,FALSE,1.2406657331
AL,2006,FALSE,1.2119308436
AL,2007,FALSE,1.1773527427
AL,2008,FALSE,1.139088895
AL,2009,FALSE,1.1137640585
AL,2010,FALSE,1.0756005081
AL,2011,FALSE,1.0399562964
AL,2012,FALSE,1.0193386791
AL,2013,FALSE,1
AL,2014,TRUE,0.9818666985
AL,2015,TRUE,0.9565141562
AL,2016,TRUE,0.928656093
AL,2017,TRUE,0.9016048223
AL,2018,TRUE,0.8753458183
AL,2019,TRUE,0.8498513124
AM,1980,FALSE,
AM,1981,FALSE,
AM,1982,FALSE,
AM,1983,FALSE,
AM,1984,FALSE,
AM,1985,FALSE,
AM,1986,FALSE,
AM,1987,FALSE,
AM,1988,FALSE,
AM,1989,FALSE,
AM,1990,FALSE,
AM,1991,FALSE,
AM,1992,FALSE,14586.6111111111
AM,1993,FALSE,390.712797619
AM,1994,FALSE,7.2660578387
AM,1995,FALSE,2.62559
AM,1996,FALSE,2.2128306912
AM,1997,FALSE,1.9403109712
AM,1998,FALSE,1.7854597631
AM,1999,FALSE,1.7739633936
AM,2000,FALSE,1.7880983676
AM,2001,FALSE,1.7335661842
AM,2002,FALSE,1.715197481
AM,2003,FALSE,1.6381372482
AM,2004,FALSE,1.5315724694
AM,2005,FALSE,1.5217194754
AM,2006,FALSE,1.4780481764
AM,2007,FALSE,1.4136824479
AM,2008,FALSE,1.2967413422
AM,2009,FALSE,1.2523622592
AM,2010,FALSE,1.1674425636
AM,2011,FALSE,1.08445265
AM,2012,FALSE,1.0578738492
AM,2013,FALSE,1
AM,2014,TRUE,0.9827854678
AM,2015,TRUE,0.9468068227
AM,2016,TRUE,0.9103924383
AM,2017,TRUE,0.875377578
AM,2018,TRUE,0.8417079144
AM,2019,TRUE,0.8093356308
AN,1980,FALSE,2.1230639977
AN,1981,FALSE,1.9878922617
AN,1982,FALSE,1.8771417037
AN,1983,FALSE,1.8242337691
AN,1984,FALSE,1.7642362797
AN,1985,FALSE,1.7245819919
AN,1986,FALSE,1.7245819919
AN,1987,FALSE,1.7420012289
AN,1988,FALSE,1.7333253806
AN,1989,FALSE,1.7144584888
AN,1990,FALSE,1.6726430298
AN,1991,FALSE,1.6223586881
AN,1992,FALSE,1.5720487402
AN,1993,FALSE,1.5322217096
AN,1994,FALSE,1.4904922489
AN,1995,FALSE,1.4659251412
AN,1996,FALSE,1.4452747143
AN,1997,FALSE,1.4189177642
AN,1998,FALSE,1.3941901746
AN,1999,FALSE,1.3663794623
AN,2000,FALSE,1.3351327759
AN,2001,FALSE,1.2702100225
AN,2002,FALSE,1.2229177406
AN,2003,FALSE,1.1961760892
AN,2004,FALSE,1.1798942336
AN,2005,FALSE,1.1624316243
AN,2006,FALSE,1.1435514019
AN,2007,FALSE,1.1257323817
AN,2008,FALSE,1.1013814406
AN,2009,FALSE,1.0907572488
AN,2010,FALSE,1.0807076914
AN,2011,FALSE,1.054588342
AN,2012,FALSE,1.0256405732
AN,2013,FALSE,1
AN,2014,TRUE,0.994822289
AN,2015,TRUE,0.9877048832
AN,2016,TRUE,0.9775710838
AN,2017,TRUE,0.9661632575
AN,2018,TRUE,0.9538979156
AN,2019,TRUE,0.9403399209
AO,1980,FALSE,
AO,1981,FALSE,
AO,1982,FALSE,
AO,1983,FALSE,
AO,1984,FALSE,
AO,1985,FALSE,
AO,1986,FALSE,
AO,1987,FALSE,
AO,1988,FALSE,
AO,1989,FALSE,
AO,1990,FALSE,
AO,1991,FALSE,
AO,1992,FALSE,
AO,1993,FALSE,
AO,1994,FALSE,
AO,1995,FALSE,126681
AO,1996,FALSE,4691.8888888889
AO,1997,FALSE,1439.5568181818
AO,1998,FALSE,692.2459016393
AO,1999,FALSE,199.1839622642
AO,2000,FALSE,46.8321626617
AO,2001,FALSE,18.5423009368
AO,2002,FALSE,8.8761911435
AO,2003,FALSE,4.4752534709
AO,2004,FALSE,3.1173807122
AO,2005,FALSE,2.5352425552
AO,2006,FALSE,2.2375476897
AO,2007,FALSE,1.9933753993
AO,2008,FALSE,1.7724563465
AO,2009,FALSE,1.558613647
AO,2010,FALSE,1.361473234
AO,2011,FALSE,1.1996988465
AO,2012,FALSE,1.0878200835
AO,2013,FALSE,1
AO,2014,TRUE,0.932060479
AO,2015,TRUE,0.8687312701
AO,2016,TRUE,0.8116258657
AO,2017,TRUE,0.7604084132
AO,2018,TRUE,0.7144283152
AO,2019,TRUE,0.6720869653
AR,1980,FALSE,
AR,1981,FALSE,
AR,1982,FALSE,
AR,1983,FALSE,
AR,1984,FALSE,
AR,1985,FALSE,178106.5
AR,1986,FALSE,118737.666666667
AR,1987,FALSE,50887.5714285714
AR,1988,FALSE,11131.65625
AR,1989,FALSE,345.8378640777
AR,1990,FALSE,14.3247275506
AR,1991,FALSE,5.2726990142
AR,1992,FALSE,4.2215835694
AR,1993,FALSE,3.56213
AR,1994,FALSE,3.4193056049
AR,1995,FALSE,3.3076401657
AR,1996,FALSE,3.3024883648
AR,1997,FALSE,3.2851280065
AR,1998,FALSE,3.255018961
AR,1999,FALSE,3.2934503227
AR,2000,FALSE,3.3246502338
AR,2001,FALSE,3.3604682975
AR,2002,FALSE,2.6698220683
