id,year,estimate,value
AF,1980,FALSE,
AO,1980,FALSE,
AL,1980,FALSE,3.233
AE,1980,FALSE,1.985
AR,1980,FALSE,
AM,1980,FALSE,
AG,1980,FALSE,1.288
AU,1980,FALSE,0.937
AT,1980,FALSE,0.923
AZ,1980,FALSE,
BI,1980,FALSE,68.11
BE,1980,FALSE,0.83
BJ,1980,FALSE,151.714
BF,1980,FALSE,190.466
BD,1980,FALSE,8.234
BG,1980,FALSE,0.001
BH,1980,FALSE,0.218
BS,1980,FALSE,1.007
BA,1980,FALSE,
BY,1980,FALSE,
BZ,1980,FALSE,1.685
BO,1980,FALSE,
BR,1980,FALSE,
BB,1980,FALSE,1.477
BN,1980,FALSE,
BT,1980,TRUE,5.098
BW,1980,FALSE,0.569
CF,1980,FALSE,146.682
CA,1980,FALSE,1.142
CH,1980,FALSE,1.812
CL,1980,FALSE,29.13
CN,1980,FALSE,1.552
CI,1980,FALSE,157.44
CM,1980,FALSE,154.81
CD,1980,FALSE,
CG,1980,FALSE,144.046
CO,1980,FALSE,27.732
KM,1980,FALSE,116.709
CV,1980,FALSE,27.264
CR,1980,FALSE,5.473
CY,1980,FALSE,0.425
CZ,1980,FALSE,
DE,1980,FALSE,0.916
DJ,1980,FALSE,
DM,1980,FALSE,1.547
DK,1980,FALSE,6.678
DO,1980,FALSE,0.679
DZ,1980,FALSE,1.892
EC,1980,FALSE,0.649
EG,1980,FALSE,0.181
ER,1980,FALSE,
ES,1980,FALSE,0.33
EE,1980,FALSE,
ET,1980,FALSE,1.38
FI,1980,FALSE,0.747
FJ,1980,FALSE,0.777
FR,1980,FALSE,0.784
FM,1980,FALSE,
GA,1980,FALSE,141.152
GB,1980,FALSE,0.537
GE,1980,FALSE,
GH,1980,FALSE,0.001
GN,1980,FALSE,59.409
GM,1980,FALSE,1.621
GW,1980,FALSE,96.166
GQ,1980,FALSE,43.681
GR,1980,FALSE,0.079
GD,1980,FALSE,1.65
GT,1980,FALSE,0.378
GY,1980,FALSE,1.116
HK,1980,FALSE,4.203
HN,1980,FALSE,1.152
HR,1980,FALSE,
HT,1980,FALSE,1.209
HU,1980,FALSE,10.953
ID,1980,FALSE,272.368
IO,1980,FALSE,3.664
IE,1980,FALSE,0.51
IR,1980,FALSE,40.466
IQ,1980,FALSE,
IS,1980,FALSE,6.548
IL,1980,FALSE,0.004
IT,1980,FALSE,0.363
JM,1980,FALSE,0.744
JO,1980,FALSE,0.141
JP,1980,FALSE,247.272
KZ,1980,FALSE,
KE,1980,FALSE,5.256
KG,1980,FALSE,
KH,1980,FALSE,
KI,1980,FALSE,0.677
KN,1980,FALSE,1.102
KP,1980,FALSE,467.974
KW,1980,FALSE,0.17
LA,1980,FALSE,6.157
LB,1980,FALSE,0.914
LR,1980,FALSE,
LY,1980,FALSE,0.151
LC,1980,FALSE,1.647
LK,1980,FALSE,4.494
LS,1980,FALSE,0.565
LT,1980,FALSE,
LU,1980,FALSE,0.836
LV,1980,FALSE,
MA,1980,FALSE,2.763
MD,1980,FALSE,
MG,1980,FALSE,22.175
MV,1980,FALSE,2.794
MX,1980,FALSE,0.014
MH,1980,FALSE,
MK,1980,FALSE,
SO,1980,FALSE,111.906
MT,1980,FALSE,
MM,1980,FALSE,
ME,1980,FALSE,
MN,1980,FALSE,3.346
MZ,1980,FALSE,0.073
MR,1980,FALSE,
MU,1980,FALSE,4.599
MW,1980,FALSE,0.574
MY,1980,FALSE,1.2
NA,1980,FALSE,
NE,1980,FALSE,171.311
NG,1980,FALSE,0.782
NI,1980,FALSE,
NL,1980,FALSE,1.026
NO,1980,FALSE,5.173
