id,year,estimate,value
AF,1980,FALSE,
AO,1980,FALSE,
AL,1980,FALSE,33.3029486099
AE,1980,FALSE,3.0545101932
AR,1980,FALSE,
AM,1980,FALSE,
AG,1980,FALSE,3.2209280303
AU,1980,FALSE,3.7475055537
AT,1980,FALSE,2.1282307099
AZ,1980,FALSE,
BI,1980,FALSE,16.9422915234
BE,1980,FALSE,2.400004709
BJ,1980,FALSE,3.4853291231
BF,1980,FALSE,2.7309803922
BD,1980,FALSE,7.0401766572
BG,1980,FALSE,2366.0322580645
BH,1980,FALSE,2.3031365276
BS,1980,FALSE,2.2517563648
BA,1980,FALSE,
BY,1980,FALSE,
BZ,1980,FALSE,1.6135354484
BO,1980,FALSE,518884
BR,1980,FALSE,
BB,1980,FALSE,3.073460569
BN,1980,FALSE,
BT,1980,TRUE,8.4577769592
BW,1980,FALSE,15.6433253564
CF,1980,FALSE,4.170227014
CA,1980,FALSE,2.5744840878
CH,1980,FALSE,1.853377463
CL,1980,FALSE,28.1645238095
CN,1980,FALSE,5.4716176723
CI,1980,FALSE,3.5223391518
CM,1980,FALSE,3.5188936502
CD,1980,FALSE,
CG,1980,FALSE,4.619559134
CO,1980,FALSE,100.2173295455
KM,1980,FALSE,4.2463843243
CV,1980,FALSE,4.1744384905
CR,1980,FALSE,153.5173969072
CY,1980,FALSE,3.7413173278
CZ,1980,FALSE,
DE,1980,FALSE,2.0045674818
DJ,1980,FALSE,
DM,1980,FALSE,2.8602440302
DK,1980,FALSE,2.7409529132
DO,1980,FALSE,69.3502280791
DZ,1980,FALSE,40.2953714013
EC,1980,FALSE,1.9675283551
EG,1980,FALSE,23.516660727
ER,1980,FALSE,
ES,1980,FALSE,4.9740343561
EE,1980,FALSE,
ET,1980,FALSE,11.1377305073
FI,1980,FALSE,2.9014084507
FJ,1980,FALSE,3.2304957023
FR,1980,FALSE,2.5395247092
FM,1980,FALSE,
GA,1980,FALSE,5.1103357224
GB,1980,FALSE,3.058235781
GE,1980,FALSE,
GH,1980,FALSE,2129.6724137931
GN,1980,FALSE,111.5562058035
GM,1980,FALSE,14.9112326932
GW,1980,FALSE,5.1226709965
GQ,1980,FALSE,17.2646040675
GR,1980,FALSE,20.2552183827
GD,1980,FALSE,2.6371867714
GT,1980,FALSE,23.0937539116
GY,1980,FALSE,252.4666666667
HK,1980,FALSE,3.1367554977
HN,1980,FALSE,20.841436793
HR,1980,FALSE,
HT,1980,FALSE,38.7399241226
HU,1980,FALSE,27.1236333053
ID,1980,FALSE,32.1790066564
IO,1980,FALSE,10.2884580757
IE,1980,FALSE,3.8227761
IR,1980,FALSE,318.4005681818
IQ,1980,FALSE,
IS,1980,FALSE,48.8413302869
IL,1980,FALSE,2165.8163265306
IT,1980,FALSE,4.9993342801
JM,1980,FALSE,180.4028056112
JO,1980,FALSE,5.0531459397
JP,1980,FALSE,1.0023100757
KZ,1980,FALSE,
KE,1980,FALSE,16.194613956
KG,1980,FALSE,
KH,1980,FALSE,
KI,1980,FALSE,3.6007305998
KN,1980,FALSE,3.8631897203
KP,1980,FALSE,4.2956685499
KW,1980,FALSE,2.4894665129
LA,1980,FALSE,1004.5196078431
LB,1980,FALSE,2220.7936507937
LR,1980,FALSE,
LY,1980,FALSE,11.2387987795
LC,1980,FALSE,2.6675361941
LK,1980,FALSE,21.8100078871
LS,1980,FALSE,16.6332091747
LT,1980,FALSE,
LU,1980,FALSE,2.5985085156
LV,1980,FALSE,
MA,1980,FALSE,3.1109938751
MD,1980,FALSE,
MG,1980,FALSE,74.9995067818
MV,1980,FALSE,7.229230558
MX,1980,FALSE,1335.8636363636
MH,1980,FALSE,
