country-id,adm1-id,adm2-id,adm3-id,adm4-id,adm4-name
UGA,UGA3,UGA311,UGA3111,UGA311103,Nakapiripirit T.c.
UGA,UGA3,UGA311,UGA3111,UGA311104,Namalu
UGA,UGA3,UGA311,UGA3112,UGA311201,Lolachat
UGA,UGA3,UGA311,UGA3112,UGA311202,Lorengedwat
UGA,UGA3,UGA311,UGA3112,UGA311203,Nabilatuk
UGA,UGA3,UGA311,UGA3113,UGA311301,Amudat
UGA,UGA3,UGA311,UGA3113,UGA311302,Karita
UGA,UGA3,UGA311,UGA3113,UGA311303,Loroo
UGA,UGA3,UGA312,UGA3121,UGA312101,Acholibur
UGA,UGA3,UGA312,UGA3121,UGA312102,Atanga
UGA,UGA3,UGA312,UGA3121,UGA312103,Awer
UGA,UGA3,UGA312,UGA3121,UGA312104,Kilak
UGA,UGA3,UGA312,UGA3121,UGA312105,Laguti
UGA,UGA3,UGA312,UGA3121,UGA312106,Lapul
UGA,UGA3,UGA312,UGA3121,UGA312107,Pader T.c.
UGA,UGA3,UGA312,UGA3121,UGA312108,Pajule
UGA,UGA3,UGA312,UGA3121,UGA312109,Puranga
UGA,UGA3,UGA312,UGA3122,UGA312201,Adilang
UGA,UGA3,UGA312,UGA3122,UGA312202,Lapono
UGA,UGA3,UGA312,UGA3122,UGA312203,Lira Palwo
UGA,UGA3,UGA312,UGA3122,UGA312204,Lukole
UGA,UGA3,UGA312,UGA3122,UGA312205,Omot
UGA,UGA3,UGA312,UGA3122,UGA312206,Paimol
UGA,UGA3,UGA312,UGA3122,UGA312207,Parabongo
UGA,UGA3,UGA312,UGA3122,UGA312208,Patongo
UGA,UGA3,UGA312,UGA3122,UGA312210,Wol
UGA,UGA3,UGA313,UGA3131,UGA313101,Apo
UGA,UGA3,UGA313,UGA3131,UGA313102,Drajani
UGA,UGA3,UGA313,UGA3131,UGA313103,Kei
UGA,UGA3,UGA313,UGA3131,UGA313104,Kuru
UGA,UGA3,UGA313,UGA3131,UGA313105,Midigo
UGA,UGA3,UGA313,UGA3131,UGA313106,Odravu
UGA,UGA3,UGA313,UGA3131,UGA313107,Romogi
UGA,UGA3,UGA313,UGA3131,UGA313108,Yumbe T.c.
UGA,UGA3,UGA315,UGA3153,UGA315301,Aputi
UGA,UGA3,UGA315,UGA3153,UGA315302,Awelo
UGA,UGA3,UGA315,UGA3153,UGA315303,Muntu
UGA,UGA3,UGA315,UGA3153,UGA315304,Namasale
UGA,UGA3,UGA316,UGA3163,UGA316301,Amuru
UGA,UGA3,UGA316,UGA3163,UGA316302,Atiak
UGA,UGA3,UGA316,UGA3163,UGA316303,Lamogi
UGA,UGA3,UGA316,UGA3163,UGA316304,Pabbo
UGA,UGA3,UGA316,UGA3164,UGA316401,Alero
UGA,UGA3,UGA316,UGA3164,UGA316402,Anaka
UGA,UGA3,UGA316,UGA3164,UGA316404,Purongo
UGA,UGA3,UGA316,UGA3164,UGA316405,Koch Goma
UGA,UGA3,UGA317,UGA3171,UGA317101,Agwata
UGA,UGA3,UGA317,UGA3171,UGA317102,Batta
UGA,UGA3,UGA317,UGA3171,UGA317103,Dokolo
UGA,UGA3,UGA317,UGA3171,UGA317104,Kangai
UGA,UGA3,UGA317,UGA3171,UGA317105,Kwera
UGA,UGA3,UGA319,UGA3193,UGA319301,Koboko T.c.
UGA,UGA3,UGA319,UGA3193,UGA319302,Kuluba
UGA,UGA3,UGA319,UGA3193,UGA319303,Lobuee
UGA,UGA3,UGA319,UGA3193,UGA319304,Ludara
UGA,UGA3,UGA319,UGA3193,UGA319305,Midia
UGA,UGA3,UGA320,UGA3205,UGA320501,Yivu
UGA,UGA3,UGA320,UGA3205,UGA320502,Nyadri
UGA,UGA3,UGA320,UGA3205,UGA320503,Oleba
UGA,UGA3,UGA320,UGA3205,UGA320504,Oluvu
UGA,UGA3,UGA320,UGA3205,UGA320505,Tara
UGA,UGA3,UGA320,UGA3205,UGA320506,Oluffe
UGA,UGA3,UGA320,UGA3205,UGA320507,Kijomoro
UGA,UGA3,UGA320,UGA3206,UGA320601,Aii - Vu
UGA,UGA3,UGA320,UGA3206,UGA320602,Beleafe
UGA,UGA3,UGA320,UGA3206,UGA320603,Katrini
UGA,UGA3,UGA320,UGA3206,UGA320604,Odupi
UGA,UGA3,UGA320,UGA3206,UGA320605,Omugo
UGA,UGA3,UGA320,UGA3206,UGA320606,Uriama
UGA,UGA3,UGA321,UGA3214,UGA321401,Aber
UGA,UGA3,UGA321,UGA3214,UGA321402,Acaba
UGA,UGA3,UGA321,UGA3214,UGA321403,Iceme
UGA,UGA3,UGA321,UGA3214,UGA321404,Loro
UGA,UGA3,UGA321,UGA3214,UGA321405,Minakulu
UGA,UGA3,UGA321,UGA3214,UGA321406,Ngai
UGA,UGA3,UGA321,UGA3214,UGA321407,Otwal
UGA,UGA4,UGA401,UGA4011,UGA401101,Bubandi
UGA,UGA4,UGA401,UGA4011,UGA401102,Bubukwanga
UGA,UGA4,UGA401,UGA4011,UGA401103,Bundibugyo T.c.
UGA,UGA4,UGA401,UGA4011,UGA401104,Busaru
UGA,UGA4,UGA401,UGA4011,UGA401105,Harugali
UGA,UGA4,UGA401,UGA4011,UGA401106,Kasitu
UGA,UGA4,UGA401,UGA4011,UGA401107,Nduguto
UGA,UGA4,UGA401,UGA4012,UGA401201,Kanara
UGA,UGA4,UGA401,UGA4012,UGA401202,Karugutu
UGA,UGA4,UGA401,UGA4012,UGA401203,Rwebisengo
UGA,UGA4,UGA402,UGA4021,UGA402101,Bihanga
UGA,UGA4,UGA402,UGA4021,UGA402102,Burere
UGA,UGA4,UGA402,UGA4021,UGA402103,Karungu
UGA,UGA4,UGA402,UGA4021,UGA402104,Rwengwe
UGA,UGA4,UGA402,UGA4022,UGA402201,Katerera
UGA,UGA4,UGA402,UGA4022,UGA402202,Katunguru
UGA,UGA4,UGA402,UGA4022,UGA402203,Kichwamba
UGA,UGA4,UGA402,UGA4022,UGA402204,Ryeru
UGA,UGA4,UGA402,UGA4023,UGA402301,Bumbaire
UGA,UGA4,UGA402,UGA4023,UGA402302,Bushenyi T.c.
UGA,UGA4,UGA402,UGA4023,UGA402303,Kakanju
UGA,UGA4,UGA402,UGA4023,UGA402304,Kyabugimbi
UGA,UGA4,UGA402,UGA4023,UGA402305,Kyamuhunga
UGA,UGA4,UGA402,UGA4023,UGA402306,Kyeizoba
UGA,UGA4,UGA402,UGA4023,UGA402307,Nyabubare
UGA,UGA4,UGA402,UGA4024,UGA402401,Bitereko
UGA,UGA4,UGA402,UGA4024,UGA402402,Kabira
UGA,UGA4,UGA402,UGA4024,UGA402403,Kanyabwanga
UGA,UGA4,UGA402,UGA4024,UGA402404,Kashenshero
UGA,UGA4,UGA402,UGA4024,UGA402405,Kiyanga
UGA,UGA4,UGA402,UGA4024,UGA402406,Mitooma
UGA,UGA4,UGA402,UGA4024,UGA402407,Mutara
UGA,UGA4,UGA402,UGA4025,UGA402501,Bugongi
UGA,UGA4,UGA402,UGA4025,UGA402502,Kabwohe-itendero T.c
UGA,UGA4,UGA402,UGA4025,UGA402503,Kagango
UGA,UGA4,UGA402,UGA4025,UGA402504,Kigarama
UGA,UGA4,UGA402,UGA4025,UGA402505,Kitagata
UGA,UGA4,UGA402,UGA4025,UGA402506,Kyangyenyi
UGA,UGA4,UGA402,UGA4025,UGA402507,Shuuku
UGA,UGA4,UGA403,UGA4031,UGA403101,Buhanika
UGA,UGA4,UGA403,UGA4031,UGA403102,Buseruka
UGA,UGA4,UGA403,UGA4031,UGA403103,Busiisi
UGA,UGA4,UGA403,UGA4031,UGA403104,Hoima T.c.
UGA,UGA4,UGA403,UGA4031,UGA403105,Kigorobya T.c.
UGA,UGA4,UGA403,UGA4031,UGA403106,Kigorobya
UGA,UGA4,UGA403,UGA4031,UGA403107,Kitoba
UGA,UGA4,UGA403,UGA4031,UGA403108,Kyabigambire
UGA,UGA4,UGA403,UGA4032,UGA403201,Bugambe
UGA,UGA4,UGA403,UGA4032,UGA403202,Buhimba
UGA,UGA4,UGA403,UGA4032,UGA403203,Kabwoya
UGA,UGA4,UGA403,UGA4032,UGA403204,Kiziranfumbi
UGA,UGA4,UGA403,UGA4032,UGA403205,Kyangwali
UGA,UGA4,UGA404,UGA4041,UGA404101,Kabale Central
UGA,UGA4,UGA404,UGA4041,UGA404102,Kabale Northern
UGA,UGA4,UGA404,UGA4041,UGA404103,Kabale Southern
UGA,UGA4,UGA404,UGA4042,UGA404201,Buhara
UGA,UGA4,UGA404,UGA4042,UGA404202,Kaharo
UGA,UGA4,UGA404,UGA4042,UGA404203,Kamuganguzi
UGA,UGA4,UGA404,UGA4042,UGA404204,Kitumba
UGA,UGA4,UGA404,UGA4042,UGA404205,Kyanamira
UGA,UGA4,UGA404,UGA4042,UGA404206,Maziba
UGA,UGA4,UGA404,UGA4042,UGA404207,Rubaya
UGA,UGA4,UGA404,UGA4043,UGA404301,Bubare
UGA,UGA4,UGA404,UGA4043,UGA404302,Bufundi
UGA,UGA4,UGA404,UGA4043,UGA404303,Hamurwa
UGA,UGA4,UGA404,UGA4043,UGA404304,Ikumba
UGA,UGA4,UGA404,UGA4043,UGA404305,Muko
UGA,UGA4,UGA404,UGA4044,UGA404401,Bukinda
UGA,UGA4,UGA404,UGA4044,UGA404402,Kamwezi
UGA,UGA4,UGA404,UGA4044,UGA404403,Kashambya
UGA,UGA4,UGA404,UGA4044,UGA404404,Rwamucucu
UGA,UGA4,UGA405,UGA4051,UGA405101,Buheesi
UGA,UGA4,UGA405,UGA4051,UGA405102,Kibiito
UGA,UGA4,UGA405,UGA4051,UGA405103,Kisomoro
UGA,UGA4,UGA405,UGA4051,UGA405104,Rwiimi
UGA,UGA4,UGA405,UGA4052,UGA405201,Bukuku
UGA,UGA4,UGA405,UGA4052,UGA405202,Busoro
UGA,UGA4,UGA405,UGA4052,UGA405203,Hakibaale
UGA,UGA4,UGA405,UGA4052,UGA405204,Karambi
UGA,UGA4,UGA405,UGA4052,UGA405205,Kicwamba
UGA,UGA4,UGA405,UGA4052,UGA405206,Mugusu
UGA,UGA4,UGA405,UGA4052,UGA405207,Ruteete
UGA,UGA4,UGA405,UGA4053,UGA405301,Eastern
UGA,UGA4,UGA405,UGA4053,UGA405302,Western
UGA,UGA4,UGA405,UGA4053,UGA405303,Southern
UGA,UGA4,UGA406,UGA4061,UGA406101,Bwera
UGA,UGA4,UGA406,UGA4061,UGA406102,Ihandiro
UGA,UGA4,UGA406,UGA4061,UGA406103,Karambi
UGA,UGA4,UGA406,UGA4061,UGA406104,Kisinga
UGA,UGA4,UGA406,UGA4061,UGA406105,Kitholhu
UGA,UGA4,UGA406,UGA4061,UGA406106,Kyarumba
UGA,UGA4,UGA406,UGA4061,UGA406107,Kyondo
UGA,UGA4,UGA406,UGA4061,UGA406108,Mahango
UGA,UGA4,UGA406,UGA4061,UGA406109,Munkunyu
UGA,UGA4,UGA406,UGA4061,UGA406110,Nyakiyumbu
UGA,UGA4,UGA406,UGA4062,UGA406201,Bugoye
UGA,UGA4,UGA406,UGA4062,UGA406202,Karusandara
UGA,UGA4,UGA406,UGA4062,UGA406203,Kasese T.c
UGA,UGA4,UGA406,UGA4062,UGA406204,Katwe Kabatoro T.c.
UGA,UGA4,UGA406,UGA4062,UGA406205,Kilembe
UGA,UGA4,UGA406,UGA4062,UGA406206,Kitswamba
UGA,UGA4,UGA406,UGA4062,UGA406207,Kyabarungira
UGA,UGA4,UGA406,UGA4062,UGA406208,L.katwe
UGA,UGA4,UGA406,UGA4062,UGA406209,Maliba
UGA,UGA4,UGA406,UGA4062,UGA406210,Muhokya
UGA,UGA4,UGA406,UGA4062,UGA406211,Rukoki
UGA,UGA4,UGA407,UGA4071,UGA407101,Bwanswa
UGA,UGA4,UGA407,UGA4071,UGA407102,Kakindo
UGA,UGA4,UGA407,UGA4071,UGA407103,Kasambya
UGA,UGA4,UGA407,UGA4071,UGA407104,Kisiita
UGA,UGA4,UGA407,UGA4071,UGA407105,Nalweyo
UGA,UGA4,UGA407,UGA4071,UGA407106,Nkooko
UGA,UGA4,UGA407,UGA4072,UGA407201,Bwikara
UGA,UGA4,UGA407,UGA4072,UGA407202,Kagadi
UGA,UGA4,UGA407,UGA4072,UGA407203,Kiryanga
UGA,UGA4,UGA407,UGA4072,UGA407204,Kyanaisoke
UGA,UGA4,UGA407,UGA4072,UGA407205,Mabaale
UGA,UGA4,UGA407,UGA4072,UGA407206,Mpeefu
UGA,UGA4,UGA407,UGA4072,UGA407207,Muhoro
UGA,UGA4,UGA407,UGA4072,UGA407208,Rugashari
UGA,UGA4,UGA407,UGA4073,UGA407301,Bwamiramira
UGA,UGA4,UGA407,UGA4073,UGA407302,Kibaale T.c.
UGA,UGA4,UGA407,UGA4073,UGA407303,Kyebando
UGA,UGA4,UGA407,UGA4073,UGA407304,Matale
UGA,UGA4,UGA407,UGA4073,UGA407305,Mugarama
UGA,UGA4,UGA408,UGA4081,UGA408101,Bukimbiri
UGA,UGA4,UGA408,UGA4081,UGA408102,Busanza
UGA,UGA4,UGA408,UGA4081,UGA408103,Chahi
UGA,UGA4,UGA408,UGA4081,UGA408104,Kanaba
UGA,UGA4,UGA408,UGA4081,UGA408105,Kirundo
UGA,UGA4,UGA408,UGA4081,UGA408106,Kisoro T.c.
UGA,UGA4,UGA408,UGA4081,UGA408107,Muramba
UGA,UGA4,UGA408,UGA4081,UGA408108,Murora
UGA,UGA4,UGA408,UGA4081,UGA408109,Nyabwishenya
UGA,UGA4,UGA408,UGA4081,UGA408110,Nyakabande
UGA,UGA4,UGA408,UGA4081,UGA408111,Nyakinama
UGA,UGA4,UGA408,UGA4081,UGA408112,Nyarubuye
UGA,UGA4,UGA408,UGA4081,UGA408113,Nyarusiza
UGA,UGA4,UGA408,UGA4081,UGA408114,Nyundo
UGA,UGA4,UGA409,UGA4091,UGA409101,Budongo
UGA,UGA4,UGA409,UGA4091,UGA409102,Bwijanga
UGA,UGA4,UGA409,UGA4093,UGA409301,Karujubu
UGA,UGA4,UGA409,UGA4093,UGA409302,Kimengo
UGA,UGA4,UGA409,UGA4093,UGA409303,Masindi T.c
UGA,UGA4,UGA409,UGA4093,UGA409304,Miirya
UGA,UGA4,UGA409,UGA4093,UGA409305,Nyangahya
UGA,UGA4,UGA409,UGA4093,UGA409306,Pakanyi
UGA,UGA4,UGA409,UGA4094,UGA409401,Kigumba
UGA,UGA4,UGA409,UGA4094,UGA409402,Kiryandongo
UGA,UGA4,UGA409,UGA4094,UGA409403,Masindi -port
UGA,UGA4,UGA409,UGA4094,UGA409404,Mutunda
UGA,UGA4,UGA410,UGA4104,UGA410401,Bubaare
UGA,UGA4,UGA410,UGA4104,UGA410402,Bukiro
UGA,UGA4,UGA410,UGA4104,UGA410403,Kagongi
UGA,UGA4,UGA410,UGA4104,UGA410404,Kakiika
UGA,UGA4,UGA410,UGA4104,UGA410405,Kashare
UGA,UGA4,UGA410,UGA4104,UGA410406,Rubaya
UGA,UGA4,UGA410,UGA4104,UGA410407,Rubindi
UGA,UGA4,UGA410,UGA4104,UGA410408,Rwanyamahembe
UGA,UGA4,UGA410,UGA4106,UGA410601,Kakoba
UGA,UGA4,UGA410,UGA4106,UGA410602,Kamukuzi
UGA,UGA4,UGA410,UGA4106,UGA410603,Nyamitanga
UGA,UGA4,UGA410,UGA4108,UGA410801,Bugamba
UGA,UGA4,UGA410,UGA4108,UGA410803,Mwizi
UGA,UGA4,UGA410,UGA4108,UGA410804,Ndaija
UGA,UGA4,UGA410,UGA4108,UGA410805,Nyakayojo
UGA,UGA4,UGA410,UGA4108,UGA410806,Rugando
UGA,UGA4,UGA411,UGA4111,UGA411101,Bwongyera
UGA,UGA4,UGA411,UGA4111,UGA411102,Ihunga
UGA,UGA4,UGA411,UGA4111,UGA411103,Kibatsi
UGA,UGA4,UGA411,UGA4111,UGA411104,Nyabihoko
UGA,UGA4,UGA411,UGA4112,UGA411201,Itojo
UGA,UGA4,UGA411,UGA4112,UGA411202,Ntugamo
UGA,UGA4,UGA411,UGA4112,UGA411203,Ntungamo T.c
UGA,UGA4,UGA411,UGA4112,UGA411204,Nyakyera
UGA,UGA4,UGA411,UGA4112,UGA411205,Ruhaama
UGA,UGA4,UGA411,UGA4112,UGA411206,Rukoni
UGA,UGA4,UGA411,UGA4112,UGA411207,Rweikiniro
UGA,UGA4,UGA411,UGA4113,UGA411301,Kayonza
UGA,UGA4,UGA411,UGA4113,UGA411302,Ngoma
UGA,UGA4,UGA411,UGA4113,UGA411303,Rubaare
UGA,UGA4,UGA411,UGA4113,UGA411304,Rugarama
UGA,UGA4,UGA412,UGA4121,UGA412101,Buyanja
UGA,UGA4,UGA412,UGA4121,UGA412102,Kebisoni
UGA,UGA4,UGA412,UGA4121,UGA412103,Nyakishenyi
UGA,UGA4,UGA412,UGA4121,UGA412104,Nyarushanje
UGA,UGA4,UGA412,UGA4122,UGA412201,Bugangari
UGA,UGA4,UGA412,UGA4122,UGA412202,Buhunga
UGA,UGA4,UGA412,UGA4122,UGA412203,Bwambara
UGA,UGA4,UGA412,UGA4122,UGA412204,Kagunga
UGA,UGA4,UGA412,UGA4122,UGA412205,Nyakagyeme
UGA,UGA4,UGA412,UGA4122,UGA412206,Ruhinda
UGA,UGA4,UGA412,UGA4122,UGA412207,Rukungiri T.c.
UGA,UGA4,UGA413,UGA4131,UGA413101,Bwiizi
UGA,UGA4,UGA413,UGA4131,UGA413102,Kahunge
UGA,UGA4,UGA413,UGA4131,UGA413103,Kamwenge
UGA,UGA4,UGA413,UGA4131,UGA413104,Kamwenge T.c.
UGA,UGA4,UGA413,UGA4131,UGA413105,Nkoma
UGA,UGA4,UGA413,UGA4132,UGA413201,Kicheche
UGA,UGA4,UGA413,UGA4132,UGA413202,Mahyoro
UGA,UGA4,UGA413,UGA4132,UGA413203,Ntara
UGA,UGA4,UGA413,UGA4132,UGA413204,Nyabbani
UGA,UGA4,UGA414,UGA4141,UGA414101,Kambuga
UGA,UGA4,UGA414,UGA4141,UGA414102,Kanyantorogo
UGA,UGA4,UGA414,UGA4141,UGA414103,Kayonza
UGA,UGA4,UGA414,UGA4141,UGA414104,Kihiihi
UGA,UGA4,UGA414,UGA4141,UGA414105,Kirima
UGA,UGA4,UGA414,UGA4141,UGA414106,Nyamirama
UGA,UGA4,UGA414,UGA4141,UGA414107,Rugyeyo
UGA,UGA4,UGA414,UGA4141,UGA414108,Rutenga
UGA,UGA4,UGA414,UGA4141,UGA414109,Kanungu T.c
UGA,UGA4,UGA414,UGA4141,UGA414110,Mpungu
UGA,UGA4,UGA415,UGA4151,UGA415101,Hapuyo
UGA,UGA4,UGA415,UGA4151,UGA415102,Kakabara
UGA,UGA4,UGA415,UGA4151,UGA415103,Kasule
UGA,UGA4,UGA415,UGA4151,UGA415104,Kyegegwa
UGA,UGA4,UGA415,UGA4151,UGA415105,Mpara
UGA,UGA4,UGA415,UGA4152,UGA415201,Bufunjo
UGA,UGA4,UGA415,UGA4152,UGA415202,Bugaaki
UGA,UGA4,UGA415,UGA4152,UGA415203,Butiiti
UGA,UGA4,UGA415,UGA4152,UGA415204,Katoke
UGA,UGA4,UGA415,UGA4152,UGA415205,Kihuura
UGA,UGA4,UGA415,UGA4152,UGA415206,Kyarusozi
UGA,UGA4,UGA415,UGA4152,UGA415207,Kyenjojo T.c.
UGA,UGA4,UGA415,UGA4152,UGA415208,Nyankwanzi
UGA,UGA4,UGA415,UGA4152,UGA415209,Nyantungo
UGA,UGA4,UGA416,UGA4162,UGA416201,Biiso
UGA,UGA4,UGA416,UGA4162,UGA416202,Buliisa
UGA,UGA4,UGA417,UGA4172,UGA417201,Bisheshe
UGA,UGA4,UGA417,UGA4172,UGA417202,Ibanda T.c.
UGA,UGA4,UGA417,UGA4172,UGA417203,Ishongororo
UGA,UGA4,UGA417,UGA4172,UGA417204,Kicuzi
UGA,UGA4,UGA417,UGA4172,UGA417205,Kikyenkye
UGA,UGA4,UGA417,UGA4172,UGA417206,Nyabuhikye
UGA,UGA4,UGA417,UGA4172,UGA417207,Nyamarebe
UGA,UGA4,UGA417,UGA4172,UGA417208,Rukiri
UGA,UGA4,UGA418,UGA4181,UGA418101,Endinzi
UGA,UGA4,UGA418,UGA4181,UGA418102,Kashumba
UGA,UGA4,UGA418,UGA4181,UGA418103,Ngarama
UGA,UGA4,UGA418,UGA4181,UGA418104,Rugaaga
UGA,UGA4,UGA418,UGA4183,UGA418301,Birere
UGA,UGA4,UGA418,UGA4183,UGA418302,Kabingo
UGA,UGA4,UGA418,UGA4183,UGA418303,Kabuyanda
UGA,UGA4,UGA418,UGA4183,UGA418304,Kikagate
UGA,UGA4,UGA418,UGA4183,UGA418305,Masha
UGA,UGA4,UGA418,UGA4183,UGA418306,Nyakitunda
UGA,UGA4,UGA419,UGA4195,UGA419501,Buremba
UGA,UGA4,UGA419,UGA4195,UGA419502,Burunga
UGA,UGA4,UGA419,UGA4195,UGA419503,Kanoni
UGA,UGA4,UGA419,UGA4195,UGA419504,Kazo
UGA,UGA4,UGA419,UGA4195,UGA419505,Rwemikoma
UGA,UGA4,UGA419,UGA4197,UGA419701,Kanyaryeru
UGA,UGA4,UGA419,UGA4197,UGA419702,Kashongi
UGA,UGA4,UGA419,UGA4197,UGA419703,Kenshunga
UGA,UGA4,UGA419,UGA4197,UGA419704,Kikatsi
UGA,UGA4,UGA419,UGA4197,UGA419705,Kinoni
UGA,UGA4,UGA419,UGA4197,UGA419706,Nyakashashara
UGA,UGA4,UGA419,UGA4197,UGA419707,Sanga
