id,year,estimate,value
AF,1980,FALSE,
AO,1980,FALSE,
AL,1980,FALSE,
AE,1980,FALSE,3.6978710645
AR,1980,FALSE,
AM,1980,FALSE,
AG,1980,FALSE,2.6744710051
AU,1980,FALSE,3.8339658444
AT,1980,FALSE,2.1862256882
AZ,1980,FALSE,
BI,1980,FALSE,25.3112582781
BE,1980,FALSE,2.4663939217
BJ,1980,FALSE,3.4573000215
BF,1980,FALSE,3.1262311852
BD,1980,FALSE,10.267825877
BG,1980,FALSE,4518.21875
BH,1980,FALSE,1.6273992425
BS,1980,FALSE,2.8763236492
BA,1980,FALSE,
BY,1980,FALSE,
BZ,1980,FALSE,2.3527829727
BO,1980,FALSE,
BR,1980,FALSE,363849979250.539
BB,1980,FALSE,3.8613969089
BN,1980,FALSE,
BT,1980,FALSE,9.56017
BW,1980,FALSE,19.8295913785
CF,1980,FALSE,3.345756491
CA,1980,FALSE,2.7628357972
CH,1980,FALSE,1.8353702505
CL,1980,FALSE,22.8100441758
CN,1980,FALSE,
CI,1980,FALSE,4.0801696284
CM,1980,FALSE,4.2821599427
CD,1980,FALSE,
CG,1980,FALSE,2.9592644588
CO,1980,FALSE,94.8993174061
KM,1980,FALSE,3.2803245354
CV,1980,FALSE,6.8198686124
CR,1980,FALSE,124.8445890968
CY,1980,FALSE,3.1548674902
CZ,1980,FALSE,
DE,1980,FALSE,1.9886463188
DJ,1980,FALSE,
DM,1980,FALSE,2.4733988723
DK,1980,FALSE,2.7077317529
DO,1980,FALSE,75.7157676349
DZ,1980,FALSE,17.2755431755
EC,1980,FALSE,1839.3421052632
EG,1980,FALSE,29.6543355325
ER,1980,FALSE,
ES,1980,FALSE,5.0207262617
EE,1980,FALSE,
ET,1980,FALSE,14.387742663
FI,1980,FALSE,2.8845400216
FJ,1980,FALSE,4.3092862068
FR,1980,FALSE,2.7651262853
FM,1980,FALSE,
GA,1980,FALSE,2.7959378505
GB,1980,FALSE,3.0741138829
GE,1980,FALSE,
GH,1980,FALSE,1753.6666666667
GN,1980,FALSE,197.574685063
GM,1980,FALSE,16.0030859662
GW,1980,FALSE,1747.4426229508
GQ,1980,FALSE,21.0254455779
GR,1980,FALSE,20.0600522193
GD,1980,FALSE,2.8672893763
GT,1980,FALSE,24.5067965564
GY,1980,FALSE,131.2583732057
HK,1980,FALSE,4.1448915943
HN,1980,FALSE,26.3503408607
HR,1980,FALSE,
HT,1980,FALSE,48.3606602476
HU,1980,FALSE,32.5949338202
ID,1980,FALSE,19.8450089303
IO,1980,FALSE,12.3029915771
IE,1980,FALSE,3.4531041495
IR,1980,FALSE,288.1037527594
IQ,1980,FALSE,
IS,1980,FALSE,49.700379549
IL,1980,FALSE,2128.170212766
IT,1980,FALSE,4.8481910812
JM,1980,FALSE,155.0790408526
JO,1980,FALSE,4.6405855456
JP,1980,FALSE,1.2919685325
KZ,1980,FALSE,
KE,1980,FALSE,30.8972386836
KG,1980,FALSE,
KH,1980,FALSE,
KI,1980,FALSE,2.5526082739
KN,1980,FALSE,2.8499987051
KP,1980,FALSE,4.3793728625
KW,1980,FALSE,2.8471200634
LA,1980,FALSE,586.002739726
LB,1980,FALSE,2137.4666666667
LR,1980,FALSE,
LY,1980,FALSE,4.606425355
LC,1980,FALSE,2.8530710052
LK,1980,FALSE,25.888747616
LS,1980,FALSE,21.0462525958
LT,1980,FALSE,
LU,1980,FALSE,2.9296410456
LV,1980,FALSE,
MA,1980,FALSE,3.6310306297
MD,1980,FALSE,
MG,1980,FALSE,70.1406035665
MV,1980,FALSE,6.4301699287
MX,1980,FALSE,1384.2368421053
MH,1980,FALSE,
MK,1980,FALSE,
