id,year,estimate,value
AF,1980,FALSE,
AO,1980,FALSE,
AL,1980,FALSE,0.1052782724
AE,1980,FALSE,0.269735437
AR,1980,FALSE,
AM,1980,FALSE,
AG,1980,FALSE,0.3703703704
AU,1980,FALSE,1.1395123853
AT,1980,FALSE,1.0650552431
AZ,1980,FALSE,
BI,1980,FALSE,0.0111144945
BE,1980,FALSE,1.3815737311
BJ,1980,FALSE,0.0044453356
BF,1980,FALSE,0.004733807
BD,1980,FALSE,0.0647073616
BG,1980,FALSE,1026.153892094
BH,1980,FALSE,2.6511811023
BS,1980,FALSE,1
BA,1980,FALSE,
BY,1980,FALSE,
BZ,1980,FALSE,0.5
BO,1980,FALSE,
BR,1980,FALSE,
BB,1980,FALSE,0.5002426007
BN,1980,FALSE,
BT,1980,TRUE,0.127
BW,1980,FALSE,1.3362831858
CF,1980,FALSE,0.00424
CA,1980,FALSE,0.8552734119
CH,1980,FALSE,0.5967598239
CL,1980,FALSE,0.025640682
CN,1980,FALSE,0.6673792635
CI,1980,FALSE,0.0047332359
CM,1980,FALSE,0.0047800693
CD,1980,FALSE,
CG,1980,FALSE,0.0047325528
CO,1980,FALSE,0.0211505533
KM,1980,FALSE,0.004715663
CV,1980,FALSE,0.0249562868
CR,1980,FALSE,0.1166767299
CY,1980,FALSE,1.6578332033
CZ,1980,FALSE,
DE,1980,FALSE,1.0776702322
DJ,1980,FALSE,
DM,1980,FALSE,0.3678756477
DK,1980,FALSE,0.1774330258
DO,1980,FALSE,1
DZ,1980,FALSE,0.2605907692
EC,1980,FALSE,1
EG,1980,FALSE,1.4285440613
ER,1980,FALSE,
ES,1980,FALSE,2.3262864311
EE,1980,FALSE,
ET,1980,FALSE,0.4831056314
FI,1980,FALSE,1.5947159536
FJ,1980,FALSE,1.2224428997
FR,1980,FALSE,1.5544260841
FM,1980,FALSE,
GA,1980,FALSE,0.0047328186
GB,1980,FALSE,2.3262831067
GE,1980,FALSE,
GH,1980,FALSE,3707.9994897793
GN,1980,FALSE,0.0136043155
GM,1980,FALSE,0.5805422648
GW,1980,FALSE,0.0047368943
GQ,1980,FALSE,0.004818847
GR,1980,FALSE,8.0180866996
GD,1980,FALSE,0.36996337
GT,1980,FALSE,1
GY,1980,FALSE,0.3925561798
HK,1980,FALSE,0.2009590415
HN,1980,FALSE,0.5
HR,1980,FALSE,
HT,1980,FALSE,0.2000776498
HU,1980,FALSE,0.0307390113
ID,1980,FALSE,0.0015949199
IN,1980,FALSE,0.1271784576
IE,1980,FALSE,1.6207707479
IR,1980,FALSE,0.0141613181
IQ,1980,FALSE,
IS,1980,FALSE,0.2084219747
IL,1980,FALSE,194.9669439396
IT,1980,FALSE,2.2648382466
JM,1980,FALSE,0.5618838992
JO,1980,FALSE,3.3545064379
JP,1980,FALSE,0.0044103228
KZ,1980,FALSE,
KE,1980,FALSE,0.1347632109
KG,1980,FALSE,
KH,1980,FALSE,
KI,1980,FALSE,1.1470588235
KN,1980,FALSE,0.3717948718
KP,1980,FALSE,0.001646271
KW,1980,FALSE,3.6996393607
LA,1980,FALSE,0.096594189
LB,1980,FALSE,0.291
LR,1980,FALSE,
LY,1980,FALSE,3.377656345
LC,1980,FALSE,0.3718592965
LK,1980,FALSE,0.0604791492
LS,1980,FALSE,1.2843450479
LT,1980,FALSE,
LU,1980,FALSE,1.381430096
LV,1980,FALSE,
MA,1980,FALSE,0.2540210023
MD,1980,FALSE,
MG,1980,FALSE,0.0236651054
MV,1980,FALSE,0.133192389
MX,1980,FALSE,43.5849897079
MH,1980,FALSE,
MK,1980,FALSE,
ML,1980,FALSE,0.0047328004
MT,1980,FALSE,
