id,year,estimate,value
AF,1980,FALSE,
AO,1980,FALSE,
AL,1980,FALSE,
AE,1980,FALSE,3.7386206897
AR,1980,FALSE,
AM,1980,FALSE,
AG,1980,FALSE,2.7028001393
AU,1980,FALSE,3.9278937381
AT,1980,FALSE,2.2325096307
AZ,1980,FALSE,
BI,1980,FALSE,27.5938189845
BE,1980,FALSE,2.4958879519
BJ,1980,FALSE,3.4907654958
BF,1980,FALSE,3.1424521409
BD,1980,FALSE,11.0419609974
BG,1980,FALSE,4535.53125
BH,1980,FALSE,1.6813068335
BS,1980,FALSE,2.8865055661
BA,1980,FALSE,
BY,1980,FALSE,
BZ,1980,FALSE,2.3647876035
BO,1980,FALSE,
BR,1980,FALSE,386424029211.832
BB,1980,FALSE,3.9317862485
BN,1980,FALSE,
BT,1980,FALSE,10.38761
BW,1980,FALSE,20.9747792247
CF,1980,FALSE,3.5650006797
CA,1980,FALSE,2.7893135318
CH,1980,FALSE,1.8313580475
CL,1980,FALSE,23.2187863288
CN,1980,FALSE,
CI,1980,FALSE,4.1855815832
CM,1980,FALSE,4.36994764
CD,1980,FALSE,
CG,1980,FALSE,3.0963384042
CO,1980,FALSE,96.8131399317
KM,1980,FALSE,3.3318435304
CV,1980,FALSE,6.9230229176
CR,1980,FALSE,131.376729048
CY,1980,FALSE,3.1670362158
CZ,1980,FALSE,
DE,1980,FALSE,2.020482181
DJ,1980,FALSE,
DM,1980,FALSE,2.4708447786
DK,1980,FALSE,2.7289157893
DO,1980,FALSE,79.3734439834
DZ,1980,FALSE,17.8378830084
EC,1980,FALSE,1889.4210526316
EG,1980,FALSE,31.7047596607
ER,1980,FALSE,
ES,1980,FALSE,5.0973544528
EE,1980,FALSE,
ET,1980,FALSE,15.5490202054
FI,1980,FALSE,2.9484667385
FJ,1980,FALSE,4.4346264107
FR,1980,FALSE,2.7925711646
FM,1980,FALSE,
GA,1980,FALSE,2.8093749254
GB,1980,FALSE,3.1526521022
GE,1980,FALSE,
GH,1980,FALSE,1958.2631578947
GN,1980,FALSE,221.0613877225
GM,1980,FALSE,16.8418809699
GW,1980,FALSE,1761.0655737705
GQ,1980,FALSE,21.6937563053
GR,1980,FALSE,19.8751631854
GD,1980,FALSE,2.8660299635
GT,1980,FALSE,25.5711372904
GY,1980,FALSE,134.0909090909
HK,1980,FALSE,4.3243151843
HN,1980,FALSE,27.7168726033
HR,1980,FALSE,
HT,1980,FALSE,51.6376891334
HU,1980,FALSE,33.157462346
ID,1980,FALSE,21.1178805319
IO,1980,FALSE,13.4701132733
IE,1980,FALSE,3.4708648408
IR,1980,FALSE,388.0750551876
IQ,1980,FALSE,
IS,1980,FALSE,51.6235766912
IL,1980,FALSE,2160.6382978723
IT,1980,FALSE,4.910399736
JM,1980,FALSE,169.5852575488
JO,1980,FALSE,4.9004640688
JP,1980,FALSE,1.2965953421
KZ,1980,FALSE,
KE,1980,FALSE,32.6637246249
KG,1980,FALSE,
KH,1980,FALSE,
KI,1980,FALSE,2.5146754945
KN,1980,FALSE,2.8705617279
KP,1980,FALSE,4.4364003461
KW,1980,FALSE,2.9243861039
LA,1980,FALSE,623.3342465753
LB,1980,FALSE,2205.75
LR,1980,FALSE,
LY,1980,FALSE,4.7259265674
LC,1980,FALSE,2.8950939589
LK,1980,FALSE,27.6780038144
LS,1980,FALSE,22.1632999811
LT,1980,FALSE,
LU,1980,FALSE,2.9793461641
LV,1980,FALSE,
MA,1980,FALSE,3.699322992
MD,1980,FALSE,
MG,1980,FALSE,74.2265660722
MV,1980,FALSE,6.6872250038
MX,1980,FALSE,1436.8815789474
MH,1980,FALSE,
MK,1980,FALSE,
