id-to,year,debt-flow,destination-institution-type,creditor-type,creditor-institution,financing-type,id-from,value
LK,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
LK,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,625310276.6
LK,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,47991297.24
LK,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,100845656.2
LK,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,157810686.7
LK,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,336039.4698
LK,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,59856238.02
LK,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,232215954.4
LK,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,129327643.1
LK,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,34807560.05
LK,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
LK,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
LR,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,0
LR,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
LR,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,22249650.57
LR,2013,DIS,PPG,Official,Multilateral,Concessional,Other,2398956.437
LR,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
LR,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,11531699.02
LR,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
LR,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
LR,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
LR,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
LR,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
LR,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,431110.8301
LR,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,68070.13107
LR,2013,INT,PPG,Official,Multilateral,Concessional,IDA,409452.152
LR,2013,INT,PPG,Official,Multilateral,Concessional,Other,439361.7551
LR,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
LR,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,235151.3619
LR,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
LR,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
LR,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
LR,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
LR,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
LR,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,672450.3857
LR,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,1067463.419
LR,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,409452.152
LR,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,2800157.664
LR,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
LR,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,779712.4104
LR,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
LR,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,0
LR,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
LR,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
LR,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
LS,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,10920993.35
LS,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
LS,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,1003463.098
LS,2013,DIS,PPG,Official,Multilateral,Concessional,Other,4114739.166
LS,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
LS,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,19683730.35
LS,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
LS,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
LS,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
LS,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
LS,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
LS,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,1529515.565
LS,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,136917.7656
LS,2013,INT,PPG,Official,Multilateral,Concessional,IDA,2089797.475
LS,2013,INT,PPG,Official,Multilateral,Concessional,Other,2199691.997
LS,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,900.7747735
LS,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,2244730.736
LS,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
LS,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,667474.1072
LS,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,6305.423415
LS,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
LS,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
LS,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,6796345.666
LS,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,366615.3328
LS,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,10359810.67
LS,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,9636488.527
LS,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,327882.0176
LS,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,5338892.083
LS,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
LS,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,844025.9628
LS,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,93680.57645
LS,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
LS,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
MA,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,606528412
MA,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,14805540.66
MA,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
MA,2013,DIS,PPG,Official,Multilateral,Concessional,Other,348750040.9
MA,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,1344783009
MA,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,1121529459
MA,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,790837938.6
MA,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,438383612.8
MA,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
MA,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
MA,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,3246845261
MA,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,198273615.7
MA,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,10836588.66
MA,2013,INT,PPG,Official,Multilateral,Concessional,IDA,78029.34327
MA,2013,INT,PPG,Official,Multilateral,Concessional,Other,225998284.9
MA,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,60912446.93
MA,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,200528031.1
MA,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,137529880.9
MA,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,117283375.2
MA,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,4914794.176
MA,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
MA,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,113317586.5
MA,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,773885536.5
MA,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,50430153.67
MA,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,1505755.435
MA,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,443372218.5
MA,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,235586404.1
MA,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,833689755.9
MA,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,137529880.9
MA,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,362412557.1
MA,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,37893790.67
MA,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
MA,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,2408861782
MD,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,0
MD,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
MD,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,35005941.62
MD,2013,DIS,PPG,Official,Multilateral,Concessional,Other,15478097.87
MD,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
MD,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,53539536.38
MD,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
MD,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,7394037.925
MD,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,9275615.554
MD,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
MD,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,632326924.2
MD,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,4156666.221
MD,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,2495542.913
MD,2013,INT,PPG,Official,Multilateral,Concessional,IDA,4334131.95
MD,2013,INT,PPG,Official,Multilateral,Concessional,Other,1330441.827
MD,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,559953.9752
MD,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,3767564.345
MD,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
MD,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,976612.6418
MD,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,31965.87654
MD,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
MD,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,54283569.72
MD,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,17323300.54
MD,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,19104571.45
MD,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,9952410.319
MD,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,3008099.209
MD,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,22260375.06
MD,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,19235741.77
MD,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
MD,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,11433863.36
MD,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,7437026.517
MD,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
MD,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,560403702
ME,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,22668656.34
ME,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,4086243.77
ME,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,1244518.444
ME,2013,DIS,PPG,Official,Multilateral,Concessional,Other,0
ME,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,11975681.99
ME,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,45873084.61
ME,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,120664374.9
ME,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,135746860.1
ME,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,44117504.9
ME,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
ME,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,22204769.95
ME,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,8538654.52
ME,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,4769156.418
ME,2013,INT,PPG,Official,Multilateral,Concessional,IDA,725594.6882
ME,2013,INT,PPG,Official,Multilateral,Concessional,Other,1858915.184
ME,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,5321776.521
ME,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,14019927.09
ME,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,43439085.09
ME,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,29302344
ME,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
ME,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
ME,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,1187234.652
ME,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,38973195.81
ME,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,15855254.83
ME,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,3665039.423
ME,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,7368268.041
ME,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,21006303.19
ME,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,36366221.7
ME,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,43439085.09
ME,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,219736130.1
ME,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
ME,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
ME,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,17454708.13
MG,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,14927249.9
MG,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
MG,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,92028077.39
MG,2013,DIS,PPG,Official,Multilateral,Concessional,Other,46042941
MG,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
MG,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,74620.48462
MG,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
MG,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,3058388.877
MG,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
MG,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
MG,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
MG,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,3212884.81
MG,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,16815.88386
MG,2013,INT,PPG,Official,Multilateral,Concessional,IDA,9802609.297
MG,2013,INT,PPG,Official,Multilateral,Concessional,Other,4398404.622
MG,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
MG,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,5254.963706
MG,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
MG,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,22070.84756
MG,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
MG,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
MG,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,53600.6298
MG,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,14892567.14
MG,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,1192876.761
MG,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,17550527.78
MG,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,22603700.88
MG,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
MG,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,705216.1293
MG,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
MG,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,53600.6298
MG,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
MG,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
MG,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,608524.7971
MK,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,54918379.84
MK,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
MK,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
MK,2013,DIS,PPG,Official,Multilateral,Concessional,Other,25063737.54
MK,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,79847343.1
MK,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,166299695.6
MK,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
MK,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,410598401.2
MK,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,5517188.384
MK,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
MK,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,394768841.2
MK,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,3184309.775
MK,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,975509.0746
MK,2013,INT,PPG,Official,Multilateral,Concessional,IDA,2723296.167
MK,2013,INT,PPG,Official,Multilateral,Concessional,Other,1406572.843
MK,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,2376733.732
MK,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,9540093.68
MK,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,22375739.4
MK,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,25318311.18
MK,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,27810.56572
MK,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
MK,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,57242701.35
MK,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,10929552.33
MK,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,15459465.63
MK,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,15165315.42
MK,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,17338818.09
MK,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,33479642.58
MK,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,133436164
MK,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,273738328.8
MK,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,56429777.12
MK,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,6047728.407
MK,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
MK,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,348316639.3
ML,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,55798009.06
ML,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
ML,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,162557987.5
ML,2013,DIS,PPG,Official,Multilateral,Concessional,Other,112153043.3
ML,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
ML,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,9612663.283
ML,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
ML,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,348008.1189
ML,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
ML,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
ML,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
ML,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,10222738.49
ML,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
ML,2013,INT,PPG,Official,Multilateral,Concessional,IDA,8481636.897
ML,2013,INT,PPG,Official,Multilateral,Concessional,Other,9830168.357
ML,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
ML,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,261006.0891
ML,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
ML,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,149601.0511
ML,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
ML,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
ML,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
ML,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,29730291.15
ML,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
ML,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,13344201.56
ML,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,51338624.53
ML,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
ML,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,1098135.375
ML,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
ML,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,1609537.55
ML,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
ML,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
ML,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
MM,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,0
MM,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
MM,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,398071139.1
MM,2013,DIS,PPG,Official,Multilateral,Concessional,Other,485277658
MM,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
MM,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,0
MM,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
MM,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
MM,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
MM,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
MM,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
MM,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,677357.9755
MM,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
MM,2013,INT,PPG,Official,Multilateral,Concessional,IDA,85473279.44
MM,2013,INT,PPG,Official,Multilateral,Concessional,Other,83881393.33
MM,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
MM,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,0
MM,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
MM,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
MM,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
MM,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
MM,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
MM,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,677357.9755
MM,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
MM,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,399158327.1
MM,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,494983609.6
MM,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
MM,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,0
MM,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
MM,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,0
MM,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
MM,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
MM,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
MN,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,418143226.8
MN,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
MN,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,10951188.25
MN,2013,DIS,PPG,Official,Multilateral,Concessional,Other,20793659.27
MN,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
MN,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,0
MN,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
MN,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
MN,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
MN,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
MN,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,3416524574
MN,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,11344251.84
MN,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
MN,2013,INT,PPG,Official,Multilateral,Concessional,IDA,3452209.983
MN,2013,INT,PPG,Official,Multilateral,Concessional,Other,7132714.473
MN,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
MN,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,0
MN,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,37376773.75
MN,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
MN,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
MN,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,78166054.1
MN,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,255929061
