id-to,year,debt-flow,destination-institution-type,creditor-type,creditor-institution,financing-type,id-from,value
EG,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
EG,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,25606170.75
ER,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,20278546.91
ER,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,1040.779456
ER,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
ER,2013,DIS,PPG,Official,Multilateral,Concessional,Other,7542528.715
ER,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
ER,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,0
ER,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
ER,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
ER,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
ER,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
ER,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
ER,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,3791559.557
ER,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,939823.8484
ER,2013,INT,PPG,Official,Multilateral,Concessional,IDA,0
ER,2013,INT,PPG,Official,Multilateral,Concessional,Other,1698552.071
ER,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
ER,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,9367.0151
ER,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
ER,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
ER,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,198788.876
ER,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
ER,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
ER,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,31874911.61
ER,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,42571002.07
ER,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,0
ER,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,16146652.47
ER,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
ER,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,259154.0844
ER,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
ER,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,0
ER,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,198788.876
ER,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
ER,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
ET,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,681415917.5
ET,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
ET,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,847167476.9
ET,2013,DIS,PPG,Official,Multilateral,Concessional,Other,344221362.4
ET,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
ET,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,0
ET,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
ET,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,381507656.3
ET,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,124231138.2
ET,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
ET,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
ET,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,54963353.89
ET,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,2329711.801
ET,2013,INT,PPG,Official,Multilateral,Concessional,IDA,22355319.62
ET,2013,INT,PPG,Official,Multilateral,Concessional,Other,13328925.6
ET,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
ET,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,2127472.989
ET,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
ET,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,29213594.61
ET,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,33334706.08
ET,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
ET,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
ET,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,165846730.6
ET,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,7856581.285
ET,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,34733524.53
ET,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,29968024.69
ET,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
ET,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,17263660.13
ET,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
ET,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,166988785
ET,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,233676041.8
ET,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
ET,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
FJ,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,45395754.32
FJ,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
FJ,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
FJ,2013,DIS,PPG,Official,Multilateral,Concessional,Other,0
FJ,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
FJ,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,16779286.59
FJ,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
FJ,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
FJ,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
FJ,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
FJ,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,25724.05499
FJ,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,4359712.839
FJ,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
FJ,2013,INT,PPG,Official,Multilateral,Concessional,IDA,0
FJ,2013,INT,PPG,Official,Multilateral,Concessional,Other,0
FJ,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
FJ,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,1165814.172
FJ,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,23151649.49
FJ,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
FJ,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
FJ,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
FJ,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,10289.622
FJ,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,9963440.978
FJ,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
FJ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,0
FJ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,0
FJ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
FJ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,11011953.46
FJ,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,23151649.49
FJ,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,0
FJ,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
FJ,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
FJ,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,72027.35397
GA,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,236685451.3
GA,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,16278734.15
GA,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
GA,2013,DIS,PPG,Official,Multilateral,Concessional,Other,19998389.62
GA,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,4703518.147
GA,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,37266100.08
GA,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,1534089415
GA,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,299302890.4
GA,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,2336929.543
GA,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
GA,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
GA,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,20391116.51
GA,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,240340.6751
GA,2013,INT,PPG,Official,Multilateral,Concessional,IDA,0
GA,2013,INT,PPG,Official,Multilateral,Concessional,Other,3952837.06
GA,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,257727.0218
GA,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,6956584.135
GA,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,195845945.7
GA,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,24188499.17
GA,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,43977.2299
GA,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
GA,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
GA,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,30600992.93
GA,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,1685452.904
GA,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,0
GA,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,12437374.25
GA,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,4191132.283
GA,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,47892226.09
GA,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,867282110
GA,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,165021998.4
GA,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,19526912.8
GA,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
GA,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
GD,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,15507449.86
GD,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
GD,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,6481080.213
GD,2013,DIS,PPG,Official,Multilateral,Concessional,Other,6345648.484
GD,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
GD,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,895296.7721
GD,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
GD,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
GD,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
GD,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
GD,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
GD,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,1073115.531
GD,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
GD,2013,INT,PPG,Official,Multilateral,Concessional,IDA,383550.9266
GD,2013,INT,PPG,Official,Multilateral,Concessional,Other,4010226.535
GD,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,302912.1873
GD,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,272931.1176
GD,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,5169.149954
GD,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
GD,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
GD,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
GD,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
GD,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,20613536.19
GD,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
GD,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,1092758.3
GD,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,9646667.645
GD,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,1747172.685
GD,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,2828558.855
GD,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,5169.149954
GD,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,0
GD,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
GD,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
GD,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
GE,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,71880501.67
GE,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
GE,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,67144951.08
GE,2013,DIS,PPG,Official,Multilateral,Concessional,Other,47209826.15
GE,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,45195228.43
GE,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,81172378.42
GE,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
GE,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,5626880.696
GE,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
GE,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,143762920.2
GE,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,860969293.3
GE,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,14147229.77
GE,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,5776394.133
GE,2013,INT,PPG,Official,Multilateral,Concessional,IDA,10619287.7
GE,2013,INT,PPG,Official,Multilateral,Concessional,Other,3487688.444
GE,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,2884842.598
GE,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,4265925.052
GE,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,75407485.32
GE,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,7729653.009
GE,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
GE,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,66847841.05
GE,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,158828315.8
GE,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,42965944.75
GE,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,5776394.133
GE,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,28416178.8
GE,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,3975523.953
GE,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,2884842.598
GE,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,10721838.59
GE,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,137465145.9
GE,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,120355441.5
GE,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
GE,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,66847841.05
GE,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,831465308.4
GH,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,542791347.4
GH,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
GH,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,326156799
GH,2013,DIS,PPG,Official,Multilateral,Concessional,Other,79094487.86
GH,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
GH,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,0
GH,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,1053301122
GH,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,573333920
GH,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,381833243
GH,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
GH,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
GH,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,82356561.43
GH,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,4636631.539
GH,2013,INT,PPG,Official,Multilateral,Concessional,IDA,19880005.38
GH,2013,INT,PPG,Official,Multilateral,Concessional,Other,10658354.05
GH,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
GH,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,1716880.829
GH,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,57322753.66
GH,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,56696039.5
GH,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,45344613.3
GH,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
GH,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
GH,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,188536687.6
GH,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,35683735.41
GH,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,30011708.87
GH,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,24749416.46
GH,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
GH,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,11574726.03
GH,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,288511816.9
GH,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,239325814.4
GH,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,53565628.56
GH,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
GH,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
GM,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,14052432
GM,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
GM,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
GM,2013,DIS,PPG,Official,Multilateral,Concessional,Other,18774219.89
GM,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
GM,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,0
GM,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
GM,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,2748596.3
GM,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
GM,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
GM,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
GM,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,1817577.107
GM,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
GM,2013,INT,PPG,Official,Multilateral,Concessional,IDA,409043.7716
GM,2013,INT,PPG,Official,Multilateral,Concessional,Other,2158150.508
GM,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
GM,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,0
GM,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
GM,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,121823.9059
GM,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
GM,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
GM,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
GM,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,9721903.38
GM,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
GM,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,1458329.968
GM,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,9160802.032
GM,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
GM,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,0
GM,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
GM,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,2063003.37
GM,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
GM,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
GM,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
GN,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,353759.0503
GN,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
GN,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,11782733.67
GN,2013,DIS,PPG,Official,Multilateral,Concessional,Other,44000380.19
GN,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
GN,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,1112423.038
GN,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
GN,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
GN,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
GN,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
GN,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
GN,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,447526.5094
GN,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
GN,2013,INT,PPG,Official,Multilateral,Concessional,IDA,1314875.506
GN,2013,INT,PPG,Official,Multilateral,Concessional,Other,5938250.564
GN,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
GN,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,1762402.016
GN,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
GN,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
GN,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
GN,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
GN,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
GN,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,7032559.433
GN,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
GN,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,3917988.036
GN,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,36033342.78
GN,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
GN,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,16084315.86
GN,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
GN,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,0
GN,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
GN,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
GN,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
GT,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,46387053.77
GT,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
GT,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
GT,2013,DIS,PPG,Official,Multilateral,Concessional,Other,111142086.8
GT,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,244574595.3
GT,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,296797098.5
GT,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,725802173.5
GT,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,18397011.38
GT,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
GT,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
GT,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,2056283617
GT,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,5179116.938
GT,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,13479.18322
GT,2013,INT,PPG,Official,Multilateral,Concessional,IDA,0
GT,2013,INT,PPG,Official,Multilateral,Concessional,Other,16201978.23
GT,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,55761307.27
GT,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,137355987.6
GT,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,87224831.49
GT,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,137902.413
GT,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
GT,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,27294309.16
GT,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,294353218.9
GT,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,26810095.43
GT,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,47695.5714
GT,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,0
GT,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,49120217.38
GT,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,140501821.6
GT,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,304927119.7
GT,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,398282905.8
GT,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,137902.413
GT,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
GT,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,27294309.16
GT,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,323363531.8
