country-id,year,long-debt-usd-2012,,,,,,,,
 KE ,2007,,,,,,,,,
 KE ,2008,7687408,,,,,,,,
 KE ,2009,31478669,,,,,,,,
 KE ,2010,13310948,,,,,,,,
 KE ,2011,26617029,,,,,,,,
 KE ,2012,677143000,,,,,,,,
 KG ,2000,499711881,,,,,,,,
 KG ,2001,33618023,,,,,,,,
 KG ,2002,169499936,,,,,,,,
 KG ,2003,79887891,,,,,,,,
 KG ,2004,75856340,,,,,,,,
 KG ,2005,115638827,,,,,,,,
 KG ,2006,282185111,,,,,,,,
 KG ,2007,317896708,,,,,,,,
 KG ,2008,989317666,,,,,,,,
 KG ,2009,857326906,,,,,,,,
 KG ,2010,876289782,,,,,,,,
 KG ,2011,802025790,,,,,,,,
 KG ,2012,853450892,,,,,,,,
 KH ,2000,,,,,,,,,
 KH ,2001,,,,,,,,,
 KH ,2002,,,,,,,,,
 KH ,2003,,,,,,,,,
 KH ,2004,247460876,,,,,,,,
 KH ,2005,237312970,,,,,,,,
 KH ,2006,207247858,,,,,,,,
 KH ,2007,193453666,,,,,,,,
 KH ,2008,428494509,,,,,,,,
 KH ,2009,234199112,,,,,,,,
 KH ,2010,378563298,,,,,,,,
 KH ,2011,412273739,,,,,,,,
 KH ,2012,778683754,,,,,,,,
 KZ ,2000,12886113552,,,,,,,,
 KZ ,2001,19185602583,,,,,,,,
 KZ ,2002,19492068738,,,,,,,,
 KZ ,2003,28093694215,,,,,,,,
 KZ ,2004,44164802134,,,,,,,,
 KZ ,2005,39702936014,,,,,,,,
 KZ ,2006,68717772575,,,,,,,,
 KZ ,2007,68205912732,,,,,,,,
 KZ ,2008,50590864929,,,,,,,,
 KZ ,2009,43359470810,,,,,,,,
 KZ ,2010,53016972128,,,,,,,,
 KZ ,2011,32798124926,,,,,,,,
 KZ ,2012,31913602000,,,,,,,,
 LA ,2000,,,,,,,,,
 LA ,2001,,,,,,,,,
 LA ,2002,391857437,,,,,,,,
 LA ,2003,69518200,,,,,,,,
 LA ,2004,419069773,,,,,,,,
 LA ,2005,927195086,,,,,,,,
 LA ,2006,598252068,,,,,,,,
 LA ,2007,1571903142,,,,,,,,
 LA ,2008,966276296,,,,,,,,
 LA ,2009,778139633,,,,,,,,
 LA ,2010,267047723,,,,,,,,
 LA ,2011,640264483,,,,,,,,
 LA ,2012,450000000,,,,,,,,
 LB ,2000,3418352661,,,,,,,,
 LB ,2001,4757603083,,,,,,,,
 LB ,2002,7756908770,,,,,,,,
 LB ,2003,3404259096,,,,,,,,
 LB ,2004,7363743491,,,,,,,,
 LB ,2005,4245973546,,,,,,,,
 LB ,2006,5058176220,,,,,,,,
 LB ,2007,3968847499,,,,,,,,
 LB ,2008,2735322735,,,,,,,,
 LB ,2009,3364546730,,,,,,,,
 LB ,2010,2099886906,,,,,,,,
 LB ,2011,4147269557,,,,,,,,
 LB ,2012,5991380000,,,,,,,,
 LC ,2000,67485468,,,,,,,,
 LC ,2001,18992486,,,,,,,,
 LC ,2002,42142805,,,,,,,,
 LC ,2003,20349140,,,,,,,,
 LC ,2004,,,,,,,,,
 LC ,2005,,,,,,,,,
 LC ,2006,5269423,,,,,,,,
 LC ,2007,,,,,,,,,
 LC ,2008,,,,,,,,,
 LC ,2009,3815822,,,,,,,,
 LC ,2010,38306089,,,,,,,,
 LC ,2011,20597879,,,,,,,,
 LC ,2012,,,,,,,,,
 LK ,2000,734649815,,,,,,,,
 LK ,2001,213263358,,,,,,,,
 LK ,2002,1184395841,,,,,,,,
 LK ,2003,265617419,,,,,,,,
 LK ,2004,295220570,,,,,,,,
 LK ,2005,1441782580,,,,,,,,
 LK ,2006,1513499073,,,,,,,,
 LK ,2007,2284578372,,,,,,,,
 LK ,2008,508695656,,,,,,,,
 LK ,2009,2510504137,,,,,,,,
 LK ,2010,3214055002,,,,,,,,
 LK ,2011,2823186948,,,,,,,,
 LK ,2012,3312406967,,,,,,,,
 LS ,2000,130567034,,,,,,,,
 LS ,2001,5023637,,,,,,,,
 LS ,2002,115339034,,,,,,,,
 LS ,2003,3882513,,,,,,,,
 LS ,2004,,,,,,,,,
 LS ,2005,25981721,,,,,,,,
 LS ,2006,34900705,,,,,,,,
 LS ,2007,43926198,,,,,,,,
 LS ,2008,55642267,,,,,,,,
 LS ,2009,44216546,,,,,,,,
 LS ,2010,,,,,,,,,
 LS ,2011,,,,,,,,,
 LS ,2012,,,,,,,,,
 MA ,2000,2435271294,,,,,,,,
 MA ,2001,1865917823,,,,,,,,
 MA ,2002,1270989754,,,,,,,,
 MA ,2003,2895309814,,,,,,,,
 MA ,2004,1438763208,,,,,,,,
 MA ,2005,2894852535,,,,,,,,
 MA ,2006,2794062000,,,,,,,,
 MA ,2007,4104089007,,,,,,,,
 MA ,2008,4200898729,,,,,,,,
 MA ,2009,4300355581,,,,,,,,
 MA ,2010,4902547093,,,,,,,,
 MA ,2011,4244990495,,,,,,,,
 MA ,2012,6198912589,,,,,,,,
 MD ,2000,363844331,,,,,,,,
 MD ,2001,190884413,,,,,,,,
 MD ,2002,260522468,,,,,,,,
 MD ,2003,183106882,,,,,,,,
 MD ,2004,410414352,,,,,,,,
 MD ,2005,414848421,,,,,,,,
 MD ,2006,591609847,,,,,,,,
 MD ,2007,777943168,,,,,,,,
 MD ,2008,486420056,,,,,,,,
 MD ,2009,286929713,,,,,,,,
 MD ,2010,443203642,,,,,,,,
 MD ,2011,470555344,,,,,,,,
 MD ,2012,526688000,,,,,,,,
 ME ,2000,,,,,,,,,
 ME ,2001,,,,,,,,,
 ME ,2002,,,,,,,,,
 ME ,2003,,,,,,,,,
 ME ,2004,,,,,,,,,
 ME ,2005,,,,,,,,,
 ME ,2006,114676948,,,,,,,,
 ME ,2007,78413186,,,,,,,,
 ME ,2008,3287017,,,,,,,,
 ME ,2009,177541366,,,,,,,,
 ME ,2010,352531714,,,,,,,,
 ME ,2011,608592312,,,,,,,,
 ME ,2012,364342000,,,,,,,,
 MG ,2000,,,,,,,,,
 MG ,2001,,,,,,,,,
 MG ,2002,,,,,,,,,
 MG ,2003,,,,,,,,,
 MG ,2004,846534583,,,,,,,,
 MG ,2005,,,,,,,,,
 MG ,2006,437251553,,,,,,,,
 MG ,2007,,,,,,,,,
 MG ,2008,3620714,,,,,,,,
 MG ,2009,1775365,,,,,,,,
 MG ,2010,73074,,,,,,,,
 MG ,2011,20542,,,,,,,,
 MG ,2012,138482869,,,,,,,,
 MK ,2000,111948610,,,,,,,,
 MK ,2001,174544854,,,,,,,,
 MK ,2002,448770529,,,,,,,,
 MK ,2003,312268573,,,,,,,,
 MK ,2004,367559451,,,,,,,,
 MK ,2005,279185851,,,,,,,,
 MK ,2006,398263262,,,,,,,,
 MK ,2007,427432596,,,,,,,,
 MK ,2008,605403246,,,,,,,,
 MK ,2009,885912192,,,,,,,,
 MK ,2010,405599602,,,,,,,,
 MK ,2011,741405844,,,,,,,,
 MK ,2012,637435853,,,,,,,,
 ML ,2000,219296422,,,,,,,,
 ML ,2001,,,,,,,,,
 ML ,2002,,,,,,,,,
 ML ,2003,343339164,,,,,,,,
 ML ,2004,249988386,,,,,,,,
 ML ,2005,407030318,,,,,,,,
 ML ,2006,2019481,,,,,,,,
 ML ,2007,314594803,,,,,,,,
 ML ,2008,245316865,,,,,,,,
 ML ,2009,527492704,,,,,,,,
 ML ,2010,7534,,,,,,,,
 ML ,2011,9768,,,,,,,,
 ML ,2012,275319870,,,,,,,,
 MN ,2000,,,,,,,,,
 MN ,2001,,,,,,,,,
 MN ,2002,264122233,,,,,,,,
 MN ,2003,,,,,,,,,
 MN ,2004,,,,,,,,,
 MN ,2005,206175816,,,,,,,,
 MN ,2006,166382655,,,,,,,,
 MN ,2007,270231412,,,,,,,,
 MN ,2008,61840055,,,,,,,,
 MN ,2009,43084622,,,,,,,,
 MN ,2010,214847840,,,,,,,,
 MN ,2011,41644587,,,,,,,,
 MN ,2012,2618019000,,,,,,,,
 MR ,2000,258744044,,,,,,,,
 MR ,2001,4533916,,,,,,,,
 MR ,2002,8442317,,,,,,,,
 MR ,2003,242329329,,,,,,,,
 MR ,2004,219530210,,,,,,,,
 MR ,2005,228523164,,,,,,,,
 MR ,2006,213988688,,,,,,,,
 MR ,2007,218723725,,,,,,,,
 MR ,2008,289562789,,,,,,,,
 MR ,2009,458391204,,,,,,,,
 MR ,2010,416806967,,,,,,,,
 MR ,2011,,,,,,,,,
 MR ,2012,,,,,,,,,
 MU ,2000,199084114,,,,,,,,
 MU ,2001,114369066,,,,,,,,
 MU ,2002,277641795,,,,,,,,
 MU ,2003,155575697,,,,,,,,
 MU ,2004,57122020,,,,,,,,
 MU ,2005,181200284,,,,,,,,
 MU ,2006,40303324,,,,,,,,
 MU ,2007,35585144,,,,,,,,
 MU ,2008,28480085,,,,,,,,
 MU ,2009,102160069,,,,,,,,
 MU ,2010,105907651,,,,,,,,
 MU ,2011,328141354,,,,,,,,
 MU ,2012,50609000,,,,,,,,
 MV ,2000,16882330,,,,,,,,
 MV ,2001,13345546,,,,,,,,
 MV ,2002,56261822,,,,,,,,
 MV ,2003,7629133,,,,,,,,
 MV ,2004,95353503,,,,,,,,
 MV ,2005,21147535,,,,,,,,
 MV ,2006,94411455,,,,,,,,
 MV ,2007,115790997,,,,,,,,
 MV ,2008,150639775,,,,,,,,
 MV ,2009,144921879,,,,,,,,
 MV ,2010,155099788,,,,,,,,
 MV ,2011,125359101,,,,,,,,
 MV ,2012,113285959,,,,,,,,
 MW ,2000,,,,,,,,,
 MW ,2001,,,,,,,,,
 MW ,2002,,,,,,,,,
 MW ,2003,,,,,,,,,
 MW ,2004,88815455,,,,,,,,
 MW ,2005,,,,,,,,,
 MW ,2006,,,,,,,,,
 MW ,2007,,,,,,,,,
 MW ,2008,,,,,,,,,
 MW ,2009,78551046,,,,,,,,
 MW ,2010,58869886,,,,,,,,
 MW ,2011,151799553,,,,,,,,
 MW ,2012,,,,,,,,,
 MX ,2000,40259359025,,,,,,,,
 MX ,2001,54050486611,,,,,,,,
 MX ,2002,26727736547,,,,,,,,
 MX ,2003,30829762488,,,,,,,,
 MX ,2004,43972255126,,,,,,,,
 MX ,2005,30469026792,,,,,,,,
 MX ,2006,31693152976,,,,,,,,
 MX ,2007,40856881291,,,,,,,,
 MX ,2008,30745581058,,,,,,,,
 MX ,2009,32767389608,,,,,,,,
 MX ,2010,50896270734,,,,,,,,
 MX ,2011,53765931682,,,,,,,,
 MX ,2012,95309248000,,,,,,,,
 MY ,2000,11077015329,,,,,,,,
 MY ,2001,13551435337,,,,,,,,
 MY ,2002,14363690135,,,,,,,,
 MY ,2003,8510784100,,,,,,,,
 MY ,2004,13104629103,,,,,,,,
 MY ,2005,9290341088,,,,,,,,
 MY ,2006,10277713713,,,,,,,,
 MY ,2007,7214153183,,,,,,,,
 MY ,2008,5703898564,,,,,,,,
 MY ,2009,10469554111,,,,,,,,
 MY ,2010,16296975714,,,,,,,,
 MY ,2011,12819412677,,,,,,,,
 MY ,2012,14811964000,,,,,,,,
 MZ ,2000,,,,,,,,,
 MZ ,2001,,,,,,,,,
 MZ ,2002,,,,,,,,,
 MZ ,2003,341404406,,,,,,,,
 MZ ,2004,,,,,,,,,
 MZ ,2005,,,,,,,,,
 MZ ,2006,,,,,,,,,
 MZ ,2007,7801970,,,,,,,,
 MZ ,2008,2052370,,,,,,,,
 MZ ,2009,26840964,,,,,,,,
 MZ ,2010,102620194,,,,,,,,
 MZ ,2011,160359455,,,,,,,,
 MZ ,2012,31271000,,,,,,,,
 NE ,2000,,,,,,,,,
 NE ,2001,,,,,,,,,
 NE ,2002,283027268,,,,,,,,
 NE ,2003,,,,,,,,,
 NE ,2004,,,,,,,,,
 NE ,2005,,,,,,,,,
 NE ,2006,,,,,,,,,
 NE ,2007,,,,,,,,,
 NE ,2008,97107849,,,,,,,,
 NE ,2009,215111407,,,,,,,,
 NE ,2010,291059548,,,,,,,,
 NE ,2011,707841577,,,,,,,,
 NE ,2012,,,,,,,,,
 NG ,2000,,,,,,,,,
 NG ,2001,,,,,,,,,
 NG ,2002,,,,,,,,,
 NG ,2003,2773006,,,,,,,,
 NG ,2004,74638525,,,,,,,,
 NG ,2005,49988032,,,,,,,,
 NG ,2006,120147823,,,,,,,,
 NG ,2007,20353525,,,,,,,,
 NG ,2008,22519301,,,,,,,,
 NG ,2009,,,,,,,,,
 NG ,2010,,,,,,,,,
 NG ,2011,998746323,,,,,,,,
 NG ,2012,1154967227,,,,,,,,
 NI ,2000,400281591,,,,,,,,
 NI ,2001,109042832,,,,,,,,
 NI ,2002,93355014,,,,,,,,
 NI ,2003,104543654,,,,,,,,
 NI ,2004,92999657,,,,,,,,
 NI ,2005,79254700,,,,,,,,
 NI ,2006,,,,,,,,,
 NI ,2007,1112299833,,,,,,,,
 NI ,2008,863257205,,,,,,,,
 NI ,2009,600827985,,,,,,,,
 NI ,2010,1012351620,,,,,,,,
 NI ,2011,1198974111,,,,,,,,
 NI ,2012,936288000,,,,,,,,
 NP ,2000,,,,,,,,,
 NP ,2001,,,,,,,,,
 NP ,2002,,,,,,,,,
 NP ,2003,,,,,,,,,
 NP ,2004,211880408,,,,,,,,
 NP ,2005,330833610,,,,,,,,
 NP ,2006,,,,,,,,,
 NP ,2007,318962,,,,,,,,
 NP ,2008,,,,,,,,,
 NP ,2009,149896014,,,,,,,,
 NP ,2010,,,,,,,,,
 NP ,2011,164569135,,,,,,,,
 NP ,2012,159851856,,,,,,,,
 PA ,2000,854231637,,,,,,,,
 PA ,2001,955193678,,,,,,,,
 PA ,2002,1572934906,,,,,,,,
 PA ,2003,737799253,,,,,,,,
 PA ,2004,655233094,,,,,,,,
 PA ,2005,1898862710,,,,,,,,
 PA ,2006,3527625107,,,,,,,,
 PA ,2007,577362115,,,,,,,,
 PA ,2008,513448078,,,,,,,,
 PA ,2009,1610341193,,,,,,,,
 PA ,2010,5407612,,,,,,,,
 PA ,2011,972602027,,,,,,,,
 PA ,2012,915410000,,,,,,,,
 PE ,2000,1160579182,,,,,,,,
 PE ,2001,3242197822,,,,,,,,
 PE ,2002,5641300941,,,,,,,,
 PE ,2003,4053804881,,,,,,,,
 PE ,2004,4459625059,,,,,,,,
 PE ,2005,4285152997,,,,,,,,
 PE ,2006,1979261486,,,,,,,,
 PE ,2007,8119309023,,,,,,,,
 PE ,2008,4376392669,,,,,,,,
 PE ,2009,4504683633,,,,,,,,
 PE ,2010,7649095687,,,,,,,,
 PE ,2011,2534187897,,,,,,,,
 PE ,2012,6417975000,,,,,,,,
 PG ,2000,117935991,,,,,,,,
 PG ,2001,110368493,,,,,,,,
 PG ,2002,75847000,,,,,,,,
 PG ,2003,238404096,,,,,,,,
 PG ,2004,106219793,,,,,,,,
 PG ,2005,565357528,,,,,,,,
 PG ,2006,384068104,,,,,,,,
 PG ,2007,941714256,,,,,,,,
 PG ,2008,1279173792,,,,,,,,
 PG ,2009,699971287,,,,,,,,
 PG ,2010,4056121047,,,,,,,,
 PG ,2011,8770382092,,,,,,,,
 PG ,2012,10734695000,,,,,,,,
 PH ,2000,7390849177,,,,,,,,
 PH ,2001,12551178172,,,,,,,,
 PH ,2002,9972721188,,,,,,,,
 PH ,2003,14016253583,,,,,,,,
 PH ,2004,14894001355,,,,,,,,
 PH ,2005,7581663814,,,,,,,,
 PH ,2006,13026466164,,,,,,,,
 PH ,2007,2864614244,,,,,,,,
 PH ,2008,3395155098,,,,,,,,
 PH ,2009,7997828407,,,,,,,,
 PH ,2010,10821967514,,,,,,,,
 PH ,2011,6526858561,,,,,,,,
 PH ,2012,4324871000,,,,,,,,
 PK ,2000,2757369539,,,,,,,,
 PK ,2001,793529638,,,,,,,,
 PK ,2002,572735237,,,,,,,,
 PK ,2003,185189352,,,,,,,,
 PK ,2004,1336290329,,,,,,,,
 PK ,2005,4122868376,,,,,,,,
 PK ,2006,4884156291,,,,,,,,
 PK ,2007,1631831417,,,,,,,,
 PK ,2008,4253661589,,,,,,,,
 PK ,2009,5284673202,,,,,,,,
 PK ,2010,7828609696,,,,,,,,
 PK ,2011,3189803548,,,,,,,,
 PK ,2012,2311891208,,,,,,,,
 PY ,2000,,,,,,,,,
 PY ,2001,18104897,,,,,,,,
 PY ,2002,597888693,,,,,,,,
 PY ,2003,367964703,,,,,,,,
 PY ,2004,578068818,,,,,,,,
 PY ,2005,455710138,,,,,,,,
 PY ,2006,167803852,,,,,,,,
 PY ,2007,144265288,,,,,,,,
 PY ,2008,216271044,,,,,,,,
 PY ,2009,323497701,,,,,,,,
 PY ,2010,612099870,,,,,,,,
 PY ,2011,365038014,,,,,,,,
 PY ,2012,891000000,,,,,,,,
 RO ,2000,9225886182,,,,,,,,
 RO ,2001,9285558814,,,,,,,,
 RO ,2002,12642679027,,,,,,,,
 RO ,2003,10380634503,,,,,,,,
 RO ,2004,14422721133,,,,,,,,
 RO ,2005,18828848897,,,,,,,,
 RO ,2006,14264611769,,,,,,,,
 RO ,2007,20418512993,,,,,,,,
 RO ,2008,28339717238,,,,,,,,
 RO ,2009,23473005611,,,,,,,,
 RO ,2010,17401982928,,,,,,,,
 RO ,2011,16335970022,,,,,,,,
 RO ,2012,20895504000,,,,,,,,
 RS ,2000,681169327,,,,,,,,
 RS ,2001,456763973,,,,,,,,
 RS ,2002,534476682,,,,,,,,
 RS ,2003,956789575,,,,,,,,
 RS ,2004,2123068428,,,,,,,,
 RS ,2005,3567739673,,,,,,,,
 RS ,2006,5940174648,,,,,,,,
 RS ,2007,6139251988,,,,,,,,
 RS ,2008,5497036401,,,,,,,,
 RS ,2009,4247209732,,,,,,,,
 RS ,2010,3601686371,,,,,,,,
 RS ,2011,4544185152,,,,,,,,
 RS ,2012,5417175000,,,,,,,,
 RW ,2000,,,,,,,,,
 RW ,2001,,,,,,,,,
 RW ,2002,,,,,,,,,
 RW ,2003,,,,,,,,,
 RW ,2004,,,,,,,,,
 RW ,2005,,,,,,,,,
 RW ,2006,,,,,,,,,
 RW ,2007,,,,,,,,,
 RW ,2008,,,,,,,,,
 RW ,2009,91560225,,,,,,,,
 RW ,2010,,,,,,,,,
 RW ,2011,,,,,,,,,
 RW ,2012,,,,,,,,,
 SB ,2000,5356051,,,,,,,,
 SB ,2001,25988288,,,,,,,,
 SB ,2002,17239065,,,,,,,,
 SB ,2003,,,,,,,,,
 SB ,2004,,,,,,,,,
 SB ,2005,9452747,,,,,,,,
 SB ,2006,979742,,,,,,,,
 SB ,2007,30348848,,,,,,,,
 SB ,2008,1416584,,,,,,,,
 SB ,2009,18290661,,,,,,,,
 SB ,2010,46546650,,,,,,,,
 SB ,2011,29949276,,,,,,,,
 SB ,2012,2193000,,,,,,,,
 SC ,2000,51970089,,,,,,,,
 SC ,2001,46415557,,,,,,,,
 SC ,2002,93573265,,,,,,,,
 SC ,2003,59822165,,,,,,,,
 SC ,2004,32953875,,,,,,,,
 SC ,2005,52900432,,,,,,,,
 SC ,2006,186475627,,,,,,,,
 SC ,2007,144785670,,,,,,,,
 SC ,2008,84552204,,,,,,,,
 SC ,2009,38295508,,,,,,,,
 SC ,2010,16599052,,,,,,,,
 SC ,2011,1259592,,,,,,,,
 SC ,2012,3334000,,,,,,,,
 SD ,2000,2658063610,,,,,,,,
 SD ,2001,1452670702,,,,,,,,
 SD ,2002,303045146,,,,,,,,
 SD ,2003,481388846,,,,,,,,
 SD ,2004,796388084,,,,,,,,
 SD ,2005,729603244,,,,,,,,
 SD ,2006,835265159,,,,,,,,
 SD ,2007,923893423,,,,,,,,
 SD ,2008,752376706,,,,,,,,
 SD ,2009,1165810711,,,,,,,,
 SD ,2010,936740907,,,,,,,,
 SD ,2011,765192096,,,,,,,,
 SD ,2012,404690817,,,,,,,,
 SL ,2000,107726463,,,,,,,,
 SL ,2001,,,,,,,,,
 SL ,2002,,,,,,,,,
 SL ,2003,,,,,,,,,
 SL ,2004,,,,,,,,,
 SL ,2005,,,,,,,,,
 SL ,2006,,,,,,,,,
 SL ,2007,39492131,,,,,,,,
 SL ,2008,,,,,,,,,
 SL ,2009,,,,,,,,,
 SL ,2010,,,,,,,,,
 SL ,2011,106667036,,,,,,,,
 SL ,2012,,,,,,,,,
 SN ,2000,11521631,,,,,,,,
 SN ,2001,118869318,,,,,,,,
 SN ,2002,18533295,,,,,,,,
 SN ,2003,24092203,,,,,,,,
 SN ,2004,590833814,,,,,,,,
 SN ,2005,489485068,,,,,,,,
 SN ,2006,47322041,,,,,,,,
 SN ,2007,528354786,,,,,,,,
 SN ,2008,483785520,,,,,,,,
 SN ,2009,405901797,,,,,,,,
 SN ,2010,446078352,,,,,,,,
 SN ,2011,546286286,,,,,,,,
 SN ,2012,746307369,,,,,,,,
 ST ,2000,,,,,,,,,
 ST ,2001,,,,,,,,,
 ST ,2002,,,,,,,,,
 ST ,2003,,,,,,,,,
 ST ,2004,22950551,,,,,,,,
 ST ,2005,,,,,,,,,
 ST ,2006,,,,,,,,,
 ST ,2007,,,,,,,,,
 ST ,2008,,,,,,,,,
 ST ,2009,22111397,,,,,,,,
 ST ,2010,23686095,,,,,,,,
 ST ,2011,48519154,,,,,,,,
 ST ,2012,14932986,,,,,,,,
 SV ,2000,247296540,,,,,,,,
 SV ,2001,1104410435,,,,,,,,
 SV ,2002,1789982118,,,,,,,,
 SV ,2003,1071113312,,,,,,,,
 SV ,2004,754023889,,,,,,,,
 SV ,2005,1525851928,,,,,,,,
 SV ,2006,1964267906,,,,,,,,
 SV ,2007,282259901,,,,,,,,
 SV ,2008,1134387668,,,,,,,,
 SV ,2009,1329533012,,,,,,,,
 SV ,2010,1127993852,,,,,,,,
 SV ,2011,884347728,,,,,,,,
 SV ,2012,916773653,,,,,,,,
 SZ ,2000,,,,,,,,,
 SZ ,2001,,,,,,,,,
 SZ ,2002,,,,,,,,,
 SZ ,2003,,,,,,,,,
 SZ ,2004,61776466,,,,,,,,
 SZ ,2005,66884907,,,,,,,,
 SZ ,2006,,,,,,,,,
 SZ ,2007,,,,,,,,,
 SZ ,2008,68898808,,,,,,,,
 SZ ,2009,39124755,,,,,,,,
 SZ ,2010,7885650,,,,,,,,
 SZ ,2011,27378942,,,,,,,,
 SZ ,2012,,,,,,,,,
 TD ,2000,,,,,,,,,
 TD ,2001,,,,,,,,,
 TD ,2002,,,,,,,,,
 TD ,2003,377569204,,,,,,,,
 TD ,2004,195642199,,,,,,,,
 TD ,2005,,,,,,,,,
 TD ,2006,128559754,,,,,,,,
 TD ,2007,,,,,,,,,
 TD ,2008,93445747,,,,,,,,
 TD ,2009,,,,,,,,,
 TD ,2010,,,,,,,,,
 TD ,2011,,,,,,,,,
 TD ,2012,72604933,,,,,,,,
 TG ,2000,,,,,,,,,
 TG ,2001,67016249,,,,,,,,
 TG ,2002,20629954,,,,,,,,
 TG ,2003,9626096,,,,,,,,
 TG ,2004,,,,,,,,,
 TG ,2005,14138321,,,,,,,,
 TG ,2006,68614701,,,,,,,,
 TG ,2007,,,,,,,,,
 TG ,2008,,,,,,,,,
 TG ,2009,,,,,,,,,
 TG ,2010,,,,,,,,,
 TG ,2011,,,,,,,,,
 TG ,2012,126603903,,,,,,,,
 TH ,2000,7383574751,,,,,,,,
 TH ,2001,17192007981,,,,,,,,
 TH ,2002,18534326214,,,,,,,,
 TH ,2003,13302948733,,,,,,,,
 TH ,2004,15708600581,,,,,,,,
 TH ,2005,27212261576,,,,,,,,
 TH ,2006,21422153444,,,,,,,,
 TH ,2007,23651024725,,,,,,,,
 TH ,2008,16093721575,,,,,,,,
 TH ,2009,15596677289,,,,,,,,
 TH ,2010,17958033137,,,,,,,,
 TH ,2011,16860148448,,,,,,,,
 TH ,2012,28774949000,,,,,,,,
 TJ ,2000,3081578,,,,,,,,
 TJ ,2001,151752135,,,,,,,,
 TJ ,2002,,,,,,,,,
 TJ ,2003,151458678,,,,,,,,
 TJ ,2004,6327124,,,,,,,,
 TJ ,2005,4628096,,,,,,,,
 TJ ,2006,267195877,,,,,,,,
 TJ ,2007,391013747,,,,,,,,
 TJ ,2008,439107188,,,,,,,,
 TJ ,2009,642540466,,,,,,,,
 TJ ,2010,1077376277,,,,,,,,
 TJ ,2011,784656416,,,,,,,,
 TJ ,2012,451186000,,,,,,,,
 TM ,2000,681544982,,,,,,,,
 TM ,2001,67859610,,,,,,,,
 TM ,2002,66283251,,,,,,,,
 TM ,2003,78049933,,,,,,,,
 TM ,2004,64042897,,,,,,,,
 TM ,2005,62875281,,,,,,,,
 TM ,2006,8333965,,,,,,,,
 TM ,2007,31071496,,,,,,,,
 TM ,2008,28621253,,,,,,,,
 TM ,2009,44036018,,,,,,,,
 TM ,2010,31714663,,,,,,,,
 TM ,2011,33424961,,,,,,,,
 TM ,2012,,,,,,,,,
 TN ,2000,2080482757,,,,,,,,
 TN ,2001,2645660563,,,,,,,,
 TN ,2002,2721200462,,,,,,,,
 TN ,2003,2458160527,,,,,,,,
 TN ,2004,2122680554,,,,,,,,
 TN ,2005,1397071490,,,,,,,,
 TN ,2006,1603354056,,,,,,,,
 TN ,2007,541243179,,,,,,,,
 TN ,2008,369794449,,,,,,,,
 TN ,2009,232444789,,,,,,,,
 TN ,2010,136552301,,,,,,,,
 TN ,2011,2345504521,,,,,,,,
 TN ,2012,1369566000,,,,,,,,
 TO ,2000,11361241,,,,,,,,
 TO ,2001,6421299,,,,,,,,
 TO ,2002,12643764,,,,,,,,
 TO ,2003,22480795,,,,,,,,
 TO ,2004,,,,,,,,,
 TO ,2005,,,,,,,,,
 TO ,2006,,,,,,,,,
 TO ,2007,,,,,,,,,
 TO ,2008,11069921,,,,,,,,
 TO ,2009,22544719,,,,,,,,
 TO ,2010,47452190,,,,,,,,
 TO ,2011,38646720,,,,,,,,
 TO ,2012,9870999,,,,,,,,
 TR ,2000,41745583781,,,,,,,,
 TR ,2001,30315733520,,,,,,,,
 TR ,2002,46126328427,,,,,,,,
 TR ,2003,58753105868,,,,,,,,
 TR ,2004,45068612162,,,,,,,,
 TR ,2005,50542311046,,,,,,,,
 TR ,2006,67738984271,,,,,,,,
 TR ,2007,72916020566,,,,,,,,
 TR ,2008,57264745082,,,,,,,,
 TR ,2009,36941980613,,,,,,,,
 TR ,2010,41734811282,,,,,,,,
 TR ,2011,50126986645,,,,,,,,
 TR ,2012,61438126000,,,,,,,,
 TZ ,2000,6702626,,,,,,,,
 TZ ,2001,,,,,,,,,
 TZ ,2002,,,,,,,,,
 TZ ,2003,26433852,,,,,,,,
 TZ ,2004,6692835,,,,,,,,
 TZ ,2005,590719062,,,,,,,,
 TZ ,2006,765230020,,,,,,,,
 TZ ,2007,3757377,,,,,,,,
 TZ ,2008,,,,,,,,,
 TZ ,2009,192557515,,,,,,,,
 TZ ,2010,1369108770,,,,,,,,
 TZ ,2011,680431123,,,,,,,,
 TZ ,2012,186046000,,,,,,,,
 UA ,2000,4919695388,,,,,,,,
 UA ,2001,5666010091,,,,,,,,
 UA ,2002,8496001203,,,,,,,,
 UA ,2003,12037298172,,,,,,,,
 UA ,2004,16226159166,,,,,,,,
 UA ,2005,13494041465,,,,,,,,
 UA ,2006,27772068435,,,,,,,,
 UA ,2007,35632234745,,,,,,,,
 UA ,2008,31935107817,,,,,,,,
 UA ,2009,30487859266,,,,,,,,
 UA ,2010,41625183667,,,,,,,,
 UA ,2011,29984086135,,,,,,,,
 UA ,2012,20563767570,,,,,,,,
 UG ,2000,,,,,,,,,
 UG ,2001,6522546,,,,,,,,
 UG ,2002,,,,,,,,,
 UG ,2003,,,,,,,,,
 UG ,2004,302537942,,,,,,,,
 UG ,2005,,,,,,,,,
 UG ,2006,,,,,,,,,
 UG ,2007,,,,,,,,,
 UG ,2008,,,,,,,,,
 UG ,2009,,,,,,,,,
 UG ,2010,,,,,,,,,
 UG ,2011,,,,,,,,,
