"id","year","budget-type","value"
"d101",2012,"budget",27.9128102604694
"d101",2013,"budget",32.6668036796193
"d101",2014,"budget",33.2840217776457
"d101",2015,"budget",34.1080351754922
"d101",2016,"budget",37.3582282473786
"d103",2012,"budget",16.6039112024926
"d103",2013,"budget",12.4423225394094
"d103",2014,"budget",14.8272584882368
"d103",2015,"budget",19.1114799011731
"d103",2016,"budget",16.8922190062201
"d104",2012,"budget",12.2385564227996
"d104",2013,"budget",14.4410404150508
"d104",2014,"budget",12.885445768536
"d104",2015,"budget",12.6777077430751
"d104",2016,"budget",12.4042269569594
"d105",2012,"budget",11.9455617713453
"d105",2013,"budget",12.0904689844086
"d105",2014,"budget",5.20119493475415
"d105",2015,"budget",14.3735071150583
"d105",2016,"budget",14.9042083524423
"d106",2012,"budget",13.5135097749599
"d106",2013,"budget",13.8951073403987
"d106",2014,"budget",14.1928162081595
"d106",2015,"budget",13.2275299384202
"d106",2016,"budget",13.6719099394907
"d108",2012,"budget",8.38834214889656
"d108",2013,"budget",10.9798246302416
"d108",2014,"budget",11.3290011498109
"d108",2015,"budget",11.2807311286289
"d108",2016,"budget",11.5274714379072
"d109",2012,"budget",17.1557645948362
"d109",2013,"budget",16.5722050784076
"d109",2015,"budget",14.9176424624847
"d109",2016,"budget",14.7105585028325
"d110",2012,"budget",17.0512112981092
"d110",2013,"budget",18.0900301381316
"d110",2014,"budget",18.2557681477551
"d110",2015,"budget",18.8308499255609
"d110",2016,"budget",19.2868706742396
"d112",2012,"budget",0
"d112",2013,"budget",14.1543684255841
"d112",2014,"budget",16.5673555926763
"d112",2015,"budget",14.2348428001509
"d112",2016,"budget",16.5630674696245
"d113",2012,"budget",10.9627674442041
"d113",2013,"budget",11.7812766907225
"d113",2014,"budget",12.3285095214561
"d113",2015,"budget",10.9591279755894
"d113",2016,"budget",11.3591383422828
"d114",2012,"budget",22.461260652165
"d114",2013,"budget",22.7696462933906
"d114",2015,"budget",23.8594080254661
"d114",2016,"budget",23.7233956469156
"d116",2012,"budget",14.9969772289485
"d116",2013,"budget",15.9399821803586
"d116",2014,"budget",15.3462073945392
"d116",2015,"budget",17.9206099051883
"d116",2016,"budget",17.9966773893297
"d117",2012,"budget",10.7127334948875
"d117",2013,"budget",15.3072615756367
"d117",2014,"budget",15.3917095503549
"d117",2015,"budget",14.559585209268
"d117",2016,"budget",14.9081738633209
"d118",2012,"budget",7.66894553575516
"d118",2013,"budget",8.51879435416685
"d118",2014,"budget",13.0615850764151
"d119",2012,"budget",11.832796110447
"d119",2013,"budget",12.8523852902516
"d119",2014,"budget",13.8566961652738
"d119",2015,"budget",12.3955657733568
"d119",2016,"budget",12.8493973639087
"d120",2013,"budget",18.2463799783426
"d120",2014,"budget",22.6368075680707
"d120",2015,"budget",20.1269004907316
"d120",2016,"budget",24.1946424311632
"d121",2012,"budget",8.50734883934584
"d121",2013,"budget",7.04198138761241
"d121",2015,"budget",8.6902701731853
"d121",2016,"budget",8.76562705209574
"d122",2012,"budget",11.0257767673062
"d122",2013,"budget",12.4078897716325
"d122",2015,"budget",16.1485480729415
"d122",2016,"budget",16.7798166620228
"d123",2012,"budget",5.15508335516029
"d123",2013,"budget",5.2825967317158
"d123",2015,"budget",12.2304697040859
"d123",2016,"budget",12.3311152439854
"d124",2012,"budget",8.34782949563723
"d124",2013,"budget",10.3794134069007
"d124",2015,"budget",11.9548730116253
"d124",2016,"budget",11.6832970097178
"d201",2012,"budget",10.9697764013511
"d201",2013,"budget",13.207210772241
"d201",2014,"budget",14.0831898379453
"d201",2015,"budget",12.9042106489854
"d201",2016,"budget",15.8484969492976
"d202",2012,"budget",10.305861158467
"d202",2013,"budget",9.36172392940341
"d202",2014,"budget",8.74254638229717
"d202",2015,"budget",8.54507953008276
"d202",2016,"budget",9.95723496383886
"d203",2012,"budget",12.8765353939199
"d203",2013,"budget",15.6983147118299
"d203",2014,"budget",17.341573536996
"d203",2015,"budget",18.1505614557702
"d203",2016,"budget",18.4638207636537
"d204",2012,"budget",8.84026078964407
"d204",2013,"budget",14.1833469363173
"d204",2014,"budget",16.3505037092582
"d204",2015,"budget",16.5179689942137
"d204",2016,"budget",20.7466393981137
"d205",2012,"budget",13.5495244525516
"d205",2013,"budget",16.4631360110823
"d205",2015,"budget",16.3042969410099
"d205",2016,"budget",14.1113708666621
"d206",2012,"budget",18.0426847354861
"d206",2013,"budget",18.1867668760318
"d206",2014,"budget",19.3296632518134
"d206",2015,"budget",24.5730325936532
"d206",2016,"budget",25.7735477324748
"d207",2012,"budget",14.9161801681804
"d207",2013,"budget",19.7236076659431
"d207",2014,"budget",18.9444634348124
"d207",2015,"budget",16.1780928418349
"d207",2016,"budget",17.6075300249187
"d208",2012,"budget",17.1472586844931
"d208",2013,"budget",16.592422969113
"d208",2014,"budget",18.7150856474643
"d208",2015,"budget",21.0958147560714
"d208",2016,"budget",19.6667814462166
"d209",2012,"budget",11.0331078735789
"d209",2013,"budget",11.3806640056833
"d209",2014,"budget",15.5935637556507
"d209",2015,"budget",15.6495117216628
"d209",2016,"budget",15.6621784603303
"d210",2012,"budget",16.7735551444045
"d210",2013,"budget",14.6217850359215
"d210",2015,"budget",15.7503093529605
"d210",2016,"budget",16.4667752374436
"d211",2012,"budget",9.03627252317185
"d211",2013,"budget",7.87660373015405
"d211",2014,"budget",9.19012358355637
"d211",2015,"budget",11.0356946333739
"d211",2016,"budget",10.8764879835015
"d212",2012,"budget",13.2798804847636
"d212",2013,"budget",15.8026465160406
"d212",2014,"budget",15.2676375937011
"d212",2015,"budget",13.7368826315301
"d212",2016,"budget",13.7560388497879
"d213",2012,"budget",12.3043418820411
"d213",2013,"budget",16.1585453289483
"d213",2014,"budget",17.8816197438629
"d213",2015,"budget",16.2485594091075
"d213",2016,"budget",16.5744367364442
"d214",2012,"budget",9.7414060837673
"d214",2013,"budget",10.2572618119749
"d214",2014,"budget",12.3542296612107
"d214",2015,"budget",10.2911186366262
"d214",2016,"budget",11.5703749587784
"d215",2012,"budget",13.2157174642105
"d215",2013,"budget",14.5665184375385
"d215",2015,"budget",13.3626705856534
"d215",2016,"budget",13.9869096545211
"d216",2012,"budget",13.7048331253687
"d216",2013,"budget",15.2357515480689
"d216",2014,"budget",14.9075016254814
"d216",2015,"budget",14.8614017521856
"d216",2016,"budget",15.0724736042194
"d217",2012,"budget",10.4246623213503
"d217",2013,"budget",13.9468809620041
"d217",2014,"budget",14.4351216982334
"d217",2015,"budget",12.342786173176
"d217",2016,"budget",12.9586508555427
"d218",2012,"budget",11.2917982946562
"d218",2013,"budget",14.6220814731204
"d218",2014,"budget",15.6654992313799
"d218",2015,"budget",17.469259991334
"d218",2016,"budget",17.2722444492377
"d219",2012,"budget",9.88553439719688
"d219",2013,"budget",9.80573556314431
"d219",2014,"budget",9.39242343047333
"d219",2015,"budget",8.77691427193342
