"id","year","value","original-value"
"AD",2005,,
"AD",2006,,
"AD",2007,,
"AD",2008,,
"AD",2009,,
"AD",2010,,
"AD",2011,,
"AD",2012,,
"AE",2005,39.79999924,39.79999924
"AE",2006,34.6333325733333,
"AE",2007,29.4666659066667,
"AE",2008,24.29999924,24.29999924
"AE",2009,23.10000038,23.10000038
"AE",2010,,
"AE",2011,,
"AE",2012,,
"AF",2005,,
"AF",2006,,
"AF",2007,,
"AF",2008,,
"AF",2009,,
"AF",2010,,
"AF",2011,,
"AF",2012,,
"AG",2005,15.60000038,15.60000038
"AG",2006,15.60000038,15.60000038
"AG",2007,15.60000038,15.60000038
"AG",2008,15.60000038,15.60000038
"AG",2009,,
"AG",2010,,
"AG",2011,,
"AG",2012,,
"AL",2005,13.5,13.5
"AL",2006,13.5,13.5
"AL",2007,18.70000076,18.70000076
"AL",2008,18,18
"AL",2009,21,21
"AL",2010,20.79999924,20.79999924
"AL",2011,,
"AL",2012,,
"AM",2005,15.89999962,15.89999962
"AM",2006,15.60000038,15.60000038
"AM",2007,15.10000038,15.10000038
"AM",2008,19.79999924,19.79999924
"AM",2009,17.10000038,17.10000038
"AM",2010,17.39999962,17.39999962
"AM",2011,16.70000076,16.70000076
"AM",2012,,
"AO",2005,,
"AO",2006,,
"AO",2007,,
"AO",2008,,
"AO",2009,,
"AO",2010,,
"AO",2011,,
"AO",2012,,
"AR",2005,23.5,23.5
"AR",2006,23.60000038,23.60000038
"AR",2007,24.20000076,24.20000076
"AR",2008,23.89999962,23.89999962
"AR",2009,23.10000038,23.10000038
"AR",2010,23.20000076,23.20000076
"AR",2011,23.79999924,23.79999924
"AR",2012,23.39999962,23.39999962
"AS",2005,,
"AS",2006,,
"AS",2007,,
"AS",2008,,
"AS",2009,,
"AS",2010,,
"AS",2011,,
"AS",2012,,
"AT",2005,27.5,27.5
"AT",2006,28.20000076,28.20000076
"AT",2007,27.29999924,27.29999924
"AT",2008,26.20000076,26.20000076
"AT",2009,25,25
"AT",2010,24.89999962,24.89999962
"AT",2011,26,26
"AT",2012,26.20000076,26.20000076
"AU",2005,21.29999924,21.29999924
"AU",2006,21.39999962,21.39999962
"AU",2007,21.29999924,21.29999924
"AU",2008,21.60000038,21.60000038
