id,year,budget-type,value
d123,2013,budget,3.487396612
d123,2014,budget,0
d123,2015,budget,0.058662098
d123,2016,budget,0
d124,2013,budget,2.7077419228
d124,2014,budget,2.2642701611
d124,2015,budget,3.0005811309
d124,2016,budget,2.6171960355
d201,2013,budget,2.2563841637
d201,2014,budget,3.7434200306
d201,2015,budget,3.4327806993
d201,2016,budget,3.4327806993
d202,2013,budget,0.4560833761
d202,2014,budget,4.8330376371
d202,2015,budget,3.4300252744
d202,2016,budget,0.2021870438
d203,2013,budget,
d203,2014,budget,2.6661453106
d203,2015,budget,2.115626383
d203,2016,budget,2.1411130513
d204,2013,budget,0
d204,2014,budget,0
d204,2015,budget,12.0419358471
d204,2016,budget,1.5770638831
d205,2013,budget,0
d205,2014,budget,3.5992415482
d205,2015,budget,3.42462639
d205,2016,budget,0.0308291132
d206,2013,budget,
d206,2014,budget,3.4179349663
d206,2015,budget,1.8640537489
d206,2016,budget,1.4086260078
d207,2013,budget,
d207,2014,budget,9.8265420521
d207,2015,budget,7.1383746683
d207,2016,budget,7.8175897203
d208,2013,budget,
d208,2014,budget,4.0890974267
d208,2015,budget,5.6149429226
d208,2016,budget,3.5200690986
d209,2013,budget,0.6770633363
d209,2014,budget,4.2003970467
d209,2015,budget,2.3955671676
d209,2016,budget,2.4191111916
d210,2013,budget,
d210,2014,budget,
d210,2015,budget,2.8393417351
d210,2016,budget,1.8834064766
d211,2013,budget,0
d211,2014,budget,1.0180424697
d211,2015,budget,0.9618665628
d211,2016,budget,0.5636966337
d212,2013,budget,
d212,2014,budget,1.049861892
d212,2015,budget,1.4396540959
d212,2016,budget,1.229870838
d213,2013,budget,
d213,2014,budget,2.9805275252
d213,2015,budget,3.2168499633
d213,2016,budget,3.3821516992
d214,2013,budget,2.3895459438
d214,2014,budget,4.0493415073
d214,2015,budget,3.6726982515
d214,2016,budget,4.3344032873
d215,2013,budget,0.9006487284
d215,2014,budget,2.4788255018
d215,2015,budget,2.4540920404
d215,2016,budget,2.6038853638
d216,2013,budget,
d216,2014,budget,0.1909475137
d216,2015,budget,0
d216,2016,budget,0.0657212087
d217,2013,budget,2.7215835182
d217,2014,budget,2.2389043927
d217,2015,budget,1.3957685253
d217,2016,budget,1.4575155432
d218,2013,budget,1.1332398839
d218,2014,budget,4.7317743678
d218,2015,budget,2.9633220331
d218,2016,budget,2.6404637216
d219,2013,budget,3.1932647006
d219,2014,budget,1.4697861811
d219,2015,budget,2.4883718309
d219,2016,budget,2.8690077445
d220,2013,budget,1.922930825
d220,2014,budget,4.0541997699
d220,2015,budget,3.2665910717
d220,2016,budget,3.2797929703
d221,2013,budget,3.2242680217
d221,2014,budget,2.6381720171
d221,2015,budget,2.1062072041
d221,2016,budget,2.1154685115
d222,2013,budget,2.1064502448
d222,2014,budget,6.9206376823
d222,2015,budget,3.8365656984
d222,2016,budget,4.2539052258
d223,2013,budget,2.4959371687
d223,2014,budget,1.4945449463
d223,2015,budget,1.2198137047
d223,2016,budget,1.6917530957
d224,2013,budget,2.545178496
d224,2014,budget,2.6056398324
d224,2015,budget,1.9928685338
d224,2016,budget,2.0457343765
d225,2013,budget,
d225,2014,budget,0.0488750135
d225,2015,budget,
d225,2016,budget,
d226,2013,budget,
d226,2014,budget,0
d226,2015,budget,1.0575835247
d226,2016,budget,1.0575835247
d227,2013,budget,
d227,2014,budget,
d227,2015,budget,
d227,2016,budget,
d228,2013,budget,0.4766813838
d228,2014,budget,0.8091371896
d228,2015,budget,
d228,2016,budget,
d229,2013,budget,0.8248023341
d229,2014,budget,0.6958257789
d229,2015,budget,
d229,2016,budget,
d230,2013,budget,8.8713262086
d230,2014,budget,8.5224912006
d230,2015,budget,6.7580834216
d230,2016,budget,7.1021841861
d231,2013,budget,1.5569427108
d231,2014,budget,1.5020111303
d231,2015,budget,1.3292250433
d231,2016,budget,1.37779521
d232,2013,budget,1.5614487908
d232,2014,budget,1.1223884426
d232,2015,budget,0.894558797
d232,2016,budget,0.9128895694
d301,2013,budget,5.1921654451
d301,2014,budget,5.3533117337
d301,2015,budget,10.355925536
d301,2016,budget,10.9663195326
d302,2013,budget,
d302,2014,budget,8.6172524626
d302,2015,budget,9.1797321026
d302,2016,budget,9.9376744107
d303,2013,budget,0.1542534712
d303,2014,budget,0.3140737294
d303,2015,budget,0.6196162536
d303,2016,budget,0.6484240565
d304,2014,budget,
d304,2015,budget,20.1847094447
d304,2016,budget,3.0733058658
d305,2013,budget,
d305,2014,budget,11.7153635372
d305,2015,budget,5.2105394741
d305,2016,budget,3.9856542238
d306,2013,budget,11.8102009602
d306,2014,budget,13.7921625924
d306,2015,budget,9.5046953922
d306,2016,budget,7.5623310275
d307,2013,budget,
d307,2014,budget,0
d307,2015,budget,2.6298236176
d307,2016,budget,1.6553486907
d308,2013,budget,0.1989233633
d308,2014,budget,3.6890606406
d308,2015,budget,
d308,2016,budget,
d309,2013,budget,
d309,2014,budget,
d309,2015,budget,3.1174714997
d309,2016,budget,2.9509814737
d310,2013,budget,
d310,2014,budget,1.115545441
d310,2015,budget,1.115545441
d310,2016,budget,1.5271878053
d311,2013,budget,14.9489769841
d311,2014,budget,10.5528565499
d311,2015,budget,10.187230677
d311,2016,budget,10.5147840324
d312,2013,budget,
d312,2014,budget,6.8572222821
d312,2015,budget,4.133872429
d312,2016,budget,3.9387396809
d313,2013,budget,
d313,2014,budget,6.3026535893
d313,2015,budget,5.2731345334
d313,2016,budget,9.9435707078
d314,2013,budget,
d314,2014,budget,15.3356906174
d314,2015,budget,15.6942959309
d314,2016,budget,15.9420633867
d315,2013,budget,
d315,2014,budget,1.6882747765
d315,2015,budget,8.9623462328
d315,2016,budget,1.4749878184
d316,2013,budget,33.3179494354
d316,2014,budget,37.3742474973
d316,2015,budget,19.1421522229
d316,2016,budget,5.4685869516
d317,2013,budget,0.1669130749
d317,2014,budget,4.1224896971
d317,2015,budget,3.9534331796
d317,2016,budget,4.0853449939
d318,2013,budget,
d318,2014,budget,5.9484014711
d318,2015,budget,7.0226472619
d318,2016,budget,6.6895201649
d319,2013,budget,1.8607873643
d319,2014,budget,1.6188926936
d319,2015,budget,4.1235904127
d319,2016,budget,4.5559518769
d320,2013,budget,13.0825860602
d320,2014,budget,14.2057147487
d320,2015,budget,5.2874961694
d320,2016,budget,5.3930485144
d321,2013,budget,
d321,2014,budget,
d321,2015,budget,3.0146791859
d321,2016,budget,3.0327038778
d322,2013,budget,4.6104045244
d322,2014,budget,3.9598413881
d322,2015,budget,3.5020813704
d322,2016,budget,2.4543012316
d323,2013,budget,2.258439741
d323,2014,budget,3.2472851451
d323,2015,budget,1.724081553
d323,2016,budget,1.9971744946
d324,2013,budget,9.4977613655
d324,2014,budget,10.1591450106
d324,2015,budget,6.9183544789
d324,2016,budget,6.9679206405
d325,2013,budget,0.1868318645
d325,2014,budget,0.1668289217
d325,2015,budget,0.3908833184
d325,2016,budget,0.1150078204
d326,2013,budget,0
d326,2014,budget,26.0666758053
d326,2015,budget,21.7328503008
d326,2016,budget,5.2658891765
d327,2013,budget,15.8561596618
d327,2014,budget,6.4051859445
d327,2015,budget,4.8948369844
d327,2016,budget,4.860103146
d328,2013,budget,47.3293096991
d328,2014,budget,57.0428419158
d328,2015,budget,28.8207620112
d328,2016,budget,0
d329,2013,budget,1.5694585354
d329,2014,budget,4.0986663817
d329,2015,budget,4.5881034502
d329,2016,budget,4.0985171509
d330,2013,budget,6.3956489071
d330,2014,budget,1.7004637742
d330,2015,budget,5.0665866891
d330,2016,budget,5.0058576609
d401,2013,budget,
d401,2014,budget,11.1769117626
d401,2015,budget,3.3310224944
d401,2016,budget,2.6908902394
d402,2013,budget,0
d402,2014,budget,1.3596027046
d402,2015,budget,1.7702649913
d402,2016,budget,0.3632492289
d403,2013,budget,17.6324308368
d403,2014,budget,1.1461503649
d403,2015,budget,0.5783264142
d403,2016,budget,0.6545997495
d404,2013,budget,0.9432710228
d404,2014,budget,2.6144303858
d404,2015,budget,2.5233256192
d404,2016,budget,1.3592782892
d405,2013,budget,2.9797613973
d405,2014,budget,3.2983127636
d405,2015,budget,3.0776801937
d405,2016,budget,1.6008309674
d406,2013,budget,9.3936643293
d406,2014,budget,3.7113102917
d406,2015,budget,2.7441268852
d406,2016,budget,1.4656781434
d407,2013,budget,
d407,2014,budget,1.8352991027
d407,2015,budget,1.6336033781
d407,2016,budget,1.6444876778
d408,2013,budget,
d408,2014,budget,4.2651764095
d408,2015,budget,3.5637464109
d408,2016,budget,3.5819770022
d409,2013,budget,
d409,2014,budget,
d409,2015,budget,10.7439049105
d409,2016,budget,0.8240855561
d410,2013,budget,0.4648575259
d410,2014,budget,0.3902408796
d410,2015,budget,0.6534410903
d410,2016,budget,0.2401803883
d411,2013,budget,
d411,2014,budget,3.0758306654
d411,2015,budget,1.6877862983
d411,2016,budget,1.6879008207
d412,2013,budget,
d412,2014,budget,
d412,2015,budget,1.961467728
d412,2016,budget,0
d413,2014,budget,10.1193328097
d413,2015,budget,8.2299400494
d413,2016,budget,2.6204697457
d414,2013,budget,8.3561073557
d414,2014,budget,7.6742443379
d414,2015,budget,3.223702827
d414,2016,budget,3.3364379828
d415,2013,budget,16.5865318891
d415,2014,budget,17.4865924334
d415,2015,budget,14.1026723885
d415,2016,budget,5.0213415905
d416,2013,budget,1.3892384966
d416,2014,budget,1.3801349378
d416,2015,budget,1.6023444354
d416,2016,budget,1.9980345674
d417,2013,budget,4.1809672128
d417,2014,budget,4.1738870163
d417,2015,budget,4.5840163134
d417,2016,budget,4.1793043547
d418,2013,budget,7.3330285353
d418,2014,budget,2.3829688765
d418,2015,budget,0.6465372783
d418,2016,budget,0.2486571448
d419,2013,budget,2.3462996494
d419,2014,budget,3.5325329304
d419,2015,budget,5.1246851537
d419,2016,budget,4.6605607172
d420,2013,budget,2.2646577111
d420,2014,budget,1.2125001826
d420,2015,budget,1.2612934174
d420,2016,budget,1.3130512361
d421,2013,budget,1.5508438637
d421,2014,budget,0
d421,2015,budget,1.3403812107
d421,2016,budget,1.4119564311
d422,2013,budget,14.5165521089
d422,2014,budget,8.4059312053
d422,2015,budget,6.648022727
d422,2016,budget,6.8051627627
d423,2013,budget,0.2208374894
d423,2014,budget,0.5505464328
d423,2015,budget,0.4565576275
d423,2016,budget,0.483606672
d424,2013,budget,11.9925121207
d424,2014,budget,9.8853601627
d424,2015,budget,8.474715079
d424,2016,budget,7.4791741333
d425,2013,budget,0.5499858271
d425,2014,budget,1.5766393654
d425,2015,budget,1.5375404395
d425,2016,budget,1.5081988707
d426,2013,budget,0.211919337
d426,2014,budget,1.0054675609
d426,2015,budget,0.8809128223
d426,2016,budget,0.8834572943
