id,year,budget-type,value
d101,2013,budget,
d101,2014,budget,43.8331829453
d101,2015,budget,30.2804212558
d101,2016,budget,38.1588848577
d103,2013,budget,0.1727264961
d103,2014,budget,0.4130528862
d103,2015,budget,0.6176662434
d103,2016,budget,0.38602919
d104,2013,budget,
d104,2014,budget,8.9590633998
d104,2015,budget,2.1716371996
d104,2016,budget,1.5223937997
d105,2013,budget,0
d105,2014,budget,0.1031789344
d105,2015,budget,4.2509395029
d105,2016,budget,4.5669624759
d106,2013,budget,
d106,2014,budget,3.3436936683
d106,2015,budget,2.4439900607
d106,2016,budget,2.5340156961
d107,2013,budget,
d107,2014,budget,5.0828898402
d107,2015,budget,4.2498595268
d107,2016,budget,4.3580355567
d108,2013,budget,1.0522390894
d108,2014,budget,0.5341328192
d108,2015,budget,1.1690929692
d108,2016,budget,0
d109,2015,budget,1.2478865055
d109,2016,budget,0.6461619677
d110,2013,budget,
d110,2014,budget,3.5487488651
d110,2015,budget,2.8561508728
d110,2016,budget,2.9284611825
d111,2013,budget,0.3842103664
d111,2014,budget,0
d111,2015,budget,1.4326313421
d111,2016,budget,1.4794258716
d112,2013,budget,2.4052204564
d112,2014,budget,2.0102456371
d112,2015,budget,1.0135092991
d112,2016,budget,3.0918668012
d113,2013,budget,0
d113,2014,budget,1.1406157915
d113,2015,budget,0.6402341232
d113,2016,budget,0.6533120496
d114,2013,budget,3.9386341868
d114,2014,budget,2.8657663272
d114,2015,budget,2.5043575148
d114,2016,budget,2.4951546146
d115,2013,budget,1.7631028769
d115,2014,budget,3.5732363873
d115,2015,budget,3.0436800011
d115,2016,budget,0.8030678589
d116,2013,budget,4.2036104473
d116,2014,budget,0.9117046342
d116,2015,budget,
d116,2016,budget,
d117,2013,budget,
d117,2014,budget,2.6480961239
d117,2015,budget,2.2947686553
d117,2016,budget,2.3000006726
d118,2013,budget,2.1972048478
d118,2014,budget,5.5233904738
d118,2015,budget,5.8591887382
d118,2016,budget,5.5766627816
d119,2013,budget,1.5034191081
d119,2014,budget,0.7213017656
d119,2015,budget,0.1535286716
d119,2016,budget,0.1592786473
d120,2013,budget,5.7748258892
d120,2014,budget,5.8709446376
d120,2015,budget,6.4999668118
d120,2016,budget,9.2968887814
d121,2013,budget,
d121,2014,budget,
d121,2015,budget,2.1392917374
d121,2016,budget,2.1420994032
d122,2013,budget,6.3883086172
d122,2014,budget,3.7836617997
d122,2015,budget,2.845969801
d122,2016,budget,3.1036972441
