country-from,country to,sector,bundle,channel,oda
AU,BO,D,B,E,112007
AU,BO,D,B,F,89054
AU,BO,H,B,E,269346
AU,BO,K,F,B,84307
AU,BO,K,G,I,246
AU,BR,D,B,F,207160
AU,BR,D,B,H,96898
AU,BR,G,G,B,25879
AU,BR,J,B,H,1663286
AU,BR,K,F,B,568568
AU,BR,K,F,I,96219
AU,BR,K,G,B,49
AU,BR,K,G,I,1161
AU,BT,A,G,I,310559
AU,BT,B,B,H,96056
AU,BT,C,B,H,927363
AU,BT,D,G,B,295851
AU,BT,H,G,B,223141
AU,BT,J,B,H,517598
AU,BT,J,D,I,82815
AU,BT,K,F,B,6357683
AU,BT,K,F,I,5416969
AU,BT,K,G,B,6347
AU,BT,K,G,E,172776
AU,BT,K,G,I,881694
AU,BT,N,B,H,310559
AU,BW,D,B,I,1286
AU,BW,D,F,B,2
AU,BW,D,G,E,62164
AU,BW,D,G,I,69757
AU,BW,H,G,B,234050
AU,BW,K,B,I,53
AU,BW,K,F,B,20585
AU,BW,K,F,I,1103510
AU,BW,K,G,B,1662
AU,BW,K,G,E,6645
AU,BW,K,G,I,11992
AU,BZ,J,F,B,129542
AU,BZ,J,G,B,11387
AU,BZ,K,F,B,31
AU,BZ,K,F,I,36467
AU,BZ,K,G,B,100
AU,BZ,K,G,I,1021
AU,CD,D,B,F,155370
AU,CD,D,B,H,991882
AU,CD,G,B,E,150521
AU,CD,H,B,E,132819
AU,CD,K,F,B,117260
AU,CD,K,F,I,99477
AU,CD,N,B,E,1039706
AU,CF,K,F,B,186132
AU,CF,K,F,I,139269
AU,CG,K,F,B,250094
AU,CG,K,F,I,298434
AU,CI,D,B,F,88069
AU,CI,K,F,B,169248
AU,CI,K,F,I,235423
AU,CI,K,G,I,347
AU,CK,A,G,H,583968
AU,CK,A,G,I,407
AU,CK,D,F,B,56988
AU,CK,D,G,B,438439
AU,CK,D,G,C,207039
AU,CK,D,G,I,78871
AU,CK,E,G,B,51759
AU,CK,E,G,H,208305
AU,CK,G,B,H,369713
AU,CK,H,G,B,110912
AU,CK,H,G,H,180356
AU,CK,H,G,I,6909
AU,CK,I,G,I,183333
AU,CK,J,G,B,1412510
AU,CK,J,G,I,19
AU,CK,K,B,B,494744
AU,CK,K,F,I,25431
AU,CK,K,G,I,231
AU,CL,D,G,B,551499
AU,CL,I,G,B,5426
AU,CL,J,B,H,690131
AU,CL,K,F,B,222340
AU,CL,K,F,I,838530
AU,CL,K,G,B,4326
AU,CL,K,G,E,13290
AU,CL,K,G,I,4494
AU,CM,D,B,H,249167
AU,CM,E,B,E,897760
AU,CM,K,F,B,119513
AU,CM,K,F,I,346752
AU,CM,K,G,B,301
AU,CM,K,G,I,2487
AU,CM,N,C,H,1035196
AU,CN,B,F,B,8636
AU,CN,B,G,B,1864048
AU,CN,B,G,E,4300877
AU,CN,C,B,C,517598
AU,CN,C,E,H,103519
AU,CN,D,B,F,226399
AU,CN,D,B,H,823839
AU,CN,D,B,I,59220
AU,CN,D,E,H,232919
AU,CN,D,F,B,2934882
AU,CN,D,G,B,601020
AU,CN,D,G,E,693450
AU,CN,D,G,I,1216906
AU,CN,E,B,E,601176
AU,CN,E,B,H,67287
AU,CN,F,B,H,72463
AU,CN,F,G,B,17080
AU,CN,G,B,E,722523
AU,CN,H,G,B,1186751
AU,CN,I,G,B,5426
AU,CN,J,B,H,1663286
AU,CN,J,D,I,776397
AU,CN,J,G,B,76041
AU,CN,J,G,E,966299
AU,CN,J,G,I,3574919
AU,CN,K,B,I,14681
AU,CN,K,F,B,4300163
AU,CN,K,F,I,4807666
AU,CN,K,G,B,4533
AU,CN,K,G,E,168123
AU,CN,K,G,I,47759
AU,CO,D,B,F,103611
AU,CO,D,B,H,96898
AU,CO,J,B,H,690131
AU,CO,K,F,B,486698
AU,CO,K,F,I,1076609
AU,CO,K,G,B,604
AU,CO,K,G,E,13290
AU,CO,K,G,I,6465
AU,CR,J,B,H,1207729
AU,CR,K,F,B,121311
AU,CR,K,F,I,169005
AU,CR,K,G,B,150
AU,CR,K,G,E,13290
AU,CR,K,G,I,1340
AU,CU,B,B,I,15480
AU,CU,K,F,I,48623
AU,CU,K,G,I,463
AU,CV,D,B,F,28086
AU,CV,K,F,B,20743
AU,CV,K,F,I,115035
AU,CV,K,G,B,49
AU,CV,K,G,I,336
AU,DJ,D,B,H,30453
AU,DJ,K,F,I,143683
AU,DJ,K,G,I,231
AU,DM,K,F,B,13370
AU,DM,K,F,I,166379
AU,DM,K,G,B,201
AU,DM,K,G,E,6645
AU,DM,K,G,I,1504
AU,DO,D,B,H,52601
AU,DO,K,F,B,30405
AU,DZ,K,F,I,59545
AU,EC,D,B,E,112007
AU,EC,K,F,B,140059
AU,EC,K,F,I,177130
AU,EC,K,G,B,150
AU,EC,K,G,I,1257
AU,EG,D,B,F,103560
AU,EG,D,B,H,1083645
AU,EG,D,G,I,24347
AU,EG,E,B,H,1035196
AU,EG,E,F,B,1035196
AU,EG,H,B,H,2205998
AU,EG,H,G,B,2846790
AU,EG,K,F,B,191487
AU,EG,K,F,I,485275
AU,EG,K,G,B,100
AU,EG,K,G,I,2065
AU,EG,M,F,B,3554764
AU,ER,G,B,E,303655
AU,ET,B,B,C,15942028
AU,ET,B,B,H,517598
AU,ET,B,F,B,343323
AU,ET,B,G,E,205477
AU,ET,C,B,E,220795
AU,ET,D,B,E,492440
AU,ET,D,B,F,93250
AU,ET,D,B,I,1113
AU,ET,D,F,B,1
AU,ET,D,G,E,13476
AU,ET,D,G,I,22857
AU,ET,E,B,E,378452
AU,ET,G,B,E,79627
AU,ET,H,G,B,4534913
AU,ET,H,G,E,229923
AU,ET,J,B,H,2452007
AU,ET,K,B,I,46
AU,ET,K,F,B,120698
AU,ET,K,F,E,106136
AU,ET,K,F,I,1310359
AU,ET,K,G,B,1460
AU,ET,K,G,E,6645
AU,ET,K,G,I,12033
AU,ET,N,B,E,243529
AU,ET,N,C,H,2070393
AU,FJ,A,E,I,6329599
AU,FJ,A,G,B,2422
AU,FJ,A,G,H,583968
AU,FJ,A,G,I,9549217
AU,FJ,B,B,E,132566
AU,FJ,B,G,B,293440
AU,FJ,B,G,I,9193982
AU,FJ,D,B,F,51805
AU,FJ,D,B,I,93831
AU,FJ,D,E,E,414078
AU,FJ,D,E,F,77639
AU,FJ,D,E,H,652173
AU,FJ,D,E,I,1440352
AU,FJ,D,F,B,57201
AU,FJ,D,G,B,440411
AU,FJ,D,G,E,1133519
AU,FJ,D,G,F,52829
AU,FJ,D,G,I,2159234
AU,FJ,E,B,F,705249
AU,FJ,E,B,I,144967
AU,FJ,E,F,B,7002
AU,FJ,E,G,B,301740
AU,FJ,E,G,H,208305
AU,FJ,E,G,I,2687073
AU,FJ,F,G,B,15921
AU,FJ,G,B,E,1034601
AU,FJ,G,B,H,700975
AU,FJ,G,G,B,9561
AU,FJ,G,G,I,852705
AU,FJ,H,G,B,3065113
AU,FJ,H,G,H,180356
AU,FJ,H,G,I,6909
AU,FJ,I,G,B,15990
AU,FJ,I,G,I,867825
AU,FJ,J,G,B,1412510
AU,FJ,J,G,I,278
AU,FJ,K,B,H,962411
AU,FJ,K,B,I,90238
AU,FJ,K,E,I,280758
AU,FJ,K,F,B,557526
AU,FJ,K,F,I,5024813
AU,FJ,K,G,B,303368
AU,FJ,K,G,E,132904
AU,FJ,K,G,H,193968
AU,FJ,K,G,I,449082
AU,FJ,N,B,E,944570
AU,FJ,N,B,F,3196652
AU,FJ,N,E,I,25845
AU,FM,A,G,B,2422
AU,FM,A,G,E,40958
AU,FM,A,G,H,28455
AU,FM,D,F,B,56988
AU,FM,D,G,B,308420
AU,FM,D,G,E,445274
AU,FM,E,F,B,154213
AU,FM,E,G,B,51759
AU,FM,E,G,H,208305
AU,FM,F,B,H,1345755
AU,FM,G,B,H,369713
AU,FM,H,G,B,110912
AU,FM,H,G,H,180356
AU,FM,H,G,I,6909
AU,FM,I,G,I,183333
AU,FM,J,G,B,1412510
AU,FM,J,G,E,206167
AU,FM,J,G,I,278
AU,FM,K,F,B,206982
AU,FM,K,F,I,68880
AU,FM,K,G,B,91342
AU,FM,K,G,E,212087
AU,FM,K,G,H,543631
AU,FM,K,G,I,385081
AU,FM,N,E,H,1035196
AU,GA,K,F,I,26526
AU,GD,D,B,C,408256
AU,GD,K,F,B,194472
AU,GD,K,F,I,130293
AU,GD,K,G,B,402
AU,GD,K,G,I,2930
AU,GE,K,F,B,4822
AU,GH,C,G,E,99300
AU,GH,D,B,E,73334
AU,GH,D,B,F,51759
AU,GH,D,B,H,276852
AU,GH,D,B,I,27594
AU,GH,D,F,B,62
AU,GH,D,G,B,20710
AU,GH,D,G,E,333389
AU,GH,D,G,I,677967
AU,GH,G,B,E,517481
AU,GH,J,B,H,517598
AU,GH,J,G,B,295770
AU,GH,K,B,I,1152
AU,GH,K,F,B,370720
AU,GH,K,F,I,2021692
AU,GH,K,G,B,1762
AU,GH,K,G,I,18772
AU,GM,K,F,B,161677
AU,GM,K,F,I,678640
AU,GM,K,G,B,1007
AU,GM,K,G,I,7330
AU,GM,N,C,H,517598
AU,GN,D,B,H,23532
AU,GN,K,F,B,79911
AU,GN,K,F,I,139269
AU,GQ,K,F,I,26526
AU,GT,D,B,F,103365
AU,GT,K,F,B,71034
AU,GT,K,F,I,221915
AU,GT,K,G,B,100
AU,GT,K,G,E,6645
AU,GT,K,G,I,1424
AU,GT,N,B,H,445388
AU,GY,K,F,B,42396
AU,GY,K,F,I,291871
AU,GY,K,G,B,452
AU,GY,K,G,E,26580
AU,GY,K,G,I,3435
AU,HN,D,B,E,112007
AU,HN,J,B,H,1478852
AU,HN,K,F,B,102047
AU,HN,K,F,I,168851
AU,HN,K,G,B,100
AU,HN,K,G,I,920
AU,HN,N,B,H,492459
AU,HT,D,B,F,160528
AU,HT,D,B,H,328012
AU,HT,D,B,I,605
AU,HT,D,G,I,479771
AU,HT,K,F,B,31350
AU,HT,K,F,I,24311
AU,HT,K,G,I,231
AU,HT,N,B,H,750517
AU,HT,N,G,B,157926
AU,ID,A,B,C,60554434
AU,ID,A,B,I,235291
AU,ID,A,F,B,17043
AU,ID,A,G,B,946759
AU,ID,A,G,H,4475231
AU,ID,A,G,I,24705372
AU,ID,B,B,E,10780645
AU,ID,B,B,H,3218673
AU,ID,B,B,I,976164
AU,ID,B,E,I,349721
AU,ID,B,F,B,676309
AU,ID,B,G,B,1694384
AU,ID,B,G,C,1552795
AU,ID,B,G,H,86575014
AU,ID,B,G,I,28322989
AU,ID,C,B,C,25888130
AU,ID,C,B,E,672541
AU,ID,C,G,H,15527950
AU,ID,D,B,E,591225
AU,ID,D,B,F,3395843
AU,ID,D,B,H,3381097
AU,ID,D,B,I,1028554
AU,ID,D,E,E,55009
AU,ID,D,E,F,3305145
AU,ID,D,E,I,5367036
AU,ID,D,F,B,14105339
AU,ID,D,G,B,11510290
AU,ID,D,G,C,621118
AU,ID,D,G,E,2227770
AU,ID,D,G,F,10246513
AU,ID,D,G,H,7042599
AU,ID,D,G,I,44218151
AU,ID,E,B,H,2261904
AU,ID,E,E,I,20597939
AU,ID,F,A,C,42746273
AU,ID,F,B,E,273865
AU,ID,F,B,I,2682243
AU,ID,F,G,B,4105795
AU,ID,G,B,E,1583862
AU,ID,G,G,B,40627
AU,ID,H,B,E,257338
AU,ID,H,F,B,2900
AU,ID,H,G,B,13309768
AU,ID,H,G,F,1669615
AU,ID,H,G,H,763826
AU,ID,H,G,I,7611037
AU,ID,I,F,B,1035196
AU,ID,I,G,B,36294
AU,ID,I,G,H,465838
AU,ID,I,G,I,17000
AU,ID,J,B,H,1663286
AU,ID,J,G,B,1351184
AU,ID,J,G,I,1631273
AU,ID,K,B,I,7702
AU,ID,K,D,I,1732266
AU,ID,K,E,H,222567
AU,ID,K,F,B,3337035
AU,ID,K,F,I,50770890
AU,ID,K,G,B,7079154
AU,ID,K,G,E,757556
AU,ID,K,G,H,12425477
AU,ID,K,G,I,16838487
AU,ID,L,B,C,38875
AU,ID,M,F,B,8388834
AU,ID,N,B,I,1265
AU,ID,N,F,B,9814392
AU,ID,N,G,B,5673976
AU,ID,N,G,H,2887750
AU,ID,N,G,I,8055966
AU,IN,B,B,E,2058761
AU,IN,B,B,H,323799
AU,IN,B,F,B,765527
AU,IN,B,G,B,1500462
AU,IN,B,G,H,920289
AU,IN,C,B,C,517598
AU,IN,C,B,E,1408307
AU,IN,C,D,I,186335
AU,IN,C,G,B,22964
AU,IN,C,G,H,1863353
AU,IN,D,B,E,172974
AU,IN,D,B,H,76134
AU,IN,D,G,B,527596
AU,IN,E,B,E,1340022
AU,IN,E,G,B,1119965
AU,IN,F,B,H,621118
AU,IN,F,G,B,8603
AU,IN,F,G,H,2468944
AU,IN,G,B,E,1586562
AU,IN,H,B,E,315447
AU,IN,H,G,B,5205531
AU,IN,I,G,B,36989
AU,IN,J,B,H,690131
AU,IN,K,F,B,2510509
AU,IN,K,F,I,1376206
AU,IN,K,G,B,1359
AU,IN,K,G,E,132904
AU,IN,K,G,I,15394
AU,IQ,A,G,F,5175951
AU,IQ,B,G,B,23453
AU,IQ,D,B,E,1345755
AU,IQ,D,B,F,523274
AU,IQ,D,B,H,1035196
AU,IQ,D,F,B,296284
AU,IQ,D,G,I,10664259
AU,IQ,E,B,H,1035196
AU,IQ,H,F,B,4972042
AU,IQ,H,F,I,3906727
AU,IQ,H,G,H,171458
AU,IQ,K,F,B,296475
AU,IQ,K,F,I,96749
AU,IQ,K,G,B,5843
AU,IQ,K,G,E,13290
AU,IQ,K,G,I,39250
AU,IQ,N,B,H,2070393
AU,IR,K,F,B,496531
AU,JM,A,E,F,310559
AU,JM,K,F,B,111
AU,JM,K,F,I,98917
AU,JM,K,G,B,352
AU,JM,K,G,E,6645
AU,JM,K,G,I,2403
AU,JO,B,G,B,23809
AU,JO,D,B,F,153871
AU,JO,D,B,I,12895
AU,JO,D,E,E,1552795
AU,JO,D,F,B,28
AU,JO,D,G,B,1194342
AU,JO,D,G,E,155820
AU,JO,D,G,I,264293
AU,JO,J,B,H,690131
AU,JO,K,B,I,538
AU,JO,K,F,B,157382
AU,KE,B,B,I,10500
AU,KE,B,G,E,646030
AU,KE,C,B,E,276749
AU,KE,D,B,E,94328
AU,KE,D,B,H,161958
AU,KE,D,B,I,54034
AU,KE,D,F,B,122
AU,KE,D,G,B,395219
AU,KE,D,G,E,652763
AU,KE,D,G,I,1113317
AU,KE,G,B,E,1049158
AU,KE,H,B,E,246665
AU,KE,H,C,B,11128363
AU,KE,H,F,B,526462
AU,KE,H,G,B,1224489
AU,KE,H,G,E,350853
AU,KE,J,B,H,1478852
AU,KE,J,G,B,295770
AU,KE,K,B,I,2256
AU,KE,K,F,B,544148
AU,KE,K,F,I,2063761
AU,KE,K,G,B,3123
AU,KE,K,G,E,205031
AU,KE,K,G,I,23987
AU,KE,N,B,E,243529
AU,KG,D,B,H,109772
AU,KG,D,E,H,20703
AU,KH,B,B,E,694701
AU,KH,B,B,I,996
AU,KH,B,F,B,387536
AU,KH,B,G,E,9059941
AU,KH,B,G,F,822872
AU,KH,B,G,H,12930424
AU,KH,B,G,I,5334483
AU,KH,C,B,E,153913
AU,KH,C,E,H,905796
AU,KH,C,E,I,27705
AU,KH,C,G,B,95251
AU,KH,C,G,H,3105590
AU,KH,D,B,E,2746822
AU,KH,D,B,F,150231
AU,KH,D,B,H,6530536
AU,KH,D,B,I,263689
AU,KH,D,E,F,35231
AU,KH,D,E,I,496303
AU,KH,D,F,B,2159995
AU,KH,D,G,B,354867
AU,KH,D,G,E,2307056
AU,KH,D,G,F,30376
AU,KH,D,G,H,265057
AU,KH,D,G,I,6283523
AU,KH,E,B,E,495170
AU,KH,E,B,H,82815
AU,KH,E,G,B,1668
AU,KH,E,G,E,414078
AU,KH,F,B,E,183866
AU,KH,F,B,H,5945030
AU,KH,F,B,I,121698
AU,KH,F,F,B,390703
AU,KH,F,G,B,20703
AU,KH,F,G,I,35150
AU,KH,G,B,E,2643774
AU,KH,H,B,E,840928
AU,KH,H,C,H,1887604
AU,KH,H,G,B,5142026
AU,KH,H,G,H,561963
AU,KH,H,G,I,10659954
AU,KH,I,G,B,30868
AU,KH,I,G,H,465838
AU,KH,I,G,I,17000
AU,KH,J,B,H,973155
AU,KH,J,G,B,76041
AU,KH,K,B,F,1025176
AU,KH,K,B,H,234753
AU,KH,K,B,I,56170
AU,KH,K,F,B,671754
AU,KH,K,F,E,554198
AU,KH,K,F,I,6535403
AU,KH,K,G,B,12713
AU,KH,K,G,E,172776
AU,KH,K,G,H,445
AU,KH,K,G,I,146957
AU,KH,N,E,H,5175983
AU,KH,N,G,B,182992
AU,KH,N,G,I,26535
AU,KI,A,B,F,310559
AU,KI,A,B,I,7778155
AU,KI,A,G,B,46379
AU,KI,A,G,E,196882
AU,KI,A,G,H,606395
AU,KI,A,G,I,4082235
AU,KI,B,B,C,598514
AU,KI,B,B,H,793344
AU,KI,B,B,I,162662
AU,KI,B,F,I,2915567
AU,KI,B,G,B,253276
AU,KI,D,B,C,70909
AU,KI,D,B,H,1591913
AU,KI,D,B,I,24385
AU,KI,D,E,E,259455
AU,KI,D,F,B,57042
AU,KI,D,G,B,641805
AU,KI,D,G,E,294585
AU,KI,D,G,I,617966
AU,KI,E,B,H,84373
AU,KI,E,G,B,198220
AU,KI,E,G,H,208305
AU,KI,F,B,H,2303312
AU,KI,G,B,H,369713
AU,KI,G,G,I,33436
AU,KI,H,E,C,110229
AU,KI,H,G,B,597803
AU,KI,H,G,H,180356
AU,KI,H,G,I,6909
AU,KI,I,G,I,183333
AU,KI,J,B,H,414078
AU,KI,J,G,B,1412510
AU,KI,J,G,I,278
AU,KI,K,B,H,677702
AU,KI,K,B,I,1018
AU,KI,K,F,B,45746
AU,KI,K,F,I,1182365
AU,KI,K,G,B,87496
AU,KI,K,G,E,26580
AU,KI,K,G,H,713028
AU,KI,K,G,I,211707
AU,KM,K,F,B,327737
AU,KM,K,F,I,128204
AU,KM,K,G,I,463
AU,KN,K,F,B,34039
AU,KN,K,F,I,167597
AU,KN,K,G,B,100
AU,KN,K,G,I,905
AU,KP,N,C,H,2070393
AU,LA,A,B,E,325683
AU,LA,A,B,H,11397514
AU,LA,A,B,I,168490
AU,LA,A,F,B,28557
AU,LA,A,G,E,103519
AU,LA,A,G,I,391803
AU,LA,B,B,E,129436
AU,LA,B,B,I,996
AU,LA,B,F,B,387536
AU,LA,B,G,H,381312
AU,LA,B,G,I,120264
AU,LA,C,B,E,389145
AU,LA,C,B,H,927363
AU,LA,C,E,H,905796
AU,LA,C,E,I,27705
AU,LA,C,G,B,95251
AU,LA,C,G,H,2277432
AU,LA,D,B,E,685239
AU,LA,D,B,F,323248
AU,LA,D,B,H,2865868
AU,LA,D,B,I,41831
AU,LA,D,F,B,94
AU,LA,D,G,B,232764
AU,LA,D,G,E,505364
AU,LA,D,G,H,472096
AU,LA,D,G,I,1040846
AU,LA,E,B,E,454961
AU,LA,E,B,H,168219
AU,LA,F,B,E,160442
AU,LA,F,B,H,271739
AU,LA,F,G,I,76770
AU,LA,G,B,E,1546682
AU,LA,H,B,E,37948
AU,LA,H,B,H,310559
AU,LA,H,G,B,5037663
AU,LA,H,G,H,561963
AU,LA,I,G,B,314210
AU,LA,I,G,H,1242235
AU,LA,I,G,I,208028
AU,LA,J,G,B,76041
AU,LA,K,B,H,5486542
AU,LA,K,B,I,534206
AU,LA,K,E,E,2100791
AU,LA,K,E,I,127279
AU,LA,K,F,B,534391
AU,LA,K,F,E,644414
AU,LA,K,F,I,6444629
AU,LA,K,G,B,8161
AU,LA,K,G,E,139549
AU,LA,K,G,H,3117
AU,LA,K,G,I,2684251
AU,LA,N,B,H,310559
AU,LA,N,B,I,1265
AU,LA,N,G,B,135132
AU,LB,D,B,E,149343
AU,LB,D,B,F,94224
AU,LB,D,B,H,77639
AU,LB,D,B,I,12895
AU,LB,D,E,E,928938
AU,LB,D,F,B,28
AU,LB,D,G,E,155820
AU,LB,D,G,I,264293
AU,LB,G,B,E,487847
AU,LB,J,B,H,517598
AU,LB,K,B,I,538
AU,LB,K,F,B,96510
AU,LC,K,F,B,12654
AU,LC,K,F,I,274360
AU,LC,K,G,B,251
AU,LC,K,G,E,6645
AU,LC,K,G,I,1959
AU,LK,A,B,H,12422360
AU,LK,A,B,I,36157
AU,LK,A,G,B,108460
AU,LK,A,G,I,12065
AU,LK,B,B,E,715271
AU,LK,B,B,H,80528
AU,LK,B,B,I,16442
AU,LK,B,G,B,1023125
AU,LK,B,G,E,362318
AU,LK,C,B,H,1552795
AU,LK,D,B,E,4983931
AU,LK,D,B,F,973176
AU,LK,D,B,I,29312
AU,LK,D,G,B,2883695
AU,LK,D,G,I,37866
AU,LK,F,B,H,103519
AU,LK,G,B,E,223108
AU,LK,K,B,H,9803312
AU,LK,K,B,I,12795
AU,LK,K,F,B,2190486
AU,LK,K,F,E,135550
AU,LK,K,F,I,3776515
AU,LK,K,G,B,3778
AU,LK,K,G,E,199356
AU,LK,K,G,I,578066
AU,LK,N,B,H,1915113
AU,LR,D,B,F,77639
AU,LR,D,B,H,55370
AU,LR,J,G,B,295770
AU,LR,K,F,B,381
AU,LR,K,F,I,1142168
AU,LR,K,G,B,1208
AU,LR,K,G,E,6645
AU,LR,K,G,I,8374
AU,LS,D,B,I,13243
AU,LS,D,F,B,29
AU,LS,D,G,E,160026
AU,LS,D,G,I,273482
AU,LS,G,B,E,119090
AU,LS,K,B,I,553
AU,LS,K,F,B,302
AU,LS,K,F,I,561832
AU,LS,K,G,B,956
AU,LS,K,G,E,6645
AU,LS,K,G,I,6455
AU,LY,N,B,H,1035196
AU,MA,D,B,H,103819
AU,MA,J,B,H,690131
AU,MA,K,F,I,234954
AU,MA,K,G,I,347
AU,MD,J,B,H,517598
AU,ME,K,F,B,6562
AU,MG,K,F,B,227986
AU,MG,K,F,I,298434
AU,MH,A,G,B,2422
AU,MH,A,G,H,583968
AU,MH,A,G,I,9921
AU,MH,C,B,H,814355
AU,MH,C,E,C,313886
AU,MH,D,B,I,1059
AU,MH,D,F,B,56989
AU,MH,D,G,B,442563
AU,MH,D,G,E,155691
AU,MH,D,G,I,21784
AU,MH,E,F,B,221839
AU,MH,E,G,B,51759
AU,MH,E,G,H,208305
AU,MH,F,B,C,744807
AU,MH,F,B,H,1138716
AU,MH,G,B,H,369713
AU,MH,H,G,B,110912
AU,MH,H,G,H,180356
AU,MH,H,G,I,6909
AU,MH,I,G,I,183333
AU,MH,J,G,B,1412510
AU,MH,J,G,I,278
AU,MH,K,B,I,44
AU,MH,K,F,B,36434
AU,MH,K,F,I,253615
AU,MH,K,G,B,244317
AU,MH,K,G,E,19935
AU,MH,K,G,I,1598
AU,MH,N,E,H,517598
AU,MK,K,F,B,8281
AU,ML,J,B,H,1478852
AU,ML,K,F,B,4143
AU,ML,K,F,I,604074
AU,ML,K,G,B,49
AU,ML,K,G,I,683
AU,ML,N,B,E,3105590
AU,ML,N,B,H,6211179
AU,MM,A,B,H,7763975
AU,MM,A,B,I,73576
AU,MM,A,G,E,1035196
AU,MM,A,G,H,362318
AU,MM,B,B,E,284679
AU,MM,B,B,H,18788819
AU,MM,B,B,I,996
AU,MM,B,F,B,387536
AU,MM,B,G,E,1035196
AU,MM,B,G,H,776397
AU,MM,B,G,I,367090
AU,MM,C,B,E,167951
AU,MM,C,B,I,18436
AU,MM,D,B,E,858734
AU,MM,D,B,F,259229
AU,MM,D,B,H,126710
AU,MM,D,B,I,12140
AU,MM,D,D,I,200927
AU,MM,D,F,B,26
AU,MM,D,G,B,210737
AU,MM,D,G,E,1180712
AU,MM,D,G,I,432484
AU,MM,E,B,E,426025
AU,MM,E,B,H,1956521
AU,MM,F,B,H,18115
AU,MM,F,G,E,296562
AU,MM,G,B,E,777764
AU,MM,H,C,H,5175983
AU,MM,H,G,H,561963
AU,MM,I,G,B,30868
AU,MM,I,G,H,465838
AU,MM,I,G,I,17000
AU,MM,K,B,I,507
AU,MM,K,F,B,1182725
AU,MM,K,F,I,2002219
AU,MM,K,G,B,670952
AU,MM,K,G,E,59807
AU,MM,K,G,H,3117
AU,MM,K,G,I,32486
AU,MM,N,B,B,44097
AU,MM,N,B,E,1710987
AU,MM,N,B,H,2070392
AU,MM,N,B,I,46812
AU,MM,N,C,H,414078
AU,MM,N,E,E,5175982
AU,MM,N,G,B,247895
AU,MN,A,B,H,1035196
AU,MN,D,B,H,300385
AU,MN,D,B,I,66233
AU,MN,D,F,B,252803
AU,MN,D,G,E,800127
AU,MN,D,G,I,1357142
AU,MN,G,B,E,358771
AU,MN,I,F,B,26882
AU,MN,I,G,I,163494
AU,MN,J,B,H,2008351
AU,MN,K,B,I,2766
AU,MN,K,F,B,638429
AU,MN,K,F,I,4725856
AU,MN,K,G,B,6599
AU,MN,K,G,E,186066
AU,MN,K,G,I,1019699
AU,MN,N,B,E,414078
AU,MN,N,B,H,172532
AU,MR,K,F,I,59685
AU,MR,N,C,H,517598
AU,MU,D,G,B,177
AU,MU,K,F,B,302
AU,MU,K,F,I,617580
AU,MU,K,G,B,956
AU,MU,K,G,E,13290
AU,MU,K,G,I,6497
AU,MV,A,B,I,517598
AU,MV,B,B,E,155279
AU,MV,B,B,H,2889
AU,MV,D,B,I,12199
AU,MV,D,F,B,26
AU,MV,D,G,B,166658
AU,MV,D,G,E,147397
AU,MV,D,G,H,155279
AU,MV,D,G,I,250008
AU,MV,G,B,E,85402
AU,MV,J,B,H,1996450
AU,MV,K,B,I,509
AU,MV,K,F,B,259951
AU,MV,K,F,I,4469704
AU,MV,K,G,B,5037
AU,MV,K,G,E,119614
AU,MV,K,G,I,653693
AU,MW,B,B,E,133277
AU,MW,C,B,C,1931877
AU,MW,C,G,E,160230
AU,MW,D,B,E,186678
AU,MW,D,B,F,102064
AU,MW,D,B,I,5517
AU,MW,D,F,B,11
AU,MW,D,G,E,53660
AU,MW,D,G,I,124915
AU,MW,G,B,E,600779
AU,MW,H,B,E,322562
AU,MW,H,G,B,1119286
AU,MW,H,G,E,283188
AU,MW,K,B,I,230
AU,MW,K,F,B,168662
AU,MW,K,F,I,1579549
AU,MW,K,G,B,2669
AU,MW,K,G,E,400705
AU,MW,K,G,I,19094
AU,MX,D,G,B,59189
AU,MX,I,G,B,5426
AU,MX,J,B,H,690131
AU,MX,K,F,B,974245
AU,MX,K,F,I,1196627
AU,MX,K,G,B,1007
AU,MX,K,G,E,19935
AU,MX,K,G,I,7004
AU,MY,D,B,H,418545
AU,MY,D,G,B,240979
AU,MY,E,G,B,1035
AU,MY,F,G,B,10869
AU,MY,H,G,B,15527
AU,MY,I,G,B,36294
AU,MY,I,G,H,465838
AU,MY,I,G,I,17000
AU,MY,J,B,H,517598
AU,MY,J,G,B,35196
AU,MY,K,F,B,1785837
AU,MZ,B,B,E,210657
AU,MZ,C,G,E,3105590
AU,MZ,C,G,H,5797101
AU,MZ,D,B,E,491031
AU,MZ,D,B,H,2211287
AU,MZ,D,G,I,12167
AU,MZ,G,B,E,634779
AU,MZ,H,B,E,232434
AU,MZ,H,G,B,1119286
AU,MZ,K,F,B,281138
AU,MZ,K,F,I,1868831
AU,MZ,K,G,B,2972
AU,MZ,K,G,E,104436
AU,MZ,K,G,I,21120
AU,NA,D,B,F,59549
AU,NA,D,B,I,9932
AU,NA,D,F,B,21
AU,NA,D,G,E,120019
AU,NA,D,G,I,203571
AU,NA,K,B,I,414
AU,NA,K,F,B,23474
AU,NA,K,F,I,454260
AU,NA,K,G,B,805
AU,NA,K,G,I,5401
AU,NE,E,B,E,443032
AU,NE,K,F,B,38085
AU,NE,K,F,I,159164
AU,NE,N,B,H,5693581
AU,NE,N,C,E,5175983
AU,NE,N,C,H,4658385
