id,year,direction,flow-type,flow-name,value
AG,2002,out,official,oofs-capital-payments-out,4870000
AG,2002,in,official,oofs-in,1780000
AG,2002,out,official,oofs-interest-payments-out,410000
AG,2002,in,private,pda-in,NA
AG,2002,in,private,remittances-in,37802018.71
AG,2002,out,private,remittances-out,1783169.658
AG,2002,out,commercial,short-debt-interest-out,NA
AG,2002,in,commercial,short-debt-net-flow-in,NA
AG,2002,in,official,ssc-in,NA
AG,2002,out,illicit,trade-mispricing-out,NA
AG,2003,in,official,dfis-in,NA
AG,2003,in,commercial,fdi-in,229049247.8
AG,2003,in,commercial,fdi-in-profits-out,NA
AG,2003,out,commercial,fdi-out,16724392.66
AG,2003,out,illicit,illicit-financing-out,6380321.404
AG,2003,out,commercial,long-debt-capital-payments-out,NA
AG,2003,in,commercial,long-debt-disbursement-in,NA
AG,2003,in,official,long-debt-net-official-in,NA
AG,2003,out,commercial,long-debt-interest-payments-out,NA
AG,2003,in,commercial,net-portfolio-equity-in,0
AG,2003,out,official,oda-capital-payments-out,1040000
AG,2003,in,official,oda-in,9120000
AG,2003,out,official,oda-interest-payments-out,360000
AG,2003,out,official,oofs-capital-payments-out,660000
AG,2003,in,official,oofs-in,3790000
AG,2003,out,official,oofs-interest-payments-out,910000
AG,2003,in,private,pda-in,NA
AG,2003,in,private,remittances-in,40916948.99
AG,2003,out,private,remittances-out,1901224.514
AG,2003,out,commercial,short-debt-interest-out,NA
AG,2003,in,commercial,short-debt-net-flow-in,NA
AG,2003,in,official,ssc-in,NA
AG,2003,out,illicit,trade-mispricing-out,NA
AG,2004,in,official,dfis-in,NA
AG,2004,in,commercial,fdi-in,117408954.6
AG,2004,in,commercial,fdi-in-profits-out,NA
AG,2004,out,commercial,fdi-out,18334199.48
AG,2004,out,illicit,illicit-financing-out,23713580.57
AG,2004,out,commercial,long-debt-capital-payments-out,NA
AG,2004,in,commercial,long-debt-disbursement-in,NA
AG,2004,in,official,long-debt-net-official-in,NA
AG,2004,out,commercial,long-debt-interest-payments-out,NA
AG,2004,in,commercial,net-portfolio-equity-in,0
AG,2004,out,official,oda-capital-payments-out,2270000
AG,2004,in,official,oda-in,4250000
AG,2004,out,official,oda-interest-payments-out,470000
AG,2004,out,official,oofs-capital-payments-out,1640000
AG,2004,in,official,oofs-in,4830000
AG,2004,out,official,oofs-interest-payments-out,970000
AG,2004,in,private,pda-in,NA
AG,2004,in,private,remittances-in,37684779.04
AG,2004,out,private,remittances-out,1931450.543
AG,2004,out,commercial,short-debt-interest-out,NA
AG,2004,in,commercial,short-debt-net-flow-in,NA
AG,2004,in,official,ssc-in,NA
AG,2004,out,illicit,trade-mispricing-out,NA
AG,2005,in,official,dfis-in,NA
AG,2005,in,commercial,fdi-in,282750778.8
AG,2005,in,commercial,fdi-in-profits-out,NA
AG,2005,out,commercial,fdi-out,19699472.67
AG,2005,out,illicit,illicit-financing-out,13174061.7
AG,2005,out,commercial,long-debt-capital-payments-out,NA
AG,2005,in,commercial,long-debt-disbursement-in,NA
AG,2005,in,official,long-debt-net-official-in,NA
AG,2005,out,commercial,long-debt-interest-payments-out,NA
AG,2005,in,commercial,net-portfolio-equity-in,0
AG,2005,out,official,oda-capital-payments-out,1100000
AG,2005,in,official,oda-in,11080000
AG,2005,out,official,oda-interest-payments-out,470000
AG,2005,out,official,oofs-capital-payments-out,1030000
AG,2005,in,official,oofs-in,190000
AG,2005,out,official,oofs-interest-payments-out,390000
AG,2005,in,private,pda-in,NA
AG,2005,in,private,remittances-in,27449419.3
AG,2005,out,private,remittances-out,1988260.295
AG,2005,out,commercial,short-debt-interest-out,NA
AG,2005,in,commercial,short-debt-net-flow-in,NA
AG,2005,in,official,ssc-in,NA
AG,2005,out,illicit,trade-mispricing-out,NA
AG,2006,in,official,dfis-in,NA
AG,2006,in,commercial,fdi-in,425556729.3
AG,2006,in,commercial,fdi-in-profits-out,NA
AG,2006,out,commercial,fdi-out,2617449.153
AG,2006,out,illicit,illicit-financing-out,12601462.19
AG,2006,out,commercial,long-debt-capital-payments-out,NA
AG,2006,in,commercial,long-debt-disbursement-in,NA
AG,2006,in,official,long-debt-net-official-in,NA
AG,2006,out,commercial,long-debt-interest-payments-out,NA
AG,2006,in,commercial,net-portfolio-equity-in,0
AG,2006,out,official,oda-capital-payments-out,880000
AG,2006,in,official,oda-in,5030000
AG,2006,out,official,oda-interest-payments-out,390000
AG,2006,out,official,oofs-capital-payments-out,1900000
AG,2006,in,official,oofs-in,300000
AG,2006,out,official,oofs-interest-payments-out,760000
AG,2006,in,private,pda-in,NA
AG,2006,in,private,remittances-in,25178477.81
AG,2006,out,private,remittances-out,2165443.901
AG,2006,out,commercial,short-debt-interest-out,NA
AG,2006,in,commercial,short-debt-net-flow-in,NA
AG,2006,in,official,ssc-in,NA
AG,2006,out,illicit,trade-mispricing-out,NA
AG,2007,in,official,dfis-in,NA
AG,2007,in,commercial,fdi-in,378383471.6
AG,2007,in,commercial,fdi-in-profits-out,NA
AG,2007,out,commercial,fdi-out,2553327.854
AG,2007,out,illicit,illicit-financing-out,8565179.737
AG,2007,out,commercial,long-debt-capital-payments-out,NA
AG,2007,in,commercial,long-debt-disbursement-in,NA
AG,2007,in,official,long-debt-net-official-in,NA
AG,2007,out,commercial,long-debt-interest-payments-out,NA
AG,2007,in,commercial,net-portfolio-equity-in,0
AG,2007,out,official,oda-capital-payments-out,980000
AG,2007,in,official,oda-in,8950000
AG,2007,out,official,oda-interest-payments-out,430000
AG,2007,out,official,oofs-capital-payments-out,9820000
AG,2007,in,official,oofs-in,10190000
AG,2007,out,official,oofs-interest-payments-out,1080000
AG,2007,in,private,pda-in,NA
AG,2007,in,private,remittances-in,21358833.13
AG,2007,out,private,remittances-out,2368186.13
AG,2007,out,commercial,short-debt-interest-out,NA
AG,2007,in,commercial,short-debt-net-flow-in,NA
AG,2007,in,official,ssc-in,NA
AG,2007,out,illicit,trade-mispricing-out,NA
AG,2008,in,official,dfis-in,NA
AG,2008,in,commercial,fdi-in,173639702.7
AG,2008,in,commercial,fdi-in-profits-out,NA
AG,2008,out,commercial,fdi-out,2185125.062
AG,2008,out,illicit,illicit-financing-out,0
AG,2008,out,commercial,long-debt-capital-payments-out,NA
AG,2008,in,commercial,long-debt-disbursement-in,NA
AG,2008,in,official,long-debt-net-official-in,NA
AG,2008,out,commercial,long-debt-interest-payments-out,NA
AG,2008,in,commercial,net-portfolio-equity-in,0
AG,2008,out,official,oda-capital-payments-out,1030000
AG,2008,in,official,oda-in,9790000
AG,2008,out,official,oda-interest-payments-out,300000
AG,2008,out,official,oofs-capital-payments-out,3520000
AG,2008,in,official,oofs-in,5380000
AG,2008,out,official,oofs-interest-payments-out,640000
AG,2008,in,private,pda-in,NA
AG,2008,in,private,remittances-in,18938946.72
AG,2008,out,private,remittances-out,2556588.752
AG,2008,out,commercial,short-debt-interest-out,NA
AG,2008,in,commercial,short-debt-net-flow-in,NA
AG,2008,in,official,ssc-in,NA
AG,2008,out,illicit,trade-mispricing-out,NA
AG,2009,in,official,dfis-in,NA
AG,2009,in,commercial,fdi-in,91191058.75
AG,2009,in,commercial,fdi-in-profits-out,NA
AG,2009,out,commercial,fdi-out,4301742.948
AG,2009,out,illicit,illicit-financing-out,4865095.835
AG,2009,out,commercial,long-debt-capital-payments-out,NA
AG,2009,in,commercial,long-debt-disbursement-in,NA
AG,2009,in,official,long-debt-net-official-in,NA
AG,2009,out,commercial,long-debt-interest-payments-out,NA
AG,2009,in,commercial,net-portfolio-equity-in,0
AG,2009,out,official,oda-capital-payments-out,790000
AG,2009,in,official,oda-in,7060000
AG,2009,out,official,oda-interest-payments-out,510000
AG,2009,out,official,oofs-capital-payments-out,2330000
AG,2009,in,official,oofs-in,12640000
AG,2009,out,official,oofs-interest-payments-out,1750000
AG,2009,in,private,pda-in,NA
AG,2009,in,private,remittances-in,20750803.27
AG,2009,out,private,remittances-out,2286649.97
AG,2009,out,commercial,short-debt-interest-out,NA
AG,2009,in,commercial,short-debt-net-flow-in,NA
AG,2009,in,official,ssc-in,NA
AG,2009,out,illicit,trade-mispricing-out,NA
AG,2010,in,official,dfis-in,NA
AG,2010,in,commercial,fdi-in,105978910.1
AG,2010,in,commercial,fdi-in-profits-out,NA
AG,2010,out,commercial,fdi-out,4875440.245
AG,2010,out,illicit,illicit-financing-out,0
AG,2010,out,commercial,long-debt-capital-payments-out,NA
AG,2010,in,commercial,long-debt-disbursement-in,NA
AG,2010,in,official,long-debt-net-official-in,NA
AG,2010,out,commercial,long-debt-interest-payments-out,NA
AG,2010,in,commercial,net-portfolio-equity-in,0
AG,2010,out,official,oda-capital-payments-out,720000
