country-id,year,value
VUT,2007,
VUT,2008,
VUT,2009,
VUT,2010,
VUT,2011,
WFF,2000,
WFF,2001,
WFF,2002,
WFF,2003,
WFF,2004,
WFF,2005,
WFF,2006,
WFF,2007,
WFF,2008,
WFF,2009,
WFF,2010,
WFF,2011,
WSM,2000,
WSM,2001,
WSM,2002,
WSM,2003,
WSM,2004,
WSM,2005,
WSM,2006,
WSM,2007,
WSM,2008,
WSM,2009,
WSM,2010,
WSM,2011,
XKO,2000,
XKO,2001,
XKO,2002,
XKO,2003,
XKO,2004,
XKO,2005,
XKO,2006,
XKO,2007,
XKO,2008,
XKO,2009,
XKO,2010,
XKO,2011,
YEM,2000,206.03
YEM,2001,250.66
YEM,2002,140.59
YEM,2003,128.57
YEM,2004,129.93
YEM,2005,153.26
YEM,2006,
YEM,2007,
YEM,2008,
YEM,2009,
YEM,2010,
YEM,2011,
ZAF,2000,71.08
ZAF,2001,70.54
ZAF,2002,83.14
ZAF,2003,92.06
ZAF,2004,86.89
ZAF,2005,102.12
ZAF,2006,115.99
ZAF,2007,138.07
ZAF,2008,162.34
ZAF,2009,172.6
ZAF,2010,
ZAF,2011,
ZMB,2000,221.52
ZMB,2001,213.56
ZMB,2002,255.74
ZMB,2003,204.63
ZMB,2004,242.08
ZMB,2005,338.92
ZMB,2006,715.95
ZMB,2007,134.99
ZMB,2008,133.39
ZMB,2009,147.25
ZMB,2010,102.5
ZMB,2011,
ZWE,2000,
ZWE,2001,
ZWE,2002,
ZWE,2003,
ZWE,2004,
ZWE,2005,
ZWE,2006,
ZWE,2007,
ZWE,2008,
ZWE,2009,
ZWE,2010,
ZWE,2011,
