id,year,gdp-pc-usd-2005
NC,2005,
NE,2005,258.2817603
NG,2005,802.3733573
NI,2005,1158.997008
NL,2005,41176.80364
NO,2005,65754.02673
NP,2005,321.4550186
NZ,2005,27576.86446
OM,2005,12322.72797
PK,2005,696.3285098
PA,2005,4594.481939
PE,2005,2704.002294
PH,2005,1200.169459
PW,2005,10359.80308
PG,2005,804.0711094
PL,2005,7965.320462
PR,2005,21959.32271
KP,2005,
PT,2005,18755.95644
PY,2005,1479.403778
PF,2005,
QA,2005,54228.83171
RO,2005,4651.692261
RU,2005,5338.405844
RW,2005,273.7661007
SA,2005,13284.69461
SD,2005,839.7739687
SN,2005,772.526793
SG,2005,29771.67237
SB,2005,881.9616184
SL,2005,317.9465762
SV,2005,2814.93504
SM,2005,46193.67268
SO,2005,
RS,2005,3528.131008
SS,2005,
ST,2005,797.1963076
SR,2005,3590.541042
SK,2005,11665.51421
SI,2005,18168.14997
SE,2005,43080.66872
SZ,2005,2339.289952
SX,2005,
SC,2005,11060.7976
SY,2005,1588.505672
TC,2005,
TD,2005,663.7096973
TG,2005,381.7820196
TH,2005,2684.584765
TJ,2005,339.7644428
TM,2005,1706.956726
TL,2005,499.5477618
TO,2005,2622.949225
TT,2005,12405.05615
TN,2005,3218.961081
TR,2005,7129.882486
TV,2005,2252.892885
TZ,2005,364.25347
UG,2005,313.7989764
UA,2005,1828.717626
UY,2005,5221.673186
US,2005,44329.1512
UZ,2005,546.7768502
VC,2005,5064.218125
VE,2005,5462.866223
VI,2005,
VN,2005,699.4878933
VU,2005,1886.388309
PS,2005,1455.933681
WS,2005,2571.276639
YE,2005,831.8802897
ZA,2005,5184.767045
CD,2005,221.4496889
ZM,2005,726.4034882
ZW,2005,452.789025
AW,2006,23662.63564
AD,2006,33125.38679
AF,2006,258.4186922
AO,2006,1990.8409
AL,2006,2963.350891
AE,2006,40610.06157
AR,2006,6206.891121
AM,2006,1847.273054
AS,2006,
AG,2006,13547.7116
AU,2006,34496.25324
AT,2006,39305.12886
AZ,2006,2099.709751
BI,2006,146.3976553
BE,2006,37637.61668
BJ,2006,535.4940387
BF,2006,421.9582081
BD,2006,443.667742
BG,2006,4052.003123
BH,2006,17879.07764
BS,2006,23538.91317
BA,2006,2988.21799
BY,2006,3460.131302
BZ,2006,4176.751492
BM,2006,79630.81278
BO,2006,1051.471756
BR,2006,4874.17726
BB,2006,14962.62333
BN,2006,26556.30357
BT,2006,1314.601197
BW,2006,5655.073308
CF,2006,360.3401866
CA,2006,36536.12371
CH,2006,56654.69524
CL,2006,7876.625387
CN,2006,1937.42277
CI,2006,981.966857
CM,2006,919.9821884
CG,2006,1773.294028
CO,2006,3558.282964
KM,2006,633.2962809
CV,2006,2177.817087
CR,2006,4944.28558
CU,2006,4228.753524
CW,2006,
KY,2006,
CY,2006,16883.31347
CZ,2006,14161.67061
DE,2006,35932.59923
DJ,2006,942.9906509
DM,2006,5495.188302
DK,2006,50576.83338
DO,2006,3965.990079
DZ,2006,3042.841998
EC,2006,3090.15946
EG,2006,1312.819303
ER,2006,216.042105
ES,2006,27253.89792
EE,2006,11479.86905
ET,2006,175.5592733
FI,2006,40446.09959
FJ,2006,3698.3118
FR,2006,35524.55104
FO,2006,
FM,2006,2360.174065
GA,2006,6205.712925
GB,2006,40922.4344
GE,2006,1594.525465
GH,2006,520.2674158
GN,2006,307.21646
GM,2006,425.8113163
GW,2006,413.2733568
GQ,2006,12585.31308
GR,2006,23544.32493
GD,2006,6465.295109
GL,2006,31328.24566
GT,2006,2206.562376
GU,2006,
GY,2006,1020.174872
HK,2006,28291.84349
HN,2006,1464.621279
HR,2006,10718.3824
HT,2006,452.4494236
HU,2006,11517.79748
ID,2006,1326.249341
IN,2006,796.8236562
IE,2006,51940.30982
IR,2006,2860.098198
IQ,2006,1960.847404
IS,2006,57638.60784
IL,2006,21123.66559
IT,2006,32505.51532
JM,2006,
JO,2006,2458.003584
JP,2006,36397.50775
KZ,2006,4130.883043
KE,2006,542.0424087
KG,2006,486.011731
KH,2006,514.2639527
KI,2006,1102.327638
KN,2006,11543.59785
KR,2006,19536.11707
XK,2006,2313.957539
KW,2006,35936.35095
LA,2006,503.9636714
LB,2006,5301.395066
LR,2006,175.7875227
LY,2006,8194.180057
LC,2006,6037.797027
LI,2006,113469.7999
LK,2006,1323.260064
LS,2006,735.5584749
LT,2006,8603.191944
LU,2006,82157.70565
LV,2006,8116.040797
MO,2006,28122.35486
MF,2006,
MA,2006,2110.30158
MC,2006,130821.0396
MD,2006,873.5088049
MG,2006,281.1198027
MV,2006,3919.279217
MX,2006,8116.543287
MH,2006,2695.509249
MK,2006,3002.641362
ML,2006,467.3564468
MT,2006,15084.33847
MM,2006,
ME,2006,3972.631123
MN,2006,1070.235914
MP,2006,
MZ,2006,324.0031036
MR,2006,639.4817332
MU,2006,5214.232501
MW,2006,211.2941301
MY,2006,5773.51898
NA,2006,3787.222283
NC,2006,
NE,2006,263.3559978
NG,2006,844.2945737
NI,2006,1191.889142
NL,2006,42701.31452
NO,2006,66728.50318
NP,2006,327.8379018
NZ,2006,27720.69015
OM,2006,12819.13302
PK,2006,720.9187259
PA,2006,4895.274499
PE,2006,2875.694802
PH,2006,1236.170726
PW,2006,10149.86523
PG,2006,805.0639483
PL,2006,8468.517839
PR,2006,21856.33807
KP,2006,
PT,2006,19007.27294
PY,2006,1522.006637
PF,2006,
QA,2006,58065.50753
RO,2006,5095.83953
RU,2006,5797.009501
RW,2006,291.8835265
SA,2006,13676.52827
SD,2006,901.1348907
SN,2006,770.2151535
SG,2006,31580.86064
SB,2006,920.7849274
SL,2006,325.6857465
SV,2006,2913.465315
SM,2006,47409.13372
SO,2006,
RS,2006,3715.744652
SS,2006,
ST,2006,874.2860125
SR,2006,3686.699137
SK,2006,12628.40507
SI,2006,19134.58158
SE,2006,44821.29573
SZ,2006,2387.133053
SX,2006,
SC,2006,11896.0496
SY,2006,1611.382737
TC,2006,
TD,2006,645.9269854
TG,2006,387.078589
TH,2006,2807.967177
TJ,2006,355.7659247
TM,2006,1872.954328
TL,2006,463.3816796
TO,2006,2564.083672
TT,2006,14039.00078
TN,2006,3367.691436
TR,2006,7518.979193
TV,2006,2292.095972
TZ,2006,377.9125049
UG,2006,336.098417
UA,2006,1975.525333
UY,2006,5427.425142
US,2006,44909.18946
UZ,2006,579.5761538
VC,2006,5444.258672
VE,2006,5884.325488
VI,2006,
VN,2006,740.0391089
VU,2006,1995.713806
PS,2006,1354.73218
WS,2006,2605.320771
YE,2006,836.5690602
ZA,2006,5407.112815
CD,2006,226.6761377
ZM,2006,763.0865
ZW,2006,436.6444691
AW,2007,22710.23913
AD,2007,33840.22479
AF,2007,285.9170914
AO,2007,2359.279962
AL,2007,3167.161106
AE,2007,35361.0022
AR,2007,6635.926648
AM,2007,2110.415004
AS,2007,
AG,2007,14671.13355
AU,2007,35577.79101
AT,2007,40598.55522
AZ,2007,2596.062924
BI,2007,148.1409194
BE,2007,38491.58173
BJ,2007,543.2931468
BF,2007,424.4967954
BD,2007,469.8331071
BG,2007,4420.121531
BH,2007,17835.00273
BS,2007,23430.72172
BA,2007,3197.909748
BY,2007,3774.997459
BZ,2007,4116.528075
BM,2007,81436.34117
BO,2007,1081.392031
BR,2007,5121.134138
BB,2007,15138.08615
BN,2007,26127.17337
BT,2007,1518.770702
BW,2007,6084.31293
CF,2007,382.5143177
CA,2007,37095.67839
CH,2007,58401.95563
CL,2007,8218.902612
CN,2007,2200.495491
CI,2007,983.3402687
CM,2007,925.7726743
CG,2007,1693.139821
CO,2007,3752.944769
KM,2007,622.0068792
CV,2007,2499.013347
CR,2007,5252.056787
CU,2007,4535.621026
CW,2007,
KY,2007,
CY,2007,17502.73435
CZ,2007,14856.05935
DE,2007,37196.24344
DJ,2007,977.2528304
DM,2007,5819.121394
DK,2007,50719.24281
DO,2007,4241.355365
DZ,2007,3105.674743
EC,2007,3103.636773
EG,2007,1387.587053
ER,2007,211.7721819
ES,2007,27638.47801
EE,2007,12443.51215
ET,2007,190.4416286
FI,2007,42354.29367
FJ,2007,3634.669051
FR,2007,36086.66123
FO,2007,
FM,2007,2324.516901
GA,2007,6394.289982
GB,2007,41583.45695
GE,2007,1795.272426
GH,2007,539.6653002
GN,2007,304.8995823
GM,2007,427.6882762
GW,2007,417.4148713
GQ,2007,13835.55143
GR,2007,24276.6238
GD,2007,6839.601122
GL,2007,33183.39217
GT,2007,2288.858048
GU,2007,
GY,2007,1084.651831
HK,2007,29929.29746
HN,2007,1524.705428
HR,2007,11280.55064
HT,2007,461.4290833
HU,2007,11635.09942
ID,2007,1389.773986
IN,2007,862.741867
IE,2007,52967.28168
IR,2007,3049.747693
IQ,2007,1941.067121
IS,2007,61662.50484
IL,2007,22144.53838
IT,2007,32855.15957
JM,2007,
JO,2007,2600.250741
JP,2007,37175.95772
KZ,2007,4447.368007
KE,2007,564.6668207
KG,2007,522.5245462
KH,2007,558.8579603
KI,2007,1166.809521
KN,2007,11716.52427
KR,2007,20494.81732
XK,2007,2398.739866
KW,2007,36040.01569
LA,2007,531.6670418
LB,2007,5715.89592
LR,2007,195.4261888
LY,2007,8542.171821
LC,2007,5921.603295
LI,2007,116313.9944
LK,2007,1400.435182
LS,2007,764.3213003
LT,2007,9562.656286
LU,2007,86127.23846
LV,2007,8998.97633
MO,2007,31278.5066
MF,2007,
MA,2007,2148.178711
MC,2007,147140.8442
MD,2007,901.7739295
MG,2007,290.2620581
MV,2007,4256.906177
MX,2007,8262.146529
MH,2007,2793.723423
MK,2007,3182.984337
ML,2007,472.1193866
MT,2007,15675.06853
MM,2007,
ME,2007,4389.298781
MN,2007,1163.740149
MP,2007,
MZ,2007,338.4398601
MR,2007,628.1127789
MU,2007,5488.116328
MW,2007,224.496022
MY,2007,6004.366629
NA,2007,3983.896476
NC,2007,
NE,2007,261.7395281
NG,2007,883.2280583
NI,2007,1239.078635
NL,2007,44378.79936
NO,2007,67740.41956
NP,2007,334.8942034
NZ,2007,28380.20008
OM,2007,13312.63551
PK,2007,744.2276801
PA,2007,5389.927528
PE,2007,3087.862122
PH,2007,1305.19589
PW,2007,10283.10465
PG,2007,842.5474813
PL,2007,9102.699436
PR,2007,21253.56298
KP,2007,
PT,2007,19444.24737
PY,2007,1575.577466
PF,2007,
QA,2007,57519.76381
RO,2007,5506.876365
RU,2007,6311.794056
RW,2007,305.6506787
SA,2007,14199.9282
SD,2007,980.0791947
SN,2007,786.3875735
SG,2007,32907.64067
SB,2007,965.2902558
SL,2007,343.1013614
SV,2007,3012.36054
SM,2007,48666.3902
SO,2007,
RS,2007,3950.541318
SS,2007,
ST,2007,866.7163278
SR,2007,3835.309737
SK,2007,13973.18895
SI,2007,20348.72598
SE,2007,46020.52537
SZ,2007,2434.362846
SX,2007,
SC,2007,13026.67952
SY,2007,1637.357081
TC,2007,
TD,2007,646.004259
TG,2007,385.8360922
TH,2007,2951.105762
TJ,2007,375.0750619
TM,2007,2055.838692
TL,2007,508.0736857
TO,2007,2441.845699
TT,2007,14632.80011
TN,2007,3543.382772
TR,2007,7770.174023
TV,2007,2429.66797
TZ,2007,393.3321409
UG,2007,352.3090104
UA,2007,2144.35133
UY,2007,5768.314574
US,2007,45480.01562
UZ,2007,625.6659994
VC,2007,5617.306756
VE,2007,6291.596629
VI,2007,
VN,2007,784.2519938
VU,2007,2047.99036
PS,2007,1297.125426
WS,2007,2752.307484
YE,2007,843.2565234
ZA,2007,5622.543562
CD,2007,234.1350259
ZM,2007,804.4270241
ZW,2007,420.1689702
AW,2008,21121.3952
AD,2008,35628.4107
AF,2008,288.7581997
AO,2008,2597.055971
AL,2008,3438.965454
AE,2008,31035.64171
AR,2008,6779.903147
AM,2008,2265.424536
AS,2008,
AG,2008,14517.80518
AU,2008,36142.53713
AT,2008,41022.31446
AZ,2008,2815.96538
BI,2008,150.2787084
BE,2008,38562.18872
BJ,2008,553.6371237
BF,2008,436.1103373
BD,2008,492.9951565
BG,2008,4707.41306
BH,2008,17527.96299
BS,2008,22472.8829
BA,2008,3377.753321
BY,2008,4174.018811
BZ,2008,4143.082485
BM,2008,82192.92674
BO,2008,1129.480693
BR,2008,5318.99452
BB,2008,15115.78713
BN,2008,25186.10796
BT,2008,1561.779188
BW,2008,6261.105787
CF,2008,389.9756541
CA,2008,36997.18457
CH,2008,59102.92998
CL,2008,8377.307265
CN,2008,2400.625068
CI,2008,991.1721387
CM,2008,928.2972644
CG,2008,1733.251528
CO,2008,3831.414485
KM,2008,608.5721336
CV,2008,2660.052458
CR,2008,5312.811412
CU,2008,4724.568307
CW,2008,
KY,2008,
CY,2008,17901.84132
CZ,2008,15214.83296
DE,2008,37632.39983
DJ,2008,1019.370511
DM,2008,6245.620717
DK,2008,50058.05825
DO,2008,4314.03914
DZ,2008,3107.035092
EC,2008,3245.438512
EG,2008,1457.109543
ER,2008,184.9375879
ES,2008,27418.65983
EE,2008,11812.12153
ET,2008,205.4192279
FI,2008,42345.77527
FJ,2008,3635.396461
FR,2008,35885.66975
FO,2008,
FM,2008,2278.000999
GA,2008,6303.803534
GB,2008,41095.6721
GE,2008,1838.743285
GH,2008,570.363145
GN,2008,311.648109
GM,2008,438.293307
GW,2008,421.5393437
GQ,2008,15098.61796
GR,2008,24136.36726
GD,2008,6881.469758
GL,2008,33432.3671
GT,2008,2306.734784
GU,2008,
GY,2008,1098.488909
HK,2008,30325.67766
HN,2008,1557.99024
HR,2008,11516.02612
HT,2008,459.3105992
HU,2008,11755.10959
ID,2008,1451.481112
IN,2008,885.3608138
IE,2008,50561.92789
IR,2008,3041.526317
IQ,2008,2020.888802
IS,2008,61221.89557
IL,2008,22438.70403
IT,2008,32298.2421
JM,2008,
JO,2008,2728.073173
JP,2008,36803.8474
KZ,2008,4538.497437
KE,2008,551.0751718
KG,2008,561.0682578
KH,2008,587.9896713
KI,2008,1180.854323
KN,2008,12049.40041
KR,2008,20838.14364
XK,2008,2465.213884
KW,2008,34920.45291
LA,2008,561.5177366
LB,2008,6166.997561
LR,2008,207.1600999
LY,2008,8723.897903
LC,2008,6036.402115
LI,2008,117493.6402
LK,2008,1470.698567
LS,2008,801.4171252
LT,2008,9944.349907
LU,2008,85013.67858
LV,2008,8708.138081
MO,2008,31426.56783
MF,2008,
MA,2008,2247.09107
MC,2008,158802.5168
MD,2008,973.9743562
MG,2008,302.2808752
MV,2008,4690.904181
MX,2008,8271.864148
MH,2008,2731.927344
MK,2008,3337.121956
ML,2008,480.0565882
MT,2008,16180.77187
MM,2008,
ME,2008,4686.711767
MN,2008,1249.138602
MP,2008,
MZ,2008,348.6913332
MR,2008,632.5633756
MU,2008,5752.709865
MW,2008,235.9148414
MY,2008,6189.94381
NA,2008,4031.067807
NC,2008,
NE,2008,276.3127886
NG,2008,912.6496415
NI,2008,1258.123608
NL,2008,45118.47034
NO,2008,67111.10999
NP,2008,351.2854436
NZ,2008,27641.78126
OM,2008,14272.13659
PK,2008,742.4790332
PA,2008,5779.557006
PE,2008,3335.197474
PH,2008,1327.855384
PW,2008,9661.835599
PG,2008,877.9666174
PL,2008,9442.434969
PR,2008,20994.05892
KP,2008,
PT,2008,19510.94398
PY,2008,1646.017051
PF,2008,
QA,2008,57388.74624
RO,2008,6037.625606
RU,2008,6649.928712
RW,2008,329.9702862
SA,2008,15132.92052
SD,2008,985.1513345
SN,2008,793.1076476
SG,2008,31822.12671
SB,2008,1010.382828
SL,2008,353.784936
SV,2008,3036.450668
SM,2008,49311.22662
SO,2008,
RS,2008,4180.31293
SS,2008,
ST,2008,918.0432242
SR,2008,3955.944106
SK,2008,14721.63295
SI,2008,20987.0451
SE,2008,45446.47474
SZ,2008,2451.212225
SX,2008,
SC,2008,12465.92763
SY,2008,
TC,2008,
TD,2008,645.4305604
TG,2008,384.3647548
TH,2008,3021.817218
TJ,2008,395.5704112
TM,2008,2329.524193
TL,2008,570.829563
TO,2008,2448.137823
TT,2008,15055.56675
TN,2008,3673.930307
TR,2008,7731.279924
TV,2008,2617.201598
TZ,2008,410.2703807
UG,2008,370.3357444
UA,2008,2205.014462
UY,2008,6162.847727
US,2008,44723.01828
UZ,2008,671.1153998
VC,2008,5703.709727
VE,2008,6507.751408
VI,2008,
VN,2008,819.8814823
VU,2008,2127.894625
PS,2008,1151.478444
WS,2008,2761.834117
YE,2008,856.0363765
ZA,2008,5750.459593
CD,2008,241.819382
ZM,2008,842.8179481
ZW,2008,344.7421421
AW,2009,19912.75666
AD,2009,
AF,2009,340.9314267
AO,2009,2573.687194
AL,2009,3589.136357
AE,2009,25912.37807
AR,2009,6721.027705
AM,2009,1950.983276
AS,2009,
AG,2009,12629.71356
AU,2009,36050.65532
AT,2009,39329.25098
AZ,2009,3017.660145
BI,2009,150.2234857
BE,2009,37234.31303
BJ,2009,551.9289484
BF,2009,436.093057
BD,2009,512.5567257
BG,2009,4500.382444
BH,2009,16834.27888
BS,2009,21160.8618
BA,2009,3286.060554
BY,2009,4191.605273
BZ,2009,4069.057445
BM,2009,77419.15897
BO,2009,1148.787508
BR,2009,5271.565144
BB,2009,14418.78944
BN,2009,24341.26867
BT,2009,1636.473167
BW,2009,5716.967865
CF,2009,416.6335913
CA,2009,35683.94268
CH,2009,57077.69191
CL,2009,8239.302781
CN,2009,2614.064871
CI,2009,1004.622274
CM,2009,922.2773356
CG,2009,1807.376534
CO,2009,3842.579894
KM,2009,604.7852597
CV,2009,2620.511406
CR,2009,5180.317879
CU,2009,4796.229496
CW,2009,
KY,2009,
CY,2009,17386.23392
CZ,2009,14362.4013
DE,2009,35652.23138
DJ,2009,1055.012138
DM,2009,6164.356807
DK,2009,47256.11274
DO,2009,4295.345981
DZ,2009,3078.335221
EC,2009,3209.850899
EG,2009,1497.882977
ER,2009,186.0327828
ES,2009,26314.11731
EE,2009,10090.73773
ET,2009,217.6612103
FI,2009,38772.2423
FJ,2009,3548.724379
FR,2009,34774.31877
FO,2009,
FM,2009,2311.305212
GA,2009,5974.684589
GB,2009,39019.67796
GE,2009,1758.446032
GH,2009,578.5740979
GN,2009,302.6024665
GM,2009,452.1358059
GW,2009,425.967521
GQ,2009,13493.81223
GR,2009,23062.30801
GD,2009,6403.927552
GL,2009,31625.81927
GT,2009,2262.399965
GU,2009,
GY,2009,1127.218998
HK,2009,29543.36852
HN,2009,1490.090723
HR,2009,10678.79877
HT,2009,467.3195182
HU,2009,10975.1413
ID,2009,1499.03009
IN,2009,949.4696703
IE,2009,46743.65405
IR,2009,3113.826513
IQ,2009,2086.307907
IS,2009,57872.79529
IL,2009,22309.50091
IT,2009,30290.02359
JM,2009,
JO,2009,2814.723502
JP,2009,34807.70678
KZ,2009,4473.459473
KE,2009,554.2682041
KG,2009,570.3351502
KH,2009,580.0237936
KI,2009,1155.456082
KN,2009,11238.28716
KR,2009,20942.6051
XK,2009,2526.194502
KW,2009,30765.7669
LA,2009,591.2334005
LB,2009,6704.814196
LR,2009,226.4966842
LY,2009,8776.397739
LC,2009,5989.929424
LI,2009,115262.2897
LK,2009,1505.39568
LS,2009,820.9709846
LT,2009,8573.046357
LU,2009,79002.73807
LV,2009,7263.530575
MO,2009,31101.35995
MF,2009,
MA,2009,2329.824467
MC,2009,
MD,2009,916.6940114
MG,2009,282.0939558
MV,2009,4438.128277
MX,2009,7790.573444
MH,2009,2681.748499
MK,2009,3303.5955
ML,2009,485.8852744
MT,2009,15609.5838
MM,2009,
ME,2009,4416.170419
MN,2009,1215.113118
MP,2009,
MZ,2009,361.7652753
MR,2009,608.2865122
MU,2009,5895.237908
MW,2009,249.5512884
MY,2009,5973.302074
NA,2009,3981.314841
NC,2009,
NE,2009,264.2135998
NG,2009,946.0614945
NI,2009,1207.359583
NL,2009,43435.15712
NO,2009,65027.50415
NP,2009,363.121261
NZ,2009,27804.81023
OM,2009,14748.15722
PK,2009,746.6459766
PA,2009,5905.59884
PE,2009,3334.237794
PH,2009,1327.72641
PW,2009,8573.900452
PG,2009,904.9867109
PL,2009,9698.150822
PR,2009,20610.46926
KP,2009,
PT,2009,18924.61446
PY,2009,1553.003641
PF,2009,
QA,2009,55831.14005
RO,2009,5646.253757
RU,2009,6130.678844
RW,2009,340.4390103
SA,2009,15151.30311
SD,2009,993.2667074
SN,2009,789.8645655
SG,2009,30676.07667
SB,2009,941.2604021
SL,2009,357.8687951
SV,2009,2926.234619
SM,2009,
SO,2009,
RS,2009,4066.328131
SS,2009,
ST,2009,927.4844822
SR,2009,4037.552114
SK,2009,13924.25311
SI,2009,19176.50965
SE,2009,42694.98947
SZ,2009,2440.0997
SX,2009,
SC,2009,12279.61123
SY,2009,
TC,2009,
TD,2009,652.499461
TG,2009,387.6934598
TH,2009,2942.182271
TJ,2009,401.1111606
TM,2009,2441.215397
TL,2009,634.3935295
TO,2009,2512.523142
TT,2009,14328.29981
TN,2009,3766.127555
TR,2009,7271.085728
TV,2009,2496.084645
TZ,2009,422.1589158
UG,2009,384.0695611
UA,2009,1887.516186
UY,2009,6286.104002
US,2009,43354.74039
UZ,2009,713.3371951
VC,2009,5579.334132
VE,2009,6192.483375
VI,2009,
VN,2009,855.0700477
VU,2009,2146.510666
PS,2009,1352.911485
WS,2009,2611.103042
YE,2009,870.3367571
ZA,2009,5595.04654
CD,2009,241.8682115
ZM,2009,894.0789774
ZW,2009,362.3998236
AW,2010,
AD,2010,
AF,2010,360.7056152
AO,2010,2576.646856
AL,2010,3758.18354
AE,2010,24047.75339
AR,2010,7281.873702
AM,2010,1997.038912
AS,2010,
AG,2010,11602.14202
AU,2010,36174.98343
AT,2010,39929.57615
AZ,2010,3126.72404
BI,2010,150.7423533
BE,2010,37727.99798
BJ,2010,550.3216957
BF,2010,457.2288132
BD,2010,535.3063503
BG,2010,4559.791994
BH,2010,16722.2598
BS,2010,21128.50974
BA,2010,3315.530659
BY,2010,4524.158168
BZ,2010,4101.051145
BM,2010,76393.83138
BO,2010,1176.974475
BR,2010,5634.95278
BB,2010,14383.67817
BN,2010,24589.27724
BT,2010,1796.828761
BW,2010,6152.726366
CF,2010,435.7329214
CA,2010,36464.93188
CH,2010,58147.64108
CL,2010,8629.355201
CN,2010,2870.588059
CI,2010,1004.625548
CM,2010,928.3915861
CG,2010,1909.827612
CO,2010,3940.161393
KM,2010,602.7224461
CV,2010,2648.661963
CR,2010,5357.490371
CU,2010,4913.847513
CW,2010,
KY,2010,
CY,2010,17402.69867
CZ,2010,14607.02799
DE,2010,37174.29842
DJ,2010,1085.881394
DM,2010,6215.61459
DK,2010,47767.68968
DO,2010,4590.402301
DZ,2010,3156.802424
EC,2010,3268.81379
EG,2010,1549.777873
ER,2010,184.0458298
ES,2010,26193.2434
EE,2010,10364.28069
ET,2010,238.629745
FI,2010,39713.96992
FJ,2010,3619.273248
FR,2010,35218.23046
FO,2010,
FM,2010,2378.119391
GA,2010,6223.145276
GB,2010,39511.60785
GE,2010,1850.820857
GH,2010,610.193721
GN,2010,300.4412781
GM,2010,466.6456357
GW,2010,434.8318515
GQ,2010,12947.74457
GR,2010,21876.63122
GD,2010,6347.996779
GL,2010,
GT,2010,2270.099508
GU,2010,
GY,2010,1168.89919
HK,2010,31320.2927
HN,2010,1514.992044
HR,2010,10523.98071
HT,2010,435.7703587
HU,2010,11099.97447
ID,2010,1570.573045
IN,2010,1028.512483
IE,2010,46489.64783
IR,2010,3263.395763
IQ,2010,2145.012736
IS,2010,56255.25123
IL,2010,23217.37762
IT,2010,30871.79052
JM,2010,
JO,2010,2818.086418
JP,2010,36484.76464
KZ,2010,4732.710579
KE,2010,584.9301958
KG,2010,560.9146216
KH,2010,605.1680468
KI,2010,1132.372897
KN,2010,10746.61996
KR,2010,22262.53495
XK,2010,2616.247445
KW,2010,28615.94755
LA,2010,628.8313487
LB,2010,7083.864798
LR,2010,242.6119329
LY,2010,9099.074595
LC,2010,5854.239604
LI,2010,
LK,2010,1610.084837
LS,2010,870.8519997
LT,2010,8871.170998
LU,2010,81564.6134
LV,2010,7390.815774
MO,2010,38689.0172
MF,2010,
MA,2010,2386.784672
MC,2010,
MD,2010,982.7864109
MG,2010,275.0024996
MV,2010,4663.377652
MX,2010,8084.053527
MH,2010,2841.791676
MK,2010,3396.718691
ML,2010,498.4751481
MT,2010,16201.02351
MM,2010,
ME,2010,4520.083589
MN,2010,1273.154064
MP,2010,
MZ,2010,377.7093415
MR,2010,618.2259499
MU,2010,6108.713926
MW,2010,258.0577631
MY,2010,6330.493865
NA,2010,4153.07767
NC,2010,
NE,2010,275.6830275
NG,2010,995.568281
NI,2010,1230.333673
NL,2010,43694.41977
NO,2010,64631.56327
NP,2010,376.3422096
NZ,2010,27702.73364
OM,2010,14686.94287
PK,2010,750.7971184
PA,2010,6145.335242
PE,2010,3588.169702
PH,2010,1401.904334
PW,2010,8802.32659
PG,2010,955.4244328
PL,2010,10030.46249
PR,2010,20175.58916
KP,2010,
PT,2010,19199.66708
PY,2010,1725.7948
PF,2010,
QA,2010,58295.27471
RO,2010,5630.499646
RU,2010,6384.075999
RW,2010,354.9822697
SA,2010,15995.07704
SD,2010,1004.775619
SN,2010,800.4311031
SG,2010,34668.18997
SB,2010,992.7194764
SL,2010,369.7422255
SV,2010,2949.613729
SM,2010,
SO,2010,
RS,2010,4106.570445
SS,2010,
ST,2010,942.1989244
SR,2010,4207.062877
SK,2010,14582.82824
SI,2010,19326.32303
SE,2010,44891.69798
SZ,2010,2445.074748
SX,2010,
SC,2010,12651.43874
SY,2010,
TC,2010,
TD,2010,718.8233934
TG,2010,392.8550565
TH,2010,3162.540295
TJ,2010,417.1060526
TM,2010,2632.427447
TL,2010,682.5964373
TO,2010,2582.703251
TT,2010,14297.84295
TN,2010,3848.141262
TR,2010,7832.259778
TV,2010,2423.261487
TZ,2010,438.4920863
UG,2010,393.1488778
UA,2010,1974.621182
UY,2010,6791.050415
US,2010,43966.51762
UZ,2010,752.4283102
VC,2010,5388.281147
VE,2010,6025.489611
VI,2010,
VN,2010,900.4936927
VU,2010,2131.093536
PS,2010,1344.978812
WS,2010,2604.927558
YE,2010,878.1395825
ZA,2010,5697.927554
CD,2010,251.9566248
ZM,2010,956.9083797
ZW,2010,397.8215951
AW,2011,
AD,2011,
AF,2011,373.4516771
AO,2011,2593.843498
AL,2011,3891.077215
AE,2011,23865.28952
AR,2011,7832.307497
AM,2011,2090.459569
AS,2011,
AG,2011,11275.27996
AU,2011,36526.41003
AT,2011,41160.15977
AZ,2011,3088.281619
BI,2011,151.9968084
BE,2011,37926.29518
BJ,2011,552.5937079
BF,2011,462.9238099
BD,2011,563.434793
BG,2011,4680.081174
BH,2011,16528.65851
BS,2011,21013.41191
BA,2011,3353.045862
BY,2011,4783.53347
BZ,2011,4085.590992
BM,2011,74483.14274
BO,2011,1217.746318
BR,2011,5737.929932
BB,2011,14420.36665
BN,2011,25060.8324
BT,2011,1905.420101
BW,2011,6476.051113
CF,2011,441.3560847
CA,2011,36980.11634
CH,2011,58515.76223
CL,2011,9012.939288
CN,2011,3124.69776
CI,2011,940.0724669
CM,2011,942.5235669
CG,2011,1922.032384
CO,2011,4141.992428
KM,2011,603.2605169
CV,2011,2737.193464
CR,2011,5518.76658
CU,2011,5049.587428
CW,2011,
KY,2011,
CY,2011,17271.56413
CZ,2011,14862.68027
DE,2011,38509.65296
DJ,2011,1127.31343
DM,2011,6190.178761
DK,2011,48109.9607
DO,2011,4663.87638
DZ,2011,3177.716833
EC,2011,3469.253651
EG,2011,1549.265393
ER,2011,193.5578875
ES,2011,25886.39676
EE,2011,11256.1095
ET,2011,258.4850309
FI,2011,40458.23967
FJ,2011,3685.649332
FR,2011,35810.70571
FO,2011,
FM,2011,2431.460077
GA,2011,6506.888733
GB,2011,39836.28048
GE,2011,1970.560221
GH,2011,686.0057027
GN,2011,304.1995413
