id,year,currency,budget-type,sectoral,sectoral-type,l1,l2,l3,l4,l5,value
UG,2015,ugandan shillings,budget,FALSE,,financing,net-domestic-finance,bank-financing,,,1524100000000
UG,2015,ugandan shillings,proj,FALSE,,financing,net-domestic-finance,bank-financing,,,1550000000000
UG,2016,ugandan shillings,proj,FALSE,,financing,net-domestic-finance,bank-financing,,,863000000000
UG,2017,ugandan shillings,proj,FALSE,,financing,net-domestic-finance,bank-financing,,,1550000000000
UG,2018,ugandan shillings,proj,FALSE,,financing,net-domestic-finance,bank-financing,,,1077000000000
UG,2019,ugandan shillings,proj,FALSE,,financing,net-domestic-finance,bank-financing,,,615000000000
UG,2000,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,31000000000
UG,2001,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,-57000000000
UG,2002,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,-76100000000
UG,2003,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,73000000000
UG,2004,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,107000000000
UG,2005,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,186000000000
UG,2006,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,-69000000000
UG,2007,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,357000000000
UG,2008,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,99000000000
UG,2009,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,-409000000000
UG,2010,ugandan shillings,actual ,FALSE,,financing,net-domestic-finance,nonbank-financing,,,-62000000000
UG,2011,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,483000000000
UG,2012,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,1262000000000
UG,2013,ugandan shillings,actual,FALSE,,financing,net-domestic-finance,nonbank-financing,,,158000000000
UG,2014,ugandan shillings,budget,FALSE,,financing,net-domestic-finance,nonbank-financing,,,624000000000
UG,2014,ugandan shillings,prel,FALSE,,financing,net-domestic-finance,nonbank-financing,,,930000000000
UG,2015,ugandan shillings,budget,FALSE,,financing,net-domestic-finance,nonbank-financing,,,993000000000
UG,2015,ugandan shillings,proj,FALSE,,financing,net-domestic-finance,nonbank-financing,,,1050000000000
UG,2016,ugandan shillings,proj,FALSE,,financing,net-domestic-finance,nonbank-financing,,,722000000000
UG,2017,ugandan shillings,proj,FALSE,,financing,net-domestic-finance,nonbank-financing,,,784000000000
UG,2018,ugandan shillings,proj,FALSE,,financing,net-domestic-finance,nonbank-financing,,,767000000000
UG,2019,ugandan shillings,proj,FALSE,,financing,net-domestic-finance,nonbank-financing,,,673000000000
UG,2013,ugandan shillings,budget,TRUE,total,defence,,,,,1031781429000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,,,,,683542149000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,,,,,360340072000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,,,,,323202077000
UG,2013,ugandan shillings,budget,TRUE,development,defence,,,,,348239280000
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,,,,,244844400000
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,,,,,103394880000
UG,2013,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,,,,1021237569000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,,,,673390289000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,,,,353403168000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,,,,319987121000
UG,2013,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,,,,347847280000
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,,,,244452400000
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,,,,103394880000
UG,2013,ugandan shillings,budget,TRUE,total,defence,external-security,,,,10543860000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,external-security,,,,10151860000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,external-security,,,,6936904000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,external-security,,,,3214956000
UG,2013,ugandan shillings,budget,TRUE,development,defence,external-security,,,,392000000
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,external-security,,,,392000000
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,external-security,,,,0
UG,2013,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,national-defence-updf,,,990814271000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,national-defence-updf,,,642966991000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,national-defence-updf,,,337110276000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,national-defence-updf,,,305856715000
UG,2013,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,national-defence-updf,,,347847280000
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,national-defence-updf,,,244452400000
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,national-defence-updf,,,103394880000
UG,2013,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,policy-planning-and-support-services,,,30423298000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,policy-planning-and-support-services,,,30423298000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,policy-planning-and-support-services,,,16292892000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,policy-planning-and-support-services,,,14130406000
UG,2013,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,policy-planning-and-support-services,,,0
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,policy-planning-and-support-services,,,0
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,policy-planning-and-support-services,,,0
UG,2013,ugandan shillings,budget,TRUE,total,defence,external-security,external-security,,,10543860000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,external-security,external-security,,,10151860000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,external-security,external-security,,,6936904000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,external-security,external-security,,,3214956000
UG,2013,ugandan shillings,budget,TRUE,development,defence,external-security,external-security,,,392000000
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,external-security,external-security,,,392000000
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,external-security,external-security,,,0
UG,2013,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,626899163000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,626899163000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,332255276000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,294643887000
UG,2013,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,0
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,0
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,0
UG,2013,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,national-defence-updf,updf-airforce,,16067828000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-airforce,,16067828000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,national-defence-updf,updf-airforce,,4855000000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-airforce,,11212828000
UG,2013,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,national-defence-updf,updf-airforce,,0
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,national-defence-updf,updf-airforce,,0
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,national-defence-updf,updf-airforce,,0
UG,2013,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,103394880000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,0
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,0
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,0
UG,2013,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,103394880000
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,0
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,103394880000
UG,2013,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,,244452400000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,,0
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,,0
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,,0
UG,2013,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,,244452400000
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,,244452400000
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,,0
UG,2013,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,15133263000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,15133263000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,1002857000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,14130406000
UG,2013,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,0
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,0
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,0
UG,2013,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,15290035000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,15290035000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,15290035000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,0
UG,2013,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,0
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,0
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,0
UG,2013,ugandan shillings,budget,TRUE,total,defence,external-security,external-security,headquarters,,10151860000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,external-security,external-security,headquarters,,10151860000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,external-security,external-security,headquarters,,6936904000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,external-security,external-security,headquarters,,3214956000
UG,2013,ugandan shillings,budget,TRUE,development,defence,external-security,external-security,headquarters,,0
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,external-security,external-security,headquarters,,0
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,external-security,external-security,headquarters,,0
UG,2013,ugandan shillings,budget,TRUE,total,defence,external-security,external-security,strengthening-external-security-organisation,,392000000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,external-security,external-security,strengthening-external-security-organisation,,0
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,external-security,external-security,strengthening-external-security-organisation,,0
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,external-security,external-security,strengthening-external-security-organisation,,0
UG,2013,ugandan shillings,budget,TRUE,development,defence,external-security,external-security,strengthening-external-security-organisation,,392000000
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,external-security,external-security,strengthening-external-security-organisation,,392000000
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,external-security,external-security,strengthening-external-security-organisation,,0
UG,2013,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,244452400000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,0
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,0
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,0
UG,2013,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,244452400000
UG,2013,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,244452400000
UG,2013,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,0
UG,2014,ugandan shillings,budget,TRUE,total,defence,,,,,1134872901000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,,,,,777842191000
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,,,,,412315114000
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,,,,,365527077000
UG,2014,ugandan shillings,budget,TRUE,development,defence,,,,,357030710000
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,,,,,253635830000
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,,,,,103394880000
UG,2014,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,,,,1120988505000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,,,,764349795000
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,,,,404337674000
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,,,,360012121000
UG,2014,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,,,,356638710000
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,,,,253243830000
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,,,,103394880000
UG,2014,ugandan shillings,budget,TRUE,total,defence,external-security,,,,13884396000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,external-security,,,,13492396000
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,external-security,,,,7977440000
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,external-security,,,,5514956000
UG,2014,ugandan shillings,budget,TRUE,development,defence,external-security,,,,392000000
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,external-security,,,,392000000
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,external-security,,,,0
UG,2014,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,national-defence-updf,,,1090116346000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,national-defence-updf,,,733477636000
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,national-defence-updf,,,387620921000
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,national-defence-updf,,,345856715000
UG,2014,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,national-defence-updf,,,356638710000
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,national-defence-updf,,,253243830000
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,national-defence-updf,,,103394880000
UG,2014,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,policy-planning-and-support-services,,,30872159000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,policy-planning-and-support-services,,,30872159000
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,policy-planning-and-support-services,,,16716753000
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,policy-planning-and-support-services,,,14155406000
UG,2014,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,policy-planning-and-support-services,,,0
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,policy-planning-and-support-services,,,0
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,policy-planning-and-support-services,,,0
UG,2014,ugandan shillings,budget,TRUE,total,defence,external-security,external-security,,,13884396000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,external-security,external-security,,,13492396000
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,external-security,external-security,,,7977440000
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,external-security,external-security,,,5514956000
UG,2014,ugandan shillings,budget,TRUE,development,defence,external-security,external-security,,,392000000
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,external-security,external-security,,,392000000
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,external-security,external-security,,,0
UG,2014,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,722264808000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,722264808000
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,387620921000
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,334643887000
UG,2014,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,0
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,0
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,national-defence-updf,updf-land-forces,,0
UG,2014,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,national-defence-updf,updf-airforce,,11212828000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-airforce,,11212828000
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,national-defence-updf,updf-airforce,,0
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-airforce,,11212828000
UG,2014,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,national-defence-updf,updf-airforce,,0
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,national-defence-updf,updf-airforce,,0
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,national-defence-updf,updf-airforce,,0
UG,2014,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,103394880000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,0
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,0
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,0
UG,2014,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,103394880000
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,0
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,national-defence-updf,defence-equipment-project,,103394880000
UG,2014,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,253243830000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,0
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,0
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,0
UG,2014,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,253243830000
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,253243830000
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,policy-planning-and-support-services,headquarters,,0
UG,2014,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,15357694000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,15357694000
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,1202288000
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,14155406000
UG,2014,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,0
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,0
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,policy-planning-and-support-services,internal-audit-department,,0
UG,2014,ugandan shillings,budget,TRUE,total,defence,external-security,external-security,headquarters,,15514465000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,external-security,external-security,headquarters,,15514465000
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,external-security,external-security,headquarters,,15514465000
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,external-security,external-security,headquarters,,0
UG,2014,ugandan shillings,budget,TRUE,development,defence,external-security,external-security,headquarters,,0
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,external-security,external-security,headquarters,,0
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,external-security,external-security,headquarters,,0
UG,2014,ugandan shillings,budget,TRUE,total,defence,external-security,external-security,strengthening-external-security-organisation,,13492396000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,external-security,external-security,strengthening-external-security-organisation,,13492396000
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,external-security,external-security,strengthening-external-security-organisation,,7977440000
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,external-security,external-security,strengthening-external-security-organisation,,5514956000
UG,2014,ugandan shillings,budget,TRUE,development,defence,external-security,external-security,strengthening-external-security-organisation,,0
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,external-security,external-security,strengthening-external-security-organisation,,0
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,external-security,external-security,strengthening-external-security-organisation,,0
UG,2014,ugandan shillings,budget,TRUE,total,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,253243830000
UG,2014,ugandan shillings,budget,TRUE,recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,0
UG,2014,ugandan shillings,budget,TRUE,wage-recurrent,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,0
UG,2014,ugandan shillings,budget,TRUE,non-wage-recurrent-total,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,0
UG,2014,ugandan shillings,budget,TRUE,development,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,253243830000
UG,2014,ugandan shillings,budget,TRUE,donor-development,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,253243830000
UG,2014,ugandan shillings,budget,TRUE,government-development,defence,ministry-of-defence,national-defence-updf,updf-peace-keeping-mission-in-somalia,african-union,0
UG,2013,ugandan shillings,budget,TRUE,total,health,,,,,1131241372000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,health,,,,,637178033000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,health,,,,,305663978000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,health,,,,,331514055000
UG,2013,ugandan shillings,budget,TRUE,development,health,,,,,491423339000
UG,2013,ugandan shillings,budget,TRUE,donor-development,health,,,,,416668336000
UG,2013,ugandan shillings,budget,TRUE,government-development,health,,,,,85845003000
UG,2013,ugandan shillings,budget,TRUE,total,health,ministry-of-health,,,,462391372000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,health,ministry-of-health,,,,33078033000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,health,ministry-of-health,,,,5603978000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,health,ministry-of-health,,,,27474055000
UG,2013,ugandan shillings,budget,TRUE,development,health,ministry-of-health,,,,426673339000
UG,2013,ugandan shillings,budget,TRUE,donor-development,health,ministry-of-health,,,,416668336000
UG,2013,ugandan shillings,budget,TRUE,government-development,health,ministry-of-health,,,,12645003000
UG,2013,ugandan shillings,budget,TRUE,total,health,local-governments,,,,299960000000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,health,local-governments,,,,269870000000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,health,local-governments,,,,228690000000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,health,local-governments,,,,41180000000
UG,2013,ugandan shillings,budget,TRUE,development,health,local-governments,,,,30090000000
UG,2013,ugandan shillings,budget,TRUE,donor-development,health,local-governments,,,,0
UG,2013,ugandan shillings,budget,TRUE,government-development,health,local-governments,,,,30090000000
UG,2013,ugandan shillings,budget,TRUE,total,health,other,,,,368890000000
UG,2013,ugandan shillings,budget,TRUE,recurrent-total,health,other,,,,334230000000
UG,2013,ugandan shillings,budget,TRUE,wage-recurrent,health,other,,,,71370000000
UG,2013,ugandan shillings,budget,TRUE,non-wage-recurrent-total,health,other,,,,262860000000
UG,2013,ugandan shillings,budget,TRUE,development,health,other,,,,34660000000
UG,2013,ugandan shillings,budget,TRUE,donor-development,health,other,,,,0
UG,2013,ugandan shillings,budget,TRUE,government-development,health,other,,,,43110000000
UG,2013,ugandan shillings,budget,TRUE,total,health,ministry-of-health,sector-monitoring-and-quality-assurance,,,805000000
