"id","year","budget-type","value"
"d101",2015,"budget",4.40916324286278
"d101",2016,"budget",4.22811357618132
"d103",2015,"budget",5.74620862365879
"d103",2016,"budget",6.20083513241815
"d104",2015,"budget",0.921092671709252
"d104",2016,"budget",0.928820802734913
"d105",2015,"budget",1.71242761219233
"d105",2016,"budget",1.94234858841578
"d106",2015,"budget",4.64910045920184
"d106",2016,"budget",4.91535047071187
"d108",2015,"budget",4.0216140250785
"d108",2016,"budget",4.21858547100433
"d109",2015,"budget",2.62710653607068
"d109",2016,"budget",4.05358076909447
"d110",2015,"budget",4.03077026503342
"d110",2016,"budget",4.13281888195921
"d112",2015,"budget",2.8013962109713
"d112",2016,"budget",2.85773772336132
"d113",2015,"budget",15.9559695036494
"d113",2016,"budget",16.544172375372
"d114",2015,"budget",6.67156156088648
"d114",2016,"budget",7.01452070159641
"d116",2015,"budget",7.13061609565662
"d116",2016,"budget",7.78647825737893
"d117",2015,"budget",14.7834846739005
"d117",2016,"budget",15.08825748322
"d118",2015,"budget",0.892807355339095
"d118",2016,"budget",1.03453290896859
"d119",2015,"budget",1.06995526921865
"d119",2016,"budget",1.11002737298337
"d120",2015,"budget",4.54144626434153
"d120",2016,"budget",4.32054326390759
"d121",2015,"budget",3.85583735050178
"d121",2016,"budget",3.72965508212023
"d122",2015,"budget",3.11096256106595
"d122",2016,"budget",3.52543570684342
"d123",2015,"budget",3.35446695794513
"d123",2016,"budget",3.48199024635773
"d124",2015,"budget",3.60554532802791
"d124",2016,"budget",3.26643157119311
"d201",2015,"budget",1.92799450479224
"d201",2016,"budget",1.92799450467697
"d202",2015,"budget",1.70661899626961
"d202",2016,"budget",2.01956833215617
"d203",2015,"budget",0.607300892603525
"d203",2016,"budget",0.627532088908792
"d204",2015,"budget",9.6930422387128
"d204",2016,"budget",5.43212681466727
"d205",2015,"budget",3.43153319663919
"d205",2016,"budget",3.51737676798821
"d206",2015,"budget",1.72988389343156
"d206",2016,"budget",1.60804946504692
"d207",2015,"budget",3.49326121742429
"d207",2016,"budget",4.9801810704656
"d208",2015,"budget",1.27746093784313
"d208",2016,"budget",1.39202993636282
"d209",2015,"budget",2.52429044492144
"d209",2016,"budget",2.73121245039491
"d210",2015,"budget",2.47308774569295
"d210",2016,"budget",2.61055548845331
"d211",2015,"budget",2.61566568381547
"d211",2016,"budget",3.07499022340527
"d212",2015,"budget",4.49937842215286
"d212",2016,"budget",5.87752661165665
"d213",2015,"budget",2.63797852589163
"d213",2016,"budget",2.75053102978426
"d214",2015,"budget",2.17392445627125
"d214",2016,"budget",2.46706951111292
"d215",2015,"budget",3.8076372909675
"d215",2016,"budget",3.79372320181362
"d216",2015,"budget",2.7025746784519
"d216",2016,"budget",2.849326571542
"d217",2015,"budget",1.66513172294448
"d217",2016,"budget",1.73879502496035
"d218",2015,"budget",2.0191215555216
"d218",2016,"budget",2.14089436522142
"d219",2015,"budget",4.48022929393041
"d219",2016,"budget",3.51751896172966
"d220",2015,"budget",1.47476585467807
"d220",2016,"budget",1.07657700137551
"d221",2015,"budget",1.78668758649264
"d221",2016,"budget",1.79454391859625
"d222",2015,"budget",1.66201192220748
"d222",2016,"budget",1.64948132564693
"d223",2015,"budget",1.80549472274166
"d223",2016,"budget",2.02271432980977
"d224",2015,"budget",1.87838186739156
"d224",2016,"budget",1.92821066387902
"d225",2015,"budget",1.06111387994417
"d225",2016,"budget",1.4325572766513
"d226",2015,"budget",1.98008109239581
"d226",2016,"budget",1.9800810921718
"d227",2015,"budget",0.858611291919265
"d227",2016,"budget",0.876832771443529
"d228",2015,"budget",2.42074518388653
"d228",2016,"budget",2.73544927138055
"d230",2015,"budget",3.16162567957968
"d230",2016,"budget",3.32260590837532
"d231",2015,"budget",3.5047664411642
"d231",2016,"budget",3.63283135425256
"d232",2016,"budget",3.77615265610313
"d301",2015,"budget",1.58062334463687
"d301",2016,"budget",1.6737876880258
"d302",2015,"budget",1.24675240514235
"d302",2016,"budget",1.31838384177932
"d303",2015,"budget",1.81835928667687
"d303",2016,"budget",1.81835928646135
"d304",2015,"budget",2.46601634300311
"d304",2016,"budget",2.86788750729728
"d305",2015,"budget",4.48369526445429
"d305",2016,"budget",4.67596575735067
"d306",2015,"budget",1.16006168054205
"d306",2016,"budget",1.57750004476147
"d307",2015,"budget",1.50983108249922
"d307",2016,"budget",1.87151167569421
"d309",2015,"budget",4.9086792428131
"d309",2016,"budget",3.55938305407091
"d310",2015,"budget",5.59757530756443
"d310",2016,"budget",5.87496429844631
"d311",2015,"budget",2.53242691872315
"d311",2016,"budget",2.613852868569
"d312",2015,"budget",2.85904075788782
"d312",2016,"budget",3.22706886105064
"d313",2015,"budget",1.5940471410388
"d313",2016,"budget",1.65101867754479
"d314",2015,"budget",2.05799818758857
"d314",2016,"budget",2.34788572254269
"d315",2015,"budget",2.76301965269146
"d315",2016,"budget",2.82265732734088
"d316",2015,"budget",2.13127731990157
"d316",2016,"budget",2.4842350449521
"d317",2015,"budget",0.656786895083433
"d317",2016,"budget",0.678701506361093
"d318",2015,"budget",1.55795930142056
"d318",2016,"budget",1.52037398291736
"d319",2015,"budget",6.13398284067696
"d319",2016,"budget",7.57469689812617
"d320",2015,"budget",1.36073846980597
"d320",2016,"budget",1.14908200565299
"d321",2015,"budget",3.91117065798984
"d321",2016,"budget",3.75009311835576
"d322",2015,"budget",1.99088546375839
"d322",2016,"budget",1.4927279879399
"d323",2015,"budget",2.99445662089104
"d323",2016,"budget",3.70673082317622
"d324",2015,"budget",1.66554647448303
"d324",2016,"budget",1.85760388960716
"d325",2015,"budget",2.26945881500874
"d325",2016,"budget",2.38497657714626
"d326",2015,"budget",0.977798637283226
"d326",2016,"budget",1.44005521446453
"d327",2015,"budget",2.39743270919645
"d327",2016,"budget",1.84811902248653
"d328",2015,"budget",3.39859326695637
"d328",2016,"budget",5.57687646297102
"d329",2015,"budget",0.982883260337637
"d329",2016,"budget",0.990125622681068
"d330",2015,"budget",4.24995127883958
"d330",2016,"budget",4.73256551467961
"d401",2015,"budget",0.795269755488258
"d401",2016,"budget",0.876092317801701
"d402",2015,"budget",2.45980537533288
"d402",2016,"budget",2.53649157139559
"d403",2015,"budget",4.75618116959292
"d403",2016,"budget",4.94191612060144
"d404",2015,"budget",3.42628580913448
"d404",2016,"budget",3.61375528059754
"d405",2015,"budget",4.03237534198567
"d405",2016,"budget",2.72270134497427
"d406",2015,"budget",6.96636317085253
"d406",2016,"budget",6.07067788045149
"d407",2015,"budget",4.05552911975805
"d407",2016,"budget",4.22112287888542
"d408",2015,"budget",3.55293109357325
"d408",2016,"budget",3.71846899021834
"d409",2015,"budget",3.54302410347806
"d409",2016,"budget",4.64397279679814
"d410",2015,"budget",5.48165408418845
"d410",2016,"budget",5.54819190402198
"d411",2015,"budget",3.41099841464737
"d411",2016,"budget",3.41099841488916
"d412",2015,"budget",2.02473293471822
"d412",2016,"budget",1.92914361666772
"d413",2015,"budget",2.31672327332256
"d413",2016,"budget",2.69141453928164
"d414",2015,"budget",3.38539847573532
"d414",2016,"budget",2.76238988265474
"d415",2015,"budget",3.75161249341563
"d415",2016,"budget",5.04507542327671
"d416",2015,"budget",3.76255371464253
"d416",2016,"budget",4.88421180090562
"d417",2015,"budget",4.36648839207016
"d417",2016,"budget",4.51195121603766
"d418",2015,"budget",3.73708156201334
"d418",2016,"budget",3.88984053993491
"d419",2015,"budget",6.27901832148569
"d419",2016,"budget",4.9535649437482
"d420",2015,"budget",2.17532956808328
"d420",2016,"budget",2.31273904205446
"d421",2015,"budget",6.0280322482811
"d421",2016,"budget",5.9539648503962
"d422",2015,"budget",4.79386888724971
"d422",2016,"budget",5.32025990149404
"d423",2015,"budget",2.23535528573471
"d423",2016,"budget",2.36779031873693
"d424",2015,"budget",3.3558117964569
"d424",2016,"budget",3.47003310435332
"d425",2015,"budget",2.40977535473874
"d425",2016,"budget",2.55643730455441
"d426",2015,"budget",2.14109823806006
"d426",2016,"budget",2.14728269169631
