country,sector,channel,year,out-oda-gross-sector-channel
DK,E,D,2008,2809603
DK,E,E,2008,10912585
DK,E,F,2008,175145
DK,E,H,2008,1867218
DK,E,I,2008,137614
DK,E,J,2008,10547918
DK,F,A,2008,45524284
DK,F,D,2008,611514
DK,F,H,2008,356265
DK,F,I,2008,19011646
DK,F,J,2008,81967164
DK,G,A,2008,21589155
DK,G,D,2008,536825
DK,G,E,2008,201099
DK,G,G,2008,943692
DK,G,I,2008,1225268
DK,G,J,2008,19209571
DK,H,A,2008,29691950
DK,H,D,2008,392302
DK,H,E,2008,930061
DK,H,F,2008,410788
DK,H,H,2008,275041
DK,H,I,2008,9205201
DK,H,J,2008,55028800
DK,I,A,2008,739418
DK,I,D,2008,563713
DK,I,E,2008,298754
DK,I,F,2008,160020
DK,I,H,2008,1026970
DK,I,I,2008,11331589
DK,I,J,2008,9419184
DK,J,A,2008,19802600
DK,J,D,2008,1576492
DK,J,E,2008,821576
DK,J,G,2008,569314
DK,J,H,2008,2672923
DK,J,I,2008,236763
DK,J,J,2008,46855611
DK,K,A,2008,234815628
DK,K,D,2008,1650061
DK,K,E,2008,46535756
DK,K,F,2008,193070
DK,K,H,2008,2314977
DK,K,I,2008,2769458
DK,K,J,2008,22051105
DK,L,A,2008,26658093
DK,L,J,2008,35421137
DK,M,A,2008,1091576
DK,M,J,2008,78483494
DK,N,A,2008,6435369
DK,N,D,2008,12813601
DK,N,E,2008,46890154
DK,N,F,2008,1632882
DK,N,H,2008,56363675
DK,N,J,2008,13060634
ES,A,A,2008,175326938
ES,A,D,2008,23767303
ES,A,E,2008,84570114
ES,A,F,2008,3439996
ES,A,G,2008,171865
ES,A,H,2008,151025892
ES,A,I,2008,94348
ES,A,J,2008,17648150
ES,B,A,2008,50407012
ES,B,D,2008,40180623
ES,B,E,2008,97736724
ES,B,F,2008,2843524
ES,B,G,2008,25103973
ES,B,H,2008,122316477
ES,B,I,2008,1555974
ES,B,J,2008,13021201
ES,C,A,2008,23172596
ES,C,D,2008,24205188
ES,C,E,2008,40998559
ES,C,F,2008,1056355
ES,C,H,2008,417945303
ES,C,I,2008,568348
ES,C,J,2008,7115727
ES,D,A,2008,113705880
ES,D,D,2008,11024928
ES,D,E,2008,94148661
ES,D,F,2008,5110259
ES,D,G,2008,315361
ES,D,H,2008,235195617
ES,D,I,2008,1899839
ES,D,J,2008,14781142
ES,E,A,2008,93402440
ES,E,D,2008,1243575
ES,E,E,2008,115993932
ES,E,F,2008,3096876
ES,E,G,2008,6975106
ES,E,H,2008,56258134
ES,E,I,2008,511316
ES,E,J,2008,17050370
ES,F,A,2008,3534974
ES,F,D,2008,290179432
ES,F,E,2008,5024116
ES,F,F,2008,14892
ES,F,H,2008,6564632
ES,F,I,2008,471288
ES,F,J,2008,1397977
ES,G,A,2008,26810960
ES,G,D,2008,65847077
ES,G,E,2008,7596603
ES,G,F,2008,28258062
ES,G,H,2008,39849071
ES,G,I,2008,3205445
ES,G,J,2008,1148604
ES,H,A,2008,28358740
ES,H,D,2008,15499932
ES,H,E,2008,81287637
ES,H,F,2008,604326
ES,H,G,2008,128738
ES,H,H,2008,111096967
ES,H,I,2008,3718178
ES,H,J,2008,10015607
ES,I,A,2008,19439264
ES,I,D,2008,14761901
ES,I,E,2008,15556120
ES,I,F,2008,1110640
ES,I,H,2008,5971116
ES,I,I,2008,4530445
ES,I,J,2008,4603815
ES,J,A,2008,46598333
ES,J,D,2008,5710793
ES,J,E,2008,8912956
ES,J,F,2008,969708
ES,J,G,2008,11652561
ES,J,H,2008,76895280
ES,J,I,2008,150059
ES,J,J,2008,621092
ES,K,A,2008,274776191
ES,K,B,2008,583159
ES,K,D,2008,28034561
ES,K,E,2008,125101234
ES,K,F,2008,2175833
ES,K,G,2008,1431416
ES,K,H,2008,212682489
ES,K,I,2008,12979486
ES,K,J,2008,93072995
ES,L,A,2008,22542080
ES,M,A,2008,136347512
ES,M,H,2008,16585737
ES,M,J,2008,475791642
ES,N,A,2008,52243570
ES,N,B,2008,288584
ES,N,D,2008,1619558
ES,N,E,2008,58544653
ES,N,F,2008,4326530
ES,N,H,2008,254645264
ES,N,I,2008,1916956
ES,N,J,2008,11031232
EU,A,A,2008,460959767
EU,A,D,2008,17645298
EU,A,E,2008,4417897
EU,A,H,2008,101517746
EU,A,I,2008,110062084
EU,B,A,2008,464015863
EU,B,D,2008,44162153
EU,B,E,2008,13099855
EU,B,F,2008,1807036
EU,B,H,2008,140788190
EU,B,I,2008,16953583
EU,C,A,2008,418861298
EU,C,D,2008,9146485
EU,C,E,2008,1077071
EU,C,F,2008,683353
EU,C,H,2008,18530312
EU,C,I,2008,3483019
EU,D,A,2008,1492233849
EU,D,D,2008,91233936
EU,D,E,2008,6486864
EU,D,F,2008,1688311
EU,D,H,2008,244261991
EU,D,I,2008,65415077
EU,E,A,2008,693775806
EU,E,D,2008,30830959
EU,E,E,2008,2840598
EU,E,F,2008,183342
EU,E,H,2008,32854087
EU,E,I,2008,113816595
EU,F,A,2008,1517984380
EU,F,D,2008,1628416
EU,F,E,2008,277946
EU,F,H,2008,28139057
EU,F,I,2008,17550699
EU,G,A,2008,163231064
EU,G,D,2008,5099610
EU,G,G,2008,902348
EU,G,H,2008,20317225
EU,G,I,2008,9766545
EU,H,A,2008,476172476
EU,H,D,2008,51294878
EU,H,E,2008,29857964
EU,H,F,2008,4287324
EU,H,H,2008,153869232
EU,H,I,2008,10162336
EU,I,A,2008,406155825
EU,I,D,2008,4894677
EU,I,E,2008,1770664
EU,I,H,2008,25527505
EU,I,I,2008,25457153
EU,J,A,2008,128251329
EU,J,D,2008,10802524
EU,J,E,2008,1142420
EU,J,F,2008,1278216
EU,J,H,2008,47765044
EU,J,I,2008,8785416
EU,K,A,2008,743511032
EU,K,D,2008,63071297
EU,K,E,2008,16681446
EU,K,F,2008,670188
EU,K,H,2008,78163480
EU,K,I,2008,632307057
EU,L,A,2008,715438613
EU,L,H,2008,26550826
EU,M,A,2008,6704754
EU,M,H,2008,107276065
EU,N,A,2008,762656609
EU,N,D,2008,47123440
EU,N,E,2008,241262428
EU,N,F,2008,1002672
EU,N,H,2008,756472482
EU,N,I,2008,15988750
FI,A,A,2008,3006624
FI,A,E,2008,17735382
FI,A,H,2008,2393994
FI,A,I,2008,15667318
FI,B,A,2008,7815238
FI,B,E,2008,13737043
FI,B,H,2008,13458007
FI,B,I,2008,9371118
FI,C,A,2008,6271880
FI,C,E,2008,1284932
FI,C,G,2008,553775
FI,C,H,2008,3118448
FI,C,I,2008,14997899
FI,D,A,2008,10122871
FI,D,E,2008,30202475
FI,D,H,2008,38332174
FI,D,I,2008,23831709
FI,E,A,2008,2225488
FI,E,E,2008,12810680
FI,E,H,2008,4551824
FI,E,I,2008,662654
FI,F,A,2008,2100774
FI,F,E,2008,1598104
FI,F,G,2008,276887
FI,F,H,2008,2249382
FI,F,I,2008,11269638
FI,G,A,2008,13359604
FI,G,E,2008,159752
FI,G,H,2008,1813615
FI,G,I,2008,346109
FI,H,A,2008,838032
FI,H,E,2008,4646242
FI,H,H,2008,20252659
FI,H,I,2008,14966203
FI,I,A,2008,3838200
FI,I,E,2008,1603628
FI,I,H,2008,10556347
FI,J,A,2008,1283419
FI,J,E,2008,2118064
FI,J,G,2008,1156006
FI,J,H,2008,7333633
FI,J,I,2008,6835588
FI,K,A,2008,94479877
FI,K,E,2008,40646000
FI,K,G,2008,1461448
FI,K,H,2008,29538875
FI,K,I,2008,32291869
FI,L,A,2008,38075004
FI,M,H,2008,1107551
FI,M,I,2008,2798746
FI,N,A,2008,69221
FI,N,E,2008,26884441
FI,N,H,2008,58479014
FI,N,I,2008,601307
FR,A,A,2008,719173671
FR,A,J,2008,872031964
FR,B,A,2008,88929844
FR,B,D,2008,285282
FR,B,G,2008,193563469
FR,B,J,2008,43343820
FR,C,A,2008,157028205
FR,C,D,2008,6425143
FR,C,J,2008,15019744
FR,D,A,2008,116365506
FR,D,F,2008,18525112
FR,D,H,2008,1316038
FR,D,J,2008,11542780
FR,E,A,2008,378346365
FR,E,F,2008,921035
FR,E,H,2008,2550702
FR,E,J,2008,4615463
FR,F,A,2008,527862797
FR,F,J,2008,10936266
FR,G,A,2008,192320551
FR,G,J,2008,859725
FR,H,A,2008,142856936
FR,H,E,2008,3562105
FR,H,H,2008,37758470
FR,H,J,2008,338220638
FR,I,A,2008,22366837
FR,I,J,2008,8464386
FR,J,A,2008,346382505
FR,J,J,2008,26782633
FR,K,A,2008,1190768234
FR,K,D,2008,950669
FR,K,E,2008,53553648
FR,K,J,2008,50727643
FR,L,A,2008,548394716
FR,L,J,2008,105751604
FR,M,J,2008,1138379942
FR,N,A,2008,17101504
FR,N,D,2008,766547
FR,N,E,2008,268838
FR,N,J,2008,3614479
GB,A,A,2008,195262311
GB,A,D,2008,55521
GB,A,E,2008,11288093
GB,A,F,2008,21486732
GB,A,H,2008,194460384
GB,B,A,2008,657671445
GB,B,D,2008,168297
GB,B,E,2008,121258658
GB,B,F,2008,37342927
GB,B,G,2008,34747000
GB,B,H,2008,111940256
GB,C,A,2008,24349596
GB,C,E,2008,19615446
GB,C,F,2008,2564754
GB,C,G,2008,1737350
GB,C,H,2008,72933284
GB,D,A,2008,922314321
GB,D,D,2008,10934519
GB,D,E,2008,268343845
GB,D,F,2008,53387047
GB,D,H,2008,411428886
GB,E,A,2008,133815708
GB,E,D,2008,223132
GB,E,E,2008,12472372
GB,E,F,2008,4474169
GB,E,H,2008,93708607
GB,F,A,2008,103227372
GB,F,E,2008,4662070
GB,F,F,2008,11168261
GB,F,H,2008,50181899
GB,G,A,2008,810835178
GB,G,E,2008,508944
GB,G,F,2008,4288435
GB,G,H,2008,32668679
GB,H,A,2008,144669653
GB,H,D,2008,3154214
GB,H,E,2008,5368337
GB,H,F,2008,8193249
GB,H,H,2008,53809160
GB,I,A,2008,53879795
GB,I,E,2008,2975346
GB,I,F,2008,12015706
GB,I,H,2008,49648783
GB,J,A,2008,53335836
GB,J,D,2008,91210
GB,J,E,2008,3751381
GB,J,F,2008,913029
GB,J,H,2008,21509123
GB,K,A,2008,605294846
GB,K,D,2008,88289
GB,K,E,2008,147025110
GB,K,F,2008,28203643
GB,K,H,2008,23637989
GB,L,A,2008,716631741
GB,M,A,2008,506029966
GB,M,H,2008,21428993
GB,N,A,2008,84343057
GB,N,D,2008,733026
GB,N,E,2008,134432949
GB,N,F,2008,12096137
GB,N,H,2008,406549131
GR,A,A,2008,79882047
GR,A,H,2008,66648
GR,B,A,2008,10669211
GR,B,E,2008,35990
GR,B,H,2008,1840157
GR,C,A,2008,519103
GR,C,G,2008,119966
GR,C,H,2008,66648
GR,D,A,2008,57148992
GR,D,E,2008,153290
GR,D,H,2008,85309
GR,E,A,2008,27647838
GR,E,H,2008,4541350
GR,F,A,2008,5684758
GR,F,H,2008,126173
GR,G,A,2008,1207027
GR,H,A,2008,3182369
GR,H,H,2008,6264933
GR,I,A,2008,1367064
GR,I,H,2008,1749929
GR,J,A,2008,345681
GR,J,G,2008,358844
GR,K,A,2008,68017030
GR,K,E,2008,2106
GR,K,H,2008,2019428
GR,N,A,2008,10032991
GR,N,E,2008,1199668
GR,N,H,2008,4644915
IE,A,A,2008,53590453
IE,A,E,2008,30023943
IE,A,F,2008,2254681
IE,A,G,2008,616819
IE,A,H,2008,11375389
IE,A,I,2008,1181208
IE,B,A,2008,48115792
IE,B,E,2008,40642513
IE,B,F,2008,5866324
IE,B,G,2008,8173844
IE,B,H,2008,21152176
IE,B,I,2008,6458354
IE,C,A,2008,9444914
IE,C,E,2008,8371568
IE,C,F,2008,1205075
IE,C,H,2008,1233639
IE,C,I,2008,1261361
IE,D,A,2008,28117712
IE,D,E,2008,53811307
IE,D,F,2008,13079936
IE,D,H,2008,29017464
IE,D,I,2008,2985536
IE,E,A,2008,2796646
IE,E,E,2008,11060370
IE,E,F,2008,11395661
IE,E,H,2008,6902163
IE,E,I,2008,680488
IE,F,A,2008,2185465
IE,F,E,2008,384438
IE,F,F,2008,2246
IE,F,I,2008,4312
IE,G,E,2008,2831520
IE,G,H,2008,2313073
IE,G,I,2008,273394
IE,H,A,2008,27440955
IE,H,E,2008,29242049
IE,H,F,2008,708246
IE,H,H,2008,4857482
IE,H,I,2008,636757
IE,I,E,2008,982659
IE,I,F,2008,27417
IE,I,H,2008,7545817
IE,I,I,2008,1905
IE,J,A,2008,140675
IE,J,E,2008,2222800
IE,J,F,2008,24645
IE,J,H,2008,431773
IE,J,I,2008,21200
IE,K,A,2008,35171672
IE,K,E,2008,20180457
IE,K,F,2008,441845
IE,K,H,2008,5859787
IE,K,I,2008,51216437
IE,K,J,2008,155646
IE,L,A,2008,29113890
IE,L,E,2008,7727286
IE,L,F,2008,184429
IE,L,I,2008,224854
IE,M,E,2008,8086
IE,N,A,2008,1850459
IE,N,E,2008,52395312
IE,N,F,2008,2228999
IE,N,H,2008,93179515
IE,N,I,2008,2894112
IT,A,A,2008,60977020
IT,A,D,2008,12819943
IT,A,G,2008,210003
IT,A,H,2008,6738471
IT,A,J,2008,1439728
IT,B,A,2008,72233656
IT,B,D,2008,21198406
IT,B,G,2008,89045
IT,B,H,2008,8045804
IT,B,J,2008,11894057
IT,C,A,2008,9116182
IT,C,D,2008,2397850
IT,C,G,2008,33276
IT,C,H,2008,3559416
IT,C,J,2008,10061799
IT,D,A,2008,39591161
IT,D,D,2008,5331611
IT,D,G,2008,24448
IT,D,H,2008,82677646
IT,E,A,2008,25339797
IT,E,D,2008,10481473
IT,E,G,2008,31257
IT,E,H,2008,7085901
IT,F,A,2008,48818663
IT,F,D,2008,980859
IT,F,H,2008,2099796
IT,F,J,2008,61131408
IT,G,A,2008,4277856
IT,G,D,2008,1984389
IT,G,H,2008,814940
IT,H,A,2008,33050368
IT,H,D,2008,15103886
IT,H,G,2008,19286
IT,H,H,2008,54247746
IT,H,J,2008,2954159
IT,I,A,2008,4525002
IT,I,D,2008,2511407
IT,I,G,2008,9847
IT,I,H,2008,4121400
IT,I,J,2008,17826824
IT,J,A,2008,18214711
IT,J,D,2008,2510626
IT,J,H,2008,8567205
IT,K,A,2008,144004634
IT,K,D,2008,26881447
IT,K,G,2008,50322
IT,K,H,2008,53652714
IT,K,J,2008,40467232
IT,L,A,2008,51451801
IT,M,A,2008,1790687
IT,M,J,2008,836878969
IT,N,A,2008,68853374
IT,N,D,2008,13808037
IT,N,H,2008,28726655
JP,A,A,2008,351449784
JP,A,D,2008,2375649
JP,A,E,2008,1895736
JP,A,H,2008,57410244
JP,A,I,2008,413938728
JP,A,J,2008,245912235
JP,B,A,2008,248347270
JP,B,D,2008,130742
JP,B,E,2008,3537059
JP,B,H,2008,108869803
JP,B,I,2008,2390218
JP,B,J,2008,63382499
JP,C,A,2008,461138823
JP,C,E,2008,854699
JP,C,I,2008,22782719
JP,C,J,2008,1176785944
JP,D,A,2008,264210201
JP,D,D,2008,269836
JP,D,E,2008,135025
JP,D,H,2008,81345957
JP,D,I,2008,8302952
JP,E,A,2008,125000063
JP,E,D,2008,4773343
JP,E,E,2008,1440761
JP,E,H,2008,9690484
JP,E,I,2008,12154267
JP,E,J,2008,61912303
JP,F,A,2008,1328484509
JP,F,E,2008,116944
JP,F,I,2008,44717217
JP,F,J,2008,3062357245
JP,G,A,2008,61441169
JP,G,E,2008,145619
JP,G,H,2008,356638013
JP,G,I,2008,6772095
JP,G,J,2008,15911381
JP,H,A,2008,617907434
JP,H,D,2008,16212835
JP,H,E,2008,3127476
JP,H,H,2008,324337389
JP,H,I,2008,23247055
JP,H,J,2008,514228860
JP,I,A,2008,361650571
JP,I,D,2008,13655
JP,I,E,2008,475227
JP,I,I,2008,28402813
JP,I,J,2008,54586357
JP,J,A,2008,535295758
JP,J,E,2008,1102338
JP,J,H,2008,113237667
JP,J,I,2008,13069687
JP,J,J,2008,357368626
JP,K,A,2008,1970661133
JP,K,D,2008,167156446
JP,K,E,2008,18358854
JP,K,H,2008,18418971
JP,K,I,2008,47826375
JP,K,J,2008,97628486
JP,L,A,2008,313419121
JP,M,A,2008,1329549042
JP,M,J,2008,4215542
JP,N,A,2008,112602128
JP,N,E,2008,17301820
JP,N,H,2008,262155949
JP,N,J,2008,6299466
KR,A,A,2008,68572837
KR,A,E,2008,1985090
KR,A,H,2008,1257796
KR,A,I,2008,48782
KR,B,A,2008,55366959
KR,B,E,2008,3195126
KR,B,G,2008,7739169
KR,B,H,2008,3972938
KR,C,A,2008,49488009
KR,C,E,2008,773571
KR,C,H,2008,332743
KR,D,A,2008,62063392
KR,D,E,2008,239227
KR,D,H,2008,6051877
KR,E,A,2008,9071782
KR,E,E,2008,1534612
KR,E,H,2008,1324699
KR,F,A,2008,153206634
KR,F,E,2008,278530
KR,F,H,2008,3669578
KR,G,A,2008,2567175
KR,G,H,2008,1222654
KR,H,A,2008,53889872
KR,H,E,2008,1576636
KR,H,H,2008,2798543
KR,I,A,2008,30497546
KR,I,E,2008,61903
KR,I,H,2008,933632
KR,J,A,2008,7503892
KR,J,E,2008,13173
KR,J,G,2008,138505
KR,J,H,2008,686120
KR,K,A,2008,47216285
KR,K,E,2008,768363
KR,K,H,2008,9514009
KR,M,H,2008,11189784
KR,N,A,2008,21393139
KR,N,E,2008,324925
KR,N,H,2008,4283397
LU,A,A,2008,19124934
LU,A,E,2008,7467898
LU,A,H,2008,2011735
LU,A,I,2008,685078
LU,B,A,2008,24685992
LU,B,E,2008,16253658
LU,B,F,2008,385007
LU,B,H,2008,17434666
LU,B,I,2008,30329
LU,C,A,2008,18323446
LU,C,E,2008,688414
LU,C,H,2008,637123
LU,D,A,2008,2209711
LU,D,E,2008,3233741
LU,D,F,2008,370105
LU,D,H,2008,5465866
LU,D,I,2008,163297
LU,E,A,2008,1172955
LU,E,E,2008,9390728
LU,E,F,2008,44705
LU,E,H,2008,4525858
LU,E,I,2008,17729
LU,F,A,2008,5093931
LU,F,E,2008,56330
LU,G,A,2008,8534862
LU,G,E,2008,5667629
LU,G,F,2008,379994
LU,G,H,2008,661700
LU,G,I,2008,36200
LU,H,A,2008,14933162
LU,H,E,2008,3137490
LU,H,F,2008,447052
LU,H,H,2008,6271325
LU,H,I,2008,304050
LU,I,A,2008,2722003
LU,I,E,2008,55531
LU,I,F,2008,192740
LU,I,H,2008,447052
LU,I,I,2008,225833
LU,J,A,2008,69433
LU,J,E,2008,140727
LU,J,H,2008,420389
LU,K,A,2008,39728484
LU,K,E,2008,16518851
LU,K,F,2008,1623375
LU,K,G,2008,133080
LU,K,H,2008,5759306
LU,K,I,2008,5039202
LU,N,A,2008,576
LU,N,E,2008,18272620
LU,N,F,2008,74508
LU,N,H,2008,16334161
LU,N,I,2008,284536
NL,A,A,2008,215878397
NL,A,E,2008,47917476
NL,A,F,2008,46512042
NL,A,H,2008,142205991
NL,A,I,2008,125949033
NL,B,A,2008,135339177
NL,B,E,2008,82126208
NL,B,F,2008,20528557
NL,B,G,2008,21809575
NL,B,H,2008,68310559
NL,B,I,2008,15292968
NL,C,A,2008,154973786
NL,C,D,2008,864457
NL,C,E,2008,21391171
NL,C,F,2008,14032224
NL,C,G,2008,8258424
NL,C,H,2008,68701315
NL,C,I,2008,25055437
NL,D,A,2008,121120790
NL,D,D,2008,952930
NL,D,E,2008,102550625
NL,D,F,2008,38457290
NL,D,G,2008,733590
NL,D,H,2008,232891065
NL,D,I,2008,34336834
NL,E,A,2008,37088720
NL,E,D,2008,1304980
NL,E,E,2008,24773429
NL,E,F,2008,7052976
NL,E,G,2008,646038
NL,E,H,2008,42374996
NL,E,I,2008,3974844
NL,F,A,2008,151247772
NL,F,E,2008,17066119
NL,F,F,2008,2793358
NL,F,H,2008,14144659
NL,F,I,2008,3664266
NL,G,A,2008,68668138
NL,G,E,2008,46686224
NL,G,F,2008,1878213
NL,G,G,2008,21196
NL,G,H,2008,20751583
NL,G,I,2008,6369151
NL,H,A,2008,41850608
NL,H,E,2008,29036733
NL,H,F,2008,10371644
NL,H,G,2008,4529645
NL,H,H,2008,49363461
NL,H,I,2008,13055332
NL,I,A,2008,34314715
NL,I,D,2008,84786
NL,I,E,2008,18902861
NL,I,F,2008,2783220
NL,I,H,2008,2944500
NL,I,I,2008,3917705
NL,J,A,2008,69323393
NL,J,D,2008,1595283
NL,J,E,2008,36995639
NL,J,F,2008,19673315
NL,J,G,2008,9551423
NL,J,H,2008,19368267
NL,J,I,2008,7921119
NL,K,A,2008,691689339
NL,K,D,2008,131788
NL,K,E,2008,915897124
NL,K,F,2008,12570573
NL,K,G,2008,26958534
NL,K,H,2008,44929661
NL,K,I,2008,18841114
NL,L,A,2008,213737529
NL,L,H,2008,36503506
NL,M,A,2008,93227757
NL,M,H,2008,20767250
NL,N,A,2008,21214224
NL,N,E,2008,96601721
NL,N,F,2008,5586716
NL,N,H,2008,287604392
NL,N,I,2008,392600
NO,A,A,2008,69393917
NO,A,E,2008,66185786
NO,A,F,2008,3675246
NO,A,H,2008,138942489
NO,A,I,2008,8852139
NO,B,A,2008,64538862
NO,B,E,2008,70714756
NO,B,F,2008,5259349
NO,B,G,2008,35597217
NO,B,H,2008,93902126
NO,B,I,2008,2839338
NO,C,A,2008,20071074
NO,C,E,2008,7473774
NO,C,F,2008,1689844
NO,C,G,2008,757387
NO,C,H,2008,17082236
NO,C,I,2008,1176653
NO,D,A,2008,114100599
NO,D,E,2008,271333889
NO,D,F,2008,69857351
NO,D,G,2008,391948
NO,D,H,2008,190407259
NO,D,I,2008,22760123
NO,E,A,2008,19326982
NO,E,E,2008,38968247
NO,E,F,2008,5034763
NO,E,H,2008,34845627
NO,E,I,2008,6164548
NO,F,A,2008,183062917
NO,F,E,2008,15596138
NO,F,F,2008,618202
NO,F,H,2008,21569417
NO,F,I,2008,14604959
NO,G,A,2008,5584391
NO,G,E,2008,10261487
NO,G,F,2008,918807
NO,G,H,2008,26279597
NO,G,I,2008,37971332
NO,H,A,2008,32592783
NO,H,E,2008,19709603
NO,H,F,2008,18926866
NO,H,H,2008,55727089
NO,H,I,2008,10309944
NO,I,A,2008,17169927
NO,I,E,2008,5317370
NO,I,F,2008,-680
NO,I,H,2008,23044840
NO,I,I,2008,5703375
NO,J,A,2008,25466915
NO,J,E,2008,39208697
NO,J,F,2008,7794260
NO,J,G,2008,9001497
NO,J,H,2008,56005900
NO,J,I,2008,1489604
NO,K,A,2008,432193566
NO,K,E,2008,70775455
NO,K,F,2008,4425341
NO,K,G,2008,93608
NO,K,H,2008,124786316
NO,K,I,2008,12931634
NO,L,A,2008,141698701
NO,L,H,2008,78272222
NO,M,A,2008,172032
NO,M,E,2008,118058
NO,M,H,2008,45543070
NO,M,I,2008,81715
NO,N,A,2008,440905
NO,N,E,2008,186776697
NO,N,F,2008,1211784
NO,N,H,2008,200643833
NO,N,I,2008,899061
NZ,A,A,2008,47685637
NZ,A,D,2008,1779945
NZ,A,H,2008,5801774
NZ,A,J,2008,4958235
NZ,B,A,2008,7125645
NZ,B,D,2008,7205330
NZ,B,E,2008,375836
NZ,B,H,2008,8389537
NZ,B,J,2008,717314
NZ,C,A,2008,1840250
NZ,C,D,2008,67833
NZ,C,H,2008,630262
NZ,C,J,2008,510143
NZ,D,A,2008,30829356
NZ,D,D,2008,4634055
NZ,D,E,2008,364841
NZ,D,H,2008,13747185
NZ,D,J,2008,413069
NZ,E,A,2008,2380444
NZ,E,D,2008,2338241
NZ,E,H,2008,527735
NZ,E,J,2008,344
NZ,F,A,2008,5740511
NZ,F,J,2008,2214373
NZ,G,A,2008,1268084
NZ,G,D,2008,700585
NZ,G,H,2008,2203921
NZ,G,J,2008,737486
NZ,H,A,2008,7523891
NZ,H,D,2008,570444
NZ,H,H,2008,4381381
NZ,H,J,2008,8509
NZ,I,A,2008,2999729
NZ,I,D,2008,1197548
NZ,I,G,2008,289170
NZ,I,H,2008,4182195
NZ,I,J,2008,309755
NZ,J,A,2008,1120841
NZ,J,D,2008,173171
NZ,J,H,2008,3373475
NZ,J,J,2008,389361
NZ,K,A,2008,51180725
NZ,K,D,2008,30999599
NZ,K,E,2008,4509728
NZ,K,H,2008,848134
NZ,K,J,2008,-201782
NZ,L,A,2008,41534622
NZ,L,H,2008,1103746
NZ,N,A,2008,1049185
NZ,N,D,2008,9185306
NZ,N,E,2008,3397155
NZ,N,H,2008,12665874
PT,A,A,2008,65323686
PT,A,D,2008,424284
PT,B,A,2008,5576697
PT,B,D,2008,1747900
PT,B,J,2008,104061
PT,C,A,2008,291974
PT,D,A,2008,73213184
PT,E,A,2008,21458659
PT,E,D,2008,69798
PT,F,A,2008,44319507
PT,G,A,2008,800734
PT,H,A,2008,2626813
PT,I,A,2008,508082
PT,J,A,2008,2373453
PT,J,G,2008,26092
PT,K,A,2008,108994968
PT,K,D,2008,1737243
PT,K,E,2008,6389522
PT,K,F,2008,6523
PT,K,H,2008,2552062
PT,K,I,2008,83920
PT,L,A,2008,6118271
PT,M,A,2008,882246
PT,N,A,2008,425288
PT,N,D,2008,50880
PT,N,H,2008,604448
SE,A,A,2008,27858275
SE,A,E,2008,19905306
SE,A,F,2008,5524603
SE,A,G,2008,715498
SE,A,H,2008,72536543
SE,A,I,2008,7346695
SE,B,A,2008,89001399
SE,B,E,2008,72328490
SE,B,F,2008,14103774
SE,B,G,2008,6221725
SE,B,H,2008,73031612
SE,B,I,2008,5776446
SE,C,A,2008,32582875
SE,C,E,2008,9948900
SE,C,F,2008,779002
SE,C,G,2008,2441038
SE,C,H,2008,29239983
SE,C,I,2008,7756128
SE,D,A,2008,135430881
SE,D,E,2008,265116495
SE,D,F,2008,40534268
SE,D,G,2008,5444
SE,D,H,2008,185939117
SE,D,I,2008,30260917
SE,E,A,2008,32496203
SE,E,E,2008,28296067
SE,E,F,2008,9100218
SE,E,H,2008,13786155
SE,E,I,2008,1480167
SE,F,A,2008,72431546
SE,F,E,2008,824194
SE,F,F,2008,685987
SE,F,G,2008,31108
SE,F,H,2008,18189833
SE,F,I,2008,28690926
SE,G,A,2008,7246311
SE,G,E,2008,10143671
SE,G,F,2008,3037618
SE,G,H,2008,11386308
SE,G,I,2008,57133748
SE,H,A,2008,68380084
SE,H,E,2008,8831969
SE,H,F,2008,3669036
SE,H,H,2008,16285203
SE,H,I,2008,19345533
SE,I,A,2008,40164601
SE,I,E,2008,14939223
SE,I,F,2008,594822
SE,I,G,2008,72794
SE,I,H,2008,12881420
SE,I,I,2008,6703931
SE,J,A,2008,51645489
SE,J,E,2008,19114892
SE,J,F,2008,5577211
SE,J,G,2008,4666294
SE,J,H,2008,30622412
SE,J,I,2008,11163644
SE,K,A,2008,540378571
SE,K,E,2008,91498452
SE,K,F,2008,9084638
SE,K,G,2008,841912
SE,K,H,2008,74860877
SE,K,I,2008,82249086
SE,K,J,2008,172476570
SE,L,A,2008,159836132
SE,M,H,2008,3521652
SE,N,A,2008,31590242
SE,N,E,2008,161083232
SE,N,H,2008,194860679
SE,N,I,2008,2058789
US,A,A,2008,276501469
US,A,D,2008,37272090
US,A,E,2008,197738025
US,A,H,2008,65448728
US,A,I,2008,153196578
US,B,A,2008,2337747619
US,B,D,2008,137895573
US,B,E,2008,886809491
US,B,G,2008,42202665
US,B,H,2008,388437697
US,B,I,2008,1836007948
US,C,A,2008,109540024
US,C,D,2008,1692958
US,C,E,2008,8843384
US,C,H,2008,4733887
US,C,I,2008,120498714
US,D,A,2008,1482687834
US,D,D,2008,24482394
US,D,E,2008,986223599
US,D,H,2008,270133402
US,D,I,2008,1185545970
US,E,A,2008,1861291326
US,E,D,2008,4079575
US,E,E,2008,115634492
US,E,G,2008,189461
US,E,H,2008,78670795
US,E,I,2008,94897642
US,F,A,2008,1065034398
US,F,D,2008,215065
US,F,E,2008,35395741
US,F,G,2008,290000
