id,year,value-1,value-2,value-3
KI,1989,,12919.66667,12919.66667
KI,1990,12600,12600,12600
KI,1991,,13365.33333,13365.33333
KI,1992,,14130.66667,14130.66667
KI,1993,14896,14896,14896
KI,1994,,14568,14568
KI,1995,,14240,14240
KI,1996,13912,13912,13912
KI,1997,,13032,13032
KI,1998,,12152,12152
KI,1999,11272,11272,11272
KI,2000,,11429.66667,11429.66667
KI,2001,,11587.33333,11587.33333
KI,2002,11745,11745,11745
KI,2003,,11640,11640
KI,2004,,11535,11535
KI,2005,11430,11430,11430
KI,2006,,11940,11940
KI,2007,,12450,12450
KI,2008,12960,12960,12960
KI,2009,,13525,13525
KI,2010,14090,14090,14090
KI,2011,14090,14090,14090
KI,2012,15279,15279,15279
KI,2013,15246,15246,15246
KI,2014,,,15246
KI,2015,,,15246
KM,1984,32515,32515,32515
KM,1985,,34672.66667,34672.66667
KM,1986,,36830.33333,36830.33333
KM,1987,38988,38988,38988
KM,1988,,41672,41672
KM,1989,,44356,44356
KM,1990,47040,47040,47040
KM,1991,,49360,49360
KM,1992,,51680,51680
KM,1993,54000,54000,54000
KM,1994,,59895.66667,59895.66667
KM,1995,,65791.33333,65791.33333
KM,1996,71687,71687,71687
KM,1997,,74256,74256
KM,1998,,76825,76825
KM,1999,79394,79394,79394
KM,2000,,78430,78430
KM,2001,,77466,77466
KM,2002,76502,76502,76502
KM,2003,,78550,78550
KM,2004,,80598,80598
KM,2005,82646,82646,82646
KM,2006,,87123.33333,87123.33333
KM,2007,,91600.66667,91600.66667
KM,2008,96078,96078,96078
KM,2009,,98789,98789
KM,2010,101500,101500,101500
KM,2011,104184,104184,104184
KM,2012,104682,104682,104682
KM,2013,104700,104700,104700
KM,2014,,,104700
KM,2015,,,104700
KZ,1984,1521,1521,1521
KZ,1985,,2067.333333,2067.333333
KZ,1986,,2613.666667,2613.666667
KZ,1987,3160,3160,3160
KZ,1988,,3741.666667,3741.666667
KZ,1989,,4323.333333,4323.333333
KZ,1990,4905,4905,4905
KZ,1991,,358719.6667,358719.6667
KZ,1992,,712534.3333,712534.3333
KZ,1993,1066349,1066349,1066349
KZ,1994,,1039637.333,1039637.333
KZ,1995,,1012925.667,1012925.667
KZ,1996,986214,986214,986214
KZ,1997,,1162607.667,1162607.667
KZ,1998,,1339001.333,1339001.333
KZ,1999,1515395,1515395,1515395
KZ,2000,,1347585.333,1347585.333
KZ,2001,,1179775.667,1179775.667
KZ,2002,1011966,1011966,1011966
KZ,2003,,685249,685249
KZ,2004,,358532,358532
KZ,2005,31815,31815,31815
KZ,2006,,28000.33333,28000.33333
KZ,2007,,24185.66667,24185.66667
KZ,2008,20371,20371,20371
KZ,2009,,19977.5,19977.5
KZ,2010,19584,19584,19584
KZ,2011,4968,4968,4968
KZ,2012,10074,10074,10074
KZ,2013,6816,6816,6816
KZ,2014,,,6816
KZ,2015,,,6816
LA,1984,1658614,1658614,1658614
LA,1985,,1611962.667,1611962.667
LA,1986,,1565311.333,1565311.333
LA,1987,1518660,1518660,1518660
LA,1988,,1426106.667,1426106.667
LA,1989,,1333553.333,1333553.333
LA,1990,1241000,1241000,1241000
LA,1991,,1204633.333,1204633.333
LA,1992,,1168266.667,1168266.667
LA,1993,1131900,1131900,1131900
LA,1994,,1237684,1237684
LA,1995,,1343468,1343468
LA,1996,1449252,1449252,1449252
LA,1997,,1430450.667,1430450.667
LA,1998,,1411649.333,1411649.333
LA,1999,1392848,1392848,1392848
LA,2000,,1420998.667,1420998.667
LA,2001,,1449149.333,1449149.333
LA,2002,1477300,1477300,1477300
LA,2003,,1348841.667,1348841.667
LA,2004,,1220383.333,1220383.333
LA,2005,1091925,1091925,1091925
LA,2006,,1115956.667,1115956.667
LA,2007,,1139988.333,1139988.333
LA,2008,1164020,1164020,1164020
LA,2009,,1154487,1154487
LA,2010,1144954,1144954,1144954
LA,2011,1070797,1070797,1070797
LA,2012,1093430,1093430,1093430
LA,2013,992922,992922,992922
LA,2014,,,992922
LA,2015,,,992922
LC,1984,75468,75468,75468
LC,1985,,76481,76481
LC,1986,,77494,77494
LC,1987,78507,78507,78507
LC,1988,,71462,71462
LC,1989,,64417,64417
LC,1990,57372,57372,57372
LC,1991,,55477.33333,55477.33333
LC,1992,,53582.66667,53582.66667
LC,1993,51688,51688,51688
LC,1994,,51433.66667,51433.66667
LC,1995,,51179.33333,51179.33333
LC,1996,50925,50925,50925
LC,1997,,50867.33333,50867.33333
LC,1998,,50809.66667,50809.66667
LC,1999,50752,50752,50752
LC,2000,,51280,51280
LC,2001,,51808,51808
LC,2002,52336,52336,52336
LC,2003,,51284.33333,51284.33333
LC,2004,,50232.66667,50232.66667
LC,2005,49181,49181,49181
LC,2006,,47571.66667,47571.66667
LC,2007,,45962.33333,45962.33333
LC,2008,44353,44353,44353
LC,2009,,47430.5,47430.5
LC,2010,50508,50508,50508
LC,2011,50778,50778,50778
LC,2012,52254,52254,52254
LC,2013,52740,52740,52740
LC,2014,,,52740
LC,2015,,,52740
LK,1984,2310514,2310514,2310514
LK,1985,,2179781.333,2179781.333
LK,1986,,2049048.667,2049048.667
LK,1987,1918316,1918316,1918316
LK,1988,,1802094.667,1802094.667
LK,1989,,1685873.333,1685873.333
LK,1990,1569652,1569652,1569652
LK,1991,,1573015.667,1573015.667
LK,1992,,1576379.333,1576379.333
LK,1993,1579743,1579743,1579743
LK,1994,,1591571,1591571
LK,1995,,1603399,1603399
LK,1996,1615227,1615227,1615227
LK,1997,,1599364,1599364
LK,1998,,1583501,1583501
LK,1999,1567638,1567638,1567638
LK,2000,,1565942,1565942
LK,2001,,1564246,1564246
LK,2002,1562550,1562550,1562550
LK,2003,,1380029.333,1380029.333
LK,2004,,1197508.667,1197508.667
LK,2005,1014988,1014988,1014988
LK,2006,,861645.3333,861645.3333
LK,2007,,708302.6667,708302.6667
LK,2008,554960,554960,554960
LK,2009,,517914,517914
LK,2010,480868,480868,480868
LK,2011,476345,476345,476345
LK,2012,387980,387980,387980
LK,2013,366324,366324,366324
LK,2014,,,366324
LK,2015,,,366324
LR,1984,129384,129384,129384
LR,1985,,136049.3333,136049.3333
LR,1986,,142714.6667,142714.6667
LR,1987,149380,149380,149380
LR,1988,,443916.6667,443916.6667
LR,1989,,738453.3333,738453.3333
LR,1990,1032990,1032990,1032990
LR,1991,,1307137,1307137
LR,1992,,1581284,1581284
LR,1993,1855431,1855431,1855431
LR,1994,,1944034,1944034
LR,1995,,2032637,2032637
LR,1996,2121240,2121240,2121240
LR,1997,,2019974,2019974
LR,1998,,1918708,1918708
LR,1999,1817442,1817442,1817442
LR,2000,,1741203,1741203
LR,2001,,1664964,1664964
LR,2002,1588725,1588725,1588725
LR,2003,,1861935,1861935
LR,2004,,2135145,2135145
LR,2005,2408355,2408355,2408355
LR,2006,,2426182,2426182
LR,2007,,2444009,2444009
LR,2008,2461836,2461836,2461836
LR,2009,,2519898,2519898
LR,2010,2577960,2577960,2577960
LR,2011,2501040,2501040,2501040
LR,2012,2428943,2428943,2428943
LR,2013,2320032,2320032,2320032
LR,2014,,,2320032
LR,2015,,,2320032
LS,1984,1090512,1090512,1090512
LS,1985,,1107261.333,1107261.333
LS,1986,,1124010.667,1124010.667
LS,1987,1140760,1140760,1140760
LS,1988,,1142160,1142160
LS,1989,,1143560,1143560
LS,1990,1144960,1144960,1144960
LS,1991,,1157640,1157640
LS,1992,,1170320,1170320
LS,1993,1183000,1183000,1183000
LS,1994,,1192489.333,1192489.333
LS,1995,,1201978.667,1201978.667
LS,1996,1211468,1211468,1211468
LS,1997,,1208826.667,1208826.667
LS,1998,,1206185.333,1206185.333
LS,1999,1203544,1203544,1203544
LS,2000,,1194663.667,1194663.667
LS,2001,,1185783.333,1185783.333
LS,2002,1176903,1176903,1176903
LS,2003,,1179351.333,1179351.333
LS,2004,,1181799.667,1181799.667
LS,2005,1184248,1184248,1184248
LS,2006,,1186519.333,1186519.333
LS,2007,,1188790.667,1188790.667
LS,2008,1191062,1191062,1191062
LS,2009,,1195013.5,1195013.5
LS,2010,1198965,1198965,1198965
LS,2011,1194046,1194046,1194046
LS,2012,1184088,1184088,1184088
LS,2013,1167504,1167504,1167504
LS,2014,,,1167504
LS,2015,,,1167504
LT,1984,4914,4914,4914
LT,1985,,4362,4362
LT,1986,,3810,3810
LT,1987,3258,3258,3258
LT,1988,,71978.66667,71978.66667
LT,1989,,140699.3333,140699.3333
LT,1990,209420,209420,209420
LT,1991,,225112,225112
LT,1992,,240804,240804
LT,1993,256496,256496,256496
LT,1994,,170997.3333,170997.3333
LT,1995,,85498.66667,85498.66667
LT,1996,0,0,0
LT,1997,,4106.666667,4106.666667
LT,1998,,8213.333333,8213.333333
LT,1999,12320,12320,12320
LT,2000,,14061.33333,14061.33333
LT,2001,,15802.66667,15802.66667
LT,2002,17544,17544,17544
LT,2003,,31394.66667,31394.66667
LT,2004,,45245.33333,45245.33333
LT,2005,59096,59096,59096
LT,2006,,40997.33333,40997.33333
LT,2007,,22898.66667,22898.66667
LT,2008,4800,4800,4800
LT,2009,,28905,28905
LT,2010,53010,53010,53010
LT,2011,26361,26361,26361
LT,2012,30797,30797,30797
LT,2013,30192,30192,30192
LT,2014,,,30192
LT,2015,,,30192
LV,1984,1024,1024,1024
LV,1985,,945.6666667,945.6666667
LV,1986,,867.3333333,867.3333333
LV,1987,789,789,789
LV,1988,,880.6666667,880.6666667
LV,1989,,972.3333333,972.3333333
LV,1990,1064,1064,1064
LV,1991,,709.3333333,709.3333333
LV,1992,,354.6666667,354.6666667
LV,1993,0,0,0
LV,1994,,12874,12874
LV,1995,,25748,25748
LV,1996,38622,38622,38622
LV,1997,,36503,36503
LV,1998,,34384,34384
LV,1999,32265,32265,32265
LV,2000,,26515,26515
LV,2001,,20765,20765
LV,2002,15015,15015,15015
LV,2003,,30468.66667,30468.66667
LV,2004,,45922.33333,45922.33333
LV,2005,61376,61376,61376
LV,2006,,41135.33333,41135.33333
LV,2007,,20894.66667,20894.66667
LV,2008,654,654,654
LV,2009,,20592,20592
LV,2010,40530,40530,40530
LV,2011,26986,26986,26986
LV,2012,28014,28014,28014
LV,2013,24723,24723,24723
LV,2014,,,24723
LV,2015,,,24723
MA,1984,2478498,2478498,2478498
MA,1985,,2271174.667,2271174.667
MA,1986,,2063851.333,2063851.333
MA,1987,1856528,1856528,1856528
MA,1988,,1607777,1607777
MA,1989,,1359026,1359026
MA,1990,1110275,1110275,1110275
MA,1991,,1258490.333,1258490.333
MA,1992,,1406705.667,1406705.667
MA,1993,1554921,1554921,1554921
MA,1994,,1530856.667,1530856.667
MA,1995,,1506792.333,1506792.333
MA,1996,1482728,1482728,1482728
MA,1997,,1702326.667,1702326.667
MA,1998,,1921925.333,1921925.333
MA,1999,2141524,2141524,2141524
MA,2000,,1988942.667,1988942.667
MA,2001,,1836361.333,1836361.333
MA,2002,1683780,1683780,1683780
MA,2003,,1547980,1547980
MA,2004,,1412180,1412180
MA,2005,1276380,1276380,1276380
MA,2006,,1095450,1095450
MA,2007,,914520,914520
MA,2008,733590,733590,733590
MA,2009,,687895,687895
MA,2010,642200,642200,642200
MA,2011,556263,556263,556263
MA,2012,547468,547468,547468
MA,2013,451575,451575,451575
MA,2014,,,451575
MA,2015,,,451575
MD,1984,0,0,0
MD,1985,,0,0
MD,1986,,0,0
MD,1987,0,0,0
MD,1988,,30216.66667,30216.66667
MD,1989,,60433.33333,60433.33333
MD,1990,90650,90650,90650
MD,1991,,118893.3333,118893.3333
MD,1992,,147136.6667,147136.6667
MD,1993,175380,175380,175380
MD,1994,,453948.3333,453948.3333
MD,1995,,732516.6667,732516.6667
MD,1996,1011085,1011085,1011085
MD,1997,,1149773.333,1149773.333
MD,1998,,1288461.667,1288461.667
MD,1999,1427150,1427150,1427150
MD,2000,,1151136.667,1151136.667
MD,2001,,875123.3333,875123.3333
MD,2002,599110,599110,599110
MD,2003,,566806.6667,566806.6667
MD,2004,,534503.3333,534503.3333
MD,2005,502200,502200,502200
MD,2006,,350151,350151
MD,2007,,198102,198102
MD,2008,46053,46053,46053
MD,2009,,32460.5,32460.5
MD,2010,18868,18868,18868
MD,2011,9968,9968,9968
MD,2012,12104,12104,12104
MD,2013,2848,2848,2848
MD,2014,,,2848
MD,2015,,,2848
ME,1984,17880,17880,17880
ME,1985,,15356.33333,15356.33333
ME,1986,,12832.66667,12832.66667
ME,1987,10309,10309,10309
ME,1988,,7991,7991
ME,1989,,5673,5673
ME,1990,3355,3355,3355
ME,1991,,3029.666667,3029.666667
ME,1992,,2704.333333,2704.333333
ME,1993,2379,2379,2379
ME,1994,,2379,2379
ME,1995,,2379,2379
ME,1996,2379,2379,2379
ME,1997,,2379,2379
ME,1998,,2379,2379
ME,1999,2379,2379,2379
ME,2000,,2053.666667,2053.666667
ME,2001,,1728.333333,1728.333333
ME,2002,1403,1403,1403
ME,2003,,1403,1403
ME,2004,,1403,1403
ME,2005,1403,1403,1403
ME,2006,,1328,1328
ME,2007,,1253,1253
ME,2008,1178,1178,1178
ME,2009,,589,589
ME,2010,0,0,0
ME,2011,1302,1302,1302
ME,2012,7812,7812,7812
ME,2013,6448,6448,6448
ME,2014,,,6448
ME,2015,,,6448
MG,1984,5598786,5598786,5598786
MG,1985,,5865996,5865996
MG,1986,,6133206,6133206
MG,1987,6400416,6400416,6400416
MG,1988,,6561159,6561159
MG,1989,,6721902,6721902
MG,1990,6882645,6882645,6882645
MG,1991,,7483832.667,7483832.667
MG,1992,,8085020.333,8085020.333
MG,1993,8686208,8686208,8686208
MG,1994,,8924909.333,8924909.333
MG,1995,,9163610.667,9163610.667
MG,1996,9402312,9402312,9402312
MG,1997,,9530287.333,9530287.333
MG,1998,,9658262.667,9658262.667
MG,1999,9786238,9786238,9786238
MG,2000,,10775002.67,10775002.67
MG,2001,,11763767.33,11763767.33
MG,2002,12752532,12752532,12752532
MG,2003,,13016879.33,13016879.33
MG,2004,,13281226.67,13281226.67
MG,2005,13545574,13545574,13545574
MG,2006,,13972358.33,13972358.33
MG,2007,,14399142.67,14399142.67
MG,2008,14825927,14825927,14825927
MG,2009,,16030467.5,16030467.5
MG,2010,17235008,17235008,17235008
MG,2011,17354840,17354840,17354840
MG,2012,17350536,17350536,17350536
MG,2013,17882184,17882184,17882184
MG,2014,,,17882184
MG,2015,,,17882184
MK,1984,0,0,0
MK,1985,,0,0
MK,1986,,0,0
MK,1987,0,0,0
MK,1988,,8133.333333,8133.333333
MK,1989,,16266.66667,16266.66667
MK,1990,24400,24400,24400
MK,1991,,30117.33333,30117.33333
MK,1992,,35834.66667,35834.66667
MK,1993,41552,41552,41552
MK,1994,,35933.33333,35933.33333
MK,1995,,30314.66667,30314.66667
MK,1996,24696,24696,24696
MK,1997,,43797.33333,43797.33333
MK,1998,,62898.66667,62898.66667
MK,1999,82000,82000,82000
MK,2000,,63531,63531
MK,2001,,45062,45062
MK,2002,26593,26593,26593
MK,2003,,27112.66667,27112.66667
MK,2004,,27632.33333,27632.33333
MK,2005,28152,28152,28152
MK,2006,,27900.66667,27900.66667
MK,2007,,27649.33333,27649.33333
MK,2008,27398,27398,27398
MK,2009,,27398,27398
MK,2010,27398,27398,27398
MK,2011,47610,47610,47610
MK,2012,47610,47610,47610
MK,2013,45333,45333,45333
MK,2014,,,45333
MK,2015,,,45333
ML,1984,6897161,6897161,6897161
ML,1985,,6926571.333,6926571.333
ML,1986,,6955981.667,6955981.667
ML,1987,6985392,6985392,6985392
ML,1988,,7087013.333,7087013.333
ML,1989,,7188634.667,7188634.667
ML,1990,7290256,7290256,7290256
ML,1991,,7451873.333,7451873.333
ML,1992,,7613490.667,7613490.667
ML,1993,7775108,7775108,7775108
ML,1994,,7849145.333,7849145.333
ML,1995,,7923182.667,7923182.667
ML,1996,7997220,7997220,7997220
ML,1997,,7609076,7609076
ML,1998,,7220932,7220932
ML,1999,6832788,6832788,6832788
ML,2000,,6789024,6789024
ML,2001,,6745260,6745260
ML,2002,6701496,6701496,6701496
ML,2003,,6719517.333,6719517.333
ML,2004,,6737538.667,6737538.667
ML,2005,6755560,6755560,6755560
ML,2006,,6879868.667,6879868.667
ML,2007,,7004177.333,7004177.333
ML,2008,7128486,7128486,7128486
ML,2009,,7286202.5,7286202.5
ML,2010,7443919,7443919,7443919
ML,2011,7710520,7710520,7710520
ML,2012,8212878,8212878,8212878
ML,2013,8580348,8580348,8580348
ML,2014,,,8580348
ML,2015,,,8580348
MN,1984,192049,192049,192049
MN,1985,,178715,178715
MN,1986,,165381,165381
MN,1987,152047,152047,152047
MN,1988,,158335.3333,158335.3333
MN,1989,,164623.6667,164623.6667
MN,1990,170912,170912,170912
MN,1991,,237714,237714
MN,1992,,304516,304516
MN,1993,371318,371318,371318
MN,1994,,393396,393396
MN,1995,,415474,415474
MN,1996,437552,437552,437552
MN,1997,,458936,458936
MN,1998,,480320,480320
MN,1999,501704,501704,501704
MN,2000,,420276,420276
MN,2001,,338848,338848
MN,2002,257420,257420,257420
MN,2003,,207623.6667,207623.6667
MN,2004,,157827.3333,157827.3333
MN,2005,108031,108031,108031
MN,2006,,82628.33333,82628.33333
MN,2007,,57225.66667,57225.66667
MN,2008,31823,31823,31823
MN,2009,,26209.5,26209.5
MN,2010,20596,20596,20596
MN,2011,15732,15732,15732
MN,2012,10678,10678,10678
MN,2013,8866,8866,8866
MN,2014,,,8866
MN,2015,,,8866
MR,1984,706060,706060,706060
MR,1985,,720351.6667,720351.6667
MR,1986,,734643.3333,734643.3333
MR,1987,748935,748935,748935
MR,1988,,779868,779868
MR,1989,,810801,810801
MR,1990,841734,841734,841734
MR,1991,,862996,862996
MR,1992,,884258,884258
MR,1993,905520,905520,905520
MR,1994,,761760,761760
MR,1995,,618000,618000
MR,1996,474240,474240,474240
MR,1997,,480359.6667,480359.6667
MR,1998,,486479.3333,486479.3333
MR,1999,492599,492599,492599
MR,2000,,507151.3333,507151.3333
MR,2001,,521703.6667,521703.6667
MR,2002,536256,536256,536256
MR,2003,,498624,498624
MR,2004,,460992,460992
MR,2005,423360,423360,423360
MR,2006,,404886.3333,404886.3333
MR,2007,,386412.6667,386412.6667
MR,2008,367939,367939,367939
MR,2009,,366521,366521
MR,2010,365103,365103,365103
MR,2011,334512,334512,334512
MR,2012,298242,298242,298242
MR,2013,267804,267804,267804
MR,2014,,,267804
MR,2015,,,267804
MU,1984,150591,150591,150591
MU,1985,,125631.3333,125631.3333
MU,1986,,100671.6667,100671.6667
MU,1987,75712,75712,75712
MU,1988,,64714,64714
MU,1989,,53716,53716
MU,1990,42718,42718,42718
MU,1991,,38635.33333,38635.33333
MU,1992,,34552.66667,34552.66667
MU,1993,30470,30470,30470
MU,1994,,27583,27583
MU,1995,,24696,24696
MU,1996,21809,21809,21809
MU,1997,,19652.66667,19652.66667
MU,1998,,17496.33333,17496.33333
MU,1999,15340,15340,15340
MU,2000,,13386.66667,13386.66667
MU,2001,,11433.33333,11433.33333
MU,2002,9480,9480,9480
MU,2003,,8698,8698
MU,2004,,7916,7916
MU,2005,7134,7134,7134
MU,2006,,6409.333333,6409.333333
MU,2007,,5684.666667,5684.666667
MU,2008,4960,4960,4960
MU,2009,,5417.5,5417.5
MU,2010,5875,5875,5875
MU,2011,6250,6250,6250
MU,2012,6678,6678,6678
MU,2013,6300,6300,6300
MU,2014,,,6300
MU,2015,,,6300
MV,1984,98316,98316,98316
MV,1985,,96770.66667,96770.66667
MV,1986,,95225.33333,95225.33333
MV,1987,93680,93680,93680
MV,1988,,91324.66667,91324.66667
MV,1989,,88969.33333,88969.33333
MV,1990,86614,86614,86614
MV,1991,,83014.66667,83014.66667
MV,1992,,79415.33333,79415.33333
MV,1993,75816,75816,75816
MV,1994,,69298.66667,69298.66667
MV,1995,,62781.33333,62781.33333
MV,1996,56264,56264,56264
MV,1997,,52974.66667,52974.66667
MV,1998,,49685.33333,49685.33333
MV,1999,46396,46396,46396
MV,2000,,43060.66667,43060.66667
MV,2001,,39725.33333,39725.33333
MV,2002,36390,36390,36390
MV,2003,,35289.33333,35289.33333
MV,2004,,34188.66667,34188.66667
MV,2005,33088,33088,33088
MV,2006,,29342.66667,29342.66667
MV,2007,,25597.33333,25597.33333
MV,2008,21852,21852,21852
MV,2009,,23580,23580
MV,2010,25308,25308,25308
MV,2011,18886,18886,18886
MV,2012,19110,19110,19110
MV,2013,18213,18213,18213
MV,2014,,,18213
MV,2015,,,18213
MW,1984,4478500,4478500,4478500
MW,1985,,4878540.667,4878540.667
MW,1986,,5278581.333,5278581.333
MW,1987,5678622,5678622,5678622
MW,1988,,6050735,6050735
MW,1989,,6422848,6422848
MW,1990,6794961,6794961,6794961
MW,1991,,6760974,6760974
MW,1992,,6726987,6726987
MW,1993,6693000,6693000,6693000
MW,1994,,6622825.333,6622825.333
MW,1995,,6552650.667,6552650.667
MW,1996,6482476,6482476,6482476
MW,1997,,6677533.333,6677533.333
MW,1998,,6872590.667,6872590.667
MW,1999,7067648,7067648,7067648
MW,2000,,7594027.333,7594027.333
MW,2001,,8120406.667,8120406.667
MW,2002,8646786,8646786,8646786
MW,2003,,8896349,8896349
MW,2004,,9145912,9145912
MW,2005,9395475,9395475,9395475
MW,2006,,9612160,9612160
MW,2007,,9828845,9828845
MW,2008,10045530,10045530,10045530
MW,2009,,10258730,10258730
MW,2010,10471930,10471930,10471930
MW,2011,10744765,10744765,10744765
MW,2012,11154850,11154850,11154850
MW,2013,11381570,11381570,11381570
MW,2014,,,11381570
MW,2015,,,11381570
MX,1984,6004596,6004596,6004596
MX,1985,,6825699.667,6825699.667
MX,1986,,7646803.333,7646803.333
MX,1987,8467907,8467907,8467907
MX,1988,,8507499,8507499
MX,1989,,8547091,8547091
MX,1990,8586683,8586683,8586683
MX,1991,,8451155.333,8451155.333
MX,1992,,8315627.667,8315627.667
MX,1993,8180100,8180100,8180100
MX,1994,,9970654,9970654
MX,1995,,11761208,11761208
MX,1996,13551762,13551762,13551762
MX,1997,,13385742.33,13385742.33
MX,1998,,13219722.67,13219722.67
MX,1999,13053703,13053703,13053703
MX,2000,,11803001.33,11803001.33
MX,2001,,10552299.67,10552299.67
MX,2002,9301598,9301598,9301598
MX,2003,,9369182,9369182
MX,2004,,9436766,9436766
MX,2005,9504350,9504350,9504350
MX,2006,,7792520,7792520
MX,2007,,6080690,6080690
MX,2008,4368860,4368860,4368860
MX,2009,,4438210,4438210
MX,2010,4507560,4507560,4507560
MX,2011,3887951,3887951,3887951
MX,2012,3271476,3271476,3271476
MX,2013,3501842,3501842,3501842
MX,2014,,,3501842
MX,2015,,,3501842
MY,1984,441504,441504,441504
MY,1985,,409009.3333,409009.3333
MY,1986,,376514.6667,376514.6667
MY,1987,344020,344020,344020
MY,1988,,316754.6667,316754.6667
MY,1989,,289489.3333,289489.3333
MY,1990,262224,262224,262224
MY,1991,,272659.3333,272659.3333
MY,1992,,283094.6667,283094.6667
MY,1993,293530,293530,293530
MY,1994,,241041.3333,241041.3333
MY,1995,,188552.6667,188552.6667
MY,1996,136064,136064,136064
MY,1997,,182309.3333,182309.3333
MY,1998,,228554.6667,228554.6667
MY,1999,274800,274800,274800
MY,2000,,230373.3333,230373.3333
MY,2001,,185946.6667,185946.6667
MY,2002,141520,141520,141520
MY,2003,,139066.6667,139066.6667
MY,2004,,136613.3333,136613.3333
MY,2005,134160,134160,134160
MY,2006,,119360,119360
MY,2007,,104560,104560
MY,2008,89760,89760,89760
MY,2009,,74406,74406
MY,2010,59052,59052,59052
MY,2011,42855,42855,42855
MY,2012,31922,31922,31922
MY,2013,26523,26523,26523
MY,2014,,,26523
MY,2015,,,26523
MZ,1984,12160672,12160672,12160672
MZ,1985,,12148540.67,12148540.67
MZ,1986,,12136409.33,12136409.33
MZ,1987,12124278,12124278,12124278
MZ,1988,,12100091.33,12100091.33
MZ,1989,,12075904.67,12075904.67
MZ,1990,12051718,12051718,12051718
MZ,1991,,12495082.67,12495082.67
MZ,1992,,12938447.33,12938447.33
MZ,1993,13381812,13381812,13381812
MZ,1994,,13610092,13610092
MZ,1995,,13838372,13838372
MZ,1996,14066652,14066652,14066652
MZ,1997,,14279326.33,14279326.33
MZ,1998,,14492000.67,14492000.67
MZ,1999,14704675,14704675,14704675
MZ,2000,,15014716.67,15014716.67
MZ,2001,,15324758.33,15324758.33
MZ,2002,15634800,15634800,15634800
MZ,2003,,15824732.33,15824732.33
MZ,2004,,16014664.67,16014664.67
MZ,2005,16204597,16204597,16204597
MZ,2006,,16168164.33,16168164.33
MZ,2007,,16131731.67,16131731.67
MZ,2008,16095299,16095299,16095299
MZ,2009,,16153505.5,16153505.5
MZ,2010,16211712,16211712,16211712
MZ,2011,16097868,16097868,16097868
MZ,2012,16004060,16004060,16004060
MZ,2013,15868765,15868765,15868765
MZ,2014,,,15868765
MZ,2015,,,15868765
NA,1984,560217,560217,560217
NA,1985,,587228,587228
NA,1986,,614239,614239
NA,1987,641250,641250,641250
NA,1988,,681206.6667,681206.6667
NA,1989,,721163.3333,721163.3333
NA,1990,761120,761120,761120
NA,1991,,780933.3333,780933.3333
NA,1992,,800746.6667,800746.6667
NA,1993,820560,820560,820560
NA,1994,,847259,847259
NA,1995,,873958,873958
NA,1996,900657,900657,900657
NA,1997,,838952,838952
NA,1998,,777247,777247
NA,1999,715542,715542,715542
NA,2000,,715102.6667,715102.6667
NA,2001,,714663.3333,714663.3333
NA,2002,714224,714224,714224
NA,2003,,674006.6667,674006.6667
NA,2004,,633789.3333,633789.3333
NA,2005,593572,593572,593572
NA,2006,,562912,562912
NA,2007,,532252,532252
NA,2008,501592,501592,501592
NA,2009,,488520.5,488520.5
NA,2010,475449,475449,475449
NA,2011,457632,457632,457632
NA,2012,442199,442199,442199
NA,2013,423235,423235,423235
NA,2014,,,423235
NA,2015,,,423235
NE,1984,4857825,4857825,4857825
NE,1985,,4924827,4924827
NE,1986,,4991829,4991829
NE,1987,5058831,5058831,5058831
NE,1988,,5258825.333,5258825.333
NE,1989,,5458819.667,5458819.667
NE,1990,5658814,5658814,5658814
NE,1991,,6060966.667,6060966.667
NE,1992,,6463119.333,6463119.333
NE,1993,6865272,6865272,6865272
NE,1994,,7177094.667,7177094.667
NE,1995,,7488917.333,7488917.333
NE,1996,7800740,7800740,7800740
NE,1997,,8007562,8007562
NE,1998,,8214384,8214384
NE,1999,8421206,8421206,8421206
NE,2000,,8694134.667,8694134.667
NE,2001,,8967063.333,8967063.333
NE,2002,9239992,9239992,9239992
NE,2003,,9529347,9529347
NE,2004,,9818702,9818702
NE,2005,10108057,10108057,10108057
NE,2006,,10070073.67,10070073.67
NE,2007,,10032090.33,10032090.33
NE,2008,9994107,9994107,9994107
NE,2009,,9486577.5,9486577.5
NE,2010,8979048,8979048,8979048
NE,2011,8532630,8532630,8532630
NE,2012,8214948,8214948,8214948
NE,2013,8634708,8634708,8634708
NE,2014,,,8634708
NE,2015,,,8634708
NG,1984,38150370,38150370,38150370
NG,1985,,42720682,42720682
NG,1986,,47290994,47290994
NG,1987,51861306,51861306,51861306
NG,1988,,51202522,51202522
NG,1989,,50543738,50543738
NG,1990,49884954,49884954,49884954
NG,1991,,53367447.67,53367447.67
NG,1992,,56849941.33,56849941.33
NG,1993,60332435,60332435,60332435
NG,1994,,63750490,63750490
NG,1995,,67168545,67168545
NG,1996,70586600,70586600,70586600
NG,1997,,73600078.33,73600078.33
NG,1998,,76613556.67,76613556.67
NG,1999,79627035,79627035,79627035
NG,2000,,81502456.67,81502456.67
NG,2001,,83377878.33,83377878.33
NG,2002,85253300,85253300,85253300
NG,2003,,81639576.67,81639576.67
NG,2004,,78025853.33,78025853.33
NG,2005,74412130,74412130,74412130
NG,2006,,76572932,76572932
NG,2007,,78733734,78733734
NG,2008,80894536,80894536,80894536
NG,2009,,82733423,82733423
