year,id-from,id-to,sector,bundle,channel,oof
2006,AU,KP,other,oof-export-credit,unspecified,2920530
2006,AU,LA,other,oof-export-credit,unspecified,3073313
2006,AU,LB,other,oof-export-credit,unspecified,3152892
2006,AU,MY,governance-and-security,oof-export-credit,unspecified,70786
2006,AU,MY,infrastructure,oof-export-credit,unspecified,80198
2006,AU,MY,other,oof-export-credit,unspecified,6393252
2006,AU,MY,other-social-services,oof-export-credit,unspecified,1216768
2006,AU,MU,other,oof-export-credit,unspecified,1136059
2006,AU,MX,other,oof-export-credit,unspecified,1946885
2006,AU,FM,other,oof-export-credit,unspecified,783947
2006,AU,MM,other,oof-export-credit,unspecified,1702582
2006,AU,NR,other,oof-export-credit,unspecified,1146245
2006,AU,NP,other,oof-export-credit,unspecified,671410
2006,AU,NG,other,oof-export-credit,unspecified,1358675
2006,AU,oceania,other,oof-export-credit,unspecified,2097134
2006,AU,PK,other,oof-export-credit,unspecified,3018315
2006,AU,PG,other,oof-export-credit,unspecified,5169414
2006,AU,PH,other,oof-export-credit,unspecified,6240619
2006,AU,WS,other,oof-export-credit,unspecified,760246
2006,AU,SA,other,oof-export-credit,unspecified,3901778
2006,AU,SB,other,oof-export-credit,unspecified,2250957
2006,AU,ZA,other,oof-export-credit,unspecified,5604196
2006,AU,LK,other,oof-export-credit,unspecified,5689103
2006,AU,ex-yugoslavia,other,oof-export-credit,unspecified,6624376
2006,AU,TH,other,oof-export-credit,unspecified,7105995
2006,AU,TH,other-social-services,oof-export-credit,unspecified,1919567
2006,AU,TL,other,oof-export-credit,unspecified,386339
2006,AU,TO,other,oof-export-credit,unspecified,547138
2006,AU,TR,other,oof-export-credit,unspecified,3613398
2006,AU,VU,other,oof-export-credit,unspecified,2215555
2006,AU,VN,other,oof-export-credit,unspecified,8468837
2006,AU,PS,other,oof-export-credit,unspecified,459506
2006,AU,ZW,other,oof-export-credit,unspecified,4821933
2006,AT,bilateral-unspecified,other,oof-loan,unspecified,86540000
2006,AT,bilateral-unspecified,other,oof-grant,unspecified,82924117
2006,BE,africa,other,oof-grant,unspecified,16173028
2006,BE,america,other,oof-grant,unspecified,7974632
2006,BE,asia,other,oof-grant,unspecified,5205743
2006,BE,bilateral-unspecified,other,oof-grant,unspecified,512808
2006,BE,europe,other,oof-grant,unspecified,4094145
2006,CA,bilateral-unspecified,other,oof-loan,unspecified,2821310000
2006,CA,bilateral-unspecified,other,oof-grant,unspecified,15280000
2006,cardb,bilateral-unspecified,other,oof-grant,unspecified,97180000
2006,DK,bilateral-unspecified,other,oof-grant,unspecified,55470000
2006,ebrd,bilateral-unspecified,other,oof-grant,unspecified,1562570000
2006,EU,AL,other,oof-grant,unspecified,23772389
2006,EU,BA,other,oof-grant,unspecified,82042584
2006,EU,BW,other,oof-grant,unspecified,10854961
2006,EU,BR,other,oof-grant,unspecified,15485956
2006,EU,CN,other,oof-grant,unspecified,212318815
2006,EU,HR,other,oof-grant,unspecified,335774966
2006,EU,EG,other,oof-grant,unspecified,238581391
2006,EU,MK,other,oof-grant,unspecified,14417255
2006,EU,ID,other,oof-grant,unspecified,16322183
2006,EU,JO,other,oof-grant,unspecified,30028956
2006,EU,KE,other,oof-grant,unspecified,4379144
2006,EU,LA,other,oof-grant,unspecified,26588992
2006,EU,LB,other,oof-grant,unspecified,78310018
2006,EU,MV,other,oof-grant,unspecified,21187512
2006,EU,MU,other,oof-grant,unspecified,5162416
2006,EU,MX,other,oof-grant,unspecified,94574104
2006,EU,MA,other,oof-grant,unspecified,306223178
2006,EU,NG,other,oof-grant,unspecified,83689776
2006,EU,north-central-america,other,oof-grant,unspecified,4461596
2006,EU,PK,other,oof-grant,unspecified,54524969
2006,EU,PE,other,oof-grant,unspecified,40651420
2006,EU,RS,other,oof-grant,unspecified,196863017
2006,EU,ZA,other,oof-grant,unspecified,75372127
2006,EU,south-of-sahara,other,oof-grant,unspecified,23772389
2006,EU,LK,other,oof-grant,unspecified,36357771
2006,EU,VC,other,oof-grant,unspecified,3174851
2006,EU,SY,other,oof-grant,unspecified,115001147
2006,EU,TN,other,oof-grant,unspecified,260196818
2006,EU,TR,other,oof-grant,unspecified,1211400871
2006,EU,VN,other,oof-grant,unspecified,39283641
2006,FI,africa,other,oof-grant,unspecified,2121493
2006,FI,america,other,oof-grant,unspecified,1633490
2006,FI,CN,industry-and-trade,oof-grant,unspecified,1753927
2006,FI,IN,other,oof-grant,unspecified,2338569
2006,FI,MY,industry-and-trade,oof-grant,unspecified,733830
2006,FI,NG,other,oof-grant,unspecified,7373507
2006,FI,UY,other,oof-grant,unspecified,23970330
2006,FR,africa,other,oof-grant,unspecified,8753871
2006,FR,asia,other,oof-grant,unspecified,14913984
2006,FR,bilateral-unspecified,banking-and-business,oof-grant,unspecified,15053829
2006,FR,CM,other,oof-grant,unspecified,14139850
2006,FR,CF,other,oof-grant,unspecified,67384724
2006,FR,CN,banking-and-business,oof-grant,unspecified,46899520
2006,FR,DO,banking-and-business,oof-grant,unspecified,30339905
2006,FR,GH,banking-and-business,oof-grant,unspecified,15460227
2006,FR,KE,banking-and-business,oof-grant,unspecified,24128638
2006,FR,LA,banking-and-business,oof-grant,unspecified,5117926
2006,FR,MG,banking-and-business,oof-grant,unspecified,1357426
2006,FR,MR,infrastructure,oof-grant,unspecified,4330179
2006,FR,YT,banking-and-business,oof-grant,unspecified,883741
2006,FR,MZ,infrastructure,oof-grant,unspecified,27138316
2006,FR,ZA,banking-and-business,oof-grant,unspecified,2923276
2006,FR,LC,banking-and-business,oof-grant,unspecified,340766
2006,FR,TN,banking-and-business,oof-grant,unspecified,4884330
2006,FR,TR,banking-and-business,oof-grant,unspecified,66139352
2006,FR,WF,other-social-services,oof-grant,unspecified,5502
2006,FR,ZM,banking-and-business,oof-grant,unspecified,677813
2006,DE,bilateral-unspecified,other,oof-loan,unspecified,100650000
2006,DE,bilateral-unspecified,other,oof-grant,unspecified,25950000
2006,GR,bilateral-unspecified,other,oof-export-credit,unspecified,9420000
2006,ibrd,DZ,agriculture-and-food-security,oof-grant,unspecified,2626376
2006,ibrd,DZ,banking-and-business,oof-grant,unspecified,1255391
2006,ibrd,DZ,environment,oof-grant,unspecified,22647
2006,ibrd,DZ,governance-and-security,oof-grant,unspecified,3308343
2006,ibrd,DZ,infrastructure,oof-grant,unspecified,1982662
2006,ibrd,DZ,other-social-services,oof-grant,unspecified,9182215
2006,ibrd,DZ,water-and-sanitation,oof-grant,unspecified,646748
2006,ibrd,AR,agriculture-and-food-security,oof-grant,unspecified,26268631
2006,ibrd,AR,education,oof-grant,unspecified,3634427
2006,ibrd,AR,environment,oof-grant,unspecified,3773847
2006,ibrd,AR,governance-and-security,oof-grant,unspecified,22299395
2006,ibrd,AR,health,oof-grant,unspecified,29066897
2006,ibrd,AR,industry-and-trade,oof-grant,unspecified,519110
2006,ibrd,AR,infrastructure,oof-grant,unspecified,190991881
2006,ibrd,AR,other,oof-grant,unspecified,11377326
2006,ibrd,AR,other-social-services,oof-grant,unspecified,220437438
2006,ibrd,AR,water-and-sanitation,oof-grant,unspecified,22796462
2006,ibrd,AZ,infrastructure,oof-grant,unspecified,6246757
2006,ibrd,BB,health,oof-grant,unspecified,5147682
2006,ibrd,BY,infrastructure,oof-grant,unspecified,6028961
2006,ibrd,BZ,environment,oof-grant,unspecified,6335
2006,ibrd,BZ,infrastructure,oof-grant,unspecified,21116
2006,ibrd,BZ,water-and-sanitation,oof-grant,unspecified,6335
2006,ibrd,BR,agriculture-and-food-security,oof-grant,unspecified,47861229
2006,ibrd,BR,banking-and-business,oof-grant,unspecified,10924157
2006,ibrd,BR,education,oof-grant,unspecified,81178367
2006,ibrd,BR,environment,oof-grant,unspecified,82119
2006,ibrd,BR,governance-and-security,oof-grant,unspecified,498175092
2006,ibrd,BR,health,oof-grant,unspecified,90058263
2006,ibrd,BR,industry-and-trade,oof-grant,unspecified,31961295
2006,ibrd,BR,infrastructure,oof-grant,unspecified,215783171
2006,ibrd,BR,other,oof-grant,unspecified,8252978
2006,ibrd,BR,other-social-services,oof-grant,unspecified,1466895154
2006,ibrd,BR,water-and-sanitation,oof-grant,unspecified,100144403
2006,ibrd,CL,education,oof-grant,unspecified,25072256
2006,ibrd,CL,governance-and-security,oof-grant,unspecified,4682290
2006,ibrd,CL,infrastructure,oof-grant,unspecified,37787875
2006,ibrd,CL,other-social-services,oof-grant,unspecified,3712857
2006,ibrd,CL,water-and-sanitation,oof-grant,unspecified,315930
2006,ibrd,CN,agriculture-and-food-security,oof-grant,unspecified,155170925
2006,ibrd,CN,banking-and-business,oof-grant,unspecified,167532
2006,ibrd,CN,education,oof-grant,unspecified,35402557
2006,ibrd,CN,environment,oof-grant,unspecified,10515061
2006,ibrd,CN,governance-and-security,oof-grant,unspecified,40515749
2006,ibrd,CN,health,oof-grant,unspecified,14264952
2006,ibrd,CN,industry-and-trade,oof-grant,unspecified,7600996
2006,ibrd,CN,infrastructure,oof-grant,unspecified,722114224
2006,ibrd,CN,other-social-services,oof-grant,unspecified,7642911
2006,ibrd,CN,water-and-sanitation,oof-grant,unspecified,312342241
2006,ibrd,CO,agriculture-and-food-security,oof-grant,unspecified,15336310
2006,ibrd,CO,banking-and-business,oof-grant,unspecified,232797248
2006,ibrd,CO,education,oof-grant,unspecified,151536313
2006,ibrd,CO,environment,oof-grant,unspecified,8277100
2006,ibrd,CO,governance-and-security,oof-grant,unspecified,9874722
2006,ibrd,CO,health,oof-grant,unspecified,62945392
2006,ibrd,CO,industry-and-trade,oof-grant,unspecified,117955955
2006,ibrd,CO,infrastructure,oof-grant,unspecified,114463906
2006,ibrd,CO,other,oof-grant,unspecified,92975369
2006,ibrd,CO,other-social-services,oof-grant,unspecified,153319765
2006,ibrd,CO,water-and-sanitation,oof-grant,unspecified,59750320
2006,ibrd,CR,agriculture-and-food-security,oof-grant,unspecified,5134232
2006,ibrd,CR,education,oof-grant,unspecified,173729
2006,ibrd,CR,governance-and-security,oof-grant,unspecified,46942
2006,ibrd,CR,health,oof-grant,unspecified,891900
2006,ibrd,HR,agriculture-and-food-security,oof-grant,unspecified,4826559
2006,ibrd,HR,education,oof-grant,unspecified,5230054
2006,ibrd,HR,governance-and-security,oof-grant,unspecified,113427149
2006,ibrd,HR,health,oof-grant,unspecified,21302040
2006,ibrd,HR,industry-and-trade,oof-grant,unspecified,56738765
2006,ibrd,HR,infrastructure,oof-grant,unspecified,65828635
2006,ibrd,HR,other-social-services,oof-grant,unspecified,1777836
2006,ibrd,HR,water-and-sanitation,oof-grant,unspecified,11824630
2006,ibrd,DO,banking-and-business,oof-grant,unspecified,688410
2006,ibrd,DO,education,oof-grant,unspecified,5003551
2006,ibrd,DO,governance-and-security,oof-grant,unspecified,419968
2006,ibrd,DO,health,oof-grant,unspecified,9443345
2006,ibrd,DO,infrastructure,oof-grant,unspecified,61780793
2006,ibrd,DO,other-social-services,oof-grant,unspecified,416000
2006,ibrd,EC,agriculture-and-food-security,oof-grant,unspecified,2127048
2006,ibrd,EC,governance-and-security,oof-grant,unspecified,5291870
2006,ibrd,EC,health,oof-grant,unspecified,8821772
2006,ibrd,EC,infrastructure,oof-grant,unspecified,5332265
2006,ibrd,EC,other-social-services,oof-grant,unspecified,245446
2006,ibrd,EC,water-and-sanitation,oof-grant,unspecified,2218037
2006,ibrd,EG,agriculture-and-food-security,oof-grant,unspecified,44060646
2006,ibrd,EG,banking-and-business,oof-grant,unspecified,-43
2006,ibrd,EG,education,oof-grant,unspecified,9522661
2006,ibrd,EG,governance-and-security,oof-grant,unspecified,2895846
2006,ibrd,EG,industry-and-trade,oof-grant,unspecified,-3987
2006,ibrd,EG,infrastructure,oof-grant,unspecified,68174934
2006,ibrd,EG,water-and-sanitation,oof-grant,unspecified,13898
2006,ibrd,SV,education,oof-grant,unspecified,5544512
2006,ibrd,SV,governance-and-security,oof-grant,unspecified,5785591
2006,ibrd,SV,health,oof-grant,unspecified,16341973
2006,ibrd,SV,infrastructure,oof-grant,unspecified,1405577
2006,ibrd,SV,other-social-services,oof-grant,unspecified,31017
2006,ibrd,MK,agriculture-and-food-security,oof-grant,unspecified,3489494
2006,ibrd,MK,governance-and-security,oof-grant,unspecified,1994689
2006,ibrd,MK,health,oof-grant,unspecified,391394
2006,ibrd,MK,industry-and-trade,oof-grant,unspecified,316906
2006,ibrd,MK,infrastructure,oof-grant,unspecified,3346499
2006,ibrd,MK,other-social-services,oof-grant,unspecified,3643296
2006,ibrd,GD,environment,oof-grant,unspecified,-28355
2006,ibrd,GD,infrastructure,oof-grant,unspecified,97433
2006,ibrd,GD,water-and-sanitation,oof-grant,unspecified,-28355
2006,ibrd,GT,agriculture-and-food-security,oof-grant,unspecified,11581953
2006,ibrd,GT,banking-and-business,oof-grant,unspecified,78821161
2006,ibrd,GT,education,oof-grant,unspecified,16443396
2006,ibrd,GT,governance-and-security,oof-grant,unspecified,88705844
2006,ibrd,GT,industry-and-trade,oof-grant,unspecified,25774634
2006,ibrd,GT,infrastructure,oof-grant,unspecified,6142453
2006,ibrd,GT,other-social-services,oof-grant,unspecified,2760807
2006,ibrd,IN,agriculture-and-food-security,oof-grant,unspecified,40727292
2006,ibrd,IN,education,oof-grant,unspecified,11978743
2006,ibrd,IN,governance-and-security,oof-grant,unspecified,92091184
2006,ibrd,IN,health,oof-grant,unspecified,11777560
2006,ibrd,IN,industry-and-trade,oof-grant,unspecified,25943574
2006,ibrd,IN,infrastructure,oof-grant,unspecified,892711297
2006,ibrd,IN,other-social-services,oof-grant,unspecified,21651073
2006,ibrd,IN,water-and-sanitation,oof-grant,unspecified,34450448
2006,ibrd,ID,agriculture-and-food-security,oof-grant,unspecified,7767950
2006,ibrd,ID,banking-and-business,oof-grant,unspecified,104476835
2006,ibrd,ID,education,oof-grant,unspecified,14287843
2006,ibrd,ID,governance-and-security,oof-grant,unspecified,426360781
2006,ibrd,ID,health,oof-grant,unspecified,26384845
2006,ibrd,ID,industry-and-trade,oof-grant,unspecified,116661518
2006,ibrd,ID,infrastructure,oof-grant,unspecified,86586789
2006,ibrd,ID,other,oof-grant,unspecified,1274015
2006,ibrd,ID,other-social-services,oof-grant,unspecified,4493826
2006,ibrd,ID,water-and-sanitation,oof-grant,unspecified,14645129
2006,ibrd,IR,agriculture-and-food-security,oof-grant,unspecified,20156364
2006,ibrd,IR,education,oof-grant,unspecified,6488431
2006,ibrd,IR,governance-and-security,oof-grant,unspecified,6772334
2006,ibrd,IR,health,oof-grant,unspecified,10320072
2006,ibrd,IR,infrastructure,oof-grant,unspecified,23772684
2006,ibrd,IR,other-social-services,oof-grant,unspecified,56323630
2006,ibrd,IR,water-and-sanitation,oof-grant,unspecified,89640802
2006,ibrd,JM,banking-and-business,oof-grant,unspecified,49397
2006,ibrd,JM,education,oof-grant,unspecified,3598247
2006,ibrd,JM,governance-and-security,oof-grant,unspecified,1387732
2006,ibrd,JM,health,oof-grant,unspecified,3891558
2006,ibrd,JM,infrastructure,oof-grant,unspecified,743761
2006,ibrd,JM,other-social-services,oof-grant,unspecified,9625288
2006,ibrd,JM,water-and-sanitation,oof-grant,unspecified,1428246
2006,ibrd,JO,agriculture-and-food-security,oof-grant,unspecified,566703
2006,ibrd,JO,education,oof-grant,unspecified,43003574
2006,ibrd,JO,industry-and-trade,oof-grant,unspecified,557407
2006,ibrd,JO,infrastructure,oof-grant,unspecified,4241871
2006,ibrd,JO,water-and-sanitation,oof-grant,unspecified,1121512
2006,ibrd,KZ,agriculture-and-food-security,oof-grant,unspecified,4491029
2006,ibrd,KZ,environment,oof-grant,unspecified,971939
2006,ibrd,KZ,governance-and-security,oof-grant,unspecified,-89482
2006,ibrd,KZ,health,oof-grant,unspecified,-1188836
2006,ibrd,KZ,industry-and-trade,oof-grant,unspecified,11589674
2006,ibrd,KZ,infrastructure,oof-grant,unspecified,15219326
2006,ibrd,KZ,water-and-sanitation,oof-grant,unspecified,971939
2006,ibrd,LB,education,oof-grant,unspecified,10095031
2006,ibrd,LB,governance-and-security,oof-grant,unspecified,3432777
2006,ibrd,LB,health,oof-grant,unspecified,204844
2006,ibrd,LB,industry-and-trade,oof-grant,unspecified,1226667
2006,ibrd,LB,infrastructure,oof-grant,unspecified,14108733
2006,ibrd,LB,other-social-services,oof-grant,unspecified,1975517
2006,ibrd,LB,water-and-sanitation,oof-grant,unspecified,11950437
2006,ibrd,MU,water-and-sanitation,oof-grant,unspecified,1116163
2006,ibrd,MX,agriculture-and-food-security,oof-grant,unspecified,153570615
2006,ibrd,MX,banking-and-business,oof-grant,unspecified,387760740
2006,ibrd,MX,education,oof-grant,unspecified,375009825
2006,ibrd,MX,governance-and-security,oof-grant,unspecified,76181981
2006,ibrd,MX,health,oof-grant,unspecified,102433865
2006,ibrd,MX,industry-and-trade,oof-grant,unspecified,181958483
2006,ibrd,MX,infrastructure,oof-grant,unspecified,125681235
2006,ibrd,MX,other-social-services,oof-grant,unspecified,241788908
2006,ibrd,MX,water-and-sanitation,oof-grant,unspecified,11008054
2006,ibrd,MA,agriculture-and-food-security,oof-grant,unspecified,3363664
2006,ibrd,MA,banking-and-business,oof-grant,unspecified,392812
2006,ibrd,MA,education,oof-grant,unspecified,962252
2006,ibrd,MA,governance-and-security,oof-grant,unspecified,153976188
2006,ibrd,MA,health,oof-grant,unspecified,24629242
2006,ibrd,MA,infrastructure,oof-grant,unspecified,6212474
2006,ibrd,MA,other-social-services,oof-grant,unspecified,13755950
2006,ibrd,MA,water-and-sanitation,oof-grant,unspecified,535789
2006,ibrd,PK,agriculture-and-food-security,oof-grant,unspecified,157788623
2006,ibrd,PK,governance-and-security,oof-grant,unspecified,419846
2006,ibrd,PK,infrastructure,oof-grant,unspecified,18690376
2006,ibrd,PK,water-and-sanitation,oof-grant,unspecified,2938920
2006,ibrd,PA,agriculture-and-food-security,oof-grant,unspecified,814759
2006,ibrd,PA,education,oof-grant,unspecified,10191961
2006,ibrd,PA,governance-and-security,oof-grant,unspecified,4854371
2006,ibrd,PA,health,oof-grant,unspecified,-108689
2006,ibrd,PA,industry-and-trade,oof-grant,unspecified,620204
2006,ibrd,PA,infrastructure,oof-grant,unspecified,-54344
2006,ibrd,PA,other-social-services,oof-grant,unspecified,464008
2006,ibrd,PA,water-and-sanitation,oof-grant,unspecified,-108689
2006,ibrd,PG,governance-and-security,oof-grant,unspecified,73092
2006,ibrd,PG,industry-and-trade,oof-grant,unspecified,3136090
2006,ibrd,PG,infrastructure,oof-grant,unspecified,15887288
2006,ibrd,PG,other-social-services,oof-grant,unspecified,1049536
2006,ibrd,PG,water-and-sanitation,oof-grant,unspecified,1296486
2006,ibrd,PY,banking-and-business,oof-grant,unspecified,16174796
2006,ibrd,PY,education,oof-grant,unspecified,4878586
2006,ibrd,PY,governance-and-security,oof-grant,unspecified,3573903
2006,ibrd,PY,other,oof-grant,unspecified,2861886
2006,ibrd,PY,water-and-sanitation,oof-grant,unspecified,9418792
2006,ibrd,PE,agriculture-and-food-security,oof-grant,unspecified,6105613
2006,ibrd,PE,banking-and-business,oof-grant,unspecified,223132
2006,ibrd,PE,education,oof-grant,unspecified,9043240
2006,ibrd,PE,environment,oof-grant,unspecified,2897
2006,ibrd,PE,governance-and-security,oof-grant,unspecified,3513615
2006,ibrd,PE,health,oof-grant,unspecified,1024511
2006,ibrd,PE,industry-and-trade,oof-grant,unspecified,2894531
2006,ibrd,PE,infrastructure,oof-grant,unspecified,13894641
2006,ibrd,PE,other-social-services,oof-grant,unspecified,78735
2006,ibrd,PE,water-and-sanitation,oof-grant,unspecified,5235431
2006,ibrd,PH,agriculture-and-food-security,oof-grant,unspecified,12768942
2006,ibrd,PH,banking-and-business,oof-grant,unspecified,16465271
2006,ibrd,PH,education,oof-grant,unspecified,20644852
2006,ibrd,PH,environment,oof-grant,unspecified,27788
2006,ibrd,PH,governance-and-security,oof-grant,unspecified,13116459
2006,ibrd,PH,health,oof-grant,unspecified,6306466
2006,ibrd,PH,humanitarian,oof-grant,unspecified,1102526
2006,ibrd,PH,infrastructure,oof-grant,unspecified,41070670
2006,ibrd,PH,other,oof-grant,unspecified,24868088
2006,ibrd,PH,other-social-services,oof-grant,unspecified,4378710
2006,ibrd,PH,water-and-sanitation,oof-grant,unspecified,12098134
2006,ibrd,KN,education,oof-grant,unspecified,234701
2006,ibrd,KN,governance-and-security,oof-grant,unspecified,10037
2006,ibrd,KN,health,oof-grant,unspecified,76240
2006,ibrd,KN,infrastructure,oof-grant,unspecified,1353199
2006,ibrd,LC,education,oof-grant,unspecified,55145
2006,ibrd,LC,humanitarian,oof-grant,unspecified,168386
2006,ibrd,LC,infrastructure,oof-grant,unspecified,177538
2006,ibrd,LC,water-and-sanitation,oof-grant,unspecified,454361
2006,ibrd,VC,agriculture-and-food-security,oof-grant,unspecified,711512
2006,ibrd,VC,industry-and-trade,oof-grant,unspecified,711512
2006,ibrd,VC,infrastructure,oof-grant,unspecified,1423024
2006,ibrd,TH,infrastructure,oof-grant,unspecified,36156645
2006,ibrd,TT,health,oof-grant,unspecified,5436635
2006,ibrd,TT,infrastructure,oof-grant,unspecified,1389854
2006,ibrd,TN,agriculture-and-food-security,oof-grant,unspecified,30028785
2006,ibrd,TN,education,oof-grant,unspecified,50880250
2006,ibrd,TN,governance-and-security,oof-grant,unspecified,6575382
2006,ibrd,TN,industry-and-trade,oof-grant,unspecified,8662608
2006,ibrd,TN,infrastructure,oof-grant,unspecified,12595404
2006,ibrd,TN,other-social-services,oof-grant,unspecified,3606290
2006,ibrd,TN,water-and-sanitation,oof-grant,unspecified,16672523
2006,ibrd,TR,agriculture-and-food-security,oof-grant,unspecified,46241032
2006,ibrd,TR,banking-and-business,oof-grant,unspecified,398960438
2006,ibrd,TR,education,oof-grant,unspecified,221908956
2006,ibrd,TR,governance-and-security,oof-grant,unspecified,657245867
2006,ibrd,TR,health,oof-grant,unspecified,103232865
2006,ibrd,TR,industry-and-trade,oof-grant,unspecified,67772213
2006,ibrd,TR,infrastructure,oof-grant,unspecified,108137635
2006,ibrd,TR,other,oof-grant,unspecified,126094
2006,ibrd,TR,other-social-services,oof-grant,unspecified,474064223
2006,ibrd,TR,water-and-sanitation,oof-grant,unspecified,2276202
2006,ibrd,UA,agriculture-and-food-security,oof-grant,unspecified,4622935
2006,ibrd,UA,education,oof-grant,unspecified,2206353
2006,ibrd,UA,governance-and-security,oof-grant,unspecified,7433478
2006,ibrd,UA,health,oof-grant,unspecified,6401897
2006,ibrd,UA,industry-and-trade,oof-grant,unspecified,7730
2006,ibrd,UA,infrastructure,oof-grant,unspecified,63880015
2006,ibrd,UA,other-social-services,oof-grant,unspecified,5333865
2006,ibrd,UA,water-and-sanitation,oof-grant,unspecified,8610733
2006,ibrd,UY,agriculture-and-food-security,oof-grant,unspecified,1798080
2006,ibrd,UY,education,oof-grant,unspecified,6355953
2006,ibrd,UY,governance-and-security,oof-grant,unspecified,236752
2006,ibrd,UY,infrastructure,oof-grant,unspecified,31628186
2006,ibrd,UY,water-and-sanitation,oof-grant,unspecified,8766827
2006,ibrd,UZ,agriculture-and-food-security,oof-grant,unspecified,14059778
2006,ibrd,UZ,health,oof-grant,unspecified,334465
2006,ibrd,UZ,industry-and-trade,oof-grant,unspecified,4229553
2006,ibrd,UZ,infrastructure,oof-grant,unspecified,1747644
2006,ibrd,UZ,water-and-sanitation,oof-grant,unspecified,17066173
2006,ibrd,VE,banking-and-business,oof-grant,unspecified,76857
2006,ibrd,VE,governance-and-security,oof-grant,unspecified,3059226
2006,ibrd,VE,health,oof-grant,unspecified,1695243
2006,ibrd,VE,other-social-services,oof-grant,unspecified,1998290
2006,ibrd,VE,water-and-sanitation,oof-grant,unspecified,3996580
2006,idb,bilateral-unspecified,other,oof-grant,unspecified,7042280000
2006,ifad,bilateral-unspecified,other,oof-grant,unspecified,45330000
2006,ifc,bilateral-unspecified,other,oof-grant,unspecified,4364090000
2006,IT,bilateral-unspecified,other,oof-export-credit,unspecified,53720000
2006,IT,bilateral-unspecified,other,oof-grant,unspecified,127470000
