country,sector,year,out-oda-gross-sector
1,M,2009,175351284
2,A,2009,114193406
2,B,2009,109403777
2,C,2009,206169978
2,D,2009,10728850
2,E,2009,24368975
2,F,2009,449901724
2,G,2009,1036627351
2,H,2009,292400008
2,I,2009,17146273
2,J,2009,714851
2,K,2009,112068554
2,L,2009,425379930
2,M,2009,355477506
10,B,2009,496563464
10,K,2009,59368175
11,C,2009,-268917
11,D,2009,2220160
11,F,2009,798035
11,G,2009,1677
11,H,2009,25603978
11,J,2009,415002475
11,N,2009,408508
12,B,2009,2450636494
15,A,2009,1886226763
15,B,2009,1233053856
15,C,2009,782835941
15,D,2009,1500718481
15,E,2009,910865273
15,F,2009,2487651065
15,G,2009,911869204
15,H,2009,1469254709
15,I,2009,514384940
15,J,2009,67213163
15,M,2009,1490564889
17,A,2009,22282969
17,B,2009,23296621
17,C,2009,32237779
17,D,2009,124613189
17,E,2009,111943398
17,F,2009,173056505
17,G,2009,23535973
17,H,2009,32817332
17,I,2009,27220447
17,J,2009,12671906
17,K,2009,49389641
17,M,2009,440346950
17,N,2009,1194649
21,L,2009,2608250813
21,M,2009,123211153
24,K,2009,73290200
24,M,2009,6622797
25,A,2009,35346779
25,B,2009,18768642
25,C,2009,6241116
25,F,2009,139292399
25,H,2009,55146580
25,K,2009,86671666
27,B,2009,184236665
27,E,2009,70613865
28,A,2009,5729355
28,B,2009,30813201
28,C,2009,6618260
28,D,2009,335587698
28,E,2009,21788553
28,F,2009,11455218
28,G,2009,16088048
28,H,2009,7476050
28,I,2009,9651211
28,J,2009,32088058
28,K,2009,125905869
28,N,2009,58022700
29,B,2009,187401
29,C,2009,1457371
29,D,2009,42996
29,E,2009,346069
29,F,2009,5132836
29,G,2009,124584
29,H,2009,60824
29,I,2009,97738
29,J,2009,5911387
31,B,2009,363344299
33,A,2009,68835656
33,B,2009,192099674
33,C,2009,48469489
33,D,2009,43158867
33,E,2009,56427079
33,G,2009,222627
33,H,2009,3450
33,J,2009,91309
33,K,2009,695232310
33,N,2009,34588660
37,A,2009,38568678
37,B,2009,42258500
37,D,2009,2540232
37,E,2009,8031033
37,F,2009,9898
37,H,2009,75950703
37,K,2009,11769000
37,N,2009,125308185
38,B,2009,438874495
38,N,2009,19186544
AE,A,2009,23370163
AE,B,2009,107730320
AE,C,2009,56394611
AE,D,2009,193452731
AE,E,2009,106612411
AE,F,2009,212976282
AE,H,2009,202124388
AE,I,2009,8389
AE,K,2009,31905490
AE,L,2009,5702802
AE,N,2009,148475259
AT,A,2009,126450997
AT,B,2009,11532382
AT,C,2009,17591910
AT,D,2009,47323876
AT,E,2009,9889909
AT,F,2009,12940396
AT,G,2009,26213638
AT,H,2009,15510172
AT,I,2009,11751278
AT,J,2009,3422980
AT,K,2009,129478086
AT,L,2009,2171473
AT,M,2009,57279690
AT,N,2009,35463332
AU,A,2009,398101823
AU,B,2009,326653378
AU,C,2009,64595304
AU,D,2009,754162221
AU,E,2009,83556112
AU,F,2009,202947557
AU,G,2009,12231650
AU,H,2009,178898411
AU,I,2009,26014612
AU,J,2009,79598987
AU,K,2009,727727171
AU,L,2009,38514896
AU,M,2009,4284333
AU,N,2009,445294489
BE,A,2009,239740877
BE,B,2009,153364455
BE,C,2009,42532182
BE,D,2009,125596721
BE,E,2009,45018255
BE,F,2009,97632574
BE,G,2009,170836645
BE,H,2009,116635563
BE,I,2009,58967531
BE,J,2009,8554897
BE,K,2009,347324833
BE,L,2009,275886
BE,M,2009,106495970
BE,N,2009,116676490
CA,A,2009,439425081
CA,B,2009,541267299
CA,C,2009,72219616
CA,D,2009,708964174
CA,E,2009,44173900
CA,F,2009,53578279
CA,G,2009,104004115
CA,H,2009,221453704
CA,I,2009,78295902
CA,J,2009,94687829
CA,K,2009,995337046
CA,L,2009,76873424
CA,M,2009,59344963
CA,N,2009,424624358
CH,A,2009,68786685
CH,B,2009,76733501
CH,C,2009,53184473
CH,D,2009,247839640
CH,E,2009,20668216
CH,F,2009,26133260
CH,G,2009,91718250
CH,H,2009,76609386
CH,I,2009,51394940
CH,J,2009,42986577
CH,K,2009,799484762
CH,L,2009,38391018
CH,M,2009,189820704
CH,N,2009,268411466
DE,A,2009,1640114002
DE,B,2009,406777153
DE,C,2009,546296718
DE,D,2009,1197105174
DE,E,2009,150956273
DE,F,2009,867563006
DE,G,2009,886248620
DE,H,2009,341377373
DE,I,2009,150016458
DE,J,2009,237146758
DE,K,2009,955315741
DE,L,2009,130375715
DE,M,2009,145114154
DE,N,2009,353758666
DK,A,2009,70960241
DK,B,2009,129857831
DK,C,2009,93606811
DK,D,2009,237744465
DK,E,2009,37193870
DK,F,2009,133616245
DK,G,2009,38183648
DK,H,2009,104487700
DK,I,2009,43275927
DK,J,2009,93531501
DK,K,2009,482166413
DK,L,2009,65557265
DK,N,2009,122338406
ES,A,2009,346141891
ES,B,2009,310432465
ES,C,2009,484202818
ES,D,2009,447934053
ES,E,2009,238531043
ES,F,2009,597576716
ES,G,2009,112288576
ES,H,2009,428702664
ES,I,2009,38477143
ES,J,2009,131068240
ES,K,2009,598739541
ES,L,2009,36769545
ES,M,2009,187135455
ES,N,2009,420412530
EU,A,2009,841328035
EU,B,2009,546408775
EU,C,2009,503865268
EU,D,2009,2143517381
EU,E,2009,709937164
EU,F,2009,1269988652
EU,G,2009,252654039
EU,H,2009,1219072761
EU,I,2009,548543042
EU,J,2009,252053412
EU,K,2009,1532353963
EU,L,2009,1129081133
EU,M,2009,153359959
EU,N,2009,1450550546
FI,A,2009,41101447
FI,B,2009,35295621
FI,C,2009,31835945
FI,D,2009,138845512
FI,E,2009,24025079
FI,F,2009,19847305
FI,G,2009,28263356
FI,H,2009,45517248
FI,I,2009,19093773
FI,J,2009,25170995
FI,K,2009,221747644
FI,L,2009,37910251
FI,N,2009,101514805
FR,A,2009,1735025797
FR,B,2009,330066571
FR,C,2009,258475418
FR,D,2009,152063138
FR,E,2009,327782870
FR,F,2009,494322957
FR,G,2009,180654366
FR,H,2009,428538131
FR,I,2009,80497803
FR,J,2009,503395647
FR,K,2009,1471713811
FR,L,2009,249417928
FR,M,2009,1827579417
FR,N,2009,39049950
GB,A,2009,889380425
GB,B,2009,1184375344
GB,C,2009,124373606
GB,D,2009,1294042707
GB,E,2009,346760809
GB,F,2009,322385620
GB,G,2009,797060439
GB,H,2009,171600355
GB,I,2009,119910600
GB,J,2009,611918417
GB,K,2009,1069416669
GB,L,2009,588170630
GB,M,2009,46338695
GB,N,2009,823342850
GR,A,2009,89921396
GR,B,2009,20070460
GR,C,2009,2792453
GR,D,2009,44407149
GR,E,2009,17322633
GR,F,2009,9430421
GR,G,2009,2885240
GR,H,2009,3594569
GR,I,2009,1073166
GR,J,2009,3921128
GR,K,2009,65565271
GR,L,2009,2606006
GR,N,2009,14257449
IE,A,2009,81237943
IE,B,2009,113973703
IE,C,2009,15700855
IE,D,2009,110629510
IE,E,2009,53192190
IE,F,2009,851473
IE,G,2009,4300177
IE,H,2009,53559213
IE,I,2009,2152785
IE,J,2009,1271029
IE,K,2009,84462291
IE,L,2009,30206598
IE,N,2009,90540694
IT,A,2009,111904646
IT,B,2009,97703599
IT,C,2009,23742989
IT,D,2009,59792214
IT,E,2009,44174049
IT,F,2009,62032591
IT,G,2009,5150133
IT,H,2009,80051806
IT,I,2009,17485460
IT,J,2009,17377231
IT,K,2009,196855570
IT,L,2009,9712221
IT,M,2009,169905091
IT,N,2009,108662153
JP,A,2009,970258602
JP,B,2009,399011599
JP,C,2009,1617301848
JP,D,2009,181220809
JP,E,2009,148748624
JP,F,2009,4269584241
JP,G,2009,59497293
JP,H,2009,1509452521
JP,I,2009,361804822
JP,J,2009,800298971
JP,K,2009,2615704474
JP,L,2009,1057598804
JP,M,2009,119955647
JP,N,2009,350374462
KR,A,2009,90788956
KR,B,2009,119948023
KR,C,2009,53918534
KR,D,2009,74115649
KR,E,2009,10636780
KR,F,2009,206877745
KR,G,2009,1579560
KR,H,2009,48950642
KR,I,2009,25629294
KR,J,2009,10963894
KR,K,2009,75528524
KR,N,2009,20455994
LU,A,2009,34257586
LU,B,2009,49742124
LU,C,2009,24263639
LU,D,2009,14485227
LU,E,2009,10669663
LU,F,2009,871597
LU,G,2009,14478243
LU,H,2009,17769611
LU,I,2009,2825492
LU,J,2009,3459025
LU,K,2009,67357562
LU,L,2009,29557
LU,N,2009,41399319
NL,A,2009,519358766
NL,B,2009,341379919
NL,C,2009,211589978
NL,D,2009,517366418
NL,E,2009,88266533
NL,F,2009,158870590
NL,G,2009,252222106
NL,H,2009,141825816
NL,I,2009,60296869
NL,J,2009,131933789
NL,K,2009,1731553295
NL,L,2009,199439557
NL,M,2009,41814811
NL,N,2009,331670319
NO,A,2009,340430606
NO,B,2009,327818222
NO,C,2009,51095367
NO,D,2009,782881083
NO,E,2009,111010567
NO,F,2009,119118675
NO,G,2009,107331892
NO,H,2009,275137715
NO,I,2009,71422717
NO,J,2009,223360880
NO,K,2009,989818482
NO,L,2009,220164764
NO,M,2009,20196769
NO,N,2009,341174632
NZ,A,2009,64023724
NZ,B,2009,24181088
NZ,C,2009,3535598
NZ,D,2009,44459976
NZ,E,2009,3204544
NZ,F,2009,22763576
NZ,G,2009,4393643
NZ,H,2009,12652118
NZ,I,2009,6309149
NZ,J,2009,1787428
NZ,K,2009,85931022
NZ,L,2009,14809424
NZ,N,2009,19571731
PT,A,2009,69954629
PT,B,2009,8648004
PT,C,2009,393719
PT,D,2009,64719789
PT,E,2009,21092343
PT,F,2009,24152839
PT,G,2009,895558
PT,H,2009,4303933
PT,I,2009,372273
PT,J,2009,1554383
PT,K,2009,87450365
PT,L,2009,3296272
PT,M,2009,1997127
PT,N,2009,1030956
SE,A,2009,112735156
SE,B,2009,247069329
SE,C,2009,91765309
SE,D,2009,778401184
SE,E,2009,102249347
SE,F,2009,101429135
SE,G,2009,167743264
SE,H,2009,95030043
SE,I,2009,106574822
SE,J,2009,140071202
SE,K,2009,950739006
SE,L,2009,163801105
SE,M,2009,23746131
SE,N,2009,440228376
US,A,2009,830976047
US,B,2009,6384082499
US,C,2009,295976514
US,D,2009,5127912578
US,E,2009,1719939785
US,F,2009,1777810134
US,G,2009,568624789
US,H,2009,1738276134
US,I,2009,280593851
US,J,2009,300342724
US,K,2009,2955159455
US,L,2009,449101171
US,M,2009,268893950
US,N,2009,4594731159
1,M,2010,163974442
2,A,2010,124826792
2,B,2010,79879853
2,C,2010,183380679
2,D,2010,15186865
2,E,2010,35927355
2,F,2010,567249395
2,G,2010,51083293
2,H,2010,372592140
2,J,2010,7386357
2,K,2010,96709348
2,L,2010,318658696
2,M,2010,582601065
3,A,2010,8038872
3,B,2010,1361648
3,C,2010,88586783
3,D,2010,116603
3,E,2010,24136944
3,F,2010,847534122
3,H,2010,76455602
3,I,2010,8883622
3,J,2010,38012
3,K,2010,5583610
3,N,2010,7368760
6,A,2010,218342869
6,B,2010,232891523
6,C,2010,161070353
6,D,2010,232609662
6,E,2010,20188486
6,F,2010,579294253
6,G,2010,51548928
6,H,2010,111262048
6,I,2010,38685727
6,J,2010,68342103
6,K,2010,206915189
6,M,2010,765435
6,N,2010,82225446
10,B,2010,738337942
10,K,2010,74937758
11,C,2010,30461
11,D,2010,1415193
11,F,2010,4200849
11,G,2010,46766
11,H,2010,689332
11,J,2010,439026977
11,N,2010,1450539
12,B,2010,3147629114
15,A,2010,1326621877
15,B,2010,969506877
15,C,2010,745102994
15,D,2010,1837985317
15,E,2010,757557933
15,F,2010,2143942100
15,G,2010,648171806
15,H,2010,1012680601
15,I,2010,263830218
15,J,2010,65074607
15,K,2010,608673885
15,L,2010,14707567
15,M,2010,2079236175
15,N,2010,118073289
17,A,2010,35991083
17,B,2010,20618318
17,C,2010,43927193
17,D,2010,160980736
17,E,2010,86387631
17,F,2010,209201094
17,G,2010,63465675
17,H,2010,29251866
17,I,2010,55770409
17,J,2010,12089355
17,K,2010,23417156
17,M,2010,502974987
17,N,2010,6823813
21,L,2010,1397529665
21,M,2010,1689963170
24,F,2010,3040088
24,J,2010,8253633
24,K,2010,51354878
24,M,2010,4857057
25,A,2010,23648006
25,B,2010,24957477
25,C,2010,25204499
25,E,2010,1531966
25,F,2010,159949379
25,G,2010,1038582
25,H,2010,42927419
25,I,2010,1337160
25,J,2010,155787
25,K,2010,41607650
25,L,2010,207716
25,M,2010,14020860
25,N,2010,3115746
27,B,2010,170322159
27,E,2010,84888504
28,A,2010,5895094
28,B,2010,22660223
28,C,2010,3310344
28,D,2010,316920781
28,E,2010,17151851
28,F,2010,9309931
28,G,2010,11428339
28,H,2010,7382390
28,I,2010,5673474
28,J,2010,39284911
28,K,2010,134776792
28,N,2010,62897362
29,B,2010,109881
29,C,2010,2120680
29,D,2010,6335
29,E,2010,567896
29,F,2010,3279531
29,G,2010,321752
29,H,2010,124214
29,I,2010,474008
29,J,2010,5710955
31,B,2010,846300921
33,A,2010,70770706
33,B,2010,190890281
33,C,2010,50639690
33,D,2010,46693078
33,E,2010,54674551
33,G,2010,132346
33,H,2010,40494
33,J,2010,245551
33,K,2010,647192194
33,N,2010,29329707
34,A,2010,5720215
34,B,2010,524633
34,D,2010,39889760
34,E,2010,1506483
34,F,2010,437208
34,H,2010,41927
34,I,2010,625853
34,K,2010,582142
34,N,2010,3690582
35,A,2010,342989075
35,B,2010,102266112
35,K,2010,96906762
35,N,2010,23840206
37,A,2010,53187162
37,B,2010,35967498
37,D,2010,2706471
37,E,2010,5471750
37,F,2010,44508
37,H,2010,14464439
37,K,2010,8908904
37,N,2010,132383428
38,B,2010,371283084
38,N,2010,9095207
AE,A,2010,18503774
AE,B,2010,42837907
AE,C,2010,35028996
AE,D,2010,15544005
AE,E,2010,32171329
AE,F,2010,67674609
AE,H,2010,20889193
AE,I,2010,44780839
AE,J,2010,2602037
AE,K,2010,95813171
AE,L,2010,91267507
AE,N,2010,92160049
AT,A,2010,130733414
AT,B,2010,9960528
AT,C,2010,19503197
AT,D,2010,48778227
AT,E,2010,9708173
AT,F,2010,13219450
AT,G,2010,34646034
AT,H,2010,9965044
AT,I,2010,12935915
AT,J,2010,8671395
AT,K,2010,138860471
AT,L,2010,4270858
AT,M,2010,156306373
AT,N,2010,24124527
AU,A,2010,305533655
AU,B,2010,388424715
AU,C,2010,205086703
AU,D,2010,855142237
AU,E,2010,120907971
AU,F,2010,215984898
AU,G,2010,21991203
AU,H,2010,282119808
AU,I,2010,21718689
AU,J,2010,64203461
AU,K,2010,824308613
AU,L,2010,99311657
AU,M,2010,8828024
AU,N,2010,379339261
BE,A,2010,220752898
BE,B,2010,163917914
BE,C,2010,83433380
BE,D,2010,141001465
BE,E,2010,43694238
BE,F,2010,77250842
BE,G,2010,153492494
BE,H,2010,132266776
BE,I,2010,22958245
BE,J,2010,22072325
BE,K,2010,372053596
BE,L,2010,12214709
BE,M,2010,561387204
BE,N,2010,140187047
CA,A,2010,509677878
CA,B,2010,485841983
CA,C,2010,51472985
CA,D,2010,588593735
CA,E,2010,30482303
CA,F,2010,65363797
CA,G,2010,90121576
CA,H,2010,631118187
CA,I,2010,71259178
CA,J,2010,34647692
CA,K,2010,1060228662
CA,L,2010,63762938
CA,M,2010,61985275
CA,N,2010,551327360
CH,A,2010,53532298
CH,B,2010,64215592
CH,C,2010,53673270
CH,D,2010,251932536
CH,E,2010,9507391
CH,F,2010,33962305
CH,G,2010,77327141
CH,H,2010,80200089
CH,I,2010,43685432
CH,J,2010,52142821
CH,K,2010,858177942
CH,L,2010,32581841
CH,M,2010,35520281
CH,N,2010,284900953
DE,A,2010,1675716546
DE,B,2010,473760768
DE,C,2010,593324244
DE,D,2010,1410922284
DE,E,2010,137545683
DE,F,2010,1583279823
DE,G,2010,961217898
DE,H,2010,381771126
DE,I,2010,131205425
DE,J,2010,303031620
DE,K,2010,1119933936
DE,L,2010,97086523
DE,M,2010,215633225
DE,N,2010,322203300
DK,A,2010,147063267
DK,B,2010,169626371
DK,C,2010,134341332
DK,D,2010,418974853
DK,E,2010,38244276
DK,F,2010,116010559
DK,G,2010,42831988
DK,H,2010,141827434
DK,I,2010,52822975
DK,J,2010,131999171
DK,K,2010,508894852
DK,L,2010,71648114
DK,M,2010,47262096
DK,N,2010,163577065
ES,A,2010,352813275
ES,B,2010,242397382
ES,C,2010,322325931
ES,D,2010,454392615
ES,E,2010,194280894
ES,F,2010,390388284
ES,G,2010,219615528
ES,H,2010,567394292
ES,I,2010,48084282
ES,J,2010,140318871
ES,K,2010,589815908
ES,L,2010,26704705
ES,M,2010,420015741
ES,N,2010,281066750
EU,A,2010,925695885
EU,B,2010,495221687
EU,C,2010,503080271
EU,D,2010,1926132171
EU,E,2010,578155167
EU,F,2010,1355632337
EU,G,2010,155977097
EU,H,2010,1005332636
EU,I,2010,588394169
EU,J,2010,232016993
EU,K,2010,1632955614
EU,L,2010,1546488055
EU,M,2010,22403643
EU,N,2010,1538942136
FI,A,2010,50908473
FI,B,2010,37936926
FI,C,2010,40108252
FI,D,2010,137024341
FI,E,2010,24969535
FI,F,2010,42868213
FI,G,2010,23026738
FI,H,2010,67643670
FI,I,2010,21384170
FI,J,2010,33733657
FI,K,2010,219467903
FI,L,2010,37769321
FI,N,2010,124310719
FR,A,2010,1735134011
FR,B,2010,423079988
FR,C,2010,275989922
FR,D,2010,146083558
FR,E,2010,173404148
FR,F,2010,577092977
FR,G,2010,88046941
FR,H,2010,348644630
FR,I,2010,46343239
FR,J,2010,893203177
FR,K,2010,2186266859
FR,L,2010,429432339
FR,M,2010,1705273707
FR,N,2010,101595968
GB,A,2010,801661273
GB,B,2010,1295328432
GB,C,2010,167496395
GB,D,2010,1210739284
GB,E,2010,430128743
GB,F,2010,453611891
GB,G,2010,269645219
GB,H,2010,339541777
GB,I,2010,407931297
GB,J,2010,952412822
GB,K,2010,1101520730
GB,L,2010,693345646
GB,M,2010,195280068
GB,N,2010,608631217
GR,A,2010,83800593
GR,B,2010,6029823
GR,C,2010,115438
GR,D,2010,334295
GR,E,2010,14456588
GR,F,2010,17672912
GR,G,2010,11608
GR,H,2010,1152468
GR,J,2010,5898112
GR,K,2010,71177176
GR,N,2010,5393795
IE,A,2010,63338828
IE,B,2010,97104453
IE,C,2010,9750062
IE,D,2010,102620951
IE,E,2010,33329648
IE,F,2010,1415201
IE,G,2010,5926164
IE,H,2010,66672152
IE,I,2010,2437557
IE,J,2010,2008412
IE,K,2010,86342019
IE,L,2010,28706459
IE,M,2010,130253
IE,N,2010,77521604
IT,A,2010,69208831
IT,B,2010,84318806
IT,C,2010,25167213
IT,D,2010,49439549
IT,E,2010,48982095
IT,F,2010,84567798
IT,G,2010,10317781
IT,H,2010,37462517
IT,I,2010,57939211
IT,J,2010,14927046
IT,K,2010,132881606
IT,L,2010,11008977
IT,M,2010,275105933
IT,N,2010,72037278
JP,A,2010,1070417840
JP,B,2010,418390482
JP,C,2010,1763421392
JP,D,2010,608389422
JP,E,2010,193878627
JP,F,2010,5554801132
JP,G,2010,117756431
JP,H,2010,1502569184
JP,I,2010,445678024
JP,J,2010,1055631084
JP,K,2010,2016629878
JP,L,2010,496933675
JP,M,2010,203277694
JP,N,2010,750188737
KR,A,2010,157917203
KR,B,2010,148306629
KR,C,2010,59927121
KR,D,2010,51869589
KR,E,2010,11507077
KR,F,2010,278601671
KR,G,2010,4685341
KR,H,2010,53273275
KR,I,2010,15801233
KR,J,2010,15166577
KR,K,2010,163345153
KR,M,2010,2485016
KR,N,2010,18813038
KW,A,2010,21349264
KW,B,2010,35050517
KW,C,2010,45512365
KW,D,2010,799990
KW,E,2010,1085496
KW,F,2010,429233798
KW,G,2010,26285618
KW,H,2010,20050716
KW,J,2010,25658066
KW,K,2010,38627891
KW,N,2010,5205617
LU,A,2010,41055205
LU,B,2010,61279747
LU,C,2010,21972103
LU,D,2010,16414910
LU,E,2010,10796841
LU,F,2010,2462030
LU,G,2010,18307039
LU,H,2010,16640508
LU,I,2010,4601213
LU,J,2010,3270119
LU,K,2010,85069273
LU,N,2010,42575850
NL,A,2010,538456996
NL,B,2010,307074472
NL,C,2010,193728597
NL,D,2010,549655459
NL,E,2010,106014689
NL,F,2010,105080246
NL,G,2010,165479707
NL,H,2010,109854322
NL,I,2010,69062127
NL,J,2010,121586289
NL,K,2010,1850133622
NL,L,2010,139551764
NL,M,2010,496487364
NL,N,2010,171122739
NO,A,2010,301463893
NO,B,2010,225120091
NO,C,2010,57882566
NO,D,2010,732155913
NO,E,2010,91582387
NO,F,2010,192799763
NO,G,2010,86437255
NO,H,2010,580007730
NO,I,2010,86165716
NO,J,2010,194055738
NO,K,2010,935861179
NO,L,2010,203227079
NO,M,2010,18770428
NO,N,2010,347303544
NZ,A,2010,65328665
NZ,B,2010,30148547
NZ,C,2010,1752479
NZ,D,2010,52198504
NZ,E,2010,6980694
NZ,F,2010,15412961
NZ,G,2010,4987419
NZ,H,2010,8415893
NZ,I,2010,8678502
NZ,J,2010,1596007
NZ,K,2010,68238228
NZ,L,2010,18693692
NZ,N,2010,27308638
PT,A,2010,70592095
PT,B,2010,12010223
PT,C,2010,964082
PT,D,2010,58207757
PT,E,2010,20137011
PT,F,2010,81486080
PT,G,2010,912546
PT,H,2010,1805482
PT,I,2010,448478
PT,J,2010,1144437
PT,K,2010,163136934
PT,L,2010,4496371
PT,M,2010,3331808
PT,N,2010,170341
SE,A,2010,130550471
SE,B,2010,212720181
SE,C,2010,49263853
SE,D,2010,751048195
SE,E,2010,70005879
SE,F,2010,96306793
SE,G,2010,63131286
SE,H,2010,96063400
SE,I,2010,93272773
SE,J,2010,126221747
SE,K,2010,951438589
SE,L,2010,130292002
SE,N,2010,414132177
US,A,2010,922425709
US,B,2010,6613985599
US,C,2010,411576907
US,D,2010,4307846728
US,E,2010,1387401798
US,F,2010,1943911203
US,G,2010,595430096
US,H,2010,2183432353
US,I,2010,268975811
US,J,2010,718386799
US,K,2010,3821843809
US,L,2010,166757
US,M,2010,192513971
US,N,2010,5042574604
1,A,2011,1919661
1,B,2011,1676500
1,C,2011,1807270
1,D,2011,691031
1,E,2011,352322
1,F,2011,495841
1,G,2011,1418175
1,H,2011,1972187
1,I,2011,84608
1,J,2011,46639
1,K,2011,345421
1,M,2011,111738956
2,A,2011,92120128
2,B,2011,87603796
2,C,2011,175918780
2,D,2011,76986026
2,E,2011,42181223
2,F,2011,786544830
2,G,2011,30895107
2,H,2011,312261441
2,I,2011,1376316
2,J,2011,14205464
2,K,2011,46348277
2,L,2011,416813400
2,M,2011,391061
2,N,2011,92497051
4,A,2011,11237672
4,B,2011,2207740
4,C,2011,94363971
4,D,2011,63044
4,E,2011,12677722
4,F,2011,511849008
4,H,2011,154958500
4,I,2011,14664080
4,J,2011,73593
4,K,2011,3040676
4,N,2011,6497367
6,A,2011,253890282
6,B,2011,83964175
6,C,2011,186385780
6,D,2011,146610657
6,E,2011,47507175
6,F,2011,512697802
6,G,2011,83350746
6,H,2011,123095467
6,I,2011,85029642
6,J,2011,23739584
6,K,2011,255318312
6,M,2011,1014827
6,N,2011,90947898
7,A,2011,3426790
7,B,2011,5742616
7,C,2011,17138559
7,D,2011,777382
7,F,2011,31296186
7,G,2011,976122
7,H,2011,15376197
7,I,2011,812919
7,J,2011,6445302
7,K,2011,11744063
9,J,2011,38236
10,B,2011,729804665
10,K,2011,70043342
12,B,2011,2583504463
14,J,2011,205612436
15,A,2011,1381541010
15,B,2011,1056695249
15,C,2011,600495339
15,D,2011,1606849820
15,E,2011,810416909
15,F,2011,2026231414
15,G,2011,502202336
15,H,2011,884126695
15,I,2011,442916857
15,J,2011,117004523
15,K,2011,789613282
15,L,2011,4538967
15,M,2011,773187775
15,N,2011,428207773
17,A,2011,52016255
17,B,2011,73805307
17,C,2011,53517659
17,D,2011,160492096
17,E,2011,146434156
17,F,2011,277678108
17,G,2011,86041489
17,H,2011,45942489
17,I,2011,64699190
17,J,2011,58084423
17,K,2011,642775353
17,N,2011,7565298
21,L,2011,1420172535
24,C,2011,4750316
24,F,2011,5572799
24,J,2011,16916555
24,K,2011,38690620
24,M,2011,2110391
24,N,2011,27144
25,A,2011,32326035
25,B,2011,30230503
25,C,2011,29150909
25,D,2011,4684266
25,E,2011,500373
25,F,2011,101197767
25,H,2011,46382302
25,I,2011,1444604
25,J,2011,292836
25,K,2011,36994586
25,N,2011,2915710
26,D,2011,71480616
26,E,2011,3205242
26,J,2011,5449182
26,K,2011,67053851
27,B,2011,176483711
27,E,2011,82628625
28,A,2011,3375404
28,B,2011,14516565
28,C,2011,2804685
28,D,2011,248697764
28,E,2011,12605828
28,F,2011,14250056
28,G,2011,10362280
28,H,2011,7760680
28,I,2011,4500992
28,J,2011,213849514
28,K,2011,114879627
28,N,2011,41268218
29,B,2011,5075
29,C,2011,2741244
29,D,2011,60129
29,E,2011,459753
29,F,2011,2535477
29,G,2011,389375
29,H,2011,236709
29,I,2011,789682
29,J,2011,4975783
31,B,2011,307795931
32,K,2011,95687985
32,N,2011,335123915
33,A,2011,79613555
33,B,2011,210147395
33,C,2011,22699813
33,D,2011,47150232
33,E,2011,91576529
33,F,2011,4560218
33,K,2011,581629931
33,N,2011,40612239
34,A,2011,129510
34,C,2011,26134
34,D,2011,51973239
34,E,2011,7566739
34,F,2011,81992
34,H,2011,252384
34,I,2011,94944
34,K,2011,525524
34,N,2011,11242
35,A,2011,348639863
35,B,2011,99296226
35,K,2011,106601429
35,N,2011,38875252
37,A,2011,39631544
37,B,2011,13883659
37,D,2011,4512488
37,E,2011,7774449
37,F,2011,60342
37,H,2011,12740398
37,K,2011,15556824
37,N,2011,242510575
38,B,2011,426679989
38,N,2011,14748952
AE,A,2011,31763491
AE,B,2011,49782594
AE,C,2011,21291637
AE,D,2011,4050603
AE,E,2011,28527894
AE,F,2011,106802327
AE,H,2011,13710952
AE,I,2011,37287373
AE,J,2011,1291967
AE,K,2011,102831999
AE,L,2011,195224430
AE,N,2011,151430224
AT,A,2011,125682148
AT,B,2011,14097672
AT,C,2011,18066898
AT,D,2011,38301573
AT,E,2011,8873051
AT,F,2011,21895273
AT,G,2011,18559580
AT,H,2011,14380349
AT,I,2011,7145925
AT,J,2011,7523133
AT,K,2011,132550306
AT,L,2011,4186880
AT,M,2011,40715587
AT,N,2011,13291283
AU,A,2011,434733859
AU,B,2011,471776049
AU,C,2011,229348947
AU,D,2011,881830720
AU,E,2011,95105847
AU,F,2011,250516042
AU,G,2011,34515058
AU,H,2011,316648117
AU,I,2011,39150583
AU,J,2011,100419906
AU,K,2011,856355321
AU,M,2011,12706253
AU,N,2011,417554433
BE,A,2011,205742855
BE,B,2011,160042745
BE,C,2011,55868229
BE,D,2011,163074856
BE,E,2011,33381130
BE,F,2011,91952170
BE,G,2011,171842935
BE,H,2011,125636562
BE,I,2011,33934181
BE,J,2011,8568144
BE,K,2011,373569238
BE,L,2011,3990571
BE,M,2011,291782642
BE,N,2011,156871551
CA,A,2011,329036474
CA,B,2011,672647598
CA,C,2011,48423607
CA,D,2011,551111584
CA,E,2011,39597763
CA,F,2011,333122180
CA,G,2011,83154485
CA,H,2011,367698334
CA,I,2011,105604902
CA,J,2011,54283458
CA,K,2011,1099345946
CA,L,2011,67568114
CA,M,2011,3765590
CA,N,2011,426121919
CH,A,2011,69412689
CH,B,2011,74835047
CH,C,2011,132250453
CH,D,2011,251185349
CH,E,2011,18220257
CH,F,2011,32441842
CH,G,2011,120924379
CH,H,2011,87394932
CH,I,2011,50024313
CH,J,2011,72230903
CH,K,2011,979368596
CH,L,2011,25946777
CH,M,2011,75720908
CH,N,2011,284856621
CZ,A,2011,7041410
CZ,B,2011,2917902
CZ,C,2011,7438900
CZ,D,2011,14656150
CZ,E,2011,3118944
CZ,F,2011,4608939
CZ,G,2011,581331
CZ,H,2011,5306199
