country-id,year,sector-id,value
AL,2008,L,3850
AL,2008,N,1783
AL,2009,A,72099
AL,2009,B,15858
AL,2009,C,381882
AL,2009,C,25965
AL,2009,D,76955
AL,2009,E,8376
AL,2009,F,88258
AL,2009,G,11537
AL,2009,H,18875
AL,2009,I,12632
AL,2009,J,11682
AL,2009,K,36998
AL,2009,L,1900
AL,2009,N,740
AL,2010,A,70702
AL,2010,B,15185
AL,2010,C,370314
AL,2010,C,32985
AL,2010,D,51046
AL,2010,E,15932
AL,2010,F,104341
AL,2010,G,10103
AL,2010,H,11086
AL,2010,I,27847
AL,2010,J,6983
AL,2010,K,22295
AL,2010,L,0
AL,2010,N,1804
AL,2011,A,70421
AL,2011,B,15633
AL,2011,C,360832
AL,2011,C,43493
AL,2011,D,62179
AL,2011,E,16767
AL,2011,F,97863
AL,2011,G,4426
AL,2011,H,13181
AL,2011,I,7405
AL,2011,J,10166
AL,2011,K,17245
AL,2011,L,0
AL,2011,M,0
AL,2011,N,2047
AL,2012,A,74338
AL,2012,B,11057
AL,2012,C,383006
AL,2012,C,40843
AL,2012,D,58000
AL,2012,E,16041
AL,2012,F,105853
AL,2012,G,6923
AL,2012,H,12839
AL,2012,I,19432
AL,2012,J,4621
AL,2012,K,28473
AL,2012,L,136
AL,2012,N,4446
AR,2006,A,25159
AR,2006,B,28902
AR,2006,C,128567
AR,2006,C,196
AR,2006,D,17776
AR,2006,E,9309
AR,2006,F,1776
AR,2006,G,342
AR,2006,H,4534
AR,2006,I,19872
AR,2006,J,8492
AR,2006,K,11650
AR,2006,M,166
AR,2006,N,386
AR,2007,A,23620
AR,2007,B,24886
AR,2007,C,130040
AR,2007,C,1159
AR,2007,D,7851
AR,2007,E,10845
AR,2007,F,4456
AR,2007,G,1726
AR,2007,H,18551
AR,2007,I,16548
AR,2007,J,7739
AR,2007,K,8381
AR,2007,M,3409
AR,2007,N,864
AR,2008,A,34299
AR,2008,B,45408
AR,2008,C,148731
AR,2008,C,610
AR,2008,D,9543
AR,2008,E,10775
AR,2008,F,6314
AR,2008,G,1445
AR,2008,H,13219
AR,2008,I,4243
AR,2008,J,8813
AR,2008,K,13248
AR,2008,L,7
AR,2008,N,801
AR,2009,A,34491
AR,2009,B,26056
AR,2009,C,143164
AR,2009,C,2929
AR,2009,D,10902
AR,2009,E,15194
AR,2009,F,7046
AR,2009,G,2280
AR,2009,H,9270
AR,2009,I,12927
AR,2009,J,8154
AR,2009,K,12676
AR,2009,M,0
AR,2009,N,1233
AR,2010,A,34293
AR,2010,B,22736
AR,2010,C,152581
AR,2010,C,1380
AR,2010,D,10774
AR,2010,E,9644
AR,2010,F,5754
AR,2010,G,2279
AR,2010,H,39626
AR,2010,I,8797
AR,2010,J,6797
AR,2010,K,9849
AR,2010,N,648
AR,2011,A,37767
AR,2011,B,11125
AR,2011,C,119805
AR,2011,C,1147
AR,2011,D,9909
AR,2011,E,9446
AR,2011,F,14047
AR,2011,G,3378
AR,2011,H,6995
AR,2011,I,9228
AR,2011,J,6366
AR,2011,K,5918
AR,2011,N,4474
AR,2012,A,36689
AR,2012,B,4143
AR,2012,C,193117
AR,2012,C,1012
AR,2012,D,14288
AR,2012,E,5985
AR,2012,F,1709
AR,2012,G,2020
AR,2012,H,3665
AR,2012,I,106337
AR,2012,J,9291
AR,2012,K,7368
AR,2012,N,604
AM,2006,A,22317
AM,2006,B,23588
AM,2006,C,240513
AM,2006,C,10207
AM,2006,D,31567
AM,2006,E,28992
AM,2006,F,16023
AM,2006,G,7554
AM,2006,H,40254
AM,2006,I,5156
AM,2006,J,11925
AM,2006,K,15801
AM,2006,L,15925
AM,2006,M,4140
AM,2006,N,7057
AM,2007,A,29026
AM,2007,B,28783
AM,2007,C,277292
AM,2007,C,14074
AM,2007,D,42646
AM,2007,E,34339
AM,2007,F,20921
AM,2007,G,13682
AM,2007,H,43235
AM,2007,I,7161
AM,2007,J,9003
AM,2007,K,14497
AM,2007,L,12767
AM,2007,M,1236
AM,2007,N,5915
AM,2008,A,25545
AM,2008,B,21499
AM,2008,C,322502
AM,2008,C,22606
AM,2008,D,49760
AM,2008,E,16410
AM,2008,F,86415
AM,2008,G,19797
AM,2008,H,41585
AM,2008,I,13294
AM,2008,J,6096
AM,2008,K,9420
AM,2008,L,7320
AM,2008,M,1531
AM,2008,N,1218
AM,2009,A,33037
AM,2009,B,38680
AM,2009,C,443097
AM,2009,C,22527
AM,2009,D,72469
AM,2009,E,15246
AM,2009,F,148592
AM,2009,G,26338
AM,2009,H,47142
AM,2009,I,16682
AM,2009,J,4814
AM,2009,K,11691
AM,2009,L,4177
AM,2009,N,1696
AM,2010,A,33501
AM,2010,B,24880
AM,2010,C,377133
AM,2010,C,32423
AM,2010,D,37350
AM,2010,E,5151
AM,2010,F,97381
AM,2010,G,5663
AM,2010,H,62309
AM,2010,I,2260
AM,2010,J,3980
AM,2010,K,10319
AM,2010,L,57061
AM,2010,N,4849
AM,2011,A,27571
AM,2011,B,20618
AM,2011,C,413466
AM,2011,C,38704
AM,2011,D,51477
AM,2011,E,9073
AM,2011,F,45259
AM,2011,G,14415
AM,2011,H,60520
AM,2011,I,4028
AM,2011,J,5491
AM,2011,K,11786
AM,2011,L,118835
AM,2011,N,5683
AM,2012,A,32473
AM,2012,B,20261
AM,2012,C,314144
AM,2012,C,17902
AM,2012,D,50619
AM,2012,E,14612
AM,2012,F,45720
AM,2012,G,30943
AM,2012,H,25933
AM,2012,I,9853
AM,2012,J,2665
AM,2012,K,8411
AM,2012,L,49014
AM,2012,N,5731
AG,2006,A,1134
AG,2006,B,83
AG,2006,D,522
AG,2006,E,3792
AG,2006,E,29
AG,2006,F,17
AG,2006,H,1930
AG,2006,K,74
AG,2006,M,0
AG,2007,A,2737
AG,2007,B,108
AG,2007,D,192
AG,2007,F,29
AG,2007,H,154
AG,2007,J,40
AG,2007,K,3321
AG,2007,K,58
AG,2007,M,0
AG,2008,A,2199
AG,2008,B,14
AG,2008,D,323
AG,2008,E,116
AG,2008,F,3199
AG,2008,G,14
AG,2008,H,434
AG,2008,J,0
AG,2008,K,97
AG,2008,M,0
AG,2009,A,465
AG,2009,B,83
AG,2009,D,861
AG,2009,E,4237
AG,2009,F,100
AG,2009,G,657
AG,2009,H,852
AG,2009,I,262
AG,2009,J,720
AG,2009,K,135
AG,2009,M,0
AG,2009,N,97
AG,2010,A,277
AG,2010,B,33
AG,2010,C,58
AG,2010,D,212
AG,2010,E,19
AG,2010,F,63
AG,2010,G,11
AG,2010,H,6542
AG,2010,I,1
AG,2010,J,743
AG,2010,K,19969
AG,2010,K,86
AG,2010,L,11920
AG,2010,M,0
AG,2011,A,109
AG,2011,C,23
AG,2011,D,16136
AG,2011,D,3339
AG,2011,E,5
AG,2011,F,1153
AG,2011,G,248
AG,2011,H,9470
AG,2011,I,23
AG,2011,J,1217
AG,2011,K,367
AG,2011,M,177
AG,2012,A,454
AG,2012,B,153
AG,2012,C,2369
AG,2012,C,11
AG,2012,D,152
AG,2012,E,1
AG,2012,F,241
AG,2012,H,319
AG,2012,I,33
AG,2012,J,83
AG,2012,K,809
AG,2012,M,108
AZ,2006,A,13573
AZ,2006,B,13313
AZ,2006,C,186224
AZ,2006,C,14700
AZ,2006,D,41908
AZ,2006,E,11954
AZ,2006,F,25721
AZ,2006,G,10990
AZ,2006,H,18391
AZ,2006,I,19281
AZ,2006,J,926
AZ,2006,K,12007
AZ,2006,L,0
AZ,2006,N,3456
AZ,2007,A,16437
AZ,2007,B,13349
AZ,2007,C,184012
AZ,2007,C,15348
AZ,2007,D,28470
AZ,2007,E,9676
AZ,2007,F,35670
AZ,2007,G,20981
AZ,2007,H,19094
AZ,2007,I,11041
AZ,2007,J,731
AZ,2007,K,8382
AZ,2007,L,0
AZ,2007,N,4828
AZ,2008,A,11140
AZ,2008,B,14522
AZ,2008,C,184722
AZ,2008,C,8807
AZ,2008,D,32306
AZ,2008,E,6751
AZ,2008,F,24329
AZ,2008,G,38033
AZ,2008,H,20147
AZ,2008,I,15062
AZ,2008,J,745
AZ,2008,K,9543
AZ,2008,L,0
AZ,2008,N,3330
AZ,2009,A,10879
AZ,2009,B,20678
AZ,2009,C,216399
AZ,2009,C,16413
AZ,2009,D,36046
AZ,2009,E,4300
AZ,2009,F,44907
AZ,2009,G,38017
AZ,2009,H,25296
AZ,2009,I,9724
AZ,2009,J,1086
AZ,2009,K,7509
AZ,2009,L,0
AZ,2009,N,1537
AZ,2010,A,12219
AZ,2010,B,23741
AZ,2010,C,177127
AZ,2010,C,13901
AZ,2010,D,34562
AZ,2010,E,12128
AZ,2010,F,21460
AZ,2010,G,22125
AZ,2010,H,9204
AZ,2010,I,9000
AZ,2010,J,1692
AZ,2010,K,15326
AZ,2010,L,0
AZ,2010,N,1763
AZ,2011,A,19769
AZ,2011,B,39255
AZ,2011,C,315731
AZ,2011,C,21046
AZ,2011,D,43054
AZ,2011,E,15118
AZ,2011,F,133517
AZ,2011,G,13783
AZ,2011,H,5895
AZ,2011,I,4453
AZ,2011,J,2706
AZ,2011,K,15673
AZ,2011,L,0
AZ,2011,N,1457
AZ,2012,A,19185
AZ,2012,B,19537
AZ,2012,C,379787
AZ,2012,C,30327
AZ,2012,D,38766
AZ,2012,E,6995
AZ,2012,F,222574
AZ,2012,G,10291
AZ,2012,H,14355
AZ,2012,I,3281
AZ,2012,J,1345
AZ,2012,K,11430
AZ,2012,L,0
AZ,2012,N,1694
BI,2006,A,29500
BI,2006,B,41436
BI,2006,C,446725
BI,2006,C,6481
BI,2006,D,42503
BI,2006,E,23434
BI,2006,F,15266
BI,2006,G,10783
BI,2006,H,43310
BI,2006,I,2906
BI,2006,J,6396
BI,2006,K,15323
BI,2006,L,50189
BI,2006,M,42484
BI,2006,N,116707
BI,2007,A,23673
BI,2007,B,46470
BI,2007,C,477558
BI,2007,C,12365
BI,2007,D,55261
BI,2007,E,17802
BI,2007,F,24506
BI,2007,G,10199
BI,2007,H,34549
BI,2007,I,39304
BI,2007,J,3034
BI,2007,K,25308
BI,2007,L,61323
BI,2007,M,30945
BI,2007,N,92813
BI,2008,A,29704
BI,2008,B,68389
BI,2008,C,550761
BI,2008,C,15692
BI,2008,D,56850
BI,2008,E,13767
BI,2008,F,36965
BI,2008,G,20125
BI,2008,H,43641
BI,2008,I,6611
BI,2008,J,2095
BI,2008,K,35980
BI,2008,L,88451
BI,2008,M,50566
BI,2008,N,81920
BI,2009,A,27902
BI,2009,B,75919
BI,2009,C,1544860
BI,2009,C,19210
BI,2009,D,74166
BI,2009,E,20805
BI,2009,F,49680
BI,2009,G,5001
BI,2009,H,57143
BI,2009,I,8530
BI,2009,J,1933
BI,2009,K,42262
BI,2009,L,79513
BI,2009,M,1001243
BI,2009,N,81548
BI,2010,A,29090
BI,2010,B,93535
BI,2010,C,632387
BI,2010,C,31526
BI,2010,D,120799
BI,2010,E,9050
BI,2010,F,71900
BI,2010,G,14076
BI,2010,H,49347
BI,2010,I,11804
BI,2010,J,5518
BI,2010,K,46360
BI,2010,L,81284
BI,2010,M,7354
BI,2010,N,60739
BI,2011,A,33732
BI,2011,B,101668
BI,2011,C,577830
BI,2011,C,32023
BI,2011,D,107596
BI,2011,E,10660
BI,2011,F,63735
BI,2011,G,17966
BI,2011,H,57245
BI,2011,I,13574
BI,2011,J,2841
BI,2011,K,37264
BI,2011,L,51707
BI,2011,M,2695
BI,2011,N,45118
BI,2012,A,28762
BI,2012,B,90223
BI,2012,C,529182
BI,2012,C,22311
BI,2012,D,93105
BI,2012,E,14961
BI,2012,F,93060
BI,2012,G,17246
BI,2012,H,68603
BI,2012,I,4965
BI,2012,J,4260
BI,2012,K,35036
BI,2012,L,15627
BI,2012,M,2602
BI,2012,N,38414
BJ,2006,A,41445
BJ,2006,B,48488
BJ,2006,C,1341314
BJ,2006,C,36154
BJ,2006,D,36579
BJ,2006,E,8474
BJ,2006,F,26275
BJ,2006,G,3929
BJ,2006,H,34848
BJ,2006,I,6326
BJ,2006,J,6695
BJ,2006,K,35210
BJ,2006,L,37047
BJ,2006,M,1018070
BJ,2006,N,1765
BJ,2007,A,57344
BJ,2007,B,58043
BJ,2007,C,457647
BJ,2007,C,51082
BJ,2007,D,50877
BJ,2007,E,9906
BJ,2007,F,61142
BJ,2007,G,7590
BJ,2007,H,30389
BJ,2007,I,5591
BJ,2007,J,3236
BJ,2007,K,37498
BJ,2007,L,73491
BJ,2007,M,10836
BJ,2007,N,616
BJ,2008,A,60701
BJ,2008,B,78315
BJ,2008,C,619354
BJ,2008,C,63461
BJ,2008,D,74510
BJ,2008,E,13581
BJ,2008,F,129794
BJ,2008,G,8609
BJ,2008,H,44980
BJ,2008,I,4903
BJ,2008,J,6058
BJ,2008,K,40502
BJ,2008,L,83724
BJ,2008,M,9817
BJ,2008,N,392
BJ,2009,A,57191
BJ,2009,B,97573
BJ,2009,C,666564
BJ,2009,C,55007
BJ,2009,D,72492
BJ,2009,E,12876
BJ,2009,F,109273
BJ,2009,G,13130
BJ,2009,H,59393
BJ,2009,I,7778
BJ,2009,J,13212
BJ,2009,K,43196
BJ,2009,L,115559
BJ,2009,M,7696
BJ,2009,N,2182
BJ,2010,A,52650
BJ,2010,B,107455
BJ,2010,C,691651
BJ,2010,C,69107
BJ,2010,D,90307
BJ,2010,E,20766
BJ,2010,F,132474
BJ,2010,G,9970
BJ,2010,H,49211
BJ,2010,I,2299
BJ,2010,J,20196
BJ,2010,K,38771
BJ,2010,L,85113
BJ,2010,M,7244
BJ,2010,N,6081
BJ,2011,A,74178
BJ,2011,B,115576
BJ,2011,C,701260
BJ,2011,C,50619
BJ,2011,D,66537
BJ,2011,E,16932
BJ,2011,F,183859
BJ,2011,G,29955
BJ,2011,H,66716
BJ,2011,I,1942
BJ,2011,J,6515
BJ,2011,K,38590
BJ,2011,L,34727
BJ,2011,M,7528
BJ,2011,N,7581
BJ,2012,A,56280
BJ,2012,B,82136
BJ,2012,C,538726
BJ,2012,C,42455
BJ,2012,D,75244
BJ,2012,E,6698
BJ,2012,F,92348
BJ,2012,G,5821
BJ,2012,H,54028
BJ,2012,I,3796
BJ,2012,J,11675
BJ,2012,K,41114
BJ,2012,L,55248
BJ,2012,M,6890
BJ,2012,N,4987
BF,2006,A,102051
BF,2006,B,78547
BF,2006,C,1967846
BF,2006,C,77346
BF,2006,D,51893
BF,2006,E,28404
BF,2006,F,91791
BF,2006,G,8166
BF,2006,H,83762
BF,2006,I,14753
BF,2006,J,15021
BF,2006,K,50729
BF,2006,L,134883
BF,2006,M,1227066
BF,2006,N,3428
BF,2007,A,105209
BF,2007,B,76736
BF,2007,C,893985
BF,2007,C,79507
BF,2007,D,65783
BF,2007,E,15330
BF,2007,F,143602
BF,2007,G,13558
BF,2007,H,102845
BF,2007,I,36373
BF,2007,J,8269
BF,2007,K,57031
BF,2007,L,162046
BF,2007,M,16719
BF,2007,N,10971
BF,2008,A,113914
BF,2008,B,110629
BF,2008,C,980977
BF,2008,C,60523
BF,2008,D,85749
BF,2008,E,26945
BF,2008,F,82653
BF,2008,G,16575
BF,2008,H,130387
BF,2008,I,27556
BF,2008,J,7994
BF,2008,K,76454
BF,2008,L,197382
BF,2008,M,24425
BF,2008,N,19784
BF,2009,A,145709
BF,2009,B,129679
BF,2009,C,1075462
BF,2009,C,70662
BF,2009,D,92602
BF,2009,E,15619
BF,2009,F,82923
BF,2009,G,17583
BF,2009,H,147419
BF,2009,I,13949
BF,2009,J,10545
BF,2009,K,62091
BF,2009,L,245465
BF,2009,M,14589
BF,2009,N,26621
BF,2010,A,88993
BF,2010,B,159738
BF,2010,C,1061800
BF,2010,C,64909
BF,2010,D,112082
BF,2010,E,11424
BF,2010,F,91590
BF,2010,G,35715
BF,2010,H,124422
BF,2010,I,8120
BF,2010,J,13898
BF,2010,K,81567
BF,2010,L,215926
BF,2010,M,12765
BF,2010,N,40644
BF,2011,A,104786
BF,2011,B,94885
BF,2011,C,1028519
BF,2011,C,106818
BF,2011,D,99626
BF,2011,E,10738
BF,2011,F,67174
BF,2011,G,4051
BF,2011,H,158634
BF,2011,I,53442
BF,2011,J,9288
BF,2011,K,67841
BF,2011,L,208389
BF,2011,M,12543
BF,2011,N,30297
BF,2012,A,75306
BF,2012,B,140593
BF,2012,C,1219696
BF,2012,C,97681
BF,2012,D,113419
BF,2012,E,29215
BF,2012,F,108752
BF,2012,G,12966
BF,2012,H,194003
BF,2012,I,12903
BF,2012,J,8675
BF,2012,K,79808
BF,2012,L,249205
BF,2012,M,21155
BF,2012,N,76007
BD,2006,A,259434
BD,2006,B,285654
BD,2006,C,1549236
BD,2006,C,39418
BD,2006,D,132059
BD,2006,E,42480
BD,2006,F,164420
BD,2006,G,17535
BD,2006,H,78388
BD,2006,I,18916
BD,2006,J,7432
BD,2006,K,89672
BD,2006,L,149235
BD,2006,M,248920
BD,2006,N,15670
BD,2007,A,233893
BD,2007,B,165198
BD,2007,C,1691952
BD,2007,C,59706
BD,2007,D,253762
BD,2007,E,43337
BD,2007,F,286371
BD,2007,G,146082
BD,2007,H,98265
BD,2007,I,81522
BD,2007,J,4393
BD,2007,K,110605
BD,2007,M,129972
BD,2007,N,78841
BD,2008,A,217004
BD,2008,B,251778
BD,2008,C,2853563
BD,2008,C,59101
BD,2008,D,248064
BD,2008,E,130486
BD,2008,F,332854
BD,2008,G,136598
BD,2008,H,203309
BD,2008,I,154734
BD,2008,J,17330
BD,2008,K,162061
BD,2008,L,0
BD,2008,M,755896
BD,2008,N,184343
BD,2009,A,210522
BD,2009,B,291272
BD,2009,C,1477806
BD,2009,C,81001
BD,2009,D,197840
BD,2009,E,34606
BD,2009,F,154811
BD,2009,G,49098
BD,2009,H,136700
BD,2009,I,19011
BD,2009,J,36695
BD,2009,K,160609
BD,2009,L,0
BD,2009,M,6201
BD,2009,N,99435
BD,2010,A,342692
BD,2010,B,289524
BD,2010,C,2067523
BD,2010,C,177208
BD,2010,D,233822
BD,2010,E,46131
BD,2010,F,298150
BD,2010,G,61146
BD,2010,H,188425
BD,2010,I,40199
BD,2010,J,42295
BD,2010,K,239700
BD,2010,L,0
BD,2010,M,5566
BD,2010,N,102660
BD,2011,A,364980
BD,2011,B,317234
BD,2011,C,2233443
BD,2011,C,191434
BD,2011,D,171393
BD,2011,E,102614
BD,2011,F,337189
BD,2011,G,51824
BD,2011,H,158492
BD,2011,I,40962
BD,2011,J,60974
BD,2011,K,328179
BD,2011,L,0
BD,2011,M,5140
BD,2011,N,103024
BD,2012,A,476353
BD,2012,B,369152
BD,2012,C,2960172
BD,2012,C,167888
BD,2012,D,226390
BD,2012,E,72542
BD,2012,F,663644
BD,2012,G,107949
BD,2012,H,181760
BD,2012,I,71043
BD,2012,J,73113
BD,2012,K,299783
BD,2012,L,140031
BD,2012,M,4155
BD,2012,N,106364
BA,2006,A,40947
BA,2006,B,25832
BA,2006,C,433744
BA,2006,C,15197
BA,2006,D,195637
BA,2006,E,36028
BA,2006,F,30797
BA,2006,G,20490
BA,2006,H,9922
BA,2006,I,6544
BA,2006,J,2447
BA,2006,K,29070
BA,2006,L,0
BA,2006,M,4611
BA,2006,N,16216
BA,2007,A,37493
BA,2007,B,23278
BA,2007,C,423380
BA,2007,C,16282
BA,2007,D,181615
BA,2007,E,41325
BA,2007,F,24370
BA,2007,G,30086
BA,2007,H,10674
BA,2007,I,24857
BA,2007,J,7182
BA,2007,K,15885
BA,2007,M,5992
BA,2007,N,4336
BA,2008,A,43216
BA,2008,B,20815
BA,2008,C,453114
BA,2008,C,14800
BA,2008,D,195450
BA,2008,E,22090
BA,2008,F,51740
BA,2008,G,39607
BA,2008,H,12092
BA,2008,I,20766
BA,2008,J,2234
BA,2008,K,16733
BA,2008,M,6828
BA,2008,N,6736
BA,2009,A,38525
BA,2009,B,24158
BA,2009,C,396811
BA,2009,C,16500
BA,2009,D,167725
BA,2009,E,17285
BA,2009,F,21192
BA,2009,G,50438
BA,2009,H,15419
BA,2009,I,16797
BA,2009,J,6313
BA,2009,K,16237
BA,2009,L,109
BA,2009,M,2652
BA,2009,N,3455
BA,2010,A,35340
BA,2010,B,43129
BA,2010,C,485346
BA,2010,C,25781
BA,2010,D,177283
BA,2010,E,47178
BA,2010,F,77217
BA,2010,G,17199
BA,2010,H,11279
BA,2010,I,15911
BA,2010,J,8637
BA,2010,K,21159
BA,2010,L,0
BA,2010,M,1690
BA,2010,N,3538
BA,2011,A,34840
BA,2011,B,30753
BA,2011,C,406756
BA,2011,C,32320
BA,2011,D,129322
BA,2011,E,11534
BA,2011,F,65755
BA,2011,G,15266
BA,2011,H,17295
BA,2011,I,17699
BA,2011,J,3964
BA,2011,K,40468
BA,2011,M,2391
BA,2011,N,5142
BA,2012,A,37275
BA,2012,B,27271
BA,2012,C,609274
BA,2012,C,40990
BA,2012,D,116557
BA,2012,E,29226
BA,2012,F,154659
BA,2012,G,127167
BA,2012,H,18085
BA,2012,I,17433
BA,2012,J,5298
BA,2012,K,32439
BA,2012,L,108
BA,2012,M,1306
BA,2012,N,1454
BY,2006,A,17714
BY,2006,B,5073
BY,2006,C,59665
BY,2006,C,68
BY,2006,D,25497
BY,2006,E,2837
BY,2006,F,254
BY,2006,G,1101
BY,2006,H,375
BY,2006,I,241
BY,2006,J,335
BY,2006,K,2797
BY,2006,L,0
BY,2006,N,3367
BY,2007,A,16083
BY,2007,B,8460
BY,2007,C,63435
BY,2007,C,45
BY,2007,D,22856
BY,2007,E,6212
BY,2007,F,395
BY,2007,G,2645
BY,2007,H,476
BY,2007,I,540
BY,2007,J,541
BY,2007,K,2431
