country-id,year,sector-id,value
AF,2006,A,86171
AF,2006,B,169951
AF,2006,C,2733274
AF,2006,C,31408
AF,2006,D,826346
AF,2006,E,118918
AF,2006,F,223221
AF,2006,G,444160
AF,2006,H,121383
AF,2006,I,35062
AF,2006,J,383
AF,2006,K,264986
AF,2006,L,47058
AF,2006,N,364221
AF,2007,A,148870
AF,2007,B,245892
AF,2007,C,3598885
AF,2007,C,56367
AF,2007,D,946930
AF,2007,E,348795
AF,2007,F,292188
AF,2007,G,519960
AF,2007,H,150730
AF,2007,I,46868
AF,2007,J,7215
AF,2007,K,282718
AF,2007,L,191346
AF,2007,M,59457
AF,2007,N,301543
AF,2008,A,231649
AF,2008,B,257527
AF,2008,C,4567984
AF,2008,C,54765
AF,2008,D,1364078
AF,2008,E,254946
AF,2008,F,654549
AF,2008,G,232054
AF,2008,H,305417
AF,2008,I,61936
AF,2008,J,6150
AF,2008,K,245280
AF,2008,L,43249
AF,2008,M,14892
AF,2008,N,841488
AF,2009,A,270086
AF,2009,B,351000
AF,2009,C,5731781
AF,2009,C,85927
AF,2009,D,1894080
AF,2009,E,382435
AF,2009,F,958001
AF,2009,G,240640
AF,2009,H,576369
AF,2009,I,47434
AF,2009,J,17113
AF,2009,K,251034
AF,2009,L,45824
AF,2009,M,1438
AF,2009,N,610393
AF,2010,A,390923
AF,2010,B,305892
AF,2010,C,6443563
AF,2010,C,61124
AF,2010,D,2283833
AF,2010,E,295524
AF,2010,F,958772
AF,2010,G,131890
AF,2010,H,691636
AF,2010,I,87761
AF,2010,J,13566
AF,2010,K,395044
AF,2010,L,34098
AF,2010,M,181594
AF,2010,N,611902
AF,2011,A,377392
AF,2011,B,395772
AF,2011,C,6545585
AF,2011,C,108318
AF,2011,D,2496896
AF,2011,E,206621
AF,2011,F,801730
AF,2011,G,242318
AF,2011,H,526169
AF,2011,I,98735
AF,2011,J,14963
AF,2011,K,505360
AF,2011,L,19656
AF,2011,M,2293
AF,2011,N,749355
AF,2012,A,345750
AF,2012,B,339545
AF,2012,C,6548185
AF,2012,C,71401
AF,2012,D,2765742
AF,2012,E,98380
AF,2012,F,801145
AF,2012,G,279342
AF,2012,H,356547
AF,2012,I,108181
AF,2012,J,4730
AF,2012,K,853892
AF,2012,L,23521
AF,2012,M,1253
AF,2012,N,498748
AO,2006,A,35832
AO,2006,B,61690
AO,2006,C,297751
AO,2006,C,13936
AO,2006,D,62825
AO,2006,E,21506
AO,2006,F,6567
AO,2006,G,2008
AO,2006,H,26274
AO,2006,I,1285
AO,2006,J,830
AO,2006,K,21910
AO,2006,L,97
AO,2006,N,42982
AO,2007,A,29797
AO,2007,B,82077
AO,2007,C,364467
AO,2007,C,41762
AO,2007,D,76111
AO,2007,E,51025
AO,2007,F,7778
AO,2007,G,1538
AO,2007,H,24433
AO,2007,I,1369
AO,2007,J,947
AO,2007,K,22924
AO,2007,L,10457
AO,2007,M,0
AO,2007,N,14243
AO,2008,A,36282
AO,2008,B,111208
AO,2008,C,384069
AO,2008,C,22263
AO,2008,D,77261
AO,2008,E,18558
AO,2008,F,5770
AO,2008,G,2156
AO,2008,H,43637
AO,2008,I,1804
AO,2008,J,1809
AO,2008,K,26868
AO,2008,L,72
AO,2008,M,30024
AO,2008,N,6352
AO,2009,A,31335
AO,2009,B,80742
AO,2009,C,285216
AO,2009,C,13931
AO,2009,D,61701
AO,2009,E,11160
AO,2009,F,14180
AO,2009,G,5260
AO,2009,H,37292
AO,2009,I,3397
AO,2009,J,2465
AO,2009,K,21662
AO,2009,L,181
AO,2009,M,0
AO,2009,N,1905
AO,2010,A,25828
AO,2010,B,85703
AO,2010,C,291100
AO,2010,C,8688
AO,2010,D,45923
AO,2010,E,9496
AO,2010,F,29125
AO,2010,G,4822
AO,2010,H,34028
AO,2010,I,17610
AO,2010,J,2632
AO,2010,K,16103
AO,2010,L,0
AO,2010,M,8840
AO,2010,N,2299
AO,2011,A,27208
AO,2011,B,68414
AO,2011,C,253456
AO,2011,C,11078
AO,2011,D,52917
AO,2011,E,15615
AO,2011,F,5627
AO,2011,G,2092
AO,2011,H,32634
AO,2011,I,4405
AO,2011,J,1097
AO,2011,K,22893
AO,2011,L,85
AO,2011,N,9385
AO,2012,A,26875
AO,2012,B,97188
AO,2012,C,291360
AO,2012,C,26145
AO,2012,D,38252
AO,2012,E,16685
AO,2012,F,14527
AO,2012,G,3644
AO,2012,H,18627
AO,2012,I,3140
AO,2012,J,2100
AO,2012,K,37643
AO,2012,N,6529
AI,2006,D,221
AI,2006,E,4682
AI,2006,E,15
AI,2006,F,4393
AI,2006,G,52
AI,2006,K,0
AI,2007,D,225
AI,2007,E,225
AI,2007,F,0
AI,2007,K,0
AI,2008,C,3511
AI,2008,D,50
AI,2008,F,3461
AI,2009,A,34
AI,2009,B,55
AI,2009,C,1544
AI,2009,D,432
AI,2009,E,22
AI,2009,F,118
AI,2009,G,594
AI,2009,I,165
AI,2009,J,6
AI,2009,K,0
AI,2009,N,113
AI,2010,A,207
AI,2010,C,8587
AI,2010,D,35
AI,2010,F,8341
AI,2010,K,3
AI,2011,C,419
AI,2011,D,77
AI,2011,L,342
AI,2012,A,9
AI,2012,C,5208
AI,2012,C,14
AI,2012,D,278
AI,2012,E,12
AI,2012,K,265
AI,2012,L,4627
AL,2006,A,25800
AL,2006,B,26780
AL,2006,C,328560
AL,2006,C,27003
AL,2006,D,82254
AL,2006,E,10087
AL,2006,F,67335
AL,2006,G,10672
AL,2006,H,10876
AL,2006,I,4633
AL,2006,J,10442
AL,2006,K,31114
AL,2006,L,19897
AL,2006,N,1661
AL,2007,A,53883
AL,2007,B,16127
AL,2007,C,315205
AL,2007,C,33284
AL,2007,D,77281
AL,2007,E,15500
AL,2007,F,46372
AL,2007,G,15043
AL,2007,H,11289
AL,2007,I,5635
AL,2007,J,8145
AL,2007,K,28087
AL,2007,L,3720
AL,2007,N,834
AL,2008,A,66425
AL,2008,B,23347
AL,2008,C,377921
AL,2008,C,37284
AL,2008,D,70751
AL,2008,E,22844
AL,2008,F,44056
AL,2008,G,20201
AL,2008,H,12521
AL,2008,I,21621
AL,2008,J,7690
AL,2008,K,45543
