di-id,year,value
DZ,2000,31183658
DZ,2001,31590320
DZ,2002,31990387
DZ,2003,32394886
DZ,2004,32817225
DZ,2005,33267887
DZ,2006,33749328
DZ,2007,34261971
DZ,2008,34811059
DZ,2009,35401790
DZ,2010,36036159
DZ,2011,36717132
DZ,2012,37439427
DZ,2013,38186135
DZ,2014,38934334
DZ,2015,
EC,1960,4545548
EC,1961,4676858
EC,1962,4812892
EC,1963,4953735
EC,1964,5099470
EC,1965,5250120
EC,1966,5405692
EC,1967,5566057
EC,1968,5730908
EC,1969,5899842
EC,1970,5800
EC,1971,6248831
EC,1972,6428707
EC,1973,6611916
EC,1974,6798205
EC,1975,6987393
EC,1976,7179399
EC,1977,7374235
EC,1978,7571953
EC,1979,7772652
EC,1980,7976449
EC,1981,8183194
EC,1982,8392935
EC,1983,8606214
EC,1984,8823746
EC,1985,9045977
EC,1986,9272905
EC,1987,9504132
EC,1988,9739179
EC,1989,9977380
EC,1990,10218085
EC,1991,10460988
EC,1992,10705670
EC,1993,10951200
EC,1994,11196476
EC,1995,11440576
EC,1996,11683480
EC,1997,11924991
EC,1998,12163887
EC,1999,12398691
EC,2000,12628596
EC,2001,12852753
EC,2002,13072056
EC,2003,13289600
EC,2004,13509645
EC,2005,13735232
EC,2006,13967490
EC,2007,14205479
EC,2008,14447600
EC,2009,14691310
EC,2010,14934692
EC,2011,15177280
EC,2012,15419493
EC,2013,15661312
EC,2014,15902916
EC,2015,
EG,1960,27072397
EG,1961,27810001
EG,1962,28560741
EG,1963,29322709
EG,1964,30094082
EG,1965,30872982
EG,1966,31660914
EG,1967,32456565
EG,1968,33252275
EG,1969,34038147
EG,1970,5800
EG,1971,35561087
EG,1972,36302154
EG,1973,37046807
EG,1974,37815578
EG,1975,38624410
EG,1976,39478585
EG,1977,40377668
EG,1978,41324806
EG,1979,42321740
EG,1980,43369552
EG,1981,44465918
EG,1982,45610430
EG,1983,46807221
EG,1984,48061546
EG,1985,49373806
EG,1986,50748187
EG,1987,52173840
EG,1988,53617678
EG,1989,55035937
EG,1990,56397273
EG,1991,57689828
EG,1992,58922018
EG,1993,60108373
EG,1994,61272847
EG,1995,62434527
EG,1996,63595629
EG,1997,64754566
EG,1998,65922626
EG,1999,67112877
EG,2000,68334905
EG,2001,69599945
EG,2002,70908710
EG,2003,72247626
EG,2004,73596068
EG,2005,74942115
EG,2006,76274285
EG,2007,77605327
EG,2008,78976122
EG,2009,80442443
EG,2010,82040994
EG,2011,83787634
EG,2012,85660902
EG,2013,87613909
EG,2014,89579670
EG,2015,
ER,1960,1407631
ER,1961,1441297
ER,1962,1476321
ER,1963,1512671
ER,1964,1550297
ER,1965,1589187
ER,1966,1629333
ER,1967,1670821
ER,1968,1713846
ER,1969,1758668
ER,1970,5800
ER,1971,1854395
ER,1972,1905406
ER,1973,1958444
ER,1974,2013382
ER,1975,2070145
ER,1976,2128597
ER,1977,2188806
ER,1978,2251129
ER,1979,2316054
ER,1980,2383858
ER,1981,2453689
ER,1982,2525005
ER,1983,2598626
ER,1984,2675717
ER,1985,2756493
ER,1986,2843141
ER,1987,2933871
ER,1988,3020278
ER,1989,3091083
ER,1990,3139083
ER,1991,3160644
ER,1992,3160617
ER,1993,3150811
ER,1994,3147871
ER,1995,3164095
ER,1996,3202598
ER,1997,3260612
ER,1998,3337227
ER,1999,3429656
ER,2000,3535156
ER,2001,3655006
ER,2002,3788532
ER,2003,3928408
ER,2004,4064958
ER,2005,4191273
ER,2006,4304440
ER,2007,4406299
ER,2008,4500638
ER,2009,4593549
ER,2010,4689664
ER,2011,4789568
ER,2012,4892233
ER,2013,4998824
ER,2014,5110444
ER,2015,
ES,1960,30455000
ES,1961,30739250
ES,1962,31023366
ES,1963,31296651
ES,1964,31609195
ES,1965,31954292
ES,1966,32283194
ES,1967,32682947
ES,1968,33113134
ES,1969,33441054
ES,1970,5800
ES,1971,34191678
ES,1972,34502705
ES,1973,34817071
ES,1974,35154338
ES,1975,35530725
ES,1976,35939437
ES,1977,36370050
ES,1978,36872506
ES,1979,37201123
ES,1980,37439035
ES,1981,37740556
ES,1982,37942805
ES,1983,38122429
ES,1984,38278575
ES,1985,38418817
ES,1986,38535617
ES,1987,38630820
ES,1988,38715849
ES,1989,38791473
ES,1990,38850435
ES,1991,38939049
ES,1992,39067745
ES,1993,39189400
ES,1994,39294967
ES,1995,39387017
ES,1996,39478186
ES,1997,39582413
ES,1998,39721108
ES,1999,39926268
ES,2000,40263216
ES,2001,40756001
ES,2002,41431558
ES,2003,42187645
ES,2004,42921895
ES,2005,43653155
ES,2006,44397319
ES,2007,45226803
ES,2008,45954106
ES,2009,46362946
ES,2010,46576897
ES,2011,46742697
ES,2012,46773055
ES,2013,46620045
ES,2014,46404602
ES,2015,
EE,1960,1211537
EE,1961,1225077
EE,1962,1241623
EE,1963,1258857
EE,1964,1277086
EE,1965,1294566
EE,1966,1308597
EE,1967,1318946
EE,1968,1331214
EE,1969,1345249
EE,1970,5800
EE,1971,1376955
EE,1972,1392518
EE,1973,1405951
EE,1974,1418169
EE,1975,1429352
EE,1976,1439576
EE,1977,1450211
EE,1978,1460188
EE,1979,1468333
EE,1980,1477219
EE,1981,1487666
EE,1982,1498414
EE,1983,1508745
EE,1984,1518617
EE,1985,1528781
EE,1986,1540190
EE,1987,1552221
EE,1988,1561900
EE,1989,1568131
EE,1990,1569174
EE,1991,1561314
EE,1992,1533091
EE,1993,1494128
EE,1994,1462514
EE,1995,1436634
EE,1996,1415594
EE,1997,1399535
EE,1998,1386156
EE,1999,1380620
EE,2000,1396985
EE,2001,1388115
EE,2002,1379350
EE,2003,1370720
EE,2004,1362550
EE,2005,1354775
EE,2006,1346810
EE,2007,1340680
EE,2008,1337090
EE,2009,1334515
EE,2010,1331475
EE,2011,1327439
EE,2012,1322696
EE,2013,1317997
EE,2014,1313645
EE,2015,
ET,1960,22151218
ET,1961,22671131
ET,1962,23221331
ET,1963,23798378
ET,1964,24396965
ET,1965,25013551
ET,1966,25641176
ET,1967,26280771
ET,1968,26945459
ET,1969,27653622
ET,1970,5800
ET,1971,29246170
ET,1972,30135007
ET,1973,31028728
ET,1974,31855294
ET,1975,32568539
ET,1976,33144537
ET,1977,33614153
ET,1978,34053431
ET,1979,34569428
ET,1980,35239974
ET,1981,36093319
ET,1982,37109517
ET,1983,38259376
ET,1984,39493503
ET,1985,40775997
ET,1986,42097111
ET,1987,43470219
ET,1988,44908705
ET,1989,46433604
ET,1990,48057094
ET,1991,49784987
ET,1992,51602776
ET,1993,53477944
ET,1994,55366517
ET,1995,57237226
ET,1996,59076414
ET,1997,60893264
ET,1998,62707547
ET,1999,64550161
ET,2000,66443603
ET,2001,68393128
ET,2002,70391170
ET,2003,72432290
ET,2004,74506974
ET,2005,76608431
ET,2006,78735675
ET,2007,80891968
ET,2008,83079608
ET,2009,85302099
ET,2010,87561814
ET,2011,89858696
ET,2012,92191211
ET,2013,94558374
ET,2014,96958732
ET,2015,
EU,1960,409498462
EU,1961,413007006
EU,1962,416670637
EU,1963,420393292
EU,1964,424075860
EU,1965,427592610
EU,1966,430868375
EU,1967,434001552
EU,1968,436916057
EU,1969,439730660
EU,1970,5800
EU,1971,444368185
EU,1972,447151812
EU,1973,449788759
EU,1974,452256892
EU,1975,454638308
EU,1976,456802618
EU,1977,458746586
EU,1978,460706924
EU,1979,462498335
EU,1980,464340783
EU,1981,466081804
EU,1982,467346238
EU,1983,468419741
EU,1984,469449808
EU,1985,470587065
EU,1986,471888308
EU,1987,473230098
EU,1988,474741457
EU,1989,476355806
EU,1990,477948527
EU,1991,478879335
EU,1992,480313031
EU,1993,481925994
EU,1994,483042019
EU,1995,483999563
EU,1996,484682026
EU,1997,485524343
EU,1998,486169409
EU,1999,487181237
EU,2000,487977133
EU,2001,489163227
EU,2002,490506176
EU,2003,492343186
EU,2004,494332851
EU,2005,496306466
EU,2006,498182074
EU,2007,500030506
EU,2008,501912523
EU,2009,503390442
EU,2010,504469008
EU,2011,505544895
EU,2012,505126520
EU,2013,506558032
EU,2014,508314519
EU,2015,
FI,1960,4429634
FI,1961,4461005
FI,1962,4491443
FI,1963,4523309
FI,1964,4548543
FI,1965,4563732
FI,1966,4580869
FI,1967,4605744
FI,1968,4626469
FI,1969,4623785
FI,1970,5800
FI,1971,4612124
FI,1972,4639657
FI,1973,4666081
FI,1974,4690574
FI,1975,4711440
FI,1976,4725664
FI,1977,4738902
FI,1978,4752528
FI,1979,4764690
FI,1980,4779535
FI,1981,4799964
FI,1982,4826933
FI,1983,4855787
FI,1984,4881803
FI,1985,4902206
FI,1986,4918154
FI,1987,4932123
FI,1988,4946481
FI,1989,4964371
FI,1990,4986431
FI,1991,5013740
FI,1992,5041992
FI,1993,5066447
FI,1994,5088333
FI,1995,5107790
FI,1996,5124573
FI,1997,5139835
FI,1998,5153498
FI,1999,5165474
FI,2000,5176209
FI,2001,5188008
FI,2002,5200598
FI,2003,5213014
FI,2004,5228172
FI,2005,5246096
FI,2006,5266268
FI,2007,5288720
FI,2008,5313399
FI,2009,5338871
FI,2010,5363352
FI,2011,5388272
FI,2012,5413971
FI,2013,5438972
FI,2014,5463596
FI,2015,
FJ,1960,393383
FJ,1961,407152
FJ,1962,421576
FJ,1963,436208
FJ,1964,450452
FJ,1965,463884
FJ,1966,476329
FJ,1967,487911
FJ,1968,498887
FJ,1969,509659
FJ,1970,5800
FJ,1971,531601
FJ,1972,542811
FJ,1973,554109
FJ,1974,565386
FJ,1975,576592
FJ,1976,587523
FJ,1977,598258
FJ,1978,609348
FJ,1979,621541
FJ,1980,635256
FJ,1981,650957
FJ,1982,668196
FJ,1983,685389
FJ,1984,700366
FJ,1985,711663
FJ,1986,718548
FJ,1987,721725
FJ,1988,722918
FJ,1989,724624
FJ,1990,728626
FJ,1991,735469
FJ,1992,744534
FJ,1993,755024
FJ,1994,765666
FJ,1995,775498
FJ,1996,784479
FJ,1997,792859
FJ,1998,800314
FJ,1999,806494
FJ,2000,811223
FJ,2001,814215
FJ,2002,815691
FJ,2003,816626
FJ,2004,818355
FJ,2005,821820
FJ,2006,827390
FJ,2007,834729
FJ,2008,843206
FJ,2009,851854
FJ,2010,859952
FJ,2011,867327
FJ,2012,874158
FJ,2013,880487
FJ,2014,886450
FJ,2015,
FR,1960,46814237
FR,1961,47444751
FR,1962,48119649
FR,1963,48803680
FR,1964,49449403
FR,1965,50023774
FR,1966,50508717
FR,1967,50915456
FR,1968,51276054
FR,1969,51638260
FR,1970,5800
FR,1971,52480421
FR,1972,52959228
FR,1973,53441264
FR,1974,53882416
FR,1975,54252574
FR,1976,54541493
FR,1977,54764462
FR,1978,54947975
FR,1979,55130594
FR,1980,55340782
FR,1981,55585824
FR,1982,55858727
FR,1983,56156284
FR,1984,56470769
FR,1985,56795686
FR,1986,57132691
FR,1987,57482591
FR,1988,57836486
FR,1989,58182702
FR,1990,58512808
FR,1991,58559312
FR,1992,58851216
FR,1993,59106766
FR,1994,59327194
FR,1995,59541900
FR,1996,59753098
FR,1997,59964845
FR,1998,60186291
FR,1999,60496715
FR,2000,60912498
FR,2001,61357431
FR,2002,61805267
FR,2003,62244884
FR,2004,62704897
FR,2005,63179356
FR,2006,63621376
FR,2007,64016229
FR,2008,64374990
FR,2009,64707044
FR,2010,65027512
FR,2011,65342776
FR,2012,65639975
FR,2013,65925498
FR,2014,66206930
FR,2015,
FO,1960,34266
FO,1961,34730
FO,1962,35153
FO,1963,35550
FO,1964,35946
FO,1965,36363
FO,1966,36804
FO,1967,37258
FO,1968,37718
FO,1969,38164
FO,1970,5800
FO,1971,38983
FO,1972,39360
FO,1973,39731
FO,1974,40116
FO,1975,40529
FO,1976,40974
FO,1977,41447
FO,1978,41946
FO,1979,42468
FO,1980,43010
FO,1981,43559
FO,1982,44105
FO,1983,44661
FO,1984,45239
FO,1985,45840
FO,1986,46501
FO,1987,47194
FO,1988,47789
FO,1989,48105
FO,1990,48031
FO,1991,47494
FO,1992,46574
FO,1993,45501
FO,1994,44600
FO,1995,44099
FO,1996,44081
FO,1997,44467
FO,1998,45126
FO,1999,45852
FO,2000,46491
FO,2001,47012
FO,2002,47452
FO,2003,47812
FO,2004,48103
FO,2005,48337
FO,2006,48505
FO,2007,48599
FO,2008,48629
FO,2009,48613
FO,2010,48567
FO,2011,48492
FO,2012,48393
FO,2013,48292
FO,2014,48221
FO,2015,
FM,1960,44539
FM,1961,45956
FM,1962,47387
FM,1963,48875
FM,1964,50483
FM,1965,52238
FM,1966,54201
FM,1967,56324
FM,1968,58404
FM,1969,60167
FM,1970,5800
FM,1971,62107
FM,1972,62298
FM,1973,62289
FM,1974,62477
FM,1975,63146
FM,1976,64386
FM,1977,66110
FM,1978,68221
FM,1979,70550
FM,1980,72967
FM,1981,75462
FM,1982,78057
FM,1983,80678
FM,1984,83242
FM,1985,85689
FM,1986,87948
FM,1987,90024
FM,1988,92020
FM,1989,94091
FM,1990,96331
FM,1991,98800
FM,1992,101412
FM,1993,103937
FM,1994,106057
FM,1995,107556
FM,1996,108342
FM,1997,108506
FM,1998,108236
FM,1999,107808
FM,2000,107430
FM,2001,107170
FM,2002,106983
FM,2003,106816
FM,2004,106575
FM,2005,106198
FM,2006,105680
FM,2007,105080
FM,2008,104472
FM,2009,103961
FM,2010,103619
FM,2011,103476
FM,2012,103516
FM,2013,103718
FM,2014,104044
FM,2015,
GA,1960,499189
GA,1961,504174
GA,1962,509806
GA,1963,516270
GA,1964,523793
GA,1965,532512
GA,1966,542562
GA,1967,553829
GA,1968,565878
GA,1969,578114
GA,1970,5800
GA,1971,601734
GA,1972,613129
GA,1973,624625
GA,1974,636702
GA,1975,649719
GA,1976,663774
GA,1977,678786
GA,1978,694734
GA,1979,711544
GA,1980,729165
GA,1981,747593
GA,1982,766867
GA,1983,787017
GA,1984,808088
GA,1985,830091
GA,1986,853039
GA,1987,876877
GA,1988,901473
GA,1989,926648
GA,1990,952269
GA,1991,978252
GA,1992,1004598
GA,1993,1031358
GA,1994,1058625
GA,1995,1086449
GA,1996,1114879
GA,1997,1143838
GA,1998,1173114
GA,1999,1202412
GA,2000,1231548
GA,2001,1260435
GA,2002,1289192
GA,2003,1318093
GA,2004,1347524
GA,2005,1377777
GA,2006,1408920
GA,2007,1440902
GA,2008,1473741
GA,2009,1507428
GA,2010,1541936
GA,2011,1577298
GA,2012,1613489
GA,2013,1650351
GA,2014,1687673
GA,2015,
GB,1960,52400000
GB,1961,52800000
GB,1962,53250000
GB,1963,53650000
GB,1964,54000000
GB,1965,54348050
GB,1966,54648500
GB,1967,54943600
GB,1968,55211700
GB,1969,55441750
GB,1970,5800
GB,1971,55896223
GB,1972,56086065
GB,1973,56194527
GB,1974,56229974
GB,1975,56225800
GB,1976,56211968
GB,1977,56193492
GB,1978,56196504
GB,1979,56246951
GB,1980,56314216
GB,1981,56333829
GB,1982,56313641
GB,1983,56332848
GB,1984,56422072
GB,1985,56550268
GB,1986,56681396
GB,1987,56802050
GB,1988,56928327
GB,1989,57076711
GB,1990,57247586
GB,1991,57424897
GB,1992,57580402
GB,1993,57718614
GB,1994,57865745
GB,1995,58019030
GB,1996,58166950
GB,1997,58316954
GB,1998,58487141
GB,1999,58682466
GB,2000,58892514
GB,2001,59119673
GB,2002,59370479
GB,2003,59647577
GB,2004,59987905
GB,2005,60401206
GB,2006,60846820
GB,2007,61322463
GB,2008,61806995
GB,2009,62276270
GB,2010,62766365
GB,2011,63258918
GB,2012,63700300
GB,2013,64106779
GB,2014,64510376
GB,2015,
GE,1960,3645600
GE,1961,3703600
GE,1962,3760300
GE,1963,3816100
GE,1964,3870300
GE,1965,3921600
GE,1966,3966700
GE,1967,4005800
GE,1968,4042300
GE,1969,4080300
GE,1970,5800
GE,1971,4009400
GE,1972,4205300
GE,1973,4242500
GE,1974,4279500
GE,1975,4311200
GE,1976,4342400
GE,1977,4372100
GE,1978,4397700
GE,1979,4430200
GE,1980,4467700
GE,1981,4504500
GE,1982,4542800
GE,1983,4582900
GE,1984,4622200
GE,1985,4662900
GE,1986,4704500
GE,1987,4743500
GE,1988,4790700
GE,1989,4803300
GE,1990,4802000
GE,1991,4835900
GE,1992,4873500
GE,1993,4911100
GE,1994,4861600
GE,1995,4734000
GE,1996,4616100
GE,1997,4531600
GE,1998,4487300
GE,1999,4452500
GE,2000,4418300
GE,2001,4386400
GE,2002,4357000
GE,2003,4328900
GE,2004,4318300
GE,2005,4361400
GE,2006,4398000
GE,2007,4388400
GE,2008,4383800
GE,2009,4410900
GE,2010,4452800
GE,2011,4483350
GE,2012,4490700
GE,2013,4487200
GE,2014,4504100
GE,2015,
GH,1960,6652285
GH,1961,6866545
GH,1962,7085463
GH,1963,7303432
GH,1964,7513286
GH,1965,7710547
GH,1966,7890992
GH,1967,8057442
GH,1968,8221021
GH,1969,8397346
GH,1970,5800
GH,1971,8827273
GH,1972,9083575
GH,1973,9350111
GH,1974,9604280
GH,1975,9831409
GH,1976,10023471
GH,1977,10189889
GH,1978,10354490
GH,1979,10550770
GH,1980,10802025
GH,1981,11117608
GH,1982,11488112
GH,1983,11895130
GH,1984,12311166
GH,1985,12716238
GH,1986,13103975
GH,1987,13480381
GH,1988,13852597
GH,1989,14232493
GH,1990,14628260
GH,1991,15042736
GH,1992,15471527
GH,1993,15907244
GH,1994,16339344
GH,1995,16760991
GH,1996,17169214
GH,1997,17568583
GH,1998,17969006
GH,1999,18384426
GH,2000,18824994
GH,2001,19293804
GH,2002,19788181
GH,2003,20305396
GH,2004,20840493
GH,2005,21389514
GH,2006,21951891
GH,2007,22528041
GH,2008,23115919
GH,2009,23713164
GH,2010,24317734
GH,2011,24928503
GH,2012,25544565
GH,2013,26164432
GH,2014,26786598
GH,2015,
GN,1960,3577413
GN,1961,3633778
GN,1962,3690960
GN,1963,3749920
GN,1964,3812004
GN,1965,3877804
GN,1966,3948206
GN,1967,4021880
GN,1968,4094528
GN,1969,4160375
GN,1970,5800
GN,1971,4259102
GN,1972,4293208
GN,1973,4319502
GN,1974,4340748
GN,1975,4359735
GN,1976,4376768
GN,1977,4393551
GN,1978,4416074
GN,1979,4451872
GN,1980,4506559
GN,1981,4584305
GN,1982,4684992
GN,1983,4804740
GN,1984,4937230
GN,1985,5078689
GN,1986,5223553
GN,1987,5375058
GN,1988,5548270
GN,1989,5763843
GN,1990,6034082
GN,1991,6367110
GN,1992,6751394
GN,1993,7155564
GN,1994,7536389
GN,1995,7863033
GN,1996,8124799
GN,1997,8331366
GN,1998,8497582
GN,1999,8647336
GN,2000,8799165
GN,2001,8955756
GN,2002,9114287
GN,2003,9281572
GN,2004,9464771
GN,2005,9669023
GN,2006,9898301
GN,2007,10152521
GN,2008,10427356
GN,2009,10715770
GN,2010,11012406
GN,2011,11316351
GN,2012,11628767
GN,2013,11948726
GN,2014,12275527
GN,2015,
GM,1960,367929
GM,1961,376736
GM,1962,383525
GM,1963,389070
GM,1964,394552
GM,1965,400865
GM,1966,408182
GM,1967,416342
GM,1968,425509
GM,1969,435800
GM,1970,5800
GM,1971,460193
GM,1972,474538
GM,1973,489860
GM,1974,505512
GM,1975,521070
GM,1976,536409
GM,1977,551823
GM,1978,567828
GM,1979,585155
GM,1980,604371
GM,1981,625413
GM,1982,648202
GM,1983,673230
GM,1984,701097
GM,1985,732092
GM,1986,766598
GM,1987,804134
GM,1988,843060
GM,1989,881146
GM,1990,916811
GM,1991,949490
GM,1992,979701
GM,1993,1008296
GM,1994,1036627
GM,1995,1065746
GM,1996,1095839
GM,1997,1126786
GM,1998,1159001
GM,1999,1192920
GM,2000,1228863
GM,2001,1267103
GM,2002,1307674
GM,2003,1350345
GM,2004,1394727
GM,2005,1440542
GM,2006,1487731
GM,2007,1536424
GM,2008,1586749
GM,2009,1638899
GM,2010,1693002
GM,2011,1749099
GM,2012,1807108
GM,2013,1866878
GM,2014,1928201
GM,2015,
GW,1960,616407
GW,1961,623413
GW,1962,629973
GW,1963,636593
GW,1964,643962
GW,1965,652566
GW,1966,662597
GW,1967,673893
GW,1968,686155
GW,1969,698917
GW,1970,5800
GW,1971,724863
GW,1972,738117
GW,1973,751512
GW,1974,764974
GW,1975,778482
GW,1976,791959
GW,1977,805481
GW,1978,819371
GW,1979,834068
GW,1980,849886
GW,1981,866947
GW,1982,885166
GW,1983,904391
GW,1984,924378
GW,1985,944941
GW,1986,966039
GW,1987,987718
GW,1988,1009967
GW,1989,1032797
GW,1990,1056208
GW,1991,1080191
GW,1992,1104708
GW,1993,1129706
GW,1994,1155111
GW,1995,1180877
GW,1996,1207006
GW,1997,1233520
GW,1998,1260424
GW,1999,1287727
GW,2000,1315455
GW,2001,1343646
GW,2002,1372367
GW,2003,1401716
GW,2004,1431816
GW,2005,1462784
GW,2006,1494603
GW,2007,1527342
GW,2008,1561293
GW,2009,1596832
GW,2010,1634196
GW,2011,1673509
GW,2012,1714620
GW,2013,1757138
GW,2014,1800513
GW,2015,
GQ,1960,252115
GQ,1961,255100
GQ,1962,257940
GQ,1963,260990
GQ,1964,264743
GQ,1965,269427
GQ,1966,275470
GQ,1967,282445
GQ,1968,288701
GQ,1969,292014
GQ,1970,5800
GQ,1971,284915
GQ,1972,274906
GQ,1973,262399
GQ,1974,249587
GQ,1975,238240
GQ,1976,228491
GQ,1977,220352
GQ,1978,215284
GQ,1979,215014
GQ,1980,220605
GQ,1981,232934
GQ,1982,251301
GQ,1983,273199
GQ,1984,295090
GQ,1985,314407
GQ,1986,330247
GQ,1987,343290
GQ,1988,354488
GQ,1989,365451
GQ,1990,377363
GQ,1991,390381
GQ,1992,404081
GQ,1993,418409
GQ,1994,433197
GQ,1995,448332
GQ,1996,463844
GQ,1997,479836
GQ,1998,496330
GQ,1999,513347
GQ,2000,530896
GQ,2001,549007
GQ,2002,567664
GQ,2003,586772
GQ,2004,606201
GQ,2005,625866
GQ,2006,645718
GQ,2007,665798
GQ,2008,686223
GQ,2009,707155
GQ,2010,728710
GQ,2011,750918
GQ,2012,773729
GQ,2013,797082
GQ,2014,820885
GQ,2015,
GR,1960,8331725
GR,1961,8398050
GR,1962,8448233
GR,1963,8479625
GR,1964,8510429
GR,1965,8550333
GR,1966,8613651
GR,1967,8684088
GR,1968,8740765
GR,1969,8772764
GR,1970,5800
GR,1971,8831036
GR,1972,8888628
GR,1973,8929086
GR,1974,8962022
GR,1975,9046541
GR,1976,9188150
GR,1977,9308479
GR,1978,9429959
GR,1979,9548258
GR,1980,9642505
GR,1981,9729350
GR,1982,9789513
GR,1983,9846627
GR,1984,9895801
GR,1985,9934300
GR,1986,9967213
GR,1987,10000595
GR,1988,10036983
GR,1989,10089498
GR,1990,10156902
GR,1991,10256292
GR,1992,10369866
GR,1993,10465528
GR,1994,10553035
GR,1995,10634385
GR,1996,10709173
GR,1997,10776504
GR,1998,10834880
GR,1999,10882580
GR,2000,10917482
GR,2001,10951764
GR,2002,10983723
GR,2003,11018324
GR,2004,11055729
GR,2005,11092913
GR,2006,11127947
GR,2007,11163002
GR,2008,11186439
GR,2009,11187085
GR,2010,11153454
GR,2011,11123213
GR,2012,11092771
GR,2013,11027549
GR,2014,10957740
GR,2015,
GD,1960,89861
GD,1961,91260
GD,1962,92424
GD,1963,93354
GD,1964,94066
GD,1965,94579
GD,1966,94878
GD,1967,94962
GD,1968,94875
GD,1969,94682
GD,1970,5800
GD,1971,94180
GD,1972,93937
GD,1973,93629
GD,1974,93151
GD,1975,92453
GD,1976,91435
GD,1977,90187
GD,1978,89070
GD,1979,88571
GD,1980,89004
GD,1981,90575
GD,1982,93091
GD,1983,95981
GD,1984,98440
GD,1985,99907
GD,1986,100146
GD,1987,99381
GD,1988,98063
GD,1989,96871
GD,1990,96286
GD,1991,96455
GD,1992,97201
GD,1993,98302
GD,1994,99403
GD,1995,100253
GD,1996,100796
GD,1997,101125
GD,1998,101302
GD,1999,101441
GD,2000,101620
GD,2001,101849
GD,2002,102100
GD,2003,102371
GD,2004,102657
GD,2005,102951
GD,2006,103259
GD,2007,103587
GD,2008,103934
GD,2009,104298
GD,2010,104677
GD,2011,105070
GD,2012,105476
GD,2013,105902
GD,2014,106349
GD,2015,
GL,1960,32500
GL,1961,33700
GL,1962,35000
GL,1963,36400
GL,1964,37600
GL,1965,39200
GL,1966,40500
GL,1967,41900
GL,1968,43400
GL,1969,44900
GL,1970,5800
GL,1971,47200
GL,1972,48300
GL,1973,49000
GL,1974,49500
GL,1975,49600
GL,1976,49700
GL,1977,49400
GL,1978,49200
GL,1979,49600
GL,1980,50200
GL,1981,51000
GL,1982,51500
GL,1983,52100
GL,1984,52700
GL,1985,53200
GL,1986,53500
GL,1987,54100
GL,1988,54800
GL,1989,55300
GL,1990,55600
GL,1991,55500
GL,1992,55300
GL,1993,55200
GL,1994,55500
GL,1995,55800
GL,1996,55900
GL,1997,56000
GL,1998,56100
GL,1999,56100
GL,2000,56200
GL,2001,56350
GL,2002,56609
GL,2003,56765
GL,2004,56911
GL,2005,56935
GL,2006,56774
GL,2007,56555
GL,2008,56328
GL,2009,56323
GL,2010,56905
GL,2011,56890
GL,2012,56810
GL,2013,56483
GL,2014,56295
GL,2015,
GT,1960,4127555
GT,1961,4240084
GT,1962,4356579
GT,1963,4476923
GT,1964,4600846
GT,1965,4728203
GT,1966,4858880
GT,1967,4993104
GT,1968,5131461
GT,1969,5274726
GT,1970,5800
GT,1971,5577824
GT,1972,5737720
GT,1973,5901980
GT,1974,6069077
GT,1975,6237963
GT,1976,6408029
GT,1977,6579710
GT,1978,6754258
GT,1979,6933492
GT,1980,7118628
GT,1981,7310397
GT,1982,7508161
GT,1983,7710142
GT,1984,7913814
GT,1985,8117499
GT,1986,8320498
GT,1987,8523785
GT,1988,8729406
GT,1989,8940285
GT,1990,9158547
GT,1991,9385000
GT,1992,9619113
GT,1993,9860063
GT,1994,10106463
GT,1995,10357354
GT,1996,10612300
GT,1997,10871786
GT,1998,11136814
GT,1999,11408815
GT,2000,11688660
GT,2001,11976725
GT,2002,12272208
GT,2003,12573346
GT,2004,12877711
GT,2005,13183505
GT,2006,13490041
GT,2007,13797629
GT,2008,14106687
GT,2009,14418033
GT,2010,14732261
GT,2011,15049280
GT,2012,15368759
GT,2013,15690793
GT,2014,16015494
GT,2015,
GU,1960,66741
GU,1961,68073
GU,1962,69607
GU,1963,71289
GU,1964,73048
GU,1965,74827
GU,1966,76611
GU,1967,78409
GU,1968,80219
GU,1969,82042
GU,1970,5800
GU,1971,85728
GU,1972,87585
GU,1973,89463
GU,1974,91381
GU,1975,93354
GU,1976,95386
GU,1977,97476
GU,1978,99628
GU,1979,101846
GU,1980,104131
GU,1981,106486
GU,1982,108911
GU,1983,111405
GU,1984,113961
GU,1985,116576
GU,1986,119232
GU,1987,121924
GU,1988,124677
GU,1989,127525
GU,1990,130482
GU,1991,133553
GU,1992,136696
GU,1993,139820
GU,1994,142806
GU,1995,145562
GU,1996,148060
GU,1997,150306
GU,1998,152275
GU,1999,153951
GU,2000,155328
GU,2001,156417
GU,2002,157241
GU,2003,157823
GU,2004,158194
GU,2005,158401
GU,2006,158429
GU,2007,158332
GU,2008,158310
GU,2009,158621
GU,2010,159440
GU,2011,160858
GU,2012,162807
GU,2013,165121
GU,2014,167543
GU,2015,
GY,1960,564222
GY,1961,582034
GY,1962,600559
GY,1963,618887
GY,1964,635778
GY,1965,650379
GY,1966,662332
GY,1967,671986
GY,1968,680068
GY,1969,687658
GY,1970,5800
GY,1971,703811
GY,1972,712188
GY,1973,720919
GY,1974,730227
GY,1975,740167
GY,1976,751008
GY,1977,762445
GY,1978,773227
GY,1979,781677
GY,1980,786614
GY,1981,787728
GY,1982,785466
GY,1983,780367
GY,1984,773302
GY,1985,765043
GY,1986,755598
GY,1987,745149
GY,1988,734872
GY,1989,726237
