di-id,year,value
AW,1960,54208
AW,1961,55435
AW,1962,56226
AW,1963,56697
AW,1964,57029
AW,1965,57360
AW,1966,57712
AW,1967,58049
AW,1968,58385
AW,1969,58724
AW,1970,5800
AW,1971,59438
AW,1972,59849
AW,1973,60239
AW,1974,60525
AW,1975,60655
AW,1976,60589
AW,1977,60366
AW,1978,60106
AW,1979,59978
AW,1980,60096
AW,1981,60567
AW,1982,61344
AW,1983,62204
AW,1984,62831
AW,1985,63028
AW,1986,62644
AW,1987,61835
AW,1988,61077
AW,1989,61032
AW,1990,62148
AW,1991,64623
AW,1992,68235
AW,1993,72498
AW,1994,76700
AW,1995,80326
AW,1996,83195
AW,1997,85447
AW,1998,87276
AW,1999,89004
AW,2000,90858
AW,2001,92894
AW,2002,94995
AW,2003,97015
AW,2004,98742
AW,2005,100031
AW,2006,100830
AW,2007,101218
AW,2008,101342
AW,2009,101416
AW,2010,101597
AW,2011,101936
AW,2012,102393
AW,2013,102921
AW,2014,103441
AW,2015,
AD,1960,13414
AD,1961,14376
AD,1962,15376
AD,1963,16410
AD,1964,17470
AD,1965,18551
AD,1966,19646
AD,1967,20755
AD,1968,21888
AD,1969,23061
AD,1970,5800
AD,1971,25560
AD,1972,26892
AD,1973,28231
AD,1974,29514
AD,1975,30706
AD,1976,31781
AD,1977,32769
AD,1978,33746
AD,1979,34819
AD,1980,36063
AD,1981,37502
AD,1982,39112
AD,1983,40862
AD,1984,42704
AD,1985,44597
AD,1986,46515
AD,1987,48458
AD,1988,50431
AD,1989,52449
AD,1990,54511
AD,1991,56674
AD,1992,58904
AD,1993,61003
AD,1994,62707
AD,1995,63854
AD,1996,64291
AD,1997,64147
AD,1998,63888
AD,1999,64161
AD,2000,65399
AD,2001,67770
AD,2002,71046
AD,2003,74783
AD,2004,78337
AD,2005,81223
AD,2006,83373
AD,2007,84878
AD,2008,85616
AD,2009,85474
AD,2010,84419
AD,2011,82326
AD,2012,79316
AD,2013,75902
AD,2014,72786
AD,2015,
AF,1960,8994793
AF,1961,9164945
AF,1962,9343772
AF,1963,9531555
AF,1964,9728645
AF,1965,9935358
AF,1966,10148841
AF,1967,10368600
AF,1968,10599790
AF,1969,10849510
AF,1970,5800
AF,1971,11412821
AF,1972,11716896
AF,1973,12022514
AF,1974,12315553
AF,1975,12582954
AF,1976,12831361
AF,1977,13056499
AF,1978,13222547
AF,1979,13283279
AF,1980,13211412
AF,1981,12996923
AF,1982,12667001
AF,1983,12279095
AF,1984,11912510
AF,1985,11630498
AF,1986,11438949
AF,1987,11337932
AF,1988,11375768
AF,1989,11608351
AF,1990,12067570
AF,1991,12789374
AF,1992,13745630
AF,1993,14824371
AF,1994,15869967
AF,1995,16772522
AF,1996,17481800
AF,1997,18034130
AF,1998,18511480
AF,1999,19038420
AF,2000,19701940
AF,2001,20531160
AF,2002,21487079
AF,2003,22507368
AF,2004,23499850
AF,2005,24399948
AF,2006,25183615
AF,2007,25877544
AF,2008,26528741
AF,2009,27207291
AF,2010,27962207
AF,2011,28809167
AF,2012,29726803
AF,2013,30682500
AF,2014,31627506
AF,2015,
AO,1960,5270844
AO,1961,5367287
AO,1962,5465905
AO,1963,5565808
AO,1964,5665701
AO,1965,5765025
AO,1966,5863568
AO,1967,5962831
AO,1968,6066094
AO,1969,6177703
AO,1970,5800
AO,1971,6437645
AO,1972,6587647
AO,1973,6750215
AO,1974,6923749
AO,1975,7107334
AO,1976,7299508
AO,1977,7501320
AO,1978,7717139
AO,1979,7952882
AO,1980,8211950
AO,1981,8497950
AO,1982,8807511
AO,1983,9128655
AO,1984,9444918
AO,1985,9745209
AO,1986,10023700
AO,1987,10285712
AO,1988,10544904
AO,1989,10820992
AO,1990,11127870
AO,1991,11472173
AO,1992,11848971
AO,1993,12246786
AO,1994,12648483
AO,1995,13042666
AO,1996,13424813
AO,1997,13801868
AO,1998,14187710
AO,1999,14601983
AO,2000,15058638
AO,2001,15562791
AO,2002,16109696
AO,2003,16691395
AO,2004,17295500
AO,2005,17912942
AO,2006,18541467
AO,2007,19183907
AO,2008,19842251
AO,2009,20520103
AO,2010,21219954
AO,2011,21942296
AO,2012,22685632
AO,2013,23448202
AO,2014,24227524
AO,2015,
AL,1960,1608800
AL,1961,1659800
AL,1962,1711319
AL,1963,1762621
AL,1964,1814135
AL,1965,1864791
AL,1966,1914573
AL,1967,1965598
AL,1968,2022272
AL,1969,2081695
AL,1970,5800
AL,1971,2187853
AL,1972,2243126
AL,1973,2296752
AL,1974,2350124
AL,1975,2404831
AL,1976,2458526
AL,1977,2513546
AL,1978,2566266
AL,1979,2617832
AL,1980,2671997
AL,1981,2726056
AL,1982,2784278
AL,1983,2843960
AL,1984,2904429
AL,1985,2964762
AL,1986,3022635
AL,1987,3083605
AL,1988,3142336
AL,1989,3227943
AL,1990,3286542
AL,1991,3266790
AL,1992,3247039
AL,1993,3227287
AL,1994,3207536
AL,1995,3187784
AL,1996,3168033
AL,1997,3148281
AL,1998,3128530
AL,1999,3108778
AL,2000,3089027
AL,2001,3060173
AL,2002,3051010
AL,2003,3039616
AL,2004,3026939
AL,2005,3011487
AL,2006,2992547
AL,2007,2970017
AL,2008,2947314
AL,2009,2927519
AL,2010,2913021
AL,2011,2904780
AL,2012,2900489
AL,2013,2897366
AL,2014,2894475
AL,2015,
AE,1960,92612
AE,1961,100985
AE,1962,112240
AE,1963,125216
AE,1964,138220
AE,1965,150318
AE,1966,161077
AE,1967,171781
AE,1968,185312
AE,1969,205570
AE,1970,5800
AE,1971,275160
AE,1972,324069
AE,1973,382823
AE,1974,451948
AE,1975,531265
AE,1976,622051
AE,1977,722849
AE,1978,827394
AE,1979,927303
AE,1980,1016789
AE,1981,1093108
AE,1982,1158477
AE,1983,1218223
AE,1984,1280278
AE,1985,1350433
AE,1986,1430548
AE,1987,1518991
AE,1988,1613904
AE,1989,1712117
AE,1990,1811458
AE,1991,1913190
AE,1992,2019014
AE,1993,2127863
AE,1994,2238281
AE,1995,2350192
AE,1996,2467726
AE,1997,2595220
AE,1998,2733770
AE,1999,2884188
AE,2000,3050128
AE,2001,3217865
AE,2002,3394060
AE,2003,3625798
AE,2004,3975945
AE,2005,4481976
AE,2006,5171255
AE,2007,6010100
AE,2008,6900142
AE,2009,7705423
AE,2010,8329453
AE,2011,8734722
AE,2012,8952542
AE,2013,9039978
AE,2014,9086139
AE,2015,
AR,1960,20619075
AR,1961,20953079
AR,1962,21287682
AR,1963,21621845
AR,1964,21953926
AR,1965,22283389
AR,1966,22608747
AR,1967,22932201
AR,1968,23261273
AR,1969,23605992
AR,1970,5800
AR,1971,24366442
AR,1972,24782950
AR,1973,25213388
AR,1974,25644505
AR,1975,26066975
AR,1976,26477153
AR,1977,26878567
AR,1978,27277742
AR,1979,27684530
AR,1980,28105889
AR,1981,28543366
AR,1982,28993989
AR,1983,29454739
AR,1984,29920907
AR,1985,30388781
AR,1986,30857242
AR,1987,31326473
AR,1988,31795515
AR,1989,32263559
AR,1990,32729740
AR,1991,33193920
AR,1992,33655149
AR,1993,34110912
AR,1994,34558114
AR,1995,34994818
AR,1996,35419683
AR,1997,35833965
AR,1998,36241578
AR,1999,36648054
AR,2000,37057453
AR,2001,37471535
AR,2002,37889443
AR,2003,38309475
AR,2004,38728778
AR,2005,39145491
AR,2006,39558750
AR,2007,39969903
AR,2008,40381860
AR,2009,40798641
AR,2010,41222875
AR,2011,41655616
AR,2012,42095224
AR,2013,42538304
AR,2014,42980026
AR,2015,
AM,1960,1867396
AM,1961,1934239
AM,1962,2002170
AM,1963,2070427
AM,1964,2138133
AM,1965,2204650
AM,1966,2269475
AM,1967,2332624
AM,1968,2394635
AM,1969,2456370
AM,1970,5800
AM,1971,2580894
AM,1972,2643464
AM,1973,2705584
AM,1974,2766495
AM,1975,2825650
AM,1976,2882831
AM,1977,2938181
AM,1978,2991954
AM,1979,3044564
AM,1980,3096298
AM,1981,3145885
AM,1982,3192877
AM,1983,3239212
AM,1984,3287588
AM,1985,3339147
AM,1986,3396511
AM,1987,3457054
AM,1988,3510439
AM,1989,3542720
AM,1990,3544695
AM,1991,3511912
AM,1992,3449497
AM,1993,3369673
AM,1994,3289943
AM,1995,3223173
AM,1996,3173425
AM,1997,3137652
AM,1998,3112958
AM,1999,3093820
AM,2000,3076098
AM,2001,3060036
AM,2002,3047249
AM,2003,3036420
AM,2004,3025982
AM,2005,3014917
AM,2006,3002161
AM,2007,2988117
AM,2008,2975029
AM,2009,2966108
AM,2010,2963496
AM,2011,2967984
AM,2012,2978339
AM,2013,2992192
AM,2014,3006154
AM,2015,
AS,1960,20012
AS,1961,20478
AS,1962,21118
AS,1963,21883
AS,1964,22701
AS,1965,23518
AS,1966,24320
AS,1967,25116
AS,1968,25886
AS,1969,26615
AS,1970,5800
AS,1971,27916
AS,1972,28490
AS,1973,29014
AS,1974,29491
AS,1975,29932
AS,1976,30325
AS,1977,30690
AS,1978,31105
AS,1979,31670
AS,1980,32456
AS,1981,33488
AS,1982,34740
AS,1983,36165
AS,1984,37687
AS,1985,39247
AS,1986,40835
AS,1987,42448
AS,1988,44049
AS,1989,45591
AS,1990,47044
AS,1991,48379
AS,1992,49597
AS,1993,50725
AS,1994,51807
AS,1995,52874
AS,1996,53926
AS,1997,54942
AS,1998,55899
AS,1999,56768
AS,2000,57522
AS,2001,58176
AS,2002,58729
AS,2003,59117
AS,2004,59262
AS,2005,59117
AS,2006,58648
AS,2007,57904
AS,2008,57031
AS,2009,56226
AS,2010,55636
AS,2011,55316
AS,2012,55227
AS,2013,55302
AS,2014,55434
AS,2015,
AG,1960,54681
AG,1961,55403
AG,1962,56311
AG,1963,57368
AG,1964,58500
AG,1965,59653
AG,1966,60818
AG,1967,62002
AG,1968,63176
AG,1969,64307
AG,1970,5800
AG,1971,66338
AG,1972,67205
AG,1973,67972
AG,1974,68655
AG,1975,69253
AG,1976,69782
AG,1977,70223
AG,1978,70508
AG,1979,70553
AG,1980,70301
AG,1981,69750
AG,1982,68950
AG,1983,67958
AG,1984,66863
AG,1985,65744
AG,1986,64605
AG,1987,63484
AG,1988,62538
AG,1989,61967
AG,1990,61906
AG,1991,62412
AG,1992,63434
AG,1993,64868
AG,1994,66550
AG,1995,68349
AG,1996,70245
AG,1997,72232
AG,1998,74206
AG,1999,76041
AG,2000,77648
AG,2001,78972
AG,2002,80030
AG,2003,80904
AG,2004,81718
AG,2005,82565
AG,2006,83467
AG,2007,84397
AG,2008,85350
AG,2009,86300
AG,2010,87233
AG,2011,88152
AG,2012,89069
AG,2013,89985
AG,2014,90900
AG,2015,
AU,1960,10276477
AU,1961,10483000
AU,1962,10742000
AU,1963,10950000
AU,1964,11167000
AU,1965,11388000
AU,1966,11651000
AU,1967,11799000
AU,1968,12009000
AU,1969,12263000
AU,1970,5800
AU,1971,12937000
AU,1972,13177000
AU,1973,13380000
AU,1974,13723000
AU,1975,13893000
AU,1976,14033000
AU,1977,14192000
AU,1978,14358000
AU,1979,14514000
AU,1980,14692000
AU,1981,14927000
AU,1982,15178000
AU,1983,15369000
AU,1984,15544000
AU,1985,15758000
AU,1986,16018400
AU,1987,16263900
AU,1988,16532200
AU,1989,16814400
AU,1990,17065100
AU,1991,17284000
AU,1992,17495000
AU,1993,17667000
AU,1994,17855000
AU,1995,18072000
AU,1996,18311000
AU,1997,18517000
AU,1998,18711000
AU,1999,18926000
AU,2000,19153000
AU,2001,19413000
AU,2002,19651400
AU,2003,19895400
AU,2004,20127400
AU,2005,20394800
AU,2006,20697900
AU,2007,20827600
AU,2008,21249200
AU,2009,21691700
AU,2010,22031750
AU,2011,22340024
AU,2012,22728254
AU,2013,23125868
AU,2014,23490736
AU,2015,
AT,1960,7047539
AT,1961,7086299
AT,1962,7129864
AT,1963,7175811
AT,1964,7223801
AT,1965,7270889
AT,1966,7322066
AT,1967,7376998
AT,1968,7415403
AT,1969,7441055
AT,1970,5800
AT,1971,7500482
AT,1972,7544201
AT,1973,7586115
AT,1974,7599038
AT,1975,7578903
AT,1976,7565525
AT,1977,7568430
AT,1978,7562305
AT,1979,7549425
AT,1980,7549433
AT,1981,7568710
AT,1982,7574140
AT,1983,7561910
AT,1984,7561434
AT,1985,7564985
AT,1986,7569794
AT,1987,7574586
AT,1988,7585317
AT,1989,7619567
AT,1990,7677850
AT,1991,7754891
AT,1992,7840709
AT,1993,7905633
AT,1994,7936118
AT,1995,7948278
AT,1996,7959017
AT,1997,7968041
AT,1998,7976789
AT,1999,7992324
AT,2000,8011566
AT,2001,8042293
AT,2002,8081957
AT,2003,8121423
AT,2004,8171966
AT,2005,8227829
AT,2006,8268641
AT,2007,8295487
AT,2008,8321496
AT,2009,8343323
AT,2010,8363404
AT,2011,8391643
AT,2012,8429991
AT,2013,8479375
AT,2014,8534492
AT,2015,
AZ,1960,3897889
AZ,1961,4030130
AZ,1962,4167558
AZ,1963,4307315
AZ,1964,4445653
AZ,1965,4579759
AZ,1966,4708485
AZ,1967,4832098
AZ,1968,4950977
AZ,1969,5066080
AZ,1970,5800
AZ,1971,5287272
AZ,1972,5393176
AZ,1973,5496061
AZ,1974,5596160
AZ,1975,5693796
AZ,1976,5789050
AZ,1977,5882395
AZ,1978,5975045
AZ,1979,6068531
AZ,1980,6163990
AZ,1981,6261942
AZ,1982,6362289
AZ,1983,6464775
AZ,1984,6568857
AZ,1985,6674107
AZ,1986,6779970
AZ,1987,6886428
AZ,1988,6994139
AZ,1989,7104058
AZ,1990,7159000
AZ,1991,7271000
AZ,1992,7382000
AZ,1993,7495000
AZ,1994,7597000
AZ,1995,7685000
AZ,1996,7763000
AZ,1997,7838250
AZ,1998,7913000
AZ,1999,7982750
AZ,2000,8048600
AZ,2001,8111200
AZ,2002,8171950
AZ,2003,8234100
AZ,2004,8306500
AZ,2005,8391850
AZ,2006,8484550
AZ,2007,8581300
AZ,2008,8763400
AZ,2009,8947243
AZ,2010,9054332
AZ,2011,9173082
AZ,2012,9295784
AZ,2013,9416801
AZ,2014,9537823
AZ,2015,
BI,1960,2786740
BI,1961,2840375
BI,1962,2894510
BI,1963,2950903
BI,1964,3011957
BI,1965,3079034
BI,1966,3153879
BI,1967,3235125
BI,1968,3317315
BI,1969,3392949
BI,1970,5800
BI,1971,3507593
BI,1972,3547335
BI,1973,3582952
BI,1974,3623853
BI,1975,3676991
BI,1976,3744696
BI,1977,3825484
BI,1978,3917866
BI,1979,4018927
BI,1980,4126544
BI,1981,4239673
BI,1982,4359122
BI,1983,4486613
BI,1984,4624617
BI,1985,4774258
BI,1986,4936429
BI,1987,5108581
BI,1988,5284173
BI,1989,5454475
BI,1990,5613141
BI,1991,5759429
BI,1992,5895131
BI,1993,6019901
BI,1994,6134041
BI,1995,6239030
BI,1996,6333415
BI,1997,6420397
BI,1998,6511920
BI,1999,6623707
BI,2000,6767073
BI,2001,6946720
BI,2002,7159918
BI,2003,7401215
BI,2004,7661613
BI,2005,7934213
BI,2006,8218070
BI,2007,8514578
BI,2008,8821795
BI,2009,9137786
BI,2010,9461117
BI,2011,9790151
BI,2012,10124572
BI,2013,10465959
BI,2014,10816860
BI,2015,
BE,1960,9153489
BE,1961,9183948
BE,1962,9220578
BE,1963,9289770
BE,1964,9378113
BE,1965,9463667
BE,1966,9527807
BE,1967,9580991
BE,1968,9618756
BE,1969,9646032
BE,1970,5800
BE,1971,9673162
BE,1972,9711115
BE,1973,9741720
BE,1974,9772419
BE,1975,9800700
BE,1976,9818227
BE,1977,9830358
BE,1978,9839534
BE,1979,9848382
BE,1980,9859242
BE,1981,9858982
BE,1982,9856303
BE,1983,9855520
BE,1984,9855372
BE,1985,9858308
BE,1986,9861823
BE,1987,9870234
BE,1988,9901664
BE,1989,9937697
BE,1990,9967379
BE,1991,10004486
BE,1992,10045158
BE,1993,10084475
BE,1994,10115603
BE,1995,10136811
BE,1996,10156637
BE,1997,10181245
BE,1998,10203008
BE,1999,10226419
BE,2000,10251250
BE,2001,10286570
BE,2002,10332785
BE,2003,10376133
BE,2004,10421137
BE,2005,10478617
BE,2006,10547958
BE,2007,10625700
BE,2008,10709973
BE,2009,10796493
BE,2010,10920272
BE,2011,11047744
BE,2012,11128246
BE,2013,11182817
BE,2014,11225207
BE,2015,
BJ,1960,2431620
BJ,1961,2466002
BJ,1962,2503232
BJ,1963,2543335
BJ,1964,2586362
BJ,1965,2632360
BJ,1966,2681382
BJ,1967,2733450
BJ,1968,2788551
BJ,1969,2846652
BJ,1970,5800
BJ,1971,2971941
BJ,1972,3039300
BJ,1973,3110074
BJ,1974,3184547
BJ,1975,3262959
BJ,1976,3345501
BJ,1977,3432262
BJ,1978,3523270
BJ,1979,3618509
BJ,1980,3718024
BJ,1981,3822206
BJ,1982,3931355
BJ,1983,4045352
BJ,1984,4163968
BJ,1985,4287263
BJ,1986,4414450
BJ,1987,4546136
BJ,1988,4685375
BJ,1989,4836240
BJ,1990,5001271
BJ,1991,5182525
BJ,1992,5378226
BJ,1993,5582420
BJ,1994,5786794
BJ,1995,5985658
BJ,1996,6176318
BJ,1997,6361301
BJ,1998,6546493
BJ,1999,6740491
BJ,2000,6949366
BJ,2001,7174911
BJ,2002,7414744
BJ,2003,7665681
BJ,2004,7922796
BJ,2005,8182362
BJ,2006,8443717
BJ,2007,8707637
BJ,2008,8973525
BJ,2009,9240982
BJ,2010,9509798
BJ,2011,9779391
BJ,2012,10049792
BJ,2013,10322232
BJ,2014,10598482
BJ,2015,
BF,1960,4829291
BF,1961,4894578
BF,1962,4960325
BF,1963,5027818
BF,1964,5098892
BF,1965,5174869
BF,1966,5256363
BF,1967,5343020
BF,1968,5434040
BF,1969,5528172
BF,1970,5800
BF,1971,5723379
BF,1972,5825171
BF,1973,5930487
BF,1974,6040044
BF,1975,6154548
BF,1976,6274037
BF,1977,6398937
BF,1978,6530820
BF,1979,6671659
BF,1980,6822840
BF,1981,6985158
BF,1982,7158256
BF,1983,7340907
BF,1984,7531244
BF,1985,7727912
BF,1986,7930690
BF,1987,8140076
BF,1988,8356306
BF,1989,8579825
BF,1990,8811033
BF,1991,9050090
BF,1992,9297116
BF,1993,9552473
BF,1994,9816586
BF,1995,10089876
BF,1996,10372809
BF,1997,10665781
BF,1998,10969093
BF,1999,11283016
BF,2000,11607944
BF,2001,11943740
BF,2002,12290984
BF,2003,12651596
BF,2004,13028039
BF,2005,13421929
BF,2006,13834195
BF,2007,14264002
BF,2008,14709011
BF,2009,15165856
BF,2010,15632066
BF,2011,16106851
BF,2012,16590813
BF,2013,17084554
BF,2014,17589198
BF,2015,
BD,1960,48200702
BD,1961,49593610
BD,1962,51030604
BD,1963,52532595
BD,1964,54129390
BD,1965,55835020
BD,1966,57675529
BD,1967,59625294
BD,1968,61585520
BD,1969,63422570
BD,1970,5800
BD,1971,66417450
BD,1972,67578486
BD,1973,68658472
BD,1974,69837960
BD,1975,71247153
BD,1976,72930206
BD,1977,74848466
BD,1978,76948378
BD,1979,79141947
BD,1980,81364176
BD,1981,83599582
BD,1982,85868228
BD,1983,88181211
BD,1984,90559540
BD,1985,93015182
BD,1986,95550798
BD,1987,98149262
BD,1988,100779551
BD,1989,103400571
BD,1990,105983136
BD,1991,108509679
BD,1992,110987459
BD,1993,113442354
BD,1994,115913710
BD,1995,118427768
BD,1996,120987124
BD,1997,123574107
BD,1998,126169583
BD,1999,128746273
BD,2000,131280739
BD,2001,133776064
BD,2002,136228456
BD,2003,138600174
BD,2004,140843786
BD,2005,142929979
BD,2006,144839238
BD,2007,146592687
BD,2008,148252473
BD,2009,149905836
BD,2010,151616777
BD,2011,153405612
BD,2012,155257387
BD,2013,157157394
BD,2014,159077513
BD,2015,
BG,1960,7867374
BG,1961,7943118
BG,1962,8012946
BG,1963,8078145
BG,1964,8144340
BG,1965,8204168
BG,1966,8258057
BG,1967,8310226
BG,1968,8369603
BG,1969,8434172
BG,1970,5800
BG,1971,8536395
BG,1972,8576200
BG,1973,8620967
BG,1974,8678745
BG,1975,8720742
BG,1976,8758599
BG,1977,8804183
BG,1978,8814032
BG,1979,8825940
BG,1980,8861535
BG,1981,8891117
BG,1982,8917457
BG,1983,8939738
BG,1984,8960679
BG,1985,8960547
BG,1986,8958171
BG,1987,8971359
BG,1988,8981446
BG,1989,8876972
BG,1990,8718289
BG,1991,8632367
BG,1992,8540164
BG,1993,8472313
BG,1994,8443591
BG,1995,8406067
BG,1996,8362826
BG,1997,8312068
BG,1998,8256786
BG,1999,8210624
BG,2000,8170172
BG,2001,8020282
BG,2002,7868468
BG,2003,7823557
BG,2004,7781161
BG,2005,7739900
BG,2006,7699020
BG,2007,7545338
BG,2008,7492561
BG,2009,7444443
BG,2010,7395599
BG,2011,7348328
BG,2012,7305888
BG,2013,7265115
BG,2014,7223938
BG,2015,
BH,1960,162501
BH,1961,167924
BH,1962,173107
BH,1963,178048
BH,1964,182774
BH,1965,187348
BH,1966,191782
BH,1967,196203
BH,1968,200953
BH,1969,206469
BH,1970,5800
BH,1971,220808
BH,1972,229588
BH,1973,239860
BH,1974,252139
BH,1975,266686
BH,1976,283843
BH,1977,303236
BH,1978,323511
BH,1979,342829
BH,1980,359902
BH,1981,374125
BH,1982,385950
BH,1983,396447
BH,1984,407223
BH,1985,419425
BH,1986,433487
BH,1987,448994
BH,1988,465235
BH,1989,481126
BH,1990,495944
BH,1991,509654
BH,1992,522748
BH,1993,535692
BH,1994,549151
BH,1995,563730
BH,1996,579855
BH,1997,597834
BH,1998,618054
BH,1999,640904
BH,2000,666855
BH,2001,694893
BH,2002,725365
BH,2003,761595
BH,2004,807989
BH,2005,867014
BH,2006,940808
BH,2007,1026568
BH,2008,1115777
BH,2009,1196774
BH,2010,1261319
BH,2011,1306014
BH,2012,1333577
BH,2013,1349427
BH,2014,1361930
BH,2015,
BS,1960,109526
BS,1961,115108
BS,1962,121083
BS,1963,127331
BS,1964,133697
BS,1965,140049
BS,1966,146364
BS,1967,152607
BS,1968,158629
BS,1969,164250
BS,1970,5800
BS,1971,173867
BS,1972,177844
BS,1973,181489
BS,1974,185097
BS,1975,188882
BS,1976,192905
BS,1977,197118
BS,1978,201511
BS,1979,206038
BS,1980,210660
BS,1981,215404
BS,1982,220275
BS,1983,225185
BS,1984,230016
BS,1985,234684
BS,1986,239132
BS,1987,243391
BS,1988,247576
BS,1989,251855
BS,1990,256338
BS,1991,261117
BS,1992,266133
BS,1993,271165
BS,1994,275903
BS,1995,280151
BS,1996,283792
BS,1997,286968
BS,1998,290054
BS,1999,293572
BS,2000,297891
BS,2001,303138
BS,2002,309170
BS,2003,315757
BS,2004,322539
BS,2005,329243
BS,2006,335801
BS,2007,342259
BS,2008,348587
BS,2009,354780
BS,2010,360830
BS,2011,366711
BS,2012,372388
BS,2013,377841
BS,2014,383054
BS,2015,
BA,1960,3214520
BA,1961,3277096
BA,1962,3341809
BA,1963,3406466
BA,1964,3468083
BA,1965,3524596
BA,1966,3574972
BA,1967,3619997
BA,1968,3661642
BA,1969,3702834
BA,1970,5800
BA,1971,3790948
BA,1972,3838002
BA,1973,3885229
BA,1974,3930283
BA,1975,3971608
BA,1976,4008411
BA,1977,4041623
BA,1978,4073480
BA,1979,4107135
BA,1980,4144726
BA,1981,4185074
BA,1982,4226663
BA,1983,4270598
BA,1984,4318301
BA,1985,4369527
BA,1986,4428460
BA,1987,4491745
BA,1988,4542757
BA,1989,4559256
BA,1990,4526996
BA,1991,4437898
BA,1992,4301169
BA,1993,4141167
BA,1994,3992256
BA,1995,3879278
BA,1996,3810649
BA,1997,3779354
BA,1998,3775898
BA,1999,3784389
BA,2000,3792878
BA,2001,3799747
BA,2002,3808347
BA,2003,3817313
BA,2004,3825872
BA,2005,3833377
BA,2006,3838504
BA,2007,3840418
BA,2008,3839749
BA,2009,3837732
BA,2010,3835258
BA,2011,3832310
BA,2012,3828419
BA,2013,3823533
BA,2014,3817554
BA,2015,
BY,1960,8198000
BY,1961,8271216
BY,1962,8351928
BY,1963,8437232
BY,1964,8524224
BY,1965,8610000
BY,1966,8696496
BY,1967,8785648
BY,1968,8874552
BY,1969,8960304
BY,1970,5800
BY,1971,9115576
BY,1972,9188968
BY,1973,9257272
BY,1974,9317584
BY,1975,9367000
BY,1976,9411000
BY,1977,9463000
BY,1978,9525000
BY,1979,9584000
BY,1980,9643000
BY,1981,9710000
BY,1982,9776000
BY,1983,9843000
BY,1984,9910000
BY,1985,9975000
BY,1986,10043000
BY,1987,10111000
BY,1988,10140000
BY,1989,10170000
BY,1990,10189000
BY,1991,10194000
BY,1992,10216000
BY,1993,10239000
BY,1994,10227000
BY,1995,10194000
BY,1996,10160000
BY,1997,10117000
BY,1998,10069000
BY,1999,10035000
BY,2000,10005000
BY,2001,9928000
BY,2002,9865000
BY,2003,9797000
BY,2004,9730000
BY,2005,9663000
BY,2006,9604000
BY,2007,9560000
BY,2008,9528000
BY,2009,9507000
BY,2010,9490000
BY,2011,9473000
BY,2012,9464000
BY,2013,9466000
BY,2014,9470000
BY,2015,
BZ,1960,92068
BZ,1961,94701
BZ,1962,97389
BZ,1963,100166
BZ,1964,103070
BZ,1965,106121
BZ,1966,109344
BZ,1967,112699
BZ,1968,116061
BZ,1969,119260
BZ,1970,5800
BZ,1971,124792
BZ,1972,127148
BZ,1973,129294
BZ,1974,131306
BZ,1975,133261
BZ,1976,135145
BZ,1977,136991
BZ,1978,138972
BZ,1979,141308
BZ,1980,144151
BZ,1981,147566
BZ,1982,151498
BZ,1983,155820
BZ,1984,160342
BZ,1985,164916
BZ,1986,169570
BZ,1987,174326
BZ,1988,179025
BZ,1989,183470
BZ,1990,187552
BZ,1991,191127
BZ,1992,194321
BZ,1993,197615
BZ,1994,201678
BZ,1995,206962
BZ,1996,213674
BZ,1997,221608
BZ,1998,230289
BZ,1999,239024
BZ,2000,247312
BZ,2001,254989
BZ,2002,262202
BZ,2003,269132
BZ,2004,276085
BZ,2005,283279
BZ,2006,290751
BZ,2007,298403
BZ,2008,306165
BZ,2009,313925
BZ,2010,321609
BZ,2011,329193
BZ,2012,336707
BZ,2013,344193
BZ,2014,351706
BZ,2015,
BM,1960,44400
BM,1961,45500
BM,1962,46600
BM,1963,47700
BM,1964,48900
BM,1965,50100
BM,1966,51000
BM,1967,52000
BM,1968,53000
BM,1969,54000
BM,1970,5800
BM,1971,54600
BM,1972,54200
BM,1973,53800
BM,1974,53400
BM,1975,53000
BM,1976,53200
BM,1977,53400
BM,1978,53600
BM,1979,53800
BM,1980,54670
BM,1981,55050
BM,1982,55449
BM,1983,55930
BM,1984,56423
BM,1985,56898
BM,1986,57382
BM,1987,57849
BM,1988,58347
BM,1989,58841
BM,1990,59326
BM,1991,59021
BM,1992,58595
BM,1993,58910
BM,1994,59320
BM,1995,59746
BM,1996,60129
BM,1997,60497
BM,1998,60943
BM,1999,61285
BM,2000,61833
BM,2001,62504
BM,2002,62912
BM,2003,63325
BM,2004,63740
BM,2005,64154
BM,2006,64523
BM,2007,64888
BM,2008,65273
BM,2009,65636
BM,2010,65124
BM,2011,64564
BM,2012,64798
BM,2013,65001
BM,2014,65181
BM,2015,
BO,1960,3693451
BO,1961,3764815
BO,1962,3838096
BO,1963,3913397
BO,1964,3990855
BO,1965,4070590
BO,1966,4152665
BO,1967,4237126
BO,1968,4324066
BO,1969,4413584
BO,1970,5800
BO,1971,4600596
BO,1972,4698090
BO,1973,4798510
BO,1974,4902173
BO,1975,5009259
BO,1976,5119833
BO,1977,5233677
BO,1978,5350320
BO,1979,5469123
BO,1980,5589572
BO,1981,5711598
BO,1982,5835186
BO,1983,5959962
BO,1984,6085499
BO,1985,6211549
BO,1986,6337893
BO,1987,6464736
BO,1988,6592787
BO,1989,6723046
BO,1990,6856246
BO,1991,6992521
BO,1992,7131699
BO,1993,7273824
BO,1994,7418864
BO,1995,7566716
