"id","year","value","original-value"
"AD",2005,,
"AD",2006,,
"AD",2007,,
"AD",2008,,
"AD",2009,,
"AD",2010,,
"AD",2011,,
"AD",2012,,
"AE",2005,54.5,54.5
"AE",2006,60.06666565,
"AE",2007,65.6333313,
"AE",2008,71.19999695,71.19999695
"AE",2009,73.09999847,73.09999847
"AE",2010,,
"AE",2011,,
"AE",2012,,
"AF",2005,,
"AF",2006,,
"AF",2007,,
"AF",2008,,
"AF",2009,,
"AF",2010,,
"AF",2011,,
"AF",2012,,
"AG",2005,81.59999847,81.59999847
"AG",2006,81.59999847,81.59999847
"AG",2007,81.59999847,81.59999847
"AG",2008,81.59999847,81.59999847
"AG",2009,,
"AG",2010,,
"AG",2011,,
"AG",2012,,
"AL",2005,27.79999924,27.79999924
"AL",2006,28.39999962,28.39999962
"AL",2007,33.70000076,33.70000076
"AL",2008,38.09999847,38.09999847
"AL",2009,36.90000153,36.90000153
"AL",2010,37.70000076,37.70000076
"AL",2011,,
"AL",2012,,
"AM",2005,37.79999924,37.79999924
"AM",2006,38.20000076,38.20000076
"AM",2007,38.90000153,38.90000153
"AM",2008,42.5,42.5
"AM",2009,43.5,43.5
"AM",2010,44,44
"AM",2011,44.40000153,44.40000153
"AM",2012,,
"AO",2005,,
"AO",2006,,
"AO",2007,,
"AO",2008,,
"AO",2009,,
"AO",2010,,
"AO",2011,,
"AO",2012,,
"AR",2005,75.09999847,75.09999847
"AR",2006,75.09999847,75.09999847
"AR",2007,74.5,74.5
"AR",2008,74.30000305,74.30000305
"AR",2009,75.19999695,75.19999695
"AR",2010,75,75
"AR",2011,74.40000153,74.40000153
"AR",2012,75.30000305,75.30000305
"AS",2005,,
"AS",2006,,
"AS",2007,,
"AS",2008,,
"AS",2009,,
"AS",2010,,
"AS",2011,,
"AS",2012,,
"AT",2005,66.90000153,66.90000153
"AT",2006,66.30000305,66.30000305
"AT",2007,67,67
"AT",2008,68.40000153,68.40000153
"AT",2009,69.80000305,69.80000305
"AT",2010,69.90000153,69.90000153
"AT",2011,68.69999695,68.69999695
"AT",2012,68.90000153,68.90000153
"AU",2005,75.09999847,75.09999847
"AU",2006,75.09999847,75.09999847
"AU",2007,75.30000305,75.30000305
"AU",2008,75.09999847,75.09999847
