counter-from,country-to,sector,year,oda-gross-bl-sector
1,CD,M,2006,135328618
1,CM,M,2006,11885237
1,ET,M,2006,19398797
1,GH,M,2006,14234103
1,MR,M,2006,5335492
1,SN,M,2006,7491010
1,TZ,M,2006,1368233
1,UG,M,2006,937304
1,ZM,M,2006,15651526
2,65,A,2006,1366902
2,65,B,2006,5957347
2,65,D,2006,1735411
2,65,E,2006,9118792
2,65,F,2006,10708551
2,65,G,2006,1230742
2,65,H,2006,4672606
2,65,I,2006,186012
2,65,J,2006,2419106
2,65,K,2006,3497618
2,65,M,2006,76578480
2,AO,A,2006,769851
2,AO,C,2006,264749
2,AO,E,2006,59647
2,AO,H,2006,896602
2,AO,J,2006,296519
2,AO,K,2006,498184
2,BF,A,2006,4690871
2,BF,B,2006,4314120
2,BF,C,2006,8591918
2,BF,D,2006,1506876
2,BF,F,2006,6443029
2,BF,H,2006,1480106
2,BF,J,2006,1974506
2,BF,K,2006,5457903
2,BF,L,2006,5879424
2,BF,M,2006,333606563
2,BI,D,2006,574661
2,BI,H,2006,2201595
2,BI,K,2006,499729
2,BI,M,2006,7254367
2,BJ,A,2006,305166
2,BJ,B,2006,597588
2,BJ,C,2006,81937
2,BJ,D,2006,8678
2,BJ,E,2006,1449620
2,BJ,F,2006,7608993
2,BJ,H,2006,12292614
2,BJ,K,2006,1811623
2,BJ,L,2006,1005276
2,BJ,M,2006,296277930
2,BJ,N,2006,103932
2,CD,A,2006,2715589
2,CD,D,2006,93563
2,CD,K,2006,6960007
2,CD,L,2006,808730
2,CD,M,2006,5848886
2,CG,D,2006,36711
2,CI,D,2006,507723
2,CI,F,2006,510190
2,CI,H,2006,3925
2,CI,K,2006,789409
2,CM,A,2006,593412
2,CM,B,2006,3491503
2,CM,C,2006,166389
2,CM,D,2006,5028292
2,CM,E,2006,3975646
2,CM,F,2006,5546859
2,CM,H,2006,5203945
2,CM,K,2006,855103
2,CM,M,2006,180551059
2,CV,A,2006,13565
2,CV,C,2006,912950
2,CV,E,2006,1063642
2,CV,F,2006,6648
2,DJ,B,2006,41678
2,DJ,C,2006,440330
2,DJ,D,2006,914633
2,DJ,E,2006,3317841
2,DJ,H,2006,437702
2,EG,D,2006,2470874
2,EG,H,2006,521135
2,EG,K,2006,4461267
2,ER,A,2006,1476064
2,ER,H,2006,1263093
2,ER,K,2006,1031508
2,ER,N,2006,4582751
2,ET,A,2006,5744843
2,ET,B,2006,3529576
2,ET,C,2006,1883038
2,ET,F,2006,33556706
2,ET,G,2006,3848172
2,ET,H,2006,6673229
2,ET,J,2006,393371
2,ET,M,2006,800359254
2,GH,A,2006,437306
2,GH,B,2006,1900208
2,GH,C,2006,1081028
2,GH,D,2006,904041
2,GH,F,2006,11013877
2,GH,G,2006,787340
2,GH,H,2006,10582770
2,GH,I,2006,359097
2,GH,K,2006,2061137
2,GH,L,2006,37410326
2,GH,M,2006,416313287
2,GM,A,2006,608050
2,GM,B,2006,3184364
2,GM,C,2006,1713615
2,GM,D,2006,1368004
2,GM,F,2006,607510
2,GM,H,2006,4441617
2,GM,I,2006,195093
2,GM,K,2006,6008
2,GN,A,2006,3760962
2,GN,B,2006,2093603
2,GN,D,2006,3537947
2,GN,E,2006,2294025
2,GN,F,2006,5225497
2,GN,H,2006,2108465
2,GQ,B,2006,886203
2,GQ,D,2006,68452
2,GQ,L,2006,92747
2,GW,B,2006,3510874
2,GW,D,2006,267486
2,GW,H,2006,1189844
2,GW,K,2006,183587
2,GW,M,2006,4076847
2,KE,B,2006,4496290
2,KE,C,2006,388863
2,KE,F,2006,3378705
2,KE,H,2006,7906380
2,KE,J,2006,278930
2,LS,A,2006,1612171
2,LS,B,2006,1822344
2,LS,F,2006,8367678
2,LS,K,2006,2204574
2,LS,L,2006,245940
2,MG,A,2006,1669507
2,MG,B,2006,9658515
2,MG,C,2006,3447473
2,MG,D,2006,198007
2,MG,F,2006,12745639
2,MG,H,2006,2488548
2,MG,J,2006,11061
2,MG,K,2006,4531849
2,MG,M,2006,330769205
2,MG,N,2006,638545
2,ML,A,2006,2890821
2,ML,B,2006,2672017
2,ML,C,2006,2600591
2,ML,D,2006,604236
2,ML,F,2006,1533028
2,ML,H,2006,16064839
2,ML,K,2006,12937792
2,ML,L,2006,59427752
2,ML,M,2006,467146477
2,MR,A,2006,2648637
2,MR,B,2006,2256391
2,MR,C,2006,281522
2,MR,D,2006,82436
2,MR,F,2006,4014880
2,MR,H,2006,2098343
2,MR,M,2006,218169241
2,MW,A,2006,7576204
2,MW,B,2006,1976422
2,MW,C,2006,3304011
2,MW,F,2006,84631
2,MW,H,2006,8204239
2,MW,K,2006,3293935
2,MW,L,2006,3035469
2,MW,M,2006,353098989
2,MZ,A,2006,4048069
2,MZ,B,2006,3027280
2,MZ,C,2006,17349339
2,MZ,E,2006,2838226
2,MZ,F,2006,4119135
2,MZ,G,2006,1061149
2,MZ,H,2006,18717957
2,MZ,I,2006,724051
2,MZ,K,2006,2692258
2,MZ,L,2006,227084
2,MZ,M,2006,442071549
2,NE,A,2006,2271944
2,NE,B,2006,3933840
2,NE,C,2006,1909509
2,NE,F,2006,520096
2,NE,H,2006,4596201
2,NE,J,2006,2267845
2,NE,K,2006,850539
2,NE,L,2006,14915451
2,NE,M,2006,207988705
2,NG,B,2006,896965
2,NG,C,2006,1070445
2,NG,D,2006,117276
2,NG,F,2006,6041898
2,NG,H,2006,930767
2,NG,J,2006,1444276
2,NG,K,2006,935180
2,NG,L,2006,5038433
2,RW,A,2006,5168523
2,RW,B,2006,1084813
2,RW,C,2006,3426548
2,RW,D,2006,9974974
2,RW,F,2006,8577051
2,RW,H,2006,4950362
2,RW,J,2006,199044
2,RW,K,2006,3632765
2,RW,M,2006,234013352
2,SL,A,2006,1344219
2,SL,B,2006,362046
2,SL,D,2006,18754464
2,SL,E,2006,2657962
2,SL,F,2006,1018234
2,SL,H,2006,418079
2,SL,K,2006,55941
2,SL,M,2006,3115545
2,SN,A,2006,2758693
2,SN,B,2006,2098290
2,SN,C,2006,2193673
2,SN,D,2006,124571
2,SN,F,2006,18279
2,SN,H,2006,6270914
2,SN,K,2006,16481649
2,SN,L,2006,1950260
2,SN,M,2006,316743240
2,ST,A,2006,59244
2,ST,C,2006,567258
2,ST,E,2006,76110
2,ST,L,2006,65707
2,ST,M,2006,1887858
2,TD,A,2006,2157142
2,TD,B,2006,727288
2,TD,C,2006,4310251
2,TD,D,2006,3319179
2,TD,H,2006,2551677
2,TD,J,2006,71842
2,TD,K,2006,9020238
2,TD,L,2006,16990864
2,TD,M,2006,405368
2,TG,C,2006,212218
2,TZ,A,2006,9520728
2,TZ,B,2006,5474985
2,TZ,C,2006,17715929
2,TZ,D,2006,166741
2,TZ,F,2006,16873888
2,TZ,H,2006,11082538
2,TZ,I,2006,1999924
2,TZ,J,2006,622709
2,TZ,M,2006,588015734
2,TZ,N,2006,190912
2,UG,A,2006,6054899
2,UG,B,2006,18868338
2,UG,C,2006,8346222
2,UG,D,2006,2081669
2,UG,F,2006,1210165
2,UG,G,2006,5031825
2,UG,H,2006,18222152
2,UG,I,2006,1300655
2,UG,M,2006,438539054
2,ZM,A,2006,1539781
2,ZM,B,2006,1644924
2,ZM,C,2006,14178919
2,ZM,D,2006,10113990
2,ZM,F,2006,3086538
2,ZM,H,2006,6432017
2,ZM,M,2006,270855544
11,55,J,2006,56786313
11,AL,J,2006,845482
11,AM,J,2006,1505653
11,AR,J,2006,5455099
11,BA,J,2006,486442
11,BD,J,2006,1262432
11,BF,J,2006,3219782
11,BI,J,2006,1598309
11,BJ,J,2006,127401
11,BO,J,2006,1389834
11,BR,J,2006,9358217
11,BT,J,2006,683335
11,BY,J,2006,335876
11,CD,J,2006,173729
11,CL,J,2006,1829948
11,CM,J,2006,4574871
11,CN,J,2006,21368702
11,CO,J,2006,4389560
11,CR,J,2006,1216105
11,CV,J,2006,231639
11,DJ,J,2006,23163
11,EC,J,2006,1911022
11,EG,J,2006,57909
11,ET,J,2006,254802
11,GA,J,2006,-11582
11,GD,J,2006,81073
11,GE,J,2006,3335602
11,GH,J,2006,3984191
11,GM,J,2006,532769
11,GN,J,2006,231639
11,GT,J,2006,115819
11,GW,J,2006,1470907
11,HN,J,2006,127401
11,HR,J,2006,2443791
11,ID,J,2006,2756504
11,IN,J,2006,1274014
11,JO,J,2006,440114
11,KE,J,2006,1343506
11,KG,J,2006,150565
11,KH,J,2006,787572
11,KI,J,2006,289548
11,KZ,J,2006,1355088
11,LA,J,2006,486442
11,LK,J,2006,3891536
11,LR,J,2006,347458
11,LS,J,2006,1667801
11,MA,J,2006,2003677
11,MD,J,2006,3509331
11,MG,J,2006,2744922
11,MK,J,2006,138983
11,ML,J,2006,1447744
11,MN,J,2006,521187
11,MR,J,2006,173729
11,MU,J,2006,11581
11,MW,J,2006,23163
11,MX,J,2006,7644088
11,MZ,J,2006,1760456
11,NA,J,2006,1262432
11,NE,J,2006,486442
11,NG,J,2006,3115545
11,NI,J,2006,463278
11,NP,J,2006,46327
11,PA,J,2006,46327
11,PE,J,2006,6937589
11,PH,J,2006,2883906
11,PK,J,2006,1378252
11,PY,J,2006,521187
11,RS,J,2006,961302
11,RW,J,2006,498023
11,SC,J,2006,393786
11,SL,J,2006,104237
11,SN,J,2006,2385882
11,SV,J,2006,-11582
11,SZ,J,2006,-34746
11,TD,J,2006,949720
11,TH,J,2006,231639
11,TJ,J,2006,555933
11,TN,J,2006,2270062
11,TR,J,2006,3451421
11,TZ,J,2006,10678560
11,UA,J,2006,57909
11,UG,J,2006,3833626
11,UY,J,2006,567515
11,VE,J,2006,463278
11,VN,J,2006,2849160
11,YE,J,2006,891810
11,ZA,J,2006,4447469
11,ZM,J,2006,1320342
12,52,B,2006,2640059
12,55,B,2006,249011
12,59,B,2006,3320163
12,61,B,2006,4626677
12,63,B,2006,1913651
12,65,B,2006,9854295
12,AF,B,2006,4480293
12,AM,B,2006,2864147
12,AO,B,2006,13678807
12,AR,B,2006,2102784
12,AZ,B,2006,7135872
12,BA,B,2006,1924526
12,BD,B,2006,14233142
12,BF,B,2006,7075403
12,BI,B,2006,11187112
12,BJ,B,2006,8364544
12,BO,B,2006,6684454
12,BT,B,2006,825990
12,BW,B,2006,3239669
12,BY,B,2006,3262705
12,BZ,B,2006,505274
12,CD,B,2006,28956885
12,CF,B,2006,15157185
12,CG,B,2006,4611551
12,CI,B,2006,6980454
12,CL,B,2006,2586053
12,CM,B,2006,18336906
12,CN,B,2006,75928536
12,CO,B,2006,5211635
12,CR,B,2006,522925
12,CU,B,2006,4664075
12,DJ,B,2006,4041290
12,DO,B,2006,7160947
12,DZ,B,2006,2200570
12,EC,B,2006,7903350
12,EG,B,2006,1403246
12,ER,B,2006,6850863
12,ET,B,2006,151285792
12,GA,B,2006,6410935
12,GE,B,2006,2377971
12,GH,B,2006,29618388
12,GM,B,2006,7140134
12,GN,B,2006,-1662231
12,GQ,B,2006,5119975
12,GT,B,2006,8349418
12,GW,B,2006,1408087
12,GY,B,2006,2891781
12,HN,B,2006,8218264
12,HR,B,2006,1831361
12,HT,B,2006,30370242
12,ID,B,2006,40399889
12,IN,B,2006,56839358
12,IR,B,2006,1966094
12,JM,B,2006,6870344
12,JO,B,2006,590390
12,KE,B,2006,64511719
12,KG,B,2006,4266015
12,KH,B,2006,25682377
12,KM,B,2006,804459
12,KZ,B,2006,6289811
12,LA,B,2006,8318806
12,LK,B,2006,1116175
12,LR,B,2006,11711230
12,LS,B,2006,5278474
12,MA,B,2006,2789964
12,MD,B,2006,2490119
12,ME,B,2006,763679
12,MG,B,2006,11752740
12,MK,B,2006,3759443
12,ML,B,2006,8716369
12,MN,B,2006,1964681
12,MR,B,2006,3442075
12,MW,B,2006,33837566
12,MZ,B,2006,27087268
12,NA,B,2006,26657728
12,NE,B,2006,12080277
12,NG,B,2006,47752703
12,NI,B,2006,4552772
12,NP,B,2006,6358758
12,PA,B,2006,72653
12,PE,B,2006,14741717
12,PG,B,2006,1021447
12,PH,B,2006,23348521
12,PK,B,2006,7280253
12,PY,B,2006,335448
12,RS,B,2006,4650594
12,RW,B,2006,60547089
12,SD,B,2006,39175213
12,SL,B,2006,8099410
12,SN,B,2006,15661359
12,SO,B,2006,14800415
12,SR,B,2006,2130407
12,ST,B,2006,1210059
12,SV,B,2006,3646415
12,SZ,B,2006,12684716
12,TD,B,2006,3575012
12,TG,B,2006,9692345
12,TH,B,2006,37248127
12,TJ,B,2006,3405823
12,TL,B,2006,1553371
12,TR,B,2006,3032236
12,TZ,B,2006,72042617
12,UA,B,2006,29777153
12,UG,B,2006,32099949
12,UZ,B,2006,6538301
12,VN,B,2006,5365883
12,YE,B,2006,4768845
12,ZA,B,2006,11895418
12,ZM,B,2006,29767390
12,ZW,B,2006,4890004
15,51,B,2006,6502492
15,51,E,2006,941037
15,54,B,2006,1986980
15,54,D,2006,84432
15,54,E,2006,39401
15,65,B,2006,6660265
15,65,D,2006,7376
15,65,E,2006,1869548
15,65,F,2006,127122
15,65,G,2006,778689
15,65,I,2006,213165
15,67,B,2006,1322226
15,67,E,2006,277620
15,AF,A,2006,17334063
15,AF,B,2006,30762903
15,AF,C,2006,12011358
15,AF,D,2006,16234922
15,AF,E,2006,341001
15,AF,F,2006,47380375
15,AF,G,2006,7394940
15,AF,H,2006,23593090
15,AF,I,2006,10840351
15,AL,A,2006,274129
15,AL,B,2006,317692
15,AL,C,2006,5830524
15,AL,D,2006,3849172
15,AL,E,2006,2826649
15,AL,F,2006,34158238
15,AL,H,2006,5102216
15,AL,J,2006,634086
15,AM,A,2006,5174803
15,AM,B,2006,10295760
15,AM,C,2006,7577456
15,AM,D,2006,7872897
15,AM,E,2006,7919150
15,AM,F,2006,4146431
15,AM,G,2006,5727588
15,AM,H,2006,20650719
15,AM,I,2006,4712813
15,AM,J,2006,14022
15,AO,A,2006,4852146
15,AO,B,2006,6272542
15,AO,C,2006,9552115
15,AO,D,2006,4403157
15,AO,E,2006,12105554
15,AO,G,2006,812562
15,AO,H,2006,1068174
15,AZ,A,2006,9144405
15,AZ,B,2006,2519237
15,AZ,C,2006,4807256
15,AZ,D,2006,6993654
15,AZ,E,2006,5075836
15,AZ,F,2006,16953559
15,AZ,G,2006,7406490
15,AZ,H,2006,13018527
15,AZ,I,2006,3469883
15,BA,A,2006,1982385
15,BA,B,2006,3147761
15,BA,C,2006,8571087
15,BA,D,2006,1498808
15,BA,E,2006,5216344
15,BA,F,2006,6182124
15,BA,G,2006,75810
15,BA,H,2006,3129039
15,BA,I,2006,1069122
15,BD,A,2006,143658018
15,BD,B,2006,122124911
15,BD,C,2006,7920798
15,BD,D,2006,58479654
15,BD,E,2006,28157013
15,BD,F,2006,77314895
15,BD,G,2006,6065488
15,BD,H,2006,13473883
15,BD,I,2006,10103028
15,BF,A,2006,18843047
15,BF,B,2006,28449568
15,BF,C,2006,33490582
15,BF,D,2006,22383268
15,BF,E,2006,12366464
15,BF,F,2006,37836184
15,BF,G,2006,5659873
15,BF,H,2006,15501529
15,BF,I,2006,11807103
15,BF,M,2006,957709575
15,BI,A,2006,5547481
15,BI,B,2006,13459306
15,BI,C,2006,3529388
15,BI,D,2006,16993493
15,BI,E,2006,21819678
15,BI,F,2006,13425734
15,BI,G,2006,9353723
15,BI,H,2006,23148454
15,BI,I,2006,3302446
15,BI,J,2006,1643911
15,BI,M,2006,23949579
15,BJ,A,2006,1317371
15,BJ,B,2006,8301026
15,BJ,C,2006,4587928
15,BJ,D,2006,2288582
15,BJ,E,2006,1674603
15,BJ,F,2006,6741816
15,BJ,G,2006,2910057
15,BJ,H,2006,7094564
15,BJ,I,2006,1996928
15,BJ,M,2006,803447832
15,BO,A,2006,1427881
15,BO,B,2006,8432201
15,BO,D,2006,2145654
15,BO,E,2006,3154055
15,BO,F,2006,15081965
15,BO,G,2006,113447
15,BO,H,2006,4831438
15,BO,I,2006,4166150
15,BO,M,2006,1758301907
15,BT,A,2006,11129920
15,BT,B,2006,4486432
15,BT,C,2006,688079
15,BT,D,2006,4755715
15,BT,E,2006,181977
15,BT,F,2006,2101345
15,BT,G,2006,3296549
15,BT,H,2006,132183
15,BT,I,2006,3949327
15,CD,A,2006,7569496
15,CD,B,2006,49176100
15,CD,C,2006,30205080
15,CD,D,2006,22260339
15,CD,E,2006,63483714
15,CD,F,2006,125113521
15,CD,G,2006,7262148
15,CD,I,2006,6945847
15,CD,M,2006,42714188
15,CF,D,2006,60433698
15,CF,F,2006,4648745
15,CF,H,2006,4648745
15,CF,I,2006,23243728
15,CG,A,2006,5759494
15,CG,B,2006,4266529
15,CG,C,2006,2080734
15,CG,D,2006,1161692
15,CG,E,2006,3289270
15,CG,F,2006,4461177
15,CG,G,2006,111956
15,CG,I,2006,65091
15,CG,M,2006,3074469
15,CM,A,2006,5680940
15,CM,B,2006,12552313
15,CM,D,2006,8695878
15,CM,E,2006,5524172
15,CM,F,2006,26635699
15,CM,G,2006,0
15,CM,H,2006,7910903
15,CM,I,2006,439783
15,CM,M,2006,1055141148
15,CN,A,2006,-953099
15,CN,B,2006,19330233
15,CN,C,2006,2354108
15,CN,D,2006,4214215
15,CN,E,2006,1410992
15,CN,F,2006,231165
15,CN,G,2006,2784
15,CN,H,2006,13126068
15,CN,I,2006,9450
15,CV,A,2006,2386788
15,CV,B,2006,3930862
15,CV,C,2006,2795215
15,CV,D,2006,4401427
15,CV,E,2006,3875958
15,CV,F,2006,5638035
15,CV,G,2006,1985584
15,CV,I,2006,567158
15,DJ,A,2006,1348586
15,DJ,B,2006,7126817
15,DJ,C,2006,817072
15,DJ,E,2006,3013940
15,DJ,F,2006,1855272
15,DJ,I,2006,-14665
15,DJ,J,2006,822976
15,DM,D,2006,4742
15,DM,F,2006,75881
15,EG,A,2006,18017731
15,EG,B,2006,43183116
15,EG,C,2006,678613
15,EG,E,2006,855661
15,EG,G,2006,892628
15,EG,H,2006,1837362
15,EG,I,2006,245181
15,ER,A,2006,5974237
15,ER,B,2006,7860355
15,ER,C,2006,45929
15,ER,E,2006,3624602
15,ER,F,2006,10418873
15,ER,G,2006,466000
15,ER,H,2006,77666
15,ET,A,2006,57736741
15,ET,B,2006,71551779
15,ET,C,2006,22735253
15,ET,D,2006,48466624
15,ET,E,2006,77159469
15,ET,F,2006,87916011
15,ET,G,2006,860807
15,ET,H,2006,34465794
15,ET,I,2006,1131173
15,ET,M,2006,3569379893
15,GD,A,2006,2624720
15,GD,B,2006,884626
15,GD,D,2006,284744
15,GD,E,2006,573145
15,GD,F,2006,75881
15,GD,I,2006,137825
15,GE,A,2006,6740183
15,GE,B,2006,14174805
15,GE,C,2006,4369570
15,GE,D,2006,9230878
15,GE,E,2006,12193384
15,GE,F,2006,20371389
15,GE,G,2006,3838663
15,GE,H,2006,15889744
15,GE,I,2006,5520373
15,GH,A,2006,37138682
15,GH,B,2006,50468136
15,GH,C,2006,14358111
15,GH,D,2006,74480515
15,GH,E,2006,2638695
15,GH,F,2006,77089470
15,GH,G,2006,23146205
15,GH,H,2006,16374952
15,GH,I,2006,18470017
15,GH,M,2006,4397969069
15,GM,A,2006,1051685
15,GM,B,2006,2928151
15,GM,C,2006,1048254
15,GM,D,2006,5426975
15,GM,E,2006,315513
15,GM,F,2006,942125
15,GM,G,2006,155047
15,GM,H,2006,252473
15,GM,I,2006,1456012
15,GN,A,2006,14694401
15,GN,B,2006,6789891
15,GN,C,2006,2014150
15,GN,D,2006,5039806
15,GN,E,2006,1178650
15,GN,F,2006,5531949
15,GN,G,2006,280235
15,GN,H,2006,109100
15,GN,I,2006,139960
15,GN,M,2006,16589431
15,GW,B,2006,3397398
15,GW,C,2006,1039302
15,GW,E,2006,605237
15,GW,F,2006,2078604
15,GW,G,2006,519651
15,GW,H,2006,464640
15,GW,I,2006,519651
15,GW,M,2006,7158266
15,GY,A,2006,490324
15,GY,B,2006,2900663
15,GY,C,2006,1921930
15,GY,D,2006,4928276
15,GY,E,2006,2600338
15,GY,H,2006,1710434
15,GY,M,2006,258147901
15,HN,A,2006,3405408
15,HN,B,2006,6164137
15,HN,C,2006,1300186
15,HN,D,2006,9325818
15,HN,E,2006,937830
15,HN,F,2006,20432881
15,HN,G,2006,15994340
15,HN,H,2006,7356855
15,HN,I,2006,1747460
15,HN,M,2006,1272606825
15,HT,A,2006,99372
15,HT,B,2006,40661
15,HT,C,2006,666791
15,HT,D,2006,13785973
15,HT,E,2006,1263197
15,HT,F,2006,3898144
15,HT,H,2006,1391209
15,HT,J,2006,209605
15,HT,M,2006,1326862
15,ID,A,2006,43586832
15,ID,B,2006,65811432
15,ID,C,2006,35982401
15,ID,D,2006,57227306
15,ID,E,2006,32037051
15,ID,F,2006,47007906
15,ID,G,2006,57526382
15,ID,H,2006,20642355
15,ID,I,2006,5440915
15,IN,A,2006,305120544
15,IN,B,2006,171650715
15,IN,C,2006,104611086
15,IN,D,2006,106764623
15,IN,E,2006,88665727
15,IN,F,2006,190947656
15,IN,G,2006,1145142
15,IN,H,2006,187017200
15,IN,I,2006,6097282
15,KE,A,2006,6487538
15,KE,B,2006,2147885
15,KE,C,2006,5207486
15,KE,D,2006,4485534
15,KE,E,2006,4641022
15,KE,F,2006,7419054
15,KE,G,2006,368782
15,KE,H,2006,31460260
15,KE,I,2006,1539778
15,KG,A,2006,2136855
15,KG,B,2006,3312758
15,KG,C,2006,7422249
15,KG,D,2006,6887271
15,KG,E,2006,155019
15,KG,F,2006,5879314
15,KG,G,2006,3334757
15,KG,H,2006,10337911
15,KG,I,2006,2037867
15,KH,A,2006,3649989
15,KH,B,2006,4631368
15,KH,C,2006,4383153
15,KH,D,2006,4906221
15,KH,E,2006,1471501
15,KH,F,2006,5382374
15,KH,G,2006,47028
15,KH,H,2006,1573647
15,KH,I,2006,2017033
15,KM,A,2006,522264
15,KM,B,2006,1555468
15,KM,C,2006,871518
15,KM,E,2006,-1511
15,KM,F,2006,522491
15,KM,G,2006,-422
15,KM,I,2006,-473
15,LA,A,2006,5981205
15,LA,B,2006,3629594
15,LA,C,2006,600242
15,LA,D,2006,6903297
15,LA,E,2006,7348412
15,LA,F,2006,13631530
15,LA,G,2006,1704568
15,LA,H,2006,11490520
15,LA,I,2006,109091
15,LC,A,2006,6859760
15,LC,B,2006,1630990
15,LC,C,2006,3862269
15,LC,D,2006,4742
15,LC,E,2006,794735
15,LC,F,2006,75881
15,LC,J,2006,2520561
15,LK,A,2006,28004125
15,LK,B,2006,34680426
15,LK,C,2006,7312632
15,LK,D,2006,8292179
15,LK,E,2006,40323163
15,LK,F,2006,52796172
15,LK,G,2006,1183311
15,LK,H,2006,6587024
15,LK,I,2006,2015453
15,LR,C,2006,149243
15,LR,F,2006,1019930
15,LR,I,2006,144169
15,LS,A,2006,6253229
15,LS,B,2006,1927439
15,LS,C,2006,1336663
15,LS,D,2006,1409173
15,LS,E,2006,127957
15,LS,F,2006,2482404
15,LS,G,2006,103433
15,MD,A,2006,1991144
15,MD,B,2006,3358473
15,MD,C,2006,5002334
15,MD,D,2006,2025992
15,MD,E,2006,5454387
15,MD,F,2006,8482272
15,MD,G,2006,2046784
15,MD,H,2006,768239
15,MD,I,2006,1550407
15,ME,A,2006,863678
15,ME,B,2006,3313538
15,ME,C,2006,811976
15,ME,D,2006,1508675
15,ME,E,2006,1432941
15,ME,F,2006,5160587
15,ME,G,2006,3130689
15,MG,A,2006,11980077
15,MG,B,2006,20240102
15,MG,C,2006,5922576
15,MG,D,2006,49015451
15,MG,E,2006,10213418
15,MG,F,2006,70503222
15,MG,G,2006,9574650
15,MG,H,2006,14784665
15,MG,I,2006,20524670
15,MG,M,2006,2201308862
15,MK,B,2006,115336
15,MK,D,2006,283114
15,MK,E,2006,5330410
15,MK,G,2006,283114
15,MK,I,2006,291694
15,ML,A,2006,5237445
15,ML,B,2006,14263230
15,ML,C,2006,4204940
15,ML,D,2006,12955742
15,ML,E,2006,6064808
15,ML,F,2006,36076393
15,ML,G,2006,11445988
15,ML,H,2006,29269353
15,ML,I,2006,8184911
15,ML,M,2006,1467610727
15,MN,A,2006,453291
15,MN,C,2006,607951
15,MN,D,2006,2448040
15,MN,E,2006,2954775
15,MN,F,2006,3062082
15,MN,G,2006,4348790
15,MN,H,2006,1782426
15,MN,I,2006,330172
15,MR,A,2006,17509641
15,MR,B,2006,3696261
15,MR,C,2006,4603899
15,MR,D,2006,4453606
15,MR,E,2006,3335090
15,MR,F,2006,5267155
15,MR,G,2006,443424
15,MR,H,2006,12085032
15,MR,I,2006,7850236
15,MR,M,2006,707949740
15,MV,A,2006,1599874
15,MV,B,2006,114875
15,MV,E,2006,2237414
15,MW,A,2006,1381995
15,MW,B,2006,17046144
15,MW,C,2006,1693088
15,MW,D,2006,11619536
15,MW,E,2006,14146215
15,MW,F,2006,10981253
15,MW,G,2006,3017721
15,MW,H,2006,26516849
15,MW,I,2006,1290906
15,MW,M,2006,2180029372
15,MZ,A,2006,30266104
15,MZ,B,2006,22946841
15,MZ,C,2006,11818548
15,MZ,D,2006,62063250
15,MZ,E,2006,6512346
15,MZ,F,2006,101073678
15,MZ,G,2006,27701086
15,MZ,H,2006,3973390
15,MZ,I,2006,25386711
15,MZ,M,2006,1383273194
15,NE,A,2006,14897150
15,NE,B,2006,21394349
15,NE,C,2006,11287852
15,NE,D,2006,9022662
15,NE,E,2006,11160682
15,NE,F,2006,737306
15,NE,G,2006,1105960
15,NE,H,2006,26499510
15,NE,I,2006,6888
15,NE,M,2006,1129428228
15,NG,A,2006,40550384
15,NG,B,2006,134781856
15,NG,C,2006,40693636
15,NG,D,2006,30081432
15,NG,E,2006,34370658
15,NG,F,2006,83567025
15,NG,G,2006,2625791
15,NG,H,2006,44431775
15,NG,I,2006,7680745
15,NI,A,2006,9741968
15,NI,B,2006,12976283
15,NI,C,2006,-123688
15,NI,D,2006,22841432
15,NI,E,2006,5694537
15,NI,F,2006,1078824
15,NI,G,2006,5347354
15,NI,H,2006,8894487
15,NI,I,2006,4471646
15,NI,M,2006,1129959436
15,NP,A,2006,12950277
15,NP,B,2006,14422419
15,NP,C,2006,11098905
15,NP,D,2006,4563654
15,NP,E,2006,3330305
15,NP,F,2006,17767697
15,NP,G,2006,9464957
15,NP,H,2006,1573037
15,NP,I,2006,53801
15,PK,A,2006,134188903
15,PK,B,2006,92478465
15,PK,C,2006,24740735
15,PK,D,2006,97287413
15,PK,E,2006,362547809
15,PK,F,2006,63826366
15,PK,G,2006,138927895
15,PK,H,2006,58534990
15,PK,I,2006,16374667
15,PK,J,2006,3038563
15,RS,A,2006,3766649
15,RS,B,2006,13183498
15,RS,C,2006,210073
15,RS,D,2006,3986309
15,RS,E,2006,3924928
15,RS,F,2006,12861046
15,RS,G,2006,3402056
15,RS,H,2006,2278048
15,RS,I,2006,9845733
15,RW,A,2006,4890645
15,RW,B,2006,11870014
15,RW,C,2006,8526259
15,RW,D,2006,5289358
15,RW,E,2006,11653229
15,RW,F,2006,6664247
15,RW,G,2006,2772848
15,RW,H,2006,11749094
15,RW,I,2006,1982931
15,RW,M,2006,1015856010
15,SB,B,2006,403965
15,SL,A,2006,5955295
15,SL,B,2006,12878567
15,SL,C,2006,4848604
15,SL,D,2006,15532680
15,SL,E,2006,42337
15,SL,F,2006,6711640
15,SL,G,2006,1659482
15,SL,H,2006,1649195
15,SL,I,2006,3554823
15,SL,M,2006,11122373
15,SN,A,2006,1492067
15,SN,B,2006,15882451
15,SN,C,2006,19095624
15,SN,D,2006,25621872
15,SN,E,2006,23049258
15,SN,F,2006,50399115
15,SN,G,2006,5066283
15,SN,H,2006,5331647
15,SN,I,2006,6121801
15,SN,M,2006,2018035413
15,ST,A,2006,574319
15,ST,B,2006,635564
15,ST,D,2006,1130188
15,ST,E,2006,299455
15,ST,M,2006,1618362
