id,year,value,value-ncu
DZ,1995,95.8593574929,1041
DZ,1996,80.0422548498,1233
DZ,1997,74.7133123638,1298
DZ,1998,74.1953649762,1271
DZ,1999,61.8104376598,1333
DZ,2000,71.7732506624,2144
DZ,2001,85.5328429692,2607
DZ,2002,82.1169239539,2617
DZ,2003,88.5995015081,2971
DZ,2004,89.5346417028,3138
DZ,2005,80.1515475024,3317
DZ,2006,80.6618759989,3659
DZ,2007,101.9612685195,4695
DZ,2008,123.9616011487,6137
DZ,2009,135.2937187833,6699
DZ,2010,123.4101728032,7256
DZ,2011,140.24197326,9514
DZ,2012,166.108217877,12882
DZ,2013,159.70252761,12900
EC,1995,54.6397318818,26
EC,1996,65.3774137632,32
EC,1997,60.6964533504,32
EC,1998,51.9910408647,27
EC,1999,43.4004183467,17
EC,2000,30.5919596356,11
EC,2001,39.2416190874,18
EC,2002,48.897537525,25
EC,2003,49.5198468156,28
EC,2004,47.4956940416,28
EC,2005,50.3843903328,32
EC,2006,58.314918304,40
EC,2007,73.81584,54
EC,2008,73.242650224,61
EC,2009,79.9224392224,67
EC,2010,85.4710754513,77
EC,2011,89.7126504354,86
EC,2012,108,108
EC,2013,133.6026595876,137
EE,1995,431.09543115,108
EE,1996,452.2339548844,148
EE,1997,423.1035946192,176
EE,1998,389.9375471184,173
EE,1999,50.5888035625,25
EE,2000,40.2455795136,24
EE,2001,39.7382131198,26
EE,2002,44.5184234993,29
EE,2003,58.1556703299,33
EE,2004,66.5442425232,36
EE,2005,75.1095804255,43
EE,2006,90.7610702096,56
EE,2007,111.142630137,70
EE,2008,152.2872252096,96
EE,2009,109.2827539564,73
EE,2010,102.5683953833,73
EE,2011,110.0693364078,77
EE,2012,105.4139592898,82
EE,2013,107.984909075,85
EG,1995,45.593051103,45
EG,1996,45.3431953968,48
EG,1997,52.6780070843,59
EG,1998,59.3248791537,69
EG,1999,66.1970788596,78
EG,2000,69.3485671422,86
EG,2001,68.8743336098,94
EG,2002,61.5943416819,103
EG,2003,45.5580964975,95
EG,2004,37.0216924107,103
EG,2005,39.843656654,115
EG,2006,50.9556468801,151
EG,2007,47.9755879902,159
EG,2008,52.6785878997,189
EG,2009,55.5229361742,222
EG,2010,51.4298690372,226
EG,2011,53.5077519492,277
EG,2012,49.1053760605,295
EG,2013,46.869430311,330
ER,1995,32.7798238889,23
ER,1996,21.7969415899,17
ER,1997,28.0466010525,25
ER,1998,27.2101239844,28
ER,1999,24.302991285,30
ER,2000,15.4405283967,27
ER,2001,12.2655638591,29
ER,2002,11.5074311742,39
ER,2003,8.524257196,35
ER,2004,8.0555616248,41
ER,2005,6.2218679688,38
ER,2006,7.935190623,54
ER,2007,7.9453282034,58
ER,2008,8.9680644328,76
ER,2009,6.5622164544,72
ER,2010,6.6156420816,81
ER,2011,6.8460676785,95
ER,2012,6.9594227915,107
ER,2013,6.8042065985,115
ES,1995,974.8566242994,467
ES,1996,1028.320961577,518
ES,1997,985.5297940411,587
ES,1998,1018.0054799546,634
ES,1999,1041.7339972344,696
ES,2000,921.075736245,735
ES,2001,917.4773557437,787
ES,2002,1002.46926023,851
ES,2003,1343.2924261632,992
ES,2004,1516.790890968,1060
ES,2005,1570.6183623003,1143
ES,2006,1659.7739741856,1248
ES,2007,1875.3361476074,1334
ES,2008,2136.5016149421,1449
ES,2009,2134.7376021531,1531
ES,2010,2006.8648019784,1512
ES,2011,2023.3889238532,1454
ES,2012,1759.950378872,1369
ES,2013,1688.3132615461,1279
ET,1995,7.43047774,10
ET,1996,6.9301314,10
ET,1997,8.0998440828,12
ET,1998,8.8911221714,14
ET,1999,9.7313817519,17
ET,2000,11.9971963824,24
ET,2001,11.8215873869,23
ET,2002,12.5075168376,24
ET,2003,11.9705664312,26
ET,2004,12.1330908496,28
ET,2005,14.258596932,36
ET,2006,15.3211852319,43
ET,2007,16.552611328,55
ET,2008,14.6615416399,67
ET,2009,15.1922584025,95
ET,2010,14.95741116,120
ET,2011,15.4881622284,186
ET,2012,13.7946656218,239
ET,2013,14.34657406,280
FI,1995,1566.8139534318,873
FI,1996,1558.7591350977,911
FI,1997,1408.4894549496,948
FI,1998,1362.1140962752,976
FI,1999,1336.0422174244,1009
FI,2000,1195.0713563685,1059
FI,2001,1223.6685187204,1156
FI,2002,1389.5958474462,1257
FI,2003,1751.4631610424,1326
FI,2004,2017.964876646,1398
FI,2005,2149.62449115,1500
FI,2006,2263.0167778572,1581
FI,2007,2485.9345333965,1635
FI,2008,2740.036418227,1730
FI,2009,2617.4307143433,1779
FI,2010,2500.216481539,1790
FI,2011,2698.513719741,1890
FI,2012,2524.8680206504,1964
FI,2013,2650.4730624447,2043
FJ,1995,112.1676786296,88
FJ,1996,127.6817977756,101
FJ,1997,127.884214821,110
FJ,1998,85.2734136905,107
FJ,1999,93.2372091924,119
FJ,2000,104.5131006348,143
FJ,2001,80.7216503474,122
FJ,2002,93.9520578333,141
FJ,2003,103.439497351,145
FJ,2004,127.6068508598,167
FJ,2005,137.951104257,181
FJ,2006,139.9887220875,195
FJ,2007,137.1616452393,183
FJ,2008,134.1559071175,185
FJ,2009,113.6766454005,195
FJ,2010,118.5749756256,208
FJ,2011,116.5612847866,202
FJ,2012,121.7965462194,218
FJ,2013,123.3641061198,234
FM,1995,225.8448560046,159
FM,1996,203.7811044232,146
FM,1997,171.974668636,124
FM,1998,153.167205093,114
FM,1999,165.4144144198,122
FM,2000,167.638980725,125
FM,2001,193.7057633694,146
FM,2002,180.3783424848,136
FM,2003,221.0237433942,166
FM,2004,231.9536961984,176
FM,2005,264.61311768,205
FM,2006,253.1871803314,199
FM,2007,260.3275218273,211
FM,2008,273.8593360043,233
FM,2009,298.6885643739,267
FM,2010,325.3871282396,301
FM,2011,325.9995706477,311
FM,2012,297,297
FM,2013,296.490948362,301
FR,1995,161.6267348928,96
FR,1996,161.97566314,100
FR,1997,145.0836416144,103
FR,1998,139.4526431592,101
FR,1999,135.9665995911,103
FR,2000,122.7337827521,109
FR,2001,120.9087508189,113
FR,2002,140.3847079778,127
FR,2003,119.5282391904,92
FR,2004,137.721706185,98
FR,2005,136.7489462328,99
FR,2006,145.8220348706,107
FR,2007,163.8998703126,113
FR,2008,177.9815961027,117
FR,2009,188.4097463304,131
FR,2010,172.1554445378,127
FR,2011,185.8783318524,132
FR,2012,174.8379935656,136
FR,2013,181.8419658624,138
GA,1995,125.8323611688,24552
GA,1996,130.5082663896,29634
GA,1997,99.2563597148,25957
GA,1998,141.747547782,30804
GA,1999,89.2444218246,24129
GA,2000,72.5858038698,29066
GA,2001,81.264603784,31408
GA,2002,79.2824215053,29471
GA,2003,120.7067290112,37504
GA,2004,122.042107692,36885
GA,2005,93.4687057744,34408
GA,2006,99.5625082518,39997
GA,2007,122.504926272,46040
GA,2008,107.7636148416,43584
GA,2009,124.485702172,43940
GA,2010,124.7358020472,55192
GA,2011,154.2275557092,74658
GA,2012,153.7005374586,78426
GA,2013,176.9127733205,86429
GB,1995,1662.8030155075,725
GB,1996,1686.4301079168,764
GB,1997,1719.3460218732,756
GB,1998,1817.0730311755,805
GB,1999,1901.5723998034,881
GB,2000,1847.7145033725,921
GB,2001,1862.9172638,1000
GB,2002,2073.595247021,1094
GB,2003,2403.489532094,1190
GB,2004,2888.1730691554,1306
GB,2005,3021.9692808262,1402
GB,2006,3196.4258212238,1507
GB,2007,3549.5222537776,1576
GB,2008,3433.3413945983,1699
GB,2009,3085.5400101718,1849
GB,2010,2992.695695183,1871
GB,2011,3045.2138478624,1878
GB,2012,3029.5201950195,1911
GB,2013,2957.6668191717,1923
GD,1995,118.24704304,224
GD,1996,122.2419014586,238
GD,1997,129.1418814781,257
GD,1998,141.552974992,286
GD,1999,184.60764585,375
GD,2000,230.224826076,476
GD,2001,294.7880454967,623
GD,2002,237.6025922592,504
GD,2003,224.6885647524,476
GD,2004,196.5716332925,425
GD,2005,239.278026962,530
GD,2006,252.1653692856,584
GD,2007,241.3729922032,572
GD,2008,225.641877342,577
GD,2009,239.6879100074,613
GD,2010,238.5420916334,613
GD,2011,242.85619225,625
GD,2012,221.2541589555,597
GD,2013,235.2203486465,635
GE,1995,3.0253465002,1
GE,1996,12.9912214314,6
GE,1997,15.4622884784,8
GE,1998,13.6403514032,8
GE,1999,7.5318404098,7
GE,2000,8.452597888,8
GE,2001,10.4997543772,11
GE,2002,10.1777846376,12
GE,2003,7.5514420215,9
GE,2004,8.669311728,10
GE,2005,20.3812232544,24
GE,2006,20.720515699,26
GE,2007,16.2607901967,21
GE,2008,15.0266275422,19
GE,2009,11.5245635648,16
GE,2010,14.3045482239,23
GE,2011,18.007784238,30
GE,2012,18.7739137076,31
GE,2013,23.6004315183,39
GH,1995,222.5676620186,1
GH,1996,229.1136219424,2
GH,1997,132.9983309678,2
GH,1998,146.5187897154,3
GH,1999,108.4893375753,3
GH,2000,46.5549265902,3
GH,2001,55.7569743432,6
GH,2002,37.3862255526,6
GH,2003,37.1271927824,8
GH,2004,52.3078560765,15
GH,2005,48.7274261392,16
GH,2006,61.9988912341,23
GH,2007,56.79697294,25
GH,2008,51.7950326612,31
GH,2009,48.4151594625,45
GH,2010,53.6494617726,59
GH,2011,54.0969268157,71
GH,2012,46.2186395238,83
GH,2013,40.4554592116,92
GM,1995,21.9706440783,73
GM,1996,19.850648298,68
GM,1997,18.0399988782,67
GM,1998,23.597174392,92
GM,1999,22.5011593647,97
GM,2000,20.244646141,101
GM,2001,18.6735303216,132
GM,2002,12.00282459,124
GM,2003,12.0887003769,219
GM,2004,13.9688638664,314
GM,2005,16.236135108,360
GM,2006,18.1129002918,402
GM,2007,21.5513888044,442
GM,2008,25.6098675393,479
GM,2009,21.7686415896,513
GM,2010,21.3523747685,545
GM,2011,20.4620795428,574
GM,2012,18.71650404,600
GM,2013,15.3775760736,624
GN,1995,36.5028960163,5761
GN,1996,22.5503934624,3636
GN,1997,20.766383469,3705
GN,1998,23.8651419368,4924
GN,1999,23.8343605008,5711
GN,2000,19.535951991,6486
GN,2001,19.8633751575,7725
GN,2002,20.5222573785,8313
GN,2003,22.1811002875,9625
GN,2004,13.127205936,7440
GN,2005,5.1299379486,6066
GN,2006,4.3104671565,10005
GN,2007,3.2859548744,6919
GN,2008,5.7455712963,15213
GN,2009,9.1893971214,26974
GN,2010,11.7834177702,47902
GN,2011,7.2049512948,41972
GN,2012,8.305160601,58382
GN,2013,8.0826835299,59359
GQ,1995,45.5257274576,6224
GQ,1996,50.2580305289,7121
GQ,1997,87.9440528028,12333
GQ,1998,141.8327561544,13736
GQ,1999,103.9716061412,14639
GQ,2000,116.1020578122,31134
GQ,2001,110.0858664578,26758
GQ,2002,111.6506003886,25389
GQ,2003,203.324068976,38801
GQ,2004,265.156325798,53780
GQ,2005,227.1753354153,65627
GQ,2006,304.5412930378,99779
GQ,2007,408.102562928,125326
GQ,2008,521.7467677113,188567
GQ,2009,1096.1744409336,290633
GQ,2010,688.0149388452,251522
GQ,2011,626.6260986155,268865
GQ,2012,617.824559576,315416
GQ,2013,577.3833498818,274246
GR,1995,740.8431606748,292
GR,1996,720.6967030773,317
GR,1997,620.181853434,330
GR,1998,492.1145109374,298
GR,1999,535.9748185778,346
GR,2000,402.088187904,320
GR,2001,489.537742302,420
GR,2002,524.1998710431,441
GR,2003,647.7967722622,473
GR,2004,669.9062126974,458
GR,2005,733.653140547,510
GR,2006,788.52988885,557
GR,2007,855.5519805976,572
GR,2008,935.495521821,610
GR,2009,794.490598328,560
GR,2010,662.872673136,496
GR,2011,707.308648224,510
GR,2012,587.5076107085,457
GR,2013,642.8223899778,474
GT,1995,29.695736502,60
GT,1996,23.3820280962,54
GT,1997,29.3398382671,73
GT,1998,33.093081408,96
GT,1999,42.7795890938,149
GT,2000,37.5810752751,147
GT,2001,36.6243978984,156
GT,2002,33.4602362435,151
GT,2003,35.522235964,170
GT,2004,31.8877065414,162
GT,2005,38.7936124,200
GT,2006,47.6745970816,257
GT,2007,45.1187373209,263
GT,2008,47.0955030432,296
GT,2009,48.8207611115,343
GT,2010,53.3384571396,389
GT,2011,45.6535381184,344
GT,2012,42.6364615176,334
GT,2013,46.218764025,375
GW,1995,10.582884936,1710
GW,1996,14.6587199517,2409
GW,1997,9.4607534394,3006
GW,1998,6.2490881536,2176
GW,1999,3.8304133057,1577
GW,2000,2.1832906067,1141
GW,2001,1.7469478516,1004
GW,2002,4.7431490732,2636
GW,2003,5.85223464,2580
GW,2004,4.2454833057,1677
GW,2005,5.5188854714,2302
GW,2006,5.4915222492,2223
GW,2007,7.772177075,3005
GW,2008,7.106279616,2880
GW,2009,11.38001832,4752
GW,2010,13.0899133365,5915
GW,2011,9.0047886452,4414
GW,2012,7.5658507138,3862
GW,2013,6.5649061008,3141
GY,1995,85.1210801371,4669
GY,1996,90.1068621018,5063
GY,1997,99.1398222647,5789
GY,1998,93.768685956,5868
GY,1999,72.1214206045,5963
GY,2000,89.3246574632,8038
GY,2001,86.1811504974,8001
GY,2002,85.7206626802,8389
GY,2003,80.277215711,8405
GY,2004,76.8511419904,8704
GY,2005,71.2453552216,8764
GY,2006,83.596382512,10910
GY,2007,117.554805797,17485
GY,2008,162.0442791366,26418
GY,2009,161.8824302124,27022
GY,2010,140.853631694,25033
GY,2011,153.3029543044,29572
GY,2012,151.343898486,30930
GY,2013,161.12147766,33150
HN,1995,73.2966369667,161
HN,1996,49.4845008755,167
HN,1997,43.3963312437,199
HN,1998,54.8423872651,289
HN,1999,48.6532183734,303
HN,2000,74.2886276085,531
HN,2001,71.6427691919,577
HN,2002,72.98907248,656
HN,2003,85.8683244672,862
HN,2004,72.40861201,812
HN,2005,61.0632911528,758
HN,2006,57.0353118975,747
HN,2007,60.863036795,850
HN,2008,62.3048585138,938
HN,2009,77.5040558048,1256
HN,2010,73.8689590352,1253
HN,2011,73.1163154878,1334
HN,2012,68.881130502,1348
HN,2013,68.9892917233,1433
HR,1995,29.1037182156,79
HR,1996,44.9668494396,132
HR,1997,13.12108666,40
HR,1998,13.925441184,48
HR,1999,14.7993408445,59
HR,2000,11.4269998144,64
HR,2001,10.7064542781,63
HR,2002,9.5847182255,55
HR,2003,11.0258665328,56
HR,2004,13.4746795584,64
HR,2005,125.3790435484,607
HR,2006,164.2141049563,811
HR,2007,273.142537161,1290
HR,2008,265.4263565284,1219
HR,2009,244.2191414845,1235
HR,2010,259.2869938528,1376
HR,2011,53.1293232501,279
HR,2012,49.30281144,288
HR,2013,50.2907506976,289
HT,1995,62.724102714,140
HT,1996,52.5842123807,143
HT,1997,52.4094299838,162
HT,1998,41.7278978732,154
HT,1999,35.7060446549,139
HT,2000,29.8739744664,152
HT,2001,21.0173777125,145
HT,2002,17.394662115,150
HT,2003,12.9062894124,211
HT,2004,16.014716172,312
HT,2005,7.553641892,170
HT,2006,10.3809187455,285
HT,2007,11.4703656008,307
HT,2008,11.4211622216,353
HT,2009,16.9275882301,577
HT,2010,19.3402747161,689
HT,2011,14.240288105,545
HT,2012,6.8543655105,285
HT,2013,5.3927198736,248
HU,1995,189.2692700244,6802
HU,1996,129.1291114512,6888
HU,1997,102.8065966176,8067
HU,1998,86.819475829,8887
HU,1999,78.4386348423,9579
HU,2000,65.7502785045,10485
HU,2001,68.6916513234,12374
HU,2002,95.2494177,16750
HU,2003,125.3155140604,20204
HU,2004,123.112551072,18880
HU,2005,132.1593767018,20447
HU,2006,124.720384592,21052
HU,2007,148.97332996,23140
HU,2008,148.0953717074,22699
HU,2009,113.42687538,21165
HU,2010,109.3392154534,21466
HU,2011,115.001929011,22359
HU,2012,104.2160971124,23462
HU,2013,111.0070348758,25026
ID,1995,60.5845364999,14603
ID,1996,64.976967828,17730
ID,1997,48.8314243501,18631
ID,1998,13.2223655018,30433
ID,1999,19.0759116744,39319
ID,2000,16.4535679426,44098
ID,2001,18.4267487734,68773
ID,2002,18.6452196427,66871
ID,2003,24.8620153163,86617
ID,2004,22.5799950348,88956
ID,2005,16.8640978926,82558
ID,2006,19.7884768098,104334
ID,2007,27.1043701,158570
ID,2008,24.4775218691,179447
ID,2009,23.4465257898,199833
ID,2010,30.6313461316,246781
ID,2011,32.1581374519,270313
ID,2012,35.19124672,329920
ID,2013,32.8866361507,358208
IE,1995,1355.0323519482,703
IE,1996,1425.5800295766,746
IE,1997,1519.0307290496,872
IE,1998,1484.6979722126,967
IE,1999,1524.1440382515,1095
IE,2000,1434.23077686,1266
IE,2001,1590.5600681789,1547
IE,2002,1838.4734190185,1787
IE,2003,2333.0788865748,1971
IE,2004,2728.6701384704,2152
IE,2005,2797.3810023244,2267
IE,2006,2860.6110436414,2369
IE,2007,3334.1263437322,2581
IE,2008,3867.1789360772,2719
IE,2009,3600.230589095,2570
IE,2010,3008.9609394106,2218
IE,2011,2957.6629034224,2098
IE,2012,2752.4097652589,2141
IE,2013,2831.0991383209,2153
IL,1995,,
IL,1996,,
IL,1997,,
IL,1998,322.734767446,910
IL,1999,299.6397474822,978
IL,2000,317.0808326786,1042
IL,2001,342.1165869602,1178
IL,2002,285.57645039,1155
IL,2003,296.161671015,1146
IL,2004,292.0592018022,1113
IL,2005,289.752100807,1118
IL,2006,304.41644248,1180
IL,2007,331.2554598344,1192
IL,2008,399.8395941804,1284
IL,2009,375.5415526016,1372
IL,2010,410.4254342928,1446
IL,2011,430.1743555492,1478
IL,2012,403.7946452793,1557
IL,2013,423.7180651958,1567
IN,1995,9.4709561254,119
IN,1996,8.9960097255,129
IN,1997,9.1362594908,146
IN,1998,8.6495995625,169
IN,1999,9.2051252239,191
IN,2000,8.866303563,201
IN,2001,8.432303575,206
IN,2002,8.0466207687,207
IN,2003,8.6371975896,219
IN,2004,9.0416649924,237
IN,2005,9.9916822269,269
IN,2006,10.6545690576,312
IN,2007,13.1353032884,362
IN,2008,12.5911772804,431
IN,2009,16.9408184292,634
IN,2010,18.102304276,709
IN,2011,17.7571809932,794
IN,2012,16.3024209165,887
IN,2013,16.8043847572,1087
IQ,1995,,
IQ,1996,,32
IQ,1997,,41
IQ,1998,,425
IQ,1999,,837
IQ,2000,,656
IQ,2001,,723
IQ,2002,,466
IQ,2003,,15678
IQ,2004,111.5619195264,57792
IQ,2005,78.3487410127,54287
IQ,2006,67.163047916,54862
IQ,2007,104.4178436022,83883
IQ,2008,127.075092851,128285
IQ,2009,162.7695889815,126705
IQ,2010,136.5793517328,124968
IQ,2011,129.5556688272,144231
IQ,2012,170.8350888498,199194
IQ,2013,190.2694477243,225977
IR,1995,269.3648506526,29009
IR,1996,225.8892403656,33278
IR,1997,201.9799922495,41579
IR,1998,175.074534992,48208
IR,1999,125.4267065688,55758
IR,2000,87.6735206711,71099
IR,2001,102.8342839152,91218
IR,2002,78.49157836,121850
IR,2003,72.7066723608,133128
IR,2004,68.5072305782,161257
IR,2005,93.7548238421,275813
IR,2006,85.9808836659,296273
IR,2007,88.1406628076,369707
IR,2008,121.120995897,606870
IR,2009,149.6085608919,809391
IR,2010,133.8449836152,857252
IR,2011,133.86852727,1274908
IR,2012,73.7525917973,1258734
IR,2013,50.7160862191,1714387
IS,1995,2699.02113708,76575
IS,1996,2666.1917750382,79818
IS,1997,2749.4104585558,90137
IS,1998,2996.2553973147,103563
IS,1999,3431.327283306,124605
IS,2000,3067.338677186,125636
IS,2001,2565.1100718244,141521
IS,2002,2949.825714247,161141
IS,2003,3635.660043576,167376
IS,2004,3945.4681881428,170357
IS,2005,4502.0785525715,179005
IS,2006,4045.2221740616,194488
IS,2007,4619.2578031152,215192
IS,2008,3270.7794157026,233889
IS,2009,2191.5620965051,238579
IS,2010,2000.6246246016,230218
IS,2011,2086.6034652966,235386
IS,2012,1990.6455328692,249036
IS,2013,1970.7786837289,245143
IT,1995,1500.6099946151,857
IT,1996,1622.42597448,920
IT,1997,1559.0403388,1000
IT,1998,1557.019262788,1045
IT,1999,1532.626832016,1096
IT,2000,1458.994726126,1228
IT,2001,1505.5659061855,1345
IT,2002,1621.7230622952,1418
IT,2003,1937.5364053326,1459
IT,2004,2277.280109093,1597
IT,2005,2368.7384282672,1688
IT,2006,2467.0529523778,1774
IT,2007,2629.058605929,1773
IT,2008,2922.4459826638,1882
IT,2009,2742.2569379415,1905
IT,2010,2652.945951737,1942
IT,2011,2674.1344441944,1892
IT,2012,2400.166267797,1867
IT,2013,2418.2613112899,1847
JM,1995,271.8877904715,1785
JM,1996,333.336460365,2742
JM,1997,409.204485684,3537
JM,1998,384.2226549024,3748
JM,1999,284.6173867096,3173
JM,2000,317.4741074,4285
JM,2001,226.803884773,3557
JM,2002,273.6669401446,4993
JM,2003,195.15192645,4740
JM,2004,219.0119193458,6362
JM,2005,157.1716461186,5183
JM,2006,177.6514948391,6719
JM,2007,187.988763573,8287
JM,2008,200.8457797992,10614
JM,2009,159.388314435,11298
JM,2010,161.5408831392,12494
JM,2011,154.974818948,12524
JM,2012,173.8905475204,15476
JM,2013,159.5474143625,17443
JO,1995,155.132350228,53
JO,1996,155.823906403,55
JO,1997,148.3233962327,53
JO,1998,153.1366271326,58
JO,1999,145.765560149,55
JO,2000,138.3912380396,52
JO,2001,150.5443930368,57
JO,2002,154.3820878217,59
JO,2003,146.0442339225,57
JO,2004,166.4938668491,67
JO,2005,172.9703466505,71
JO,2006,171.7262730378,78
JO,2007,197.0063376068,94
JO,2008,193.9583703882,111
JO,2009,229.4092364355,135
JO,2010,200.5953086848,128
JO,2011,190.1330679564,129
JO,2012,225.665118816,160
JO,2013,191.2364857872,144
JP,1995,346.5827580104,39224
JP,1996,296.0528075274,38533
JP,1997,272.0746735894,39622
JP,1998,255.6949506498,40266
JP,1999,305.1250854676,41278
JP,2000,297.67129485,37623
JP,2001,267.1306230024,37619
JP,2002,256.420240496,36680
JP,2003,283.108935119,36802
JP,2004,301.7767421526,36114
JP,2005,301.8362774014,36337
JP,2006,267.3311429082,33578
JP,2007,259.0169260644,32634
JP,2008,297.6259394304,32498
JP,2009,363.9962780498,35801
JP,2010,407.4581443692,36782
JP,2011,480.030468204,38668
JP,2012,511.7529534741,40833
JP,2013,426.1801150512,41343
KE,1995,18.640722609,295
KE,1996,19.8152981625,375
KE,1997,18.0711850108,388
KE,1998,22.0418879912,539
KE,1999,14.5193754196,421
KE,2000,17.9369859522,597
KE,2001,16.3607463447,571
KE,2002,15.5566645968,552
KE,2003,15.7242236008,572
KE,2004,14.4590744064,593
KE,2005,16.1748968734,667
KE,2006,17.577311959,751
KE,2007,19.2475964674,826
KE,2008,15.7101340135,809
KE,2009,16.602182184,1052
KE,2010,14.3099874,955
KE,2011,12.784329012,1065
KE,2012,14.7757775389,1249
KE,2013,15.1800245909,1391
KG,1995,93.8446870824,108
KG,1996,69.352208604,126
KG,1997,55.300353537,165
KG,1998,45.2172821982,173
KG,1999,20.8825468623,207
KG,2000,15.6974881896,246
KG,2001,15.4159441962,263
KG,2002,16.9032225765,285
KG,2003,18.2466765436,298
KG,2004,20.5018515317,343
KG,2005,23.0076495087,397
KG,2006,15.2216065142,281
KG,2007,19.9436729835,393
KG,2008,18.3592306008,438
KG,2009,18.4164841928,536
KG,2010,17.6300266232,604
KG,2011,16.6926223091,703
KG,2012,18.1626045272,854
KG,2013,18.0515410112,892
KH,1995,6.3083445597,8171
KH,1996,14.0372072379,20139
KH,1997,9.950448695,16885
KH,1998,5.3642283678,12634
KH,1999,5.180289741,12573
KH,2000,6.2700989514,14893
KH,2001,6.306169065,15650
KH,2002,7.7975268063,19459
KH,2003,13.0501138626,33678
KH,2004,13.6539722091,37313
KH,2005,10.012108762,29542
KH,2006,6.72011808,20800
KH,2007,8.283843,27000
KH,2008,8.3720299455,30615
KH,2009,9.6709728092,37057
KH,2010,10.7376596085,42839
KH,2011,11.2450422688,44852
KH,2012,13.744154072,55210
KH,2013,15.4041367062,62526
KI,1995,108.4043410996,91
KI,1996,113.6983650628,98
KI,1997,110.9164140158,106
KI,1998,74.6422024391,89
KI,1999,92.0881043916,114
KI,2000,76.1631161252,107
KI,2001,74.2371340173,123
KI,2002,77.5951115828,133
KI,2003,104.6956236812,151
KI,2004,126.228760872,155
KI,2005,121.943302108,145
KI,2006,112.3358665494,141
KI,2007,139.5363274968,156
KI,2008,157.281000894,186
KI,2009,116.9896638168,152
KI,2010,131.098072584,146
KI,2011,146.5871235984,144
KI,2012,143.9349112454,139
KI,2013,136.780850847,142
KM,1995,27.1397314226,5366
KM,1996,23.960711152,5026
KM,1997,20.3692845216,4902
KM,1998,16.7740456169,4147
KM,1999,14.411669888,3920
KM,2000,9.5374789822,3107
KM,2001,6.7009279168,2444
KM,2002,10.7625139356,3873
KM,2003,13.940092954,4405
KM,2004,17.135373253,5009
KM,2005,19.0940036096,5696
KM,2006,21.4629469521,6477
KM,2007,25.2846931288,7364
KM,2008,29.2973400424,8374
KM,2009,15.1870818177,4797
KM,2010,12.108946876,4196
KM,2011,14.2395770447,4909
KM,2012,21.0615380734,8063
KM,2013,16.3675432096,6248
KN,1995,289.7774557042,466
KN,1996,298.1034625316,484
KN,1997,294.3856154388,501
KN,1998,301.4184791824,529
KN,1999,310.5002148884,556
KN,2000,350.7093148195,637
KN,2001,320.1771832614,606
KN,2002,294.105895665,575
KN,2003,276.7865109465,545
KN,2004,253.97485012,521
KN,2005,278.616118788,570
KN,2006,350.2887639848,802
KN,2007,334.0578358905,785
KN,2008,321.0247286874,783
KN,2009,330.3316874872,808
KN,2010,362.6997102278,902
KN,2011,313.9137502776,836
KN,2012,323.7692307434,874
KN,2013,308.1109653429,849
KR,1995,,26938
KR,1996,,33910
KR,1997,,40234
KR,1998,,45845
KR,1999,,59688
KR,2000,,63564
KR,2001,,78662
KR,2002,,86108
KR,2003,,92158
KR,2004,,100847
KR,2005,,123730
KR,2006,,150421
KR,2007,,164453
KR,2008,,177857
KR,2009,,208425
KR,2010,,229573
KR,2011,,223247
KR,2012,,234967
KR,2013,,243903
KW,1995,1549.0154752382,158
KW,1996,1387.2641056048,164
KW,1997,1454.7986075776,166
KW,1998,1695.386966469,161
KW,1999,1312.1854635309,147
KW,2000,852.5330106264,116
KW,2001,1267.4021690319,159
KW,2002,1231.0281152498,161
KW,2003,1301.396277895,175
KW,2004,1186.40753084,175
KW,2005,1090.3513763025,195
KW,2006,1080.171219544,223
KW,2007,1014.9911363542,214
KW,2008,937.9059221664,222
KW,2009,1719.7905218123,361
KW,2010,1110.916413189,258
KW,2011,1177.6466605332,307
KW,2012,1196.9334580595,335
KW,2013,1210.6621196078,353
KZ,1995,334.5409460646,1926
KZ,1996,249.0310024737,2199
KZ,1997,208.1968932411,2393
KZ,1998,230.5930496715,2907
KZ,1999,144.6841475498,3154
KZ,2000,124.183650528,3780
KZ,2001,126.7929045768,4389
KZ,2002,130.483401984,4992
KZ,2003,150.997303669,6299
KZ,2004,205.1527849092,9039
KZ,2005,250.4654481854,12706
KZ,2006,264.3133801308,15466
KZ,2007,226.6406670833,14891
KZ,2008,299.113339751,23330
KZ,2009,286.065630864,28640
KZ,2010,289.619364468,34629
KZ,2011,278.1518096364,38906
KZ,2012,301.215234151,44915
KZ,2013,281.5650769128,46972
LA,1995,148.7256702723,7153
LA,1996,143.6599911864,9192
LA,1997,152.5356941538,15726
LA,1998,46.5598480082,22478
LA,1999,9.6947072838,22242
LA,2000,8.909176322,29180
LA,2001,7.3546988202,30582
LA,2002,6.231226092,32468
LA,2003,7.8241286835,45315
LA,2004,4.8928494936,31656
LA,2005,4.875399998,34195
LA,2006,8.7983449103,67199
LA,2007,8.7548186263,65987
LA,2008,9.9093599208,72018
LA,2009,20.0985016364,136439
LA,2010,11.4507033879,82829
LA,2011,10.3390344028,77039
LA,2012,8.24713813,66022
LA,2013,14.9016937084,121531
LB,1995,183.2332505715,175869
LB,1996,209.7283695011,212321
LB,1997,248.476814586,265590
LB,1998,131.6751482736,144264
