id-from,id-to,year,value
BE,AF,2012,0
ES,AF,2012,0
FI,AF,2012,0
NL,AF,2012,0
DK,AF,2012,0
JP,AF,2012,0
DE,AF,2012,200260110
NO,AF,2012,0
AT,AF,2012,0
US,AF,2012,2250000
FR,AF,2012,0
CH,AF,2012,0
PT,AF,2012,0
SE,AF,2012,0
GB,AF,2012,0
BE,AG,2012,0
ES,AG,2012,0
FI,AG,2012,0
NL,AG,2012,0
DK,AG,2012,0
JP,AG,2012,0
DE,AG,2012,0
NO,AG,2012,0
AT,AG,2012,0
US,AG,2012,0
FR,AG,2012,0
CH,AG,2012,0
PT,AG,2012,0
SE,AG,2012,0
GB,AG,2012,0
BE,AI,2012,0
ES,AI,2012,0
FI,AI,2012,0
NL,AI,2012,0
DK,AI,2012,0
JP,AI,2012,0
DE,AI,2012,0
NO,AI,2012,0
AT,AI,2012,0
US,AI,2012,0
FR,AI,2012,0
CH,AI,2012,0
PT,AI,2012,0
SE,AI,2012,0
GB,AI,2012,0
BE,AL,2012,0
ES,AL,2012,0
FI,AL,2012,0
NL,AL,2012,0
DK,AL,2012,0
JP,AL,2012,0
DE,AL,2012,80994735
NO,AL,2012,0
AT,AL,2012,0
US,AL,2012,0
FR,AL,2012,0
CH,AL,2012,0
PT,AL,2012,0
SE,AL,2012,0
GB,AL,2012,0
BE,AM,2012,0
ES,AM,2012,0
FI,AM,2012,0
NL,AM,2012,0
DK,AM,2012,0
JP,AM,2012,0
DE,AM,2012,28299477.59
NO,AM,2012,0
AT,AM,2012,0
US,AM,2012,11063750
FR,AM,2012,0
CH,AM,2012,0
PT,AM,2012,0
SE,AM,2012,0
GB,AM,2012,0
BE,AO,2012,0
ES,AO,2012,0
FI,AO,2012,0
NL,AO,2012,0
DK,AO,2012,0
JP,AO,2012,317500000
DE,AO,2012,0
NO,AO,2012,0
AT,AO,2012,0
US,AO,2012,0
FR,AO,2012,0
CH,AO,2012,0
PT,AO,2012,0
SE,AO,2012,0
GB,AO,2012,0
BE,AR,2012,0
ES,AR,2012,0
FI,AR,2012,0
NL,AR,2012,0
DK,AR,2012,0
JP,AR,2012,0
DE,AR,2012,25227435
NO,AR,2012,0
AT,AR,2012,0
US,AR,2012,7500000
FR,AR,2012,0
CH,AR,2012,0
PT,AR,2012,0
SE,AR,2012,0
GB,AR,2012,0
BE,AZ,2012,0
ES,AZ,2012,0
FI,AZ,2012,0
NL,AZ,2012,0
DK,AZ,2012,0
JP,AZ,2012,0
DE,AZ,2012,43009210.63
NO,AZ,2012,0
AT,AZ,2012,0
US,AZ,2012,4887518.75
FR,AZ,2012,0
CH,AZ,2012,0
PT,AZ,2012,0
SE,AZ,2012,0
GB,AZ,2012,0
BE,BA,2012,0
ES,BA,2012,0
FI,BA,2012,0
NL,BA,2012,0
DK,BA,2012,0
JP,BA,2012,0
DE,BA,2012,23086605
NO,BA,2012,0
AT,BA,2012,0
US,BA,2012,0
FR,BA,2012,0
CH,BA,2012,0
PT,BA,2012,0
SE,BA,2012,0
GB,BA,2012,0
BE,BD,2012,0
ES,BD,2012,0
FI,BD,2012,0
NL,BD,2012,0
DK,BD,2012,0
JP,BD,2012,0
DE,BD,2012,102931635
NO,BD,2012,0
AT,BD,2012,0
US,BD,2012,0
FR,BD,2012,0
CH,BD,2012,0
PT,BD,2012,0
SE,BD,2012,0
GB,BD,2012,0
BE,BF,2012,0
ES,BF,2012,0
FI,BF,2012,0
NL,BF,2012,0
DK,BF,2012,0
JP,BF,2012,0
DE,BF,2012,27751500
NO,BF,2012,0
AT,BF,2012,0
US,BF,2012,0
FR,BF,2012,0
CH,BF,2012,0
PT,BF,2012,0
SE,BF,2012,0
GB,BF,2012,0
BE,BI,2012,0
ES,BI,2012,0
FI,BI,2012,0
NL,BI,2012,0
DK,BI,2012,0
JP,BI,2012,0
DE,BI,2012,7929000
NO,BI,2012,0
AT,BI,2012,0
US,BI,2012,0
FR,BI,2012,0
CH,BI,2012,0
PT,BI,2012,0
SE,BI,2012,0
GB,BI,2012,0
BE,BJ,2012,0
ES,BJ,2012,0
FI,BJ,2012,0
NL,BJ,2012,0
DK,BJ,2012,10047240
JP,BJ,2012,0
DE,BJ,2012,7096455
NO,BJ,2012,0
