country,Year,gni-usd-current
PK,2010,1.84164E+11
PA,2010,27895959790
PE,2010,1.46398E+11
PH,2010,2.00094E+11
PW,2010,176300000
PG,2010,9262469910
PL,2010,4.5065E+11
PR,2010,63058200000
KP,2010,
PT,2010,2.21092E+11
PY,2010,18615708943
PF,2010,
QA,2010,1.14389E+11
RO,2010,1.62255E+11
RU,2010,1.4763E+12
RW,2010,5581985245
SA,2010,5.33855E+11
SD,2010,59711391121
SN,2010,12799081030
SG,2010,2.30574E+11
SB,2010,554718748.6
SL,2010,2526357749
SV,2010,20867700000
SM,2010,
SO,2010,
RS,2010,36099401284
SS,2010,9831973598
ST,2010,200668849.7
SR,2010,4330016694
SK,2010,81901006623
SI,2010,46216799387
SE,2010,4.7331E+11
SZ,2010,3464950503
SX,2010,
SC,2010,922686862
SY,2010,
TC,2010,
TD,2010,10301572428
TG,2010,2761611844
TH,2010,3.05181E+11
TJ,2010,5563491500
TM,2010,20254070175
TL,2010,3295300000
TO,2010,373170307.6
TT,2010,19583265320
TN,2010,42121279866
TR,2010,7.24027E+11
TV,2010,50920665.6
TZ,2010,22607473058
UG,2010,15713331675
UA,2010,1.3441E+11
UY,2010,37343850187
US,2010,1.51211E+13
UZ,2010,40527781639
VC,2010,657342707.8
VE,2010,3.87504E+11
VI,2010,
VN,2010,1.11513E+11
VU,2010,679092245.9
PS,2010,
WS,2010,553852822.4
YE,2010,29132821714
ZA,2010,3.56013E+11
CD,2010,12229043571
ZM,2010,14827168196
ZW,2010,7240353728
AW,2011,
AD,2011,
AF,2011,17895147501
AO,2011,92034511092
AL,2011,12893456305
AE,2011,3.48695E+11
AR,2011,4.35223E+11
AM,2011,10693460401
AS,2011,
AG,2011,1059098156
AU,2011,1.33075E+12
AT,2011,4.13161E+11
AZ,2011,61092916949
BI,2011,2338152064
BE,2011,5.181E+11
BJ,2011,7259579677
BF,2011,10391737942
BD,2011,1.22062E+11
BG,2011,51026500082
BH,2011,25279710959
BS,2011,7599453813
BA,2011,18469915606
BY,2011,59052091337
BZ,2011,1444000000
BM,2011,6727777000
BO,2011,22787920433
BR,2011,2.42995E+12
BB,2011,4241900000
BN,2011,
BT,2011,1729166572
BW,2011,15233019584
CF,2011,2207534943
CA,2011,1.77779E+12
CH,2011,6.63417E+11
CL,2011,2.37043E+11
CN,2011,7.25162E+12
CI,2011,23035120571
CM,2011,25183753980
CG,2011,10713457667
CO,2011,3.20521E+11
KM,2011,608593307.9
CV,2011,1809950400
CR,2011,40465148932
CU,2011,67240567918
CW,2011,
KY,2011,
CY,2011,25096608285
CZ,2011,2.01462E+11
DE,2011,3.71016E+12
DJ,2011,
DM,2011,473798472.3
DK,2011,3.42697E+11
DO,2011,53646654720
DZ,2011,1.97329E+11
EC,2011,75546871378
EG,2011,2.29429E+11
ER,2011,2584193370
ES,2011,1.4252E+12
EE,2011,21352580438
ET,2011,29854862727
FI,2011,2.62972E+11
FJ,2011,3636376311
FR,2011,2.84143E+12
FO,2011,
FM,2011,321671110
GA,2011,16545558560
GB,2011,2.51206E+12
GE,2011,14012279461
GH,2011,38309091510
GN,2011,4624809498
GM,2011,865212079.1
GW,2011,967079733.2
GQ,2011,10652386026
GR,2011,2.81477E+11
GD,2011,779678468.4
GL,2011,
GT,2011,46038485121
GU,2011,
GY,2011,2567442783
HK,2011,2.55512E+11
HN,2011,16600100842
HR,2011,59560594731
HT,2011,7387156703
HU,2011,1.31829E+11
ID,2011,8.22205E+11
IN,2011,1.86406E+12
IE,2011,1.83423E+11
IR,2011,
IQ,2011,1.90973E+11
IS,2011,12054367208
IL,2011,2.53873E+11
IT,2011,2.18391E+12
JM,2011,13866159387
JO,2011,28660478709
JP,2011,6.08079E+12
KZ,2011,1.60413E+11
KE,2011,33627676411
KG,2011,5668746744
KH,2011,12108092695
KI,2011,235688499.2
KN,2011,668731083.7
KR,2011,1.1174E+12
XK,2011,6620091518
KW,2011,1.71695E+11
LA,2011,7663386259
LB,2011,39916328358
LR,2011,1420553885
LY,2011,
LC,2011,1243508011
LI,2011,
LK,2011,58532766573
LS,2011,2856589902
LT,2011,41289145943
LU,2011,39919918549
LV,2011,28631566347
MO,2011,31809300706
MF,2011,
MA,2011,96119819034
MC,2011,
MD,2011,7580033472
MG,2011,9724232528
MV,2011,1832581128
MX,2011,1.1422E+12
MH,2011,209832493.9
MK,2011,10265739266
ML,2011,10194599288
MT,2011,8626077287
MM,2011,
ME,2011,4538377580
MN,2011,7918110490
MP,2011,
MZ,2011,12378513193
MR,2011,4090359142
MU,2011,11333538866
MW,2011,5492968474
MY,2011,2.82128E+11
NA,2011,12225476411
NC,2011,
NE,2011,6362151286
NG,2011,3.90569E+11
NI,2011,9381383910
NL,2011,8.3542E+11
NO,2011,4.93958E+11
NP,2011,19228136300
NZ,2011,1.54295E+11
OM,2011,66772952424
PK,2011,2.23447E+11
PA,2011,29462100000
PE,2011,1.67301E+11
PH,2011,2.24332E+11
PW,2011,190300000
PG,2011,12002935891
PL,2011,4.92921E+11
PR,2011,64106200000
KP,2011,
PT,2011,2.29227E+11
PY,2011,24841463331
PF,2011,
QA,2011,1.65233E+11
RO,2011,1.79539E+11
RU,2011,1.83888E+12
RW,2011,6302318327
SA,2011,6.79191E+11
SD,2011,61231993929
SN,2011,14273576873
SG,2011,2.63439E+11
SB,2011,673302356.7
SL,2011,2903433483
SV,2011,22506700000
SM,2011,
SO,2011,
RS,2011,42238446196
SS,2011,15582887852
ST,2011,247861853
SR,2011,4283017136
SK,2011,93949541284
SI,2011,49583124826
SE,2011,5.4834E+11
SZ,2011,3718278027
SX,2011,
SC,2011,1023143393
SY,2011,
TC,2011,
TD,2011,11841972604
TG,2011,3197519740
TH,2011,3.33324E+11
TJ,2011,6483019730
TM,2011,25874754386
TL,2011,4802600000
TO,2011,432001980.8
TT,2011,20499250368
TN,2011,44116006510
TR,2011,7.66862E+11
TV,2011,57744466.42
TZ,2011,23609388503
UG,2011,15179584632
UA,2011,1.59626E+11
UY,2011,44823638752
US,2011,1.58483E+13
UZ,2011,47126583926
VC,2011,670386270.4
VE,2011,3.09358E+11
VI,2011,
VN,2011,1.29698E+11
VU,2011,766231879.2
PS,2011,
WS,2011,603686398.5
YE,2011,31329097446
ZA,2011,3.92624E+11
CD,2011,14378945995
ZM,2011,18049035417
ZW,2011,8498601435
AW,2012,
AD,2012,
AF,2012,20524701659
AO,2012,1.02613E+11
AL,2012,12483197814
AE,2012,3.84099E+11
AR,2012,4.65396E+11
AM,2012,10430923854
AS,2012,
AG,2012,1092555556
AU,2012,1.47634E+12
AT,2012,3.9202E+11
AZ,2012,61226300294
BI,2012,2463262258
BE,2012,4.84264E+11
BJ,2012,7511941541
BF,2012,10720552612
BD,2012,1.27672E+11
BG,2012,49100067467
BH,2012,26525043075
BS,2012,7599453813
BA,2012,17953431373
BY,2012,61750907894
BZ,2012,
BM,2012,6852915000
BO,2012,25405832190
BR,2012,2.21745E+12
BB,2012,4093850000
BN,2012,
BT,2012,1675208334
BW,2012,14463721927
CF,2012,2183105168
CA,2012,1.82142E+12
CH,2012,6.52638E+11
CL,2012,2.57127E+11
CN,2012,8.18496E+12
CI,2012,23682580513
CM,2012,24876179830
CG,2012,10831776848
CO,2012,3.53679E+11
KM,2012,595354512.7
CV,2012,1857623006
CR,2012,44271180236
CU,2012,
CW,2012,
KY,2012,
CY,2012,22079031040
CZ,2012,1.81892E+11
DE,2012,3.50773E+12
DJ,2012,
DM,2012,462566666.7
DK,2012,3.24678E+11
DO,2012,56834902158
DZ,2012,2.03595E+11
EC,2012,82734379969
EG,2012,2.56347E+11
ER,2012,3063919794
ES,2012,1.30672E+12
EE,2012,21308573113
ET,2012,41623870202
FI,2012,2.47081E+11
FJ,2012,3755431901
FR,2012,2.65601E+12
FO,2012,
FM,2012,343340068.7
GA,2012,16428083881
GB,2012,2.46885E+12
GE,2012,15641760524
GH,2012,38564292940
GN,2012,5202056575
GM,2012,872533595.8
GW,2012,821452488.2
GQ,2012,11051394251
GR,2012,2.50167E+11
GD,2012,725929246.4
GL,2012,
GT,2012,48862249191
GU,2012,
GY,2012,2849363992
HK,2012,2.68866E+11
HN,2012,17129012220
HR,2012,57081484621
HT,2012,7911934458
HU,2012,1.17509E+11
ID,2012,8.52561E+11
IN,2012,1.83728E+12
IE,2012,1.71996E+11
IR,2012,
IQ,2012,2.16453E+11
IS,2012,12077920567
IL,2012,2.49595E+11
IT,2012,2.00023E+12
JM,2012,14321549934
JO,2012,30709965096
JP,2012,6.15013E+12
KZ,2012,1.7547E+11
KE,2012,40526595758
KG,2012,6085047538
KH,2012,13326985867
KI,2012,258335059
KN,2012,735696296.3
KR,2012,1.13589E+12
XK,2012,6401435521
KW,2012,
LA,2012,8794727697
LB,2012,42321751681
LR,2012,1581523553
LY,2012,
LC,2012,1224825926
LI,2012,
LK,2012,58259827586
LS,2012,2751691392
LT,2012,40930081906
LU,2012,37549192733
LV,2012,28387751371
MO,2012,
MF,2012,
MA,2012,93084169556
MC,2012,
MD,2012,7818728224
MG,2012,9685959196
MV,2012,1883339125
MX,2012,1.15795E+12
MH,2012,219200000
MK,2012,9372683256
ML,2012,9807674099
MT,2012,8130797893
MM,2012,
ME,2012,4445018051
MN,2012,9592497374
MP,2012,
MZ,2012,14203254276
MR,2012,4066290767
MU,2012,10597873091
MW,2012,4139024528
MY,2012,2.93358E+11
NA,2012,12715758881
NC,2012,
NE,2012,6656326825
NG,2012,4.3731E+11
NI,2012,10215867510
NL,2012,7.77326E+11
NO,2012,5.09896E+11
NP,2012,19145493827
NZ,2012,1.69696E+11
OM,2012,
PK,2012,2.3675E+11
PA,2012,33596800000
PE,2012,1.91089E+11
PH,2012,2.52549E+11
PW,2012,205800000
PG,2012,15023901313
PL,2012,4.67869E+11
PR,2012,66547079975
KP,2012,
PT,2012,2.06965E+11
PY,2012,24143670591
PF,2012,
QA,2012,
RO,2012,1.6551E+11
RU,2012,1.94755E+12
RW,2012,7029183823
SA,2012,7.22038E+11
SD,2012,56347154863
SN,2012,13865417025
SG,2012,2.73384E+11
SB,2012,699488215.4
SL,2012,3796030045
SV,2012,22931800000
SM,2012,
SO,2012,
RS,2012,36318283679
SS,2012,9272256857
ST,2012,261100461.1
SR,2012,4818321214
SK,2012,89890916099
SI,2012,44998201208
SE,2012,5.37296E+11
SZ,2012,3454329896
SX,2012,
SC,2012,1086825210
SY,2012,
TC,2012,
TD,2012,12208791461
TG,2012,3331326234
TH,2012,3.51389E+11
TJ,2012,7580540370
TM,2012,30628379561
TL,2012,4851800000
TO,2012,485347898.1
TT,2012,20080475183
TN,2012,43637918528
TR,2012,7.82277E+11
TV,2012,57963424.67
TZ,2012,27982697947
UG,2012,19542079364
UA,2012,1.73344E+11
UY,2012,48456199915
US,2012,1.65145E+13
UZ,2012,53027798638
VC,2012,700900000
VE,2012,3.71238E+11
VI,2012,
VN,2012,1.48961E+11
VU,2012,746744218.7
PS,2012,
WS,2012,647175419.9
YE,2012,33735264387
ZA,2012,3.75786E+11
CD,2012,16061841756
ZM,2012,19476029868
ZW,2012,9420324694
