id,year,value-0-14,value-15-64,value-65-and-above
BD,2010,48714470,95806641,7110827
BD,2011,48414811,97673353,7317448
BD,2012,48160841,99566562,7529983
BD,2013,47933005,101507961,7716428
BD,2014,47691438,103511738,7890245
BD,2015,47413217,105580942,8001483
BE,1960,2185853,5870132,1097503
BE,1961,2216087,5853848,1114013
BE,1962,2230458,5857833,1133209
BE,1963,2239764,5892501,1156576
BE,1964,2252623,5941972,1182580
BE,1965,2268441,5987662,1206618
BE,1966,2280004,6016810,1231945
BE,1967,2287941,6040815,1252236
BE,1968,2291188,6057893,1269676
BE,1969,2289003,6073142,1283887
BE,1970,2276778,6084927,1293844
BE,1971,2258683,6098929,1314583
BE,1972,2244239,6132569,1334307
BE,1973,2223061,6167483,1350202
BE,1974,2197817,6210372,1364230
BE,1975,2165955,6257747,1376998
BE,1976,2132519,6290538,1395170
BE,1977,2091900,6325835,1412622
BE,1978,2048591,6364211,1426732
BE,1979,2008085,6408342,1430970
BE,1980,1972834,6461747,1424660
BE,1981,1938276,6505942,1415750
BE,1982,1908180,6554441,1393681
BE,1983,1883390,6603198,1368932
BE,1984,1860694,6642521,1351172
BE,1985,1840546,6669145,1348617
BE,1986,1824437,6672509,1365862
BE,1987,1810201,6665369,1394664
BE,1988,1802103,6665800,1433761
BE,1989,1798723,6667201,1471773
BE,1990,1799112,6667180,1501087
BE,1991,1798807,6670991,1533688
BE,1992,1805115,6680030,1561018
BE,1993,1813189,6688024,1583263
BE,1994,1820809,6692483,1603323
BE,1995,1823612,6691309,1622903
BE,1996,1822101,6688145,1646391
BE,1997,1817352,6693150,1670742
BE,1998,1810014,6698275,1694720
BE,1999,1803940,6706486,1715993
BE,2000,1800120,6716619,1734512
BE,2001,1790892,6743875,1751803
BE,2002,1788605,6777274,1766906
BE,2003,1786770,6809856,1779507
BE,2004,1785141,6845645,1790351
BE,2005,1783461,6894930,1799179
BE,2006,1791043,6944776,1811084
BE,2007,1797868,7005524,1821245
BE,2008,1805701,7071795,1832476
BE,2009,1814890,7134323,1846200
BE,2010,1828279,7195445,1871862
BE,2011,1857126,7278254,1911260
BE,2012,1872884,7307919,1947443
BE,2013,1884305,7313562,1984950
BE,2014,1896952,7312643,2021618
BE,2015,1911801,7316533,2056258
BF,1960,1995463,2721305,112522
BF,1961,2037123,2739985,116980
BF,1962,2075400,2763893,121032
BF,1963,2111181,2791947,124690
BF,1964,2147143,2823766,128492
BF,1965,2184312,2859115,131442
BF,1966,2235531,2884166,137191
BF,1967,2286813,2914083,142124
BF,1968,2337724,2949054,147262
BF,1969,2387617,2988530,151472
BF,1970,2435451,3033345,155801
BF,1971,2497110,3064297,161972
BF,1972,2554337,3102486,168347
BF,1973,2609414,3147309,173763
BF,1974,2664263,3196391,178785
BF,1975,2722157,3248986,183406
BF,1976,2795711,3286968,191358
BF,1977,2871843,3329367,198367
BF,1978,2949318,3376434,204415
BF,1979,3028933,3431901,210824
BF,1980,3109850,3496023,216966
BF,1981,3208982,3550556,224922
BF,1982,3307114,3617067,233359
BF,1983,3404713,3693944,242250
BF,1984,3504288,3776919,250037
BF,1985,3605844,3865502,257339
BF,1986,3719494,3946311,264885
BF,1987,3831534,4036664,271879
BF,1988,3943341,4134700,278265
BF,1989,4053967,4241865,283992
BF,1990,4163213,4357937,289002
BF,1991,4284313,4471649,295033
BF,1992,4403114,4594635,299367
BF,1993,4521185,4728474,302813
BF,1994,4637355,4873935,305296
BF,1995,4753341,5027785,307741
BF,1996,4888705,5171883,312222
BF,1997,5022516,5328624,314641
BF,1998,5155474,5495516,317007
BF,1999,5290606,5673100,319309
BF,2000,5429035,5858529,320379
BF,2001,5587282,6030394,326064
BF,2002,5746035,6214322,330627
BF,2003,5905765,6409299,335267
BF,2004,6071066,6618244,340032
BF,2005,6241197,6837131,344944
BF,2006,6435668,7044372,352772
BF,2007,6635614,7267509,362306
BF,2008,6836748,7501596,370667
BF,2009,7039990,7748236,377630
BF,2010,7240773,8006744,384549
BF,2011,7452640,8259593,394618
BF,2012,7658319,8527678,404816
BF,2013,7857186,8812213,415155
BF,2014,8054094,9111205,423900
BF,2015,8250708,9420328,432723
BG,1960,2051024,5227083,589266
BG,1961,2050119,5286939,606060
BG,1962,2039295,5349443,625010
BG,1963,2021152,5412357,644636
BG,1964,2002693,5475440,666207
BG,1965,1985409,5529609,689150
BG,1966,1972024,5573363,713496
BG,1967,1959551,5613558,737117
BG,1968,1950954,5656178,763308
BG,1969,1944077,5698970,790282
BG,1970,1937321,5733858,818395
BG,1971,1934347,5756091,845957
BG,1972,1931360,5772640,872200
BG,1973,1931097,5790704,899167
BG,1974,1936228,5815627,926022
BG,1975,1939493,5828072,952305
BG,1976,1947912,5830599,980087
BG,1977,1958050,5837173,1008959
BG,1978,1958478,5823431,1031242
BG,1979,1958476,5820707,1046756
BG,1980,1961058,5845955,1054523
BG,1981,1964048,5873472,1053597
BG,1982,1962732,5913166,1041559
BG,1983,1956909,5956547,1026282
BG,1984,1948948,5993798,1017933
BG,1985,1936374,6004463,1019710
BG,1986,1913465,6003766,1040939
BG,1987,1898340,5999148,1073872
BG,1988,1882511,5987032,1111903
BG,1989,1837533,5904962,1135365
BG,1990,1771556,5799406,1147327
BG,1991,1726473,5732755,1173139
BG,1992,1667894,5677501,1195623
BG,1993,1606351,5647644,1218319
BG,1994,1553621,5644541,1245430
BG,1995,1503845,5631224,1270157
BG,1996,1452623,5614801,1295402
BG,1997,1408064,5588203,1315800
BG,1998,1366498,5558468,1332645
BG,1999,1324374,5540529,1345721
BG,2000,1280266,5534475,1354615
BG,2001,1220687,5449782,1349813
BG,2002,1160599,5368656,1339213
BG,2003,1117986,5361484,1344087
BG,2004,1083138,5351883,1346919
BG,2005,1056496,5335113,1348291
BG,2006,1035518,5308474,1355028
BG,2007,1008057,5197983,1339297
BG,2008,1001755,5149637,1340419
BG,2009,1000533,5098699,1344466
BG,2010,1000625,5042319,1352655
BG,2011,1005251,4974818,1368259
BG,2012,1006751,4911749,1386658
BG,2013,1007671,4850917,1407253
BG,2014,1009907,4788749,1425283
BG,2015,1014968,4725271,1437752
BH,1960,67080,90497,4924
BH,1961,71418,91720,4786
BH,1962,75475,93080,4553
BH,1963,79605,94223,4220
BH,1964,83857,95134,3783
BH,1965,87979,96128,3241
BH,1966,89006,99170,3606
BH,1967,90096,102084,4022
BH,1968,91454,104998,4501
BH,1969,93159,108231,5079
BH,1970,95278,112028,5796
BH,1971,96913,118022,5873
BH,1972,98149,125424,6015
BH,1973,99542,134130,6188
BH,1974,101814,143946,6379
BH,1975,105314,154785,6560
BH,1976,108343,168773,6727
BH,1977,112410,183973,6853
BH,1978,116982,199509,7020
BH,1979,121156,214474,7199
BH,1980,124382,228070,7450
BH,1981,127651,238205,8268
BH,1982,130605,246275,9070
BH,1983,133563,253052,9792
BH,1984,136868,259890,10466
BH,1985,140717,267635,11031
BH,1986,145522,276998,10967
BH,1987,150099,287985,10866
BH,1988,154644,299751,10840
BH,1989,158868,311481,10777
BH,1990,162174,322959,10812
BH,1991,165332,332855,11416
BH,1992,167279,343445,12023
BH,1993,168368,354682,12589
BH,1994,169248,366833,13070
BH,1995,170585,379672,13530
BH,1996,174942,390764,14148
BH,1997,179470,403598,14766
BH,1998,185663,417001,15328
BH,1999,194258,430880,15830
BH,2000,204724,445793,16271
BH,2001,205549,472666,16677
BH,2002,207672,500502,17191
BH,2003,212409,531289,17897
BH,2004,220581,568663,18745
BH,2005,232100,615060,19941
BH,2006,233414,686602,20792
BH,2007,237445,767154,21969
BH,2008,242570,849887,23320
BH,2009,246655,925585,24534
BH,2010,248480,986982,25857
BH,2011,262509,1015818,27687
BH,2012,272983,1031122,29472
BH,2013,281356,1037035,31037
BH,2014,288865,1040787,32278
BH,2015,295693,1048215,33191
BI,1960,1213347,1491185,82209
BI,1961,1245504,1510511,84359
BI,1962,1280531,1527722,86546
BI,1963,1316988,1545683,88232
BI,1964,1352369,1569531,90058
BI,1965,1385565,1601406,92063
BI,1966,1430915,1628032,94616
BI,1967,1473276,1664472,97377
BI,1968,1511037,1706427,100183
BI,1969,1542774,1748047,102128
BI,1970,1567109,1786290,103713
BI,1971,1595955,1803955,107683
BI,1972,1615811,1820138,111386
BI,1973,1630601,1837696,114654
BI,1974,1644867,1860849,117775
BI,1975,1664206,1891812,120973
BI,1976,1687734,1933387,123575
BI,1977,1716495,1983131,126241
BI,1978,1750111,2038857,128898
BI,1979,1788423,2098684,131419
BI,1980,1830948,2161071,134525
BI,1981,1894710,2207174,137789
BI,1982,1959425,2258897,140800
BI,1983,2027500,2314644,144020
BI,1984,2103738,2373816,147525
BI,1985,2188520,2435349,150389
BI,1986,2288528,2493884,154017
BI,1987,2393370,2556845,157855
BI,1988,2499414,2623063,161696
BI,1989,2597966,2691783,164725
BI,1990,2684204,2761665,167272
BI,1991,2789867,2798507,170479
BI,1992,2881540,2840274,173317
BI,1993,2958781,2885941,175179
BI,1994,3022855,2934525,176660
BI,1995,3075218,2986624,177188
BI,1996,3125540,3026106,181769
BI,1997,3166540,3068308,185549
BI,1998,3204516,3118558,188846
BI,1999,3248266,3183354,192088
BI,2000,3303685,3267820,195568
BI,2001,3340678,3406671,199371
BI,2002,3389505,3566355,204058
BI,2003,3449706,3742794,208714
BI,2004,3519745,3928875,212993
BI,2005,3598959,4117063,217397
BI,2006,3694022,4300516,223532
BI,2007,3798353,4487183,229042
BI,2008,3911584,4675551,233778
BI,2009,4032505,4864957,239410
BI,2010,4160999,5055075,245043
BI,2011,4324310,5216192,249649
BI,2012,4488223,5382222,255139
BI,2013,4655259,5550098,259556
BI,2014,4828646,5721037,267176
BI,2015,5008157,5894645,276119
BJ,1960,936903,1372649,122067
BJ,1961,961001,1381948,122807
BJ,1962,986774,1393049,123159
BJ,1963,1014028,1406210,123097
BJ,1964,1041787,1422240,122335
BJ,1965,1069791,1441480,121352
BJ,1966,1103389,1454918,123075
BJ,1967,1136295,1472510,124645
BJ,1968,1168961,1493827,125764
BJ,1969,1202141,1518120,126391
BJ,1970,1235802,1545188,126779
BJ,1971,1275260,1567402,129279
BJ,1972,1314497,1593201,131602
BJ,1973,1353815,1622837,133422
BJ,1974,1393876,1655964,134706
BJ,1975,1434397,1692823,135739
BJ,1976,1480719,1726279,138504
BJ,1977,1527357,1764183,140380
BJ,1978,1574549,1806381,142340
BJ,1979,1622178,1852315,143655
BJ,1980,1670880,1902141,144631
BJ,1981,1726873,1948178,147155
BJ,1982,1782476,1999487,149391
BJ,1983,1839017,2055039,151296
BJ,1984,1896687,2114879,152818
BJ,1985,1955421,2177930,153913
BJ,1986,2020494,2237243,156713
BJ,1987,2085767,2301254,159569
BJ,1988,2152461,2370800,162114
BJ,1989,2223703,2448105,164432
BJ,1990,2300085,2534144,167042
BJ,1991,2380852,2631168,170505
BJ,1992,2465917,2738055,174255
BJ,1993,2552282,2851500,178079
BJ,1994,2636463,2968047,182284
BJ,1995,2715693,3084410,185555
BJ,1996,2808989,3177716,188995
BJ,1997,2896300,3272889,192747
BJ,1998,2979964,3370789,195740
BJ,1999,3066249,3475397,198844
BJ,2000,3157097,3590042,202227
BJ,2001,3250952,3716604,207355
BJ,2002,3348498,3853442,212062
BJ,2003,3448023,3999952,217705
BJ,2004,3547036,4152337,223423
BJ,2005,3642788,4309650,229924
BJ,2006,3748166,4457438,238113
BJ,2007,3848776,4611565,247297
BJ,2008,3945659,4771223,256643
BJ,2009,4039233,4936533,266140
BJ,2010,4129154,5106762,273882
BJ,2011,4227631,5269136,282624
BJ,2012,4322416,5436937,290439
BJ,2013,4413786,5610133,298313
BJ,2014,4501175,5791011,306296
BJ,2015,4586936,5978466,314427
BM,1960,,,
BM,1961,,,
BM,1962,,,
BM,1963,,,
BM,1964,,,
BM,1965,,,
BM,1966,,,
BM,1967,,,
BM,1968,,,
BM,1969,,,
BM,1970,,,
BM,1971,,,
BM,1972,,,
BM,1973,,,
BM,1974,,,
BM,1975,,,
BM,1976,,,
BM,1977,,,
BM,1978,,,
BM,1979,,,
BM,1980,,,
BM,1981,,,
BM,1982,,,
BM,1983,,,
BM,1984,,,
BM,1985,,,
BM,1986,,,
BM,1987,,,
BM,1988,,,
BM,1989,,,
BM,1990,,,
BM,1991,,,
BM,1992,,,
BM,1993,,,
BM,1994,,,
BM,1995,,,
BM,1996,,,
BM,1997,,,
BM,1998,,,
BM,1999,,,
BM,2000,,,
BM,2001,,,
BM,2002,,,
BM,2003,,,
BM,2004,,,
BM,2005,,,
BM,2006,,,
BM,2007,,,
BM,2008,,,
BM,2009,,,
BM,2010,,,
BM,2011,,,
BM,2012,,,
BM,2013,,,
BM,2014,,,
BM,2015,,,
BN,1960,35618,42991,3224
BN,1961,37822,44514,3342
BN,1962,40268,45886,3450
BN,1963,42807,47275,3559
BN,1964,45255,48996,3682
BN,1965,47510,51191,3824
BN,1966,49416,54101,3933
BN,1967,51089,57512,4079
BN,1968,52636,61298,4243
BN,1969,54183,65270,4422
BN,1970,55809,69301,4618
BN,1971,57462,73436,4831
BN,1972,59202,77598,5021
BN,1973,61018,81822,5227
BN,1974,62792,86152,5450
BN,1975,64496,90594,5692
BN,1976,66796,94699,5771
BN,1977,68887,99133,5823
BN,1978,70844,103705,5807
BN,1979,72716,108355,5716
BN,1980,74481,113035,5541
BN,1981,76548,116873,5715
BN,1982,78436,120760,5865
BN,1983,80260,124661,6012
BN,1984,82094,128639,6160
BN,1985,84000,132692,6335
BN,1986,84403,138523,6493
BN,1987,85047,144325,6607
BN,1988,86031,149995,6724
BN,1989,87258,155687,6793
BN,1990,88644,161460,6835
BN,1991,90730,166629,7006
BN,1992,92612,172196,7181
BN,1993,94349,177984,7385
BN,1994,95913,183893,7617
BN,1995,97235,189868,7906
BN,1996,98689,195866,7924
BN,1997,99707,202078,7929
BN,1998,100417,208471,7985
BN,1999,100803,215011,7998
BN,2000,100885,221670,7999
BN,2001,101055,227458,8562
BN,2002,100886,233363,9100
BN,2003,100672,239237,9648
BN,2004,100485,245006,10244
BN,2005,100171,250861,10857
BN,2006,100358,256306,11523
BN,2007,100130,262196,12132
BN,2008,99766,268302,12718
BN,2009,99518,274285,13277
BN,2010,99427,280070,13805
BN,2011,98702,286201,14540
BN,2012,98418,291725,15369
BN,2013,98389,296814,16295
BN,2014,98255,301776,17405
BN,2015,97799,306684,18705
BO,1960,1563068,1960484,169899
BO,1961,1598917,1995352,170546
BO,1962,1638099,2029585,170411
BO,1963,1678065,2065491,169841
BO,1964,1715269,2106373,169212
BO,1965,1747911,2154156,168522
BO,1966,1787307,2195929,169844
BO,1967,1821540,2244829,170756
BO,1968,1852430,2299971,171665
BO,1969,1883276,2357737,172571
BO,1970,1915405,2417348,173022
BO,1971,1956173,2468680,175743
BO,1972,1996688,2523344,178527
BO,1973,2037447,2580159,180904
BO,1974,2079012,2640310,183341
BO,1975,2120920,2702495,185844
BO,1976,2170297,2758566,191482
BO,1977,2219602,2817288,196786
BO,1978,2269071,2878472,202242
BO,1979,2318361,2942935,207827
BO,1980,2366066,3011102,212404
BO,1981,2420004,3071697,219897
BO,1982,2471201,3136996,226989
BO,1983,2520468,3205268,234227
BO,1984,2567472,3275824,241594
BO,1985,2613199,3348646,249704
BO,1986,2661281,3418026,259220
BO,1987,2706785,3489664,268933
BO,1988,2749851,3564061,278875
BO,1989,2791409,3641874,289763
BO,1990,2830944,3722942,302360
BO,1991,2871828,3807428,313265
BO,1992,2911160,3895334,325205
BO,1993,2948081,3987510,337505
BO,1994,2983867,4084085,350170
BO,1995,3019120,4185151,362446
BO,1996,3057652,4284725,374296
BO,1997,3094822,4389579,386459
BO,1998,3130240,4497914,398905
BO,1999,3163436,4608502,410772
BO,2000,3195701,4721832,421979
BO,2001,3230323,4831041,435015
BO,2002,3261445,4943655,448243
BO,2003,3290692,5058943,460785
BO,2004,3317167,5174386,475290
BO,2005,3342636,5290910,491859
BO,2006,3367069,5406620,509656
BO,2007,3389492,5523267,528723
BO,2008,3408930,5640911,549115
BO,2009,3426314,5762571,569914
BO,2010,3440639,5887470,590136
BO,2011,3453812,6014692,609733
BO,2012,3462749,6147353,628660
BO,2013,3468377,6282598,647916
BO,2014,3473805,6418459,669624
BO,2015,3480167,6551722,693888
BR,1960,31425969,38791317,2276299
BR,1961,32534850,39788889,2375679
BR,1962,33683102,40837103,2487344
BR,1963,34818940,41954164,2595348
BR,1964,35889041,43164951,2697809
BR,1965,36848967,44487976,2793118
BR,1966,37876155,45729900,2888933
BR,1967,38722433,47145762,2985484
BR,1968,39440505,48689504,3083000
BR,1969,40110851,50292980,3181915
BR,1970,40792543,51907311,3282600
BR,1971,41417486,53570158,3404716
BR,1972,42082364,55232473,3529554
BR,1973,42754142,56919422,3647224
BR,1974,43365218,58712928,3778712
BR,1975,43903827,60623931,3903526
BR,1976,44541501,62502501,4043169
BR,1977,45112369,64488501,4175596
BR,1978,45668951,66551513,4311690
BR,1979,46244810,68657133,4439502
BR,1980,46875813,70765858,4558050
BR,1981,47678423,72737432,4691527
BR,1982,48481531,74745562,4814859
BR,1983,49287594,76774401,4939241
BR,1984,50057321,78816504,5063331
BR,1985,50766315,80884013,5186101
BR,1986,51466419,82835097,5349156
BR,1987,52060899,84864250,5512330
BR,1988,52544469,86916100,5675383
BR,1989,52927830,89021034,5852952
BR,1990,53194055,91153284,6045804
BR,1991,53291523,93325155,6284883
BR,1992,53326076,95511477,6541456
BR,1993,53277405,97733108,6801707
BR,1994,53158411,100050635,7051462
BR,1995,53009321,102454306,7291426
BR,1996,52814358,104868322,7603945
BR,1997,52651507,107334529,7907800
BR,1998,52502025,109812614,8218894
BR,1999,52344172,112289763,8536446
BR,2000,52173416,114735810,8877215
BR,2001,52205515,116936072,9277809
BR,2002,52177340,119164209,9704044
BR,2003,52095076,121377671,10154592
BR,2004,52000912,123525430,10608633
BR,2005,51869487,125564870,11044883
BR,2006,51698293,127538984,11460964
BR,2007,51454189,129435527,11894805
BR,2008,51146522,131313729,12309445
BR,2009,50788275,133147109,12765914
BR,2010,50408286,134938493,13267429
BR,2011,49848671,136873303,13815662
BR,2012,49385986,138624845,14370512
BR,2013,48981399,140305766,14972212
BR,2014,48490129,141987672,15620705
BR,2015,47867286,143684996,16295246
BS,1960,46428,58958,4140
BS,1961,48840,62020,4247
BS,1962,51545,65179,4359
BS,1963,54498,68326,4508
BS,1964,57570,71461,4666
BS,1965,60613,74604,4832
BS,1966,63024,78349,4991
BS,1967,65255,82194,5158
BS,1968,67354,85929,5346
BS,1969,69412,89303,5535
BS,1970,71384,92231,5724
BS,1971,72016,95818,6033
BS,1972,73058,98526,6260
BS,1973,74283,100726,6479
BS,1974,75390,102988,6719
BS,1975,76233,105698,6951
BS,1976,77046,108586,7273
BS,1977,77251,112239,7628
BS,1978,77138,116352,8020
BS,1979,77244,120388,8406
BS,1980,77860,124058,8742
BS,1981,77912,128424,9047
BS,1982,78858,132121,9296
BS,1983,80256,135449,9480
BS,1984,81472,138907,9661
BS,1985,82116,142711,9857
BS,1986,83051,146038,10044
BS,1987,83118,150002,10271
BS,1988,82740,154289,10522
BS,1989,82634,158417,10779
BS,1990,83130,162134,11074
BS,1991,83453,166201,11437
BS,1992,84657,169660,11816
BS,1993,86285,172678,12202
BS,1994,87489,175805,12609
BS,1995,87883,179241,13027
BS,1996,88571,181712,13537
BS,1997,88329,184578,14061
BS,1998,87625,187810,14619
BS,1999,87162,191174,15236
BS,2000,87312,194642,15937
BS,2001,86364,200010,16764
BS,2002,85857,205691,17623
BS,2003,85539,211683,18535
BS,2004,85086,218004,19449
BS,2005,84286,224478,20479
BS,2006,84488,229957,21357
BS,2007,84435,235543,22281
BS,2008,83870,241536,23181
BS,2009,82735,247920,24125
BS,2010,81295,254421,25078
BS,2011,81447,258971,26293
BS,2012,81143,263613,27631
BS,2013,80820,267965,29056
BS,2014,80824,271700,30568
BS,2015,81174,274717,32128
BT,1960,92781,126128,5199
BT,1961,95479,128475,5343
BT,1962,97707,131528,5492
BT,1963,99727,135012,5625
BT,1964,101978,138582,5764
BT,1965,104715,142053,5861
BT,1966,107934,145243,6067
BT,1967,111497,148538,6285
BT,1968,115381,152024,6463
BT,1969,119459,156090,6660
BT,1970,123723,160855,6849
BT,1971,128293,166211,7149
BT,1972,132871,172367,7474
BT,1973,137541,179137,7787
BT,1974,142347,186250,8114
BT,1975,147235,193497,8414
BT,1976,153357,199675,8829
BT,1977,159403,206141,9220
BT,1978,165328,212748,9655
BT,1979,170961,219407,10049
BT,1980,176122,226001,10397
BT,1981,182526,230467,10894
BT,1982,188089,234959,11337
BT,1983,193216,239741,11787
BT,1984,198647,245218,12270
BT,1985,204723,251530,12757
BT,1986,211768,258924,13459
BT,1987,219667,267108,14127
BT,1988,227148,275132,14840
BT,1989,232144,281738,15402
BT,1990,233373,286227,15851
BT,1991,234135,284181,16361
BT,1992,231565,279832,16635
BT,1993,227359,274678,16811
BT,1994,223985,270368,16978
BT,1995,223355,268290,17201
BT,1996,221910,272636,17831
BT,1997,222536,279785,18649
BT,1998,224659,289267,19526
BT,1999,227142,300681,20565
BT,2000,229060,313519,21552
BT,2001,228364,329943,22534
BT,2002,227101,347862,23518
BT,2003,225506,366494,24536
BT,2004,223758,384917,25496
BT,2005,222047,402614,26502
BT,2006,221417,417825,27677
BT,2007,220592,431984,28826
BT,2008,219686,445280,29954
BT,2009,218507,458249,31145
BT,2010,216866,471041,32339
BT,2011,216013,482623,33610
BT,2012,214263,494419,35029
BT,2013,212053,506135,36524
BT,2014,209918,517222,37944
BT,2015,208197,527427,39206
BW,1960,238905,264215,20856
BW,1961,247523,268073,20980
BW,1962,257450,271640,20900
BW,1963,268107,275443,20767
BW,1964,278537,280391,20690
BW,1965,288219,286909,20672
BW,1966,297342,294645,20963
BW,1967,305916,304023,21337
BW,1968,314172,314823,21734
BW,1969,322763,326523,22019
BW,1970,331957,338818,22177
BW,1971,341657,351678,22548
BW,1972,351679,365291,22710
BW,1973,362388,379834,22879
BW,1974,374145,395385,22983
BW,1975,387093,411837,23099
BW,1976,400887,429662,23396
BW,1977,415753,448424,23615
BW,1978,431460,467931,23914
BW,1979,447492,487894,24280
BW,1980,463493,508228,24609
BW,1981,481309,526454,25310
BW,1982,498602,545360,26000
BW,1983,515578,564733,26792
BW,1984,532064,584950,27702
BW,1985,548294,605903,28745
BW,1986,564166,627327,30175
BW,1987,579049,649901,31644
BW,1988,592974,673840,33282
BW,1989,605729,699248,34835
BW,1990,617329,726196,36289
BW,1991,627683,754782,37633
BW,1992,636904,784701,38848
BW,1993,644553,815744,40060
BW,1994,650285,847602,41403
BW,1995,654003,879570,42717
BW,1996,659076,908426,44325
BW,1997,662453,937309,46084
