id,year,value-0-14,value-15-64,value-65-and-above
AD,1960,,,
AD,1961,,,
AD,1962,,,
AD,1963,,,
AD,1964,,,
AD,1965,,,
AD,1966,,,
AD,1967,,,
AD,1968,,,
AD,1969,,,
AD,1970,,,
AD,1971,,,
AD,1972,,,
AD,1973,,,
AD,1974,,,
AD,1975,,,
AD,1976,,,
AD,1977,,,
AD,1978,,,
AD,1979,,,
AD,1980,,,
AD,1981,,,
AD,1982,,,
AD,1983,,,
AD,1984,,,
AD,1985,,,
AD,1986,,,
AD,1987,,,
AD,1988,,,
AD,1989,,,
AD,1990,,,
AD,1991,,,
AD,1992,,,
AD,1993,,,
AD,1994,,,
AD,1995,,,
AD,1996,,,
AD,1997,,,
AD,1998,,,
AD,1999,,,
AD,2000,,,
AD,2001,,,
AD,2002,,,
AD,2003,,,
AD,2004,,,
AD,2005,,,
AD,2006,,,
AD,2007,,,
AD,2008,,,
AD,2009,,,
AD,2010,,,
AD,2011,,,
AD,2012,,,
AD,2013,,,
AD,2014,,,
AD,2015,,,
AE,1960,41398,48056,3149
AE,1961,44009,53795,3181
AE,1962,47455,61508,3277
AE,1963,51276,70559,3381
AE,1964,54846,79946,3428
AE,1965,57948,88988,3397
AE,1966,60404,97355,3318
AE,1967,63026,105525,3229
AE,1968,66842,115301,3169
AE,1969,73039,129345,3186
AE,1970,82520,149595,3343
AE,1971,90665,181138,3357
AE,1972,100429,219816,3792
AE,1973,112895,265181,4747
AE,1974,129167,316544,6237
AE,1975,150242,372842,8181
AE,1976,170131,442651,9269
AE,1977,194302,517921,10626
AE,1978,223065,592166,12163
AE,1979,254081,659498,13631
AE,1980,284599,717345,14845
AE,1981,312629,764957,15522
AE,1982,339665,803056,15755
AE,1983,367051,835457,15715
AE,1984,395990,868285,16003
AE,1985,427142,906681,16475
AE,1986,455916,957609,17024
AE,1987,483343,1017724,17924
AE,1988,509671,1085189,19044
AE,1989,534009,1158076,20203
AE,1990,555393,1234871,21194
AE,1991,572044,1319336,22002
AE,1992,587735,1408868,22411
AE,1993,601972,1503122,22981
AE,1994,614632,1600371,23278
AE,1995,626561,1699659,23737
AE,1996,649752,1793050,24924
AE,1997,673719,1895030,26471
AE,1998,703399,2001940,28431
AE,1999,739217,2114398,30284
AE,2000,778088,2239709,32331
AE,2001,766817,2418547,32822
AE,2002,752124,2608675,33262
AE,2003,747640,2843713,34445
AE,2004,766165,3173202,36579
AE,2005,814375,3627263,40338
AE,2006,871874,4257494,42404
AE,2007,939980,5024444,45677
AE,2008,1012941,5837520,49681
AE,2009,1074907,6576579,53938
AE,2010,1111149,7159998,58306
AE,2011,1177441,7490024,66384
AE,2012,1217546,7658900,76097
AE,2013,1240285,7714717,84976
AE,2014,1256613,7735030,94496
AE,2015,1276481,7776093,104389
AF,1960,3793104,4949835,251854
AF,1961,3892352,5015058,257535
AF,1962,3984184,5097028,261626
AF,1963,4072833,5192791,265930
AF,1964,4165806,5295301,267538
AF,1965,4266243,5400861,269248
AF,1966,4390389,5483419,275034
AF,1967,4516562,5571049,280989
AF,1968,4644828,5668768,286194
AF,1969,4778124,5781704,289682
AF,1970,4917749,5911975,291373
AF,1971,5085553,6028252,300157
AF,1972,5250341,6159572,306983
AF,1973,5408929,6301000,312585
AF,1974,5556778,6442266,316510
AF,1975,5686237,6578368,319607
AF,1976,5831854,6673591,325917
AF,1977,5964209,6761961,330329
AF,1978,6065182,6826801,331886
AF,1979,6106323,6848859,328097
AF,1980,6070644,6822373,318395
AF,1981,6007178,6673920,315825
AF,1982,5885089,6474104,307808
AF,1983,5731882,6253743,293470
AF,1984,5590541,6045599,276370
AF,1985,5501226,5873401,255871
AF,1986,5428925,5753791,256232
AF,1987,5387785,5692776,256237
AF,1988,5411453,5706085,258230
AF,1989,5538344,5807658,262349
AF,1990,5800881,6001203,266693
AF,1991,6142736,6362714,283924
AF,1992,6595153,6842575,307902
AF,1993,7109768,7379572,335031
AF,1994,7606475,7901657,361835
AF,1995,8017266,8366134,389123
AF,1996,8389516,8686706,405578
AF,1997,8690647,8928698,414785
AF,1998,8948449,9139118,422062
AF,1999,9226018,9382133,430268
AF,2000,9567262,9693354,441323
AF,2001,9959666,10117756,455792
AF,2002,10389003,10625361,472716
AF,2003,10832796,11181660,492911
AF,2004,11251728,11735825,512297
AF,2005,11611935,12256094,531919
AF,2006,12012584,12619509,554040
AF,2007,12366878,12938772,571894
AF,2008,12688697,13251106,591591
AF,2009,12996923,13598204,612164
AF,2010,13307214,14020251,637538
AF,2011,13569118,14574558,665492
AF,2012,13808100,15220123,698580
AF,2013,14018834,15930354,733312
AF,2014,14191262,16664533,768548
AF,2015,14324698,17398458,803406
AG,1960,23371,29047,2258
AG,1961,23574,29546,2283
AG,1962,23893,30109,2309
AG,1963,24290,30744,2335
AG,1964,24693,31444,2363
AG,1965,25066,32195,2392
AG,1966,25337,33024,2457
AG,1967,25613,33865,2523
AG,1968,25871,34722,2584
AG,1969,26083,35581,2643
AG,1970,26233,36450,2687
AG,1971,26383,37176,2780
AG,1972,26432,37910,2863
AG,1973,26400,38635,2936
AG,1974,26295,39332,3028
AG,1975,26129,39994,3130
AG,1976,25798,40704,3280
AG,1977,25365,41418,3441
AG,1978,24833,42072,3603
AG,1979,24207,42614,3732
AG,1980,23516,42968,3817
AG,1981,22571,43224,3955
AG,1982,21747,43149,4054
AG,1983,20992,42848,4111
AG,1984,20246,42471,4146
AG,1985,19506,42070,4168
AG,1986,18897,41431,4283
AG,1987,18302,40782,4399
AG,1988,17923,40081,4534
AG,1989,17946,39306,4722
AG,1990,18386,38543,4977
AG,1991,18393,38945,5080
AG,1992,18688,39513,5233
AG,1993,19156,40296,5416
AG,1994,19652,41308,5590
AG,1995,20108,42506,5734
AG,1996,20434,44065,5739
AG,1997,20897,45622,5714
AG,1998,21475,47069,5662
AG,1999,22105,48347,5589
AG,2000,22689,49462,5497
AG,2001,22949,50471,5552
AG,2002,23073,51347,5610
AG,2003,23147,52062,5696
AG,2004,23249,52643,5826
AG,2005,23391,53180,6002
AG,2006,23354,54037,6076
AG,2007,23285,54959,6153
AG,2008,23173,55947,6231
AG,2009,23033,56975,6291
AG,2010,22881,58036,6307
AG,2011,22743,59053,6356
AG,2012,22597,60086,6386
AG,2013,22451,61118,6407
AG,2014,22316,62112,6472
AG,2015,22202,63042,6574
AL,1960,645933,875670,87036
AL,1961,672883,897454,89463
AL,1962,699929,918807,92582
AL,1963,726376,940358,95887
AL,1964,751596,963487,99052
AL,1965,774448,988526,101818
AL,1966,797228,1013766,103387
AL,1967,817689,1042946,104963
AL,1968,838030,1077669,106574
AL,1969,857658,1115372,108664
AL,1970,873624,1151023,110831
AL,1971,886956,1187567,113331
AL,1972,901288,1225644,116194
AL,1973,913878,1263903,118972
AL,1974,924304,1303849,121971
AL,1975,932593,1347186,125051
AL,1976,941615,1388821,128335
AL,1977,947858,1433978,131710
AL,1978,951571,1479709,134986
AL,1979,954985,1524625,138222
AL,1980,960583,1569798,141616
AL,1981,966659,1614098,145299
AL,1982,975611,1659708,148959
AL,1983,985717,1705238,153005
AL,1984,996510,1751371,156549
AL,1985,1007723,1796942,160097
AL,1986,1018930,1840180,163525
AL,1987,1032391,1884391,167131
AL,1988,1045141,1926566,170315
AL,1989,1065867,1986153,175923
AL,1990,1074699,2031083,180760
AL,1991,1071834,2010056,184900
AL,1992,1066652,1990760,189627
AL,1993,1058873,1973486,194928
AL,1994,1049827,1957559,200150
AL,1995,1040811,1941360,205612
AL,1996,1017889,1941687,208457
AL,1997,996746,1940600,210935
AL,1998,977353,1938124,213053
AL,1999,957193,1936147,215749
AL,2000,934740,1935584,218394
AL,2001,907035,1928521,224617
AL,2002,882352,1935866,232792
AL,2003,854436,1943834,241042
AL,2004,824235,1952981,249722
AL,2005,791720,1961381,258386
AL,2006,755618,1966702,269928
AL,2007,719635,1968824,281558
AL,2008,684366,1969395,293552
AL,2009,651958,1969635,305926
AL,2010,624260,1969785,318976
AL,2011,598675,1979898,326207
AL,2012,578019,1988699,333528
AL,2013,561371,1994345,340936
AL,2014,547769,1996911,348975
AL,2015,535940,1995259,358257
AM,1960,717640,1030803,118953
AM,1961,764411,1051452,118569
AM,1962,809077,1074965,118128
AM,1963,850738,1101674,118014
AM,1964,887967,1131714,118666
AM,1965,919339,1165158,119933
AM,1966,945463,1201233,122779
AM,1967,963140,1242822,126661
AM,1968,974138,1289511,130987
AM,1969,981320,1339459,135592
AM,1970,986712,1391420,140275
AM,1971,982804,1452269,145821
AM,1972,981518,1511268,150677
AM,1973,980774,1569780,155030
AM,1974,977679,1629466,159627
AM,1975,970328,1691152,164170
AM,1976,966037,1747284,169510
AM,1977,957259,1805806,175116
AM,1978,947552,1864287,180116
AM,1979,941684,1919598,183283
AM,1980,941584,1970174,184849
AM,1981,946911,2013996,184978
AM,1982,957863,2051423,183590
AM,1983,973059,2084757,181396
AM,1984,989893,2117535,180160
AM,1985,1006753,2151746,180648
AM,1986,1026086,2189051,181374
AM,1987,1046796,2227034,183570
AM,1988,1065418,2258265,186755
AM,1989,1076987,2273718,192015
AM,1990,1076524,2268959,199212
AM,1991,1065514,2233225,212822
AM,1992,1043128,2178357,228012
AM,1993,1012587,2113796,243290
AM,1994,980074,2052595,257274
AM,1995,950514,2002880,269780
AM,1996,917120,1977996,278309
AM,1997,886073,1966994,284585
AM,1998,856063,1966456,290750
AM,1999,825741,1970145,297935
AM,2000,795479,1973317,307302
AM,2001,761949,1979537,318550
AM,2002,732254,1984064,331236
AM,2003,705664,1988551,342508
AM,2004,681754,1995030,349198
AM,2005,660267,2004920,349730
AM,2006,646065,2010247,345849
AM,2007,632584,2017875,337657
AM,2008,620889,2026292,327848
AM,2009,612501,2034453,319153
AM,2010,607813,2043034,312649
AM,2011,592113,2066014,310154
AM,2012,578989,2089603,309747
AM,2013,568816,2110991,312385
AM,2014,560948,2127155,318051
AM,2015,554655,2136238,326818
AO,1960,2335511,2796710,138623
AO,1961,2401324,2823193,142233
AO,1962,2468949,2851016,145940
AO,1963,2535782,2881975,148050
AO,1964,2594891,2920669,150141
AO,1965,2644417,2968988,151620
AO,1966,2707209,3000974,155385
AO,1967,2759002,3044622,159208
AO,1968,2804355,3099774,161965
AO,1969,2849774,3163602,164327
AO,1970,2900966,3233657,166346
AO,1971,2974836,3290924,171241
AO,1972,3050739,3361017,176549
AO,1973,3129400,3440585,180906
AO,1974,3210542,3528342,184864
AO,1975,3295671,3623319,189055
AO,1976,3400841,3703770,194897
AO,1977,3506117,3794918,200285
AO,1978,3613936,3896383,206048
AO,1979,3729902,4011434,211547
AO,1980,3855511,4138823,217617
AO,1981,4011882,4261722,225196
AO,1982,4172118,4401994,232518
AO,1983,4333373,4554286,240084
AO,1984,4487281,4710181,247457
AO,1985,4628000,4863834,254350
AO,1986,4779300,4982781,261619
AO,1987,4917599,5100685,267429
AO,1988,5046791,5225000,273113
AO,1989,5177845,5365048,278099
AO,1990,5319122,5524987,282648
AO,1991,5499760,5681020,291393
AO,1992,5685136,5865241,299779
AO,1993,5872334,6067058,307394
AO,1994,6054829,6278707,314947
AO,1995,6227873,6492639,322154
AO,1996,6426458,6666762,331593
AO,1997,6613855,6848487,339526
AO,1998,6797332,7042779,347599
AO,1999,6989969,7257186,354828
AO,2000,7201041,7494684,362913
AO,2001,7463915,7723813,375063
AO,2002,7737487,7983965,388244
AO,2003,8023554,8267248,402263
AO,2004,8313947,8566461,415092
AO,2005,8607169,8877654,428119
AO,2006,8933279,9165047,443141
AO,2007,9256235,9471095,456577
AO,2008,9577855,9794135,472246
AO,2009,9896846,10136931,486326
AO,2010,10217408,10503877,498669
AO,2011,10571798,10857048,513450
AO,2012,10918595,11238462,528575
AO,2013,11257482,11646722,541653
AO,2014,11592870,12074998,559656
AO,2015,11922971,12520996,578008
AR,1960,6336242,13134351,1150544
AR,1961,6424214,13330349,1198516
AR,1962,6507644,13532579,1247458
AR,1963,6583852,13742845,1295149
AR,1964,6652040,13956111,1345776
AR,1965,6711757,14174464,1397168
AR,1966,6778102,14379163,1453742
AR,1967,6833796,14587173,1508939
AR,1968,6889989,14805800,1565484
AR,1969,6949604,15032296,1624092
AR,1970,7021710,15268443,1682909
AR,1971,7115001,15504367,1747074
AR,1972,7221752,15749565,1811634
AR,1973,7339617,16000416,1873355
AR,1974,7465115,16243229,1936160
AR,1975,7598523,16471722,1996730
AR,1976,7763101,16648834,2062570
AR,1977,7947992,16804480,2126095
AR,1978,8142406,16947661,2187675
AR,1979,8338580,17097966,2247984
AR,1980,8524516,17273879,2307493
AR,1981,8739979,17437142,2366245
AR,1982,8915652,17651541,2426797
AR,1983,9063223,17899645,2491871
AR,1984,9215639,18153014,2555245
AR,1985,9377978,18394329,2616474
AR,1986,9491688,18674803,2690752
AR,1987,9642288,18921190,2759862
AR,1988,9805737,19163157,2826621
AR,1989,9937176,19432342,2894041
AR,1990,10018573,19745852,2962041
AR,1991,10114187,20039170,3040563
AR,1992,10157124,20378193,3119832
AR,1993,10168463,20746257,3199604
AR,1994,10173909,21111552,3272653
AR,1995,10193990,21458822,3342005
AR,1996,10225662,21776021,3417999
AR,1997,10259264,22088056,3486645
AR,1998,10296232,22393671,3555299
AR,1999,10334751,22699805,3617163
AR,2000,10368675,23012678,3672394
AR,2001,10390857,23341019,3735912
AR,2002,10430964,23665746,3796522
AR,2003,10473810,23985562,3850102
AR,2004,10510990,24313927,3903861
AR,2005,10537966,24649916,3957609
AR,2006,10578010,24961571,4019169
AR,2007,10600018,25288958,4080927
AR,2008,10608315,25626328,4147217
AR,2009,10628046,25952016,4214500
AR,2010,10664358,26267216,4287179
AR,2011,10705493,26576283,4373840
AR,2012,10763749,26869381,4462094
AR,2013,10834506,27152199,4551599
AR,2014,10895437,27438449,4646141
AR,2015,10936681,27734623,4745451
AS,1960,,,
AS,1961,,,
AS,1962,,,
AS,1963,,,
AS,1964,,,
AS,1965,,,
AS,1966,,,
AS,1967,,,
AS,1968,,,
AS,1969,,,
AS,1970,,,
AS,1971,,,
AS,1972,,,
AS,1973,,,
AS,1974,,,
AS,1975,,,
AS,1976,,,
AS,1977,,,
AS,1978,,,
AS,1979,,,
AS,1980,,,
AS,1981,,,
AS,1982,,,
AS,1983,,,
AS,1984,,,
AS,1985,,,
AS,1986,,,
AS,1987,,,
AS,1988,,,
AS,1989,,,
AS,1990,,,
AS,1991,,,
AS,1992,,,
AS,1993,,,
AS,1994,,,
AS,1995,,,
AS,1996,,,
AS,1997,,,
AS,1998,,,
AS,1999,,,
AS,2000,,,
AS,2001,,,
AS,2002,,,
AS,2003,,,
AS,2004,,,
AS,2005,,,
AS,2006,,,
AS,2007,,,
AS,2008,,,
AS,2009,,,
AS,2010,,,
AS,2011,,,
AS,2012,,,
AS,2013,,,
AS,2014,,,
AS,2015,,,
AT,1960,1565963,4626005,855571
AT,1961,1590874,4621684,873741
AT,1962,1614201,4623004,892659
AT,1963,1639673,4624093,912046
AT,1964,1668698,4623233,931870
AT,1965,1700661,4619196,951032
AT,1966,1733865,4615098,973835
AT,1967,1769004,4612099,995157
AT,1968,1800460,4601258,1013686
AT,1969,1822314,4590387,1029098
AT,1970,1835410,4588524,1043152
AT,1971,1839868,4597795,1062818
AT,1972,1837767,4624595,1081838
AT,1973,1826736,4660909,1098469
AT,1974,1802492,4687087,1109460
AT,1975,1765884,4698920,1114099
AT,1976,1723427,4714835,1127263
AT,1977,1683976,4743135,1141319
AT,1978,1640264,4771814,1150227
AT,1979,1593684,4805209,1150532
AT,1980,1549899,4856550,1142984
AT,1981,1512228,4920418,1136063
AT,1982,1473928,4982269,1117186
AT,1983,1435251,5034720,1092696
AT,1984,1401134,5086577,1073724
AT,1985,1370775,5129060,1064393
AT,1986,1350451,5150488,1068855
AT,1987,1327825,5165110,1082408
AT,1988,1306950,5177737,1100629
AT,1989,1296850,5201116,1120838
AT,1990,1300628,5237061,1140161
AT,1991,1315230,5275652,1164009
AT,1992,1343898,5312864,1183947
AT,1993,1375580,5333140,1196913
AT,1994,1398344,5336246,1201528
AT,1995,1409230,5337269,1201780
AT,1996,1409542,5342092,1207383
AT,1997,1398391,5358508,1211939
AT,1998,1379187,5381940,1214865
AT,1999,1361892,5410004,1220428
AT,2000,1349148,5435046,1227372
AT,2001,1336629,5463934,1241730
AT,2002,1331098,5492498,1258361
AT,2003,1327853,5516883,1276688
AT,2004,1323858,5548765,1299343
AT,2005,1315630,5585050,1327149
AT,2006,1304792,5606965,1357711
AT,2007,1286630,5618533,1390324
AT,2008,1265700,5631156,1424640
AT,2009,1247327,5640086,1456744
AT,2010,1231929,5646970,1484504
AT,2011,1222662,5657646,1512174
AT,2012,1218134,5675070,1537630
AT,2013,1217638,5699836,1561901
AT,2014,1219737,5733105,1588733
AT,2015,1223636,5772012,1615440
AU,1960,3101441,6291259,883777
AU,1961,3171108,6408258,903635
AU,1962,3239787,6575178,927035
AU,1963,3280620,6723300,944985
AU,1964,3323299,6879989,963712
AU,1965,3370848,7036645,980507
AU,1966,3432385,7224785,993830
AU,1967,3463007,7340158,995836
AU,1968,3515034,7490013,1003952
AU,1969,3579570,7668054,1016603
AU,1970,3632033,7845641,1029326
AU,1971,3721975,8137373,1077652
AU,1972,3755445,8310734,1109503
AU,1973,3774498,8464188,1139976
AU,1974,3824600,8712733,1185667
AU,1975,3815018,8859566,1218416
AU,1976,3812766,8968490,1251744
AU,1977,3789264,9109845,1292891
AU,1978,3754617,9268089,1335294
AU,1979,3722841,9415232,1374476
AU,1980,3711199,9568900,1413370
AU,1981,3691447,9775692,1459861
AU,1982,3703432,9971946,1502622
AU,1983,3714687,10117413,1535363
AU,1984,3716570,10254377,1571498
AU,1985,3714161,10427069,1616771
AU,1986,3740296,10612190,1665914
AU,1987,3740697,10804109,1719094
AU,1988,3736277,11018711,1777212
AU,1989,3742885,11233701,1837814
AU,1990,3759442,11411432,1894226
AU,1991,3773097,11559539,1951364
AU,1992,3801664,11686660,2006677
AU,1993,3831972,11780356,2054672
AU,1994,3862037,11889645,2101534
AU,1995,3889094,12032338,2150568
AU,1996,3924047,12187802,2197320
AU,1997,3944121,12334174,2238705
AU,1998,3955505,12478366,2279000
AU,1999,3970675,12634998,2320328
AU,2000,3991485,12796119,2365396
AU,2001,4002961,12995062,2414977
AU,2002,4008886,13178229,2464286
AU,2003,4016881,13359761,2518758
AU,2004,4021455,13533664,2572282
AU,2005,4036131,13725700,2632969
AU,2006,4050579,13960734,2686587
AU,2007,4036389,14071127,2718002
AU,2008,4088346,14366584,2794270
AU,2009,4149622,14659251,2882827
AU,2010,4188236,14871431,2974286
AU,2011,4240137,15030368,3067285
AU,2012,4293367,15243840,3188774
AU,2013,4341439,15451639,3324275
AU,2014,4390130,15617696,3453913
AU,2015,4447079,15757403,3576688
AW,1960,23770,29093,1344
AW,1961,24037,29968,1430
AW,1962,24138,30576,1512
AW,1963,24091,31019,1588
AW,1964,23924,31429,1671
AW,1965,23684,31909,1767
AW,1966,23483,32365,1864
AW,1967,23167,32914,1968
AW,1968,22776,33525,2084
AW,1969,22391,34113,2220
AW,1970,22043,34653,2369
AW,1971,21451,35395,2591
AW,1972,20953,36059,2837
AW,1973,20475,36680,3084
AW,1974,19895,37308,3323
AW,1975,19155,37952,3548
AW,1976,18710,38220,3666
AW,1977,18055,38544,3767
AW,1978,17268,38967,3871
AW,1979,16518,39472,3989
AW,1980,15937,40048,4117
AW,1981,15644,40695,4234
AW,1982,15526,41456,4355
AW,1983,15551,42174,4479
AW,1984,15576,42694,4562
AW,1985,15461,42954,4614
AW,1986,15580,42448,4623
AW,1987,15446,41782,4607
AW,1988,15178,41300,4599
AW,1989,15038,41349,4645
AW,1990,15257,42136,4754
AW,1991,15568,44280,4776
AW,1992,16247,47096,4892
AW,1993,17175,50241,5082
AW,1994,18101,53291,5315
AW,1995,18812,55963,5551
AW,1996,19601,57779,5807
AW,1997,20157,59240,6058
AW,1998,20501,60465,6310
AW,1999,20782,61644,6577
AW,2000,21061,62910,6887
AW,2001,21291,64403,7209
AW,2002,21488,65946,7562
AW,2003,21615,67474,7926
AW,2004,21605,68853,8275
AW,2005,21477,69962,8593
AW,2006,21396,70440,8994
AW,2007,21327,70549,9342
AW,2008,21272,70392,9678
AW,2009,21206,70170,10040
AW,2010,21142,69990,10464
AW,2011,20826,70305,10805
AW,2012,20427,70764,11202
AW,2013,19956,71293,11661
AW,2014,19488,71798,12154
AW,2015,19053,72172,12674
AZ,1960,1503806,2143059,250634
AZ,1961,1619709,2158941,251077
AZ,1962,1731620,2183800,252554
AZ,1963,1837931,2215252,254132
AZ,1964,1937416,2251723,256514
AZ,1965,2027917,2293085,258756
AZ,1966,2107047,2337763,263675
AZ,1967,2172994,2389956,269148
AZ,1968,2225464,2450239,275274
AZ,1969,2265044,2520375,280661
AZ,1970,2292371,2599436,286352
AZ,1971,2303136,2690164,293972
AZ,1972,2308279,2785036,299861
AZ,1973,2307246,2883234,305581
AZ,1974,2298343,2986671,310587
AZ,1975,2282073,3096286,315436
AZ,1976,2255414,3212344,321292
AZ,1977,2221781,3334141,326473
AZ,1978,2185671,3458954,330420
AZ,1979,2152508,3584074,331949
AZ,1980,2126577,3706407,330390
AZ,1981,2122172,3809139,330631
AZ,1982,2125005,3908354,328930
AZ,1983,2135962,4002342,326471
AZ,1984,2155242,4089113,324502
AZ,1985,2183100,4167980,323027
AZ,1986,2236034,4225955,317303
AZ,1987,2293181,4281981,311267
AZ,1988,2352129,4336366,305644
AZ,1989,2410407,4391729,301922
AZ,1990,2447662,4412808,298530
AZ,1991,2491045,4472392,307563
AZ,1992,2531288,4531072,319641
AZ,1993,2568537,4592187,334277
AZ,1994,2595135,4653922,347943
AZ,1995,2608289,4716285,360427
AZ,1996,2608368,4775798,378834
AZ,1997,2597596,4844039,396615
AZ,1998,2576473,4922677,413850
AZ,1999,2543304,5007579,431867
AZ,2000,2500700,5097178,450722
AZ,2001,2438227,5199279,473694
AZ,2002,2373134,5303596,495220
AZ,2003,2307195,5412274,514631
AZ,2004,2242755,5533790,529955
AZ,2005,2182720,5670373,538757
AZ,2006,2133016,5806826,544708
AZ,2007,2086972,5949415,544913
AZ,2008,2068162,6149278,545960
AZ,2009,2064129,6339122,543992
AZ,2010,2058955,6459360,536016
AZ,2011,2044680,6589942,538460
AZ,2012,2055298,6704119,536367
AZ,2013,2079230,6806464,531108
AZ,2014,2101531,6903397,530150
AZ,2015,2115576,6993367,543371
BA,1960,1214124,1889173,111222
BA,1961,1237431,1923328,116337
BA,1962,1258191,1961308,122310
BA,1963,1274700,2003002,128764
BA,1964,1286659,2046169,135255
BA,1965,1293174,2090085,141336
BA,1966,1303077,2123176,148719
BA,1967,1303561,2160414,156022
BA,1968,1298784,2199915,163309
BA,1969,1293400,2238733,170701
BA,1970,1291496,2275849,178292
BA,1971,1284752,2318165,188031
BA,1972,1284195,2356533,197273
BA,1973,1285622,2393301,206306
BA,1974,1282844,2433238,214593
BA,1975,1271709,2477886,221616
BA,1976,1261046,2518485,228479
BA,1977,1240778,2565622,235222
BA,1978,1215119,2617618,240743
BA,1979,1192301,2670459,244375
BA,1980,1177102,2721427,246197
BA,1981,1159265,2779308,246501
BA,1982,1151766,2830174,244724
BA,1983,1150072,2877956,242143
BA,1984,1148668,2928240,240961
BA,1985,1143942,2983513,242509
BA,1986,1148300,3031724,247994
BA,1987,1147641,3088075,256479
BA,1988,1139778,3136774,266660
BA,1989,1123857,3157741,277203
BA,1990,1097797,3141735,287917
BA,1991,1053557,3084339,300002
BA,1992,1002602,2988452,310114
BA,1993,947913,2875212,318042
BA,1994,895463,2770226,326167
BA,1995,851889,2691443,335945
BA,1996,815479,2647258,347912
BA,1997,789129,2627785,362062
BA,1998,769528,2628025,378345
BA,1999,750066,2637719,396226
BA,2000,727853,2649705,415320
BA,2001,710933,2654883,433931
BA,2002,685502,2668128,454336
BA,2003,656960,2685480,474874
BA,2004,632034,2701831,492007
BA,2005,614490,2715564,503322
BA,2006,592281,2735318,510905
BA,2007,581823,2746283,512312
BA,2008,578266,2750412,510687
BA,2009,573357,2753189,511186
BA,2010,563016,2755249,516993
BA,2011,559517,2747383,525410
BA,2012,548230,2741531,538276
BA,2013,533383,2735738,554412
BA,2014,521096,2724970,571488
BA,2015,514406,2707682,588328
BB,1960,87940,127268,15727
BB,1961,89055,126633,15986
BB,1962,89987,126409,16188
BB,1963,90795,126417,16374
BB,1964,91450,126491,16606
BB,1965,91913,126537,16923
BB,1966,91750,126920,17373
BB,1967,91217,127467,17936
BB,1968,90444,128230,18549
BB,1969,89573,129209,19152
BB,1970,88660,130458,19729
BB,1971,86198,133509,20331
BB,1972,84118,136245,21102
BB,1973,82152,138790,22063
BB,1974,79964,141368,23207
BB,1975,77550,144102,24382
BB,1976,76856,145670,24918
BB,1977,75830,147604,25376
BB,1978,74960,149296,25804
BB,1979,74725,150253,26198
BB,1980,75079,150562,26556
BB,1981,73191,153088,26801
BB,1982,71963,155018,26856
BB,1983,71035,156679,26800
BB,1984,69974,158578,26668
BB,1985,68615,160826,26489
BB,1986,67650,162644,26444
BB,1987,66309,164921,26405
BB,1988,64812,167394,26344
BB,1989,63566,169605,26283
BB,1990,62698,171430,26272
BB,1991,61793,172890,26625
BB,1992,61272,173880,27031
BB,1993,61037,174587,27440
BB,1994,60829,175306,27880
BB,1995,60544,176120,28298
BB,1996,60315,176850,28775
BB,1997,59982,177651,29284
BB,1998,59645,178454,29850
BB,1999,59378,179101,30442
BB,2000,59202,179523,31112
BB,2001,58441,180899,31345
BB,2002,57906,182027,31546
BB,2003,57529,183014,31718
BB,2004,57158,184009,31924
BB,2005,56803,185096,32114
BB,2006,56521,186037,32482
BB,2007,56197,187039,32918
BB,2008,55907,187964,33416
BB,2009,55749,188661,34056
BB,2010,55690,189015,34834
BB,2011,55335,189575,35693
BB,2012,55162,189729,36690
BB,2013,55116,189616,37799
BB,2014,55089,189298,38993
BB,2015,55052,188918,40245
BD,1960,20171994,26732109,1291779
BD,1961,20958260,27301282,1334068
BD,1962,21708419,27954565,1372723
BD,1963,22457684,28667037,1407874
BD,1964,23264812,29419323,1445255
BD,1965,24159813,30195579,1479628
BD,1966,25192671,30931386,1551472
BD,1967,26300717,31708731,1615845
BD,1968,27417874,32492520,1681285
BD,1969,28413311,33271480,1737778
BD,1970,29213372,34052995,1782334
BD,1971,29940986,34610133,1866330
BD,1972,30511686,35127297,1939503
BD,1973,30992434,35661210,2004827
BD,1974,31503904,36252885,2081171
BD,1975,32139591,36955898,2151664
BD,1976,32949867,37755968,2231664
BD,1977,33824022,38726596,2297848
BD,1978,34742193,39836175,2370010
BD,1979,35645533,41066756,2429658
BD,1980,36491833,42390736,2481607
BD,1981,37452613,43588822,2558147
BD,1982,38314403,44926257,2627568
BD,1983,39117185,46374499,2689527
BD,1984,39927701,47887885,2743954
BD,1985,40768554,49456172,2790455
BD,1986,41660148,51005016,2895189
BD,1987,42557520,52598190,3003367
BD,1988,43425909,54249632,3104010
BD,1989,44214084,55991409,3205418
BD,1990,44873260,57813801,3306674
BD,1991,45530661,59528410,3439757
BD,1992,46081993,61331670,3573796
BD,1993,46534054,63198735,3709565
BD,1994,46933461,65143505,3848335
BD,1995,47300051,67148544,3979173
BD,1996,47668927,69132043,4186154
BD,1997,47996183,71191043,4386881
BD,1998,48285099,73291911,4592573
BD,1999,48511596,75432441,4802236
BD,2000,48665770,77586917,5014924
BD,2001,48935284,79596758,5244022
BD,2002,49137604,81628091,5449138
BD,2003,49272362,83659065,5668747
BD,2004,49323494,85647106,5873186
BD,2005,49267964,87573198,6074524
BD,2006,49274309,89249938,6314991
BD,2007,49196506,90872807,6538034
BD,2008,49041918,92479893,6745488
BD,2009,48869303,94110884,6925650
