country-from,country-to,year,oda-gross-bl
BE,BA,2008,1650401
BE,BD,2008,3624391
BE,BF,2008,12423144
BE,BI,2008,56526253
BE,BJ,2008,21257742
BE,BO,2008,17050006
BE,BR,2008,3859242
BE,BW,2008,281528
BE,BY,2008,81877
BE,CD,2008,166909308
BE,CF,2008,2245270
BE,CG,2008,1061734
BE,CI,2008,4969658
BE,CL,2008,962075
BE,CM,2008,3513838
BE,CN,2008,4663991
BE,CO,2008,7911968
BE,CR,2008,194193
BE,CU,2008,5682584
BE,CV,2008,413003
BE,DM,2008,1883
BE,DO,2008,855920
BE,DZ,2008,11280723
BE,EC,2008,17893577
BE,EG,2008,41643
BE,ER,2008,1901974
BE,ET,2008,8397617
BE,GA,2008,171322
BE,GE,2008,1905486
BE,GH,2008,19249133
BE,GM,2008,509663
BE,GN,2008,2144503
BE,GT,2008,4249969
BE,GW,2008,487262
BE,GY,2008,100403
BE,HN,2008,4938441
BE,HR,2008,303302
BE,HT,2008,6332491
BE,ID,2008,3046919
BE,IN,2008,16774146
BE,IQ,2008,99320974
BE,IR,2008,276384
BE,JM,2008,3971219
BE,JO,2008,173803
BE,KE,2008,9365869
BE,KG,2008,606336
BE,KH,2008,15694735
BE,KM,2008,156748
BE,KP,2008,406389
BE,LA,2008,2656523
BE,LB,2008,4488883
BE,LK,2008,2127949
BE,LS,2008,9016
BE,MA,2008,16764981
BE,MD,2008,137620
BE,MG,2008,1820482
BE,MK,2008,194490
BE,ML,2008,22396775
BE,MM,2008,2109758
BE,MN,2008,4487
BE,MR,2008,2029789
BE,MU,2008,4314
BE,MW,2008,2997926
BE,MX,2008,1301654
BE,MZ,2008,24775839
BE,NA,2008,427285
BE,NE,2008,21372210
BE,NG,2008,3542350
BE,NI,2008,9492162
BE,NP,2008,2658484
BE,PE,2008,30004478
BE,PG,2008,1509
BE,PH,2008,6320647
BE,PK,2008,511227
BE,PS,2008,29033508
BE,PY,2008,275933
BE,RS,2008,4971339
BE,RW,2008,62622390
BE,SD,2008,2586438
BE,SL,2008,100816
BE,SN,2008,20358131
BE,SO,2008,2451288
BE,SR,2008,1554038
BE,ST,2008,2329426
BE,SV,2008,1703520
BE,SY,2008,69030
BE,SZ,2008,23053
BE,TD,2008,358960
BE,TG,2008,2473816
BE,TH,2008,566370
BE,TJ,2008,286064
BE,TN,2008,9459767
BE,TR,2008,173078
BE,TZ,2008,19345582
BE,UA,2008,43744
BE,UG,2008,16305397
BE,UY,2008,17257
BE,VE,2008,179298
BE,VN,2008,28499223
BE,YE,2008,345948
BE,ZA,2008,19939233
BE,ZM,2008,2234176
BE,ZW,2008,3053592
CA,51,2008,455573045
CA,52,2008,126105090
CA,53,2008,243965102
CA,54,2008,14871
CA,55,2008,563850926
CA,56,2008,24591073
CA,57,2008,11808724
CA,58,2008,4459808
CA,59,2008,346275
CA,60,2008,3073820
CA,61,2008,511195
CA,62,2008,10340456
CA,63,2008,17295391
CA,65,2008,26160681
CA,67,2008,9164799
CA,AF,2008,233861591
CA,AL,2008,30599
CA,AM,2008,158271
CA,AO,2008,414257
CA,AR,2008,2303781
CA,AZ,2008,44316
CA,BA,2008,10583689
CA,BB,2008,52370
CA,BD,2008,95529040
CA,BF,2008,26666770
CA,BI,2008,2229111
CA,BJ,2008,4172642
CA,BO,2008,15857812
CA,BR,2008,8742020
CA,BT,2008,751032
CA,BW,2008,231032
CA,BY,2008,5275
CA,BZ,2008,493595
CA,CD,2008,23145658
CA,CF,2008,2882333
CA,CG,2008,391203
CA,CI,2008,3256788
CA,CL,2008,1154359
CA,CM,2008,9371136
CA,CN,2008,67179413
CA,CO,2008,13764593
CA,CR,2008,1596955
CA,CU,2008,5863429
CA,CV,2008,57354
CA,DJ,2008,43493
CA,DM,2008,608817
CA,DO,2008,2597360
CA,DZ,2008,1306435
CA,EC,2008,3842509
CA,EG,2008,17732475
CA,ER,2008,28471
CA,ET,2008,165190072
CA,FJ,2008,333539
CA,GA,2008,45371
CA,GD,2008,160381
CA,GE,2008,4501957
CA,GH,2008,75972556
CA,GM,2008,257115
CA,GN,2008,4754797
CA,GQ,2008,50646
CA,GT,2008,16889929
CA,GW,2008,111505
CA,GY,2008,10809538
CA,HN,2008,11709651
CA,HR,2008,139278
CA,HT,2008,160565227
CA,ID,2008,104599900
CA,IN,2008,9059967
CA,IQ,2008,162745729
CA,IR,2008,49531
CA,JM,2008,2579152
CA,JO,2008,9401251
CA,KE,2008,24518041
CA,KG,2008,111622
CA,KH,2008,10602633
CA,KP,2008,2532343
CA,KZ,2008,84411
CA,LA,2008,379941
CA,LB,2008,13441190
CA,LK,2008,49896753
CA,LR,2008,3082072
CA,LS,2008,315487
CA,MA,2008,10388584
CA,MG,2008,1552499
CA,ML,2008,97579903
CA,MM,2008,24960178
CA,MN,2008,1325032
CA,MR,2008,262279
CA,MV,2008,637306
CA,MW,2008,14899880
CA,MX,2008,2640194
CA,MY,2008,292167
CA,MZ,2008,77754904
CA,NA,2008,226768
CA,NE,2008,13423529
CA,NG,2008,26431193
CA,NI,2008,9403697
CA,NP,2008,7237534
CA,PA,2008,244680
CA,PE,2008,12717511
CA,PG,2008,10665
CA,PH,2008,13960417
CA,PK,2008,45943240
CA,PS,2008,51069971
CA,PY,2008,1313553
CA,RS,2008,663684
CA,RW,2008,11574098
CA,SB,2008,198366
CA,SD,2008,94679884
CA,SL,2008,1501602
CA,SN,2008,76005069
CA,SO,2008,24995045
CA,SR,2008,127672
CA,ST,2008,53812
CA,SV,2008,2009678
CA,SY,2008,73761
CA,SZ,2008,168162
CA,TD,2008,5817914
CA,TG,2008,115010
CA,TH,2008,4459191
CA,TJ,2008,6354439
CA,TL,2008,1089813
CA,TN,2008,1077601
CA,TR,2008,183770
CA,TT,2008,358361
CA,TZ,2008,42305553
CA,UA,2008,18804759
CA,UG,2008,18440823
CA,UY,2008,791440
CA,VE,2008,403605
CA,VN,2008,36469621
CA,YE,2008,872311
CA,ZA,2008,13286772
CA,ZM,2008,11717723
CA,ZW,2008,22232331
CH,51,2008,17653940
CH,52,2008,6456695
CH,53,2008,3243871
CH,54,2008,11104103
CH,55,2008,788681491
CH,56,2008,31137953
CH,57,2008,6923470
CH,58,2008,5224452
CH,59,2008,12879133
CH,60,2008,246234
CH,61,2008,289057
CH,62,2008,33188
CH,63,2008,4983571
CH,64,2008,601668
CH,65,2008,27858753
CH,66,2008,22482
CH,67,2008,96352
CH,AF,2008,18540384
CH,AL,2008,17282447
CH,AM,2008,2509450
CH,AO,2008,1618723
CH,AR,2008,302975
CH,AZ,2008,12322429
CH,BA,2008,19129206
CH,BD,2008,21035917
CH,BF,2008,24433952
CH,BI,2008,7040164
CH,BJ,2008,12424134
CH,BO,2008,14731244
CH,BR,2008,2503026
CH,BT,2008,3703152
CH,BY,2008,3104695
CH,CD,2008,10033519
CH,CF,2008,14635962
CH,CG,2008,217328
CH,CI,2008,1788946
CH,CL,2008,1170148
CH,CM,2008,3111118
CH,CN,2008,6813200
CH,CO,2008,9735896
CH,CR,2008,108129
CH,CU,2008,5912838
CH,CV,2008,995643
CH,DJ,2008,1014914
CH,DM,2008,2141
CH,DO,2008,1070
CH,DZ,2008,1415312
CH,EC,2008,10406082
CH,EG,2008,1945252
CH,ER,2008,924985
CH,ET,2008,3698869
CH,GA,2008,4282
CH,GE,2008,10334353
CH,GH,2008,9766943
CH,GN,2008,1737558
CH,GT,2008,1268642
CH,GW,2008,550280
CH,HN,2008,2917343
CH,HR,2008,154164
CH,HT,2008,8238148
CH,ID,2008,1661547
CH,IN,2008,17194659
CH,IQ,2008,106096006
CH,IR,2008,206622
CH,JO,2008,6969505
CH,KE,2008,4079997
CH,KG,2008,12757086
CH,KH,2008,4637772
CH,KP,2008,7032670
CH,KZ,2008,200199
CH,LA,2008,8595723
CH,LB,2008,5546698
CH,LK,2008,8467253
CH,LR,2008,8488665
CH,LS,2008,611303
CH,LY,2008,164870
CH,MA,2008,2414168
CH,MD,2008,9320509
CH,ME,2008,97423
CH,MG,2008,9603144
CH,MH,2008,28905
CH,MK,2008,10384670
CH,ML,2008,11430632
CH,MM,2008,8040090
CH,MN,2008,9605285
CH,MR,2008,1214042
CH,MU,2008,1070
CH,MV,2008,7494
CH,MX,2008,554562
CH,MY,2008,37470
CH,MZ,2008,28000070
CH,NA,2008,192705
CH,NE,2008,13010814
CH,NG,2008,83505
CH,NI,2008,21244681
CH,NP,2008,26413463
CH,OM,2008,-19271
CH,PA,2008,1070
CH,PE,2008,20902094
CH,PG,2008,1070
CH,PH,2008,343657
CH,PK,2008,19978179
CH,PS,2008,21521962
CH,PY,2008,208764
CH,RS,2008,65564743
CH,RW,2008,6356060
CH,SD,2008,17377729
CH,SL,2008,853255
CH,SN,2008,2882013
CH,SO,2008,8801276
CH,SV,2008,1205478
CH,SY,2008,2323168
CH,SZ,2008,163799
CH,TD,2008,15471018
CH,TG,2008,748338
CH,TH,2008,1742911
CH,TJ,2008,14038576
CH,TL,2008,302975
CH,TM,2008,524586
CH,TN,2008,2473050
CH,TR,2008,836126
CH,TZ,2008,32560760
CH,UA,2008,7781009
CH,UG,2008,4408667
CH,UY,2008,205552
CH,UZ,2008,4865807
CH,VE,2008,213046
CH,VN,2008,29377912
CH,YE,2008,1342513
CH,ZA,2008,9786214
CH,ZM,2008,453927
CH,ZW,2008,6600154
DE,51,2008,106921775
DE,52,2008,177166527
DE,53,2008,208894022
DE,54,2008,29151449
DE,55,2008,1005841562
DE,56,2008,130620953
DE,57,2008,20555613
DE,58,2008,22355579
DE,59,2008,40244620
DE,60,2008,42026708
DE,61,2008,1695424
DE,63,2008,22507588
DE,64,2008,5732339
DE,65,2008,110450673
DE,AF,2008,275127856
DE,AG,2008,7195
DE,AL,2008,44371968
DE,AM,2008,26187531
DE,AO,2008,10899492
DE,AR,2008,21018374
DE,AZ,2008,28817594
DE,BA,2008,43900224
DE,BB,2008,15979
DE,BD,2008,61651755
DE,BF,2008,42035515
DE,BI,2008,21644172
DE,BJ,2008,43610976
DE,BO,2008,51586307
DE,BR,2008,130624708
DE,BT,2008,77101
DE,BW,2008,410769008
DE,BY,2008,19928493
DE,BZ,2008,18005
DE,CD,2008,57277949
DE,CF,2008,6376822
DE,CG,2008,1145938
DE,CI,2008,23966799
DE,CL,2008,31130945
DE,CM,2008,543959550
DE,CN,2008,565285205
DE,CO,2008,46389317
DE,CR,2008,28895792
DE,CU,2008,2397240
DE,CV,2008,1822415
DE,DJ,2008,190415
DE,DM,2008,7256
DE,DO,2008,10137486
DE,DZ,2008,13638379
DE,EC,2008,38784670
DE,EG,2008,204338363
DE,ER,2008,1197587
DE,ET,2008,91940157
DE,FJ,2008,510401
DE,GA,2008,2452105
DE,GD,2008,12832
DE,GE,2008,70007027
DE,GH,2008,67081455
DE,GM,2008,760957
DE,GN,2008,22219017
DE,GQ,2008,19419
DE,GT,2008,20114002
DE,GW,2008,569066
DE,GY,2008,763887
DE,HN,2008,30104500
DE,HR,2008,36722503
DE,HT,2008,5311537
DE,ID,2008,222206668
DE,IN,2008,276608458
DE,IQ,2008,1735131376
DE,IR,2008,39972200
DE,JM,2008,129552
DE,JO,2008,50491562
DE,KE,2008,85175200
DE,KG,2008,19949577
DE,KH,2008,31629409
DE,KM,2008,10454
DE,KP,2008,5159580
DE,KZ,2008,20724801
DE,LA,2008,26979143
DE,LB,2008,34426451
DE,LC,2008,16336
DE,LK,2008,48501123
DE,LR,2008,428058070
DE,LS,2008,6930710
DE,LY,2008,3183790
DE,MA,2008,137125988
DE,MD,2008,10510629
DE,ME,2008,19702610
DE,MG,2008,16559784
DE,MK,2008,23193080
DE,ML,2008,36860368
DE,MM,2008,13410766
DE,MN,2008,32406545
DE,MR,2008,16252885
DE,MS,2008,14976
DE,MU,2008,1322450
DE,MV,2008,57662
DE,MW,2008,27723424
DE,MX,2008,36636546
DE,MY,2008,10137741
DE,MZ,2008,74500928
DE,NA,2008,26059072
DE,NE,2008,19617586
DE,NG,2008,27945876
DE,NI,2008,24406220
DE,NP,2008,59778170
DE,NR,2008,28343
DE,OM,2008,443987
DE,PA,2008,1074930
DE,PE,2008,118562487
DE,PG,2008,2130544
DE,PH,2008,50319043
DE,PK,2008,90480370
DE,PS,2008,73701746
DE,PW,2008,122291
DE,PY,2008,10483925
DE,RS,2008,110499280
DE,RW,2008,22998088
DE,SC,2008,57372
DE,SD,2008,44260804
DE,SL,2008,13898159
DE,SN,2008,25996532
DE,SO,2008,9423656
DE,SR,2008,6748
DE,ST,2008,25834
DE,SV,2008,22332863
DE,SY,2008,98543133
DE,SZ,2008,1422778
DE,TD,2008,30497150
DE,TG,2008,7897385
DE,TH,2008,18179199
DE,TJ,2008,20747735
DE,TL,2008,6232176
DE,TM,2008,1718555
DE,TN,2008,58072862
DE,TO,2008,6120
DE,TR,2008,134687971
DE,TT,2008,240678
DE,TZ,2008,81813690
DE,UA,2008,73337355
DE,UG,2008,35408487
DE,UY,2008,3333503
DE,UZ,2008,32467365
DE,VC,2008,366568
DE,VE,2008,7682679
DE,VN,2008,111442206
DE,WS,2008,14312
DE,YE,2008,62869385
DE,YT,2008,3895
DE,ZA,2008,152306616
DE,ZM,2008,42551295
DE,ZW,2008,23254981
DK,51,2008,20729674
DK,53,2008,4271449
DK,54,2008,1043028
DK,55,2008,331108467
DK,56,2008,560165
DK,57,2008,278215
DK,58,2008,6084331
DK,59,2008,13435945
DK,62,2008,5432485
DK,63,2008,-20166
DK,65,2008,21808180
DK,AF,2008,23145482
DK,AM,2008,1567156
DK,AO,2008,1962633
DK,BD,2008,34931366
DK,BF,2008,34272238
DK,BI,2008,2053940
DK,BJ,2008,42933145
DK,BO,2008,25542804
DK,BT,2008,12208248
DK,BW,2008,549522
DK,BY,2008,244418
DK,CD,2008,5925618
DK,CF,2008,373443
DK,CI,2008,1225455
DK,CN,2008,3506263
DK,CO,2008,259543
DK,EC,2008,107365
DK,EG,2008,28943009
DK,ER,2008,-66287
DK,ET,2008,5352942
DK,GE,2008,560165
DK,GH,2008,67563999
DK,GT,2008,336099
DK,GW,2008,455227
DK,HN,2008,931742
DK,ID,2008,9047234
DK,IN,2008,6046053
DK,IQ,2008,30771016
DK,JO,2008,3169230
DK,KE,2008,52155151
DK,KG,2008,10269
DK,KH,2008,10132461
DK,KP,2008,1680496
DK,KZ,2008,23713
DK,LA,2008,-65913
DK,LB,2008,1832488
DK,LK,2008,12173705
DK,LR,2008,8861632
DK,MA,2008,1818670
DK,ML,2008,10928457
DK,MM,2008,18153099
DK,MN,2008,541493
DK,MW,2008,4188171
DK,MY,2008,4156615
DK,MZ,2008,60549606
DK,NA,2008,760331
DK,NE,2008,9658748
DK,NG,2008,69898396
DK,NI,2008,32683421
DK,NP,2008,21439591
DK,PA,2008,373443
DK,PE,2008,28008
DK,PH,2008,2713628
DK,PK,2008,-4855
DK,PS,2008,6706489
DK,RS,2008,4630515
DK,RW,2008,1643152
DK,SD,2008,25316870
DK,SL,2008,311825
DK,SO,2008,9670138
DK,SY,2008,2296678
DK,TD,2008,1493774
DK,TH,2008,5135784
DK,TL,2008,-187
DK,TO,2008,-44440
DK,TZ,2008,103629514
DK,UA,2008,2945537
DK,UG,2008,55131684
DK,VN,2008,66872008
DK,YE,2008,3785599
DK,ZA,2008,24573904
DK,ZM,2008,29278735
DK,ZW,2008,10497129
ES,51,2008,117128661
ES,52,2008,614917617
ES,53,2008,60089206
ES,55,2008,708120145
ES,56,2008,26761412
ES,57,2008,9968302
ES,58,2008,31816585
ES,59,2008,23205929
ES,60,2008,35731495
ES,61,2008,858255
ES,63,2008,28943391
ES,65,2008,43781063
ES,AF,2008,64071608
ES,AL,2008,15109976
ES,AM,2008,621416
ES,AO,2008,20996124
ES,AR,2008,38585500
ES,AZ,2008,321845
ES,BA,2008,37844497
ES,BB,2008,139340
ES,BD,2008,8807809
ES,BF,2008,10825139
ES,BI,2008,1681051
ES,BJ,2008,1795559
ES,BO,2008,85817994
ES,BR,2008,32865447
ES,BY,2008,117553
ES,BZ,2008,2368
ES,CD,2008,38576652
ES,CF,2008,1918487
ES,CG,2008,610737
ES,CI,2008,4666727
ES,CL,2008,6372283
ES,CM,2008,15899531
ES,CN,2008,70076779
ES,CO,2008,82793830
ES,CR,2008,15572255
ES,CU,2008,40904785
ES,CV,2008,18134023
ES,DJ,2008,502615
ES,DO,2008,47403248
ES,DZ,2008,62921738
ES,EC,2008,83469697
ES,EG,2008,14560870
ES,ER,2008,1565101
ES,ET,2008,54038764
ES,GA,2008,398083
ES,GE,2008,2402421
ES,GH,2008,15650262
ES,GM,2008,1960738
ES,GN,2008,2577176
ES,GQ,2008,12307693
ES,GT,2008,228397611
ES,GW,2008,14593842
ES,GY,2008,69733
ES,HN,2008,230799868
ES,HR,2008,840125
ES,HT,2008,40610760
ES,ID,2008,28118462
ES,IN,2008,12697644
ES,IQ,2008,115164311
ES,IR,2008,615151
ES,JM,2008,1805546
ES,JO,2008,11288852
ES,KE,2008,34880709
ES,KG,2008,2955080
ES,KH,2008,10538296
ES,KM,2008,48097
ES,KP,2008,308615
ES,KZ,2008,57130
ES,LA,2008,182322
ES,LB,2008,46241099
ES,LK,2008,23230409
ES,LR,2008,21678724
ES,LS,2008,1364818
ES,LY,2008,4773
ES,MA,2008,122074304
ES,MD,2008,1608069
ES,ME,2008,106330
ES,MG,2008,13004477
ES,MK,2008,3634422
ES,ML,2008,27802935
ES,MM,2008,8202633
ES,MN,2008,3613081
ES,MR,2008,55478229
ES,MW,2008,9242027
ES,MX,2008,20439701
ES,MZ,2008,70219864
ES,NA,2008,13443492
ES,NE,2008,21400233
ES,NG,2008,22686979
ES,NI,2008,162953913
ES,NP,2008,2539605
ES,PA,2008,8250691
ES,PE,2008,119911688
ES,PH,2008,37047565
ES,PK,2008,2928935
ES,PS,2008,92093197
ES,PY,2008,21656428
ES,RS,2008,15528879
ES,RW,2008,22192342
ES,SB,2008,275500
ES,SD,2008,33629307
ES,SL,2008,2995919
ES,SN,2008,121132938
ES,SO,2008,13044256
ES,ST,2008,7170634
ES,SV,2008,75725570
ES,SY,2008,6646913
ES,SZ,2008,2386
ES,TD,2008,10677762
ES,TG,2008,3075359
ES,TH,2008,54471
ES,TJ,2008,2226472
ES,TL,2008,12462797
ES,TN,2008,19029254
ES,TR,2008,83092645
ES,TZ,2008,3858782
ES,UA,2008,234818
ES,UG,2008,34050875
ES,UY,2008,12241970
ES,UZ,2008,321845
ES,VE,2008,13819066
ES,VN,2008,45832688
ES,VU,2008,26847
ES,YE,2008,1690588
ES,ZA,2008,552809
ES,ZM,2008,895427
ES,ZW,2008,4273962
EU,51,2008,1082086
EU,52,2008,53798547
EU,53,2008,43609780
EU,54,2008,32653119
EU,55,2008,1360175820
EU,56,2008,269740112
EU,57,2008,1836936
EU,58,2008,11364720
EU,59,2008,66545490
EU,60,2008,105070829
EU,61,2008,21015364
EU,63,2008,67783167
EU,64,2008,16102085
EU,65,2008,291147539
EU,66,2008,21489283
EU,67,2008,5712822
EU,AF,2008,324751501
EU,AG,2008,2264088
EU,AI,2008,3218281
EU,AL,2008,56139653
EU,AM,2008,15187748
EU,AO,2008,45919152
EU,AR,2008,15439627
EU,AZ,2008,12095798
EU,BA,2008,79831348
EU,BB,2008,4914782
EU,BD,2008,180802163
EU,BF,2008,138117378
EU,BI,2008,78688513
EU,BJ,2008,118642687
EU,BO,2008,40712839
EU,BR,2008,45132929
EU,BT,2008,7284250
EU,BW,2008,28426601
EU,BY,2008,16160622
EU,BZ,2008,10665805
EU,CD,2008,208491492
EU,CF,2008,38913494
EU,CG,2008,43891863
EU,CI,2008,135291121
EU,CK,2008,53159
EU,CL,2008,6008361
EU,CM,2008,65065232
EU,CN,2008,55427488
EU,CO,2008,53030356
EU,CR,2008,5446569
EU,CU,2008,2422559
EU,CV,2008,25980552
EU,DJ,2008,10688527
EU,DM,2008,17397654
EU,DO,2008,56701148
EU,DZ,2008,81914919
EU,EC,2008,37567343
EU,EG,2008,189314463
EU,ER,2008,16184573
EU,ET,2008,415699782
EU,FJ,2008,5601781
EU,GA,2008,13287760
EU,GD,2008,8955604
EU,GE,2008,105432934
EU,GH,2008,110157228
EU,GM,2008,9198357
EU,GN,2008,33991704
EU,GQ,2008,4939805
EU,GT,2008,36304322
EU,GW,2008,44965989
EU,GY,2008,50333384
EU,HN,2008,22097992
EU,HR,2008,168388693
EU,HT,2008,109234928
EU,ID,2008,50674273
EU,IN,2008,113713272
EU,IQ,2008,35337021
EU,IR,2008,1633143
EU,JM,2008,75072147
EU,JO,2008,99092234
EU,KE,2008,86965044
EU,KG,2008,31091678
EU,KH,2008,34826732
EU,KI,2008,5778441
EU,KM,2008,9172210
EU,KN,2008,9364779
EU,KP,2008,16888595
EU,KZ,2008,15098434
EU,LA,2008,17406052
EU,LB,2008,121095193
EU,LC,2008,13920621
EU,LK,2008,103755552
EU,LR,2008,45174479
EU,LS,2008,24164631
EU,LY,2008,3984636
EU,MA,2008,306275429
EU,MD,2008,76108235
EU,ME,2008,8829319
EU,MG,2008,131411529
EU,MH,2008,1586583
EU,MK,2008,42476824
EU,ML,2008,138836112
EU,MM,2008,54330794
EU,MN,2008,9853124
EU,MR,2008,42082913
EU,MS,2008,1437272
EU,MU,2008,88305075
EU,MV,2008,1072070
EU,MW,2008,129822640
EU,MX,2008,20178038
EU,MY,2008,287841
EU,MZ,2008,152172158
EU,NA,2008,24725342
EU,NE,2008,142141643
EU,NG,2008,85113029
EU,NI,2008,32343582
EU,NP,2008,42916865
EU,NR,2008,5394118
EU,NU,2008,1491475
EU,PA,2008,2638754
EU,PE,2008,48744686
EU,PG,2008,23652726
EU,PH,2008,28605985
EU,PK,2008,58264248
EU,PS,2008,616471135
EU,PW,2008,1192348
EU,PY,2008,16286598
EU,RS,2008,296584642
EU,RW,2008,98273320
EU,SB,2008,6686902
EU,SC,2008,688675
EU,SD,2008,258305477
EU,SH,2008,9218084
EU,SL,2008,41054504
EU,SN,2008,131260356
EU,SO,2008,129469007
EU,SR,2008,22976401
EU,ST,2008,3834221
EU,SV,2008,26417146
EU,SY,2008,49663969
EU,SZ,2008,12720832
EU,TD,2008,137636514
EU,TG,2008,36279211
EU,TH,2008,25321624
EU,TJ,2008,28947565
EU,TL,2008,25449344
EU,TM,2008,3293243
EU,TN,2008,77123828
EU,TO,2008,748579
EU,TR,2008,404062895
EU,TT,2008,4499846
EU,TV,2008,292926
EU,TZ,2008,171816041
EU,UA,2008,225254852
EU,UG,2008,240684665
EU,UY,2008,10530012
EU,UZ,2008,9851394
EU,VC,2008,12342537
EU,VE,2008,6323891
EU,VN,2008,63217442
EU,VU,2008,3809182
EU,WF,2008,676439
EU,WS,2008,9503637
EU,YE,2008,16459100
EU,YT,2008,749338
EU,ZA,2008,152490674
EU,ZM,2008,125478895
EU,ZW,2008,58926323
FI,51,2008,33377269
FI,52,2008,4315423
FI,53,2008,14386980
FI,54,2008,621699
FI,55,2008,177602184
FI,56,2008,3942204
FI,57,2008,52426
FI,58,2008,501935
FI,59,2008,4488454
FI,60,2008,3726
FI,61,2008,75629
FI,62,2008,1461963
FI,63,2008,9603124
FI,64,2008,409951
FI,65,2008,14348079
FI,AF,2008,25025458
FI,AL,2008,477512
FI,AM,2008,297397
FI,AO,2008,2304355
FI,AR,2008,434327
FI,AZ,2008,190554
FI,BA,2008,3576165
FI,BD,2008,1332486
FI,BF,2008,171907
FI,BI,2008,215481
FI,BJ,2008,164087
FI,BO,2008,267400
FI,BR,2008,-16888
FI,BT,2008,80595
FI,BW,2008,387926
FI,BY,2008,167671
FI,BZ,2008,28249
FI,CD,2008,6530364
FI,CF,2008,3074222
FI,CG,2008,43604
FI,CI,2008,310288
FI,CL,2008,315483
FI,CM,2008,191351
FI,CN,2008,9209336
FI,CO,2008,2106222
FI,CR,2008,1477262
FI,CU,2008,149334
FI,DO,2008,539083
FI,DZ,2008,451746
FI,EC,2008,1168991
FI,EG,2008,1074761
FI,ER,2008,379838
FI,ET,2008,15344805
FI,FJ,2008,17997
FI,GE,2008,4014684
FI,GH,2008,141263
FI,GM,2008,150441
FI,GN,2008,65995
FI,GT,2008,398160
FI,GW,2008,312637
FI,GY,2008,79905
FI,HN,2008,1284565
FI,HR,2008,502211
FI,HT,2008,1516480
FI,ID,2008,1746365
FI,IN,2008,4148462
FI,IQ,2008,7863031
FI,IR,2008,1805397
FI,JM,2008,2294
FI,JO,2008,237775
FI,KE,2008,15685607
FI,KG,2008,570056
FI,KH,2008,5115413
FI,KP,2008,657344
FI,KZ,2008,99411
FI,LA,2008,2939524
FI,LB,2008,548395
FI,LK,2008,5782457
FI,LR,2008,4816516
FI,LS,2008,68425
FI,LY,2008,12138
FI,MA,2008,366374
FI,MD,2008,1347445
FI,ME,2008,439151
FI,MG,2008,43217
FI,MK,2008,192368
FI,ML,2008,111051
FI,MM,2008,7008281
FI,MN,2008,556146
FI,MR,2008,180165
FI,MV,2008,321646
FI,MW,2008,1708045
FI,MX,2008,653926
FI,MY,2008,331663
FI,MZ,2008,38625353
FI,NA,2008,6556317
FI,NG,2008,500079
FI,NI,2008,16787290
FI,NP,2008,16530892
FI,PA,2008,52904
FI,PE,2008,2817071
FI,PG,2008,1292
FI,PH,2008,727850
FI,PK,2008,2263870
FI,PS,2008,10856884
FI,PY,2008,273
FI,RS,2008,16130027
FI,RW,2008,1031689
FI,SD,2008,8312085
FI,SL,2008,1400894
FI,SN,2008,450571
FI,SO,2008,13155174
FI,SR,2008,81478
FI,SY,2008,738188
FI,SZ,2008,250260
FI,TD,2008,3374815
FI,TG,2008,151657
FI,TH,2008,543001
FI,TJ,2008,1689722
FI,TL,2008,594461
FI,TM,2008,125288
FI,TN,2008,80561
FI,TR,2008,555650
FI,TZ,2008,41072044
FI,UA,2008,305786
FI,UG,2008,5384734
FI,UY,2008,130847
FI,UZ,2008,382776
FI,VE,2008,383242
FI,VN,2008,27614762
FI,YE,2008,168648
FI,ZA,2008,13905762
FI,ZM,2008,15846836
FI,ZW,2008,1100861
FR,51,2008,108858084
FR,52,2008,615582
FR,53,2008,1889684
FR,55,2008,1055681643
FR,56,2008,49497125
FR,57,2008,13289212
FR,58,2008,10621015
FR,59,2008,13939023
FR,60,2008,15570944
FR,62,2008,92453475
FR,63,2008,4567405
FR,64,2008,51004
FR,65,2008,153709563
FR,66,2008,3327959
FR,AF,2008,17207581
FR,AG,2008,7446
FR,AL,2008,4078679
FR,AM,2008,5266573
FR,AO,2008,6558680
FR,AR,2008,11881437
FR,AZ,2008,6255414
FR,BA,2008,5883076
FR,BB,2008,98102
FR,BD,2008,6608102
FR,BF,2008,145961552
FR,BI,2008,17340231
FR,BJ,2008,69514742
FR,BO,2008,14765108
FR,BR,2008,49914194
FR,BT,2008,218640
FR,BW,2008,2611582
FR,BY,2008,1388324
FR,BZ,2008,7446
FR,CD,2008,28982367
FR,CF,2008,30178642
FR,CG,2008,365815642
FR,CI,2008,64231776
FR,CL,2008,12114673
FR,CM,2008,237110493
FR,CN,2008,227290635
FR,CO,2008,23184538
FR,CR,2008,6131879
FR,CU,2008,2798481
FR,CV,2008,8470768
FR,DJ,2008,48302418
FR,DM,2008,324776
FR,DO,2008,10338326
FR,DZ,2008,165430172
FR,EC,2008,8269754
FR,EG,2008,134048070
FR,ER,2008,742596
FR,ET,2008,17884198
FR,FJ,2008,1024056
FR,GA,2008,57339411
FR,GD,2008,1086643
FR,GE,2008,5539075
FR,GH,2008,51957253
FR,GM,2008,1643030
FR,GN,2008,128042500
FR,GQ,2008,5292818
FR,GT,2008,2401602
FR,GW,2008,5201935
FR,GY,2008,14893
FR,HN,2008,1320210
FR,HR,2008,4024589
FR,HT,2008,39019008
FR,ID,2008,206421659
FR,IN,2008,25241692
