id,year,income-share-bottom-20pc,income-share-second-20pc,income-share-third-20pc,income-share-fourth-20pc,income-share-highest-20pc,
ZW,2012,NA,NA,NA,NA,NA,NA
AW,2013,NA,NA,NA,NA,NA,NA
AD,2013,NA,NA,NA,NA,NA,NA
AF,2013,NA,NA,NA,NA,NA,NA
AO,2013,NA,NA,NA,NA,NA,NA
AL,2013,NA,NA,NA,NA,NA,NA
AE,2013,NA,NA,NA,NA,NA,NA
AR,2013,NA,NA,NA,NA,NA,NA
AM,2013,NA,NA,NA,NA,NA,NA
AS,2013,NA,NA,NA,NA,NA,NA
AG,2013,NA,NA,NA,NA,NA,NA
AU,2013,NA,NA,NA,NA,NA,NA
AT,2013,NA,NA,NA,NA,NA,NA
AZ,2013,NA,NA,NA,NA,NA,NA
BI,2013,NA,NA,NA,NA,NA,NA
BE,2013,NA,NA,NA,NA,NA,NA
BJ,2013,NA,NA,NA,NA,NA,NA
BF,2013,NA,NA,NA,NA,NA,NA
BD,2013,NA,NA,NA,NA,NA,NA
BG,2013,NA,NA,NA,NA,NA,NA
BH,2013,NA,NA,NA,NA,NA,NA
BS,2013,NA,NA,NA,NA,NA,NA
BA,2013,NA,NA,NA,NA,NA,NA
BY,2013,NA,NA,NA,NA,NA,NA
BZ,2013,NA,NA,NA,NA,NA,NA
BM,2013,NA,NA,NA,NA,NA,NA
BO,2013,NA,NA,NA,NA,NA,NA
BR,2013,NA,NA,NA,NA,NA,NA
BB,2013,NA,NA,NA,NA,NA,NA
BN,2013,NA,NA,NA,NA,NA,NA
BT,2013,NA,NA,NA,NA,NA,NA
BW,2013,NA,NA,NA,NA,NA,NA
CF,2013,NA,NA,NA,NA,NA,NA
CA,2013,NA,NA,NA,NA,NA,NA
CH,2013,NA,NA,NA,NA,NA,NA
CL,2013,NA,NA,NA,NA,NA,NA
CN,2013,NA,NA,NA,NA,NA,NA
CI,2013,NA,NA,NA,NA,NA,NA
CM,2013,NA,NA,NA,NA,NA,NA
CG,2013,NA,NA,NA,NA,NA,NA
CO,2013,NA,NA,NA,NA,NA,NA
KM,2013,NA,NA,NA,NA,NA,NA
CV,2013,NA,NA,NA,NA,NA,NA
CR,2013,NA,NA,NA,NA,NA,NA
CU,2013,NA,NA,NA,NA,NA,NA
CW,2013,NA,NA,NA,NA,NA,NA
KY,2013,NA,NA,NA,NA,NA,NA
CY,2013,NA,NA,NA,NA,NA,NA
CZ,2013,NA,NA,NA,NA,NA,NA
DE,2013,NA,NA,NA,NA,NA,NA
DJ,2013,NA,NA,NA,NA,NA,NA
DM,2013,NA,NA,NA,NA,NA,NA
DK,2013,NA,NA,NA,NA,NA,NA
DO,2013,NA,NA,NA,NA,NA,NA
DZ,2013,NA,NA,NA,NA,NA,NA
EC,2013,NA,NA,NA,NA,NA,NA
EG,2013,NA,NA,NA,NA,NA,NA
ER,2013,NA,NA,NA,NA,NA,NA
ES,2013,NA,NA,NA,NA,NA,NA
EE,2013,NA,NA,NA,NA,NA,NA
ET,2013,NA,NA,NA,NA,NA,NA
FI,2013,NA,NA,NA,NA,NA,NA
FJ,2013,NA,NA,NA,NA,NA,NA
FR,2013,NA,NA,NA,NA,NA,NA
FO,2013,NA,NA,NA,NA,NA,NA
FM,2013,NA,NA,NA,NA,NA,NA
GA,2013,NA,NA,NA,NA,NA,NA
GB,2013,NA,NA,NA,NA,NA,NA
GE,2013,NA,NA,NA,NA,NA,NA
GH,2013,NA,NA,NA,NA,NA,NA
GN,2013,NA,NA,NA,NA,NA,NA
GM,2013,NA,NA,NA,NA,NA,NA
GW,2013,NA,NA,NA,NA,NA,NA
GQ,2013,NA,NA,NA,NA,NA,NA
GR,2013,NA,NA,NA,NA,NA,NA
GD,2013,NA,NA,NA,NA,NA,NA
GL,2013,NA,NA,NA,NA,NA,NA
GT,2013,NA,NA,NA,NA,NA,NA
GU,2013,NA,NA,NA,NA,NA,NA
GY,2013,NA,NA,NA,NA,NA,NA
HK,2013,NA,NA,NA,NA,NA,NA
HN,2013,NA,NA,NA,NA,NA,NA
HR,2013,NA,NA,NA,NA,NA,NA
HT,2013,NA,NA,NA,NA,NA,NA
HU,2013,NA,NA,NA,NA,NA,NA
ID,2013,NA,NA,NA,NA,NA,NA
IN,2013,NA,NA,NA,NA,NA,NA
IE,2013,NA,NA,NA,NA,NA,NA
IR,2013,NA,NA,NA,NA,NA,NA
IQ,2013,NA,NA,NA,NA,NA,NA
IS,2013,NA,NA,NA,NA,NA,NA
IL,2013,NA,NA,NA,NA,NA,NA
IT,2013,NA,NA,NA,NA,NA,NA
JM,2013,NA,NA,NA,NA,NA,NA
JO,2013,NA,NA,NA,NA,NA,NA
JP,2013,NA,NA,NA,NA,NA,NA
KZ,2013,NA,NA,NA,NA,NA,NA
KE,2013,NA,NA,NA,NA,NA,NA
KG,2013,NA,NA,NA,NA,NA,NA
KH,2013,NA,NA,NA,NA,NA,NA
KI,2013,NA,NA,NA,NA,NA,NA
KN,2013,NA,NA,NA,NA,NA,NA
KR,2013,NA,NA,NA,NA,NA,NA
XK,2013,NA,NA,NA,NA,NA,NA
KW,2013,NA,NA,NA,NA,NA,NA
LA,2013,NA,NA,NA,NA,NA,NA
LB,2013,NA,NA,NA,NA,NA,NA
LR,2013,NA,NA,NA,NA,NA,NA
LY,2013,NA,NA,NA,NA,NA,NA
LC,2013,NA,NA,NA,NA,NA,NA
LI,2013,NA,NA,NA,NA,NA,NA
LK,2013,NA,NA,NA,NA,NA,NA
LS,2013,NA,NA,NA,NA,NA,NA
LT,2013,NA,NA,NA,NA,NA,NA
LU,2013,NA,NA,NA,NA,NA,NA
LV,2013,NA,NA,NA,NA,NA,NA
MO,2013,NA,NA,NA,NA,NA,NA
MF,2013,NA,NA,NA,NA,NA,NA
MA,2013,NA,NA,NA,NA,NA,NA
MC,2013,NA,NA,NA,NA,NA,NA
MD,2013,NA,NA,NA,NA,NA,NA
MG,2013,NA,NA,NA,NA,NA,NA
MV,2013,NA,NA,NA,NA,NA,NA
MX,2013,NA,NA,NA,NA,NA,NA
MH,2013,NA,NA,NA,NA,NA,NA
MK,2013,NA,NA,NA,NA,NA,NA
ML,2013,NA,NA,NA,NA,NA,NA
MT,2013,NA,NA,NA,NA,NA,NA
MM,2013,NA,NA,NA,NA,NA,NA
ME,2013,NA,NA,NA,NA,NA,NA
MN,2013,NA,NA,NA,NA,NA,NA
MP,2013,NA,NA,NA,NA,NA,NA
MZ,2013,NA,NA,NA,NA,NA,NA
MR,2013,NA,NA,NA,NA,NA,NA
MU,2013,NA,NA,NA,NA,NA,NA
MW,2013,NA,NA,NA,NA,NA,NA
MY,2013,NA,NA,NA,NA,NA,NA
NA,2013,NA,NA,NA,NA,NA,NA
NC,2013,NA,NA,NA,NA,NA,NA
NE,2013,NA,NA,NA,NA,NA,NA
NG,2013,NA,NA,NA,NA,NA,NA
NI,2013,NA,NA,NA,NA,NA,NA
NL,2013,NA,NA,NA,NA,NA,NA
NO,2013,NA,NA,NA,NA,NA,NA
NP,2013,NA,NA,NA,NA,NA,NA
NZ,2013,NA,NA,NA,NA,NA,NA
OM,2013,NA,NA,NA,NA,NA,NA
PK,2013,NA,NA,NA,NA,NA,NA
PA,2013,NA,NA,NA,NA,NA,NA
PE,2013,NA,NA,NA,NA,NA,NA
PH,2013,NA,NA,NA,NA,NA,NA
PW,2013,NA,NA,NA,NA,NA,NA
PG,2013,NA,NA,NA,NA,NA,NA
PL,2013,NA,NA,NA,NA,NA,NA
PR,2013,NA,NA,NA,NA,NA,NA
KP,2013,NA,NA,NA,NA,NA,NA
PT,2013,NA,NA,NA,NA,NA,NA
PY,2013,NA,NA,NA,NA,NA,NA
PF,2013,NA,NA,NA,NA,NA,NA
QA,2013,NA,NA,NA,NA,NA,NA
RO,2013,NA,NA,NA,NA,NA,NA
RU,2013,NA,NA,NA,NA,NA,NA
RW,2013,NA,NA,NA,NA,NA,NA
SA,2013,NA,NA,NA,NA,NA,NA
SD,2013,NA,NA,NA,NA,NA,NA
SN,2013,NA,NA,NA,NA,NA,NA
SG,2013,NA,NA,NA,NA,NA,NA
SB,2013,NA,NA,NA,NA,NA,NA
SL,2013,NA,NA,NA,NA,NA,NA
SV,2013,NA,NA,NA,NA,NA,NA
SM,2013,NA,NA,NA,NA,NA,NA
SO,2013,NA,NA,NA,NA,NA,NA
RS,2013,NA,NA,NA,NA,NA,NA
SS,2013,NA,NA,NA,NA,NA,NA
ST,2013,NA,NA,NA,NA,NA,NA
SR,2013,NA,NA,NA,NA,NA,NA
SK,2013,NA,NA,NA,NA,NA,NA
SI,2013,NA,NA,NA,NA,NA,NA
SE,2013,NA,NA,NA,NA,NA,NA
SZ,2013,NA,NA,NA,NA,NA,NA
SX,2013,NA,NA,NA,NA,NA,NA
SC,2013,NA,NA,NA,NA,NA,NA
SY,2013,NA,NA,NA,NA,NA,NA
TC,2013,NA,NA,NA,NA,NA,NA
TD,2013,NA,NA,NA,NA,NA,NA
TG,2013,NA,NA,NA,NA,NA,NA
TH,2013,NA,NA,NA,NA,NA,NA
TJ,2013,NA,NA,NA,NA,NA,NA
TM,2013,NA,NA,NA,NA,NA,NA
TL,2013,NA,NA,NA,NA,NA,NA
TO,2013,NA,NA,NA,NA,NA,NA
TT,2013,NA,NA,NA,NA,NA,NA
TN,2013,NA,NA,NA,NA,NA,NA
TR,2013,NA,NA,NA,NA,NA,NA
TV,2013,NA,NA,NA,NA,NA,NA
TZ,2013,NA,NA,NA,NA,NA,NA
UG,2013,5.81,9.27,13.55,20.28,51.09,NA
UA,2013,NA,NA,NA,NA,NA,NA
UY,2013,NA,NA,NA,NA,NA,NA
US,2013,NA,NA,NA,NA,NA,NA
UZ,2013,NA,NA,NA,NA,NA,NA
VC,2013,NA,NA,NA,NA,NA,NA
VE,2013,NA,NA,NA,NA,NA,NA
VI,2013,NA,NA,NA,NA,NA,NA
VN,2013,NA,NA,NA,NA,NA,NA
VU,2013,NA,NA,NA,NA,NA,NA
PS,2013,NA,NA,NA,NA,NA,NA
WS,2013,NA,NA,NA,NA,NA,NA
YE,2013,NA,NA,NA,NA,NA,NA
ZA,2013,NA,NA,NA,NA,NA,NA
CD,2013,NA,NA,NA,NA,NA,NA
ZM,2013,NA,NA,NA,NA,NA,NA
ZW,2013,NA,NA,NA,NA,NA,NA
