id-from,id-to,year,value
AE,AM,2012,0
AE,AM,2013,0
AE,AZ,2008,0
AE,AZ,2009,0
AE,AZ,2010,0
AE,AZ,2011,0
AE,AZ,2012,0
AE,AZ,2013,0
AE,BD,2000,0
AE,BD,2001,0
AE,BD,2002,0
AE,BD,2003,0
AE,BD,2004,0
AE,BD,2005,0
AE,BD,2006,0
AE,BD,2007,0
AE,BD,2008,0
AE,BD,2009,0
AE,BD,2010,0
AE,BD,2011,0
AE,BD,2012,0
AE,BF,2006,0
AE,BF,2007,0
AE,BF,2008,0
AE,BF,2009,0
AE,BF,2011,0
AE,BF,2012,0
AE,BF,2013,0
AE,BH,2000,0
AE,BH,2001,0
AE,BH,2002,0
AE,BH,2003,0
AE,BH,2004,0
AE,BI,2006,0
AE,BI,2013,0
AE,CV,2001,0
AE,CV,2002,0
AE,DJ,2000,0
AE,DJ,2001,0
AE,DJ,2002,0
AE,DJ,2003,0
AE,DJ,2004,0
AE,DJ,2005,0
AE,DJ,2006,0
AE,DJ,2007,0
AE,DJ,2008,0
AE,DJ,2009,0
AE,DJ,2010,0
AE,DJ,2011,0
AE,DJ,2012,0
AE,DJ,2013,0
AE,DZ,2002,0
AE,DZ,2003,0
AE,DZ,2004,0
AE,DZ,2005,0
AE,DZ,2006,0
AE,DZ,2007,0
AE,DZ,2008,0
AE,DZ,2009,0
AE,DZ,2010,0
AE,DZ,2011,0
AE,DZ,2012,0
AE,DZ,2013,0
AE,EG,2000,0
AE,EG,2001,0
AE,EG,2002,0
AE,EG,2003,0
AE,EG,2004,0
AE,EG,2005,0
AE,EG,2006,0
AE,EG,2007,0
AE,EG,2008,0
AE,EG,2009,0
AE,EG,2010,0
AE,EG,2011,0
AE,EG,2012,0
AE,EG,2013,0
AE,ER,2004,0
AE,ER,2005,0
AE,ER,2006,0
AE,ER,2011,0
AE,ER,2012,0
AE,ER,2013,0
AE,ET,2003,0
AE,JO,2000,0
AE,JO,2001,0
AE,JO,2002,0
AE,JO,2006,0
AE,JO,2007,0
AE,JO,2008,0
AE,JO,2009,0
AE,JO,2010,0
AE,JO,2011,0
AE,JO,2012,0
AE,JO,2013,0
AE,KZ,2006,0
AE,KZ,2007,0
AE,KZ,2008,0
AE,KZ,2009,0
AE,KZ,2010,0
AE,KZ,2011,0
AE,KZ,2012,0
AE,KZ,2013,0
AE,LB,2000,0
AE,LB,2001,0
AE,LB,2002,0
AE,LB,2003,0
AE,LB,2004,0
AE,LB,2005,0
AE,LB,2006,0
AE,LB,2007,0
AE,LB,2008,0
AE,LB,2009,0
AE,LB,2010,0
AE,LB,2011,0
AE,LB,2012,0
AE,LB,2013,0
AE,MA,2000,0
AE,MA,2001,0
AE,MA,2002,0
AE,MA,2005,0
AE,MA,2006,0
AE,MA,2007,0
AE,MA,2008,0
AE,MA,2009,0
AE,MA,2010,0
AE,MA,2011,0
AE,MA,2012,0
AE,MA,2013,0
AE,ME,2013,0
AE,MG,2008,0
AE,MG,2009,0
AE,MG,2010,0
AE,MG,2011,0
AE,MG,2012,0
AE,MG,2013,0
AE,ML,2000,0
AE,ML,2001,0
AE,ML,2002,0
AE,ML,2003,0
AE,ML,2004,0
AE,ML,2007,0
AE,ML,2008,0
AE,MN,2006,0
AE,MN,2007,0
AE,MN,2008,0
AE,MN,2009,0
AE,MN,2010,0
AE,MN,2011,0
AE,MN,2012,0
AE,MN,2013,0
AE,MR,2010,0
AE,MV,2012,0
AE,MV,2013,0
AE,OM,2000,0
AE,OM,2001,0
AE,OM,2002,0
AE,OM,2003,0
AE,OM,2004,0
AE,OM,2005,0
AE,OM,2006,0
AE,OM,2007,0
AE,OM,2008,0
AE,OM,2009,0
AE,OM,2010,0
AE,SC,2000,0
AE,SC,2007,0
AE,SD,2001,0
AE,SD,2002,0
AE,SD,2003,0
AE,SD,2004,0
AE,SD,2005,0
AE,SD,2006,0
AE,SD,2007,0
AE,SD,2008,0
AE,SD,2009,0
AE,SD,2010,0
AE,SD,2011,0
AE,SD,2012,0
AE,SN,2000,0
AE,SN,2009,0
AE,SN,2010,0
AE,SN,2011,0
AE,SN,2012,0
AE,SN,2013,0
AE,SY,2000,0
AE,SY,2001,0
AE,SY,2002,0
AE,SY,2003,0
AE,SY,2004,0
AE,SY,2005,0
AE,SY,2006,0
AE,SY,2007,0
AE,SY,2008,0
AE,SY,2009,0
AE,SY,2010,0
AE,SY,2011,0
AE,TM,2004,0
AE,TM,2005,0
AE,TM,2006,0
AE,TM,2007,0
AE,TN,2000,0
AE,TN,2001,0
AE,TN,2002,0
AE,TN,2003,0
AE,TN,2004,0
AE,TN,2005,0
AE,TN,2006,0
AE,TN,2007,0
AE,TN,2008,0
AE,TN,2009,0
AE,TN,2010,0
AE,TN,2011,0
AE,TN,2012,0
AE,TN,2013,0
AE,TR,2000,0
AE,TR,2007,0
AE,TR,2008,0
AE,TR,2009,0
AE,TR,2010,0
AE,TR,2011,0
AE,TR,2012,0
AE,TR,2013,0
AE,TZ,2006,0
AE,TZ,2007,0
afdf,africa,2002,400000
afdf,africa,2009,2120000
afdf,africa,2010,4320000
afdf,africa,2011,2380000
afdf,africa,2012,180000
